context: Squeak, squeak, squeak! response:	Look how the hamsters eat their food so squeaky clean.
context: Closes? It's going belly-up?!\Well, it's an old building and there aren't many customers, right?\What are you talking about? It's great BECAUSE it's old and there aren't many customers!\That's no way for the stores to stay open, is it?\Nice! I got Excellent Luck!\As did I!\My brother is a liar...\There's not a single sign that says they're closing. response:	Sure, there aren't many customers, but it's still got some life left in it.
context: Well, it's an old building and there aren't many customers, right?\What are you talking about? It's great BECAUSE it's old and there aren't many customers!\That's no way for the stores to stay open, is it?\Nice! I got Excellent Luck!\As did I!\My brother is a liar...\There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it. response:	Places like this make you hope they stick around, don't they?
context: What are you talking about? It's great BECAUSE it's old and there aren't many customers!\That's no way for the stores to stay open, is it?\Nice! I got Excellent Luck!\As did I!\My brother is a liar...\There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they? response:	So that even once you and I have become adults, we can reminisce and talk about that time when.
context: That's no way for the stores to stay open, is it?\Nice! I got Excellent Luck!\As did I!\My brother is a liar...\There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when. response:	And as we're talking, we can think to ourselves, I'm glad we became friends.
context: Nice! I got Excellent Luck!\As did I!\My brother is a liar...\There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends. response:	TSF...
context: As did I!\My brother is a liar...\There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF... response:	D-don't you worry. This is staying put. Nothing's going to change!
context: My brother is a liar...\There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF...\D-don't you worry. This is staying put. Nothing's going to change! response:	Huh?
context: There's not a single sign that says they're closing.\Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF...\D-don't you worry. This is staying put. Nothing's going to change!\Huh? response:	What is it, Ebina?
context: Sure, there aren't many customers, but it's still got some life left in it.\Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF...\D-don't you worry. This is staying put. Nothing's going to change!\Huh?\What is it, Ebina? response:	Was that always a vacant lot?
context: Places like this make you hope they stick around, don't they?\So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF...\D-don't you worry. This is staying put. Nothing's going to change!\Huh?\What is it, Ebina?\Was that always a vacant lot? response:	Oh, you're right. That's a lot of empty land...
context: So that even once you and I have become adults, we can reminisce and talk about that time when.\And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF...\D-don't you worry. This is staying put. Nothing's going to change!\Huh?\What is it, Ebina?\Was that always a vacant lot?\Oh, you're right. That's a lot of empty land... response:	I wonder if some big building used to be there.
context: And as we're talking, we can think to ourselves, I'm glad we became friends.\TSF...\D-don't you worry. This is staying put. Nothing's going to change!\Huh?\What is it, Ebina?\Was that always a vacant lot?\Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there. response:	There used to be... an amusement park there.
context: TSF...\D-don't you worry. This is staying put. Nothing's going to change!\Huh?\What is it, Ebina?\Was that always a vacant lot?\Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there.\There used to be... an amusement park there. response:	Huh? An amusement park?
context: D-don't you worry. This is staying put. Nothing's going to change!\Huh?\What is it, Ebina?\Was that always a vacant lot?\Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there.\There used to be... an amusement park there.\Huh? An amusement park? response:	Yes. It was most fun, indeed!
context: Huh?\What is it, Ebina?\Was that always a vacant lot?\Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there.\There used to be... an amusement park there.\Huh? An amusement park?\Yes. It was most fun, indeed! response:	That's when I first realized...
context: What is it, Ebina?\Was that always a vacant lot?\Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there.\There used to be... an amusement park there.\Huh? An amusement park?\Yes. It was most fun, indeed!\That's when I first realized... response:	Where should we go?
context: Was that always a vacant lot?\Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there.\There used to be... an amusement park there.\Huh? An amusement park?\Yes. It was most fun, indeed!\That's when I first realized...\Where should we go? response:	Well then, UMR! There is somewhere that I wish to go!
context: Oh, you're right. That's a lot of empty land...\I wonder if some big building used to be there.\There used to be... an amusement park there.\Huh? An amusement park?\Yes. It was most fun, indeed!\That's when I first realized...\Where should we go?\Well then, UMR! There is somewhere that I wish to go! response:	Sylphin knew that the department store would be closing.
context: I wonder if some big building used to be there.\There used to be... an amusement park there.\Huh? An amusement park?\Yes. It was most fun, indeed!\That's when I first realized...\Where should we go?\Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing. response:	Hey, how about we all go to the amusement park on our next day off?
context: There used to be... an amusement park there.\Huh? An amusement park?\Yes. It was most fun, indeed!\That's when I first realized...\Where should we go?\Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off? response:	I would like to go, indeed!
context: Huh? An amusement park?\Yes. It was most fun, indeed!\That's when I first realized...\Where should we go?\Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed! response:	I-I will go, too!
context: Yes. It was most fun, indeed!\That's when I first realized...\Where should we go?\Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed!\I-I will go, too! response:	Where should we go?
context: That's when I first realized...\Where should we go?\Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed!\I-I will go, too!\Where should we go? response:	This familiar scenery...
context: Where should we go?\Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed!\I-I will go, too!\Where should we go?\This familiar scenery... response:	Once we become adults, it will have changed completely.
context: Well then, UMR! There is somewhere that I wish to go!\Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed!\I-I will go, too!\Where should we go?\This familiar scenery...\Once we become adults, it will have changed completely. response:	But even if the scenery changes, there are some things that will never change...
context: Sylphin knew that the department store would be closing.\Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed!\I-I will go, too!\Where should we go?\This familiar scenery...\Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change... response:	Because they exist in our memories.
context: Hey, how about we all go to the amusement park on our next day off?\I would like to go, indeed!\I-I will go, too!\Where should we go?\This familiar scenery...\Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change...\Because they exist in our memories. response:	Coming!
context: I would like to go, indeed!\I-I will go, too!\Where should we go?\This familiar scenery...\Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change...\Because they exist in our memories.\Coming! response:	Ah, Ebina. Good morning.
context: I-I will go, too!\Where should we go?\This familiar scenery...\Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change...\Because they exist in our memories.\Coming!\Ah, Ebina. Good morning. response:	U-um! I got some rice in the mail, from Akita.
context: Where should we go?\This familiar scenery...\Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change...\Because they exist in our memories.\Coming!\Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita. response:	This year as well?
context: This familiar scenery...\Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change...\Because they exist in our memories.\Coming!\Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita.\This year as well? response:	Thanks, as always.
context: Once we become adults, it will have changed completely.\But even if the scenery changes, there are some things that will never change...\Because they exist in our memories.\Coming!\Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita.\This year as well?\Thanks, as always. response:	Thanks, Ebina. You should join us for dinner tonight!
context: But even if the scenery changes, there are some things that will never change...\Because they exist in our memories.\Coming!\Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita.\This year as well?\Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight! response:	O-okay! Thank you!
context: Because they exist in our memories.\Coming!\Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita.\This year as well?\Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you! response:	I have to make sure I don't eat too much...
context: Coming!\Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita.\This year as well?\Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you!\I have to make sure I don't eat too much... response:	What should I make today...?
context: Ah, Ebina. Good morning.\U-um! I got some rice in the mail, from Akita.\This year as well?\Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you!\I have to make sure I don't eat too much...\What should I make today...? response:	This is new crop rice, right? I should make something extra tasty...
context: U-um! I got some rice in the mail, from Akita.\This year as well?\Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you!\I have to make sure I don't eat too much...\What should I make today...?\This is new crop rice, right? I should make something extra tasty... response:	What do YOU always make, Ebina?
context: This year as well?\Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you!\I have to make sure I don't eat too much...\What should I make today...?\This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina? response:	Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.
context: Thanks, as always.\Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you!\I have to make sure I don't eat too much...\What should I make today...?\This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings. response:	Oh. Yeah, you're from Akita all right.
context: Thanks, Ebina. You should join us for dinner tonight!\O-okay! Thank you!\I have to make sure I don't eat too much...\What should I make today...?\This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right. response:	Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.
context: O-okay! Thank you!\I have to make sure I don't eat too much...\What should I make today...?\This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make. response:	If we're going to make something in time for lunch...
context: I have to make sure I don't eat too much...\What should I make today...?\This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch... response:	Ah!
context: What should I make today...?\This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch...\Ah! response:	What about takikomi rice?
context: This is new crop rice, right? I should make something extra tasty...\What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch...\Ah!\What about takikomi rice? response:	Whoa! Good idea!
context: What do YOU always make, Ebina?\Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch...\Ah!\What about takikomi rice?\Whoa! Good idea! response:	Sorry to drag you into the kitchen, but you'll be a big help.
context: Um, if I'm using rice, kiritanpo hotpot, or... oh, oyaki dumplings.\Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch...\Ah!\What about takikomi rice?\Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help. response:	I-I'm in the kitchen with Taihei!
context: Oh. Yeah, you're from Akita all right.\Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch...\Ah!\What about takikomi rice?\Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei! response:	Are you okay, Ebina?
context: Still, you need mochi rice for oyaki, and kiritanpo takes a lot of time to make.\If we're going to make something in time for lunch...\Ah!\What about takikomi rice?\Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei!\Are you okay, Ebina? response:	Th-th-this is...
context: If we're going to make something in time for lunch...\Ah!\What about takikomi rice?\Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei!\Are you okay, Ebina?\Th-th-this is... response:	It's like what Kirie said before!
context: Ah!\What about takikomi rice?\Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei!\Are you okay, Ebina?\Th-th-this is...\It's like what Kirie said before! response:	Ebina! I have a cunning plan!
context: What about takikomi rice?\Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei!\Are you okay, Ebina?\Th-th-this is...\It's like what Kirie said before!\Ebina! I have a cunning plan! response:	Huh? A plan?
context: Whoa! Good idea!\Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei!\Are you okay, Ebina?\Th-th-this is...\It's like what Kirie said before!\Ebina! I have a cunning plan!\Huh? A plan? response:	Apparently, the way to a man's heart is through his stomach.
context: Sorry to drag you into the kitchen, but you'll be a big help.\I-I'm in the kitchen with Taihei!\Are you okay, Ebina?\Th-th-this is...\It's like what Kirie said before!\Ebina! I have a cunning plan!\Huh? A plan?\Apparently, the way to a man's heart is through his stomach. response:	His stomach?!
context: I-I'm in the kitchen with Taihei!\Are you okay, Ebina?\Th-th-this is...\It's like what Kirie said before!\Ebina! I have a cunning plan!\Huh? A plan?\Apparently, the way to a man's heart is through his stomach.\His stomach?! response:	Put simply, through FOOD!
context: Are you okay, Ebina?\Th-th-this is...\It's like what Kirie said before!\Ebina! I have a cunning plan!\Huh? A plan?\Apparently, the way to a man's heart is through his stomach.\His stomach?!\Put simply, through FOOD! response:	Feed Taihei some of your home cooking and you'll land him for sure!
context: Th-th-this is...\It's like what Kirie said before!\Ebina! I have a cunning plan!\Huh? A plan?\Apparently, the way to a man's heart is through his stomach.\His stomach?!\Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure! response:	L-l-land him?! No, I can't!
context: It's like what Kirie said before!\Ebina! I have a cunning plan!\Huh? A plan?\Apparently, the way to a man's heart is through his stomach.\His stomach?!\Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't! response:	Land him! Land him! For sure!
context: Ebina! I have a cunning plan!\Huh? A plan?\Apparently, the way to a man's heart is through his stomach.\His stomach?!\Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't!\Land him! Land him! For sure! response:	She's really concentrating hard.
context: Huh? A plan?\Apparently, the way to a man's heart is through his stomach.\His stomach?!\Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't!\Land him! Land him! For sure!\She's really concentrating hard. response:	Is that from being from a farming family?
context: Apparently, the way to a man's heart is through his stomach.\His stomach?!\Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't!\Land him! Land him! For sure!\She's really concentrating hard.\Is that from being from a farming family? response:	Ebina, I'll help too.
context: His stomach?!\Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't!\Land him! Land him! For sure!\She's really concentrating hard.\Is that from being from a farming family?\Ebina, I'll help too. response:	Okay!
context: Put simply, through FOOD!\Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't!\Land him! Land him! For sure!\She's really concentrating hard.\Is that from being from a farming family?\Ebina, I'll help too.\Okay! response:	Don't you think it's a little cramped?
context: Feed Taihei some of your home cooking and you'll land him for sure!\L-l-land him?! No, I can't!\Land him! Land him! For sure!\She's really concentrating hard.\Is that from being from a farming family?\Ebina, I'll help too.\Okay!\Don't you think it's a little cramped? response:	No, it's fine!
context: L-l-land him?! No, I can't!\Land him! Land him! For sure!\She's really concentrating hard.\Is that from being from a farming family?\Ebina, I'll help too.\Okay!\Don't you think it's a little cramped?\No, it's fine! response:	If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.
context: Land him! Land him! For sure!\She's really concentrating hard.\Is that from being from a farming family?\Ebina, I'll help too.\Okay!\Don't you think it's a little cramped?\No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food. response:	I have to help out, at least a little.
context: She's really concentrating hard.\Is that from being from a farming family?\Ebina, I'll help too.\Okay!\Don't you think it's a little cramped?\No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little. response:	Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?
context: Is that from being from a farming family?\Ebina, I'll help too.\Okay!\Don't you think it's a little cramped?\No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice? response:	Oh, um, okay!
context: Ebina, I'll help too.\Okay!\Don't you think it's a little cramped?\No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay! response:	What about me?
context: Okay!\Don't you think it's a little cramped?\No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay!\What about me? response:	Well, we're going to cook the chicken, so you can get the frypan ready.
context: Don't you think it's a little cramped?\No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay!\What about me?\Well, we're going to cook the chicken, so you can get the frypan ready. response:	Leave it to me, Big Brother!
context: No, it's fine!\If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay!\What about me?\Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother! response:	She should be able to do that, at least...
context: If I let her cook alone with Big Brother, she'll find out HE'S the one who always makes the food.\I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay!\What about me?\Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother!\She should be able to do that, at least... response:	He's so close!
context: I have to help out, at least a little.\Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay!\What about me?\Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother!\She should be able to do that, at least...\He's so close! response:	Brother, how about this?
context: Ebina, I'll trim the chicken and dice the vegetables. Would you mind rinsing the rice?\Oh, um, okay!\What about me?\Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother!\She should be able to do that, at least...\He's so close!\Brother, how about this? response:	No, that's too small. It's for frying eggs.
context: Oh, um, okay!\What about me?\Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother!\She should be able to do that, at least...\He's so close!\Brother, how about this?\No, that's too small. It's for frying eggs. response:	I-I knew that! I was just joking.
context: What about me?\Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother!\She should be able to do that, at least...\He's so close!\Brother, how about this?\No, that's too small. It's for frying eggs.\I-I knew that! I was just joking. response:	The larger one's down below there, so go ahead and add some oil for me.
context: Well, we're going to cook the chicken, so you can get the frypan ready.\Leave it to me, Big Brother!\She should be able to do that, at least...\He's so close!\Brother, how about this?\No, that's too small. It's for frying eggs.\I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me. response:	Ah... Must be nice...
context: Leave it to me, Big Brother!\She should be able to do that, at least...\He's so close!\Brother, how about this?\No, that's too small. It's for frying eggs.\I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice... response:	Land him!
context: She should be able to do that, at least...\He's so close!\Brother, how about this?\No, that's too small. It's for frying eggs.\I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice...\Land him! response:	Kirie... Sure enough, I can't do it!
context: He's so close!\Brother, how about this?\No, that's too small. It's for frying eggs.\I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice...\Land him!\Kirie... Sure enough, I can't do it! response:	Fire!
context: Brother, how about this?\No, that's too small. It's for frying eggs.\I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice...\Land him!\Kirie... Sure enough, I can't do it!\Fire! response:	Ebina!
context: No, that's too small. It's for frying eggs.\I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice...\Land him!\Kirie... Sure enough, I can't do it!\Fire!\Ebina! response:	Are you okay, Ebina?
context: I-I knew that! I was just joking.\The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice...\Land him!\Kirie... Sure enough, I can't do it!\Fire!\Ebina!\Are you okay, Ebina? response:	Dammit, Umaru!
context: The larger one's down below there, so go ahead and add some oil for me.\Ah... Must be nice...\Land him!\Kirie... Sure enough, I can't do it!\Fire!\Ebina!\Are you okay, Ebina?\Dammit, Umaru! response:	You gave Ebina such a shock that she fell! What if she'd hurt herself?!
context: Ah... Must be nice...\Land him!\Kirie... Sure enough, I can't do it!\Fire!\Ebina!\Are you okay, Ebina?\Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?! response:	And why did you add that much oil just for browning the chicken?
context: Land him!\Kirie... Sure enough, I can't do it!\Fire!\Ebina!\Are you okay, Ebina?\Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken? response:	Uh, I got a little confused...
context: Kirie... Sure enough, I can't do it!\Fire!\Ebina!\Are you okay, Ebina?\Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken?\Uh, I got a little confused... response:	I-I'm sorry, Ebina. Are you okay?
context: Fire!\Ebina!\Are you okay, Ebina?\Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken?\Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay? response:	The truth is, I can't cook at all.
context: Ebina!\Are you okay, Ebina?\Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken?\Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all. response:	I wanted to grab him... but he grabbed me!
context: Are you okay, Ebina?\Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken?\Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me! response:	Huh?
context: Dammit, Umaru!\You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken?\Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me!\Huh? response:	Well, that little accident aside...
context: You gave Ebina such a shock that she fell! What if she'd hurt herself?!\And why did you add that much oil just for browning the chicken?\Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me!\Huh?\Well, that little accident aside... response:	Y-yes! I'm sorry!
context: And why did you add that much oil just for browning the chicken?\Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me!\Huh?\Well, that little accident aside...\Y-yes! I'm sorry! response:	No, it was my fault.
context: Uh, I got a little confused...\I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me!\Huh?\Well, that little accident aside...\Y-yes! I'm sorry!\No, it was my fault. response:	Okay then...
context: I-I'm sorry, Ebina. Are you okay?\The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me!\Huh?\Well, that little accident aside...\Y-yes! I'm sorry!\No, it was my fault.\Okay then... response:	Let's eat!
context: The truth is, I can't cook at all.\I wanted to grab him... but he grabbed me!\Huh?\Well, that little accident aside...\Y-yes! I'm sorry!\No, it was my fault.\Okay then...\Let's eat! response:	I wonder what's for dinner tonight...
context: I wanted to grab him... but he grabbed me!\Huh?\Well, that little accident aside...\Y-yes! I'm sorry!\No, it was my fault.\Okay then...\Let's eat!\I wonder what's for dinner tonight... response:	Thursday is bread day, so what could it be?
context: Huh?\Well, that little accident aside...\Y-yes! I'm sorry!\No, it was my fault.\Okay then...\Let's eat!\I wonder what's for dinner tonight...\Thursday is bread day, so what could it be? response:	I'm home.
context: Well, that little accident aside...\Y-yes! I'm sorry!\No, it was my fault.\Okay then...\Let's eat!\I wonder what's for dinner tonight...\Thursday is bread day, so what could it be?\I'm home. response:	Oh, Big Brother!
context: Y-yes! I'm sorry!\No, it was my fault.\Okay then...\Let's eat!\I wonder what's for dinner tonight...\Thursday is bread day, so what could it be?\I'm home.\Oh, Big Brother! response:	Look who I ran into on the way home. So, I invited her over for dinner.
context: No, it was my fault.\Okay then...\Let's eat!\I wonder what's for dinner tonight...\Thursday is bread day, so what could it be?\I'm home.\Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner. response:	Ran into, you say? And where did this meeting take place?
context: Okay then...\Let's eat!\I wonder what's for dinner tonight...\Thursday is bread day, so what could it be?\I'm home.\Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place? response:	What are you all mad about?
context: Let's eat!\I wonder what's for dinner tonight...\Thursday is bread day, so what could it be?\I'm home.\Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place?\What are you all mad about? response:	Was it wrong for me to come, Big Brother?
context: I wonder what's for dinner tonight...\Thursday is bread day, so what could it be?\I'm home.\Oh, Big Brother!\Look who I ran into on the way home. So, I invited her over for dinner.\Ran into, you say? And where did this meeting take place?\What are you all mad about?\Was it wrong for me to come, Big Brother? response:	No, you're perfectly fine.
