context: Oh, man, we lost! response:	Win Nationals, take my third straight national high school title,
context: It's no good.\He might've started playing again, but the tempo's uneven.\The important thing is your imagery.\How do you want to play this piece?\Who do you want to play it for?\That day...\For what... for whom were you playing?\Friend A. response:	I want you.
context: He might've started playing again, but the tempo's uneven.\The important thing is your imagery.\How do you want to play this piece?\Who do you want to play it for?\That day...\For what... for whom were you playing?\Friend A.\I want you. response:	I can't hear the sound of the piano.
context: The important thing is your imagery.\How do you want to play this piece?\Who do you want to play it for?\That day...\For what... for whom were you playing?\Friend A.\I want you.\I can't hear the sound of the piano. response:	I hereby appoint you as my accompanist.
context: How do you want to play this piece?\Who do you want to play it for?\That day...\For what... for whom were you playing?\Friend A.\I want you.\I can't hear the sound of the piano.\I hereby appoint you as my accompanist. response:	Hey, that's right...
context: Who do you want to play it for?\That day...\For what... for whom were you playing?\Friend A.\I want you.\I can't hear the sound of the piano.\I hereby appoint you as my accompanist.\Hey, that's right... response:	I... I'm going to play for you.
context: That day...\For what... for whom were you playing?\Friend A.\I want you.\I can't hear the sound of the piano.\I hereby appoint you as my accompanist.\Hey, that's right...\I... I'm going to play for you. response:	His playing is changing yet again.
context: For what... for whom were you playing?\Friend A.\I want you.\I can't hear the sound of the piano.\I hereby appoint you as my accompanist.\Hey, that's right...\I... I'm going to play for you.\His playing is changing yet again. response:	The opening was as robotic as a computer...
context: Friend A.\I want you.\I can't hear the sound of the piano.\I hereby appoint you as my accompanist.\Hey, that's right...\I... I'm going to play for you.\His playing is changing yet again.\The opening was as robotic as a computer... response:	following the score to the note, dead-accurate...
context: I want you.\I can't hear the sound of the piano.\I hereby appoint you as my accompanist.\Hey, that's right...\I... I'm going to play for you.\His playing is changing yet again.\The opening was as robotic as a computer...\following the score to the note, dead-accurate... response:	Then midway through, it was like a sobbing child pounding the keys...
context: I can't hear the sound of the piano.\I hereby appoint you as my accompanist.\Hey, that's right...\I... I'm going to play for you.\His playing is changing yet again.\The opening was as robotic as a computer...\following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys... response:	Three times, he transformed.
context: I hereby appoint you as my accompanist.\Hey, that's right...\I... I'm going to play for you.\His playing is changing yet again.\The opening was as robotic as a computer...\following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed. response:	What just happened to him? This transformation is unreal.
context: Hey, that's right...\I... I'm going to play for you.\His playing is changing yet again.\The opening was as robotic as a computer...\following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed.\What just happened to him? This transformation is unreal. response:	It's like there were three different pianists playing.
context: I... I'm going to play for you.\His playing is changing yet again.\The opening was as robotic as a computer...\following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed.\What just happened to him? This transformation is unreal.\It's like there were three different pianists playing. response:	Not only has his playing changed... the sound has changed.
context: His playing is changing yet again.\The opening was as robotic as a computer...\following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed.\What just happened to him? This transformation is unreal.\It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed. response:	His notes...
context: The opening was as robotic as a computer...\following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed.\What just happened to him? This transformation is unreal.\It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed.\His notes... response:	They're starting to sparkle.
context: following the score to the note, dead-accurate...\Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed.\What just happened to him? This transformation is unreal.\It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed.\His notes...\They're starting to sparkle. response:	I stopped playing midway. I'll be disqualified...
context: Then midway through, it was like a sobbing child pounding the keys...\Three times, he transformed.\What just happened to him? This transformation is unreal.\It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed.\His notes...\They're starting to sparkle.\I stopped playing midway. I'll be disqualified... response:	Just like a certain ruthless tyrant I know!
context: Three times, he transformed.\What just happened to him? This transformation is unreal.\It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed.\His notes...\They're starting to sparkle.\I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know! response:	The stars will shine over your head.
context: What just happened to him? This transformation is unreal.\It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed.\His notes...\They're starting to sparkle.\I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know!\The stars will shine over your head. response:	Just play with sincerity, with everything you've got.
context: It's like there were three different pianists playing.\Not only has his playing changed... the sound has changed.\His notes...\They're starting to sparkle.\I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know!\The stars will shine over your head.\Just play with sincerity, with everything you've got. response:	How does the real you want to play Chopin?
context: Not only has his playing changed... the sound has changed.\His notes...\They're starting to sparkle.\I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know!\The stars will shine over your head.\Just play with sincerity, with everything you've got.\How does the real you want to play Chopin? response:	We're not Chopin, after all.
context: His notes...\They're starting to sparkle.\I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know!\The stars will shine over your head.\Just play with sincerity, with everything you've got.\How does the real you want to play Chopin?\We're not Chopin, after all. response:	You're just you, no matter what.
context: They're starting to sparkle.\I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know!\The stars will shine over your head.\Just play with sincerity, with everything you've got.\How does the real you want to play Chopin?\We're not Chopin, after all.\You're just you, no matter what. response:	The words I exchanged with you...
context: I stopped playing midway. I'll be disqualified...\Just like a certain ruthless tyrant I know!\The stars will shine over your head.\Just play with sincerity, with everything you've got.\How does the real you want to play Chopin?\We're not Chopin, after all.\You're just you, no matter what.\The words I exchanged with you... response:	The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.
context: Just like a certain ruthless tyrant I know!\The stars will shine over your head.\Just play with sincerity, with everything you've got.\How does the real you want to play Chopin?\We're not Chopin, after all.\You're just you, no matter what.\The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid. response:	The starry sky I looked up at with Watari seemed capricious...
context: The stars will shine over your head.\Just play with sincerity, with everything you've got.\How does the real you want to play Chopin?\We're not Chopin, after all.\You're just you, no matter what.\The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious... response:	was so incredibly brilliant, it somehow seemed unstable...
context: Just play with sincerity, with everything you've got.\How does the real you want to play Chopin?\We're not Chopin, after all.\You're just you, no matter what.\The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable... response:	The starry sky that I look up at with you - what will it be like?
context: How does the real you want to play Chopin?\We're not Chopin, after all.\You're just you, no matter what.\The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like? response:	There's the smell of chalk.
context: We're not Chopin, after all.\You're just you, no matter what.\The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like?\There's the smell of chalk. response:	A window with unsightly cracks. The sound of distant sports teams.
context: You're just you, no matter what.\The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like?\There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams. response:	The shadows of cherry blossom petals. The faint breathing of someone asleep.
context: The words I exchanged with you...\The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like?\There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep. response:	The scenery is changing...
context: The sky I looked at alone seemed like it was about to swallow me up, and I was afraid.\The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like?\There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing... response:	This is Arima's imagery.
context: The starry sky I looked up at with Watari seemed capricious...\was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like?\There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing...\This is Arima's imagery. response:	Everyone's being swallowed up into Arima's world.
context: was so incredibly brilliant, it somehow seemed unstable...\The starry sky that I look up at with you - what will it be like?\There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing...\This is Arima's imagery.\Everyone's being swallowed up into Arima's world. response:	We might not be able to turn in a performance that we can live with.
context: The starry sky that I look up at with you - what will it be like?\There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing...\This is Arima's imagery.\Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with. response:	But we're going to play.
context: There's the smell of chalk.\A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing...\This is Arima's imagery.\Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with.\But we're going to play. response:	As long as I have a chance to play, and there's an audience that will listen,
context: A window with unsightly cracks. The sound of distant sports teams.\The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing...\This is Arima's imagery.\Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with.\But we're going to play.\As long as I have a chance to play, and there's an audience that will listen, response:	I'm going to play with everything I've got.
context: The shadows of cherry blossom petals. The faint breathing of someone asleep.\The scenery is changing...\This is Arima's imagery.\Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with.\But we're going to play.\As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got. response:	Check it out - this is who I am!
context: The scenery is changing...\This is Arima's imagery.\Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with.\But we're going to play.\As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got.\Check it out - this is who I am! response:	Let it ring!
context: This is Arima's imagery.\Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with.\But we're going to play.\As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got.\Check it out - this is who I am!\Let it ring! response:	So that the people who've heard me will never forget me.
context: Everyone's being swallowed up into Arima's world.\We might not be able to turn in a performance that we can live with.\But we're going to play.\As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got.\Check it out - this is who I am!\Let it ring!\So that the people who've heard me will never forget me. response:	So that I can live in their hearts forever.
context: We might not be able to turn in a performance that we can live with.\But we're going to play.\As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got.\Check it out - this is who I am!\Let it ring!\So that the people who've heard me will never forget me.\So that I can live in their hearts forever. response:	Just one person matters to me.
context: But we're going to play.\As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got.\Check it out - this is who I am!\Let it ring!\So that the people who've heard me will never forget me.\So that I can live in their hearts forever.\Just one person matters to me. response:	Only you matter.
context: As long as I have a chance to play, and there's an audience that will listen,\I'm going to play with everything I've got.\Check it out - this is who I am!\Let it ring!\So that the people who've heard me will never forget me.\So that I can live in their hearts forever.\Just one person matters to me.\Only you matter. response:	Thank you.
context: I'm going to play with everything I've got.\Check it out - this is who I am!\Let it ring!\So that the people who've heard me will never forget me.\So that I can live in their hearts forever.\Just one person matters to me.\Only you matter.\Thank you. response:	Thank you.
context: Check it out - this is who I am!\Let it ring!\So that the people who've heard me will never forget me.\So that I can live in their hearts forever.\Just one person matters to me.\Only you matter.\Thank you.\Thank you. response:	Is this really that Arima?
context: Let it ring!\So that the people who've heard me will never forget me.\So that I can live in their hearts forever.\Just one person matters to me.\Only you matter.\Thank you.\Thank you.\Is this really that Arima? response:	I wonder why?
context: So that the people who've heard me will never forget me.\So that I can live in their hearts forever.\Just one person matters to me.\Only you matter.\Thank you.\Thank you.\Is this really that Arima?\I wonder why? response:	If I don't hold back, I think I'm gonna cry.
context: So that I can live in their hearts forever.\Just one person matters to me.\Only you matter.\Thank you.\Thank you.\Is this really that Arima?\I wonder why?\If I don't hold back, I think I'm gonna cry. response:	I suppose I'm getting old.
context: Just one person matters to me.\Only you matter.\Thank you.\Thank you.\Is this really that Arima?\I wonder why?\If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old. response:	Hearing such straightforward emotions puts a pang in my heart...
context: Only you matter.\Thank you.\Thank you.\Is this really that Arima?\I wonder why?\If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart... response:	Come back. Come back...
context: Thank you.\Thank you.\Is this really that Arima?\I wonder why?\If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back... response:	Arima!
context: Thank you.\Is this really that Arima?\I wonder why?\If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back...\Arima! response:	I can hear her soft breathing as she sleeps. Like a cat.
context: Is this really that Arima?\I wonder why?\If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back...\Arima!\I can hear her soft breathing as she sleeps. Like a cat. response:	A single petal that drifted into my life.
context: I wonder why?\If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back...\Arima!\I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life. response:	The worst first impression ever. The girl who likes my best friend.
context: If I don't hold back, I think I'm gonna cry.\I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back...\Arima!\I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend. response:	Will it reach her? I hope it reaches her.
context: I suppose I'm getting old.\Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back...\Arima!\I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her. response:	At last... He's returned.
context: Hearing such straightforward emotions puts a pang in my heart...\Come back. Come back...\Arima!\I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her.\At last... He's returned. response:	You're here inside me now.
context: Come back. Come back...\Arima!\I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her.\At last... He's returned.\You're here inside me now. response:	You're here.
context: Arima!\I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her.\At last... He's returned.\You're here inside me now.\You're here. response:	You're here...
context: I can hear her soft breathing as she sleeps. Like a cat.\A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her.\At last... He's returned.\You're here inside me now.\You're here.\You're here... response:	Kousei Arima!
context: A single petal that drifted into my life.\The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her.\At last... He's returned.\You're here inside me now.\You're here.\You're here...\Kousei Arima! response:	It's just as that girl said.
context: The worst first impression ever. The girl who likes my best friend.\Will it reach her? I hope it reaches her.\At last... He's returned.\You're here inside me now.\You're here.\You're here...\Kousei Arima!\It's just as that girl said. response:	Music is freedom.
context: Will it reach her? I hope it reaches her.\At last... He's returned.\You're here inside me now.\You're here.\You're here...\Kousei Arima!\It's just as that girl said.\Music is freedom. response:	You're free.
context: At last... He's returned.\You're here inside me now.\You're here.\You're here...\Kousei Arima!\It's just as that girl said.\Music is freedom.\You're free. response:	Uh...
context: You're here inside me now.\You're here.\You're here...\Kousei Arima!\It's just as that girl said.\Music is freedom.\You're free.\Uh... response:	Oh, right... time to applaud.
context: You're here.\You're here...\Kousei Arima!\It's just as that girl said.\Music is freedom.\You're free.\Uh...\Oh, right... time to applaud. response:	What was that?
context: You're here...\Kousei Arima!\It's just as that girl said.\Music is freedom.\You're free.\Uh...\Oh, right... time to applaud.\What was that? response:	Was it good? Or was it bad?
context: Kousei Arima!\It's just as that girl said.\Music is freedom.\You're free.\Uh...\Oh, right... time to applaud.\What was that?\Was it good? Or was it bad? response:	Sure, that would throw off anyone.
context: It's just as that girl said.\Music is freedom.\You're free.\Uh...\Oh, right... time to applaud.\What was that?\Was it good? Or was it bad?\Sure, that would throw off anyone. response:	How am I supposed to evaluate something like that?
context: Music is freedom.\You're free.\Uh...\Oh, right... time to applaud.\What was that?\Was it good? Or was it bad?\Sure, that would throw off anyone.\How am I supposed to evaluate something like that? response:	Is it resonating?
context: You're free.\Uh...\Oh, right... time to applaud.\What was that?\Was it good? Or was it bad?\Sure, that would throw off anyone.\How am I supposed to evaluate something like that?\Is it resonating? response:	Is he still transitioning? Is this some kind of omen?
context: Uh...\Oh, right... time to applaud.\What was that?\Was it good? Or was it bad?\Sure, that would throw off anyone.\How am I supposed to evaluate something like that?\Is it resonating?\Is he still transitioning? Is this some kind of omen? response:	Not the slightest trace of regret on that face.
context: Oh, right... time to applaud.\What was that?\Was it good? Or was it bad?\Sure, that would throw off anyone.\How am I supposed to evaluate something like that?\Is it resonating?\Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face. response:	No feedback. Well, of course not.
context: What was that?\Was it good? Or was it bad?\Sure, that would throw off anyone.\How am I supposed to evaluate something like that?\Is it resonating?\Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face.\No feedback. Well, of course not. response:	Only one person matters to me.
context: Was it good? Or was it bad?\Sure, that would throw off anyone.\How am I supposed to evaluate something like that?\Is it resonating?\Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face.\No feedback. Well, of course not.\Only one person matters to me. response:	Will it reach her?
context: Sure, that would throw off anyone.\How am I supposed to evaluate something like that?\Is it resonating?\Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face.\No feedback. Well, of course not.\Only one person matters to me.\Will it reach her? response:	I hope it reaches her.
context: How am I supposed to evaluate something like that?\Is it resonating?\Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face.\No feedback. Well, of course not.\Only one person matters to me.\Will it reach her?\I hope it reaches her. response:	The Scenery I Shared With You
context: Is it resonating?\Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face.\No feedback. Well, of course not.\Only one person matters to me.\Will it reach her?\I hope it reaches her.\The Scenery I Shared With You response:	Lamp of Life
context: Is he still transitioning? Is this some kind of omen?\Not the slightest trace of regret on that face.\No feedback. Well, of course not.\Only one person matters to me.\Will it reach her?\I hope it reaches her.\The Scenery I Shared With You\Lamp of Life response:	That was offensive! Outrageous!
context: Not the slightest trace of regret on that face.\No feedback. Well, of course not.\Only one person matters to me.\Will it reach her?\I hope it reaches her.\The Scenery I Shared With You\Lamp of Life\That was offensive! Outrageous! response:	Could he have been less prepared?
context: No feedback. Well, of course not.\Only one person matters to me.\Will it reach her?\I hope it reaches her.\The Scenery I Shared With You\Lamp of Life\That was offensive! Outrageous!\Could he have been less prepared? response:	Sir! Shh...
context: Only one person matters to me.\Will it reach her?\I hope it reaches her.\The Scenery I Shared With You\Lamp of Life\That was offensive! Outrageous!\Could he have been less prepared?\Sir! Shh... response:	Just as he says, that really sucked.
context: Will it reach her?\I hope it reaches her.\The Scenery I Shared With You\Lamp of Life\That was offensive! Outrageous!\Could he have been less prepared?\Sir! Shh...\Just as he says, that really sucked. response:	I wonder if he even studied the sheet music properly?
context: I hope it reaches her.\The Scenery I Shared With You\Lamp of Life\That was offensive! Outrageous!\Could he have been less prepared?\Sir! Shh...\Just as he says, that really sucked.\I wonder if he even studied the sheet music properly? response:	Still, those notes of his...
context: The Scenery I Shared With You\Lamp of Life\That was offensive! Outrageous!\Could he have been less prepared?\Sir! Shh...\Just as he says, that really sucked.\I wonder if he even studied the sheet music properly?\Still, those notes of his... response:	They felt like April...
context: Lamp of Life\That was offensive! Outrageous!\Could he have been less prepared?\Sir! Shh...\Just as he says, that really sucked.\I wonder if he even studied the sheet music properly?\Still, those notes of his...\They felt like April... response:	That Arima-kun...
context: That was offensive! Outrageous!\Could he have been less prepared?\Sir! Shh...\Just as he says, that really sucked.\I wonder if he even studied the sheet music properly?\Still, those notes of his...\They felt like April...\That Arima-kun... response:	The puppet has severed his strings and started walking on his own.
context: Could he have been less prepared?\Sir! Shh...\Just as he says, that really sucked.\I wonder if he even studied the sheet music properly?\Still, those notes of his...\They felt like April...\That Arima-kun...\The puppet has severed his strings and started walking on his own. response:	Of course...
context: Sir! Shh...\Just as he says, that really sucked.\I wonder if he even studied the sheet music properly?\Still, those notes of his...\They felt like April...\That Arima-kun...\The puppet has severed his strings and started walking on his own.\Of course... response:	Those newfound emotions do seem to be a bit much for him to handle.
context: Just as he says, that really sucked.\I wonder if he even studied the sheet music properly?\Still, those notes of his...\They felt like April...\That Arima-kun...\The puppet has severed his strings and started walking on his own.\Of course...\Those newfound emotions do seem to be a bit much for him to handle. response:	I wonder what happened to him?
context: I wonder if he even studied the sheet music properly?\Still, those notes of his...\They felt like April...\That Arima-kun...\The puppet has severed his strings and started walking on his own.\Of course...\Those newfound emotions do seem to be a bit much for him to handle.\I wonder what happened to him? response:	To that prodigy, Arima?
context: Still, those notes of his...\They felt like April...\That Arima-kun...\The puppet has severed his strings and started walking on his own.\Of course...\Those newfound emotions do seem to be a bit much for him to handle.\I wonder what happened to him?\To that prodigy, Arima? response:	Hmm, not bad...
context: They felt like April...\That Arima-kun...\The puppet has severed his strings and started walking on his own.\Of course...\Those newfound emotions do seem to be a bit much for him to handle.\I wonder what happened to him?\To that prodigy, Arima?\Hmm, not bad... response:	Mr. Mediocre!
context: That Arima-kun...\The puppet has severed his strings and started walking on his own.\Of course...\Those newfound emotions do seem to be a bit much for him to handle.\I wonder what happened to him?\To that prodigy, Arima?\Hmm, not bad...\Mr. Mediocre! response:	Watch Again Next Week!
