context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: I, Tomoe, am mandated to carry out your orders without qualm should our eyes meet.\Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected.\I thought you'd be more upset about becoming my familiar.\Is that so?\I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset.\Huh? response:	I'm so pissed off, you couldn't possibly begin to understand!
context: Should you be troubled by anything, don't hesitate to come to me.\This is rather unexpected.\I thought you'd be more upset about becoming my familiar.\Is that so?\I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset.\Huh?\I'm so pissed off, you couldn't possibly begin to understand! response:	Why on earth do I have to serve some wretch like you?!
context: This is rather unexpected.\I thought you'd be more upset about becoming my familiar.\Is that so?\I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset.\Huh?\I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?! response:	It's so damn pathetic that I couldn't get a wink of sleep last night!
context: I thought you'd be more upset about becoming my familiar.\Is that so?\I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset.\Huh?\I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night! response:	But what's done is done.
context: Is that so?\I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset.\Huh?\I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done. response:	I'll simply have to make you into a deity worthy of my service.
context: I'm so relieved. You don't seem upset at all!\It would be half-assed of me to be simply upset.\Huh?\I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done.\I'll simply have to make you into a deity worthy of my service. response:	Worthy?
context: It would be half-assed of me to be simply upset.\Huh?\I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done.\I'll simply have to make you into a deity worthy of my service.\Worthy? response:	Deities have an innate power within them.
context: Huh?\I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done.\I'll simply have to make you into a deity worthy of my service.\Worthy?\Deities have an innate power within them. response:	You measure the standing of a deity...
context: I'm so pissed off, you couldn't possibly begin to understand!\Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done.\I'll simply have to make you into a deity worthy of my service.\Worthy?\Deities have an innate power within them.\You measure the standing of a deity... response:	by how much of this power they can use.
context: Why on earth do I have to serve some wretch like you?!\It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done.\I'll simply have to make you into a deity worthy of my service.\Worthy?\Deities have an innate power within them.\You measure the standing of a deity...\by how much of this power they can use. response:	For you to raise yours,
context: It's so damn pathetic that I couldn't get a wink of sleep last night!\But what's done is done.\I'll simply have to make you into a deity worthy of my service.\Worthy?\Deities have an innate power within them.\You measure the standing of a deity...\by how much of this power they can use.\For you to raise yours, response:	you first have to listen to people's prayers.
context: But what's done is done.\I'll simply have to make you into a deity worthy of my service.\Worthy?\Deities have an innate power within them.\You measure the standing of a deity...\by how much of this power they can use.\For you to raise yours,\you first have to listen to people's prayers. response:	Simply granting their wishes will be a quick and easy way to do this.
context: I'll simply have to make you into a deity worthy of my service.\Worthy?\Deities have an innate power within them.\You measure the standing of a deity...\by how much of this power they can use.\For you to raise yours,\you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this. response:	Hearing? Prayers?
context: Worthy?\Deities have an innate power within them.\You measure the standing of a deity...\by how much of this power they can use.\For you to raise yours,\you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers? response:	For example, Mikage was a deity of marriage.
context: Deities have an innate power within them.\You measure the standing of a deity...\by how much of this power they can use.\For you to raise yours,\you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers?\For example, Mikage was a deity of marriage. response:	Having listened to many prayers for marriage, his power to grant such wishes is very strong.
context: You measure the standing of a deity...\by how much of this power they can use.\For you to raise yours,\you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers?\For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong. response:	I see. So this temple is for good fortune in marriage?
context: by how much of this power they can use.\For you to raise yours,\you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers?\For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage? response:	He's taking the time to explain everything clearly even though he doesn't like me...
context: For you to raise yours,\you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers?\For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me... response:	Now, let's see how powerful you are.
context: you first have to listen to people's prayers.\Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers?\For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are. response:	Turn this water into sake. You may use a talisman if you like.
context: Simply granting their wishes will be a quick and easy way to do this.\Hearing? Prayers?\For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like. response:	Oh, this thing I used before, huh?
context: Hearing? Prayers?\For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh? response:	All right, time to show him what I can do!
context: For example, Mikage was a deity of marriage.\Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh?\All right, time to show him what I can do! response:	How's that?!
context: Having listened to many prayers for marriage, his power to grant such wishes is very strong.\I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh?\All right, time to show him what I can do!\How's that?! response:	Allow me to test it.
context: I see. So this temple is for good fortune in marriage?\He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh?\All right, time to show him what I can do!\How's that?!\Allow me to test it. response:	T-This is delicious...
context: He's taking the time to explain everything clearly even though he doesn't like me...\Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh?\All right, time to show him what I can do!\How's that?!\Allow me to test it.\T-This is delicious... response:	Tomoe-dono, where are you going?!
context: Now, let's see how powerful you are.\Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh?\All right, time to show him what I can do!\How's that?!\Allow me to test it.\T-This is delicious...\Tomoe-dono, where are you going?! response:	Don't follow me.
context: Turn this water into sake. You may use a talisman if you like.\Oh, this thing I used before, huh?\All right, time to show him what I can do!\How's that?!\Allow me to test it.\T-This is delicious...\Tomoe-dono, where are you going?!\Don't follow me. response:	Please stay!
context: Oh, this thing I used before, huh?\All right, time to show him what I can do!\How's that?!\Allow me to test it.\T-This is delicious...\Tomoe-dono, where are you going?!\Don't follow me.\Please stay! response:	We can't take care of this place alone!
context: All right, time to show him what I can do!\How's that?!\Allow me to test it.\T-This is delicious...\Tomoe-dono, where are you going?!\Don't follow me.\Please stay!\We can't take care of this place alone! response:	Don't abandon us!
context: How's that?!\Allow me to test it.\T-This is delicious...\Tomoe-dono, where are you going?!\Don't follow me.\Please stay!\We can't take care of this place alone!\Don't abandon us! response:	I don't care!
context: Allow me to test it.\T-This is delicious...\Tomoe-dono, where are you going?!\Don't follow me.\Please stay!\We can't take care of this place alone!\Don't abandon us!\I don't care! response:	Let go!
context: T-This is delicious...\Tomoe-dono, where are you going?!\Don't follow me.\Please stay!\We can't take care of this place alone!\Don't abandon us!\I don't care!\Let go! response:	This is unfair!
context: Tomoe-dono, where are you going?!\Don't follow me.\Please stay!\We can't take care of this place alone!\Don't abandon us!\I don't care!\Let go!\This is unfair! response:	Please!
context: Don't follow me.\Please stay!\We can't take care of this place alone!\Don't abandon us!\I don't care!\Let go!\This is unfair!\Please! response:	Tomoe-dono!
context: Please stay!\We can't take care of this place alone!\Don't abandon us!\I don't care!\Let go!\This is unfair!\Please!\Tomoe-dono! response:	Good morning! I'm Tanaka from JapanNet!
context: We can't take care of this place alone!\Don't abandon us!\I don't care!\Let go!\This is unfair!\Please!\Tomoe-dono!\Good morning! I'm Tanaka from JapanNet! response:	Nanami-sama, breakfast is ready.
context: Don't abandon us!\I don't care!\Let go!\This is unfair!\Please!\Tomoe-dono!\Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready. response:	Eh.
context: I don't care!\Let go!\This is unfair!\Please!\Tomoe-dono!\Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready.\Eh. response:	I hadn't noticed until now,
context: Let go!\This is unfair!\Please!\Tomoe-dono!\Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready.\Eh.\I hadn't noticed until now, response:	but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.
context: This is unfair!\Please!\Tomoe-dono!\Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready.\Eh.\I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything. response:	Is this what familiars do?
context: Please!\Tomoe-dono!\Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready.\Eh.\I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do? response:	What have I done?
context: Tomoe-dono!\Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready.\Eh.\I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do?\What have I done? response:	Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!
context: Good morning! I'm Tanaka from JapanNet!\Nanami-sama, breakfast is ready.\Eh.\I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do?\What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High! response:	Uchigami? That's my school.
context: Nanami-sama, breakfast is ready.\Eh.\I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do?\What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school. response:	Who is Kurama?
context: Eh.\I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do?\What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school.\Who is Kurama? response:	What is a beloved idol?
context: I hadn't noticed until now,\but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do?\What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school.\Who is Kurama?\What is a beloved idol? response:	Kurama's at my school?!
context: but Tomoe's doing everything, like the bedroom, the meals, the cleaning, pretty much everything.\Is this what familiars do?\What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school.\Who is Kurama?\What is a beloved idol?\Kurama's at my school?! response:	Slow down, Nanami-sama!
context: Is this what familiars do?\What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school.\Who is Kurama?\What is a beloved idol?\Kurama's at my school?!\Slow down, Nanami-sama! response:	Where are you going to in such a rush?
context: What have I done?\Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school.\Who is Kurama?\What is a beloved idol?\Kurama's at my school?!\Slow down, Nanami-sama!\Where are you going to in such a rush? response:	Let go!
context: Our beloved idol Kurama-san has, of all places, transferred to Uchigami High!\Uchigami? That's my school.\Who is Kurama?\What is a beloved idol?\Kurama's at my school?!\Slow down, Nanami-sama!\Where are you going to in such a rush?\Let go! response:	I just remembered that I have to train my powers!
context: Uchigami? That's my school.\Who is Kurama?\What is a beloved idol?\Kurama's at my school?!\Slow down, Nanami-sama!\Where are you going to in such a rush?\Let go!\I just remembered that I have to train my powers! response:	I have to get to school! Yeah!
context: Who is Kurama?\What is a beloved idol?\Kurama's at my school?!\Slow down, Nanami-sama!\Where are you going to in such a rush?\Let go!\I just remembered that I have to train my powers!\I have to get to school! Yeah! response:	Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...
context: What is a beloved idol?\Kurama's at my school?!\Slow down, Nanami-sama!\Where are you going to in such a rush?\Let go!\I just remembered that I have to train my powers!\I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities... response:	I belong in school! That's where the real me lives!
context: Kurama's at my school?!\Slow down, Nanami-sama!\Where are you going to in such a rush?\Let go!\I just remembered that I have to train my powers!\I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives! response:	Where are you going?
context: Slow down, Nanami-sama!\Where are you going to in such a rush?\Let go!\I just remembered that I have to train my powers!\I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives!\Where are you going? response:	Kurama's coming to school... This is my chance to meet Kurama Shinjirou.
context: Where are you going to in such a rush?\Let go!\I just remembered that I have to train my powers!\I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives!\Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou. response:	Who is he?
context: Let go!\I just remembered that I have to train my powers!\I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives!\Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he? response:	Kurama's a...
context: I just remembered that I have to train my powers!\I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives!\Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he?\Kurama's a... response:	Nanami-chan, allow me to tell him.
context: I have to get to school! Yeah!\Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives!\Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he?\Kurama's a...\Nanami-chan, allow me to tell him. response:	Kurama is a mega-celebrity who's taking the nation and its girls by storm.
context: Yes! Going to school and hanging out with my girlfriends while squealing over celebrities...\I belong in school! That's where the real me lives!\Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he?\Kurama's a...\Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm. response:	Sporting black wings, his persona is that of a fallen angel.
context: I belong in school! That's where the real me lives!\Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he?\Kurama's a...\Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel. response:	That said, his profile says that he's a character shrouded in mystery.
context: Where are you going?\Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he?\Kurama's a...\Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery. response:	Yeah! And he's at my school right now!
context: Kurama's coming to school... This is my chance to meet Kurama Shinjirou.\Who is he?\Kurama's a...\Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now! response:	Can't I go? Even if I hang around, it's not like we'll get any prayers.
context: Who is he?\Kurama's a...\Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers. response:	No.
context: Kurama's a...\Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers.\No. response:	Why?
context: Nanami-chan, allow me to tell him.\Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers.\No.\Why? response:	You should know that there will be demons out to get you.
context: Kurama is a mega-celebrity who's taking the nation and its girls by storm.\Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers.\No.\Why?\You should know that there will be demons out to get you. response:	This mark tells them that you're an Earth Deity.
context: Sporting black wings, his persona is that of a fallen angel.\That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers.\No.\Why?\You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity. response:	Keep in mind that you're just a powerless girl.
context: That said, his profile says that he's a character shrouded in mystery.\Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers.\No.\Why?\You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl. response:	You going out is like begging to be eaten.
context: Yeah! And he's at my school right now!\Can't I go? Even if I hang around, it's not like we'll get any prayers.\No.\Why?\You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten. response:	Then, come with me.
context: Can't I go? Even if I hang around, it's not like we'll get any prayers.\No.\Why?\You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten.\Then, come with me. response:	I'm up to my ears in chores here!
context: No.\Why?\You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten.\Then, come with me.\I'm up to my ears in chores here! response:	You should do your fair share!
context: Why?\You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten.\Then, come with me.\I'm up to my ears in chores here!\You should do your fair share! response:	Spoilsport.
context: You should know that there will be demons out to get you.\This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten.\Then, come with me.\I'm up to my ears in chores here!\You should do your fair share!\Spoilsport. response:	If you want to go that badly, I guess you can.
context: This mark tells them that you're an Earth Deity.\Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten.\Then, come with me.\I'm up to my ears in chores here!\You should do your fair share!\Spoilsport.\If you want to go that badly, I guess you can. response:	What?
context: Keep in mind that you're just a powerless girl.\You going out is like begging to be eaten.\Then, come with me.\I'm up to my ears in chores here!\You should do your fair share!\Spoilsport.\If you want to go that badly, I guess you can.\What? response:	However, I have a condition.
context: You going out is like begging to be eaten.\Then, come with me.\I'm up to my ears in chores here!\You should do your fair share!\Spoilsport.\If you want to go that badly, I guess you can.\What?\However, I have a condition. response:	What the heck is that?
context: Then, come with me.\I'm up to my ears in chores here!\You should do your fair share!\Spoilsport.\If you want to go that badly, I guess you can.\What?\However, I have a condition.\What the heck is that? response:	Oh my...
context: I'm up to my ears in chores here!\You should do your fair share!\Spoilsport.\If you want to go that badly, I guess you can.\What?\However, I have a condition.\What the heck is that?\Oh my... response:	Ew!
context: You should do your fair share!\Spoilsport.\If you want to go that badly, I guess you can.\What?\However, I have a condition.\What the heck is that?\Oh my...\Ew! response:	I finally come back to school and this is what I get!
context: Spoilsport.\If you want to go that badly, I guess you can.\What?\However, I have a condition.\What the heck is that?\Oh my...\Ew!\I finally come back to school and this is what I get! response:	What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!
context: If you want to go that badly, I guess you can.\What?\However, I have a condition.\What the heck is that?\Oh my...\Ew!\I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that! response:	Why do I have to be in the same class as you again, Isobe?
context: What?\However, I have a condition.\What the heck is that?\Oh my...\Ew!\I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe? response:	Wear this hood to hide your forehead.
context: However, I have a condition.\What the heck is that?\Oh my...\Ew!\I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead. response:	Tomoe, you idiot! I stick out like a sore thumb!
context: What the heck is that?\Oh my...\Ew!\I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb! response:	I gotta get this on photo.
context: Oh my...\Ew!\I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo. response:	kurayami ni hikaru
context: Ew!\I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo.\kurayami ni hikaru response:	Black wings that shine even in
context: I finally come back to school and this is what I get!\What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo.\kurayami ni hikaru\Black wings that shine even in response:	wizu yami no wingo
context: What's on your head, Momozono? I heard that you'd finally come back to school and you walk in with that!\Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo.\kurayami ni hikaru\Black wings that shine even in\wizu yami no wingo response:	the blackest depths of the night.
context: Why do I have to be in the same class as you again, Isobe?\Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo.\kurayami ni hikaru\Black wings that shine even in\wizu yami no wingo\the blackest depths of the night. response:	The jet-black fallen angel...
context: Wear this hood to hide your forehead.\Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo.\kurayami ni hikaru\Black wings that shine even in\wizu yami no wingo\the blackest depths of the night.\The jet-black fallen angel... response:	Kurama!
context: Tomoe, you idiot! I stick out like a sore thumb!\I gotta get this on photo.\kurayami ni hikaru\Black wings that shine even in\wizu yami no wingo\the blackest depths of the night.\The jet-black fallen angel...\Kurama! response:	He just looked at me!
context: I gotta get this on photo.\kurayami ni hikaru\Black wings that shine even in\wizu yami no wingo\the blackest depths of the night.\The jet-black fallen angel...\Kurama!\He just looked at me! response:	No, he looked at me!
context: kurayami ni hikaru\Black wings that shine even in\wizu yami no wingo\the blackest depths of the night.\The jet-black fallen angel...\Kurama!\He just looked at me!\No, he looked at me! response:	He's...
context: Black wings that shine even in\wizu yami no wingo\the blackest depths of the night.\The jet-black fallen angel...\Kurama!\He just looked at me!\No, he looked at me!\He's... response:	He's coming...
context: wizu yami no wingo\the blackest depths of the night.\The jet-black fallen angel...\Kurama!\He just looked at me!\No, he looked at me!\He's...\He's coming... response:	'Ey, hoodie girl.
context: the blackest depths of the night.\The jet-black fallen angel...\Kurama!\He just looked at me!\No, he looked at me!\He's...\He's coming...\'Ey, hoodie girl. response:	You're in my seat.
context: The jet-black fallen angel...\Kurama!\He just looked at me!\No, he looked at me!\He's...\He's coming...\'Ey, hoodie girl.\You're in my seat. response:	Get out.
context: Kurama!\He just looked at me!\No, he looked at me!\He's...\He's coming...\'Ey, hoodie girl.\You're in my seat.\Get out. response:	Who's she?
context: He just looked at me!\No, he looked at me!\He's...\He's coming...\'Ey, hoodie girl.\You're in my seat.\Get out.\Who's she? response:	That girl who lost her home.
context: No, he looked at me!\He's...\He's coming...\'Ey, hoodie girl.\You're in my seat.\Get out.\Who's she?\That girl who lost her home. response:	Oh, I remember.
context: He's...\He's coming...\'Ey, hoodie girl.\You're in my seat.\Get out.\Who's she?\That girl who lost her home.\Oh, I remember. response:	Momozono... Momozono Nanami!
context: He's coming...\'Ey, hoodie girl.\You're in my seat.\Get out.\Who's she?\That girl who lost her home.\Oh, I remember.\Momozono... Momozono Nanami! response:	Oh, Momozono Nanami!
context: 'Ey, hoodie girl.\You're in my seat.\Get out.\Who's she?\That girl who lost her home.\Oh, I remember.\Momozono... Momozono Nanami!\Oh, Momozono Nanami! response:	Nanami,
context: You're in my seat.\Get out.\Who's she?\That girl who lost her home.\Oh, I remember.\Momozono... Momozono Nanami!\Oh, Momozono Nanami!\Nanami, response:	did a human just bully you?
context: Get out.\Who's she?\That girl who lost her home.\Oh, I remember.\Momozono... Momozono Nanami!\Oh, Momozono Nanami!\Nanami,\did a human just bully you? response:	Wh-Why are you here, Tomoe?
context: Who's she?\That girl who lost her home.\Oh, I remember.\Momozono... Momozono Nanami!\Oh, Momozono Nanami!\Nanami,\did a human just bully you?\Wh-Why are you here, Tomoe? response:	I was worried, so I came to check up on you.
context: That girl who lost her home.\Oh, I remember.\Momozono... Momozono Nanami!\Oh, Momozono Nanami!\Nanami,\did a human just bully you?\Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you. response:	Kurama said something horrible to me.
context: Oh, I remember.\Momozono... Momozono Nanami!\Oh, Momozono Nanami!\Nanami,\did a human just bully you?\Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you.\Kurama said something horrible to me. response:	It's all because you made me wear this hood!
context: Momozono... Momozono Nanami!\Oh, Momozono Nanami!\Nanami,\did a human just bully you?\Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you.\Kurama said something horrible to me.\It's all because you made me wear this hood! response:	Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?
context: Oh, Momozono Nanami!\Nanami,\did a human just bully you?\Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you.\Kurama said something horrible to me.\It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right? response:	Don't force yourself. Let's go back to the shrine.
context: Nanami,\did a human just bully you?\Wh-Why are you here, Tomoe?\I was worried, so I came to check up on you.\Kurama said something horrible to me.\It's all because you made me wear this hood!\Now that you've met that Kurama guy, you don't have a reason to come to school anymore, right?\Don't force yourself. Let's go back to the shrine. response:	I'm standing here crying, and you have the nerve to smile?
