context: This 50-times gravity is as tough as you'd expect. response:	Yamucha and the others must be going at it.
context: -The count is 3-2. If he runs away, the walk scores a run, and it's goodbye! -Knock it out of here!\M- me, run away!? You're trying to make a fool of me!\V- very well, I'll show you! It's not going to be that easy!\Any time you're ready.\W- why, you! Hit this one, if you can!\Not so fast! Forkball!\Crack!\W- w- what was that!? response:	When you go out, call out to someone first, and lock everyone else out!
context: M- me, run away!? You're trying to make a fool of me!\V- very well, I'll show you! It's not going to be that easy!\Any time you're ready.\W- why, you! Hit this one, if you can!\Not so fast! Forkball!\Crack!\W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out! response:	That was a come-from-behind, bases-loaded, say-goodbye home run.
context: V- very well, I'll show you! It's not going to be that easy!\Any time you're ready.\W- why, you! Hit this one, if you can!\Not so fast! Forkball!\Crack!\W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run. response:	Oh my, Gregory, what are you doing?
context: Any time you're ready.\W- why, you! Hit this one, if you can!\Not so fast! Forkball!\Crack!\W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing? response:	With Chaozu's hit just now, we've all cleared him.
context: W- why, you! Hit this one, if you can!\Not so fast! Forkball!\Crack!\W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him. response:	That's right.
context: Not so fast! Forkball!\Crack!\W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him.\That's right. response:	What's that? Is this true, Gregory?
context: Crack!\W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him.\That's right.\What's that? Is this true, Gregory? response:	T- these guys didn't hold back at all.
context: W- w- what was that!?\When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him.\That's right.\What's that? Is this true, Gregory?\T- these guys didn't hold back at all. response:	Wow, that was fast, huh?
context: When you go out, call out to someone first, and lock everyone else out!\That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him.\That's right.\What's that? Is this true, Gregory?\T- these guys didn't hold back at all.\Wow, that was fast, huh? response:	Oh, my, just over an hour? Are you sure you're not going too fast?
context: That was a come-from-behind, bases-loaded, say-goodbye home run.\Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him.\That's right.\What's that? Is this true, Gregory?\T- these guys didn't hold back at all.\Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast? response:	Okay, Kaio- sama, please give us our next training.
context: Oh my, Gregory, what are you doing?\With Chaozu's hit just now, we've all cleared him.\That's right.\What's that? Is this true, Gregory?\T- these guys didn't hold back at all.\Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training. response:	Next, we will spar.
context: With Chaozu's hit just now, we've all cleared him.\That's right.\What's that? Is this true, Gregory?\T- these guys didn't hold back at all.\Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training.\Next, we will spar. response:	Nothing is better than sparring to learn each other's
context: That's right.\What's that? Is this true, Gregory?\T- these guys didn't hold back at all.\Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training.\Next, we will spar.\Nothing is better than sparring to learn each other's response:	strengths and weaknesses, after all.
context: What's that? Is this true, Gregory?\T- these guys didn't hold back at all.\Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training.\Next, we will spar.\Nothing is better than sparring to learn each other's\strengths and weaknesses, after all. response:	As a matter of fact, we've been waiting for this.
context: T- these guys didn't hold back at all.\Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training.\Next, we will spar.\Nothing is better than sparring to learn each other's\strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this. response:	Ready to go at it?
context: Wow, that was fast, huh?\Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training.\Next, we will spar.\Nothing is better than sparring to learn each other's\strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this.\Ready to go at it? response:	Oh, hold on, hold on, I'll determine the match-ups.
context: Oh, my, just over an hour? Are you sure you're not going too fast?\Okay, Kaio- sama, please give us our next training.\Next, we will spar.\Nothing is better than sparring to learn each other's\strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this.\Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups. response:	Let's see, who should I put you with?
context: Okay, Kaio- sama, please give us our next training.\Next, we will spar.\Nothing is better than sparring to learn each other's\strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this.\Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with? response:	I'll do this!
context: Next, we will spar.\Nothing is better than sparring to learn each other's\strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this.\Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with?\I'll do this! response:	Oh ho, you've woken up, have you? All right then, Piccolo and-
context: Nothing is better than sparring to learn each other's\strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this.\Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with?\I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and- response:	-All the rest of them. -Wha-?
context: strengths and weaknesses, after all.\As a matter of fact, we've been waiting for this.\Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with?\I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-? response:	What!?
context: As a matter of fact, we've been waiting for this.\Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with?\I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-?\What!? response:	You think I can fight decently against someone
context: Ready to go at it?\Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with?\I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-?\What!?\You think I can fight decently against someone response:	who had trouble with a monkey, or some batter?
context: Oh, hold on, hold on, I'll determine the match-ups.\Let's see, who should I put you with?\I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-?\What!?\You think I can fight decently against someone\who had trouble with a monkey, or some batter? response:	At your level, even if there were ten of you, you'd still be a pushover.
context: Let's see, who should I put you with?\I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-?\What!?\You think I can fight decently against someone\who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover. response:	You bastard, now you've said it!
context: I'll do this!\Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-?\What!?\You think I can fight decently against someone\who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it! response:	My, my, what a humorless conversation this is. Did you come here to fight?
context: Oh ho, you've woken up, have you? All right then, Piccolo and-\-All the rest of them. -Wha-?\What!?\You think I can fight decently against someone\who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight? response:	Well, there is some truth to what Piccolo says.
context: -All the rest of them. -Wha-?\What!?\You think I can fight decently against someone\who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says. response:	Kaio- sama!
context: What!?\You think I can fight decently against someone\who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says.\Kaio- sama! response:	To be honest, at your current ability, a one-on-one fight would be absurd.
context: You think I can fight decently against someone\who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says.\Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd. response:	But with all three of you, perhaps-
context: who had trouble with a monkey, or some batter?\At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says.\Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps- response:	Don't be ridiculous!
context: At your level, even if there were ten of you, you'd still be a pushover.\You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says.\Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps-\Don't be ridiculous! response:	They don't even have a 1 in 10,000 chance of winning.
context: You bastard, now you've said it!\My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says.\Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps-\Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning. response:	What's the matter? You want to go at it?
context: My, my, what a humorless conversation this is. Did you come here to fight?\Well, there is some truth to what Piccolo says.\Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps-\Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it? response:	All right!
context: Well, there is some truth to what Piccolo says.\Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps-\Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it?\All right! response:	Watch this. l'll put you away in five seconds.
context: Kaio- sama!\To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps-\Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it?\All right!\Watch this. l'll put you away in five seconds. response:	Ready? Begin!
context: To be honest, at your current ability, a one-on-one fight would be absurd.\But with all three of you, perhaps-\Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it?\All right!\Watch this. l'll put you away in five seconds.\Ready? Begin! response:	What!?
context: But with all three of you, perhaps-\Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it?\All right!\Watch this. l'll put you away in five seconds.\Ready? Begin!\What!? response:	What the-!?
context: Don't be ridiculous!\They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it?\All right!\Watch this. l'll put you away in five seconds.\Ready? Begin!\What!?\What the-!? response:	They're surprisingly tough, aren't they?
context: They don't even have a 1 in 10,000 chance of winning.\What's the matter? You want to go at it?\All right!\Watch this. l'll put you away in five seconds.\Ready? Begin!\What!?\What the-!?\They're surprisingly tough, aren't they? response:	Whooee! That smarts!
context: What's the matter? You want to go at it?\All right!\Watch this. l'll put you away in five seconds.\Ready? Begin!\What!?\What the-!?\They're surprisingly tough, aren't they?\Whooee! That smarts! response:	W- why, you!
context: All right!\Watch this. l'll put you away in five seconds.\Ready? Begin!\What!?\What the-!?\They're surprisingly tough, aren't they?\Whooee! That smarts!\W- why, you! response:	W- why, you!
context: Watch this. l'll put you away in five seconds.\Ready? Begin!\What!?\What the-!?\They're surprisingly tough, aren't they?\Whooee! That smarts!\W- why, you!\W- why, you! response:	Chaozu!
context: Ready? Begin!\What!?\What the-!?\They're surprisingly tough, aren't they?\Whooee! That smarts!\W- why, you!\W- why, you!\Chaozu! response:	Are you okay, Chaozu!?
context: What!?\What the-!?\They're surprisingly tough, aren't they?\Whooee! That smarts!\W- why, you!\W- why, you!\Chaozu!\Are you okay, Chaozu!? response:	Hey, don't panic.
context: What the-!?\They're surprisingly tough, aren't they?\Whooee! That smarts!\W- why, you!\W- why, you!\Chaozu!\Are you okay, Chaozu!?\Hey, don't panic. response:	-You guys are already dead. You don't need to worry yourself pointlessly. -But...
context: They're surprisingly tough, aren't they?\Whooee! That smarts!\W- why, you!\W- why, you!\Chaozu!\Are you okay, Chaozu!?\Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But... response:	The pain of the body is just a remnant of when you were alive. It will soon be gone.
context: Whooee! That smarts!\W- why, you!\W- why, you!\Chaozu!\Are you okay, Chaozu!?\Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone. response:	Huh?
context: W- why, you!\W- why, you!\Chaozu!\Are you okay, Chaozu!?\Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh? response:	See?
context: W- why, you!\Chaozu!\Are you okay, Chaozu!?\Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh?\See? response:	How? Up until a little while ago, their movements were so slow,
context: Chaozu!\Are you okay, Chaozu!?\Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh?\See?\How? Up until a little while ago, their movements were so slow, response:	and suddenly, l barely recognize them.
context: Are you okay, Chaozu!?\Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh?\See?\How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them. response:	ls this because of Kaio's training? lt couldn't be...
context: Hey, don't panic.\-You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh?\See?\How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be... response:	Resume sparring!
context: -You guys are already dead. You don't need to worry yourself pointlessly. -But...\The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh?\See?\How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be...\Resume sparring! response:	Piccolo...
context: The pain of the body is just a remnant of when you were alive. It will soon be gone.\Huh?\See?\How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be...\Resume sparring!\Piccolo... response:	Take off your weights.
context: Huh?\See?\How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be...\Resume sparring!\Piccolo...\Take off your weights. response:	Yeah, and then we'll fight you again.
context: See?\How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be...\Resume sparring!\Piccolo...\Take off your weights.\Yeah, and then we'll fight you again. response:	That same trick isn't going to work anymore.
context: How? Up until a little while ago, their movements were so slow,\and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be...\Resume sparring!\Piccolo...\Take off your weights.\Yeah, and then we'll fight you again.\That same trick isn't going to work anymore. response:	All right!
context: and suddenly, l barely recognize them.\ls this because of Kaio's training? lt couldn't be...\Resume sparring!\Piccolo...\Take off your weights.\Yeah, and then we'll fight you again.\That same trick isn't going to work anymore.\All right! response:	Okay, that's enough.
context: ls this because of Kaio's training? lt couldn't be...\Resume sparring!\Piccolo...\Take off your weights.\Yeah, and then we'll fight you again.\That same trick isn't going to work anymore.\All right!\Okay, that's enough. response:	That's all for sparring. We're moving on to the next training. Everyone come with me.
context: Resume sparring!\Piccolo...\Take off your weights.\Yeah, and then we'll fight you again.\That same trick isn't going to work anymore.\All right!\Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me. response:	Oh, right...
context: Piccolo...\Take off your weights.\Yeah, and then we'll fight you again.\That same trick isn't going to work anymore.\All right!\Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right... response:	A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...
context: Take off your weights.\Yeah, and then we'll fight you again.\That same trick isn't going to work anymore.\All right!\Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas... response:	That was a great one!
context: Yeah, and then we'll fight you again.\That same trick isn't going to work anymore.\All right!\Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one! response:	R- right...
context: That same trick isn't going to work anymore.\All right!\Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one!\R- right... response:	There's quite a bit of damage here. There may be no hope.
context: All right!\Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one!\R- right...\There's quite a bit of damage here. There may be no hope. response:	I'm counting on you. If you don't regain consciousness,
context: Okay, that's enough.\That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one!\R- right...\There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness, response:	l'm the one who Freeza- sama is going to take it out on, after all.
context: That's all for sparring. We're moving on to the next training. Everyone come with me.\Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one!\R- right...\There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all. response:	Then again, even if you do come back to life here,
context: Oh, right...\A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one!\R- right...\There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here, response:	you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.
context: A vegetable you eat in the morning ( asa ) that makes you fart is called asa -para-gas...\That was a great one!\R- right...\There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow. response:	That should do it.
context: That was a great one!\R- right...\There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it. response:	Well, all there is to do now is wait for you to wake up.
context: R- right...\There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it.\Well, all there is to do now is wait for you to wake up. response:	Don't give us any more trouble, okay?
context: There's quite a bit of damage here. There may be no hope.\I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it.\Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay? response:	Vegeta- chan?
context: I'm counting on you. If you don't regain consciousness,\l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it.\Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay?\Vegeta- chan? response:	How is Vegeta?
context: l'm the one who Freeza- sama is going to take it out on, after all.\Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it.\Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay?\Vegeta- chan?\How is Vegeta? response:	He should regain consciousness shortly.
context: Then again, even if you do come back to life here,\you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it.\Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay?\Vegeta- chan?\How is Vegeta?\He should regain consciousness shortly. response:	That is good, huh?
context: you'll be on your way to hell again by Freeza- sama's hand soon enough anyhow.\That should do it.\Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay?\Vegeta- chan?\How is Vegeta?\He should regain consciousness shortly.\That is good, huh? response:	Y- yes, sir.
context: That should do it.\Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay?\Vegeta- chan?\How is Vegeta?\He should regain consciousness shortly.\That is good, huh?\Y- yes, sir. response:	W- what was that explosion just now!?
context: Well, all there is to do now is wait for you to wake up.\Don't give us any more trouble, okay?\Vegeta- chan?\How is Vegeta?\He should regain consciousness shortly.\That is good, huh?\Y- yes, sir.\W- what was that explosion just now!? response:	It cannot be!
context: Don't give us any more trouble, okay?\Vegeta- chan?\How is Vegeta?\He should regain consciousness shortly.\That is good, huh?\Y- yes, sir.\W- what was that explosion just now!?\It cannot be! response:	Looks like you've underestimated my powers of recovery, huh?
context: Vegeta- chan?\How is Vegeta?\He should regain consciousness shortly.\That is good, huh?\Y- yes, sir.\W- what was that explosion just now!?\It cannot be!\Looks like you've underestimated my powers of recovery, huh? response:	Now, then...
context: How is Vegeta?\He should regain consciousness shortly.\That is good, huh?\Y- yes, sir.\W- what was that explosion just now!?\It cannot be!\Looks like you've underestimated my powers of recovery, huh?\Now, then... response:	Dammit, it's coming from the treatment chamber, all right!
context: He should regain consciousness shortly.\That is good, huh?\Y- yes, sir.\W- what was that explosion just now!?\It cannot be!\Looks like you've underestimated my powers of recovery, huh?\Now, then...\Dammit, it's coming from the treatment chamber, all right! response:	Zarbon- san, hurry!
context: That is good, huh?\Y- yes, sir.\W- what was that explosion just now!?\It cannot be!\Looks like you've underestimated my powers of recovery, huh?\Now, then...\Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry! response:	Oh, no! He escaped outside!
context: Y- yes, sir.\W- what was that explosion just now!?\It cannot be!\Looks like you've underestimated my powers of recovery, huh?\Now, then...\Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry!\Oh, no! He escaped outside! response:	He did what!?
context: W- what was that explosion just now!?\It cannot be!\Looks like you've underestimated my powers of recovery, huh?\Now, then...\Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry!\Oh, no! He escaped outside!\He did what!? response:	Terrific, Freeza is with him!
context: It cannot be!\Looks like you've underestimated my powers of recovery, huh?\Now, then...\Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry!\Oh, no! He escaped outside!\He did what!?\Terrific, Freeza is with him! response:	Hurry! Hurry and go after him!
context: Looks like you've underestimated my powers of recovery, huh?\Now, then...\Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry!\Oh, no! He escaped outside!\He did what!?\Terrific, Freeza is with him!\Hurry! Hurry and go after him! response:	Why, you!
context: Now, then...\Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry!\Oh, no! He escaped outside!\He did what!?\Terrific, Freeza is with him!\Hurry! Hurry and go after him!\Why, you! response:	Hurry! You must find him at all costs! He could not have gotten far yet!
context: Dammit, it's coming from the treatment chamber, all right!\Zarbon- san, hurry!\Oh, no! He escaped outside!\He did what!?\Terrific, Freeza is with him!\Hurry! Hurry and go after him!\Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet! response:	Fools! You fell for it all too easily.
context: Zarbon- san, hurry!\Oh, no! He escaped outside!\He did what!?\Terrific, Freeza is with him!\Hurry! Hurry and go after him!\Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet!\Fools! You fell for it all too easily. response:	Dear Freeza-sama,
context: Oh, no! He escaped outside!\He did what!?\Terrific, Freeza is with him!\Hurry! Hurry and go after him!\Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet!\Fools! You fell for it all too easily.\Dear Freeza-sama, response:	Allow me to take this current opportunity to inform you that your era is at an end.
context: He did what!?\Terrific, Freeza is with him!\Hurry! Hurry and go after him!\Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet!\Fools! You fell for it all too easily.\Dear Freeza-sama,\Allow me to take this current opportunity to inform you that your era is at an end. response:	- Your loving Vegeta
context: Terrific, Freeza is with him!\Hurry! Hurry and go after him!\Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet!\Fools! You fell for it all too easily.\Dear Freeza-sama,\Allow me to take this current opportunity to inform you that your era is at an end.\- Your loving Vegeta response:	I have won!
context: Hurry! Hurry and go after him!\Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet!\Fools! You fell for it all too easily.\Dear Freeza-sama,\Allow me to take this current opportunity to inform you that your era is at an end.\- Your loving Vegeta\I have won! response:	Vegeta, the miracle man who returned from the brink of death...
context: Why, you!\Hurry! You must find him at all costs! He could not have gotten far yet!\Fools! You fell for it all too easily.\Dear Freeza-sama,\Allow me to take this current opportunity to inform you that your era is at an end.\- Your loving Vegeta\I have won!\Vegeta, the miracle man who returned from the brink of death... response:	Will he be able to outwit Freeza and collect the Dragon Balls?
