context: Tomoyo-chan, is your leg okay? response:	I just sprained it a little, so'
context: Shao Lan.\I think I'll be able to do it.\The top fourth grader has come in!\The top runners are\Shao Lan Li and Mei Li-san of the 2nd group!\Shao Lan.\Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish! response:	Kinomoto-san.
context: I think I'll be able to do it.\The top fourth grader has come in!\The top runners are\Shao Lan Li and Mei Li-san of the 2nd group!\Shao Lan.\Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san. response:	Today I'm a different me from the one of last time.
context: The top fourth grader has come in!\The top runners are\Shao Lan Li and Mei Li-san of the 2nd group!\Shao Lan.\Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san.\Today I'm a different me from the one of last time. response:	I wonder if you can keep up with my speed?
context: The top runners are\Shao Lan Li and Mei Li-san of the 2nd group!\Shao Lan.\Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san.\Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed? response:	That's some confidence, isn't it?
context: Shao Lan Li and Mei Li-san of the 2nd group!\Shao Lan.\Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san.\Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed?\That's some confidence, isn't it? response:	I wonder is she has some kind of plan?
context: Shao Lan.\Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san.\Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed?\That's some confidence, isn't it?\I wonder is she has some kind of plan? response:	Sakura-chan!
context: Mei Li.\Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san.\Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed?\That's some confidence, isn't it?\I wonder is she has some kind of plan?\Sakura-chan! response:	Yukito-san!
context: Shao Lan-kun and Mei Li-san, a very friendly one-two finish!\Kinomoto-san.\Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed?\That's some confidence, isn't it?\I wonder is she has some kind of plan?\Sakura-chan!\Yukito-san! response:	Good luck!
context: Kinomoto-san.\Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed?\That's some confidence, isn't it?\I wonder is she has some kind of plan?\Sakura-chan!\Yukito-san!\Good luck! response:	I'll cheer really hard for you.
context: Today I'm a different me from the one of last time.\I wonder if you can keep up with my speed?\That's some confidence, isn't it?\I wonder is she has some kind of plan?\Sakura-chan!\Yukito-san!\Good luck!\I'll cheer really hard for you. response:	Thank you very much!
context: I wonder if you can keep up with my speed?\That's some confidence, isn't it?\I wonder is she has some kind of plan?\Sakura-chan!\Yukito-san!\Good luck!\I'll cheer really hard for you.\Thank you very much! response:	Fourth graders' Please report to the starting line.
context: That's some confidence, isn't it?\I wonder is she has some kind of plan?\Sakura-chan!\Yukito-san!\Good luck!\I'll cheer really hard for you.\Thank you very much!\Fourth graders' Please report to the starting line. response:	Then we'll be at the turning point.
context: I wonder is she has some kind of plan?\Sakura-chan!\Yukito-san!\Good luck!\I'll cheer really hard for you.\Thank you very much!\Fourth graders' Please report to the starting line.\Then we'll be at the turning point. response:	Do your best!
context: Sakura-chan!\Yukito-san!\Good luck!\I'll cheer really hard for you.\Thank you very much!\Fourth graders' Please report to the starting line.\Then we'll be at the turning point.\Do your best! response:	Okay!
context: Yukito-san!\Good luck!\I'll cheer really hard for you.\Thank you very much!\Fourth graders' Please report to the starting line.\Then we'll be at the turning point.\Do your best!\Okay! response:	Don't give up in the middle!
context: Good luck!\I'll cheer really hard for you.\Thank you very much!\Fourth graders' Please report to the starting line.\Then we'll be at the turning point.\Do your best!\Okay!\Don't give up in the middle! response:	Good luck
context: I'll cheer really hard for you.\Thank you very much!\Fourth graders' Please report to the starting line.\Then we'll be at the turning point.\Do your best!\Okay!\Don't give up in the middle!\Good luck response:	Okay?
context: Thank you very much!\Fourth graders' Please report to the starting line.\Then we'll be at the turning point.\Do your best!\Okay!\Don't give up in the middle!\Good luck\Okay? response:	Yes!
context: Fourth graders' Please report to the starting line.\Then we'll be at the turning point.\Do your best!\Okay!\Don't give up in the middle!\Good luck\Okay?\Yes! response:	Let's go.
context: Then we'll be at the turning point.\Do your best!\Okay!\Don't give up in the middle!\Good luck\Okay?\Yes!\Let's go. response:	What's wrong, Shao Lan?
context: Do your best!\Okay!\Don't give up in the middle!\Good luck\Okay?\Yes!\Let's go.\What's wrong, Shao Lan? response:	Don't run too fast at the beginning.
context: Okay!\Don't give up in the middle!\Good luck\Okay?\Yes!\Let's go.\What's wrong, Shao Lan?\Don't run too fast at the beginning. response:	Speed up at the turning point.
context: Don't give up in the middle!\Good luck\Okay?\Yes!\Let's go.\What's wrong, Shao Lan?\Don't run too fast at the beginning.\Speed up at the turning point. response:	Okay. It's a one-two finish, okay?
context: Good luck\Okay?\Yes!\Let's go.\What's wrong, Shao Lan?\Don't run too fast at the beginning.\Speed up at the turning point.\Okay. It's a one-two finish, okay? response:	Yes.
context: Okay?\Yes!\Let's go.\What's wrong, Shao Lan?\Don't run too fast at the beginning.\Speed up at the turning point.\Okay. It's a one-two finish, okay?\Yes. response:	It's almost start time.
context: Yes!\Let's go.\What's wrong, Shao Lan?\Don't run too fast at the beginning.\Speed up at the turning point.\Okay. It's a one-two finish, okay?\Yes.\It's almost start time. response:	How does it look from there?
context: Let's go.\What's wrong, Shao Lan?\Don't run too fast at the beginning.\Speed up at the turning point.\Okay. It's a one-two finish, okay?\Yes.\It's almost start time.\How does it look from there? response:	Yes, this is'Air Above Tomoeda-cho'.
context: What's wrong, Shao Lan?\Don't run too fast at the beginning.\Speed up at the turning point.\Okay. It's a one-two finish, okay?\Yes.\It's almost start time.\How does it look from there?\Yes, this is'Air Above Tomoeda-cho'. response:	It's good weather, and the temperatures low.
context: Don't run too fast at the beginning.\Speed up at the turning point.\Okay. It's a one-two finish, okay?\Yes.\It's almost start time.\How does it look from there?\Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low. response:	It's perfect for a marathon!
context: Speed up at the turning point.\Okay. It's a one-two finish, okay?\Yes.\It's almost start time.\How does it look from there?\Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low.\It's perfect for a marathon! response:	Then, let's go!
context: Okay. It's a one-two finish, okay?\Yes.\It's almost start time.\How does it look from there?\Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low.\It's perfect for a marathon!\Then, let's go! response:	Get ready!
context: Yes.\It's almost start time.\How does it look from there?\Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low.\It's perfect for a marathon!\Then, let's go!\Get ready! response:	Set!
context: It's almost start time.\How does it look from there?\Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low.\It's perfect for a marathon!\Then, let's go!\Get ready!\Set! response:	The top's the brat and that wench?
context: How does it look from there?\Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low.\It's perfect for a marathon!\Then, let's go!\Get ready!\Set!\The top's the brat and that wench? response:	What are you doing Sakura?
context: Yes, this is'Air Above Tomoeda-cho'.\It's good weather, and the temperatures low.\It's perfect for a marathon!\Then, let's go!\Get ready!\Set!\The top's the brat and that wench?\What are you doing Sakura? response:	Hurry up and drop them!
context: It's good weather, and the temperatures low.\It's perfect for a marathon!\Then, let's go!\Get ready!\Set!\The top's the brat and that wench?\What are you doing Sakura?\Hurry up and drop them! response:	I'm not tired at all today.
context: It's perfect for a marathon!\Then, let's go!\Get ready!\Set!\The top's the brat and that wench?\What are you doing Sakura?\Hurry up and drop them!\I'm not tired at all today. response:	This must be because of the training.
context: Then, let's go!\Get ready!\Set!\The top's the brat and that wench?\What are you doing Sakura?\Hurry up and drop them!\I'm not tired at all today.\This must be because of the training. response:	And'
context: Get ready!\Set!\The top's the brat and that wench?\What are you doing Sakura?\Hurry up and drop them!\I'm not tired at all today.\This must be because of the training.\And' response:	I'm with Shao Lan.
context: Set!\The top's the brat and that wench?\What are you doing Sakura?\Hurry up and drop them!\I'm not tired at all today.\This must be because of the training.\And'\I'm with Shao Lan. response:	They're not here yet?
context: The top's the brat and that wench?\What are you doing Sakura?\Hurry up and drop them!\I'm not tired at all today.\This must be because of the training.\And'\I'm with Shao Lan.\They're not here yet? response:	Should be pretty soon.
context: What are you doing Sakura?\Hurry up and drop them!\I'm not tired at all today.\This must be because of the training.\And'\I'm with Shao Lan.\They're not here yet?\Should be pretty soon. response:	This side is perfect!
context: Hurry up and drop them!\I'm not tired at all today.\This must be because of the training.\And'\I'm with Shao Lan.\They're not here yet?\Should be pretty soon.\This side is perfect! response:	Air Kero-chan, who's top right now?
context: I'm not tired at all today.\This must be because of the training.\And'\I'm with Shao Lan.\They're not here yet?\Should be pretty soon.\This side is perfect!\Air Kero-chan, who's top right now? response:	It's that brat! Then that wench,
context: This must be because of the training.\And'\I'm with Shao Lan.\They're not here yet?\Should be pretty soon.\This side is perfect!\Air Kero-chan, who's top right now?\It's that brat! Then that wench, response:	and Sakura is third!
context: And'\I'm with Shao Lan.\They're not here yet?\Should be pretty soon.\This side is perfect!\Air Kero-chan, who's top right now?\It's that brat! Then that wench,\and Sakura is third! response:	Sakura! Go for it!
context: I'm with Shao Lan.\They're not here yet?\Should be pretty soon.\This side is perfect!\Air Kero-chan, who's top right now?\It's that brat! Then that wench,\and Sakura is third!\Sakura! Go for it! response:	I can't see them at all.
context: They're not here yet?\Should be pretty soon.\This side is perfect!\Air Kero-chan, who's top right now?\It's that brat! Then that wench,\and Sakura is third!\Sakura! Go for it!\I can't see them at all. response:	Too bad. I'll wait at the park.
context: Should be pretty soon.\This side is perfect!\Air Kero-chan, who's top right now?\It's that brat! Then that wench,\and Sakura is third!\Sakura! Go for it!\I can't see them at all.\Too bad. I'll wait at the park. response:	Sakura-chan! Go!
context: This side is perfect!\Air Kero-chan, who's top right now?\It's that brat! Then that wench,\and Sakura is third!\Sakura! Go for it!\I can't see them at all.\Too bad. I'll wait at the park.\Sakura-chan! Go! response:	Weren't they running way fast?
context: Air Kero-chan, who's top right now?\It's that brat! Then that wench,\and Sakura is third!\Sakura! Go for it!\I can't see them at all.\Too bad. I'll wait at the park.\Sakura-chan! Go!\Weren't they running way fast? response:	It was quite a fast pace.
context: It's that brat! Then that wench,\and Sakura is third!\Sakura! Go for it!\I can't see them at all.\Too bad. I'll wait at the park.\Sakura-chan! Go!\Weren't they running way fast?\It was quite a fast pace. response:	She'll falter at the end'
context: and Sakura is third!\Sakura! Go for it!\I can't see them at all.\Too bad. I'll wait at the park.\Sakura-chan! Go!\Weren't they running way fast?\It was quite a fast pace.\She'll falter at the end' response:	Go, Naoko-chan!
context: Sakura! Go for it!\I can't see them at all.\Too bad. I'll wait at the park.\Sakura-chan! Go!\Weren't they running way fast?\It was quite a fast pace.\She'll falter at the end'\Go, Naoko-chan! response:	Well, let's go after them.
context: I can't see them at all.\Too bad. I'll wait at the park.\Sakura-chan! Go!\Weren't they running way fast?\It was quite a fast pace.\She'll falter at the end'\Go, Naoko-chan!\Well, let's go after them. response:	Yes.
context: Too bad. I'll wait at the park.\Sakura-chan! Go!\Weren't they running way fast?\It was quite a fast pace.\She'll falter at the end'\Go, Naoko-chan!\Well, let's go after them.\Yes. response:	Wired?
context: Sakura-chan! Go!\Weren't they running way fast?\It was quite a fast pace.\She'll falter at the end'\Go, Naoko-chan!\Well, let's go after them.\Yes.\Wired? response:	Don't you think it's strange?
context: Weren't they running way fast?\It was quite a fast pace.\She'll falter at the end'\Go, Naoko-chan!\Well, let's go after them.\Yes.\Wired?\Don't you think it's strange? response:	Yeah.
context: It was quite a fast pace.\She'll falter at the end'\Go, Naoko-chan!\Well, let's go after them.\Yes.\Wired?\Don't you think it's strange?\Yeah. response:	What's wrong?
context: She'll falter at the end'\Go, Naoko-chan!\Well, let's go after them.\Yes.\Wired?\Don't you think it's strange?\Yeah.\What's wrong? response:	It's been a while since we turned around,
context: Go, Naoko-chan!\Well, let's go after them.\Yes.\Wired?\Don't you think it's strange?\Yeah.\What's wrong?\It's been a while since we turned around, response:	but no one's going the other way.
context: Well, let's go after them.\Yes.\Wired?\Don't you think it's strange?\Yeah.\What's wrong?\It's been a while since we turned around,\but no one's going the other way. response:	Everyone's so slow!
context: Yes.\Wired?\Don't you think it's strange?\Yeah.\What's wrong?\It's been a while since we turned around,\but no one's going the other way.\Everyone's so slow! response:	I don't think we've that much of a lead, though'
context: Wired?\Don't you think it's strange?\Yeah.\What's wrong?\It's been a while since we turned around,\but no one's going the other way.\Everyone's so slow!\I don't think we've that much of a lead, though' response:	Me and Shao Lan are just too fast.
context: Don't you think it's strange?\Yeah.\What's wrong?\It's been a while since we turned around,\but no one's going the other way.\Everyone's so slow!\I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast. response:	We have a tag along, too,
context: Yeah.\What's wrong?\It's been a while since we turned around,\but no one's going the other way.\Everyone's so slow!\I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast.\We have a tag along, too, response:	but'
context: What's wrong?\It's been a while since we turned around,\but no one's going the other way.\Everyone's so slow!\I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast.\We have a tag along, too,\but' response:	They should be here soon. She better be the top this time!
context: It's been a while since we turned around,\but no one's going the other way.\Everyone's so slow!\I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast.\We have a tag along, too,\but'\They should be here soon. She better be the top this time! response:	There they are!
context: but no one's going the other way.\Everyone's so slow!\I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast.\We have a tag along, too,\but'\They should be here soon. She better be the top this time!\There they are! response:	What?
context: Everyone's so slow!\I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast.\We have a tag along, too,\but'\They should be here soon. She better be the top this time!\There they are!\What? response:	Sakura-chan and them have already passed me twice.
context: I don't think we've that much of a lead, though'\Me and Shao Lan are just too fast.\We have a tag along, too,\but'\They should be here soon. She better be the top this time!\There they are!\What?\Sakura-chan and them have already passed me twice. response:	That means that they have turned around, then.
context: Me and Shao Lan are just too fast.\We have a tag along, too,\but'\They should be here soon. She better be the top this time!\There they are!\What?\Sakura-chan and them have already passed me twice.\That means that they have turned around, then. response:	Yes, but both times they were running in the same direction.
context: We have a tag along, too,\but'\They should be here soon. She better be the top this time!\There they are!\What?\Sakura-chan and them have already passed me twice.\That means that they have turned around, then.\Yes, but both times they were running in the same direction. response:	What?
context: but'\They should be here soon. She better be the top this time!\There they are!\What?\Sakura-chan and them have already passed me twice.\That means that they have turned around, then.\Yes, but both times they were running in the same direction.\What? response:	Hey, was this road so long?
context: They should be here soon. She better be the top this time!\There they are!\What?\Sakura-chan and them have already passed me twice.\That means that they have turned around, then.\Yes, but both times they were running in the same direction.\What?\Hey, was this road so long? response:	Mei Li!
context: There they are!\What?\Sakura-chan and them have already passed me twice.\That means that they have turned around, then.\Yes, but both times they were running in the same direction.\What?\Hey, was this road so long?\Mei Li! response:	Ouch!
context: What?\Sakura-chan and them have already passed me twice.\That means that they have turned around, then.\Yes, but both times they were running in the same direction.\What?\Hey, was this road so long?\Mei Li!\Ouch! response:	Are you okay?
context: Sakura-chan and them have already passed me twice.\That means that they have turned around, then.\Yes, but both times they were running in the same direction.\What?\Hey, was this road so long?\Mei Li!\Ouch!\Are you okay? response:	Sakura-chan!
context: That means that they have turned around, then.\Yes, but both times they were running in the same direction.\What?\Hey, was this road so long?\Mei Li!\Ouch!\Are you okay?\Sakura-chan! response:	Tomoyo-chan?
context: Yes, but both times they were running in the same direction.\What?\Hey, was this road so long?\Mei Li!\Ouch!\Are you okay?\Sakura-chan!\Tomoyo-chan? response:	Why are you coming from that direction?
context: What?\Hey, was this road so long?\Mei Li!\Ouch!\Are you okay?\Sakura-chan!\Tomoyo-chan?\Why are you coming from that direction? response:	Well, you won't be able to run now.
context: Hey, was this road so long?\Mei Li!\Ouch!\Are you okay?\Sakura-chan!\Tomoyo-chan?\Why are you coming from that direction?\Well, you won't be able to run now. response:	That's not true!
context: Mei Li!\Ouch!\Are you okay?\Sakura-chan!\Tomoyo-chan?\Why are you coming from that direction?\Well, you won't be able to run now.\That's not true! response:	The teacher's supposed to be riding a bicycle behind everyone.
context: Ouch!\Are you okay?\Sakura-chan!\Tomoyo-chan?\Why are you coming from that direction?\Well, you won't be able to run now.\That's not true!\The teacher's supposed to be riding a bicycle behind everyone. response:	Why don't you have him give you a ride?
context: Are you okay?\Sakura-chan!\Tomoyo-chan?\Why are you coming from that direction?\Well, you won't be able to run now.\That's not true!\The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride? response:	No! I don't want that! I'm going to have my one-two finish with Shao Lan!
context: Sakura-chan!\Tomoyo-chan?\Why are you coming from that direction?\Well, you won't be able to run now.\That's not true!\The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan! response:	Hello!
context: Tomoyo-chan?\Why are you coming from that direction?\Well, you won't be able to run now.\That's not true!\The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello! response:	That's it. I'll wait here with you.
context: Why are you coming from that direction?\Well, you won't be able to run now.\That's not true!\The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello!\That's it. I'll wait here with you. response:	I'm sorry, but the teacher already went on ahead.
context: Well, you won't be able to run now.\That's not true!\The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello!\That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead. response:	But, the teacher on the bike
context: That's not true!\The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello!\That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike response:	is supposed to be behind the last person going back to school, right?
context: The teacher's supposed to be riding a bicycle behind everyone.\Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello!\That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike\is supposed to be behind the last person going back to school, right? response:	Yes, but just a while ago the last person,
context: Why don't you have him give you a ride?\No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello!\That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike\is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person, response:	Naoko-chan, passed by.
context: No! I don't want that! I'm going to have my one-two finish with Shao Lan!\Hello!\That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike\is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person,\Naoko-chan, passed by. response:	What do you mean?
context: Hello!\That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike\is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person,\Naoko-chan, passed by.\What do you mean? response:	This is'
context: That's it. I'll wait here with you.\I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike\is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person,\Naoko-chan, passed by.\What do you mean?\This is' response:	This poster, I thought'
context: I'm sorry, but the teacher already went on ahead.\But, the teacher on the bike\is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person,\Naoko-chan, passed by.\What do you mean?\This is'\This poster, I thought' response:	I saw you run the same way twice, Sakura-chan.
context: But, the teacher on the bike\is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person,\Naoko-chan, passed by.\What do you mean?\This is'\This poster, I thought'\I saw you run the same way twice, Sakura-chan. response:	Is this a Clow Card?
context: is supposed to be behind the last person going back to school, right?\Yes, but just a while ago the last person,\Naoko-chan, passed by.\What do you mean?\This is'\This poster, I thought'\I saw you run the same way twice, Sakura-chan.\Is this a Clow Card? response:	I can feel it.
context: Yes, but just a while ago the last person,\Naoko-chan, passed by.\What do you mean?\This is'\This poster, I thought'\I saw you run the same way twice, Sakura-chan.\Is this a Clow Card?\I can feel it. response:	I do feel the presence of a Card, but'
context: Naoko-chan, passed by.\What do you mean?\This is'\This poster, I thought'\I saw you run the same way twice, Sakura-chan.\Is this a Clow Card?\I can feel it.\I do feel the presence of a Card, but' response:	Where is it?
context: What do you mean?\This is'\This poster, I thought'\I saw you run the same way twice, Sakura-chan.\Is this a Clow Card?\I can feel it.\I do feel the presence of a Card, but'\Where is it? response:	It should be real close.
context: This is'\This poster, I thought'\I saw you run the same way twice, Sakura-chan.\Is this a Clow Card?\I can feel it.\I do feel the presence of a Card, but'\Where is it?\It should be real close. response:	Here.
context: This poster, I thought'\I saw you run the same way twice, Sakura-chan.\Is this a Clow Card?\I can feel it.\I do feel the presence of a Card, but'\Where is it?\It should be real close.\Here. response:	LOOP?
context: I saw you run the same way twice, Sakura-chan.\Is this a Clow Card?\I can feel it.\I do feel the presence of a Card, but'\Where is it?\It should be real close.\Here.\LOOP? response:	That's right, it's LOOP's trick.
context: Is this a Clow Card?\I can feel it.\I do feel the presence of a Card, but'\Where is it?\It should be real close.\Here.\LOOP?\That's right, it's LOOP's trick. response:	He connected your route and made it into a circle, Sakura.
context: I can feel it.\I do feel the presence of a Card, but'\Where is it?\It should be real close.\Here.\LOOP?\That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura. response:	So it is a Card.
context: I do feel the presence of a Card, but'\Where is it?\It should be real close.\Here.\LOOP?\That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura.\So it is a Card. response:	But I can't see anything!
context: Where is it?\It should be real close.\Here.\LOOP?\That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura.\So it is a Card.\But I can't see anything! response:	If you don't figure him out, LOOP won't show himself.
context: It should be real close.\Here.\LOOP?\That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura.\So it is a Card.\But I can't see anything!\If you don't figure him out, LOOP won't show himself. response:	Then we won't be able to find him!
context: Here.\LOOP?\That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura.\So it is a Card.\But I can't see anything!\If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him! response:	Even if we can't see him, there's a way to find him.
context: LOOP?\That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura.\So it is a Card.\But I can't see anything!\If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him!\Even if we can't see him, there's a way to find him. response:	You brought it with you?
context: That's right, it's LOOP's trick.\He connected your route and made it into a circle, Sakura.\So it is a Card.\But I can't see anything!\If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him!\Even if we can't see him, there's a way to find him.\You brought it with you? response:	Of course.
context: He connected your route and made it into a circle, Sakura.\So it is a Card.\But I can't see anything!\If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him!\Even if we can't see him, there's a way to find him.\You brought it with you?\Of course. response:	That's Shao Lan!
context: So it is a Card.\But I can't see anything!\If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him!\Even if we can't see him, there's a way to find him.\You brought it with you?\Of course.\That's Shao Lan! response:	Yokuteiyuchoku. Shinkenshiho.
context: But I can't see anything!\If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him!\Even if we can't see him, there's a way to find him.\You brought it with you?\Of course.\That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho. response:	Kinmokusuika. Raihushinchyoku.
context: If you don't figure him out, LOOP won't show himself.\Then we won't be able to find him!\Even if we can't see him, there's a way to find him.\You brought it with you?\Of course.\That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku. response:	Keimakuhiruki. Denkoutai. Kyukyunoritsuga!
context: Then we won't be able to find him!\Even if we can't see him, there's a way to find him.\You brought it with you?\Of course.\That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga! response:	Oh, wow!
context: Even if we can't see him, there's a way to find him.\You brought it with you?\Of course.\That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow! response:	Moron! What are you admiring?
context: You brought it with you?\Of course.\That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow!\Moron! What are you admiring? response:	But!
context: Of course.\That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow!\Moron! What are you admiring?\But! response:	Find it! There should be a seam in the road somewhere!
context: That's Shao Lan!\Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow!\Moron! What are you admiring?\But!\Find it! There should be a seam in the road somewhere! response:	It you cut that
context: Yokuteiyuchoku. Shinkenshiho.\Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow!\Moron! What are you admiring?\But!\Find it! There should be a seam in the road somewhere!\It you cut that response:	then LOOP will show up!
context: Kinmokusuika. Raihushinchyoku.\Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow!\Moron! What are you admiring?\But!\Find it! There should be a seam in the road somewhere!\It you cut that\then LOOP will show up! response:	Seam?
context: Keimakuhiruki. Denkoutai. Kyukyunoritsuga!\Oh, wow!\Moron! What are you admiring?\But!\Find it! There should be a seam in the road somewhere!\It you cut that\then LOOP will show up!\Seam? response:	There has to be an unnatural place!
context: Oh, wow!\Moron! What are you admiring?\But!\Find it! There should be a seam in the road somewhere!\It you cut that\then LOOP will show up!\Seam?\There has to be an unnatural place! response:	Even if you say that'
context: Moron! What are you admiring?\But!\Find it! There should be a seam in the road somewhere!\It you cut that\then LOOP will show up!\Seam?\There has to be an unnatural place!\Even if you say that' response:	I'll help you.
context: But!\Find it! There should be a seam in the road somewhere!\It you cut that\then LOOP will show up!\Seam?\There has to be an unnatural place!\Even if you say that'\I'll help you. response:	It's there!
context: Find it! There should be a seam in the road somewhere!\It you cut that\then LOOP will show up!\Seam?\There has to be an unnatural place!\Even if you say that'\I'll help you.\It's there! response:	Umm'
context: It you cut that\then LOOP will show up!\Seam?\There has to be an unnatural place!\Even if you say that'\I'll help you.\It's there!\Umm' response:	Why is there a seam here?
context: then LOOP will show up!\Seam?\There has to be an unnatural place!\Even if you say that'\I'll help you.\It's there!\Umm'\Why is there a seam here? response:	Wired!
context: Seam?\There has to be an unnatural place!\Even if you say that'\I'll help you.\It's there!\Umm'\Why is there a seam here?\Wired! response:	Found it!
context: There has to be an unnatural place!\Even if you say that'\I'll help you.\It's there!\Umm'\Why is there a seam here?\Wired!\Found it! response:	Did you find it?
context: Even if you say that'\I'll help you.\It's there!\Umm'\Why is there a seam here?\Wired!\Found it!\Did you find it? response:	Yep!
context: I'll help you.\It's there!\Umm'\Why is there a seam here?\Wired!\Found it!\Did you find it?\Yep! response:	You have to cut it with something.
context: It's there!\Umm'\Why is there a seam here?\Wired!\Found it!\Did you find it?\Yep!\You have to cut it with something. response:	When LOOP shows up,
context: Umm'\Why is there a seam here?\Wired!\Found it!\Did you find it?\Yep!\You have to cut it with something.\When LOOP shows up, response:	you capture him before he connects the road again!
context: Why is there a seam here?\Wired!\Found it!\Did you find it?\Yep!\You have to cut it with something.\When LOOP shows up,\you capture him before he connects the road again! response:	But even if you say cut'
