context: This is several levels better than last time. response:	I'm surprised.
context: Sorry for all the noise, Kaya-chan.\Not at all, she's as quiet as a church mouse compared to me.\By the way, is the Takagi-kun you were talking about earlier the same Takagi-kun as from your class?\Do you know who he is?\Yes. He's quite famous, being the top of his grade.\But Takagi got suspended.\Ah, why?\He beat up this annoying guy. response:	But in a way, boys being a little bad makes them attractive, doesn't it?
context: Not at all, she's as quiet as a church mouse compared to me.\By the way, is the Takagi-kun you were talking about earlier the same Takagi-kun as from your class?\Do you know who he is?\Yes. He's quite famous, being the top of his grade.\But Takagi got suspended.\Ah, why?\He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it? response:	Mom...
context: By the way, is the Takagi-kun you were talking about earlier the same Takagi-kun as from your class?\Do you know who he is?\Yes. He's quite famous, being the top of his grade.\But Takagi got suspended.\Ah, why?\He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it?\Mom... response:	What would a girlfriend do in this sort of situation?
context: Do you know who he is?\Yes. He's quite famous, being the top of his grade.\But Takagi got suspended.\Ah, why?\He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it?\Mom...\What would a girlfriend do in this sort of situation? response:	Wah, amazing! Kaya-chan got a boyfriend!
context: Yes. He's quite famous, being the top of his grade.\But Takagi got suspended.\Ah, why?\He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it?\Mom...\What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend! response:	No, it's not like we're actually going out yet or anything.
context: But Takagi got suspended.\Ah, why?\He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it?\Mom...\What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything. response:	It's just he's probably feeling down.
context: Ah, why?\He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it?\Mom...\What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down. response:	You're really something, Kaya-chan!
context: He beat up this annoying guy.\But in a way, boys being a little bad makes them attractive, doesn't it?\Mom...\What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down.\You're really something, Kaya-chan! response:	That's what they call supporting your partner, right?
context: But in a way, boys being a little bad makes them attractive, doesn't it?\Mom...\What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down.\You're really something, Kaya-chan!\That's what they call supporting your partner, right? response:	No, no...
context: Mom...\What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down.\You're really something, Kaya-chan!\That's what they call supporting your partner, right?\No, no... response:	Good luck to you too, Sis.
context: What would a girlfriend do in this sort of situation?\Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down.\You're really something, Kaya-chan!\That's what they call supporting your partner, right?\No, no...\Good luck to you too, Sis. response:	Be quiet.
context: Wah, amazing! Kaya-chan got a boyfriend!\No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down.\You're really something, Kaya-chan!\That's what they call supporting your partner, right?\No, no...\Good luck to you too, Sis.\Be quiet. response:	What is it, Moritaka?
context: No, it's not like we're actually going out yet or anything.\It's just he's probably feeling down.\You're really something, Kaya-chan!\That's what they call supporting your partner, right?\No, no...\Good luck to you too, Sis.\Be quiet.\What is it, Moritaka? response:	Just having a little trouble sleeping.
context: It's just he's probably feeling down.\You're really something, Kaya-chan!\That's what they call supporting your partner, right?\No, no...\Good luck to you too, Sis.\Be quiet.\What is it, Moritaka?\Just having a little trouble sleeping. response:	I see.
context: You're really something, Kaya-chan!\That's what they call supporting your partner, right?\No, no...\Good luck to you too, Sis.\Be quiet.\What is it, Moritaka?\Just having a little trouble sleeping.\I see. response:	How's the manga going?
context: That's what they call supporting your partner, right?\No, no...\Good luck to you too, Sis.\Be quiet.\What is it, Moritaka?\Just having a little trouble sleeping.\I see.\How's the manga going? response:	Yeah. Well, I'm doing my best.
context: No, no...\Good luck to you too, Sis.\Be quiet.\What is it, Moritaka?\Just having a little trouble sleeping.\I see.\How's the manga going?\Yeah. Well, I'm doing my best. response:	I see.
context: Good luck to you too, Sis.\Be quiet.\What is it, Moritaka?\Just having a little trouble sleeping.\I see.\How's the manga going?\Yeah. Well, I'm doing my best.\I see. response:	Oh, thanks for taking care of the utilities and such for the work place, Grandpa.
context: Be quiet.\What is it, Moritaka?\Just having a little trouble sleeping.\I see.\How's the manga going?\Yeah. Well, I'm doing my best.\I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa. response:	The one who paid for that is Masahiro.
context: What is it, Moritaka?\Just having a little trouble sleeping.\I see.\How's the manga going?\Yeah. Well, I'm doing my best.\I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro. response:	Dad?
context: Just having a little trouble sleeping.\I see.\How's the manga going?\Yeah. Well, I'm doing my best.\I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro.\Dad? response:	Did something happen?
context: I see.\How's the manga going?\Yeah. Well, I'm doing my best.\I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro.\Dad?\Did something happen? response:	Not really.
context: How's the manga going?\Yeah. Well, I'm doing my best.\I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro.\Dad?\Did something happen?\Not really. response:	Well, as long as you're alive, there will always be something.
context: Yeah. Well, I'm doing my best.\I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro.\Dad?\Did something happen?\Not really.\Well, as long as you're alive, there will always be something. response:	Grandpa...
context: I see.\Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro.\Dad?\Did something happen?\Not really.\Well, as long as you're alive, there will always be something.\Grandpa... response:	Mm?
context: Oh, thanks for taking care of the utilities and such for the work place, Grandpa.\The one who paid for that is Masahiro.\Dad?\Did something happen?\Not really.\Well, as long as you're alive, there will always be something.\Grandpa...\Mm? response:	There's a guy I'm drawing manga with.
context: The one who paid for that is Masahiro.\Dad?\Did something happen?\Not really.\Well, as long as you're alive, there will always be something.\Grandpa...\Mm?\There's a guy I'm drawing manga with. response:	But I feel like I'm holding him back.
context: Dad?\Did something happen?\Not really.\Well, as long as you're alive, there will always be something.\Grandpa...\Mm?\There's a guy I'm drawing manga with.\But I feel like I'm holding him back. response:	Maybe because he's teamed up with me,
context: Did something happen?\Not really.\Well, as long as you're alive, there will always be something.\Grandpa...\Mm?\There's a guy I'm drawing manga with.\But I feel like I'm holding him back.\Maybe because he's teamed up with me, response:	he might end up not being able to become a mangaka.
context: Not really.\Well, as long as you're alive, there will always be something.\Grandpa...\Mm?\There's a guy I'm drawing manga with.\But I feel like I'm holding him back.\Maybe because he's teamed up with me,\he might end up not being able to become a mangaka. response:	So I've been wondering if he regrets it.
context: Well, as long as you're alive, there will always be something.\Grandpa...\Mm?\There's a guy I'm drawing manga with.\But I feel like I'm holding him back.\Maybe because he's teamed up with me,\he might end up not being able to become a mangaka.\So I've been wondering if he regrets it. response:	That's all right, isn't it?
context: Grandpa...\Mm?\There's a guy I'm drawing manga with.\But I feel like I'm holding him back.\Maybe because he's teamed up with me,\he might end up not being able to become a mangaka.\So I've been wondering if he regrets it.\That's all right, isn't it? response:	It's something he chose himself.
context: Mm?\There's a guy I'm drawing manga with.\But I feel like I'm holding him back.\Maybe because he's teamed up with me,\he might end up not being able to become a mangaka.\So I've been wondering if he regrets it.\That's all right, isn't it?\It's something he chose himself. response:	So he can accept it.
context: There's a guy I'm drawing manga with.\But I feel like I'm holding him back.\Maybe because he's teamed up with me,\he might end up not being able to become a mangaka.\So I've been wondering if he regrets it.\That's all right, isn't it?\It's something he chose himself.\So he can accept it. response:	There's no one who would be seriously worried about it,
context: But I feel like I'm holding him back.\Maybe because he's teamed up with me,\he might end up not being able to become a mangaka.\So I've been wondering if he regrets it.\That's all right, isn't it?\It's something he chose himself.\So he can accept it.\There's no one who would be seriously worried about it, response:	if it's something you chose yourself.
context: Maybe because he's teamed up with me,\he might end up not being able to become a mangaka.\So I've been wondering if he regrets it.\That's all right, isn't it?\It's something he chose himself.\So he can accept it.\There's no one who would be seriously worried about it,\if it's something you chose yourself. response:	That's what Otokono Yasegaman said.
context: he might end up not being able to become a mangaka.\So I've been wondering if he regrets it.\That's all right, isn't it?\It's something he chose himself.\So he can accept it.\There's no one who would be seriously worried about it,\if it's something you chose yourself.\That's what Otokono Yasegaman said. response:	TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.
context: So I've been wondering if he regrets it.\That's all right, isn't it?\It's something he chose himself.\So he can accept it.\There's no one who would be seriously worried about it,\if it's something you chose yourself.\That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage. response:	I'm pretty sure that was in... volume four.
context: That's all right, isn't it?\It's something he chose himself.\So he can accept it.\There's no one who would be seriously worried about it,\if it's something you chose yourself.\That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four. response:	He read them? And even remembers?
context: It's something he chose himself.\So he can accept it.\There's no one who would be seriously worried about it,\if it's something you chose yourself.\That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four.\He read them? And even remembers? response:	Uncle, also...
context: So he can accept it.\There's no one who would be seriously worried about it,\if it's something you chose yourself.\That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four.\He read them? And even remembers?\Uncle, also... response:	Kawaguchi Tarou also... thought so, did he?
context: There's no one who would be seriously worried about it,\if it's something you chose yourself.\That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four.\He read them? And even remembers?\Uncle, also...\Kawaguchi Tarou also... thought so, did he? response:	I'm heading out!
context: if it's something you chose yourself.\That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four.\He read them? And even remembers?\Uncle, also...\Kawaguchi Tarou also... thought so, did he?\I'm heading out! response:	Here, do you understand this here Kawasaki-kun?
context: That's what Otokono Yasegaman said.\TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four.\He read them? And even remembers?\Uncle, also...\Kawaguchi Tarou also... thought so, did he?\I'm heading out!\Here, do you understand this here Kawasaki-kun? response:	Here? Do you mean here sensei?
context: TL Note: Otokono Yasegaman is another pun name meaning Man's false courage.\I'm pretty sure that was in... volume four.\He read them? And even remembers?\Uncle, also...\Kawaguchi Tarou also... thought so, did he?\I'm heading out!\Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei? response:	No, not there. Here.
context: I'm pretty sure that was in... volume four.\He read them? And even remembers?\Uncle, also...\Kawaguchi Tarou also... thought so, did he?\I'm heading out!\Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei?\No, not there. Here. response:	Um, you mean here?
context: He read them? And even remembers?\Uncle, also...\Kawaguchi Tarou also... thought so, did he?\I'm heading out!\Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei?\No, not there. Here.\Um, you mean here? response:	Sensei, the lesson isn't getting anywhere.
context: Uncle, also...\Kawaguchi Tarou also... thought so, did he?\I'm heading out!\Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei?\No, not there. Here.\Um, you mean here?\Sensei, the lesson isn't getting anywhere. response:	Could you please just write the important parts on the board?
context: Kawaguchi Tarou also... thought so, did he?\I'm heading out!\Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei?\No, not there. Here.\Um, you mean here?\Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board? response:	Okay...
context: I'm heading out!\Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei?\No, not there. Here.\Um, you mean here?\Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board?\Okay... response:	Here, the address of the Takagi residence.
context: Here, do you understand this here Kawasaki-kun?\Here? Do you mean here sensei?\No, not there. Here.\Um, you mean here?\Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board?\Okay...\Here, the address of the Takagi residence. response:	It's because he's suspended at the moment, isn't it?
context: Here? Do you mean here sensei?\No, not there. Here.\Um, you mean here?\Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board?\Okay...\Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it? response:	Ah, yes.
context: No, not there. Here.\Um, you mean here?\Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board?\Okay...\Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it?\Ah, yes. response:	But he's quite a popular one, isn't he?
context: Um, you mean here?\Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board?\Okay...\Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it?\Ah, yes.\But he's quite a popular one, isn't he? response:	This is it.
context: Sensei, the lesson isn't getting anywhere.\Could you please just write the important parts on the board?\Okay...\Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it?\Ah, yes.\But he's quite a popular one, isn't he?\This is it. response:	Oh, yeah...
context: Could you please just write the important parts on the board?\Okay...\Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it?\Ah, yes.\But he's quite a popular one, isn't he?\This is it.\Oh, yeah... response:	Avenge...
context: Okay...\Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it?\Ah, yes.\But he's quite a popular one, isn't he?\This is it.\Oh, yeah...\Avenge... response:	Your dad...
context: Here, the address of the Takagi residence.\It's because he's suspended at the moment, isn't it?\Ah, yes.\But he's quite a popular one, isn't he?\This is it.\Oh, yeah...\Avenge...\Your dad... response:	You've got to avenge him, okay?
context: It's because he's suspended at the moment, isn't it?\Ah, yes.\But he's quite a popular one, isn't he?\This is it.\Oh, yeah...\Avenge...\Your dad...\You've got to avenge him, okay? response:	It doesn't look like his Mom's home.
context: Ah, yes.\But he's quite a popular one, isn't he?\This is it.\Oh, yeah...\Avenge...\Your dad...\You've got to avenge him, okay?\It doesn't look like his Mom's home. response:	Hey, I'm coming!
context: But he's quite a popular one, isn't he?\This is it.\Oh, yeah...\Avenge...\Your dad...\You've got to avenge him, okay?\It doesn't look like his Mom's home.\Hey, I'm coming! response:	Oh, Saikou?
context: This is it.\Oh, yeah...\Avenge...\Your dad...\You've got to avenge him, okay?\It doesn't look like his Mom's home.\Hey, I'm coming!\Oh, Saikou? response:	You came at a good time.
context: Oh, yeah...\Avenge...\Your dad...\You've got to avenge him, okay?\It doesn't look like his Mom's home.\Hey, I'm coming!\Oh, Saikou?\You came at a good time. response:	I was just thinking of e-mailing you.
context: Avenge...\Your dad...\You've got to avenge him, okay?\It doesn't look like his Mom's home.\Hey, I'm coming!\Oh, Saikou?\You came at a good time.\I was just thinking of e-mailing you. response:	I had time, so I came up with some pretty good stories.
context: Your dad...\You've got to avenge him, okay?\It doesn't look like his Mom's home.\Hey, I'm coming!\Oh, Saikou?\You came at a good time.\I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories. response:	I've been wondering which one to make into a name and wanted you to take a look at them.
context: You've got to avenge him, okay?\It doesn't look like his Mom's home.\Hey, I'm coming!\Oh, Saikou?\You came at a good time.\I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them. response:	Surprisingly...
context: It doesn't look like his Mom's home.\Hey, I'm coming!\Oh, Saikou?\You came at a good time.\I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly... response:	That's a relief, Shuujin is doing way better than I imagined.
context: Hey, I'm coming!\Oh, Saikou?\You came at a good time.\I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly...\That's a relief, Shuujin is doing way better than I imagined. response:	Alright, let's head up. The place is kind of small though.
context: Oh, Saikou?\You came at a good time.\I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly...\That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though. response:	Okay.
context: You came at a good time.\I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly...\That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though.\Okay. response:	I'll bet this worn out, old apartment surprised you, huh?
context: I was just thinking of e-mailing you.\I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly...\That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though.\Okay.\I'll bet this worn out, old apartment surprised you, huh? response:	Well, we don't have slippers or anything, so just come up like that.
context: I had time, so I came up with some pretty good stories.\I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly...\That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though.\Okay.\I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that. response:	Why?
context: I've been wondering which one to make into a name and wanted you to take a look at them.\Surprisingly...\That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though.\Okay.\I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that.\Why? response:	EExcuse me.
context: Surprisingly...\That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though.\Okay.\I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that.\Why?\EExcuse me. response:	They're still just in text form, but I'm rather confident about them.
context: That's a relief, Shuujin is doing way better than I imagined.\Alright, let's head up. The place is kind of small though.\Okay.\I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that.\Why?\EExcuse me.\They're still just in text form, but I'm rather confident about them. response:	Ah, let me see.
context: Alright, let's head up. The place is kind of small though.\Okay.\I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that.\Why?\EExcuse me.\They're still just in text form, but I'm rather confident about them.\Ah, let me see. response:	If you don't like them, don't hold back.
context: Okay.\I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that.\Why?\EExcuse me.\They're still just in text form, but I'm rather confident about them.\Ah, let me see.\If you don't like them, don't hold back. response:	This many...
context: I'll bet this worn out, old apartment surprised you, huh?\Well, we don't have slippers or anything, so just come up like that.\Why?\EExcuse me.\They're still just in text form, but I'm rather confident about them.\Ah, let me see.\If you don't like them, don't hold back.\This many... response:	I still have plenty more.
context: Well, we don't have slippers or anything, so just come up like that.\Why?\EExcuse me.\They're still just in text form, but I'm rather confident about them.\Ah, let me see.\If you don't like them, don't hold back.\This many...\I still have plenty more. response:	I can amend them, too.
context: Why?\EExcuse me.\They're still just in text form, but I'm rather confident about them.\Ah, let me see.\If you don't like them, don't hold back.\This many...\I still have plenty more.\I can amend them, too. response:	What he's showing me is just the small portion of he thought was good out of all the ones he wrote.
context: EExcuse me.\They're still just in text form, but I'm rather confident about them.\Ah, let me see.\If you don't like them, don't hold back.\This many...\I still have plenty more.\I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote. response:	Oh, I recommend this one too.
context: They're still just in text form, but I'm rather confident about them.\Ah, let me see.\If you don't like them, don't hold back.\This many...\I still have plenty more.\I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too. response:	Anyway, what's up with those two?
context: Ah, let me see.\If you don't like them, don't hold back.\This many...\I still have plenty more.\I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too.\Anyway, what's up with those two? response:	It's because I slugged Ishizawa.
context: If you don't like them, don't hold back.\This many...\I still have plenty more.\I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too.\Anyway, what's up with those two?\It's because I slugged Ishizawa. response:	I suddenly got really popular.
context: This many...\I still have plenty more.\I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too.\Anyway, what's up with those two?\It's because I slugged Ishizawa.\I suddenly got really popular. response:	Looks like it really is true they like boys who are a little bad.
context: I still have plenty more.\I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too.\Anyway, what's up with those two?\It's because I slugged Ishizawa.\I suddenly got really popular.\Looks like it really is true they like boys who are a little bad. response:	Should you really be saying that sort of thing right now?
context: I can amend them, too.\What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too.\Anyway, what's up with those two?\It's because I slugged Ishizawa.\I suddenly got really popular.\Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now? response:	I'm worried about it too, that's why I said you came at a good time.
context: What he's showing me is just the small portion of he thought was good out of all the ones he wrote.\Oh, I recommend this one too.\Anyway, what's up with those two?\It's because I slugged Ishizawa.\I suddenly got really popular.\Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time. response:	It looks like Miyoshi came because she was worried.
context: Oh, I recommend this one too.\Anyway, what's up with those two?\It's because I slugged Ishizawa.\I suddenly got really popular.\Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried. response:	Well I guess I can understand that, but why Iwase?
context: Anyway, what's up with those two?\It's because I slugged Ishizawa.\I suddenly got really popular.\Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase? response:	Seems like Iwase and I are going out, somehow.
context: It's because I slugged Ishizawa.\I suddenly got really popular.\Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow. response:	Eh? What do you mean by seems like?
context: I suddenly got really popular.\Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like? response:	Well, I had forgotten, but in the third semester of the first year...
context: Looks like it really is true they like boys who are a little bad.\Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year... response:	I'm Iwase Aiko.
context: Should you really be saying that sort of thing right now?\I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko. response:	Uh... Um...
context: I'm worried about it too, that's why I said you came at a good time.\It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko.\Uh... Um... response:	I was second place at the end of this term. Iwase Aiko.
context: It looks like Miyoshi came because she was worried.\Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko.\Uh... Um...\I was second place at the end of this term. Iwase Aiko. response:	Oh, really?
context: Well I guess I can understand that, but why Iwase?\Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko.\Uh... Um...\I was second place at the end of this term. Iwase Aiko.\Oh, really? response:	Let's encourage each other and do our best.
context: Seems like Iwase and I are going out, somehow.\Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko.\Uh... Um...\I was second place at the end of this term. Iwase Aiko.\Oh, really?\Let's encourage each other and do our best. response:	Yeah, let's do our best.
context: Eh? What do you mean by seems like?\Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko.\Uh... Um...\I was second place at the end of this term. Iwase Aiko.\Oh, really?\Let's encourage each other and do our best.\Yeah, let's do our best. response:	Seems we said something like that.
context: Well, I had forgotten, but in the third semester of the first year...\I'm Iwase Aiko.\Uh... Um...\I was second place at the end of this term. Iwase Aiko.\Oh, really?\Let's encourage each other and do our best.\Yeah, let's do our best.\Seems we said something like that. response:	Just that alone meant you were going out?
context: I'm Iwase Aiko.\Uh... Um...\I was second place at the end of this term. Iwase Aiko.\Oh, really?\Let's encourage each other and do our best.\Yeah, let's do our best.\Seems we said something like that.\Just that alone meant you were going out? response:	Yeah, according to Iwase...
context: Uh... Um...\I was second place at the end of this term. Iwase Aiko.\Oh, really?\Let's encourage each other and do our best.\Yeah, let's do our best.\Seems we said something like that.\Just that alone meant you were going out?\Yeah, according to Iwase... response:	We shook hands. In other words, by holding my hand, you acknowledged we were going out.
context: I was second place at the end of this term. Iwase Aiko.\Oh, really?\Let's encourage each other and do our best.\Yeah, let's do our best.\Seems we said something like that.\Just that alone meant you were going out?\Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out. response:	At the time, I thought it meant we were just heating up our sense of rivalry.
context: Oh, really?\Let's encourage each other and do our best.\Yeah, let's do our best.\Seems we said something like that.\Just that alone meant you were going out?\Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry. response:	But, could this be because of how serious Iwase is?
context: Let's encourage each other and do our best.\Yeah, let's do our best.\Seems we said something like that.\Just that alone meant you were going out?\Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is? response:	You and Azuki didn't hold hands, so
context: Yeah, let's do our best.\Seems we said something like that.\Just that alone meant you were going out?\Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so response:	I guess that means Iwase and I have gotten further than you.
context: Seems we said something like that.\Just that alone meant you were going out?\Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you. response:	nothing.
context: Just that alone meant you were going out?\Yeah, according to Iwase...\We shook hands. In other words, by holding my hand, you acknowledged we were going out.\At the time, I thought it meant we were just heating up our sense of rivalry.\But, could this be because of how serious Iwase is?\You and Azuki didn't hold hands, so\I guess that means Iwase and I have gotten further than you.\nothing. response:	So did Miyoshi hear that seems like you're going out conversation?
