context: Third Galactic Empire, Year 214 response:	The limit, huh?
context: This is...\A Plan Regarding the Military Development and Territorial Expansion of New JIOR...\Pilot Selection Tests...\Establishment of Alliance With ARUS...\Implementation of Total Military Conscription...\You want to turn us into a military state?\That is this country's only means of survival.\No, thanks. response:	Negotiations have broken down, huh? In that case...
context: A Plan Regarding the Military Development and Territorial Expansion of New JIOR...\Pilot Selection Tests...\Establishment of Alliance With ARUS...\Implementation of Total Military Conscription...\You want to turn us into a military state?\That is this country's only means of survival.\No, thanks.\Negotiations have broken down, huh? In that case... response:	Hey!
context: Pilot Selection Tests...\Establishment of Alliance With ARUS...\Implementation of Total Military Conscription...\You want to turn us into a military state?\That is this country's only means of survival.\No, thanks.\Negotiations have broken down, huh? In that case...\Hey! response:	What's going on?
context: Establishment of Alliance With ARUS...\Implementation of Total Military Conscription...\You want to turn us into a military state?\That is this country's only means of survival.\No, thanks.\Negotiations have broken down, huh? In that case...\Hey!\What's going on? response:	The alarm isn't going off!
context: Implementation of Total Military Conscription...\You want to turn us into a military state?\That is this country's only means of survival.\No, thanks.\Negotiations have broken down, huh? In that case...\Hey!\What's going on?\The alarm isn't going off! response:	Citizens of New JIOR.
context: You want to turn us into a military state?\That is this country's only means of survival.\No, thanks.\Negotiations have broken down, huh? In that case...\Hey!\What's going on?\The alarm isn't going off!\Citizens of New JIOR. response:	This voice...
context: That is this country's only means of survival.\No, thanks.\Negotiations have broken down, huh? In that case...\Hey!\What's going on?\The alarm isn't going off!\Citizens of New JIOR.\This voice... response:	This country is now under the control of L-elf Karlstein.
context: No, thanks.\Negotiations have broken down, huh? In that case...\Hey!\What's going on?\The alarm isn't going off!\Citizens of New JIOR.\This voice...\This country is now under the control of L-elf Karlstein. response:	All citizens are hereby subject to mandatory conscription.
context: Negotiations have broken down, huh? In that case...\Hey!\What's going on?\The alarm isn't going off!\Citizens of New JIOR.\This voice...\This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription. response:	He can't be serious!
context: Hey!\What's going on?\The alarm isn't going off!\Citizens of New JIOR.\This voice...\This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription.\He can't be serious! response:	You will give your lives to pave the way for the growth of the state.
context: What's going on?\The alarm isn't going off!\Citizens of New JIOR.\This voice...\This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription.\He can't be serious!\You will give your lives to pave the way for the growth of the state. response:	He's launched a coup d'etat, huh?
context: The alarm isn't going off!\Citizens of New JIOR.\This voice...\This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription.\He can't be serious!\You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh? response:	Kyuma Inuzuka, it isn't safe to stand there.
context: Citizens of New JIOR.\This voice...\This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription.\He can't be serious!\You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there. response:	What?!
context: This voice...\This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription.\He can't be serious!\You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there.\What?! response:	I have set traps throughout the school building.
context: This country is now under the control of L-elf Karlstein.\All citizens are hereby subject to mandatory conscription.\He can't be serious!\You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there.\What?!\I have set traps throughout the school building. response:	If you do not wish to die, I suggest that you remain where you are.
context: All citizens are hereby subject to mandatory conscription.\He can't be serious!\You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there.\What?!\I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are. response:	Gimme a break!
context: He can't be serious!\You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there.\What?!\I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are.\Gimme a break! response:	I'm Thunder, the gang leader of Sakimori Academy!
context: You will give your lives to pave the way for the growth of the state.\He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there.\What?!\I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are.\Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy! response:	No way, this is the third floor!
context: He's launched a coup d'etat, huh?\Kyuma Inuzuka, it isn't safe to stand there.\What?!\I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are.\Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor! response:	It's all about guts!
context: Kyuma Inuzuka, it isn't safe to stand there.\What?!\I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are.\Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor!\It's all about guts! response:	Never underestimate a man's fighting spirit!
context: What?!\I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are.\Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor!\It's all about guts!\Never underestimate a man's fighting spirit! response:	If you're here, I take it that means there aren't any traps in here.
context: I have set traps throughout the school building.\If you do not wish to die, I suggest that you remain where you are.\Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor!\It's all about guts!\Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here. response:	True enough.
context: If you do not wish to die, I suggest that you remain where you are.\Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor!\It's all about guts!\Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here.\True enough. response:	I didn't anticipate this situation.
context: Gimme a break!\I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor!\It's all about guts!\Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here.\True enough.\I didn't anticipate this situation. response:	I owe you some payback from earlier.
context: I'm Thunder, the gang leader of Sakimori Academy!\No way, this is the third floor!\It's all about guts!\Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here.\True enough.\I didn't anticipate this situation.\I owe you some payback from earlier. response:	But can you?
context: No way, this is the third floor!\It's all about guts!\Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here.\True enough.\I didn't anticipate this situation.\I owe you some payback from earlier.\But can you? response:	Quit trying to act so tough!
context: It's all about guts!\Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here.\True enough.\I didn't anticipate this situation.\I owe you some payback from earlier.\But can you?\Quit trying to act so tough! response:	Miss Rukino!
context: Never underestimate a man's fighting spirit!\If you're here, I take it that means there aren't any traps in here.\True enough.\I didn't anticipate this situation.\I owe you some payback from earlier.\But can you?\Quit trying to act so tough!\Miss Rukino! response:	I had no need to anticipate it.
context: If you're here, I take it that means there aren't any traps in here.\True enough.\I didn't anticipate this situation.\I owe you some payback from earlier.\But can you?\Quit trying to act so tough!\Miss Rukino!\I had no need to anticipate it. response:	End of story.
context: True enough.\I didn't anticipate this situation.\I owe you some payback from earlier.\But can you?\Quit trying to act so tough!\Miss Rukino!\I had no need to anticipate it.\End of story. response:	I don't understand girls at all.
context: I didn't anticipate this situation.\I owe you some payback from earlier.\But can you?\Quit trying to act so tough!\Miss Rukino!\I had no need to anticipate it.\End of story.\I don't understand girls at all. response:	Miss Rukino, you mean?
context: I owe you some payback from earlier.\But can you?\Quit trying to act so tough!\Miss Rukino!\I had no need to anticipate it.\End of story.\I don't understand girls at all.\Miss Rukino, you mean? response:	I can't believe she was suddenly so eager to help Shoko with the cooking...
context: But can you?\Quit trying to act so tough!\Miss Rukino!\I had no need to anticipate it.\End of story.\I don't understand girls at all.\Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking... response:	I think it was to thank her.
context: Quit trying to act so tough!\Miss Rukino!\I had no need to anticipate it.\End of story.\I don't understand girls at all.\Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her. response:	Thank her?
context: Miss Rukino!\I had no need to anticipate it.\End of story.\I don't understand girls at all.\Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her.\Thank her? response:	She's kind of a stickler for that.
context: I had no need to anticipate it.\End of story.\I don't understand girls at all.\Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her.\Thank her?\She's kind of a stickler for that. response:	I remember one other time...
context: End of story.\I don't understand girls at all.\Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her.\Thank her?\She's kind of a stickler for that.\I remember one other time... response:	Scissors!
context: I don't understand girls at all.\Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her.\Thank her?\She's kind of a stickler for that.\I remember one other time...\Scissors! response:	I'm taking another picture!
context: Miss Rukino, you mean?\I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her.\Thank her?\She's kind of a stickler for that.\I remember one other time...\Scissors!\I'm taking another picture! response:	Hey, they say that guy is single now!
context: I can't believe she was suddenly so eager to help Shoko with the cooking...\I think it was to thank her.\Thank her?\She's kind of a stickler for that.\I remember one other time...\Scissors!\I'm taking another picture!\Hey, they say that guy is single now! response:	Get in there and make your move!
context: I think it was to thank her.\Thank her?\She's kind of a stickler for that.\I remember one other time...\Scissors!\I'm taking another picture!\Hey, they say that guy is single now!\Get in there and make your move! response:	Here.
context: Thank her?\She's kind of a stickler for that.\I remember one other time...\Scissors!\I'm taking another picture!\Hey, they say that guy is single now!\Get in there and make your move!\Here. response:	For your knee.
context: She's kind of a stickler for that.\I remember one other time...\Scissors!\I'm taking another picture!\Hey, they say that guy is single now!\Get in there and make your move!\Here.\For your knee. response:	Thanks.
context: I remember one other time...\Scissors!\I'm taking another picture!\Hey, they say that guy is single now!\Get in there and make your move!\Here.\For your knee.\Thanks. response:	Don't mention it.
context: Scissors!\I'm taking another picture!\Hey, they say that guy is single now!\Get in there and make your move!\Here.\For your knee.\Thanks.\Don't mention it. response:	Someone who can thank people is a good person at heart.
context: I'm taking another picture!\Hey, they say that guy is single now!\Get in there and make your move!\Here.\For your knee.\Thanks.\Don't mention it.\Someone who can thank people is a good person at heart. response:	Just like when you became a Kamitsuki.
context: Hey, they say that guy is single now!\Get in there and make your move!\Here.\For your knee.\Thanks.\Don't mention it.\Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki. response:	Kamitsuki?
context: Get in there and make your move!\Here.\For your knee.\Thanks.\Don't mention it.\Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki.\Kamitsuki? response:	Oh, from the biting...
context: Here.\For your knee.\Thanks.\Don't mention it.\Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki.\Kamitsuki?\Oh, from the biting... response:	No, not like that. I meant...
context: For your knee.\Thanks.\Don't mention it.\Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki.\Kamitsuki?\Oh, from the biting...\No, not like that. I meant... response:	I think you've been touched by God.
context: Thanks.\Don't mention it.\Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki.\Kamitsuki?\Oh, from the biting...\No, not like that. I meant...\I think you've been touched by God. response:	By God?
context: Don't mention it.\Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki.\Kamitsuki?\Oh, from the biting...\No, not like that. I meant...\I think you've been touched by God.\By God? response:	Yes.
context: Someone who can thank people is a good person at heart.\Just like when you became a Kamitsuki.\Kamitsuki?\Oh, from the biting...\No, not like that. I meant...\I think you've been touched by God.\By God?\Yes. response:	You're indestructible, can possess people, and can pilot that amazing robot...
context: Just like when you became a Kamitsuki.\Kamitsuki?\Oh, from the biting...\No, not like that. I meant...\I think you've been touched by God.\By God?\Yes.\You're indestructible, can possess people, and can pilot that amazing robot... response:	I think only God could be behind that.
context: Kamitsuki?\Oh, from the biting...\No, not like that. I meant...\I think you've been touched by God.\By God?\Yes.\You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that. response:	Kamitsuki...
context: Oh, from the biting...\No, not like that. I meant...\I think you've been touched by God.\By God?\Yes.\You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that.\Kamitsuki... response:	Kamitsuki, huh?
context: No, not like that. I meant...\I think you've been touched by God.\By God?\Yes.\You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that.\Kamitsuki...\Kamitsuki, huh? response:	I like it. It's way better than monster.
context: I think you've been touched by God.\By God?\Yes.\You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that.\Kamitsuki...\Kamitsuki, huh?\I like it. It's way better than monster. response:	Citizens of New JIOR.
context: By God?\Yes.\You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that.\Kamitsuki...\Kamitsuki, huh?\I like it. It's way better than monster.\Citizens of New JIOR. response:	This country is now under the control of L-elf Karistein.
context: Yes.\You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that.\Kamitsuki...\Kamitsuki, huh?\I like it. It's way better than monster.\Citizens of New JIOR.\This country is now under the control of L-elf Karistein. response:	Tokishima Haruto, report to classroom 2-B immediately.
context: You're indestructible, can possess people, and can pilot that amazing robot...\I think only God could be behind that.\Kamitsuki...\Kamitsuki, huh?\I like it. It's way better than monster.\Citizens of New JIOR.\This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately. response:	What did he say?!
context: I think only God could be behind that.\Kamitsuki...\Kamitsuki, huh?\I like it. It's way better than monster.\Citizens of New JIOR.\This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately.\What did he say?! response:	I will have you operate your Valvrave as the core of our national defense force.
context: Kamitsuki...\Kamitsuki, huh?\I like it. It's way better than monster.\Citizens of New JIOR.\This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately.\What did he say?!\I will have you operate your Valvrave as the core of our national defense force. response:	That bastard!
context: Kamitsuki, huh?\I like it. It's way better than monster.\Citizens of New JIOR.\This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately.\What did he say?!\I will have you operate your Valvrave as the core of our national defense force.\That bastard! response:	I should've known better.
context: I like it. It's way better than monster.\Citizens of New JIOR.\This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately.\What did he say?!\I will have you operate your Valvrave as the core of our national defense force.\That bastard!\I should've known better. response:	I didn't expect him to go up against the entire school by himself.
context: Citizens of New JIOR.\This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately.\What did he say?!\I will have you operate your Valvrave as the core of our national defense force.\That bastard!\I should've known better.\I didn't expect him to go up against the entire school by himself. response:	That's far enough.
context: This country is now under the control of L-elf Karistein.\Tokishima Haruto, report to classroom 2-B immediately.\What did he say?!\I will have you operate your Valvrave as the core of our national defense force.\That bastard!\I should've known better.\I didn't expect him to go up against the entire school by himself.\That's far enough. response:	If I blow your brains out, I suspect that even you will die.
context: Tokishima Haruto, report to classroom 2-B immediately.\What did he say?!\I will have you operate your Valvrave as the core of our national defense force.\That bastard!\I should've known better.\I didn't expect him to go up against the entire school by himself.\That's far enough.\If I blow your brains out, I suspect that even you will die. response:	How...?!
context: What did he say?!\I will have you operate your Valvrave as the core of our national defense force.\That bastard!\I should've known better.\I didn't expect him to go up against the entire school by himself.\That's far enough.\If I blow your brains out, I suspect that even you will die.\How...?! response:	That was me from 15 minutes ago.
context: I will have you operate your Valvrave as the core of our national defense force.\That bastard!\I should've known better.\I didn't expect him to go up against the entire school by himself.\That's far enough.\If I blow your brains out, I suspect that even you will die.\How...?!\That was me from 15 minutes ago. response:	A recording, huh?
context: That bastard!\I should've known better.\I didn't expect him to go up against the entire school by himself.\That's far enough.\If I blow your brains out, I suspect that even you will die.\How...?!\That was me from 15 minutes ago.\A recording, huh? response:	If you're this gullible, you'll never be able to protect those precious to you.
context: I should've known better.\I didn't expect him to go up against the entire school by himself.\That's far enough.\If I blow your brains out, I suspect that even you will die.\How...?!\That was me from 15 minutes ago.\A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you. response:	Precious to me?
context: I didn't expect him to go up against the entire school by himself.\That's far enough.\If I blow your brains out, I suspect that even you will die.\How...?!\That was me from 15 minutes ago.\A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you.\Precious to me? response:	I recall telling you it was a phantasy.
context: That's far enough.\If I blow your brains out, I suspect that even you will die.\How...?!\That was me from 15 minutes ago.\A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you.\Precious to me?\I recall telling you it was a phantasy. response:	A world without conflict.
context: If I blow your brains out, I suspect that even you will die.\How...?!\That was me from 15 minutes ago.\A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you.\Precious to me?\I recall telling you it was a phantasy.\A world without conflict. response:	A-drei!
context: How...?!\That was me from 15 minutes ago.\A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you.\Precious to me?\I recall telling you it was a phantasy.\A world without conflict.\A-drei! response:	Even with one eye, I'd recognize you anywhere!
context: That was me from 15 minutes ago.\A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you.\Precious to me?\I recall telling you it was a phantasy.\A world without conflict.\A-drei!\Even with one eye, I'd recognize you anywhere! response:	So that's how it'll be?
context: A recording, huh?\If you're this gullible, you'll never be able to protect those precious to you.\Precious to me?\I recall telling you it was a phantasy.\A world without conflict.\A-drei!\Even with one eye, I'd recognize you anywhere!\So that's how it'll be? response:	I anticipated combat in here, as well.
context: If you're this gullible, you'll never be able to protect those precious to you.\Precious to me?\I recall telling you it was a phantasy.\A world without conflict.\A-drei!\Even with one eye, I'd recognize you anywhere!\So that's how it'll be?\I anticipated combat in here, as well. response:	Where is he?
context: Precious to me?\I recall telling you it was a phantasy.\A world without conflict.\A-drei!\Even with one eye, I'd recognize you anywhere!\So that's how it'll be?\I anticipated combat in here, as well.\Where is he? response:	Damn
context: I recall telling you it was a phantasy.\A world without conflict.\A-drei!\Even with one eye, I'd recognize you anywhere!\So that's how it'll be?\I anticipated combat in here, as well.\Where is he?\Damn response:	Don't move.
context: A world without conflict.\A-drei!\Even with one eye, I'd recognize you anywhere!\So that's how it'll be?\I anticipated combat in here, as well.\Where is he?\Damn\Don't move. response:	It's impossible for me to believe that you would turn traitor.
context: A-drei!\Even with one eye, I'd recognize you anywhere!\So that's how it'll be?\I anticipated combat in here, as well.\Where is he?\Damn\Don't move.\It's impossible for me to believe that you would turn traitor. response:	If you don't believe, what are you going to do?
context: Even with one eye, I'd recognize you anywhere!\So that's how it'll be?\I anticipated combat in here, as well.\Where is he?\Damn\Don't move.\It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do? response:	Forgive me? For shooting out your eye?
context: So that's how it'll be?\I anticipated combat in here, as well.\Where is he?\Damn\Don't move.\It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do?\Forgive me? For shooting out your eye? response:	I forgive you.
context: I anticipated combat in here, as well.\Where is he?\Damn\Don't move.\It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do?\Forgive me? For shooting out your eye?\I forgive you. response:	You are going to be my right hand man one day.
context: Where is he?\Damn\Don't move.\It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do?\Forgive me? For shooting out your eye?\I forgive you.\You are going to be my right hand man one day. response:	One eye is a small price to pay for the ultimate hand.
context: Damn\Don't move.\It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do?\Forgive me? For shooting out your eye?\I forgive you.\You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand. response:	I have no intention of becoming anyone's right hand.
context: Don't move.\It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do?\Forgive me? For shooting out your eye?\I forgive you.\You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand. response:	What?
context: It's impossible for me to believe that you would turn traitor.\If you don't believe, what are you going to do?\Forgive me? For shooting out your eye?\I forgive you.\You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand.\What? response:	I've found a right hand of my own.
context: If you don't believe, what are you going to do?\Forgive me? For shooting out your eye?\I forgive you.\You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand.\What?\I've found a right hand of my own. response:	Who?
context: Forgive me? For shooting out your eye?\I forgive you.\You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand.\What?\I've found a right hand of my own.\Who? response:	Set the school free...
context: I forgive you.\You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand.\What?\I've found a right hand of my own.\Who?\Set the school free... response:	Why are you alive?
context: You are going to be my right hand man one day.\One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand.\What?\I've found a right hand of my own.\Who?\Set the school free...\Why are you alive? response:	Stop this.
context: One eye is a small price to pay for the ultimate hand.\I have no intention of becoming anyone's right hand.\What?\I've found a right hand of my own.\Who?\Set the school free...\Why are you alive?\Stop this. response:	That's my line!
context: I have no intention of becoming anyone's right hand.\What?\I've found a right hand of my own.\Who?\Set the school free...\Why are you alive?\Stop this.\That's my line! response:	We're never going to be your soldiers!
context: What?\I've found a right hand of my own.\Who?\Set the school free...\Why are you alive?\Stop this.\That's my line!\We're never going to be your soldiers! response:	Put down your gun!
context: I've found a right hand of my own.\Who?\Set the school free...\Why are you alive?\Stop this.\That's my line!\We're never going to be your soldiers!\Put down your gun! response:	That is my right hand.
context: Who?\Set the school free...\Why are you alive?\Stop this.\That's my line!\We're never going to be your soldiers!\Put down your gun!\That is my right hand. response:	Set the school free...
context: Set the school free...\Why are you alive?\Stop this.\That's my line!\We're never going to be your soldiers!\Put down your gun!\That is my right hand.\Set the school free... response:	This country needs me.
context: Why are you alive?\Stop this.\That's my line!\We're never going to be your soldiers!\Put down your gun!\That is my right hand.\Set the school free...\This country needs me. response:	Come to your senses, L-elf!
context: Stop this.\That's my line!\We're never going to be your soldiers!\Put down your gun!\That is my right hand.\Set the school free...\This country needs me.\Come to your senses, L-elf! response:	Hey! Are you alive in here?!
context: That's my line!\We're never going to be your soldiers!\Put down your gun!\That is my right hand.\Set the school free...\This country needs me.\Come to your senses, L-elf!\Hey! Are you alive in here?! response:	Prof. Kibukawa, how did you
context: We're never going to be your soldiers!\Put down your gun!\That is my right hand.\Set the school free...\This country needs me.\Come to your senses, L-elf!\Hey! Are you alive in here?!\Prof. Kibukawa, how did you response:	I am a physics teacher, you know.
context: Put down your gun!\That is my right hand.\Set the school free...\This country needs me.\Come to your senses, L-elf!\Hey! Are you alive in here?!\Prof. Kibukawa, how did you\I am a physics teacher, you know. response:	I'll keep them safe...
context: That is my right hand.\Set the school free...\This country needs me.\Come to your senses, L-elf!\Hey! Are you alive in here?!\Prof. Kibukawa, how did you\I am a physics teacher, you know.\I'll keep them safe... response:	You, a fool who can't even calculate properly?
context: Set the school free...\This country needs me.\Come to your senses, L-elf!\Hey! Are you alive in here?!\Prof. Kibukawa, how did you\I am a physics teacher, you know.\I'll keep them safe...\You, a fool who can't even calculate properly? response:	L-elf! Come back to us!
context: This country needs me.\Come to your senses, L-elf!\Hey! Are you alive in here?!\Prof. Kibukawa, how did you\I am a physics teacher, you know.\I'll keep them safe...\You, a fool who can't even calculate properly?\L-elf! Come back to us! response:	How did that get in?!
context: Come to your senses, L-elf!\Hey! Are you alive in here?!\Prof. Kibukawa, how did you\I am a physics teacher, you know.\I'll keep them safe...\You, a fool who can't even calculate properly?\L-elf! Come back to us!\How did that get in?! response:	Q-vier! I've left the gate open!
context: Hey! Are you alive in here?!\Prof. Kibukawa, how did you\I am a physics teacher, you know.\I'll keep them safe...\You, a fool who can't even calculate properly?\L-elf! Come back to us!\How did that get in?!\Q-vier! I've left the gate open! response:	Capture him!
context: Prof. Kibukawa, how did you\I am a physics teacher, you know.\I'll keep them safe...\You, a fool who can't even calculate properly?\L-elf! Come back to us!\How did that get in?!\Q-vier! I've left the gate open!\Capture him! response:	That's too much trouble!
context: I am a physics teacher, you know.\I'll keep them safe...\You, a fool who can't even calculate properly?\L-elf! Come back to us!\How did that get in?!\Q-vier! I've left the gate open!\Capture him!\That's too much trouble! response:	I thought I told you to capture him, Q-vier!
context: I'll keep them safe...\You, a fool who can't even calculate properly?\L-elf! Come back to us!\How did that get in?!\Q-vier! I've left the gate open!\Capture him!\That's too much trouble!\I thought I told you to capture him, Q-vier! response:	You're such a sentimental softy, Highness!
context: You, a fool who can't even calculate properly?\L-elf! Come back to us!\How did that get in?!\Q-vier! I've left the gate open!\Capture him!\That's too much trouble!\I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness! response:	I'm gonna blow him to hell in my Carmilla!
context: L-elf! Come back to us!\How did that get in?!\Q-vier! I've left the gate open!\Capture him!\That's too much trouble!\I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla! response:	Oh, so that's where you are, huh?
context: How did that get in?!\Q-vier! I've left the gate open!\Capture him!\That's too much trouble!\I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh? response:	He's running, he's running!
context: Q-vier! I've left the gate open!\Capture him!\That's too much trouble!\I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh?\He's running, he's running! response:	The great L-elf is running!
context: Capture him!\That's too much trouble!\I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh?\He's running, he's running!\The great L-elf is running! response:	Stop it, Q-vier!
context: That's too much trouble!\I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh?\He's running, he's running!\The great L-elf is running!\Stop it, Q-vier! response:	Why? Traitors deserve to die!
context: I thought I told you to capture him, Q-vier!\You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh?\He's running, he's running!\The great L-elf is running!\Stop it, Q-vier!\Why? Traitors deserve to die! response:	If I don't, we're gonna get a nasty scolding.
context: You're such a sentimental softy, Highness!\I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh?\He's running, he's running!\The great L-elf is running!\Stop it, Q-vier!\Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding. response:	He's not a traitor!
context: I'm gonna blow him to hell in my Carmilla!\Oh, so that's where you are, huh?\He's running, he's running!\The great L-elf is running!\Stop it, Q-vier!\Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding.\He's not a traitor! response:	Your upbringing was noble to a fault.
context: Oh, so that's where you are, huh?\He's running, he's running!\The great L-elf is running!\Stop it, Q-vier!\Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding.\He's not a traitor!\Your upbringing was noble to a fault. response:	What the
context: He's running, he's running!\The great L-elf is running!\Stop it, Q-vier!\Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding.\He's not a traitor!\Your upbringing was noble to a fault.\What the response:	Skewers?!
context: The great L-elf is running!\Stop it, Q-vier!\Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding.\He's not a traitor!\Your upbringing was noble to a fault.\What the\Skewers?! response:	Come back some other time.
context: Stop it, Q-vier!\Why? Traitors deserve to die!\If I don't, we're gonna get a nasty scolding.\He's not a traitor!\Your upbringing was noble to a fault.\What the\Skewers?!\Come back some other time. response:	Kicked out the door, huh?
