context: Opening 1st Frame response:	Signs
context: Um...\Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though.\He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too.\We don't have a choice\but to trust you blindly. response:	Good luck.
context: Ah, he just has this habit of sniffing people at their first meeting, then laughing like that.\I wouldn't read much into it though.\He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too.\We don't have a choice\but to trust you blindly.\Good luck. response:	A courtroom?
context: I wouldn't read much into it though.\He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too.\We don't have a choice\but to trust you blindly.\Good luck.\A courtroom? response:	So I was being held under the courthouse?
context: He's skilled enough to become a major, after all.\Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too.\We don't have a choice\but to trust you blindly.\Good luck.\A courtroom?\So I was being held under the courthouse? response:	Move along!
context: Oh, we chatted all the time away. We're already here.\Well, I guess you're better off without an explanation too.\We don't have a choice\but to trust you blindly.\Good luck.\A courtroom?\So I was being held under the courthouse?\Move along! response:	Kneel down there.
context: Well, I guess you're better off without an explanation too.\We don't have a choice\but to trust you blindly.\Good luck.\A courtroom?\So I was being held under the courthouse?\Move along!\Kneel down there. response:	Why are these people here?
context: We don't have a choice\but to trust you blindly.\Good luck.\A courtroom?\So I was being held under the courthouse?\Move along!\Kneel down there.\Why are these people here? response:	What is this trial even about?
context: but to trust you blindly.\Good luck.\A courtroom?\So I was being held under the courthouse?\Move along!\Kneel down there.\Why are these people here?\What is this trial even about? response:	Guys!
context: Good luck.\A courtroom?\So I was being held under the courthouse?\Move along!\Kneel down there.\Why are these people here?\What is this trial even about?\Guys! response:	Now then, let us begin.
context: A courtroom?\So I was being held under the courthouse?\Move along!\Kneel down there.\Why are these people here?\What is this trial even about?\Guys!\Now then, let us begin. response:	You are Eren Jaeger, right?
context: So I was being held under the courthouse?\Move along!\Kneel down there.\Why are these people here?\What is this trial even about?\Guys!\Now then, let us begin.\You are Eren Jaeger, right? response:	You're a soldier who vowed to devote his life to the King.
context: Move along!\Kneel down there.\Why are these people here?\What is this trial even about?\Guys!\Now then, let us begin.\You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King. response:	Is that correct?
context: Kneel down there.\Why are these people here?\What is this trial even about?\Guys!\Now then, let us begin.\You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King.\Is that correct? response:	Yes, sir.
context: Why are these people here?\What is this trial even about?\Guys!\Now then, let us begin.\You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King.\Is that correct?\Yes, sir. response:	This is an exceptional case.
context: What is this trial even about?\Guys!\Now then, let us begin.\You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King.\Is that correct?\Yes, sir.\This is an exceptional case. response:	It is outside the bounds of common law, therefore we must convene a special court-martial.
context: Guys!\Now then, let us begin.\You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King.\Is that correct?\Yes, sir.\This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial. response:	The final decision will be handed down by me.
context: Now then, let us begin.\You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King.\Is that correct?\Yes, sir.\This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me. response:	We will deliberate upon whether you live or die as well.
context: You are Eren Jaeger, right?\You're a soldier who vowed to devote his life to the King.\Is that correct?\Yes, sir.\This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me.\We will deliberate upon whether you live or die as well. response:	I knew it.
context: You're a soldier who vowed to devote his life to the King.\Is that correct?\Yes, sir.\This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me.\We will deliberate upon whether you live or die as well.\I knew it. response:	Do you have any objections?
context: Is that correct?\Yes, sir.\This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me.\We will deliberate upon whether you live or die as well.\I knew it.\Do you have any objections? response:	None, sir.
context: Yes, sir.\This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me.\We will deliberate upon whether you live or die as well.\I knew it.\Do you have any objections?\None, sir. response:	I'm glad you're so cooperative.
context: This is an exceptional case.\It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me.\We will deliberate upon whether you live or die as well.\I knew it.\Do you have any objections?\None, sir.\I'm glad you're so cooperative. response:	Let me say this straightforwardly.
context: It is outside the bounds of common law, therefore we must convene a special court-martial.\The final decision will be handed down by me.\We will deliberate upon whether you live or die as well.\I knew it.\Do you have any objections?\None, sir.\I'm glad you're so cooperative.\Let me say this straightforwardly. response:	Concealing your existence has proven impossible.
context: The final decision will be handed down by me.\We will deliberate upon whether you live or die as well.\I knew it.\Do you have any objections?\None, sir.\I'm glad you're so cooperative.\Let me say this straightforwardly.\Concealing your existence has proven impossible. response:	Unless we publicize your existence in some way,
context: We will deliberate upon whether you live or die as well.\I knew it.\Do you have any objections?\None, sir.\I'm glad you're so cooperative.\Let me say this straightforwardly.\Concealing your existence has proven impossible.\Unless we publicize your existence in some way, response:	we will have to face another threat besides the Titans.
context: I knew it.\Do you have any objections?\None, sir.\I'm glad you're so cooperative.\Let me say this straightforwardly.\Concealing your existence has proven impossible.\Unless we publicize your existence in some way,\we will have to face another threat besides the Titans. response:	This court is tasked with deciding which force will take custody of you,
context: Do you have any objections?\None, sir.\I'm glad you're so cooperative.\Let me say this straightforwardly.\Concealing your existence has proven impossible.\Unless we publicize your existence in some way,\we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you, response:	the Military Police or the Recon Corps.
context: None, sir.\I'm glad you're so cooperative.\Let me say this straightforwardly.\Concealing your existence has proven impossible.\Unless we publicize your existence in some way,\we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps. response:	First, let us hear the proposition from the Police.
context: I'm glad you're so cooperative.\Let me say this straightforwardly.\Concealing your existence has proven impossible.\Unless we publicize your existence in some way,\we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps.\First, let us hear the proposition from the Police. response:	We will examine Eren's body thoroughly,
context: Let me say this straightforwardly.\Concealing your existence has proven impossible.\Unless we publicize your existence in some way,\we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps.\First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly, response:	then dispose of him as soon as possible.
context: Concealing your existence has proven impossible.\Unless we publicize your existence in some way,\we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps.\First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly,\then dispose of him as soon as possible. response:	It's a fact that his Titan power repelled the last attack.
context: Unless we publicize your existence in some way,\we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps.\First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly,\then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack. response:	However, his character induces disturbances that may even lead to a rebellion.
context: we will have to face another threat besides the Titans.\This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps.\First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly,\then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion. response:	Therefore he shall provide us with as much intelligence as possible,
context: This court is tasked with deciding which force will take custody of you,\the Military Police or the Recon Corps.\First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly,\then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible, response:	then he'll become a martyr for mankind.
context: the Military Police or the Recon Corps.\First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly,\then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind. response:	That isn't necessary.
context: First, let us hear the proposition from the Police.\We will examine Eren's body thoroughly,\then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind.\That isn't necessary. response:	He's a vermin that breached and infiltrated the sacred Walls of God.
context: We will examine Eren's body thoroughly,\then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind.\That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God. response:	He's from the Church of the Walls.
context: then dispose of him as soon as possible.\It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind.\That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls. response:	Five years ago no one even took them seriously.
context: It's a fact that his Titan power repelled the last attack.\However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind.\That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls.\Five years ago no one even took them seriously. response:	He should be killed here and now!
context: However, his character induces disturbances that may even lead to a rebellion.\Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind.\That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls.\Five years ago no one even took them seriously.\He should be killed here and now! response:	They've come a long way.
context: Therefore he shall provide us with as much intelligence as possible,\then he'll become a martyr for mankind.\That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls.\Five years ago no one even took them seriously.\He should be killed here and now!\They've come a long way. response:	Priest Nick, quiet, please.
context: then he'll become a martyr for mankind.\That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls.\Five years ago no one even took them seriously.\He should be killed here and now!\They've come a long way.\Priest Nick, quiet, please. response:	Next, let us hear the proposition from the Recon Corps.
context: That isn't necessary.\He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls.\Five years ago no one even took them seriously.\He should be killed here and now!\They've come a long way.\Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps. response:	Yes, sir.
context: He's a vermin that breached and infiltrated the sacred Walls of God.\He's from the Church of the Walls.\Five years ago no one even took them seriously.\He should be killed here and now!\They've come a long way.\Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps.\Yes, sir. response:	We will accept Eren as a formal member of the Recon Corps,
context: He's from the Church of the Walls.\Five years ago no one even took them seriously.\He should be killed here and now!\They've come a long way.\Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps.\Yes, sir.\We will accept Eren as a formal member of the Recon Corps, response:	and recapture Wall Maria by using his Titan power.
context: Five years ago no one even took them seriously.\He should be killed here and now!\They've come a long way.\Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps.\Yes, sir.\We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power. response:	That is all.
context: He should be killed here and now!\They've come a long way.\Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps.\Yes, sir.\We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power.\That is all. response:	Is that it?
context: They've come a long way.\Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps.\Yes, sir.\We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power.\That is all.\Is that it? response:	Yes. Using his abilities, we can retake Wall Maria.
context: Priest Nick, quiet, please.\Next, let us hear the proposition from the Recon Corps.\Yes, sir.\We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power.\That is all.\Is that it?\Yes. Using his abilities, we can retake Wall Maria. response:	I believe the priorities are clearly apparent.
context: Next, let us hear the proposition from the Recon Corps.\Yes, sir.\We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power.\That is all.\Is that it?\Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent. response:	I see.
context: Yes, sir.\We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power.\That is all.\Is that it?\Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent.\I see. response:	By the way, from where do you intend to launch that operation?
context: We will accept Eren as a formal member of the Recon Corps,\and recapture Wall Maria by using his Titan power.\That is all.\Is that it?\Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent.\I see.\By the way, from where do you intend to launch that operation? response:	Pixis, I believe the gate at Trost was sealed for good.
context: and recapture Wall Maria by using his Titan power.\That is all.\Is that it?\Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent.\I see.\By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good. response:	Yeah. It'll probably never be opened again.
context: That is all.\Is that it?\Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent.\I see.\By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again. response:	We would like to start from Calanes in the east.
context: Is that it?\Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent.\I see.\By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east. response:	We will approach Shiganshina on a new route.
context: Yes. Using his abilities, we can retake Wall Maria.\I believe the priorities are clearly apparent.\I see.\By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east.\We will approach Shiganshina on a new route. response:	Wait! Shouldn't we seal all the gates now?
context: I believe the priorities are clearly apparent.\I see.\By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east.\We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now? response:	The Colossal Titan can only destroy the gates!
context: I see.\By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east.\We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates! response:	If we fortify those areas, they won't be able to attack us again!
context: By the way, from where do you intend to launch that operation?\Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east.\We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again! response:	Shut up, you puppet of the traders' guild!
context: Pixis, I believe the gate at Trost was sealed for good.\Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east.\We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild! response:	Using that Titan strength, we can return to Wall Maria once again!
context: Yeah. It'll probably never be opened again.\We would like to start from Calanes in the east.\We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again! response:	We're fed up with you playing hero all the time!
context: We would like to start from Calanes in the east.\We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time! response:	You talk a lot, pig.
context: We will approach Shiganshina on a new route.\Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time!\You talk a lot, pig. response:	Who says the Titans will wait until you can lock up all the gates?
context: Wait! Shouldn't we seal all the gates now?\The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time!\You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates? response:	When you say we, are you referring to your little friends who you plan to get fat with?
context: The Colossal Titan can only destroy the gates!\If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time!\You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with? response:	Can't you even see that people are starving because we don't have enough land?
context: If we fortify those areas, they won't be able to attack us again!\Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time!\You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land? response:	We're only suggesting that if we sealed the gates, we'd be saf
context: Shut up, you puppet of the traders' guild!\Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time!\You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf response:	Enough of your insolence!
context: Using that Titan strength, we can return to Wall Maria once again!\We're fed up with you playing hero all the time!\You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence! response:	How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!
context: We're fed up with you playing hero all the time!\You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?! response:	You look upon the greatness of the Walls, which transcends human understanding,
context: You talk a lot, pig.\Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding, response:	and you still can't see?!
context: Who says the Titans will wait until you can lock up all the gates?\When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?! response:	It was their fault that it took so long to fortify the defenses of the Walls...
context: When you say we, are you referring to your little friends who you plan to get fat with?\Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls... response:	They have the money and the power.
context: Can't you even see that people are starving because we don't have enough land?\We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power. response:	You speak blasphemy!
context: We're only suggesting that if we sealed the gates, we'd be saf\Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power.\You speak blasphemy! response:	This is no place for a priest to speak!
context: Enough of your insolence!\How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power.\You speak blasphemy!\This is no place for a priest to speak! response:	What?!
context: How dare you even suggest doing such a thing to the sacred Wall Rose, given unto us by God?!\You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power.\You speak blasphemy!\This is no place for a priest to speak!\What?! response:	Silence.
context: You look upon the greatness of the Walls, which transcends human understanding,\and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power.\You speak blasphemy!\This is no place for a priest to speak!\What?!\Silence. response:	Argue about your individual beliefs and opinions somewhere else.
context: and you still can't see?!\It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power.\You speak blasphemy!\This is no place for a priest to speak!\What?!\Silence.\Argue about your individual beliefs and opinions somewhere else. response:	Can you keep fighting for the sake of mankind as a soldier,
context: It was their fault that it took so long to fortify the defenses of the Walls...\They have the money and the power.\You speak blasphemy!\This is no place for a priest to speak!\What?!\Silence.\Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier, response:	and also use your Titan power for the same goal?
context: They have the money and the power.\You speak blasphemy!\This is no place for a priest to speak!\What?!\Silence.\Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal? response:	Yes! I can.
context: You speak blasphemy!\This is no place for a priest to speak!\What?!\Silence.\Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal?\Yes! I can. response:	Oh?
context: This is no place for a priest to speak!\What?!\Silence.\Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal?\Yes! I can.\Oh? response:	He swung his fist at Mikasa Ackerman right after becoming a Titan.
context: What?!\Silence.\Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal?\Yes! I can.\Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan. response:	He doesn't remember that he lost control?
context: Silence.\Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal?\Yes! I can.\Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control? response:	You want me to lie in a report?
context: Argue about your individual beliefs and opinions somewhere else.\Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal?\Yes! I can.\Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control?\You want me to lie in a report? response:	Mankind gains nothing from hiding such a fact.
context: Can you keep fighting for the sake of mankind as a soldier,\and also use your Titan power for the same goal?\Yes! I can.\Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control?\You want me to lie in a report?\Mankind gains nothing from hiding such a fact. response:	Is Mikasa Ackerman here?
context: and also use your Titan power for the same goal?\Yes! I can.\Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control?\You want me to lie in a report?\Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here? response:	Yes. I am.
context: Yes! I can.\Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control?\You want me to lie in a report?\Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here?\Yes. I am. response:	You, huh?
context: Oh?\He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control?\You want me to lie in a report?\Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here?\Yes. I am.\You, huh? response:	Is it true that after he transformed, Jaeger attacked you?
context: He swung his fist at Mikasa Ackerman right after becoming a Titan.\He doesn't remember that he lost control?\You want me to lie in a report?\Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here?\Yes. I am.\You, huh?\Is it true that after he transformed, Jaeger attacked you? response:	You must tell the truth. For Eren's sake.
context: He doesn't remember that he lost control?\You want me to lie in a report?\Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here?\Yes. I am.\You, huh?\Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake. response:	Yes, it is true.
context: You want me to lie in a report?\Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here?\Yes. I am.\You, huh?\Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake.\Yes, it is true. response:	Titans are Titans after all!
context: Mankind gains nothing from hiding such a fact.\Is Mikasa Ackerman here?\Yes. I am.\You, huh?\Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake.\Yes, it is true.\Titans are Titans after all! response:	I tried to kill Mikasa?!
context: Is Mikasa Ackerman here?\Yes. I am.\You, huh?\Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake.\Yes, it is true.\Titans are Titans after all!\I tried to kill Mikasa?! response:	I did?
context: Yes. I am.\You, huh?\Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake.\Yes, it is true.\Titans are Titans after all!\I tried to kill Mikasa?!\I did? response:	But before that, he also saved my life twice while in Titan form.
context: You, huh?\Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake.\Yes, it is true.\Titans are Titans after all!\I tried to kill Mikasa?!\I did?\But before that, he also saved my life twice while in Titan form. response:	The first time,
context: Is it true that after he transformed, Jaeger attacked you?\You must tell the truth. For Eren's sake.\Yes, it is true.\Titans are Titans after all!\I tried to kill Mikasa?!\I did?\But before that, he also saved my life twice while in Titan form.\The first time, response:	when I was about to fall prey to a Titan,
context: You must tell the truth. For Eren's sake.\Yes, it is true.\Titans are Titans after all!\I tried to kill Mikasa?!\I did?\But before that, he also saved my life twice while in Titan form.\The first time,\when I was about to fall prey to a Titan, response:	he fought them off and defended me.
context: Yes, it is true.\Titans are Titans after all!\I tried to kill Mikasa?!\I did?\But before that, he also saved my life twice while in Titan form.\The first time,\when I was about to fall prey to a Titan,\he fought them off and defended me. response:	The second time,
context: Titans are Titans after all!\I tried to kill Mikasa?!\I did?\But before that, he also saved my life twice while in Titan form.\The first time,\when I was about to fall prey to a Titan,\he fought them off and defended me.\The second time, response:	he protected me and Armin from cannon fire.
context: I tried to kill Mikasa?!\I did?\But before that, he also saved my life twice while in Titan form.\The first time,\when I was about to fall prey to a Titan,\he fought them off and defended me.\The second time,\he protected me and Armin from cannon fire. response:	I entreat you to consider these facts as well.
context: I did?\But before that, he also saved my life twice while in Titan form.\The first time,\when I was about to fall prey to a Titan,\he fought them off and defended me.\The second time,\he protected me and Armin from cannon fire.\I entreat you to consider these facts as well. response:	Wait a moment.
context: But before that, he also saved my life twice while in Titan form.\The first time,\when I was about to fall prey to a Titan,\he fought them off and defended me.\The second time,\he protected me and Armin from cannon fire.\I entreat you to consider these facts as well.\Wait a moment. response:	I believe this testimony is too emotionally-biased to be accepted in court.
context: The first time,\when I was about to fall prey to a Titan,\he fought them off and defended me.\The second time,\he protected me and Armin from cannon fire.\I entreat you to consider these facts as well.\Wait a moment.\I believe this testimony is too emotionally-biased to be accepted in court. response:	Mikasa Ackerman lost her parents at a young age, and she was taken in by Jaeger's family.
