context: Who was it? response:	Who shot him?
context: I'm carrying an injured person!\Don't shoot, okay?\She was bitten by a devil and lost a lot of blood. Take care of her.\Uh, yes, sir!\Are you alright? Can you hear me?\Get the stretcher!\Armed Officers Instigate Devil Hunting Incident\Tsukasa? response:	Freeze!
context: Don't shoot, okay?\She was bitten by a devil and lost a lot of blood. Take care of her.\Uh, yes, sir!\Are you alright? Can you hear me?\Get the stretcher!\Armed Officers Instigate Devil Hunting Incident\Tsukasa?\Freeze! response:	Down on your knees, slowly!
context: She was bitten by a devil and lost a lot of blood. Take care of her.\Uh, yes, sir!\Are you alright? Can you hear me?\Get the stretcher!\Armed Officers Instigate Devil Hunting Incident\Tsukasa?\Freeze!\Down on your knees, slowly! response:	Don't try to resist!
context: Uh, yes, sir!\Are you alright? Can you hear me?\Get the stretcher!\Armed Officers Instigate Devil Hunting Incident\Tsukasa?\Freeze!\Down on your knees, slowly!\Don't try to resist! response:	His eyes are red!
context: Are you alright? Can you hear me?\Get the stretcher!\Armed Officers Instigate Devil Hunting Incident\Tsukasa?\Freeze!\Down on your knees, slowly!\Don't try to resist!\His eyes are red! response:	Be careful!
context: Get the stretcher!\Armed Officers Instigate Devil Hunting Incident\Tsukasa?\Freeze!\Down on your knees, slowly!\Don't try to resist!\His eyes are red!\Be careful! response:	What are you going to do with me?
context: Armed Officers Instigate Devil Hunting Incident\Tsukasa?\Freeze!\Down on your knees, slowly!\Don't try to resist!\His eyes are red!\Be careful!\What are you going to do with me? response:	Arrest you for everyone's safety!
context: Tsukasa?\Freeze!\Down on your knees, slowly!\Don't try to resist!\His eyes are red!\Be careful!\What are you going to do with me?\Arrest you for everyone's safety! response:	I think you're pointing your guns at the wrong guy.
context: Freeze!\Down on your knees, slowly!\Don't try to resist!\His eyes are red!\Be careful!\What are you going to do with me?\Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy. response:	We need a stretcher on the roof.
context: Down on your knees, slowly!\Don't try to resist!\His eyes are red!\Be careful!\What are you going to do with me?\Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof. response:	We have one devil, male. He's been tranquilized.
context: Don't try to resist!\His eyes are red!\Be careful!\What are you going to do with me?\Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof.\We have one devil, male. He's been tranquilized. response:	He has...
context: His eyes are red!\Be careful!\What are you going to do with me?\Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof.\We have one devil, male. He's been tranquilized.\He has... response:	I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.
context: Be careful!\What are you going to do with me?\Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof.\We have one devil, male. He's been tranquilized.\He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils. response:	We don't have any details yet, but they've called in the riot police,
context: What are you going to do with me?\Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof.\We have one devil, male. He's been tranquilized.\He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police, response:	Kill the devils! and I understand they've found multiple bodies.
context: Arrest you for everyone's safety!\I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof.\We have one devil, male. He's been tranquilized.\He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies. response:	Exterminate the pests! and I understand they've found multiple bodies.
context: I think you're pointing your guns at the wrong guy.\We need a stretcher on the roof.\We have one devil, male. He's been tranquilized.\He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies. response:	I'm calling on the F Squad private channel.
context: We need a stretcher on the roof.\We have one devil, male. He's been tranquilized.\He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel. response:	Section 11 wants to hear from your leader, Ishimaru.
context: We have one devil, male. He's been tranquilized.\He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru. response:	That voice!
context: He has...\I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru.\That voice! response:	It's Makimura.
context: I'm here in a quiet residential neighborhood where there seems to be an incident involving devils.\We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru.\That voice!\It's Makimura. response:	It's possible that central government offices,
context: We don't have any details yet, but they've called in the riot police,\Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru.\That voice!\It's Makimura.\It's possible that central government offices, response:	starting with the Ministry of Health, Labor, and Welfare,
context: Kill the devils! and I understand they've found multiple bodies.\Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru.\That voice!\It's Makimura.\It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare, response:	were involved with the formation of the CCC.
context: Exterminate the pests! and I understand they've found multiple bodies.\I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru.\That voice!\It's Makimura.\It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC. response:	You need to redirect the focus of your investigation.
context: I'm calling on the F Squad private channel.\Section 11 wants to hear from your leader, Ishimaru.\That voice!\It's Makimura.\It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC.\You need to redirect the focus of your investigation. response:	One more thing.
context: Section 11 wants to hear from your leader, Ishimaru.\That voice!\It's Makimura.\It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC.\You need to redirect the focus of your investigation.\One more thing. response:	There are signs that Kikuhara was attempting to trade out members before this incident.
context: That voice!\It's Makimura.\It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC.\You need to redirect the focus of your investigation.\One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident. response:	The old members may be pushed out of the organization.
context: It's Makimura.\It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC.\You need to redirect the focus of your investigation.\One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization. response:	They are vital witnesses in this case.
context: It's possible that central government offices,\starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC.\You need to redirect the focus of your investigation.\One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization.\They are vital witnesses in this case. response:	Do not let them get killed.
context: starting with the Ministry of Health, Labor, and Welfare,\were involved with the formation of the CCC.\You need to redirect the focus of your investigation.\One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization.\They are vital witnesses in this case.\Do not let them get killed. response:	Can't get down?
context: were involved with the formation of the CCC.\You need to redirect the focus of your investigation.\One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization.\They are vital witnesses in this case.\Do not let them get killed.\Can't get down? response:	Jump.
context: You need to redirect the focus of your investigation.\One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization.\They are vital witnesses in this case.\Do not let them get killed.\Can't get down?\Jump. response:	I'll catch you.
context: One more thing.\There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization.\They are vital witnesses in this case.\Do not let them get killed.\Can't get down?\Jump.\I'll catch you. response:	I'm looking for a mass murderer named Tamaki Anzai.
context: There are signs that Kikuhara was attempting to trade out members before this incident.\The old members may be pushed out of the organization.\They are vital witnesses in this case.\Do not let them get killed.\Can't get down?\Jump.\I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai. response:	He killed a lot of people.
context: The old members may be pushed out of the organization.\They are vital witnesses in this case.\Do not let them get killed.\Can't get down?\Jump.\I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people. response:	He's your...
context: They are vital witnesses in this case.\Do not let them get killed.\Can't get down?\Jump.\I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people.\He's your... response:	your genitor.
context: Do not let them get killed.\Can't get down?\Jump.\I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people.\He's your...\your genitor. response:	Geni...tor?
context: Can't get down?\Jump.\I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people.\He's your...\your genitor.\Geni...tor? response:	He was sentenced to death,
context: Jump.\I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people.\He's your...\your genitor.\Geni...tor?\He was sentenced to death, response:	but for some reason, he was secretly released from jail,
context: I'll catch you.\I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people.\He's your...\your genitor.\Geni...tor?\He was sentenced to death,\but for some reason, he was secretly released from jail, response:	and brought here instead.
context: I'm looking for a mass murderer named Tamaki Anzai.\He killed a lot of people.\He's your...\your genitor.\Geni...tor?\He was sentenced to death,\but for some reason, he was secretly released from jail,\and brought here instead. response:	I don't like it here. Let's go back.
context: He killed a lot of people.\He's your...\your genitor.\Geni...tor?\He was sentenced to death,\but for some reason, he was secretly released from jail,\and brought here instead.\I don't like it here. Let's go back. response:	In a sense...
context: He's your...\your genitor.\Geni...tor?\He was sentenced to death,\but for some reason, he was secretly released from jail,\and brought here instead.\I don't like it here. Let's go back.\In a sense... response:	these are a type of the darkness that lurks inside all human beings.
context: your genitor.\Geni...tor?\He was sentenced to death,\but for some reason, he was secretly released from jail,\and brought here instead.\I don't like it here. Let's go back.\In a sense...\these are a type of the darkness that lurks inside all human beings. response:	Everyone here is a devil.
context: Geni...tor?\He was sentenced to death,\but for some reason, he was secretly released from jail,\and brought here instead.\I don't like it here. Let's go back.\In a sense...\these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil. response:	Just like you and me.
context: He was sentenced to death,\but for some reason, he was secretly released from jail,\and brought here instead.\I don't like it here. Let's go back.\In a sense...\these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil.\Just like you and me. response:	This monster killed 15 people... a devil in the truest sense of the word.
context: but for some reason, he was secretly released from jail,\and brought here instead.\I don't like it here. Let's go back.\In a sense...\these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil.\Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word. response:	Tamaki Anzai.
context: and brought here instead.\I don't like it here. Let's go back.\In a sense...\these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil.\Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai. response:	Your father.
context: I don't like it here. Let's go back.\In a sense...\these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil.\Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai.\Your father. response:	Devil...
context: In a sense...\these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil.\Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai.\Your father.\Devil... response:	Father...
context: these are a type of the darkness that lurks inside all human beings.\Everyone here is a devil.\Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai.\Your father.\Devil...\Father... response:	Murderer...
context: Everyone here is a devil.\Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai.\Your father.\Devil...\Father...\Murderer... response:	Hey, none of that! You have to lie down.
context: Just like you and me.\This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai.\Your father.\Devil...\Father...\Murderer...\Hey, none of that! You have to lie down. response:	I'm your attending physician, Feng.
context: This monster killed 15 people... a devil in the truest sense of the word.\Tamaki Anzai.\Your father.\Devil...\Father...\Murderer...\Hey, none of that! You have to lie down.\I'm your attending physician, Feng. response:	How are you feeling?
context: Tamaki Anzai.\Your father.\Devil...\Father...\Murderer...\Hey, none of that! You have to lie down.\I'm your attending physician, Feng.\How are you feeling? response:	The hospital?
context: Your father.\Devil...\Father...\Murderer...\Hey, none of that! You have to lie down.\I'm your attending physician, Feng.\How are you feeling?\The hospital? response:	That's right. Shirase Hospital Basement 2.
context: Devil...\Father...\Murderer...\Hey, none of that! You have to lie down.\I'm your attending physician, Feng.\How are you feeling?\The hospital?\That's right. Shirase Hospital Basement 2. response:	The special wing for treating devils.
context: Father...\Murderer...\Hey, none of that! You have to lie down.\I'm your attending physician, Feng.\How are you feeling?\The hospital?\That's right. Shirase Hospital Basement 2.\The special wing for treating devils. response:	Your wounds have closed up, but you lost a lot of blood, so you still need to...
context: Murderer...\Hey, none of that! You have to lie down.\I'm your attending physician, Feng.\How are you feeling?\The hospital?\That's right. Shirase Hospital Basement 2.\The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to... response:	Th-they didn't bring her with me?
context: Hey, none of that! You have to lie down.\I'm your attending physician, Feng.\How are you feeling?\The hospital?\That's right. Shirase Hospital Basement 2.\The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me? response:	A woman with short hair...
context: I'm your attending physician, Feng.\How are you feeling?\The hospital?\That's right. Shirase Hospital Basement 2.\The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me?\A woman with short hair... response:	You mean Tsukasa Taira?
context: How are you feeling?\The hospital?\That's right. Shirase Hospital Basement 2.\The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me?\A woman with short hair...\You mean Tsukasa Taira? response:	She's here. They admitted her to the third floor.
context: The hospital?\That's right. Shirase Hospital Basement 2.\The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me?\A woman with short hair...\You mean Tsukasa Taira?\She's here. They admitted her to the third floor. response:	Don't worry; her injuries weren't fatal.
context: That's right. Shirase Hospital Basement 2.\The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me?\A woman with short hair...\You mean Tsukasa Taira?\She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal. response:	Really?
context: The special wing for treating devils.\Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me?\A woman with short hair...\You mean Tsukasa Taira?\She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal.\Really? response:	Well...
context: Your wounds have closed up, but you lost a lot of blood, so you still need to...\Th-they didn't bring her with me?\A woman with short hair...\You mean Tsukasa Taira?\She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal.\Really?\Well... response:	Her left arm was broken, with lacerations and deep bite marks, but it's been treated.
context: Th-they didn't bring her with me?\A woman with short hair...\You mean Tsukasa Taira?\She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal.\Really?\Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated. response:	She lost consciousness, but she's in stable condition now.
context: A woman with short hair...\You mean Tsukasa Taira?\She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal.\Really?\Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now. response:	I understand she forced you to bite her own arm.
context: You mean Tsukasa Taira?\She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal.\Really?\Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm. response:	I was finally...
context: She's here. They admitted her to the third floor.\Don't worry; her injuries weren't fatal.\Really?\Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm.\I was finally... response:	starting to control myself.
context: Don't worry; her injuries weren't fatal.\Really?\Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm.\I was finally...\starting to control myself. response:	I thought... there was a light at the end of the tunnel...
context: Really?\Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm.\I was finally...\starting to control myself.\I thought... there was a light at the end of the tunnel... response:	Just remember this.
context: Well...\Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm.\I was finally...\starting to control myself.\I thought... there was a light at the end of the tunnel...\Just remember this. response:	There was no time to wait for medical help.
context: Her left arm was broken, with lacerations and deep bite marks, but it's been treated.\She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm.\I was finally...\starting to control myself.\I thought... there was a light at the end of the tunnel...\Just remember this.\There was no time to wait for medical help. response:	If she hadn't closed up that wound then and there...
context: She lost consciousness, but she's in stable condition now.\I understand she forced you to bite her own arm.\I was finally...\starting to control myself.\I thought... there was a light at the end of the tunnel...\Just remember this.\There was no time to wait for medical help.\If she hadn't closed up that wound then and there... response:	If she hadn't been there for you, you would be dead. Period.
context: I understand she forced you to bite her own arm.\I was finally...\starting to control myself.\I thought... there was a light at the end of the tunnel...\Just remember this.\There was no time to wait for medical help.\If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period. response:	She made a call.
context: I was finally...\starting to control myself.\I thought... there was a light at the end of the tunnel...\Just remember this.\There was no time to wait for medical help.\If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period.\She made a call. response:	And it was the right one.
context: starting to control myself.\I thought... there was a light at the end of the tunnel...\Just remember this.\There was no time to wait for medical help.\If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period.\She made a call.\And it was the right one. response:	Yesterday, someone attacked Naoya Ushio.
context: I thought... there was a light at the end of the tunnel...\Just remember this.\There was no time to wait for medical help.\If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period.\She made a call.\And it was the right one.\Yesterday, someone attacked Naoya Ushio. response:	But he escaped with no serious injuries.
context: Just remember this.\There was no time to wait for medical help.\If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period.\She made a call.\And it was the right one.\Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries. response:	And this morning in the detention center, Kohei Nakamura,
context: There was no time to wait for medical help.\If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period.\She made a call.\And it was the right one.\Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura, response:	also known as Zero Four, stole a gun from a guard.
context: If she hadn't closed up that wound then and there...\If she hadn't been there for you, you would be dead. Period.\She made a call.\And it was the right one.\Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard. response:	He was killed in the ensuing gunfight.
context: If she hadn't been there for you, you would be dead. Period.\She made a call.\And it was the right one.\Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight. response:	I understand Kikuhara visited him yesterday.
context: She made a call.\And it was the right one.\Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday. response:	Kikuhara?
context: And it was the right one.\Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday.\Kikuhara? response:	At the very least, we need to immobilize Kikuhara.
context: Yesterday, someone attacked Naoya Ushio.\But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday.\Kikuhara?\At the very least, we need to immobilize Kikuhara. response:	I'll put a guard on him.
context: But he escaped with no serious injuries.\And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday.\Kikuhara?\At the very least, we need to immobilize Kikuhara.\I'll put a guard on him. response:	But if Makimura is right, and there are multiple government agencies pulling the strings,
context: And this morning in the detention center, Kohei Nakamura,\also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday.\Kikuhara?\At the very least, we need to immobilize Kikuhara.\I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings, response:	then restraining Kikuhara won't stop the murders.
context: also known as Zero Four, stole a gun from a guard.\He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday.\Kikuhara?\At the very least, we need to immobilize Kikuhara.\I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders. response:	Don't worry about the rest.
context: He was killed in the ensuing gunfight.\I understand Kikuhara visited him yesterday.\Kikuhara?\At the very least, we need to immobilize Kikuhara.\I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders.\Don't worry about the rest. response:	As of today, F Squad is dissolved.
context: I understand Kikuhara visited him yesterday.\Kikuhara?\At the very least, we need to immobilize Kikuhara.\I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders.\Don't worry about the rest.\As of today, F Squad is dissolved. response:	Would you please reconsider Anzai's punishment?
context: Kikuhara?\At the very least, we need to immobilize Kikuhara.\I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders.\Don't worry about the rest.\As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment? response:	Officer Anzai saved my life and Ishimaru's.
context: At the very least, we need to immobilize Kikuhara.\I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders.\Don't worry about the rest.\As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's. response:	We did take that into account.
context: I'll put a guard on him.\But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders.\Don't worry about the rest.\As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's.\We did take that into account. response:	I'm guessing F Squad is done?
context: But if Makimura is right, and there are multiple government agencies pulling the strings,\then restraining Kikuhara won't stop the murders.\Don't worry about the rest.\As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's.\We did take that into account.\I'm guessing F Squad is done? response:	That's a good guess.
context: then restraining Kikuhara won't stop the murders.\Don't worry about the rest.\As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's.\We did take that into account.\I'm guessing F Squad is done?\That's a good guess. response:	I could tell from the look on Sawazaki's face.
context: Don't worry about the rest.\As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's.\We did take that into account.\I'm guessing F Squad is done?\That's a good guess.\I could tell from the look on Sawazaki's face. response:	What? I'm impressed.
context: As of today, F Squad is dissolved.\Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's.\We did take that into account.\I'm guessing F Squad is done?\That's a good guess.\I could tell from the look on Sawazaki's face.\What? I'm impressed. response:	Sawazaki's face has always looks exactly the same to me.
context: Would you please reconsider Anzai's punishment?\Officer Anzai saved my life and Ishimaru's.\We did take that into account.\I'm guessing F Squad is done?\That's a good guess.\I could tell from the look on Sawazaki's face.\What? I'm impressed.\Sawazaki's face has always looks exactly the same to me. response:	I've known him a lot longer.
context: Officer Anzai saved my life and Ishimaru's.\We did take that into account.\I'm guessing F Squad is done?\That's a good guess.\I could tell from the look on Sawazaki's face.\What? I'm impressed.\Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer. response:	Anyway, we've all been suspended for 20 days.
context: We did take that into account.\I'm guessing F Squad is done?\That's a good guess.\I could tell from the look on Sawazaki's face.\What? I'm impressed.\Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer.\Anyway, we've all been suspended for 20 days. response:	And Ishimaru and I are taking pay cuts.
context: I'm guessing F Squad is done?\That's a good guess.\I could tell from the look on Sawazaki's face.\What? I'm impressed.\Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer.\Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts. response:	F Squad will be dissolved,
context: That's a good guess.\I could tell from the look on Sawazaki's face.\What? I'm impressed.\Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer.\Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts.\F Squad will be dissolved, response:	and the remaining squads will divide its jurisdiction.
context: I could tell from the look on Sawazaki's face.\What? I'm impressed.\Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer.\Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts.\F Squad will be dissolved,\and the remaining squads will divide its jurisdiction. response:	I'm going back to Public Security General Affairs.
context: What? I'm impressed.\Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer.\Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts.\F Squad will be dissolved,\and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs. response:	You, Asami, will be returning to Division 1.
context: Sawazaki's face has always looks exactly the same to me.\I've known him a lot longer.\Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts.\F Squad will be dissolved,\and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1. response:	And Sawazaki will be transferred to Division 5, Section 1.
context: I've known him a lot longer.\Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts.\F Squad will be dissolved,\and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1. response:	Tied to a desk...
context: Anyway, we've all been suspended for 20 days.\And Ishimaru and I are taking pay cuts.\F Squad will be dissolved,\and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk... response:	Miss Lloyd will be transferred to Y Squad.
context: And Ishimaru and I are taking pay cuts.\F Squad will be dissolved,\and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk...\Miss Lloyd will be transferred to Y Squad. response:	And Dr. Yanagi will go back to the hospital we got him from.
context: F Squad will be dissolved,\and the remaining squads will divide its jurisdiction.\I'm going back to Public Security General Affairs.\You, Asami, will be returning to Division 1.\And Sawazaki will be transferred to Division 5, Section 1.\Tied to a desk...\Miss Lloyd will be transferred to Y Squad.\And Dr. Yanagi will go back to the hospital we got him from. response:	I'll miss you all, but this is goodbye.
