context: Catch your breath. response:	East, huh?
context: What's going on?\So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area,\and has spoken to the People of the Land there.\That's my boy.\Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers. response:	That's fine, but...
context: So this is where the training camp will be held, my lord?\The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area,\and has spoken to the People of the Land there.\That's my boy.\Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but... response:	Now all I need is sunscreen!
context: The town of Choushi, in the Zantleaf region.\Karashin has already gone and looked at the area,\and has spoken to the People of the Land there.\That's my boy.\Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but...\Now all I need is sunscreen! response:	It's too early for that.
context: Karashin has already gone and looked at the area,\and has spoken to the People of the Land there.\That's my boy.\Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but...\Now all I need is sunscreen!\It's too early for that. response:	The camp is next month, Marie...
context: and has spoken to the People of the Land there.\That's my boy.\Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but...\Now all I need is sunscreen!\It's too early for that.\The camp is next month, Marie... response:	I have a summer dress for you, Akatsuki!
context: That's my boy.\Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but...\Now all I need is sunscreen!\It's too early for that.\The camp is next month, Marie...\I have a summer dress for you, Akatsuki! response:	No!
context: Shouryuu, of our guild,\and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but...\Now all I need is sunscreen!\It's too early for that.\The camp is next month, Marie...\I have a summer dress for you, Akatsuki!\No! response:	Everyone's getting overexcited.
context: and Rezarick, from the Black Swords, will be participating as trainers.\That's fine, but...\Now all I need is sunscreen!\It's too early for that.\The camp is next month, Marie...\I have a summer dress for you, Akatsuki!\No!\Everyone's getting overexcited. response:	Come on, try it on!
context: That's fine, but...\Now all I need is sunscreen!\It's too early for that.\The camp is next month, Marie...\I have a summer dress for you, Akatsuki!\No!\Everyone's getting overexcited.\Come on, try it on! response:	No!
context: Now all I need is sunscreen!\It's too early for that.\The camp is next month, Marie...\I have a summer dress for you, Akatsuki!\No!\Everyone's getting overexcited.\Come on, try it on!\No! response:	Did you find sunscreen?
context: It's too early for that.\The camp is next month, Marie...\I have a summer dress for you, Akatsuki!\No!\Everyone's getting overexcited.\Come on, try it on!\No!\Did you find sunscreen? response:	No, there are weird people outside town.
context: The camp is next month, Marie...\I have a summer dress for you, Akatsuki!\No!\Everyone's getting overexcited.\Come on, try it on!\No!\Did you find sunscreen?\No, there are weird people outside town. response:	What's going on?
context: I have a summer dress for you, Akatsuki!\No!\Everyone's getting overexcited.\Come on, try it on!\No!\Did you find sunscreen?\No, there are weird people outside town.\What's going on? response:	Was there an event like this?
context: No!\Everyone's getting overexcited.\Come on, try it on!\No!\Did you find sunscreen?\No, there are weird people outside town.\What's going on?\Was there an event like this? response:	Not that I remember.
context: Everyone's getting overexcited.\Come on, try it on!\No!\Did you find sunscreen?\No, there are weird people outside town.\What's going on?\Was there an event like this?\Not that I remember. response:	That's it.
context: Come on, try it on!\No!\Did you find sunscreen?\No, there are weird people outside town.\What's going on?\Was there an event like this?\Not that I remember.\That's it. response:	Hmm...
context: No!\Did you find sunscreen?\No, there are weird people outside town.\What's going on?\Was there an event like this?\Not that I remember.\That's it.\Hmm... response:	I think I've seen him somewhere before.
context: Did you find sunscreen?\No, there are weird people outside town.\What's going on?\Was there an event like this?\Not that I remember.\That's it.\Hmm...\I think I've seen him somewhere before. response:	What?
context: No, there are weird people outside town.\What's going on?\Was there an event like this?\Not that I remember.\That's it.\Hmm...\I think I've seen him somewhere before.\What? response:	What's happening?
context: What's going on?\Was there an event like this?\Not that I remember.\That's it.\Hmm...\I think I've seen him somewhere before.\What?\What's happening? response:	They're all People of the Land.
context: Was there an event like this?\Not that I remember.\That's it.\Hmm...\I think I've seen him somewhere before.\What?\What's happening?\They're all People of the Land. response:	Which means...
context: Not that I remember.\That's it.\Hmm...\I think I've seen him somewhere before.\What?\What's happening?\They're all People of the Land.\Which means... response:	So are they.
context: That's it.\Hmm...\I think I've seen him somewhere before.\What?\What's happening?\They're all People of the Land.\Which means...\So are they. response:	I am a messenger of Sergiatte Cowen,
context: Hmm...\I think I've seen him somewhere before.\What?\What's happening?\They're all People of the Land.\Which means...\So are they.\I am a messenger of Sergiatte Cowen, response:	High Lord of Eastal's League of Freedom Cities.
context: I think I've seen him somewhere before.\What?\What's happening?\They're all People of the Land.\Which means...\So are they.\I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities. response:	I request an audience with the Round Table's leader.
context: What?\What's happening?\They're all People of the Land.\Which means...\So are they.\I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader. response:	In Elder Tale, Japan is called Yamato.
context: What's happening?\They're all People of the Land.\Which means...\So are they.\I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato. response:	It's divided into five major territories.
context: They're all People of the Land.\Which means...\So are they.\I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato.\It's divided into five major territories. response:	The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.
context: Which means...\So are they.\I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato.\It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan. response:	Eastal has now made contact with the Round Table.
context: So are they.\I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato.\It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table. response:	They've asked for our participation in a meeting of the lords next month,
context: I am a messenger of Sergiatte Cowen,\High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato.\It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month, response:	and have invited us to a dance.
context: High Lord of Eastal's League of Freedom Cities.\I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato.\It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance. response:	Did you anticipate this, as well?
context: I request an audience with the Round Table's leader.\In Elder Tale, Japan is called Yamato.\It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance.\Did you anticipate this, as well? response:	The People of the Land should be well aware of the Round Table.
context: In Elder Tale, Japan is called Yamato.\It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance.\Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table. response:	I expected them to make a move.
context: It's divided into five major territories.\The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance.\Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table.\I expected them to make a move. response:	They said they were prepared to grant titles of nobility...
context: The League of Freedom Cities of Eastal is an alliance of lords that rule Eastern Japan.\Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance.\Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table.\I expected them to make a move.\They said they were prepared to grant titles of nobility... response:	It's a difficult question.
context: Eastal has now made contact with the Round Table.\They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance.\Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table.\I expected them to make a move.\They said they were prepared to grant titles of nobility...\It's a difficult question. response:	As is whether to participate in the conference.
context: They've asked for our participation in a meeting of the lords next month,\and have invited us to a dance.\Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table.\I expected them to make a move.\They said they were prepared to grant titles of nobility...\It's a difficult question.\As is whether to participate in the conference. response:	What do you mean?
context: and have invited us to a dance.\Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table.\I expected them to make a move.\They said they were prepared to grant titles of nobility...\It's a difficult question.\As is whether to participate in the conference.\What do you mean? response:	If we participate, we can make connections among the People of the Land.
context: Did you anticipate this, as well?\The People of the Land should be well aware of the Round Table.\I expected them to make a move.\They said they were prepared to grant titles of nobility...\It's a difficult question.\As is whether to participate in the conference.\What do you mean?\If we participate, we can make connections among the People of the Land. response:	We may be able to learn things we don't yet know about the world.
context: The People of the Land should be well aware of the Round Table.\I expected them to make a move.\They said they were prepared to grant titles of nobility...\It's a difficult question.\As is whether to participate in the conference.\What do you mean?\If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world. response:	And the demerits?
context: I expected them to make a move.\They said they were prepared to grant titles of nobility...\It's a difficult question.\As is whether to participate in the conference.\What do you mean?\If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world.\And the demerits? response:	There's a chance we may get caught up in their politics.
context: They said they were prepared to grant titles of nobility...\It's a difficult question.\As is whether to participate in the conference.\What do you mean?\If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world.\And the demerits?\There's a chance we may get caught up in their politics. response:	If we don't participate, that possibility goes away, but...
context: It's a difficult question.\As is whether to participate in the conference.\What do you mean?\If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world.\And the demerits?\There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but... response:	We lose a chance to gain valuable information.
context: As is whether to participate in the conference.\What do you mean?\If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world.\And the demerits?\There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information. response:	That's the trade-off.
context: What do you mean?\If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world.\And the demerits?\There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information.\That's the trade-off. response:	Is there a chance of war with them?
context: If we participate, we can make connections among the People of the Land.\We may be able to learn things we don't yet know about the world.\And the demerits?\There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information.\That's the trade-off.\Is there a chance of war with them? response:	Unlikely.
context: We may be able to learn things we don't yet know about the world.\And the demerits?\There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information.\That's the trade-off.\Is there a chance of war with them?\Unlikely. response:	Generally speaking, they are far weaker than we adventurers are.
context: And the demerits?\There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information.\That's the trade-off.\Is there a chance of war with them?\Unlikely.\Generally speaking, they are far weaker than we adventurers are. response:	Then what do you have in mind, Shiroe?
context: There's a chance we may get caught up in their politics.\If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information.\That's the trade-off.\Is there a chance of war with them?\Unlikely.\Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe? response:	I can smell the salt air.
context: If we don't participate, that possibility goes away, but...\We lose a chance to gain valuable information.\That's the trade-off.\Is there a chance of war with them?\Unlikely.\Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe?\I can smell the salt air. response:	It's so different from Akihabara.
context: We lose a chance to gain valuable information.\That's the trade-off.\Is there a chance of war with them?\Unlikely.\Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe?\I can smell the salt air.\It's so different from Akihabara. response:	Look, Minori!
context: That's the trade-off.\Is there a chance of war with them?\Unlikely.\Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe?\I can smell the salt air.\It's so different from Akihabara.\Look, Minori! response:	It seems this area is primarily fields.
context: Is there a chance of war with them?\Unlikely.\Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe?\I can smell the salt air.\It's so different from Akihabara.\Look, Minori!\It seems this area is primarily fields. response:	Yeah!
context: Unlikely.\Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe?\I can smell the salt air.\It's so different from Akihabara.\Look, Minori!\It seems this area is primarily fields.\Yeah! response:	Those look good!
context: Generally speaking, they are far weaker than we adventurers are.\Then what do you have in mind, Shiroe?\I can smell the salt air.\It's so different from Akihabara.\Look, Minori!\It seems this area is primarily fields.\Yeah!\Those look good! response:	Don't take them without asking, Tohya.
context: Then what do you have in mind, Shiroe?\I can smell the salt air.\It's so different from Akihabara.\Look, Minori!\It seems this area is primarily fields.\Yeah!\Those look good!\Don't take them without asking, Tohya. response:	How vulgar.
context: I can smell the salt air.\It's so different from Akihabara.\Look, Minori!\It seems this area is primarily fields.\Yeah!\Those look good!\Don't take them without asking, Tohya.\How vulgar. response:	That's the problem with commoners.
context: It's so different from Akihabara.\Look, Minori!\It seems this area is primarily fields.\Yeah!\Those look good!\Don't take them without asking, Tohya.\How vulgar.\That's the problem with commoners. response:	What'd you say?!
context: Look, Minori!\It seems this area is primarily fields.\Yeah!\Those look good!\Don't take them without asking, Tohya.\How vulgar.\That's the problem with commoners.\What'd you say?! response:	Tohya!
context: It seems this area is primarily fields.\Yeah!\Those look good!\Don't take them without asking, Tohya.\How vulgar.\That's the problem with commoners.\What'd you say?!\Tohya! response:	You're as lively as ever.
context: Yeah!\Those look good!\Don't take them without asking, Tohya.\How vulgar.\That's the problem with commoners.\What'd you say?!\Tohya!\You're as lively as ever. response:	Isuzu!
context: Those look good!\Don't take them without asking, Tohya.\How vulgar.\That's the problem with commoners.\What'd you say?!\Tohya!\You're as lively as ever.\Isuzu! response:	In the real world, you'd never think of holding a training camp within a game.
context: Don't take them without asking, Tohya.\How vulgar.\That's the problem with commoners.\What'd you say?!\Tohya!\You're as lively as ever.\Isuzu!\In the real world, you'd never think of holding a training camp within a game. response:	Is she one of the People of the Land that live around here?
context: How vulgar.\That's the problem with commoners.\What'd you say?!\Tohya!\You're as lively as ever.\Isuzu!\In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here? response:	Seriously?
context: That's the problem with commoners.\What'd you say?!\Tohya!\You're as lively as ever.\Isuzu!\In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here?\Seriously? response:	Isn't this a school?
context: What'd you say?!\Tohya!\You're as lively as ever.\Isuzu!\In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here?\Seriously?\Isn't this a school? response:	This is where we'll be staying!
context: Tohya!\You're as lively as ever.\Isuzu!\In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here?\Seriously?\Isn't this a school?\This is where we'll be staying! response:	Tonight, we'll have a barbecue in the field!
context: You're as lively as ever.\Isuzu!\In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here?\Seriously?\Isn't this a school?\This is where we'll be staying!\Tonight, we'll have a barbecue in the field! response:	I wish Shiroe could've come.
context: Isuzu!\In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here?\Seriously?\Isn't this a school?\This is where we'll be staying!\Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come. response:	Yeah.
context: In the real world, you'd never think of holding a training camp within a game.\Is she one of the People of the Land that live around here?\Seriously?\Isn't this a school?\This is where we'll be staying!\Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come.\Yeah. response:	He has an important conference with the People of the Land.
context: Is she one of the People of the Land that live around here?\Seriously?\Isn't this a school?\This is where we'll be staying!\Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come.\Yeah.\He has an important conference with the People of the Land. response:	He has to attend.
context: Seriously?\Isn't this a school?\This is where we'll be staying!\Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come.\Yeah.\He has an important conference with the People of the Land.\He has to attend. response:	I wonder if the training camp is going well.
context: Isn't this a school?\This is where we'll be staying!\Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come.\Yeah.\He has an important conference with the People of the Land.\He has to attend.\I wonder if the training camp is going well. response:	Hey, I'm leaving my steam engine to be here.
context: This is where we'll be staying!\Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come.\Yeah.\He has an important conference with the People of the Land.\He has to attend.\I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here. response:	Stay focused, strategist.
context: Tonight, we'll have a barbecue in the field!\I wish Shiroe could've come.\Yeah.\He has an important conference with the People of the Land.\He has to attend.\I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here.\Stay focused, strategist. response:	Understood.
context: I wish Shiroe could've come.\Yeah.\He has an important conference with the People of the Land.\He has to attend.\I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here.\Stay focused, strategist.\Understood. response:	I see...
context: Yeah.\He has an important conference with the People of the Land.\He has to attend.\I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here.\Stay focused, strategist.\Understood.\I see... response:	Then we should attend the meeting to gather information.
context: He has an important conference with the People of the Land.\He has to attend.\I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here.\Stay focused, strategist.\Understood.\I see...\Then we should attend the meeting to gather information. response:	So they're going to give us titles of nobility?
context: He has to attend.\I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here.\Stay focused, strategist.\Understood.\I see...\Then we should attend the meeting to gather information.\So they're going to give us titles of nobility? response:	As though they're better than we are.
context: I wonder if the training camp is going well.\Hey, I'm leaving my steam engine to be here.\Stay focused, strategist.\Understood.\I see...\Then we should attend the meeting to gather information.\So they're going to give us titles of nobility?\As though they're better than we are. response:	They're only non-player characters.
context: Hey, I'm leaving my steam engine to be here.\Stay focused, strategist.\Understood.\I see...\Then we should attend the meeting to gather information.\So they're going to give us titles of nobility?\As though they're better than we are.\They're only non-player characters. response:	They aren't mere NPCs.
context: Stay focused, strategist.\Understood.\I see...\Then we should attend the meeting to gather information.\So they're going to give us titles of nobility?\As though they're better than we are.\They're only non-player characters.\They aren't mere NPCs. response:	I thought we understood that.
context: Understood.\I see...\Then we should attend the meeting to gather information.\So they're going to give us titles of nobility?\As though they're better than we are.\They're only non-player characters.\They aren't mere NPCs.\I thought we understood that. response:	Sorry.
context: I see...\Then we should attend the meeting to gather information.\So they're going to give us titles of nobility?\As though they're better than we are.\They're only non-player characters.\They aren't mere NPCs.\I thought we understood that.\Sorry. response:	It's just habit.
context: Then we should attend the meeting to gather information.\So they're going to give us titles of nobility?\As though they're better than we are.\They're only non-player characters.\They aren't mere NPCs.\I thought we understood that.\Sorry.\It's just habit. response:	Then, we're all in agreement about attending the conference of lords?
context: So they're going to give us titles of nobility?\As though they're better than we are.\They're only non-player characters.\They aren't mere NPCs.\I thought we understood that.\Sorry.\It's just habit.\Then, we're all in agreement about attending the conference of lords? response:	So who's going?
context: As though they're better than we are.\They're only non-player characters.\They aren't mere NPCs.\I thought we understood that.\Sorry.\It's just habit.\Then, we're all in agreement about attending the conference of lords?\So who's going? response:	That day overlaps with the training camp.
context: They're only non-player characters.\They aren't mere NPCs.\I thought we understood that.\Sorry.\It's just habit.\Then, we're all in agreement about attending the conference of lords?\So who's going?\That day overlaps with the training camp. response:	I'm in charge of that training camp, so...
context: They aren't mere NPCs.\I thought we understood that.\Sorry.\It's just habit.\Then, we're all in agreement about attending the conference of lords?\So who's going?\That day overlaps with the training camp.\I'm in charge of that training camp, so... response:	I suppose Crusty would be first.
context: I thought we understood that.\Sorry.\It's just habit.\Then, we're all in agreement about attending the conference of lords?\So who's going?\That day overlaps with the training camp.\I'm in charge of that training camp, so...\I suppose Crusty would be first. response:	He's the Round Table's representative.
context: Sorry.\It's just habit.\Then, we're all in agreement about attending the conference of lords?\So who's going?\That day overlaps with the training camp.\I'm in charge of that training camp, so...\I suppose Crusty would be first.\He's the Round Table's representative. response:	Yeah.
context: It's just habit.\Then, we're all in agreement about attending the conference of lords?\So who's going?\That day overlaps with the training camp.\I'm in charge of that training camp, so...\I suppose Crusty would be first.\He's the Round Table's representative.\Yeah. response:	Which means someone from the crafting guilds should also go...
context: Then, we're all in agreement about attending the conference of lords?\So who's going?\That day overlaps with the training camp.\I'm in charge of that training camp, so...\I suppose Crusty would be first.\He's the Round Table's representative.\Yeah.\Which means someone from the crafting guilds should also go... response:	We're working on the Ocypete...
context: So who's going?\That day overlaps with the training camp.\I'm in charge of that training camp, so...\I suppose Crusty would be first.\He's the Round Table's representative.\Yeah.\Which means someone from the crafting guilds should also go...\We're working on the Ocypete... response:	And I have many other projects.
context: That day overlaps with the training camp.\I'm in charge of that training camp, so...\I suppose Crusty would be first.\He's the Round Table's representative.\Yeah.\Which means someone from the crafting guilds should also go...\We're working on the Ocypete...\And I have many other projects. response:	I'm just getting to the good part.
context: I'm in charge of that training camp, so...\I suppose Crusty would be first.\He's the Round Table's representative.\Yeah.\Which means someone from the crafting guilds should also go...\We're working on the Ocypete...\And I have many other projects.\I'm just getting to the good part. response:	At times like these...
context: I suppose Crusty would be first.\He's the Round Table's representative.\Yeah.\Which means someone from the crafting guilds should also go...\We're working on the Ocypete...\And I have many other projects.\I'm just getting to the good part.\At times like these... response:	There's only one thing to do.
context: He's the Round Table's representative.\Yeah.\Which means someone from the crafting guilds should also go...\We're working on the Ocypete...\And I have many other projects.\I'm just getting to the good part.\At times like these...\There's only one thing to do. response:	Rock, paper...
context: Yeah.\Which means someone from the crafting guilds should also go...\We're working on the Ocypete...\And I have many other projects.\I'm just getting to the good part.\At times like these...\There's only one thing to do.\Rock, paper... response:	And so...
context: Which means someone from the crafting guilds should also go...\We're working on the Ocypete...\And I have many other projects.\I'm just getting to the good part.\At times like these...\There's only one thing to do.\Rock, paper...\And so... response:	Michitaka will be happy to go.
context: We're working on the Ocypete...\And I have many other projects.\I'm just getting to the good part.\At times like these...\There's only one thing to do.\Rock, paper...\And so...\Michitaka will be happy to go. response:	Then it's decided!
context: And I have many other projects.\I'm just getting to the good part.\At times like these...\There's only one thing to do.\Rock, paper...\And so...\Michitaka will be happy to go.\Then it's decided! response:	No, I'd like to have one more.
context: I'm just getting to the good part.\At times like these...\There's only one thing to do.\Rock, paper...\And so...\Michitaka will be happy to go.\Then it's decided!\No, I'd like to have one more. response:	Someone skilled in bureaucracy and information analysis.
context: At times like these...\There's only one thing to do.\Rock, paper...\And so...\Michitaka will be happy to go.\Then it's decided!\No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis. response:	Stare...
context: There's only one thing to do.\Rock, paper...\And so...\Michitaka will be happy to go.\Then it's decided!\No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis.\Stare... response:	Yeah, I thought so.
context: Rock, paper...\And so...\Michitaka will be happy to go.\Then it's decided!\No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis.\Stare...\Yeah, I thought so. response:	So that's what happened?
context: And so...\Michitaka will be happy to go.\Then it's decided!\No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis.\Stare...\Yeah, I thought so.\So that's what happened? response:	If you'd wanted, you could have gone to the training camp.
context: Michitaka will be happy to go.\Then it's decided!\No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis.\Stare...\Yeah, I thought so.\So that's what happened?\If you'd wanted, you could have gone to the training camp. response:	A ninja must follow her master.
context: Then it's decided!\No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis.\Stare...\Yeah, I thought so.\So that's what happened?\If you'd wanted, you could have gone to the training camp.\A ninja must follow her master. response:	Really?
context: No, I'd like to have one more.\Someone skilled in bureaucracy and information analysis.\Stare...\Yeah, I thought so.\So that's what happened?\If you'd wanted, you could have gone to the training camp.\A ninja must follow her master.\Really? response:	And why is Henrietta here?
context: Someone skilled in bureaucracy and information analysis.\Stare...\Yeah, I thought so.\So that's what happened?\If you'd wanted, you could have gone to the training camp.\A ninja must follow her master.\Really?\And why is Henrietta here? response:	I told you that I'm participating as an observer.
context: Stare...\Yeah, I thought so.\So that's what happened?\If you'd wanted, you could have gone to the training camp.\A ninja must follow her master.\Really?\And why is Henrietta here?\I told you that I'm participating as an observer. response:	And what's sticking out of your magic bag?
context: Yeah, I thought so.\So that's what happened?\If you'd wanted, you could have gone to the training camp.\A ninja must follow her master.\Really?\And why is Henrietta here?\I told you that I'm participating as an observer.\And what's sticking out of your magic bag? response:	Just some fabric...
context: So that's what happened?\If you'd wanted, you could have gone to the training camp.\A ninja must follow her master.\Really?\And why is Henrietta here?\I told you that I'm participating as an observer.\And what's sticking out of your magic bag?\Just some fabric... response:	It most definitely isn't Akatsuki's summer dress!
context: If you'd wanted, you could have gone to the training camp.\A ninja must follow her master.\Really?\And why is Henrietta here?\I told you that I'm participating as an observer.\And what's sticking out of your magic bag?\Just some fabric...\It most definitely isn't Akatsuki's summer dress! response:	She followed me to get to Akatsuki.
context: A ninja must follow her master.\Really?\And why is Henrietta here?\I told you that I'm participating as an observer.\And what's sticking out of your magic bag?\Just some fabric...\It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki. response:	A pretty girl on each arm?
context: Really?\And why is Henrietta here?\I told you that I'm participating as an observer.\And what's sticking out of your magic bag?\Just some fabric...\It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki.\A pretty girl on each arm? response:	I'm jealous...
context: And why is Henrietta here?\I told you that I'm participating as an observer.\And what's sticking out of your magic bag?\Just some fabric...\It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki.\A pretty girl on each arm?\I'm jealous... response:	It isn't like that.
context: I told you that I'm participating as an observer.\And what's sticking out of your magic bag?\Just some fabric...\It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki.\A pretty girl on each arm?\I'm jealous...\It isn't like that. response:	So, what kind of information are you after?
context: And what's sticking out of your magic bag?\Just some fabric...\It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki.\A pretty girl on each arm?\I'm jealous...\It isn't like that.\So, what kind of information are you after? response:	Everything we don't know.
context: Just some fabric...\It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki.\A pretty girl on each arm?\I'm jealous...\It isn't like that.\So, what kind of information are you after?\Everything we don't know. response:	But especially information about the People of the Land.
context: It most definitely isn't Akatsuki's summer dress!\She followed me to get to Akatsuki.\A pretty girl on each arm?\I'm jealous...\It isn't like that.\So, what kind of information are you after?\Everything we don't know.\But especially information about the People of the Land. response:	What do you mean?
context: She followed me to get to Akatsuki.\A pretty girl on each arm?\I'm jealous...\It isn't like that.\So, what kind of information are you after?\Everything we don't know.\But especially information about the People of the Land.\What do you mean? response:	When Elder Tale was a game,
context: A pretty girl on each arm?\I'm jealous...\It isn't like that.\So, what kind of information are you after?\Everything we don't know.\But especially information about the People of the Land.\What do you mean?\When Elder Tale was a game, response:	the People of the Land were set to be far less powerful than adventurers.
context: I'm jealous...\It isn't like that.\So, what kind of information are you after?\Everything we don't know.\But especially information about the People of the Land.\What do you mean?\When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers. response:	There were exceptions, such as the Precursors and the Royal Guard,
context: It isn't like that.\So, what kind of information are you after?\Everything we don't know.\But especially information about the People of the Land.\What do you mean?\When Elder Tale was a game,\the People of the Land were set to be far less powerful than adventurers.\There were exceptions, such as the Precursors and the Royal Guard, response:	but generally, their levels and combat abilities
