context: The biggest reason I chose that job was because, response:	unlike working in sales, I get weekends off.
context: Since I'm the same age group as those targeted,\I came into this job thinking this would be the perfect workplace for me.\But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief. response:	Yes?
context: I came into this job thinking this would be the perfect workplace for me.\But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief.\Yes? response:	Here are the illustration manuscripts from Mr. Noguchi.
context: But my job here consists of...\cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief.\Yes?\Here are the illustration manuscripts from Mr. Noguchi. response:	Oh, thank you for your efforts. Nana, how about a drink tonight?
context: cleaning, serving tea, taking copies, delivering manuscripts, and etc...\None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief.\Yes?\Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight? response:	Not a good idea!
context: None of this has anything to do with the magazine itself.\Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief.\Yes?\Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea! response:	The editor in chief is on the verge of sexual harassment.
context: Just simple jobs that anyone can do. But so much of it with no end in sight.\Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief.\Yes?\Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea!\The editor in chief is on the verge of sexual harassment. response:	- The company employees are - Could you speak a little slower, please?
context: Ow, my feet hurt... From tomorrow, I'm wearing lower heels.\Editor in chief.\Yes?\Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea!\The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please? response:	- mostly older men past their prime. - A little slower, please?
context: Editor in chief.\Yes?\Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea!\The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please? response:	Nana-chin.
context: Yes?\Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea!\The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please?\Nana-chin. response:	Make me some coffee.
context: Here are the illustration manuscripts from Mr. Noguchi.\Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea!\The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please?\Nana-chin.\Make me some coffee. response:	The few young ones are all like that guy.
context: Oh, thank you for your efforts. Nana, how about a drink tonight?\Not a good idea!\The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please?\Nana-chin.\Make me some coffee.\The few young ones are all like that guy. response:	At the least comb your hair, 25-year-old Honda!
context: Not a good idea!\The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please?\Nana-chin.\Make me some coffee.\The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda! response:	Miss Komatsu!
context: The editor in chief is on the verge of sexual harassment.\- The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please?\Nana-chin.\Make me some coffee.\The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda!\Miss Komatsu! response:	Can't you even make copies properly?!
context: - The company employees are - Could you speak a little slower, please?\- mostly older men past their prime. - A little slower, please?\Nana-chin.\Make me some coffee.\The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda!\Miss Komatsu!\Can't you even make copies properly?! response:	They're all crooked!
context: - mostly older men past their prime. - A little slower, please?\Nana-chin.\Make me some coffee.\The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda!\Miss Komatsu!\Can't you even make copies properly?!\They're all crooked! response:	I'm so sorry.
context: Nana-chin.\Make me some coffee.\The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda!\Miss Komatsu!\Can't you even make copies properly?!\They're all crooked!\I'm so sorry. response:	And the trains are so crowded.
context: Make me some coffee.\The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda!\Miss Komatsu!\Can't you even make copies properly?!\They're all crooked!\I'm so sorry.\And the trains are so crowded. response:	What in the world is there to look forward to
context: The few young ones are all like that guy.\At the least comb your hair, 25-year-old Honda!\Miss Komatsu!\Can't you even make copies properly?!\They're all crooked!\I'm so sorry.\And the trains are so crowded.\What in the world is there to look forward to response:	as I make my way to the workplace daily?
context: At the least comb your hair, 25-year-old Honda!\Miss Komatsu!\Can't you even make copies properly?!\They're all crooked!\I'm so sorry.\And the trains are so crowded.\What in the world is there to look forward to\as I make my way to the workplace daily? response:	I'm so exhausted!
context: Miss Komatsu!\Can't you even make copies properly?!\They're all crooked!\I'm so sorry.\And the trains are so crowded.\What in the world is there to look forward to\as I make my way to the workplace daily?\I'm so exhausted! response:	Why is there no elevator in this seven story building?
context: Can't you even make copies properly?!\They're all crooked!\I'm so sorry.\And the trains are so crowded.\What in the world is there to look forward to\as I make my way to the workplace daily?\I'm so exhausted!\Why is there no elevator in this seven story building? response:	Why? Why is it?
context: They're all crooked!\I'm so sorry.\And the trains are so crowded.\What in the world is there to look forward to\as I make my way to the workplace daily?\I'm so exhausted!\Why is there no elevator in this seven story building?\Why? Why is it? response:	This must be why the rent is so cheap.
context: I'm so sorry.\And the trains are so crowded.\What in the world is there to look forward to\as I make my way to the workplace daily?\I'm so exhausted!\Why is there no elevator in this seven story building?\Why? Why is it?\This must be why the rent is so cheap. response:	I'm home.
context: And the trains are so crowded.\What in the world is there to look forward to\as I make my way to the workplace daily?\I'm so exhausted!\Why is there no elevator in this seven story building?\Why? Why is it?\This must be why the rent is so cheap.\I'm home. response:	Hachiko!
context: What in the world is there to look forward to\as I make my way to the workplace daily?\I'm so exhausted!\Why is there no elevator in this seven story building?\Why? Why is it?\This must be why the rent is so cheap.\I'm home.\Hachiko! response:	Wh-What is it? Your smile is too bright.
context: as I make my way to the workplace daily?\I'm so exhausted!\Why is there no elevator in this seven story building?\Why? Why is it?\This must be why the rent is so cheap.\I'm home.\Hachiko!\Wh-What is it? Your smile is too bright. response:	A live show! A live show!
context: I'm so exhausted!\Why is there no elevator in this seven story building?\Why? Why is it?\This must be why the rent is so cheap.\I'm home.\Hachiko!\Wh-What is it? Your smile is too bright.\A live show! A live show! response:	They had an opening in an upcoming event at Shimokita,
context: Why is there no elevator in this seven story building?\Why? Why is it?\This must be why the rent is so cheap.\I'm home.\Hachiko!\Wh-What is it? Your smile is too bright.\A live show! A live show!\They had an opening in an upcoming event at Shimokita, response:	and they're letting us fill that spot and play.
context: Why? Why is it?\This must be why the rent is so cheap.\I'm home.\Hachiko!\Wh-What is it? Your smile is too bright.\A live show! A live show!\They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play. response:	Huh?
context: This must be why the rent is so cheap.\I'm home.\Hachiko!\Wh-What is it? Your smile is too bright.\A live show! A live show!\They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play.\Huh? response:	It's for thirty minutes on May 5th!
context: I'm home.\Hachiko!\Wh-What is it? Your smile is too bright.\A live show! A live show!\They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play.\Huh?\It's for thirty minutes on May 5th! response:	Yay!
context: Hachiko!\Wh-What is it? Your smile is too bright.\A live show! A live show!\They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play.\Huh?\It's for thirty minutes on May 5th!\Yay! response:	Don't cry, Hachiko! We're gonna party today!
context: Wh-What is it? Your smile is too bright.\A live show! A live show!\They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play.\Huh?\It's for thirty minutes on May 5th!\Yay!\Don't cry, Hachiko! We're gonna party today! response:	Hey, did you hear? On May 5th, Children's Day,
context: A live show! A live show!\They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play.\Huh?\It's for thirty minutes on May 5th!\Yay!\Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day, response:	Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,
context: They had an opening in an upcoming event at Shimokita,\and they're letting us fill that spot and play.\Huh?\It's for thirty minutes on May 5th!\Yay!\Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day, response:	Hey, did you hear? On May 5th, Children's Day,
context: and they're letting us fill that spot and play.\Huh?\It's for thirty minutes on May 5th!\Yay!\Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day, response:	they're gonna decorate the kids' meals with little carp kites.
context: Huh?\It's for thirty minutes on May 5th!\Yay!\Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites. response:	Look at this. Cute, don't you think?
context: It's for thirty minutes on May 5th!\Yay!\Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think? response:	Wow, this is really well made! This is great.
context: Yay!\Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think?\Wow, this is really well made! This is great. response:	You want it?
context: Don't cry, Hachiko! We're gonna party today!\Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think?\Wow, this is really well made! This is great.\You want it? response:	Yeah, sorta.
context: Hey, did you hear? On May 5th, Children's Day,\Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think?\Wow, this is really well made! This is great.\You want it?\Yeah, sorta. response:	But you can't have it. I got it as a birthday present from our boss.
context: Sachiko Kawamura Hey, did you hear? On May 5th, Children's Day,\Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think?\Wow, this is really well made! This is great.\You want it?\Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss. response:	Huh? It was your birthday?
context: Hey, did you hear? On May 5th, Children's Day,\they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think?\Wow, this is really well made! This is great.\You want it?\Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday? response:	Why didn't you say anything about it?
context: they're gonna decorate the kids' meals with little carp kites.\Look at this. Cute, don't you think?\Wow, this is really well made! This is great.\You want it?\Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday?\Why didn't you say anything about it? response:	No, not yet. My birthday is on Children's Day.
context: Look at this. Cute, don't you think?\Wow, this is really well made! This is great.\You want it?\Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday?\Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day. response:	I told him it's a shame I won't see them being served
context: Wow, this is really well made! This is great.\You want it?\Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday?\Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served response:	because I won't be working that day,
context: You want it?\Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday?\Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served\because I won't be working that day, response:	then Boss gave it to me, saying it's a birthday present.
context: Yeah, sorta.\But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday?\Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served\because I won't be working that day,\then Boss gave it to me, saying it's a birthday present. response:	Oh, so that's it. I'm off in the evening that day,
context: But you can't have it. I got it as a birthday present from our boss.\Huh? It was your birthday?\Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served\because I won't be working that day,\then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day, response:	so why don't we spend the evening together to celebrate?
context: Huh? It was your birthday?\Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served\because I won't be working that day,\then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate? response:	Really?!
context: Why didn't you say anything about it?\No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served\because I won't be working that day,\then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate?\Really?! response:	What do you want for your present? A chimaki, maybe?
context: No, not yet. My birthday is on Children's Day.\I told him it's a shame I won't see them being served\because I won't be working that day,\then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate?\Really?!\What do you want for your present? A chimaki, maybe? response:	I love chimakis.
context: I told him it's a shame I won't see them being served\because I won't be working that day,\then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate?\Really?!\What do you want for your present? A chimaki, maybe?\I love chimakis. response:	Shoji, your cell phone.
context: because I won't be working that day,\then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate?\Really?!\What do you want for your present? A chimaki, maybe?\I love chimakis.\Shoji, your cell phone. response:	Oh, sorry. I forgot to turn it off.
context: then Boss gave it to me, saying it's a birthday present.\Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate?\Really?!\What do you want for your present? A chimaki, maybe?\I love chimakis.\Shoji, your cell phone.\Oh, sorry. I forgot to turn it off. response:	You should answer it.
context: Oh, so that's it. I'm off in the evening that day,\so why don't we spend the evening together to celebrate?\Really?!\What do you want for your present? A chimaki, maybe?\I love chimakis.\Shoji, your cell phone.\Oh, sorry. I forgot to turn it off.\You should answer it. response:	Incoming call Nana You should answer it.
context: so why don't we spend the evening together to celebrate?\Really?!\What do you want for your present? A chimaki, maybe?\I love chimakis.\Shoji, your cell phone.\Oh, sorry. I forgot to turn it off.\You should answer it.\Incoming call Nana You should answer it. response:	Incoming call Nana
context: Really?!\What do you want for your present? A chimaki, maybe?\I love chimakis.\Shoji, your cell phone.\Oh, sorry. I forgot to turn it off.\You should answer it.\Incoming call Nana You should answer it.\Incoming call Nana response:	Incoming call Nana - Ah, but... - It's from your girlfriend, right?
context: What do you want for your present? A chimaki, maybe?\I love chimakis.\Shoji, your cell phone.\Oh, sorry. I forgot to turn it off.\You should answer it.\Incoming call Nana You should answer it.\Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right? response:	- Ah, but... - It's from your girlfriend, right?
context: I love chimakis.\Shoji, your cell phone.\Oh, sorry. I forgot to turn it off.\You should answer it.\Incoming call Nana You should answer it.\Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right? response:	If you keep ignoring her calls, she's gonna become suspicious.
context: Shoji, your cell phone.\Oh, sorry. I forgot to turn it off.\You should answer it.\Incoming call Nana You should answer it.\Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious. response:	I'll step outside.
context: Oh, sorry. I forgot to turn it off.\You should answer it.\Incoming call Nana You should answer it.\Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside. response:	Ah, then I'll go out...
context: You should answer it.\Incoming call Nana You should answer it.\Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside.\Ah, then I'll go out... response:	Damn, what am I doing? Pathetic.
context: Incoming call Nana You should answer it.\Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside.\Ah, then I'll go out...\Damn, what am I doing? Pathetic. response:	Hello?
context: Incoming call Nana\Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside.\Ah, then I'll go out...\Damn, what am I doing? Pathetic.\Hello? response:	Oh, Shoji! You're awake!
context: Incoming call Nana - Ah, but... - It's from your girlfriend, right?\- Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside.\Ah, then I'll go out...\Damn, what am I doing? Pathetic.\Hello?\Oh, Shoji! You're awake! response:	Guess what?! The date for Nana's band's first live has been decided!
context: - Ah, but... - It's from your girlfriend, right?\If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside.\Ah, then I'll go out...\Damn, what am I doing? Pathetic.\Hello?\Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided! response:	Ah, r-really? That's great.
context: If you keep ignoring her calls, she's gonna become suspicious.\I'll step outside.\Ah, then I'll go out...\Damn, what am I doing? Pathetic.\Hello?\Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great. response:	It's at 8 p.m. on May 5th. Can you make it?
context: I'll step outside.\Ah, then I'll go out...\Damn, what am I doing? Pathetic.\Hello?\Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it? response:	The 5th?
context: Ah, then I'll go out...\Damn, what am I doing? Pathetic.\Hello?\Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it?\The 5th? response:	Sorry. I can't make it on the 5th.
context: Damn, what am I doing? Pathetic.\Hello?\Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it?\The 5th?\Sorry. I can't make it on the 5th. response:	What? You can't?! You have work?
context: Hello?\Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it?\The 5th?\Sorry. I can't make it on the 5th.\What? You can't?! You have work? response:	Yeah.
context: Oh, Shoji! You're awake!\Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it?\The 5th?\Sorry. I can't make it on the 5th.\What? You can't?! You have work?\Yeah. response:	No way. Can't you do something about it?
context: Guess what?! The date for Nana's band's first live has been decided!\Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it?\The 5th?\Sorry. I can't make it on the 5th.\What? You can't?! You have work?\Yeah.\No way. Can't you do something about it? response:	No. You know, it gets extra busy on national holidays, so I've gotta work.
context: Ah, r-really? That's great.\It's at 8 p.m. on May 5th. Can you make it?\The 5th?\Sorry. I can't make it on the 5th.\What? You can't?! You have work?\Yeah.\No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work. response:	I'm really sorry. We'll do it some other time.
context: It's at 8 p.m. on May 5th. Can you make it?\The 5th?\Sorry. I can't make it on the 5th.\What? You can't?! You have work?\Yeah.\No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time. response:	Sure.
context: The 5th?\Sorry. I can't make it on the 5th.\What? You can't?! You have work?\Yeah.\No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time.\Sure. response:	On Children's Day, let's scatter some beans.
context: Sorry. I can't make it on the 5th.\What? You can't?! You have work?\Yeah.\No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time.\Sure.\On Children's Day, let's scatter some beans. response:	You're thinking of the Setsubun festivities, Shoji.
context: What? You can't?! You have work?\Yeah.\No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time.\Sure.\On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji. response:	Stop looking. It's so distracting.
context: Yeah.\No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time.\Sure.\On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting. response:	Well, I was thinking, Wow, what a good looking woman,
context: No way. Can't you do something about it?\No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time.\Sure.\On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman, response:	then I noticed it was you.
context: No. You know, it gets extra busy on national holidays, so I've gotta work.\I'm really sorry. We'll do it some other time.\Sure.\On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you. response:	Huh?
context: I'm really sorry. We'll do it some other time.\Sure.\On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you.\Huh? response:	You won't get anything from seducing me.
context: Sure.\On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you.\Huh?\You won't get anything from seducing me. response:	I don't really need anything. As long as I have you by my side.
context: On Children's Day, let's scatter some beans.\You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you.\Huh?\You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side. response:	What's gotten into you? You have food poisoning?
context: You're thinking of the Setsubun festivities, Shoji.\Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you.\Huh?\You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning? response:	I forgot to tell you the eggs in the fridge are old.
context: Stop looking. It's so distracting.\Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you.\Huh?\You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old. response:	You know, I've been wondering why people have a change of heart.
context: Well, I was thinking, Wow, what a good looking woman,\then I noticed it was you.\Huh?\You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart. response:	But the more I think about that, the tougher it is to take.
context: then I noticed it was you.\Huh?\You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take. response:	Oh?
context: Huh?\You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take.\Oh? response:	I had forgotten all about Tamura from class six until Shoji brought her up.
context: You won't get anything from seducing me.\I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take.\Oh?\I had forgotten all about Tamura from class six until Shoji brought her up. response:	Tamura from class six?
context: I don't really need anything. As long as I have you by my side.\What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take.\Oh?\I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six? response:	Unlike the other girls I went out with, I really fell in love with her.
context: What's gotten into you? You have food poisoning?\I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take.\Oh?\I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her. response:	And it really hurt when I found out she was only playing with me.
context: I forgot to tell you the eggs in the fridge are old.\You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take.\Oh?\I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me. response:	Whatever. Typical teen years.
context: You know, I've been wondering why people have a change of heart.\But the more I think about that, the tougher it is to take.\Oh?\I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years. response:	You know, there's nothing we can do about Shoji.
context: But the more I think about that, the tougher it is to take.\Oh?\I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years.\You know, there's nothing we can do about Shoji. response:	What do you mean?
context: Oh?\I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years.\You know, there's nothing we can do about Shoji.\What do you mean? response:	Don't tell me, he did it with Sachiko?
context: I had forgotten all about Tamura from class six until Shoji brought her up.\Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years.\You know, there's nothing we can do about Shoji.\What do you mean?\Don't tell me, he did it with Sachiko? response:	You know, I didn't think he was the kinda guy
context: Tamura from class six?\Unlike the other girls I went out with, I really fell in love with her.\And it really hurt when I found out she was only playing with me.\Whatever. Typical teen years.\You know, there's nothing we can do about Shoji.\What do you mean?\Don't tell me, he did it with Sachiko?\You know, I didn't think he was the kinda guy response:	who was capable of cheating, from a number of perspectives.
