context: Nirvana was fired toward Caitshelter, response:	but thanks to the magic bombs from Christina, it barely missed!
context: Well, I...\What's this crazy talk? Do you have any idea how many times she's used Healing Magic today already?\Any more is impossible! You know that she's actually...\I see.\Then, I will handle Natsu's recovery.\I remember the unfathomable power he has... The power of hope.\You go destroy the sixth lacrima in my stead.\But I... response:	I know you can do it.
context: What's this crazy talk? Do you have any idea how many times she's used Healing Magic today already?\Any more is impossible! You know that she's actually...\I see.\Then, I will handle Natsu's recovery.\I remember the unfathomable power he has... The power of hope.\You go destroy the sixth lacrima in my stead.\But I...\I know you can do it. response:	Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.
context: Any more is impossible! You know that she's actually...\I see.\Then, I will handle Natsu's recovery.\I remember the unfathomable power he has... The power of hope.\You go destroy the sixth lacrima in my stead.\But I...\I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons. response:	Air...
context: I see.\Then, I will handle Natsu's recovery.\I remember the unfathomable power he has... The power of hope.\You go destroy the sixth lacrima in my stead.\But I...\I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air... response:	Or rather, the sky...
context: Then, I will handle Natsu's recovery.\I remember the unfathomable power he has... The power of hope.\You go destroy the sixth lacrima in my stead.\But I...\I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air...\Or rather, the sky... response:	Eat the heavens themselves.
context: I remember the unfathomable power he has... The power of hope.\You go destroy the sixth lacrima in my stead.\But I...\I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air...\Or rather, the sky...\Eat the heavens themselves. response:	The power of a dragon sleeps within you.
context: You go destroy the sixth lacrima in my stead.\But I...\I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air...\Or rather, the sky...\Eat the heavens themselves.\The power of a dragon sleeps within you. response:	The heavens?
context: But I...\I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air...\Or rather, the sky...\Eat the heavens themselves.\The power of a dragon sleeps within you.\The heavens? response:	The power of a dragon... is within me...
context: I know you can do it.\Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air...\Or rather, the sky...\Eat the heavens themselves.\The power of a dragon sleeps within you.\The heavens?\The power of a dragon... is within me... response:	This is to protect my guild!
context: Dragon Slayer magic was designed to be an overwhelming offensive magic for battling dragons.\Air...\Or rather, the sky...\Eat the heavens themselves.\The power of a dragon sleeps within you.\The heavens?\The power of a dragon... is within me...\This is to protect my guild! response:	Please, Grandine! Lend me the power!
context: Air...\Or rather, the sky...\Eat the heavens themselves.\The power of a dragon sleeps within you.\The heavens?\The power of a dragon... is within me...\This is to protect my guild!\Please, Grandine! Lend me the power! response:	Wendy...
context: Or rather, the sky...\Eat the heavens themselves.\The power of a dragon sleeps within you.\The heavens?\The power of a dragon... is within me...\This is to protect my guild!\Please, Grandine! Lend me the power!\Wendy... response:	The flame of guilt?
context: Eat the heavens themselves.\The power of a dragon sleeps within you.\The heavens?\The power of a dragon... is within me...\This is to protect my guild!\Please, Grandine! Lend me the power!\Wendy...\The flame of guilt? response:	I don't need you to forgive me...
context: The power of a dragon sleeps within you.\The heavens?\The power of a dragon... is within me...\This is to protect my guild!\Please, Grandine! Lend me the power!\Wendy...\The flame of guilt?\I don't need you to forgive me... response:	I just want you to receive this power...
context: The heavens?\The power of a dragon... is within me...\This is to protect my guild!\Please, Grandine! Lend me the power!\Wendy...\The flame of guilt?\I don't need you to forgive me...\I just want you to receive this power... response:	I believe in you.
context: The power of a dragon... is within me...\This is to protect my guild!\Please, Grandine! Lend me the power!\Wendy...\The flame of guilt?\I don't need you to forgive me...\I just want you to receive this power...\I believe in you. response:	I believe in the man... that Erza believes in...
context: This is to protect my guild!\Please, Grandine! Lend me the power!\Wendy...\The flame of guilt?\I don't need you to forgive me...\I just want you to receive this power...\I believe in you.\I believe in the man... that Erza believes in... response:	I'm counting on you.
context: Please, Grandine! Lend me the power!\Wendy...\The flame of guilt?\I don't need you to forgive me...\I just want you to receive this power...\I believe in you.\I believe in the man... that Erza believes in...\I'm counting on you. response:	Thanks for the meal.
context: Wendy...\The flame of guilt?\I don't need you to forgive me...\I just want you to receive this power...\I believe in you.\I believe in the man... that Erza believes in...\I'm counting on you.\Thanks for the meal. response:	Don't worry, I've gotten your power, Jellal.
context: The flame of guilt?\I don't need you to forgive me...\I just want you to receive this power...\I believe in you.\I believe in the man... that Erza believes in...\I'm counting on you.\Thanks for the meal.\Don't worry, I've gotten your power, Jellal. response:	The flame of guilt?
context: I don't need you to forgive me...\I just want you to receive this power...\I believe in you.\I believe in the man... that Erza believes in...\I'm counting on you.\Thanks for the meal.\Don't worry, I've gotten your power, Jellal.\The flame of guilt? response:	By eating that, you take on the same sin...
context: I just want you to receive this power...\I believe in you.\I believe in the man... that Erza believes in...\I'm counting on you.\Thanks for the meal.\Don't worry, I've gotten your power, Jellal.\The flame of guilt?\By eating that, you take on the same sin... response:	I'm used to that.
context: I believe in you.\I believe in the man... that Erza believes in...\I'm counting on you.\Thanks for the meal.\Don't worry, I've gotten your power, Jellal.\The flame of guilt?\By eating that, you take on the same sin...\I'm used to that. response:	For a Fairy Tail wizard,
context: I believe in the man... that Erza believes in...\I'm counting on you.\Thanks for the meal.\Don't worry, I've gotten your power, Jellal.\The flame of guilt?\By eating that, you take on the same sin...\I'm used to that.\For a Fairy Tail wizard, response:	the true sin is averting one's eyes,
context: I'm counting on you.\Thanks for the meal.\Don't worry, I've gotten your power, Jellal.\The flame of guilt?\By eating that, you take on the same sin...\I'm used to that.\For a Fairy Tail wizard,\the true sin is averting one's eyes, response:	and no longer being able to believe in anyone!
context: Thanks for the meal.\Don't worry, I've gotten your power, Jellal.\The flame of guilt?\By eating that, you take on the same sin...\I'm used to that.\For a Fairy Tail wizard,\the true sin is averting one's eyes,\and no longer being able to believe in anyone! response:	This power...
context: Don't worry, I've gotten your power, Jellal.\The flame of guilt?\By eating that, you take on the same sin...\I'm used to that.\For a Fairy Tail wizard,\the true sin is averting one's eyes,\and no longer being able to believe in anyone!\This power... response:	T-That light...
context: The flame of guilt?\By eating that, you take on the same sin...\I'm used to that.\For a Fairy Tail wizard,\the true sin is averting one's eyes,\and no longer being able to believe in anyone!\This power...\T-That light... response:	Dragon Force!
context: By eating that, you take on the same sin...\I'm used to that.\For a Fairy Tail wizard,\the true sin is averting one's eyes,\and no longer being able to believe in anyone!\This power...\T-That light...\Dragon Force! response:	This lacrima isn't just big, it's also damn hard!
context: I'm used to that.\For a Fairy Tail wizard,\the true sin is averting one's eyes,\and no longer being able to believe in anyone!\This power...\T-That light...\Dragon Force!\This lacrima isn't just big, it's also damn hard! response:	I can sense a ton of magic power!
context: For a Fairy Tail wizard,\the true sin is averting one's eyes,\and no longer being able to believe in anyone!\This power...\T-That light...\Dragon Force!\This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power! response:	The lacrima is near.
context: the true sin is averting one's eyes,\and no longer being able to believe in anyone!\This power...\T-That light...\Dragon Force!\This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power!\The lacrima is near. response:	This parfum reeks of danger.
context: and no longer being able to believe in anyone!\This power...\T-That light...\Dragon Force!\This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power!\The lacrima is near.\This parfum reeks of danger. response:	I am close. Men.
context: This power...\T-That light...\Dragon Force!\This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power!\The lacrima is near.\This parfum reeks of danger.\I am close. Men. response:	The time is near.
context: T-That light...\Dragon Force!\This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power!\The lacrima is near.\This parfum reeks of danger.\I am close. Men.\The time is near. response:	Natsu, I believe in you.
context: Dragon Force!\This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power!\The lacrima is near.\This parfum reeks of danger.\I am close. Men.\The time is near.\Natsu, I believe in you. response:	Wendy, concentrate!
context: This lacrima isn't just big, it's also damn hard!\I can sense a ton of magic power!\The lacrima is near.\This parfum reeks of danger.\I am close. Men.\The time is near.\Natsu, I believe in you.\Wendy, concentrate! response:	Yeah. I know.
context: I can sense a ton of magic power!\The lacrima is near.\This parfum reeks of danger.\I am close. Men.\The time is near.\Natsu, I believe in you.\Wendy, concentrate!\Yeah. I know. response:	Natsu-san...
context: The lacrima is near.\This parfum reeks of danger.\I am close. Men.\The time is near.\Natsu, I believe in you.\Wendy, concentrate!\Yeah. I know.\Natsu-san... response:	This power is similar to when I ate Etherion...
context: This parfum reeks of danger.\I am close. Men.\The time is near.\Natsu, I believe in you.\Wendy, concentrate!\Yeah. I know.\Natsu-san...\This power is similar to when I ate Etherion... response:	Whoa... It's like my power's doubled, or even tripled...
context: I am close. Men.\The time is near.\Natsu, I believe in you.\Wendy, concentrate!\Yeah. I know.\Natsu-san...\This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled... response:	Dragon Force.
context: The time is near.\Natsu, I believe in you.\Wendy, concentrate!\Yeah. I know.\Natsu-san...\This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled...\Dragon Force. response:	The final form of Dragon Slayer Magic.
context: Natsu, I believe in you.\Wendy, concentrate!\Yeah. I know.\Natsu-san...\This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled...\Dragon Force.\The final form of Dragon Slayer Magic. response:	Its magic power is said to rival that of a dragon's, capable of annihilating anything.
context: Wendy, concentrate!\Yeah. I know.\Natsu-san...\This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled...\Dragon Force.\The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything. response:	Annihilation!
context: Yeah. I know.\Natsu-san...\This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled...\Dragon Force.\The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation! response:	Interesting!
context: Natsu-san...\This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled...\Dragon Force.\The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation!\Interesting! response:	With this, I can win!
context: This power is similar to when I ate Etherion...\Whoa... It's like my power's doubled, or even tripled...\Dragon Force.\The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation!\Interesting!\With this, I can win! response:	Come at me with the power of a dragon!
context: Whoa... It's like my power's doubled, or even tripled...\Dragon Force.\The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation!\Interesting!\With this, I can win!\Come at me with the power of a dragon! response:	Here I come!
context: Dragon Force.\The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation!\Interesting!\With this, I can win!\Come at me with the power of a dragon!\Here I come! response:	I made it... The third lacrima...
context: The final form of Dragon Slayer Magic.\Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation!\Interesting!\With this, I can win!\Come at me with the power of a dragon!\Here I come!\I made it... The third lacrima... response:	Lucy, hang in there...
context: Its magic power is said to rival that of a dragon's, capable of annihilating anything.\Annihilation!\Interesting!\With this, I can win!\Come at me with the power of a dragon!\Here I come!\I made it... The third lacrima...\Lucy, hang in there... response:	I knew it wasn't the time to show off,
context: Annihilation!\Interesting!\With this, I can win!\Come at me with the power of a dragon!\Here I come!\I made it... The third lacrima...\Lucy, hang in there...\I knew it wasn't the time to show off, response:	but I wasn't able to say I couldn't do it!
context: Interesting!\With this, I can win!\Come at me with the power of a dragon!\Here I come!\I made it... The third lacrima...\Lucy, hang in there...\I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it! response:	Lucy?
context: With this, I can win!\Come at me with the power of a dragon!\Here I come!\I made it... The third lacrima...\Lucy, hang in there...\I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it!\Lucy? response:	I'm completely out of magic power.
context: Come at me with the power of a dragon!\Here I come!\I made it... The third lacrima...\Lucy, hang in there...\I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it!\Lucy?\I'm completely out of magic power. response:	Even so, I want to protect Wendy's guild!
context: Here I come!\I made it... The third lacrima...\Lucy, hang in there...\I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it!\Lucy?\I'm completely out of magic power.\Even so, I want to protect Wendy's guild! response:	I don't want to get down on myself!
context: I made it... The third lacrima...\Lucy, hang in there...\I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it!\Lucy?\I'm completely out of magic power.\Even so, I want to protect Wendy's guild!\I don't want to get down on myself! response:	That's why I'm going to keep going, until the bitter end!
context: Lucy, hang in there...\I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it!\Lucy?\I'm completely out of magic power.\Even so, I want to protect Wendy's guild!\I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end! response:	Lucy!
context: I knew it wasn't the time to show off,\but I wasn't able to say I couldn't do it!\Lucy?\I'm completely out of magic power.\Even so, I want to protect Wendy's guild!\I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end!\Lucy! response:	I can't fall! Not in a place like this!
context: but I wasn't able to say I couldn't do it!\Lucy?\I'm completely out of magic power.\Even so, I want to protect Wendy's guild!\I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end!\Lucy!\I can't fall! Not in a place like this! response:	Wendy...
context: Lucy?\I'm completely out of magic power.\Even so, I want to protect Wendy's guild!\I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end!\Lucy!\I can't fall! Not in a place like this!\Wendy... response:	I have to do my best.
context: I'm completely out of magic power.\Even so, I want to protect Wendy's guild!\I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end!\Lucy!\I can't fall! Not in a place like this!\Wendy...\I have to do my best. response:	For Caitshelter...
context: Even so, I want to protect Wendy's guild!\I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end!\Lucy!\I can't fall! Not in a place like this!\Wendy...\I have to do my best.\For Caitshelter... response:	For Jellal, who believed in me...
context: I don't want to get down on myself!\That's why I'm going to keep going, until the bitter end!\Lucy!\I can't fall! Not in a place like this!\Wendy...\I have to do my best.\For Caitshelter...\For Jellal, who believed in me... response:	And for all my other friends, too!
context: That's why I'm going to keep going, until the bitter end!\Lucy!\I can't fall! Not in a place like this!\Wendy...\I have to do my best.\For Caitshelter...\For Jellal, who believed in me...\And for all my other friends, too! response:	Dark Gravity!
context: Lucy!\I can't fall! Not in a place like this!\Wendy...\I have to do my best.\For Caitshelter...\For Jellal, who believed in me...\And for all my other friends, too!\Dark Gravity! response:	Come on now... You can do better than that.
context: I can't fall! Not in a place like this!\Wendy...\I have to do my best.\For Caitshelter...\For Jellal, who believed in me...\And for all my other friends, too!\Dark Gravity!\Come on now... You can do better than that. response:	Natsu...
context: Wendy...\I have to do my best.\For Caitshelter...\For Jellal, who believed in me...\And for all my other friends, too!\Dark Gravity!\Come on now... You can do better than that.\Natsu... response:	That was close...
context: I have to do my best.\For Caitshelter...\For Jellal, who believed in me...\And for all my other friends, too!\Dark Gravity!\Come on now... You can do better than that.\Natsu...\That was close... response:	Zero Slash!
context: For Caitshelter...\For Jellal, who believed in me...\And for all my other friends, too!\Dark Gravity!\Come on now... You can do better than that.\Natsu...\That was close...\Zero Slash! response:	Dark Delete!
context: For Jellal, who believed in me...\And for all my other friends, too!\Dark Gravity!\Come on now... You can do better than that.\Natsu...\That was close...\Zero Slash!\Dark Delete! response:	No... I can't pass out yet!
context: And for all my other friends, too!\Dark Gravity!\Come on now... You can do better than that.\Natsu...\That was close...\Zero Slash!\Dark Delete!\No... I can't pass out yet! response:	Hibiki, Ren, Eve...
context: Dark Gravity!\Come on now... You can do better than that.\Natsu...\That was close...\Zero Slash!\Dark Delete!\No... I can't pass out yet!\Hibiki, Ren, Eve... response:	Give me the power!
context: Come on now... You can do better than that.\Natsu...\That was close...\Zero Slash!\Dark Delete!\No... I can't pass out yet!\Hibiki, Ren, Eve...\Give me the power! response:	3 more minutes.
context: Natsu...\That was close...\Zero Slash!\Dark Delete!\No... I can't pass out yet!\Hibiki, Ren, Eve...\Give me the power!\3 more minutes. response:	Natsu.
context: That was close...\Zero Slash!\Dark Delete!\No... I can't pass out yet!\Hibiki, Ren, Eve...\Give me the power!\3 more minutes.\Natsu. response:	Is that all there is to the power of a dragon?
context: Zero Slash!\Dark Delete!\No... I can't pass out yet!\Hibiki, Ren, Eve...\Give me the power!\3 more minutes.\Natsu.\Is that all there is to the power of a dragon? response:	Dragons ruled in ancient times with this paltry amount of power?!
context: Dark Delete!\No... I can't pass out yet!\Hibiki, Ren, Eve...\Give me the power!\3 more minutes.\Natsu.\Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?! response:	W-What are you going to do, Lucy?
context: No... I can't pass out yet!\Hibiki, Ren, Eve...\Give me the power!\3 more minutes.\Natsu.\Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy? response:	I don't know!
context: Hibiki, Ren, Eve...\Give me the power!\3 more minutes.\Natsu.\Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy?\I don't know! response:	I don't know, but maybe if I throw myself against it...
context: Give me the power!\3 more minutes.\Natsu.\Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy?\I don't know!\I don't know, but maybe if I throw myself against it... response:	I have to destroy it!
context: 3 more minutes.\Natsu.\Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy?\I don't know!\I don't know, but maybe if I throw myself against it...\I have to destroy it! response:	I won't give up! I won't give, up no matter what!
context: Natsu.\Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy?\I don't know!\I don't know, but maybe if I throw myself against it...\I have to destroy it!\I won't give up! I won't give, up no matter what! response:	Sometimes, it's that feeling that can give you the power.
context: Is that all there is to the power of a dragon?\Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy?\I don't know!\I don't know, but maybe if I throw myself against it...\I have to destroy it!\I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power. response:	We were listening back then.
context: Dragons ruled in ancient times with this paltry amount of power?!\W-What are you going to do, Lucy?\I don't know!\I don't know, but maybe if I throw myself against it...\I have to destroy it!\I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power.\We were listening back then. response:	We heard your feelings.
context: W-What are you going to do, Lucy?\I don't know!\I don't know, but maybe if I throw myself against it...\I have to destroy it!\I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power.\We were listening back then.\We heard your feelings. response:	Gemini...
context: I don't know!\I don't know, but maybe if I throw myself against it...\I have to destroy it!\I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power.\We were listening back then.\We heard your feelings.\Gemini... response:	Why are you here?
context: I don't know, but maybe if I throw myself against it...\I have to destroy it!\I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power.\We were listening back then.\We heard your feelings.\Gemini...\Why are you here? response:	We can copy your body and abilities.
context: I have to destroy it!\I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power.\We were listening back then.\We heard your feelings.\Gemini...\Why are you here?\We can copy your body and abilities. response:	We'll become your will!
context: I won't give up! I won't give, up no matter what!\Sometimes, it's that feeling that can give you the power.\We were listening back then.\We heard your feelings.\Gemini...\Why are you here?\We can copy your body and abilities.\We'll become your will! response:	We just need to destroy this thing in about three minutes, right?
context: Sometimes, it's that feeling that can give you the power.\We were listening back then.\We heard your feelings.\Gemini...\Why are you here?\We can copy your body and abilities.\We'll become your will!\We just need to destroy this thing in about three minutes, right? response:	Thank you!
context: We were listening back then.\We heard your feelings.\Gemini...\Why are you here?\We can copy your body and abilities.\We'll become your will!\We just need to destroy this thing in about three minutes, right?\Thank you! response:	Men... Men...
context: We heard your feelings.\Gemini...\Why are you here?\We can copy your body and abilities.\We'll become your will!\We just need to destroy this thing in about three minutes, right?\Thank you!\Men... Men... response:	I will show you my power parfum!
context: Gemini...\Why are you here?\We can copy your body and abilities.\We'll become your will!\We just need to destroy this thing in about three minutes, right?\Thank you!\Men... Men...\I will show you my power parfum! response:	More power... The power of the heavens...
context: Why are you here?\We can copy your body and abilities.\We'll become your will!\We just need to destroy this thing in about three minutes, right?\Thank you!\Men... Men...\I will show you my power parfum!\More power... The power of the heavens... response:	I am the master of Oracion Seis, Zero!
context: We can copy your body and abilities.\We'll become your will!\We just need to destroy this thing in about three minutes, right?\Thank you!\Men... Men...\I will show you my power parfum!\More power... The power of the heavens...\I am the master of Oracion Seis, Zero! response:	I'm on a whole other level than a mere foot soldier from some guild.
context: We'll become your will!\We just need to destroy this thing in about three minutes, right?\Thank you!\Men... Men...\I will show you my power parfum!\More power... The power of the heavens...\I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild. response:	There's no way trash like you could handle me alone!
context: We just need to destroy this thing in about three minutes, right?\Thank you!\Men... Men...\I will show you my power parfum!\More power... The power of the heavens...\I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone! response:	I'm not alone.
context: Thank you!\Men... Men...\I will show you my power parfum!\More power... The power of the heavens...\I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone!\I'm not alone. response:	I can hear them...
context: Men... Men...\I will show you my power parfum!\More power... The power of the heavens...\I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone!\I'm not alone.\I can hear them... response:	I can... hear them...
context: I will show you my power parfum!\More power... The power of the heavens...\I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone!\I'm not alone.\I can hear them...\I can... hear them... response:	I can hear everyone's voices... I can sense everyone's feelings...
context: More power... The power of the heavens...\I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone!\I'm not alone.\I can hear them...\I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings... response:	I'm not alone... Everyone's feelings...
context: I am the master of Oracion Seis, Zero!\I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone!\I'm not alone.\I can hear them...\I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings... response:	They support me... They are what give me the will to stand and fight.
context: I'm on a whole other level than a mere foot soldier from some guild.\There's no way trash like you could handle me alone!\I'm not alone.\I can hear them...\I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight. response:	Guess it's about time.
context: There's no way trash like you could handle me alone!\I'm not alone.\I can hear them...\I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight.\Guess it's about time. response:	Okay, here we go!
context: I'm not alone.\I can hear them...\I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight.\Guess it's about time.\Okay, here we go! response:	The Gate of the Golden Bull is good, right?
context: I can hear them...\I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight.\Guess it's about time.\Okay, here we go!\The Gate of the Golden Bull is good, right? response:	Yes, please!
context: I can... hear them...\I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight.\Guess it's about time.\Okay, here we go!\The Gate of the Golden Bull is good, right?\Yes, please! response:	Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!
context: I can hear everyone's voices... I can sense everyone's feelings...\I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight.\Guess it's about time.\Okay, here we go!\The Gate of the Golden Bull is good, right?\Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus! response:	Requip!
context: I'm not alone... Everyone's feelings...\They support me... They are what give me the will to stand and fight.\Guess it's about time.\Okay, here we go!\The Gate of the Golden Bull is good, right?\Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip! response:	Power... Power is welling up from within me...
context: They support me... They are what give me the will to stand and fight.\Guess it's about time.\Okay, here we go!\The Gate of the Golden Bull is good, right?\Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip!\Power... Power is welling up from within me... response:	Wendy...
context: Guess it's about time.\Okay, here we go!\The Gate of the Golden Bull is good, right?\Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip!\Power... Power is welling up from within me...\Wendy... response:	The power... The power of my friends flows throughout my body!
context: Okay, here we go!\The Gate of the Golden Bull is good, right?\Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip!\Power... Power is welling up from within me...\Wendy...\The power... The power of my friends flows throughout my body! response:	Dragon Force... It will be a shame to crush it to smithereens, but...
context: The Gate of the Golden Bull is good, right?\Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip!\Power... Power is welling up from within me...\Wendy...\The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but... response:	Enough.
context: Yes, please!\Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip!\Power... Power is welling up from within me...\Wendy...\The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but...\Enough. response:	It's been fun.
context: Now is the time to show everyone the true power of Ichiya, of Blue Pegasus!\Requip!\Power... Power is welling up from within me...\Wendy...\The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but...\Enough.\It's been fun. response:	I will give you true nothingness.
context: Requip!\Power... Power is welling up from within me...\Wendy...\The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but...\Enough.\It's been fun.\I will give you true nothingness. response:	My greatest magic...
context: Power... Power is welling up from within me...\Wendy...\The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but...\Enough.\It's been fun.\I will give you true nothingness.\My greatest magic... response:	Blazing Explosive Flame Edge!
context: Wendy...\The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but...\Enough.\It's been fun.\I will give you true nothingness.\My greatest magic...\Blazing Explosive Flame Edge! response:	Genesis Zero!
context: The power... The power of my friends flows throughout my body!\Dragon Force... It will be a shame to crush it to smithereens, but...\Enough.\It's been fun.\I will give you true nothingness.\My greatest magic...\Blazing Explosive Flame Edge!\Genesis Zero! response:	Vanish into the great nothingness!
context: Dragon Force... It will be a shame to crush it to smithereens, but...\Enough.\It's been fun.\I will give you true nothingness.\My greatest magic...\Blazing Explosive Flame Edge!\Genesis Zero!\Vanish into the great nothingness! response:	I wonder if there's a dragon walking around somewhere, that's just fallen through the cracks...
context: Enough.\It's been fun.\I will give you true nothingness.\My greatest magic...\Blazing Explosive Flame Edge!\Genesis Zero!\Vanish into the great nothingness!\I wonder if there's a dragon walking around somewhere, that's just fallen through the cracks... response:	Like a dragon would fall through a crack!
context: It's been fun.\I will give you true nothingness.\My greatest magic...\Blazing Explosive Flame Edge!\Genesis Zero!\Vanish into the great nothingness!\I wonder if there's a dragon walking around somewhere, that's just fallen through the cracks...\Like a dragon would fall through a crack! response:	If I had a dragon, I'd be able to train with my Dragon Slayer Magic whenever I wanted!
