context: Virus symptoms begin response:	in 17 hours
context: I heard you joined the Detective Agency and stopped being an assassin.\That seems to have been misinformation.\I won't kill if it doesn't serve a purpose.\But if you don't tell me the entry code...\I'll make sure you never fire a gun again.\I've been prepared since the moment I took this job.\I see.\That's a shame. response:	It's been a long time, Kyouka.
context: That seems to have been misinformation.\I won't kill if it doesn't serve a purpose.\But if you don't tell me the entry code...\I'll make sure you never fire a gun again.\I've been prepared since the moment I took this job.\I see.\That's a shame.\It's been a long time, Kyouka. response:	Akutagawa-senpai!
context: I won't kill if it doesn't serve a purpose.\But if you don't tell me the entry code...\I'll make sure you never fire a gun again.\I've been prepared since the moment I took this job.\I see.\That's a shame.\It's been a long time, Kyouka.\Akutagawa-senpai! response:	Inform the brass of the intruder.
context: But if you don't tell me the entry code...\I'll make sure you never fire a gun again.\I've been prepared since the moment I took this job.\I see.\That's a shame.\It's been a long time, Kyouka.\Akutagawa-senpai!\Inform the brass of the intruder. response:	I'll handle it from here.
context: I'll make sure you never fire a gun again.\I've been prepared since the moment I took this job.\I see.\That's a shame.\It's been a long time, Kyouka.\Akutagawa-senpai!\Inform the brass of the intruder.\I'll handle it from here. response:	Understood.
context: I've been prepared since the moment I took this job.\I see.\That's a shame.\It's been a long time, Kyouka.\Akutagawa-senpai!\Inform the brass of the intruder.\I'll handle it from here.\Understood. response:	It's been a while since I've fought an enemy with any spine.
context: I see.\That's a shame.\It's been a long time, Kyouka.\Akutagawa-senpai!\Inform the brass of the intruder.\I'll handle it from here.\Understood.\It's been a while since I've fought an enemy with any spine. response:	Want to see what it's like to be crushed by gravity?
context: That's a shame.\It's been a long time, Kyouka.\Akutagawa-senpai!\Inform the brass of the intruder.\I'll handle it from here.\Understood.\It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity? response:	Nothing is impossible for a great detective.
context: It's been a long time, Kyouka.\Akutagawa-senpai!\Inform the brass of the intruder.\I'll handle it from here.\Understood.\It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective. response:	Do you like mystery novels?
context: Akutagawa-senpai!\Inform the brass of the intruder.\I'll handle it from here.\Understood.\It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective.\Do you like mystery novels? response:	I can't get my fist out!
context: Inform the brass of the intruder.\I'll handle it from here.\Understood.\It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective.\Do you like mystery novels?\I can't get my fist out! response:	There are a thousand characters,
context: I'll handle it from here.\Understood.\It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective.\Do you like mystery novels?\I can't get my fist out!\There are a thousand characters, response:	and half of them are murderers.
context: Understood.\It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective.\Do you like mystery novels?\I can't get my fist out!\There are a thousand characters,\and half of them are murderers. response:	If we don't die in this fictional world where we have no abilities,
context: It's been a while since I've fought an enemy with any spine.\Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective.\Do you like mystery novels?\I can't get my fist out!\There are a thousand characters,\and half of them are murderers.\If we don't die in this fictional world where we have no abilities, response:	I'll see you when we get back.
context: Want to see what it's like to be crushed by gravity?\Nothing is impossible for a great detective.\Do you like mystery novels?\I can't get my fist out!\There are a thousand characters,\and half of them are murderers.\If we don't die in this fictional world where we have no abilities,\I'll see you when we get back. response:	I was so eager to write a good mystery novel for his game.
context: Nothing is impossible for a great detective.\Do you like mystery novels?\I can't get my fist out!\There are a thousand characters,\and half of them are murderers.\If we don't die in this fictional world where we have no abilities,\I'll see you when we get back.\I was so eager to write a good mystery novel for his game. response:	I've been taken advantage of.
context: Do you like mystery novels?\I can't get my fist out!\There are a thousand characters,\and half of them are murderers.\If we don't die in this fictional world where we have no abilities,\I'll see you when we get back.\I was so eager to write a good mystery novel for his game.\I've been taken advantage of. response:	Alas, that tale of massacre will take the Port Mafia brass,
context: I can't get my fist out!\There are a thousand characters,\and half of them are murderers.\If we don't die in this fictional world where we have no abilities,\I'll see you when we get back.\I was so eager to write a good mystery novel for his game.\I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass, response:	and even Rampo-kun, several days to escape.
context: There are a thousand characters,\and half of them are murderers.\If we don't die in this fictional world where we have no abilities,\I'll see you when we get back.\I was so eager to write a good mystery novel for his game.\I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape. response:	Or perhaps both will die, and I alone will stand in the glory of victory.
context: and half of them are murderers.\If we don't die in this fictional world where we have no abilities,\I'll see you when we get back.\I was so eager to write a good mystery novel for his game.\I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory. response:	But what would I do with myself if Rampo-kun were to die?
context: If we don't die in this fictional world where we have no abilities,\I'll see you when we get back.\I was so eager to write a good mystery novel for his game.\I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die? response:	Not good enough!
context: I'll see you when we get back.\I was so eager to write a good mystery novel for his game.\I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die?\Not good enough! response:	An assassin, specialized in black ops and ambushes, has already half lost
context: I was so eager to write a good mystery novel for his game.\I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die?\Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost response:	the moment she decided to fight against a formidable opponent.
context: I've been taken advantage of.\Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die?\Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent. response:	I'm still not convinced the Detective Agency is the right path for you.
context: Alas, that tale of massacre will take the Port Mafia brass,\and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die?\Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you. response:	I'm no longer the person you used to know.
context: and even Rampo-kun, several days to escape.\Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die?\Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know. response:	She dematerialized and escaped my bonds!
context: Or perhaps both will die, and I alone will stand in the glory of victory.\But what would I do with myself if Rampo-kun were to die?\Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know.\She dematerialized and escaped my bonds! response:	I can't even touch her with physical attacks.
context: But what would I do with myself if Rampo-kun were to die?\Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know.\She dematerialized and escaped my bonds!\I can't even touch her with physical attacks. response:	Then...
context: Not good enough!\An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know.\She dematerialized and escaped my bonds!\I can't even touch her with physical attacks.\Then... response:	Devoured Space!
context: An assassin, specialized in black ops and ambushes, has already half lost\the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know.\She dematerialized and escaped my bonds!\I can't even touch her with physical attacks.\Then...\Devoured Space! response:	You said I was worthless if I didn't kill people.
context: the moment she decided to fight against a formidable opponent.\I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know.\She dematerialized and escaped my bonds!\I can't even touch her with physical attacks.\Then...\Devoured Space!\You said I was worthless if I didn't kill people. response:	Demon Snow was a decoy!
context: I'm still not convinced the Detective Agency is the right path for you.\I'm no longer the person you used to know.\She dematerialized and escaped my bonds!\I can't even touch her with physical attacks.\Then...\Devoured Space!\You said I was worthless if I didn't kill people.\Demon Snow was a decoy! response:	Goodbye.
context: I'm no longer the person you used to know.\She dematerialized and escaped my bonds!\I can't even touch her with physical attacks.\Then...\Devoured Space!\You said I was worthless if I didn't kill people.\Demon Snow was a decoy!\Goodbye. response:	Defeated by such a lowly ability...
context: She dematerialized and escaped my bonds!\I can't even touch her with physical attacks.\Then...\Devoured Space!\You said I was worthless if I didn't kill people.\Demon Snow was a decoy!\Goodbye.\Defeated by such a lowly ability... response:	We're under a barrage of bullets.
context: I can't even touch her with physical attacks.\Then...\Devoured Space!\You said I was worthless if I didn't kill people.\Demon Snow was a decoy!\Goodbye.\Defeated by such a lowly ability...\We're under a barrage of bullets. response:	We're pinned down like a butterfly on a board.
context: Then...\Devoured Space!\You said I was worthless if I didn't kill people.\Demon Snow was a decoy!\Goodbye.\Defeated by such a lowly ability...\We're under a barrage of bullets.\We're pinned down like a butterfly on a board. response:	How are things over there, Atsushi?
context: Devoured Space!\You said I was worthless if I didn't kill people.\Demon Snow was a decoy!\Goodbye.\Defeated by such a lowly ability...\We're under a barrage of bullets.\We're pinned down like a butterfly on a board.\How are things over there, Atsushi? response:	No leads so far.
context: You said I was worthless if I didn't kill people.\Demon Snow was a decoy!\Goodbye.\Defeated by such a lowly ability...\We're under a barrage of bullets.\We're pinned down like a butterfly on a board.\How are things over there, Atsushi?\No leads so far. response:	And...
context: Demon Snow was a decoy!\Goodbye.\Defeated by such a lowly ability...\We're under a barrage of bullets.\We're pinned down like a butterfly on a board.\How are things over there, Atsushi?\No leads so far.\And... response:	Katai-san's been erased.
context: Goodbye.\Defeated by such a lowly ability...\We're under a barrage of bullets.\We're pinned down like a butterfly on a board.\How are things over there, Atsushi?\No leads so far.\And...\Katai-san's been erased. response:	Katai has?!
context: Defeated by such a lowly ability...\We're under a barrage of bullets.\We're pinned down like a butterfly on a board.\How are things over there, Atsushi?\No leads so far.\And...\Katai-san's been erased.\Katai has?! response:	Tell Kunikida...
context: We're under a barrage of bullets.\We're pinned down like a butterfly on a board.\How are things over there, Atsushi?\No leads so far.\And...\Katai-san's been erased.\Katai has?!\Tell Kunikida... response:	Even more people are about to die.
context: We're pinned down like a butterfly on a board.\How are things over there, Atsushi?\No leads so far.\And...\Katai-san's been erased.\Katai has?!\Tell Kunikida...\Even more people are about to die. response:	Tell him to keep the luxury of mourning friends until later.
context: How are things over there, Atsushi?\No leads so far.\And...\Katai-san's been erased.\Katai has?!\Tell Kunikida...\Even more people are about to die.\Tell him to keep the luxury of mourning friends until later. response:	I don't know how long we'll last here, either.
context: No leads so far.\And...\Katai-san's been erased.\Katai has?!\Tell Kunikida...\Even more people are about to die.\Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either. response:	The gunfire stopped.
context: And...\Katai-san's been erased.\Katai has?!\Tell Kunikida...\Even more people are about to die.\Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either.\The gunfire stopped. response:	What the hell is that?
context: Katai-san's been erased.\Katai has?!\Tell Kunikida...\Even more people are about to die.\Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either.\The gunfire stopped.\What the hell is that? response:	Demonic Armor...
context: Katai has?!\Tell Kunikida...\Even more people are about to die.\Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either.\The gunfire stopped.\What the hell is that?\Demonic Armor... response:	I can't move the blade!
context: Tell Kunikida...\Even more people are about to die.\Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either.\The gunfire stopped.\What the hell is that?\Demonic Armor...\I can't move the blade! response:	You really have changed, Kyouka.
context: Even more people are about to die.\Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either.\The gunfire stopped.\What the hell is that?\Demonic Armor...\I can't move the blade!\You really have changed, Kyouka. response:	Your eyes are not the same as when I knew you.
context: Tell him to keep the luxury of mourning friends until later.\I don't know how long we'll last here, either.\The gunfire stopped.\What the hell is that?\Demonic Armor...\I can't move the blade!\You really have changed, Kyouka.\Your eyes are not the same as when I knew you. response:	Four years ago...
context: I don't know how long we'll last here, either.\The gunfire stopped.\What the hell is that?\Demonic Armor...\I can't move the blade!\You really have changed, Kyouka.\Your eyes are not the same as when I knew you.\Four years ago... response:	Are you the gifted who can cut anything?
context: The gunfire stopped.\What the hell is that?\Demonic Armor...\I can't move the blade!\You really have changed, Kyouka.\Your eyes are not the same as when I knew you.\Four years ago...\Are you the gifted who can cut anything? response:	Port Mafia building
context: What the hell is that?\Demonic Armor...\I can't move the blade!\You really have changed, Kyouka.\Your eyes are not the same as when I knew you.\Four years ago...\Are you the gifted who can cut anything?\Port Mafia building response:	Hall of Light and Dark
context: Demonic Armor...\I can't move the blade!\You really have changed, Kyouka.\Your eyes are not the same as when I knew you.\Four years ago...\Are you the gifted who can cut anything?\Port Mafia building\Hall of Light and Dark response:	And if I am?
context: I can't move the blade!\You really have changed, Kyouka.\Your eyes are not the same as when I knew you.\Four years ago...\Are you the gifted who can cut anything?\Port Mafia building\Hall of Light and Dark\And if I am? response:	Cut down Demon Snow.
context: You really have changed, Kyouka.\Your eyes are not the same as when I knew you.\Four years ago...\Are you the gifted who can cut anything?\Port Mafia building\Hall of Light and Dark\And if I am?\Cut down Demon Snow. response:	Avenge my parents.
context: Your eyes are not the same as when I knew you.\Four years ago...\Are you the gifted who can cut anything?\Port Mafia building\Hall of Light and Dark\And if I am?\Cut down Demon Snow.\Avenge my parents. response:	And then, Demon Snow's master...
context: Four years ago...\Are you the gifted who can cut anything?\Port Mafia building\Hall of Light and Dark\And if I am?\Cut down Demon Snow.\Avenge my parents.\And then, Demon Snow's master... response:	Me.
context: Are you the gifted who can cut anything?\Port Mafia building\Hall of Light and Dark\And if I am?\Cut down Demon Snow.\Avenge my parents.\And then, Demon Snow's master...\Me. response:	Kill me.
context: Port Mafia building\Hall of Light and Dark\And if I am?\Cut down Demon Snow.\Avenge my parents.\And then, Demon Snow's master...\Me.\Kill me. response:	Your eyes were filled with vengeance.
context: Hall of Light and Dark\And if I am?\Cut down Demon Snow.\Avenge my parents.\And then, Demon Snow's master...\Me.\Kill me.\Your eyes were filled with vengeance. response:	Those eyes saw no value in your own life.
context: And if I am?\Cut down Demon Snow.\Avenge my parents.\And then, Demon Snow's master...\Me.\Kill me.\Your eyes were filled with vengeance.\Those eyes saw no value in your own life. response:	How would you know?
context: Cut down Demon Snow.\Avenge my parents.\And then, Demon Snow's master...\Me.\Kill me.\Your eyes were filled with vengeance.\Those eyes saw no value in your own life.\How would you know? response:	Because I knew a man who had the same eyes as yours.
context: Avenge my parents.\And then, Demon Snow's master...\Me.\Kill me.\Your eyes were filled with vengeance.\Those eyes saw no value in your own life.\How would you know?\Because I knew a man who had the same eyes as yours. response:	And what happened to that man?
context: And then, Demon Snow's master...\Me.\Kill me.\Your eyes were filled with vengeance.\Those eyes saw no value in your own life.\How would you know?\Because I knew a man who had the same eyes as yours.\And what happened to that man? response:	The same as what happened to you.
context: Me.\Kill me.\Your eyes were filled with vengeance.\Those eyes saw no value in your own life.\How would you know?\Because I knew a man who had the same eyes as yours.\And what happened to that man?\The same as what happened to you. response:	He met a certain person, joined a certain organization, and ceased to desire death.
context: Kill me.\Your eyes were filled with vengeance.\Those eyes saw no value in your own life.\How would you know?\Because I knew a man who had the same eyes as yours.\And what happened to that man?\The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death. response:	Kyouka...
context: Your eyes were filled with vengeance.\Those eyes saw no value in your own life.\How would you know?\Because I knew a man who had the same eyes as yours.\And what happened to that man?\The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka... response:	I'm happy for you.
context: Those eyes saw no value in your own life.\How would you know?\Because I knew a man who had the same eyes as yours.\And what happened to that man?\The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka...\I'm happy for you. response:	Senpai, you need to retreat for now.
context: How would you know?\Because I knew a man who had the same eyes as yours.\And what happened to that man?\The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka...\I'm happy for you.\Senpai, you need to retreat for now. response:	The lemon runway is coming.
context: Because I knew a man who had the same eyes as yours.\And what happened to that man?\The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka...\I'm happy for you.\Senpai, you need to retreat for now.\The lemon runway is coming. response:	Akutagawa-senpai!
context: And what happened to that man?\The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka...\I'm happy for you.\Senpai, you need to retreat for now.\The lemon runway is coming.\Akutagawa-senpai! response:	All right.
context: The same as what happened to you.\He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka...\I'm happy for you.\Senpai, you need to retreat for now.\The lemon runway is coming.\Akutagawa-senpai!\All right. response:	I pulled three all-nighters to develop this!
context: He met a certain person, joined a certain organization, and ceased to desire death.\Kyouka...\I'm happy for you.\Senpai, you need to retreat for now.\The lemon runway is coming.\Akutagawa-senpai!\All right.\I pulled three all-nighters to develop this! response:	In the end, I forgot to wear my underwear.
context: Kyouka...\I'm happy for you.\Senpai, you need to retreat for now.\The lemon runway is coming.\Akutagawa-senpai!\All right.\I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear. response:	The enemy's retreated. We need to make a run for it.
context: I'm happy for you.\Senpai, you need to retreat for now.\The lemon runway is coming.\Akutagawa-senpai!\All right.\I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it. response:	Hold it.
context: Senpai, you need to retreat for now.\The lemon runway is coming.\Akutagawa-senpai!\All right.\I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it.\Hold it. response:	Something's not right.
context: The lemon runway is coming.\Akutagawa-senpai!\All right.\I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it.\Hold it.\Something's not right. response:	Now, then, allow me to announce the theme of today's science experiment.
context: Akutagawa-senpai!\All right.\I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it.\Hold it.\Something's not right.\Now, then, allow me to announce the theme of today's science experiment. response:	Fireworks Up-Close!
context: All right.\I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it.\Hold it.\Something's not right.\Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close! response:	Don't tell me those are all filled with...
context: I pulled three all-nighters to develop this!\In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it.\Hold it.\Something's not right.\Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close!\Don't tell me those are all filled with... response:	Guys, let's get outside.
context: In the end, I forgot to wear my underwear.\The enemy's retreated. We need to make a run for it.\Hold it.\Something's not right.\Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close!\Don't tell me those are all filled with...\Guys, let's get outside. response:	Just come!
context: The enemy's retreated. We need to make a run for it.\Hold it.\Something's not right.\Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close!\Don't tell me those are all filled with...\Guys, let's get outside.\Just come! response:	The lemon runway!
context: Hold it.\Something's not right.\Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close!\Don't tell me those are all filled with...\Guys, let's get outside.\Just come!\The lemon runway! response:	My path in life is filled with nothing but explosions!
context: Something's not right.\Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close!\Don't tell me those are all filled with...\Guys, let's get outside.\Just come!\The lemon runway!\My path in life is filled with nothing but explosions! response:	Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.
context: Now, then, allow me to announce the theme of today's science experiment.\Fireworks Up-Close!\Don't tell me those are all filled with...\Guys, let's get outside.\Just come!\The lemon runway!\My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together. response:	This world has always been empty.
context: Fireworks Up-Close!\Don't tell me those are all filled with...\Guys, let's get outside.\Just come!\The lemon runway!\My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty. response:	Happiness, too, is but a simple signal in the brain.
context: Don't tell me those are all filled with...\Guys, let's get outside.\Just come!\The lemon runway!\My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty.\Happiness, too, is but a simple signal in the brain. response:	Thus, the truest way to live is to use science to dance and play with reality!
context: Guys, let's get outside.\Just come!\The lemon runway!\My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty.\Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality! response:	I won't allow you to kill the grand master of the universe who makes it so!
context: Just come!\The lemon runway!\My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty.\Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so! response:	Let's go.
context: The lemon runway!\My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty.\Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so!\Let's go. response:	Full retreat.
context: My path in life is filled with nothing but explosions!\Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty.\Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so!\Let's go.\Full retreat. response:	I won't stop you.
context: Go near him, and you'll be blown into so many pieces that even I couldn't put you back together.\This world has always been empty.\Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so!\Let's go.\Full retreat.\I won't stop you. response:	I'm not a Detective Agency employee.
context: This world has always been empty.\Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so!\Let's go.\Full retreat.\I won't stop you.\I'm not a Detective Agency employee. response:	But I took care of you,
context: Happiness, too, is but a simple signal in the brain.\Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so!\Let's go.\Full retreat.\I won't stop you.\I'm not a Detective Agency employee.\But I took care of you, response:	so you could at least tell me where you're going.
context: Thus, the truest way to live is to use science to dance and play with reality!\I won't allow you to kill the grand master of the universe who makes it so!\Let's go.\Full retreat.\I won't stop you.\I'm not a Detective Agency employee.\But I took care of you,\so you could at least tell me where you're going. response:	I'm going to meet an old friend.
context: I won't allow you to kill the grand master of the universe who makes it so!\Let's go.\Full retreat.\I won't stop you.\I'm not a Detective Agency employee.\But I took care of you,\so you could at least tell me where you're going.\I'm going to meet an old friend. response:	There's no getting close to the enemy's building,
context: Let's go.\Full retreat.\I won't stop you.\I'm not a Detective Agency employee.\But I took care of you,\so you could at least tell me where you're going.\I'm going to meet an old friend.\There's no getting close to the enemy's building, response:	so long as we have to deal with that idiot's bombs.
context: Full retreat.\I won't stop you.\I'm not a Detective Agency employee.\But I took care of you,\so you could at least tell me where you're going.\I'm going to meet an old friend.\There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs. response:	What's the matter?
context: I won't stop you.\I'm not a Detective Agency employee.\But I took care of you,\so you could at least tell me where you're going.\I'm going to meet an old friend.\There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs.\What's the matter? response:	What?!
context: I'm not a Detective Agency employee.\But I took care of you,\so you could at least tell me where you're going.\I'm going to meet an old friend.\There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs.\What's the matter?\What?! response:	The president vanished?
context: But I took care of you,\so you could at least tell me where you're going.\I'm going to meet an old friend.\There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs.\What's the matter?\What?!\The president vanished? response:	Abandon all battle stations.
context: so you could at least tell me where you're going.\I'm going to meet an old friend.\There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs.\What's the matter?\What?!\The president vanished?\Abandon all battle stations. response:	The boss has vanished from his bed.
context: I'm going to meet an old friend.\There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs.\What's the matter?\What?!\The president vanished?\Abandon all battle stations.\The boss has vanished from his bed. response:	Missing from a closed underground room, I see.
context: There's no getting close to the enemy's building,\so long as we have to deal with that idiot's bombs.\What's the matter?\What?!\The president vanished?\Abandon all battle stations.\The boss has vanished from his bed.\Missing from a closed underground room, I see. response:	I'm out of ideas.
context: so long as we have to deal with that idiot's bombs.\What's the matter?\What?!\The president vanished?\Abandon all battle stations.\The boss has vanished from his bed.\Missing from a closed underground room, I see.\I'm out of ideas. response:	Perhaps we should call a detective.
context: What's the matter?\What?!\The president vanished?\Abandon all battle stations.\The boss has vanished from his bed.\Missing from a closed underground room, I see.\I'm out of ideas.\Perhaps we should call a detective. response:	Hirotsu-san.
context: What?!\The president vanished?\Abandon all battle stations.\The boss has vanished from his bed.\Missing from a closed underground room, I see.\I'm out of ideas.\Perhaps we should call a detective.\Hirotsu-san. response:	I'm kidding.
context: The president vanished?\Abandon all battle stations.\The boss has vanished from his bed.\Missing from a closed underground room, I see.\I'm out of ideas.\Perhaps we should call a detective.\Hirotsu-san.\I'm kidding. response:	We've received word of a sighting from the guards outside.
context: Abandon all battle stations.\The boss has vanished from his bed.\Missing from a closed underground room, I see.\I'm out of ideas.\Perhaps we should call a detective.\Hirotsu-san.\I'm kidding.\We've received word of a sighting from the guards outside. response:	The boss left of his own will.
context: The boss has vanished from his bed.\Missing from a closed underground room, I see.\I'm out of ideas.\Perhaps we should call a detective.\Hirotsu-san.\I'm kidding.\We've received word of a sighting from the guards outside.\The boss left of his own will. response:	No...
context: Missing from a closed underground room, I see.\I'm out of ideas.\Perhaps we should call a detective.\Hirotsu-san.\I'm kidding.\We've received word of a sighting from the guards outside.\The boss left of his own will.\No... response:	Where would he have gone when the Agency is out to get him?
context: I'm out of ideas.\Perhaps we should call a detective.\Hirotsu-san.\I'm kidding.\We've received word of a sighting from the guards outside.\The boss left of his own will.\No...\Where would he have gone when the Agency is out to get him? response:	I don't know.
context: Perhaps we should call a detective.\Hirotsu-san.\I'm kidding.\We've received word of a sighting from the guards outside.\The boss left of his own will.\No...\Where would he have gone when the Agency is out to get him?\I don't know. response:	But I can think of a reason.
context: Hirotsu-san.\I'm kidding.\We've received word of a sighting from the guards outside.\The boss left of his own will.\No...\Where would he have gone when the Agency is out to get him?\I don't know.\But I can think of a reason. response:	He's trying to protect us.
context: I'm kidding.\We've received word of a sighting from the guards outside.\The boss left of his own will.\No...\Where would he have gone when the Agency is out to get him?\I don't know.\But I can think of a reason.\He's trying to protect us. response:	Virus symptoms begin
context: We've received word of a sighting from the guards outside.\The boss left of his own will.\No...\Where would he have gone when the Agency is out to get him?\I don't know.\But I can think of a reason.\He's trying to protect us.\Virus symptoms begin response:	in 12 hours
context: The boss left of his own will.\No...\Where would he have gone when the Agency is out to get him?\I don't know.\But I can think of a reason.\He's trying to protect us.\Virus symptoms begin\in 12 hours response:	Haruno-san.
