context: Ima inochi ga hora kizashite chitte yuku response:	Nigirishimeta unmei
context: Minato!\Your opponent is... me!\Get away from Minato!\Tsukiumi!\I shall... never let thee touch Minato!\This is it, number 09.\Bad news!\Big Sis?! response:	Not yet.
context: Your opponent is... me!\Get away from Minato!\Tsukiumi!\I shall... never let thee touch Minato!\This is it, number 09.\Bad news!\Big Sis?!\Not yet. response:	But at this rate, everyone will!
context: Get away from Minato!\Tsukiumi!\I shall... never let thee touch Minato!\This is it, number 09.\Bad news!\Big Sis?!\Not yet.\But at this rate, everyone will! response:	I haven't been shown, yet.
context: Tsukiumi!\I shall... never let thee touch Minato!\This is it, number 09.\Bad news!\Big Sis?!\Not yet.\But at this rate, everyone will!\I haven't been shown, yet. response:	What's this?
context: I shall... never let thee touch Minato!\This is it, number 09.\Bad news!\Big Sis?!\Not yet.\But at this rate, everyone will!\I haven't been shown, yet.\What's this? response:	No doubt about it. The only one who can do this is Ku.
context: This is it, number 09.\Bad news!\Big Sis?!\Not yet.\But at this rate, everyone will!\I haven't been shown, yet.\What's this?\No doubt about it. The only one who can do this is Ku. response:	Soon I won't be able to stop the satellites...
context: Bad news!\Big Sis?!\Not yet.\But at this rate, everyone will!\I haven't been shown, yet.\What's this?\No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites... response:	Let's contact Mina-tan.
context: Big Sis?!\Not yet.\But at this rate, everyone will!\I haven't been shown, yet.\What's this?\No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites...\Let's contact Mina-tan. response:	What?
context: Not yet.\But at this rate, everyone will!\I haven't been shown, yet.\What's this?\No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites...\Let's contact Mina-tan.\What? response:	I feel it.
context: But at this rate, everyone will!\I haven't been shown, yet.\What's this?\No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites...\Let's contact Mina-tan.\What?\I feel it. response:	Mina-tan...
context: I haven't been shown, yet.\What's this?\No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites...\Let's contact Mina-tan.\What?\I feel it.\Mina-tan... response:	Reunite with her in the underworld.
context: What's this?\No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites...\Let's contact Mina-tan.\What?\I feel it.\Mina-tan...\Reunite with her in the underworld. response:	No.
context: No doubt about it. The only one who can do this is Ku.\Soon I won't be able to stop the satellites...\Let's contact Mina-tan.\What?\I feel it.\Mina-tan...\Reunite with her in the underworld.\No. response:	Huh?
context: Soon I won't be able to stop the satellites...\Let's contact Mina-tan.\What?\I feel it.\Mina-tan...\Reunite with her in the underworld.\No.\Huh? response:	No!
context: Let's contact Mina-tan.\What?\I feel it.\Mina-tan...\Reunite with her in the underworld.\No.\Huh?\No! response:	Something's going wrong with Mina-tan and the others!
context: What?\I feel it.\Mina-tan...\Reunite with her in the underworld.\No.\Huh?\No!\Something's going wrong with Mina-tan and the others! response:	Kusano-tan, anything wrong?
context: I feel it.\Mina-tan...\Reunite with her in the underworld.\No.\Huh?\No!\Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong? response:	No...
context: Mina-tan...\Reunite with her in the underworld.\No.\Huh?\No!\Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong?\No... response:	We'll hurry to the railway bridge.
context: Reunite with her in the underworld.\No.\Huh?\No!\Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong?\No...\We'll hurry to the railway bridge. response:	Ku!
context: No.\Huh?\No!\Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong?\No...\We'll hurry to the railway bridge.\Ku! response:	Ku!
context: Huh?\No!\Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong?\No...\We'll hurry to the railway bridge.\Ku!\Ku! response:	Who are you?!
context: No!\Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong?\No...\We'll hurry to the railway bridge.\Ku!\Ku!\Who are you?! response:	Hey, what are you touching, bastard!
context: Something's going wrong with Mina-tan and the others!\Kusano-tan, anything wrong?\No...\We'll hurry to the railway bridge.\Ku!\Ku!\Who are you?!\Hey, what are you touching, bastard! response:	You're reacting so passionately, and yet you leave him un-emerged?
context: Kusano-tan, anything wrong?\No...\We'll hurry to the railway bridge.\Ku!\Ku!\Who are you?!\Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged? response:	Huh?
context: No...\We'll hurry to the railway bridge.\Ku!\Ku!\Who are you?!\Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged?\Huh? response:	The one who chased Shiina before...
context: We'll hurry to the railway bridge.\Ku!\Ku!\Who are you?!\Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged?\Huh?\The one who chased Shiina before... response:	Why don't you be mine?
context: Ku!\Ku!\Who are you?!\Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged?\Huh?\The one who chased Shiina before...\Why don't you be mine? response:	What's this?
context: Ku!\Who are you?!\Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged?\Huh?\The one who chased Shiina before...\Why don't you be mine?\What's this? response:	This can't be happening!
context: Who are you?!\Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged?\Huh?\The one who chased Shiina before...\Why don't you be mine?\What's this?\This can't be happening! response:	A-A monkey... hit me...
context: Hey, what are you touching, bastard!\You're reacting so passionately, and yet you leave him un-emerged?\Huh?\The one who chased Shiina before...\Why don't you be mine?\What's this?\This can't be happening!\A-A monkey... hit me... response:	Benitsubasa, you're so lame.
context: You're reacting so passionately, and yet you leave him un-emerged?\Huh?\The one who chased Shiina before...\Why don't you be mine?\What's this?\This can't be happening!\A-A monkey... hit me...\Benitsubasa, you're so lame. response:	Bastard!
context: Huh?\The one who chased Shiina before...\Why don't you be mine?\What's this?\This can't be happening!\A-A monkey... hit me...\Benitsubasa, you're so lame.\Bastard! response:	Sahashi, you idiot, run!
context: The one who chased Shiina before...\Why don't you be mine?\What's this?\This can't be happening!\A-A monkey... hit me...\Benitsubasa, you're so lame.\Bastard!\Sahashi, you idiot, run! response:	Minato, what art thou doing?!
context: Why don't you be mine?\What's this?\This can't be happening!\A-A monkey... hit me...\Benitsubasa, you're so lame.\Bastard!\Sahashi, you idiot, run!\Minato, what art thou doing?! response:	I won't run away.
context: What's this?\This can't be happening!\A-A monkey... hit me...\Benitsubasa, you're so lame.\Bastard!\Sahashi, you idiot, run!\Minato, what art thou doing?!\I won't run away. response:	Musubi-chan, Tsukiumi...
context: This can't be happening!\A-A monkey... hit me...\Benitsubasa, you're so lame.\Bastard!\Sahashi, you idiot, run!\Minato, what art thou doing?!\I won't run away.\Musubi-chan, Tsukiumi... response:	I can't run away and leave people who are precious to me behind!
context: A-A monkey... hit me...\Benitsubasa, you're so lame.\Bastard!\Sahashi, you idiot, run!\Minato, what art thou doing?!\I won't run away.\Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind! response:	Minato...
context: Benitsubasa, you're so lame.\Bastard!\Sahashi, you idiot, run!\Minato, what art thou doing?!\I won't run away.\Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind!\Minato... response:	Oh, yeah?
context: Bastard!\Sahashi, you idiot, run!\Minato, what art thou doing?!\I won't run away.\Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind!\Minato...\Oh, yeah? response:	Then die now!
context: Sahashi, you idiot, run!\Minato, what art thou doing?!\I won't run away.\Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind!\Minato...\Oh, yeah?\Then die now! response:	Sahashi!
context: Minato, what art thou doing?!\I won't run away.\Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind!\Minato...\Oh, yeah?\Then die now!\Sahashi! response:	Minato!
context: I won't run away.\Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind!\Minato...\Oh, yeah?\Then die now!\Sahashi!\Minato! response:	It's love.
context: Musubi-chan, Tsukiumi...\I can't run away and leave people who are precious to me behind!\Minato...\Oh, yeah?\Then die now!\Sahashi!\Minato!\It's love. response:	Musubi-chan?
context: I can't run away and leave people who are precious to me behind!\Minato...\Oh, yeah?\Then die now!\Sahashi!\Minato!\It's love.\Musubi-chan? response:	Just now... I heard a voice!
context: Minato...\Oh, yeah?\Then die now!\Sahashi!\Minato!\It's love.\Musubi-chan?\Just now... I heard a voice! response:	A voice?
context: Oh, yeah?\Then die now!\Sahashi!\Minato!\It's love.\Musubi-chan?\Just now... I heard a voice!\A voice? response:	Mutsu!
context: Then die now!\Sahashi!\Minato!\It's love.\Musubi-chan?\Just now... I heard a voice!\A voice?\Mutsu! response:	I'm sorry but... you've gotta go.
context: Sahashi!\Minato!\It's love.\Musubi-chan?\Just now... I heard a voice!\A voice?\Mutsu!\I'm sorry but... you've gotta go. response:	Watch out!
context: Minato!\It's love.\Musubi-chan?\Just now... I heard a voice!\A voice?\Mutsu!\I'm sorry but... you've gotta go.\Watch out! response:	Yukari-san.
context: It's love.\Musubi-chan?\Just now... I heard a voice!\A voice?\Mutsu!\I'm sorry but... you've gotta go.\Watch out!\Yukari-san. response:	Shiina?
context: Musubi-chan?\Just now... I heard a voice!\A voice?\Mutsu!\I'm sorry but... you've gotta go.\Watch out!\Yukari-san.\Shiina? response:	I love you.
context: Just now... I heard a voice!\A voice?\Mutsu!\I'm sorry but... you've gotta go.\Watch out!\Yukari-san.\Shiina?\I love you. response:	Me, too...
context: A voice?\Mutsu!\I'm sorry but... you've gotta go.\Watch out!\Yukari-san.\Shiina?\I love you.\Me, too... response:	You know, this is my first kiss...
context: Mutsu!\I'm sorry but... you've gotta go.\Watch out!\Yukari-san.\Shiina?\I love you.\Me, too...\You know, this is my first kiss... response:	Hey, Mutsu! He's emerging!
context: I'm sorry but... you've gotta go.\Watch out!\Yukari-san.\Shiina?\I love you.\Me, too...\You know, this is my first kiss...\Hey, Mutsu! He's emerging! response:	Corpse of my pact, decay my Ashikabi's cross!
context: Watch out!\Yukari-san.\Shiina?\I love you.\Me, too...\You know, this is my first kiss...\Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross! response:	It's coming!
context: Yukari-san.\Shiina?\I love you.\Me, too...\You know, this is my first kiss...\Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross!\It's coming! response:	The World's End Garden!
context: Shiina?\I love you.\Me, too...\You know, this is my first kiss...\Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross!\It's coming!\The World's End Garden! response:	What a terrible day!
context: I love you.\Me, too...\You know, this is my first kiss...\Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross!\It's coming!\The World's End Garden!\What a terrible day! response:	Akitsu!
context: Me, too...\You know, this is my first kiss...\Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross!\It's coming!\The World's End Garden!\What a terrible day!\Akitsu! response:	Wh-What... is this?
context: You know, this is my first kiss...\Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross!\It's coming!\The World's End Garden!\What a terrible day!\Akitsu!\Wh-What... is this? response:	Love...
context: Hey, Mutsu! He's emerging!\Corpse of my pact, decay my Ashikabi's cross!\It's coming!\The World's End Garden!\What a terrible day!\Akitsu!\Wh-What... is this?\Love... response:	Please teach love to the little birds.
context: Corpse of my pact, decay my Ashikabi's cross!\It's coming!\The World's End Garden!\What a terrible day!\Akitsu!\Wh-What... is this?\Love...\Please teach love to the little birds. response:	That is your...
context: It's coming!\The World's End Garden!\What a terrible day!\Akitsu!\Wh-What... is this?\Love...\Please teach love to the little birds.\That is your... response:	Wait...
context: The World's End Garden!\What a terrible day!\Akitsu!\Wh-What... is this?\Love...\Please teach love to the little birds.\That is your...\Wait... response:	W-Why?
context: What a terrible day!\Akitsu!\Wh-What... is this?\Love...\Please teach love to the little birds.\That is your...\Wait...\W-Why? response:	She stood up...
context: Akitsu!\Wh-What... is this?\Love...\Please teach love to the little birds.\That is your...\Wait...\W-Why?\She stood up... response:	Mu-Musubi-chan?
context: Wh-What... is this?\Love...\Please teach love to the little birds.\That is your...\Wait...\W-Why?\She stood up...\Mu-Musubi-chan? response:	It's love!
context: Love...\Please teach love to the little birds.\That is your...\Wait...\W-Why?\She stood up...\Mu-Musubi-chan?\It's love! response:	If you stand in the way of love,
context: Please teach love to the little birds.\That is your...\Wait...\W-Why?\She stood up...\Mu-Musubi-chan?\It's love!\If you stand in the way of love, response:	I, number 08, Sekirei of Fate, Yume will be your opponent!
context: That is your...\Wait...\W-Why?\She stood up...\Mu-Musubi-chan?\It's love!\If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent! response:	Who?
context: Wait...\W-Why?\She stood up...\Mu-Musubi-chan?\It's love!\If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent!\Who? response:	You been hit too much and gone mad?
context: W-Why?\She stood up...\Mu-Musubi-chan?\It's love!\If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent!\Who?\You been hit too much and gone mad? response:	Silence!
context: She stood up...\Mu-Musubi-chan?\It's love!\If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent!\Who?\You been hit too much and gone mad?\Silence! response:	Since when have the Discipline Squad sunk to bullying the weak?
context: Mu-Musubi-chan?\It's love!\If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent!\Who?\You been hit too much and gone mad?\Silence!\Since when have the Discipline Squad sunk to bullying the weak? response:	As your senior, I must discipline you!
context: It's love!\If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent!\Who?\You been hit too much and gone mad?\Silence!\Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you! response:	You're pissing me off! You don't make any sense!
context: If you stand in the way of love,\I, number 08, Sekirei of Fate, Yume will be your opponent!\Who?\You been hit too much and gone mad?\Silence!\Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you!\You're pissing me off! You don't make any sense! response:	Haihane!
context: I, number 08, Sekirei of Fate, Yume will be your opponent!\Who?\You been hit too much and gone mad?\Silence!\Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you!\You're pissing me off! You don't make any sense!\Haihane! response:	What the?
context: Who?\You been hit too much and gone mad?\Silence!\Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you!\You're pissing me off! You don't make any sense!\Haihane!\What the? response:	Mu-chan!
context: You been hit too much and gone mad?\Silence!\Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you!\You're pissing me off! You don't make any sense!\Haihane!\What the?\Mu-chan! response:	What was that laser beam?
context: Silence!\Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you!\You're pissing me off! You don't make any sense!\Haihane!\What the?\Mu-chan!\What was that laser beam? response:	What? What's with this?!
context: Since when have the Discipline Squad sunk to bullying the weak?\As your senior, I must discipline you!\You're pissing me off! You don't make any sense!\Haihane!\What the?\Mu-chan!\What was that laser beam?\What? What's with this?! response:	Who are you?
context: As your senior, I must discipline you!\You're pissing me off! You don't make any sense!\Haihane!\What the?\Mu-chan!\What was that laser beam?\What? What's with this?!\Who are you? response:	MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,
context: You're pissing me off! You don't make any sense!\Haihane!\What the?\Mu-chan!\What was that laser beam?\What? What's with this?!\Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad, response:	Sekirei of Fate, number 08, Yume!
context: Haihane!\What the?\Mu-chan!\What was that laser beam?\What? What's with this?!\Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume! response:	The... S Plan?
context: What the?\Mu-chan!\What was that laser beam?\What? What's with this?!\Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume!\The... S Plan? response:	That's the old name for the Sekirei Plan.
context: Mu-chan!\What was that laser beam?\What? What's with this?!\Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume!\The... S Plan?\That's the old name for the Sekirei Plan. response:	Matsu-san!
context: What was that laser beam?\What? What's with this?!\Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume!\The... S Plan?\That's the old name for the Sekirei Plan.\Matsu-san! response:	Ku-chan, too!
context: What? What's with this?!\Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume!\The... S Plan?\That's the old name for the Sekirei Plan.\Matsu-san!\Ku-chan, too! response:	Chief? The head of the Discipline Squad is Karasuba!
context: Who are you?\MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume!\The... S Plan?\That's the old name for the Sekirei Plan.\Matsu-san!\Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba! response:	You don't seem to have enough love yet.
context: MBI affiliate, protector of the S Plan, Chief of the Discipline Squad,\Sekirei of Fate, number 08, Yume!\The... S Plan?\That's the old name for the Sekirei Plan.\Matsu-san!\Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet. response:	You still have lots to learn as members of the Discipline Squad!
context: Sekirei of Fate, number 08, Yume!\The... S Plan?\That's the old name for the Sekirei Plan.\Matsu-san!\Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad! response:	Try again!
context: The... S Plan?\That's the old name for the Sekirei Plan.\Matsu-san!\Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad!\Try again! response:	She threw them?!
context: That's the old name for the Sekirei Plan.\Matsu-san!\Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad!\Try again!\She threw them?! response:	She effortlessly threw away the opponents that gave us such a hard time...
context: Matsu-san!\Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad!\Try again!\She threw them?!\She effortlessly threw away the opponents that gave us such a hard time... response:	That was over so fast...
context: Ku-chan, too!\Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad!\Try again!\She threw them?!\She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast... response:	Ah... there is plenty of love here...
context: Chief? The head of the Discipline Squad is Karasuba!\You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad!\Try again!\She threw them?!\She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast...\Ah... there is plenty of love here... response:	The strong, selfless care for each other...
context: You don't seem to have enough love yet.\You still have lots to learn as members of the Discipline Squad!\Try again!\She threw them?!\She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast...\Ah... there is plenty of love here...\The strong, selfless care for each other... response:	The warm care for friends and masters...
context: You still have lots to learn as members of the Discipline Squad!\Try again!\She threw them?!\She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast...\Ah... there is plenty of love here...\The strong, selfless care for each other...\The warm care for friends and masters... response:	And...
context: Try again!\She threw them?!\She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast...\Ah... there is plenty of love here...\The strong, selfless care for each other...\The warm care for friends and masters...\And... response:	Your feelings for Musubi... that very warm heart...
context: She threw them?!\She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast...\Ah... there is plenty of love here...\The strong, selfless care for each other...\The warm care for friends and masters...\And...\Your feelings for Musubi... that very warm heart... response:	That heart of yours woke me up.
context: She effortlessly threw away the opponents that gave us such a hard time...\That was over so fast...\Ah... there is plenty of love here...\The strong, selfless care for each other...\The warm care for friends and masters...\And...\Your feelings for Musubi... that very warm heart...\That heart of yours woke me up. response:	How dare thee take advantage of this confusion!
context: That was over so fast...\Ah... there is plenty of love here...\The strong, selfless care for each other...\The warm care for friends and masters...\And...\Your feelings for Musubi... that very warm heart...\That heart of yours woke me up.\How dare thee take advantage of this confusion! response:	Get away, Minato! I said, get away!
context: Ah... there is plenty of love here...\The strong, selfless care for each other...\The warm care for friends and masters...\And...\Your feelings for Musubi... that very warm heart...\That heart of yours woke me up.\How dare thee take advantage of this confusion!\Get away, Minato! I said, get away! response:	It's pouring into me... your very kind heart...
context: The strong, selfless care for each other...\The warm care for friends and masters...\And...\Your feelings for Musubi... that very warm heart...\That heart of yours woke me up.\How dare thee take advantage of this confusion!\Get away, Minato! I said, get away!\It's pouring into me... your very kind heart... response:	Musubi tied the knot with a good person.
context: The warm care for friends and masters...\And...\Your feelings for Musubi... that very warm heart...\That heart of yours woke me up.\How dare thee take advantage of this confusion!\Get away, Minato! I said, get away!\It's pouring into me... your very kind heart...\Musubi tied the knot with a good person. response:	How shameless! That's enough!
context: And...\Your feelings for Musubi... that very warm heart...\That heart of yours woke me up.\How dare thee take advantage of this confusion!\Get away, Minato! I said, get away!\It's pouring into me... your very kind heart...\Musubi tied the knot with a good person.\How shameless! That's enough! response:	Tsukiumi-tan! Down, girl! Down!
context: Your feelings for Musubi... that very warm heart...\That heart of yours woke me up.\How dare thee take advantage of this confusion!\Get away, Minato! I said, get away!\It's pouring into me... your very kind heart...\Musubi tied the knot with a good person.\How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down! response:	That is...
context: That heart of yours woke me up.\How dare thee take advantage of this confusion!\Get away, Minato! I said, get away!\It's pouring into me... your very kind heart...\Musubi tied the knot with a good person.\How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down!\That is... response:	The Black... Sekirei!
context: How dare thee take advantage of this confusion!\Get away, Minato! I said, get away!\It's pouring into me... your very kind heart...\Musubi tied the knot with a good person.\How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down!\That is...\The Black... Sekirei! response:	You appeared, as I thought you would.
context: Get away, Minato! I said, get away!\It's pouring into me... your very kind heart...\Musubi tied the knot with a good person.\How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down!\That is...\The Black... Sekirei!\You appeared, as I thought you would. response:	You look fine, Karasuba.
context: It's pouring into me... your very kind heart...\Musubi tied the knot with a good person.\How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down!\That is...\The Black... Sekirei!\You appeared, as I thought you would.\You look fine, Karasuba. response:	I'm really... really glad to be able to see you again.
context: Musubi tied the knot with a good person.\How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down!\That is...\The Black... Sekirei!\You appeared, as I thought you would.\You look fine, Karasuba.\I'm really... really glad to be able to see you again. response:	Yume!
context: How shameless! That's enough!\Tsukiumi-tan! Down, girl! Down!\That is...\The Black... Sekirei!\You appeared, as I thought you would.\You look fine, Karasuba.\I'm really... really glad to be able to see you again.\Yume! response:	Karasuba, I am not the one you should fight.
context: Tsukiumi-tan! Down, girl! Down!\That is...\The Black... Sekirei!\You appeared, as I thought you would.\You look fine, Karasuba.\I'm really... really glad to be able to see you again.\Yume!\Karasuba, I am not the one you should fight. response:	The one who will stand in your way someday is...
context: That is...\The Black... Sekirei!\You appeared, as I thought you would.\You look fine, Karasuba.\I'm really... really glad to be able to see you again.\Yume!\Karasuba, I am not the one you should fight.\The one who will stand in your way someday is... response:	Definitely...
context: The Black... Sekirei!\You appeared, as I thought you would.\You look fine, Karasuba.\I'm really... really glad to be able to see you again.\Yume!\Karasuba, I am not the one you should fight.\The one who will stand in your way someday is...\Definitely... response:	Huh? Karasuba-sama?
context: You appeared, as I thought you would.\You look fine, Karasuba.\I'm really... really glad to be able to see you again.\Yume!\Karasuba, I am not the one you should fight.\The one who will stand in your way someday is...\Definitely...\Huh? Karasuba-sama? response:	Um... all I remember is I was downed by the people from the Discipline Squad and then...
context: You look fine, Karasuba.\I'm really... really glad to be able to see you again.\Yume!\Karasuba, I am not the one you should fight.\The one who will stand in your way someday is...\Definitely...\Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then... response:	If you've been downed by Benitsubasa, you still need to train more.
context: I'm really... really glad to be able to see you again.\Yume!\Karasuba, I am not the one you should fight.\The one who will stand in your way someday is...\Definitely...\Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more. response:	Everybody is really strong!
context: Yume!\Karasuba, I am not the one you should fight.\The one who will stand in your way someday is...\Definitely...\Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong! response:	Musubi-chan... Is that you, Musubi-chan?
context: Karasuba, I am not the one you should fight.\The one who will stand in your way someday is...\Definitely...\Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan? response:	Minato-san!
context: The one who will stand in your way someday is...\Definitely...\Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan?\Minato-san! response:	Musubi-chan!
context: Definitely...\Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan?\Minato-san!\Musubi-chan! response:	Mi-Minato-san?
context: Huh? Karasuba-sama?\Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan?\Minato-san!\Musubi-chan!\Mi-Minato-san? response:	The Black Sekirei!
context: Um... all I remember is I was downed by the people from the Discipline Squad and then...\If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan?\Minato-san!\Musubi-chan!\Mi-Minato-san?\The Black Sekirei! response:	If thou tryest to stop us as well...
context: If you've been downed by Benitsubasa, you still need to train more.\Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan?\Minato-san!\Musubi-chan!\Mi-Minato-san?\The Black Sekirei!\If thou tryest to stop us as well... response:	Isn't there something you need to worry about more than me?
context: Everybody is really strong!\Musubi-chan... Is that you, Musubi-chan?\Minato-san!\Musubi-chan!\Mi-Minato-san?\The Black Sekirei!\If thou tryest to stop us as well...\Isn't there something you need to worry about more than me? response:	What is that sound?
context: Musubi-chan... Is that you, Musubi-chan?\Minato-san!\Musubi-chan!\Mi-Minato-san?\The Black Sekirei!\If thou tryest to stop us as well...\Isn't there something you need to worry about more than me?\What is that sound? response:	The satellites have resumed operation!
context: Minato-san!\Musubi-chan!\Mi-Minato-san?\The Black Sekirei!\If thou tryest to stop us as well...\Isn't there something you need to worry about more than me?\What is that sound?\The satellites have resumed operation! response:	Minato! Musubi! Hurry up and run away!
context: Musubi-chan!\Mi-Minato-san?\The Black Sekirei!\If thou tryest to stop us as well...\Isn't there something you need to worry about more than me?\What is that sound?\The satellites have resumed operation!\Minato! Musubi! Hurry up and run away! response:	Yes!
context: Mi-Minato-san?\The Black Sekirei!\If thou tryest to stop us as well...\Isn't there something you need to worry about more than me?\What is that sound?\The satellites have resumed operation!\Minato! Musubi! Hurry up and run away!\Yes! response:	Shigi-kun!
context: The Black Sekirei!\If thou tryest to stop us as well...\Isn't there something you need to worry about more than me?\What is that sound?\The satellites have resumed operation!\Minato! Musubi! Hurry up and run away!\Yes!\Shigi-kun! response:	What?
context: If thou tryest to stop us as well...\Isn't there something you need to worry about more than me?\What is that sound?\The satellites have resumed operation!\Minato! Musubi! Hurry up and run away!\Yes!\Shigi-kun!\What? response:	Shigi-kun!
