context: The controls aren't working! response:	We're being washed away!
context: The Tree of Life meant to restore the Dark Angels\did not bear fruit, but withered and fell back into the earth.\Let's meet again in 12,000 years.\Apollo!\Come, my friends!\Let human and Angel join hands...\and forge a new Genesis for this world!\The poor Winged Hound, Pollon. response:	For before his love of 12,000 years could be realized,
context: did not bear fruit, but withered and fell back into the earth.\Let's meet again in 12,000 years.\Apollo!\Come, my friends!\Let human and Angel join hands...\and forge a new Genesis for this world!\The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized, response:	he would have to be separated once again.
context: Let's meet again in 12,000 years.\Apollo!\Come, my friends!\Let human and Angel join hands...\and forge a new Genesis for this world!\The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized,\he would have to be separated once again. response:	That was the day the world began.
context: Apollo!\Come, my friends!\Let human and Angel join hands...\and forge a new Genesis for this world!\The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized,\he would have to be separated once again.\That was the day the world began. response:	Here, the legend lept forward another 12,000 years,
context: Come, my friends!\Let human and Angel join hands...\and forge a new Genesis for this world!\The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized,\he would have to be separated once again.\That was the day the world began.\Here, the legend lept forward another 12,000 years, response:	into the third chapter.
context: Let human and Angel join hands...\and forge a new Genesis for this world!\The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized,\he would have to be separated once again.\That was the day the world began.\Here, the legend lept forward another 12,000 years,\into the third chapter. response:	The third chapter?
context: and forge a new Genesis for this world!\The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized,\he would have to be separated once again.\That was the day the world began.\Here, the legend lept forward another 12,000 years,\into the third chapter.\The third chapter? response:	Does that mean...?
context: The poor Winged Hound, Pollon.\For before his love of 12,000 years could be realized,\he would have to be separated once again.\That was the day the world began.\Here, the legend lept forward another 12,000 years,\into the third chapter.\The third chapter?\Does that mean...? response:	Precisely.
context: For before his love of 12,000 years could be realized,\he would have to be separated once again.\That was the day the world began.\Here, the legend lept forward another 12,000 years,\into the third chapter.\The third chapter?\Does that mean...?\Precisely. response:	The third chapter takes place now.
context: he would have to be separated once again.\That was the day the world began.\Here, the legend lept forward another 12,000 years,\into the third chapter.\The third chapter?\Does that mean...?\Precisely.\The third chapter takes place now. response:	The world split!
context: That was the day the world began.\Here, the legend lept forward another 12,000 years,\into the third chapter.\The third chapter?\Does that mean...?\Precisely.\The third chapter takes place now.\The world split! response:	When the Tree of Life withered, the world fell out of balance,
context: Here, the legend lept forward another 12,000 years,\into the third chapter.\The third chapter?\Does that mean...?\Precisely.\The third chapter takes place now.\The world split!\When the Tree of Life withered, the world fell out of balance, response:	and the planet was divided in two.
context: into the third chapter.\The third chapter?\Does that mean...?\Precisely.\The third chapter takes place now.\The world split!\When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two. response:	Dark and light. Positive and negative. Male and female.
context: The third chapter?\Does that mean...?\Precisely.\The third chapter takes place now.\The world split!\When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two.\Dark and light. Positive and negative. Male and female. response:	Two opposite worlds.
context: Does that mean...?\Precisely.\The third chapter takes place now.\The world split!\When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two.\Dark and light. Positive and negative. Male and female.\Two opposite worlds. response:	The two lover stars separated by the Milky Way, Vega and Altair.
context: Precisely.\The third chapter takes place now.\The world split!\When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two.\Dark and light. Positive and negative. Male and female.\Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair. response:	The Earth, and the other Earth beyond the Dimension Gate.
context: The third chapter takes place now.\The world split!\When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two.\Dark and light. Positive and negative. Male and female.\Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate. response:	Our Earth...
context: The world split!\When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two.\Dark and light. Positive and negative. Male and female.\Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate.\Our Earth... response:	and its opposite world...
context: When the Tree of Life withered, the world fell out of balance,\and the planet was divided in two.\Dark and light. Positive and negative. Male and female.\Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate.\Our Earth...\and its opposite world... response:	They were originally one?
context: and the planet was divided in two.\Dark and light. Positive and negative. Male and female.\Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate.\Our Earth...\and its opposite world...\They were originally one? response:	Perhaps it was God playing dice,
context: Dark and light. Positive and negative. Male and female.\Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate.\Our Earth...\and its opposite world...\They were originally one?\Perhaps it was God playing dice, response:	or perhaps some form of quantum entanglement.
context: Two opposite worlds.\The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate.\Our Earth...\and its opposite world...\They were originally one?\Perhaps it was God playing dice,\or perhaps some form of quantum entanglement. response:	The two worlds' fates were linked, despite their separation.
context: The two lover stars separated by the Milky Way, Vega and Altair.\The Earth, and the other Earth beyond the Dimension Gate.\Our Earth...\and its opposite world...\They were originally one?\Perhaps it was God playing dice,\or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation. response:	Two worlds that are fragments. Two souls ripped away from one another.
context: The Earth, and the other Earth beyond the Dimension Gate.\Our Earth...\and its opposite world...\They were originally one?\Perhaps it was God playing dice,\or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another. response:	This is the story in the Book of Twin Stars.
context: Our Earth...\and its opposite world...\They were originally one?\Perhaps it was God playing dice,\or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars. response:	Their world wants ours, just like I wanted Amata.
context: and its opposite world...\They were originally one?\Perhaps it was God playing dice,\or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata. response:	Two worlds bound by fate...
context: They were originally one?\Perhaps it was God playing dice,\or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata.\Two worlds bound by fate... response:	Shrade!
context: Perhaps it was God playing dice,\or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata.\Two worlds bound by fate...\Shrade! response:	I'm all right.
context: or perhaps some form of quantum entanglement.\The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata.\Two worlds bound by fate...\Shrade!\I'm all right. response:	In fact, I feel good.
context: The two worlds' fates were linked, despite their separation.\Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata.\Two worlds bound by fate...\Shrade!\I'm all right.\In fact, I feel good. response:	I think I can almost hear it.
context: Two worlds that are fragments. Two souls ripped away from one another.\This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata.\Two worlds bound by fate...\Shrade!\I'm all right.\In fact, I feel good.\I think I can almost hear it. response:	The final melody I've been searching for.
context: This is the story in the Book of Twin Stars.\Their world wants ours, just like I wanted Amata.\Two worlds bound by fate...\Shrade!\I'm all right.\In fact, I feel good.\I think I can almost hear it.\The final melody I've been searching for. response:	The two worlds that long for one another sing two melodies.
context: Their world wants ours, just like I wanted Amata.\Two worlds bound by fate...\Shrade!\I'm all right.\In fact, I feel good.\I think I can almost hear it.\The final melody I've been searching for.\The two worlds that long for one another sing two melodies. response:	They're both lonely...
context: Two worlds bound by fate...\Shrade!\I'm all right.\In fact, I feel good.\I think I can almost hear it.\The final melody I've been searching for.\The two worlds that long for one another sing two melodies.\They're both lonely... response:	Just like me.
context: Shrade!\I'm all right.\In fact, I feel good.\I think I can almost hear it.\The final melody I've been searching for.\The two worlds that long for one another sing two melodies.\They're both lonely...\Just like me. response:	Shrade is lonely?
context: I'm all right.\In fact, I feel good.\I think I can almost hear it.\The final melody I've been searching for.\The two worlds that long for one another sing two melodies.\They're both lonely...\Just like me.\Shrade is lonely? response:	That's why they're trying to reach each other.
context: In fact, I feel good.\I think I can almost hear it.\The final melody I've been searching for.\The two worlds that long for one another sing two melodies.\They're both lonely...\Just like me.\Shrade is lonely?\That's why they're trying to reach each other. response:	They want to fill the gaps in each others' hearts...
context: I think I can almost hear it.\The final melody I've been searching for.\The two worlds that long for one another sing two melodies.\They're both lonely...\Just like me.\Shrade is lonely?\That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts... response:	Over the eons, Pollon became Apollo, then a new form.
context: The final melody I've been searching for.\The two worlds that long for one another sing two melodies.\They're both lonely...\Just like me.\Shrade is lonely?\That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form. response:	He was born to a songstress of Vega, Alicia.
context: The two worlds that long for one another sing two melodies.\They're both lonely...\Just like me.\Shrade is lonely?\That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia. response:	However!
context: They're both lonely...\Just like me.\Shrade is lonely?\That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia.\However! response:	Another had reached this age first.
context: Just like me.\Shrade is lonely?\That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia.\However!\Another had reached this age first. response:	Carrying all his memories from all the ages.
context: Shrade is lonely?\That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia.\However!\Another had reached this age first.\Carrying all his memories from all the ages. response:	Donar!
context: That's why they're trying to reach each other.\They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia.\However!\Another had reached this age first.\Carrying all his memories from all the ages.\Donar! response:	This pain...
context: They want to fill the gaps in each others' hearts...\Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia.\However!\Another had reached this age first.\Carrying all his memories from all the ages.\Donar!\This pain... response:	Apollo was never Apollonius.
context: Over the eons, Pollon became Apollo, then a new form.\He was born to a songstress of Vega, Alicia.\However!\Another had reached this age first.\Carrying all his memories from all the ages.\Donar!\This pain...\Apollo was never Apollonius. response:	He lied to me.
context: He was born to a songstress of Vega, Alicia.\However!\Another had reached this age first.\Carrying all his memories from all the ages.\Donar!\This pain...\Apollo was never Apollonius.\He lied to me. response:	I must have revenge...
context: However!\Another had reached this age first.\Carrying all his memories from all the ages.\Donar!\This pain...\Apollo was never Apollonius.\He lied to me.\I must have revenge... response:	I must have my revenge!
context: Another had reached this age first.\Carrying all his memories from all the ages.\Donar!\This pain...\Apollo was never Apollonius.\He lied to me.\I must have revenge...\I must have my revenge! response:	He divided the soul of Alicia's child in two,
context: Carrying all his memories from all the ages.\Donar!\This pain...\Apollo was never Apollonius.\He lied to me.\I must have revenge...\I must have my revenge!\He divided the soul of Alicia's child in two, response:	plotting to use it to take his revenge.
context: Donar!\This pain...\Apollo was never Apollonius.\He lied to me.\I must have revenge...\I must have my revenge!\He divided the soul of Alicia's child in two,\plotting to use it to take his revenge. response:	Amata, is that...?
context: This pain...\Apollo was never Apollonius.\He lied to me.\I must have revenge...\I must have my revenge!\He divided the soul of Alicia's child in two,\plotting to use it to take his revenge.\Amata, is that...? response:	And though Apollo's soul was so divided,
context: Apollo was never Apollonius.\He lied to me.\I must have revenge...\I must have my revenge!\He divided the soul of Alicia's child in two,\plotting to use it to take his revenge.\Amata, is that...?\And though Apollo's soul was so divided, response:	the part of Celiane that loved and became Silvia was reborn into just one life.
context: He lied to me.\I must have revenge...\I must have my revenge!\He divided the soul of Alicia's child in two,\plotting to use it to take his revenge.\Amata, is that...?\And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life. response:	Would that be...?
context: I must have revenge...\I must have my revenge!\He divided the soul of Alicia's child in two,\plotting to use it to take his revenge.\Amata, is that...?\And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...? response:	The one who has inherited Silvia's soul.
context: I must have my revenge!\He divided the soul of Alicia's child in two,\plotting to use it to take his revenge.\Amata, is that...?\And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...?\The one who has inherited Silvia's soul. response:	She is...
context: He divided the soul of Alicia's child in two,\plotting to use it to take his revenge.\Amata, is that...?\And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...?\The one who has inherited Silvia's soul.\She is... response:	Mikono!
context: plotting to use it to take his revenge.\Amata, is that...?\And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...?\The one who has inherited Silvia's soul.\She is...\Mikono! response:	Mikono!
context: Amata, is that...?\And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...?\The one who has inherited Silvia's soul.\She is...\Mikono!\Mikono! response:	Zessica?
context: And though Apollo's soul was so divided,\the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...?\The one who has inherited Silvia's soul.\She is...\Mikono!\Mikono!\Zessica? response:	Amata really is part of Apollo's soul.
context: the part of Celiane that loved and became Silvia was reborn into just one life.\Would that be...?\The one who has inherited Silvia's soul.\She is...\Mikono!\Mikono!\Zessica?\Amata really is part of Apollo's soul. response:	That makes me the intruder.
context: Would that be...?\The one who has inherited Silvia's soul.\She is...\Mikono!\Mikono!\Zessica?\Amata really is part of Apollo's soul.\That makes me the intruder. response:	A world divided into two worlds.
context: The one who has inherited Silvia's soul.\She is...\Mikono!\Mikono!\Zessica?\Amata really is part of Apollo's soul.\That makes me the intruder.\A world divided into two worlds. response:	Apollo's soul divided into two lives.
context: She is...\Mikono!\Mikono!\Zessica?\Amata really is part of Apollo's soul.\That makes me the intruder.\A world divided into two worlds.\Apollo's soul divided into two lives. response:	This is a legend of tragedy.
context: Mikono!\Mikono!\Zessica?\Amata really is part of Apollo's soul.\That makes me the intruder.\A world divided into two worlds.\Apollo's soul divided into two lives.\This is a legend of tragedy. response:	The tragedy has a director.
context: Mikono!\Zessica?\Amata really is part of Apollo's soul.\That makes me the intruder.\A world divided into two worlds.\Apollo's soul divided into two lives.\This is a legend of tragedy.\The tragedy has a director. response:	A soul haunted by his terribly deep love for 24,000 years.
context: Zessica?\Amata really is part of Apollo's soul.\That makes me the intruder.\A world divided into two worlds.\Apollo's soul divided into two lives.\This is a legend of tragedy.\The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years. response:	The darkness from the soul that was once Toma.
context: Amata really is part of Apollo's soul.\That makes me the intruder.\A world divided into two worlds.\Apollo's soul divided into two lives.\This is a legend of tragedy.\The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma. response:	In this age, his name is...
context: That makes me the intruder.\A world divided into two worlds.\Apollo's soul divided into two lives.\This is a legend of tragedy.\The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma.\In this age, his name is... response:	Mikage.
context: A world divided into two worlds.\Apollo's soul divided into two lives.\This is a legend of tragedy.\The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma.\In this age, his name is...\Mikage. response:	If there is hope for a bright end to this tragic legend,
context: Apollo's soul divided into two lives.\This is a legend of tragedy.\The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma.\In this age, his name is...\Mikage.\If there is hope for a bright end to this tragic legend, response:	it lies with you alone!
context: This is a legend of tragedy.\The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma.\In this age, his name is...\Mikage.\If there is hope for a bright end to this tragic legend,\it lies with you alone! response:	That's all I can tell you.
context: The tragedy has a director.\A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma.\In this age, his name is...\Mikage.\If there is hope for a bright end to this tragic legend,\it lies with you alone!\That's all I can tell you. response:	Wait, though!
context: A soul haunted by his terribly deep love for 24,000 years.\The darkness from the soul that was once Toma.\In this age, his name is...\Mikage.\If there is hope for a bright end to this tragic legend,\it lies with you alone!\That's all I can tell you.\Wait, though! response:	Isn't the next part written in the Book of Twin Stars?
context: The darkness from the soul that was once Toma.\In this age, his name is...\Mikage.\If there is hope for a bright end to this tragic legend,\it lies with you alone!\That's all I can tell you.\Wait, though!\Isn't the next part written in the Book of Twin Stars? response:	The end to this war! Something even my Prophecy can't tell!
context: In this age, his name is...\Mikage.\If there is hope for a bright end to this tragic legend,\it lies with you alone!\That's all I can tell you.\Wait, though!\Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell! response:	I will show you.
context: Mikage.\If there is hope for a bright end to this tragic legend,\it lies with you alone!\That's all I can tell you.\Wait, though!\Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell!\I will show you. response:	What?
context: If there is hope for a bright end to this tragic legend,\it lies with you alone!\That's all I can tell you.\Wait, though!\Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell!\I will show you.\What? response:	It's blank!
context: it lies with you alone!\That's all I can tell you.\Wait, though!\Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell!\I will show you.\What?\It's blank! response:	You must write the rest of the pages yourself!
context: That's all I can tell you.\Wait, though!\Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell!\I will show you.\What?\It's blank!\You must write the rest of the pages yourself! response:	It's you...
context: Wait, though!\Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell!\I will show you.\What?\It's blank!\You must write the rest of the pages yourself!\It's you... response:	You're finally awake.
context: Isn't the next part written in the Book of Twin Stars?\The end to this war! Something even my Prophecy can't tell!\I will show you.\What?\It's blank!\You must write the rest of the pages yourself!\It's you...\You're finally awake. response:	I was getting worried.
context: The end to this war! Something even my Prophecy can't tell!\I will show you.\What?\It's blank!\You must write the rest of the pages yourself!\It's you...\You're finally awake.\I was getting worried. response:	What's up? You hurt?
context: I will show you.\What?\It's blank!\You must write the rest of the pages yourself!\It's you...\You're finally awake.\I was getting worried.\What's up? You hurt? response:	No...
context: What?\It's blank!\You must write the rest of the pages yourself!\It's you...\You're finally awake.\I was getting worried.\What's up? You hurt?\No... response:	Then why are you crying?
context: It's blank!\You must write the rest of the pages yourself!\It's you...\You're finally awake.\I was getting worried.\What's up? You hurt?\No...\Then why are you crying? response:	I can finally say I'm sorry.
context: You must write the rest of the pages yourself!\It's you...\You're finally awake.\I was getting worried.\What's up? You hurt?\No...\Then why are you crying?\I can finally say I'm sorry. response:	I'm sorry I never realized how you felt.
context: It's you...\You're finally awake.\I was getting worried.\What's up? You hurt?\No...\Then why are you crying?\I can finally say I'm sorry.\I'm sorry I never realized how you felt. response:	I'm truly sorry.
context: You're finally awake.\I was getting worried.\What's up? You hurt?\No...\Then why are you crying?\I can finally say I'm sorry.\I'm sorry I never realized how you felt.\I'm truly sorry. response:	I've found it at last.
context: I was getting worried.\What's up? You hurt?\No...\Then why are you crying?\I can finally say I'm sorry.\I'm sorry I never realized how you felt.\I'm truly sorry.\I've found it at last. response:	It took far too long...
context: What's up? You hurt?\No...\Then why are you crying?\I can finally say I'm sorry.\I'm sorry I never realized how you felt.\I'm truly sorry.\I've found it at last.\It took far too long... response:	but the scales the two worlds play on have come together,
context: No...\Then why are you crying?\I can finally say I'm sorry.\I'm sorry I never realized how you felt.\I'm truly sorry.\I've found it at last.\It took far too long...\but the scales the two worlds play on have come together, response:	and they exude a brilliant white radiance.
context: Then why are you crying?\I can finally say I'm sorry.\I'm sorry I never realized how you felt.\I'm truly sorry.\I've found it at last.\It took far too long...\but the scales the two worlds play on have come together,\and they exude a brilliant white radiance. response:	Is it a void in their hearts... or a new world altogether?
context: I can finally say I'm sorry.\I'm sorry I never realized how you felt.\I'm truly sorry.\I've found it at last.\It took far too long...\but the scales the two worlds play on have come together,\and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether? response:	Like a pure white score of music...
context: I'm sorry I never realized how you felt.\I'm truly sorry.\I've found it at last.\It took far too long...\but the scales the two worlds play on have come together,\and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether?\Like a pure white score of music... response:	Listen...
context: I'm truly sorry.\I've found it at last.\It took far too long...\but the scales the two worlds play on have come together,\and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether?\Like a pure white score of music...\Listen... response:	Shrade!
context: I've found it at last.\It took far too long...\but the scales the two worlds play on have come together,\and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether?\Like a pure white score of music...\Listen...\Shrade! response:	This melody!
context: It took far too long...\but the scales the two worlds play on have come together,\and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether?\Like a pure white score of music...\Listen...\Shrade!\This melody! response:	This is my final song!
context: but the scales the two worlds play on have come together,\and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether?\Like a pure white score of music...\Listen...\Shrade!\This melody!\This is my final song! response:	Aquarion's true melody, come forth from nothing!
context: and they exude a brilliant white radiance.\Is it a void in their hearts... or a new world altogether?\Like a pure white score of music...\Listen...\Shrade!\This melody!\This is my final song!\Aquarion's true melody, come forth from nothing! response:	The song of all beginnings!
context: Is it a void in their hearts... or a new world altogether?\Like a pure white score of music...\Listen...\Shrade!\This melody!\This is my final song!\Aquarion's true melody, come forth from nothing!\The song of all beginnings! response:	To live is to engrave your life.
context: Like a pure white score of music...\Listen...\Shrade!\This melody!\This is my final song!\Aquarion's true melody, come forth from nothing!\The song of all beginnings!\To live is to engrave your life. response:	To hammer the melody of your life into the world!
context: Listen...\Shrade!\This melody!\This is my final song!\Aquarion's true melody, come forth from nothing!\The song of all beginnings!\To live is to engrave your life.\To hammer the melody of your life into the world! response:	I will open your path.
context: Shrade!\This melody!\This is my final song!\Aquarion's true melody, come forth from nothing!\The song of all beginnings!\To live is to engrave your life.\To hammer the melody of your life into the world!\I will open your path. response:	I would never have imagined this was possible...
context: This melody!\This is my final song!\Aquarion's true melody, come forth from nothing!\The song of all beginnings!\To live is to engrave your life.\To hammer the melody of your life into the world!\I will open your path.\I would never have imagined this was possible... response:	That I could play out my life to help someone...
context: This is my final song!\Aquarion's true melody, come forth from nothing!\The song of all beginnings!\To live is to engrave your life.\To hammer the melody of your life into the world!\I will open your path.\I would never have imagined this was possible...\That I could play out my life to help someone... response:	Shrade!
context: Aquarion's true melody, come forth from nothing!\The song of all beginnings!\To live is to engrave your life.\To hammer the melody of your life into the world!\I will open your path.\I would never have imagined this was possible...\That I could play out my life to help someone...\Shrade! response:	Shrade!
context: The song of all beginnings!\To live is to engrave your life.\To hammer the melody of your life into the world!\I will open your path.\I would never have imagined this was possible...\That I could play out my life to help someone...\Shrade!\Shrade! response:	Could you hear it?
context: To live is to engrave your life.\To hammer the melody of your life into the world!\I will open your path.\I would never have imagined this was possible...\That I could play out my life to help someone...\Shrade!\Shrade!\Could you hear it? response:	My song...
context: To hammer the melody of your life into the world!\I will open your path.\I would never have imagined this was possible...\That I could play out my life to help someone...\Shrade!\Shrade!\Could you hear it?\My song... response:	What's wrong, Cayenne?
context: I will open your path.\I would never have imagined this was possible...\That I could play out my life to help someone...\Shrade!\Shrade!\Could you hear it?\My song...\What's wrong, Cayenne? response:	Nothing...
context: I would never have imagined this was possible...\That I could play out my life to help someone...\Shrade!\Shrade!\Could you hear it?\My song...\What's wrong, Cayenne?\Nothing... response:	I don't know why, but...
context: That I could play out my life to help someone...\Shrade!\Shrade!\Could you hear it?\My song...\What's wrong, Cayenne?\Nothing...\I don't know why, but... response:	I know just how you feel right now.
context: Shrade!\Shrade!\Could you hear it?\My song...\What's wrong, Cayenne?\Nothing...\I don't know why, but...\I know just how you feel right now. response:	Legends are written using spilled blood as ink.
context: Shrade!\Could you hear it?\My song...\What's wrong, Cayenne?\Nothing...\I don't know why, but...\I know just how you feel right now.\Legends are written using spilled blood as ink. response:	No...
context: Could you hear it?\My song...\What's wrong, Cayenne?\Nothing...\I don't know why, but...\I know just how you feel right now.\Legends are written using spilled blood as ink.\No... response:	Another page of the next legend has just been written.
context: My song...\What's wrong, Cayenne?\Nothing...\I don't know why, but...\I know just how you feel right now.\Legends are written using spilled blood as ink.\No...\Another page of the next legend has just been written. response:	Amata?
context: What's wrong, Cayenne?\Nothing...\I don't know why, but...\I know just how you feel right now.\Legends are written using spilled blood as ink.\No...\Another page of the next legend has just been written.\Amata? response:	Amata, where are you?
context: Nothing...\I don't know why, but...\I know just how you feel right now.\Legends are written using spilled blood as ink.\No...\Another page of the next legend has just been written.\Amata?\Amata, where are you? response:	Amata!
context: I don't know why, but...\I know just how you feel right now.\Legends are written using spilled blood as ink.\No...\Another page of the next legend has just been written.\Amata?\Amata, where are you?\Amata! response:	I've been waiting for this.
context: I know just how you feel right now.\Legends are written using spilled blood as ink.\No...\Another page of the next legend has just been written.\Amata?\Amata, where are you?\Amata!\I've been waiting for this. response:	You...
context: Legends are written using spilled blood as ink.\No...\Another page of the next legend has just been written.\Amata?\Amata, where are you?\Amata!\I've been waiting for this.\You... response:	Good girl.
context: No...\Another page of the next legend has just been written.\Amata?\Amata, where are you?\Amata!\I've been waiting for this.\You...\Good girl. response:	A physical body is such a wonderful thing.
context: Another page of the next legend has just been written.\Amata?\Amata, where are you?\Amata!\I've been waiting for this.\You...\Good girl.\A physical body is such a wonderful thing. response:	Wait! That's not my voice!
context: Amata?\Amata, where are you?\Amata!\I've been waiting for this.\You...\Good girl.\A physical body is such a wonderful thing.\Wait! That's not my voice! response:	Did you take my body?
context: Amata, where are you?\Amata!\I've been waiting for this.\You...\Good girl.\A physical body is such a wonderful thing.\Wait! That's not my voice!\Did you take my body? response:	You will make a fine vessel.
context: Amata!\I've been waiting for this.\You...\Good girl.\A physical body is such a wonderful thing.\Wait! That's not my voice!\Did you take my body?\You will make a fine vessel. response:	At last, I can realize my dream.
context: I've been waiting for this.\You...\Good girl.\A physical body is such a wonderful thing.\Wait! That's not my voice!\Did you take my body?\You will make a fine vessel.\At last, I can realize my dream. response:	Give me back my body!
context: You...\Good girl.\A physical body is such a wonderful thing.\Wait! That's not my voice!\Did you take my body?\You will make a fine vessel.\At last, I can realize my dream.\Give me back my body! response:	You have to keep your promise.
context: Good girl.\A physical body is such a wonderful thing.\Wait! That's not my voice!\Did you take my body?\You will make a fine vessel.\At last, I can realize my dream.\Give me back my body!\You have to keep your promise. response:	You...
context: A physical body is such a wonderful thing.\Wait! That's not my voice!\Did you take my body?\You will make a fine vessel.\At last, I can realize my dream.\Give me back my body!\You have to keep your promise.\You... response:	My name is Mikage.
context: Wait! That's not my voice!\Did you take my body?\You will make a fine vessel.\At last, I can realize my dream.\Give me back my body!\You have to keep your promise.\You...\My name is Mikage. response:	My domain is the shadows of love.
context: Did you take my body?\You will make a fine vessel.\At last, I can realize my dream.\Give me back my body!\You have to keep your promise.\You...\My name is Mikage.\My domain is the shadows of love. response:	You should be grateful.
