context: My dream was to make it big with my band response:	and have everyone in Japan know my name.
context: That's exactly why. They've come this far.\Now they have to recoup that investment.\If they release more singles than us\and become number one with their first release,\then the party continues.\We're living in a time where popular things sell.\If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity. response:	Okay.
context: Now they have to recoup that investment.\If they release more singles than us\and become number one with their first release,\then the party continues.\We're living in a time where popular things sell.\If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity.\Okay. response:	Thank you very much!
context: If they release more singles than us\and become number one with their first release,\then the party continues.\We're living in a time where popular things sell.\If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity.\Okay.\Thank you very much! response:	Hey, Ginpei, can I go out until the run-through?
context: and become number one with their first release,\then the party continues.\We're living in a time where popular things sell.\If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity.\Okay.\Thank you very much!\Hey, Ginpei, can I go out until the run-through? response:	You're being persistent. Is it to see a woman?
context: then the party continues.\We're living in a time where popular things sell.\If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity.\Okay.\Thank you very much!\Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman? response:	I don't have one.
context: We're living in a time where popular things sell.\If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity.\Okay.\Thank you very much!\Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman?\I don't have one. response:	Women are evil.
context: If there's a pile of CDs from a new band that's just topped the charts,\you're gonna buy it purely out of curiosity.\Okay.\Thank you very much!\Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman?\I don't have one.\Women are evil. response:	Ginpei, the car key...
context: you're gonna buy it purely out of curiosity.\Okay.\Thank you very much!\Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman?\I don't have one.\Women are evil.\Ginpei, the car key... response:	Are you feeling all right, Shin?
context: Okay.\Thank you very much!\Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman?\I don't have one.\Women are evil.\Ginpei, the car key...\Are you feeling all right, Shin? response:	I could find you a vacant dressing room for you to sleep in.
context: Thank you very much!\Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman?\I don't have one.\Women are evil.\Ginpei, the car key...\Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in. response:	No. I'd feel more relaxed in the car.
context: Hey, Ginpei, can I go out until the run-through?\You're being persistent. Is it to see a woman?\I don't have one.\Women are evil.\Ginpei, the car key...\Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car. response:	Aren't you being nicer to Shin than to me, Ginpei?
context: You're being persistent. Is it to see a woman?\I don't have one.\Women are evil.\Ginpei, the car key...\Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei? response:	Don't come to wake me up until it's time.
context: I don't have one.\Women are evil.\Ginpei, the car key...\Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time. response:	That kid has no stamina for his age.
context: Women are evil.\Ginpei, the car key...\Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time.\That kid has no stamina for his age. response:	I'd say you've got too much, Ginpei.
context: Ginpei, the car key...\Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time.\That kid has no stamina for his age.\I'd say you've got too much, Ginpei. response:	Nana, you should return to your dressing room
context: Are you feeling all right, Shin?\I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time.\That kid has no stamina for his age.\I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room response:	and also take a nap while you have a moment.
context: I could find you a vacant dressing room for you to sleep in.\No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time.\That kid has no stamina for his age.\I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room\and also take a nap while you have a moment. response:	Yeah. I have my own private room,
context: No. I'd feel more relaxed in the car.\Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time.\That kid has no stamina for his age.\I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room\and also take a nap while you have a moment.\Yeah. I have my own private room, response:	so maybe I can relax and get a little sleep.
context: Aren't you being nicer to Shin than to me, Ginpei?\Don't come to wake me up until it's time.\That kid has no stamina for his age.\I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room\and also take a nap while you have a moment.\Yeah. I have my own private room,\so maybe I can relax and get a little sleep. response:	COME ON!
context: Don't come to wake me up until it's time.\That kid has no stamina for his age.\I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room\and also take a nap while you have a moment.\Yeah. I have my own private room,\so maybe I can relax and get a little sleep.\COME ON! response:	COME ON! Wanna sleep with me?
context: That kid has no stamina for his age.\I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room\and also take a nap while you have a moment.\Yeah. I have my own private room,\so maybe I can relax and get a little sleep.\COME ON!\COME ON! Wanna sleep with me? response:	Enough of that.
context: I'd say you've got too much, Ginpei.\Nana, you should return to your dressing room\and also take a nap while you have a moment.\Yeah. I have my own private room,\so maybe I can relax and get a little sleep.\COME ON!\COME ON! Wanna sleep with me?\Enough of that. response:	ENOUGH OF THAT...
context: Nana, you should return to your dressing room\and also take a nap while you have a moment.\Yeah. I have my own private room,\so maybe I can relax and get a little sleep.\COME ON!\COME ON! Wanna sleep with me?\Enough of that.\ENOUGH OF THAT... response:	ENOUGH OF THAT... Where's Nana going?
context: and also take a nap while you have a moment.\Yeah. I have my own private room,\so maybe I can relax and get a little sleep.\COME ON!\COME ON! Wanna sleep with me?\Enough of that.\ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going? response:	ENOUGH OF THAT...
context: Yeah. I have my own private room,\so maybe I can relax and get a little sleep.\COME ON!\COME ON! Wanna sleep with me?\Enough of that.\ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT... response:	To her private room to take a nap.
context: so maybe I can relax and get a little sleep.\COME ON!\COME ON! Wanna sleep with me?\Enough of that.\ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT...\To her private room to take a nap. response:	How come girls get their own rooms? Because they're evil?
context: COME ON!\COME ON! Wanna sleep with me?\Enough of that.\ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT...\To her private room to take a nap.\How come girls get their own rooms? Because they're evil? response:	What do you mean, enough of that?
context: COME ON! Wanna sleep with me?\Enough of that.\ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT...\To her private room to take a nap.\How come girls get their own rooms? Because they're evil?\What do you mean, enough of that? response:	We haven't done anything yet.
context: Enough of that.\ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT...\To her private room to take a nap.\How come girls get their own rooms? Because they're evil?\What do you mean, enough of that?\We haven't done anything yet. response:	But how does Yasu manage to stay completely harmless?
context: ENOUGH OF THAT...\ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT...\To her private room to take a nap.\How come girls get their own rooms? Because they're evil?\What do you mean, enough of that?\We haven't done anything yet.\But how does Yasu manage to stay completely harmless? response:	He's like a Buddhist priest who's transcended earthly desires.
context: ENOUGH OF THAT... Where's Nana going?\ENOUGH OF THAT...\To her private room to take a nap.\How come girls get their own rooms? Because they're evil?\What do you mean, enough of that?\We haven't done anything yet.\But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires. response:	Could that mean his love for me is more like love between siblings?
context: ENOUGH OF THAT...\To her private room to take a nap.\How come girls get their own rooms? Because they're evil?\What do you mean, enough of that?\We haven't done anything yet.\But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings? response:	TRAPNEST MISS REIRA
context: To her private room to take a nap.\How come girls get their own rooms? Because they're evil?\What do you mean, enough of that?\We haven't done anything yet.\But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA response:	But Yasu's a guy. And all guys get horny.
context: How come girls get their own rooms? Because they're evil?\What do you mean, enough of that?\We haven't done anything yet.\But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny. response:	I wonder if he jerks off to Yuri.
context: What do you mean, enough of that?\We haven't done anything yet.\But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri. response:	BLACK STONES MISS NANA
context: We haven't done anything yet.\But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA response:	I've neglected Ren for a month,
context: But how does Yasu manage to stay completely harmless?\He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA\I've neglected Ren for a month, response:	so he's gotta be sleeping with other women by now.
context: He's like a Buddhist priest who's transcended earthly desires.\Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA\I've neglected Ren for a month,\so he's gotta be sleeping with other women by now. response:	Not that I care. I'd actually be relieved.
context: Could that mean his love for me is more like love between siblings?\TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA\I've neglected Ren for a month,\so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved. response:	Good work.
context: TRAPNEST MISS REIRA\But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA\I've neglected Ren for a month,\so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved.\Good work. response:	What are you doing here?
context: But Yasu's a guy. And all guys get horny.\I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA\I've neglected Ren for a month,\so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved.\Good work.\What are you doing here? response:	House-sitting.
context: I wonder if he jerks off to Yuri.\BLACK STONES MISS NANA\I've neglected Ren for a month,\so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved.\Good work.\What are you doing here?\House-sitting. response:	Oh, I took a cigarette.
context: BLACK STONES MISS NANA\I've neglected Ren for a month,\so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved.\Good work.\What are you doing here?\House-sitting.\Oh, I took a cigarette. response:	Leaving your stuff around with the door unlocked is unsafe.
context: I've neglected Ren for a month,\so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved.\Good work.\What are you doing here?\House-sitting.\Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe. response:	There are dangerous people out there who will enter uninvited.
context: so he's gotta be sleeping with other women by now.\Not that I care. I'd actually be relieved.\Good work.\What are you doing here?\House-sitting.\Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited. response:	I agree! What if someone sees you here?! Get out!
context: Not that I care. I'd actually be relieved.\Good work.\What are you doing here?\House-sitting.\Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out! response:	Don't be so upset.
context: Good work.\What are you doing here?\House-sitting.\Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out!\Don't be so upset. response:	I'm sorry that I neglected you for a whole month.
context: What are you doing here?\House-sitting.\Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out!\Don't be so upset.\I'm sorry that I neglected you for a whole month. response:	No, I'm not mad. After all, I'm just as guilty for that.
context: House-sitting.\Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out!\Don't be so upset.\I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that. response:	I have to... end it.
context: Oh, I took a cigarette.\Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out!\Don't be so upset.\I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it. response:	This style of dating...
context: Leaving your stuff around with the door unlocked is unsafe.\There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out!\Don't be so upset.\I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it.\This style of dating... response:	to meet occasionally and talk to each other, making love,
context: There are dangerous people out there who will enter uninvited.\I agree! What if someone sees you here?! Get out!\Don't be so upset.\I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it.\This style of dating...\to meet occasionally and talk to each other, making love, response:	like we're in some cool love drama...
context: I agree! What if someone sees you here?! Get out!\Don't be so upset.\I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it.\This style of dating...\to meet occasionally and talk to each other, making love,\like we're in some cool love drama... response:	It just won't work for us.
context: Don't be so upset.\I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it.\This style of dating...\to meet occasionally and talk to each other, making love,\like we're in some cool love drama...\It just won't work for us. response:	If we can't always be together, it would be easier to just end it.
context: I'm sorry that I neglected you for a whole month.\No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it.\This style of dating...\to meet occasionally and talk to each other, making love,\like we're in some cool love drama...\It just won't work for us.\If we can't always be together, it would be easier to just end it. response:	I'm sure Ren feels the same way.
context: No, I'm not mad. After all, I'm just as guilty for that.\I have to... end it.\This style of dating...\to meet occasionally and talk to each other, making love,\like we're in some cool love drama...\It just won't work for us.\If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way. response:	Nana.
context: I have to... end it.\This style of dating...\to meet occasionally and talk to each other, making love,\like we're in some cool love drama...\It just won't work for us.\If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way.\Nana. response:	I have something to talk to you about.
context: This style of dating...\to meet occasionally and talk to each other, making love,\like we're in some cool love drama...\It just won't work for us.\If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way.\Nana.\I have something to talk to you about. response:	Do you have time?
context: to meet occasionally and talk to each other, making love,\like we're in some cool love drama...\It just won't work for us.\If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way.\Nana.\I have something to talk to you about.\Do you have time? response:	I prepared myself...
context: like we're in some cool love drama...\It just won't work for us.\If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way.\Nana.\I have something to talk to you about.\Do you have time?\I prepared myself... response:	but I'm scared.
context: It just won't work for us.\If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way.\Nana.\I have something to talk to you about.\Do you have time?\I prepared myself...\but I'm scared. response:	RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.
context: If we can't always be together, it would be easier to just end it.\I'm sure Ren feels the same way.\Nana.\I have something to talk to you about.\Do you have time?\I prepared myself...\but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER. response:	That was fast.
context: I'm sure Ren feels the same way.\Nana.\I have something to talk to you about.\Do you have time?\I prepared myself...\but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast. response:	I was hiding behind the car. I just couldn't wait.
context: Nana.\I have something to talk to you about.\Do you have time?\I prepared myself...\but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast.\I was hiding behind the car. I just couldn't wait. response:	This Volkswagen bus is so cute!
context: I have something to talk to you about.\Do you have time?\I prepared myself...\but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast.\I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute! response:	It stands out, so I found it right away.
context: Do you have time?\I prepared myself...\but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast.\I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute!\It stands out, so I found it right away. response:	You're so lucky to get to ride in this every day.
context: I prepared myself...\but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast.\I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute!\It stands out, so I found it right away.\You're so lucky to get to ride in this every day. response:	Actually I think it's a problem to have our car stand out.
context: but I'm scared.\RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast.\I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute!\It stands out, so I found it right away.\You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out. response:	But the glass is tinted, so no one can see in, right?
context: RE: DO YOU HAVE TIME? I HAVE AN INTERVIEW FROM 3:00. BUT I HAVE AT LEAST TWO HOURS. LET ME KNOW WHEN YOU'RE DONE REHEARSING AND I'LL HEAD OVER.\That was fast.\I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute!\It stands out, so I found it right away.\You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right? response:	So we can do anything.
context: That was fast.\I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute!\It stands out, so I found it right away.\You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right?\So we can do anything. response:	What do you have in mind?
context: I was hiding behind the car. I just couldn't wait.\This Volkswagen bus is so cute!\It stands out, so I found it right away.\You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right?\So we can do anything.\What do you have in mind? response:	What do you wanna do, Reira?
context: This Volkswagen bus is so cute!\It stands out, so I found it right away.\You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right?\So we can do anything.\What do you have in mind?\What do you wanna do, Reira? response:	Look each other in the eye and talk without pretense.
context: It stands out, so I found it right away.\You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right?\So we can do anything.\What do you have in mind?\What do you wanna do, Reira?\Look each other in the eye and talk without pretense. response:	Let me do what you wanna do, Shin.
context: You're so lucky to get to ride in this every day.\Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right?\So we can do anything.\What do you have in mind?\What do you wanna do, Reira?\Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin. response:	Huh? What I wanna do?
context: Actually I think it's a problem to have our car stand out.\But the glass is tinted, so no one can see in, right?\So we can do anything.\What do you have in mind?\What do you wanna do, Reira?\Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin.\Huh? What I wanna do? response:	I'm no longer your client.
context: But the glass is tinted, so no one can see in, right?\So we can do anything.\What do you have in mind?\What do you wanna do, Reira?\Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin.\Huh? What I wanna do?\I'm no longer your client. response:	But doing what an adolescent boy wants to do
context: So we can do anything.\What do you have in mind?\What do you wanna do, Reira?\Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin.\Huh? What I wanna do?\I'm no longer your client.\But doing what an adolescent boy wants to do response:	is not much different from what we've been doing.
context: What do you have in mind?\What do you wanna do, Reira?\Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin.\Huh? What I wanna do?\I'm no longer your client.\But doing what an adolescent boy wants to do\is not much different from what we've been doing. response:	There's no point then.
context: What do you wanna do, Reira?\Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin.\Huh? What I wanna do?\I'm no longer your client.\But doing what an adolescent boy wants to do\is not much different from what we've been doing.\There's no point then. response:	I'll quietly listen to anything you wanna talk about.
context: Look each other in the eye and talk without pretense.\Let me do what you wanna do, Shin.\Huh? What I wanna do?\I'm no longer your client.\But doing what an adolescent boy wants to do\is not much different from what we've been doing.\There's no point then.\I'll quietly listen to anything you wanna talk about. response:	But there's a difference between doing it for someone
context: Let me do what you wanna do, Shin.\Huh? What I wanna do?\I'm no longer your client.\But doing what an adolescent boy wants to do\is not much different from what we've been doing.\There's no point then.\I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone response:	and having it done for you.
context: Huh? What I wanna do?\I'm no longer your client.\But doing what an adolescent boy wants to do\is not much different from what we've been doing.\There's no point then.\I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone\and having it done for you. response:	Why don't you sit?
context: I'm no longer your client.\But doing what an adolescent boy wants to do\is not much different from what we've been doing.\There's no point then.\I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone\and having it done for you.\Why don't you sit? response:	No, not that one. Over here.
context: But doing what an adolescent boy wants to do\is not much different from what we've been doing.\There's no point then.\I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone\and having it done for you.\Why don't you sit?\No, not that one. Over here. response:	What's wrong with this one?
context: is not much different from what we've been doing.\There's no point then.\I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone\and having it done for you.\Why don't you sit?\No, not that one. Over here.\What's wrong with this one? response:	We're not gonna be making out when we're having this conversation, are we?
context: There's no point then.\I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone\and having it done for you.\Why don't you sit?\No, not that one. Over here.\What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we? response:	Well... that's up to you.
context: I'll quietly listen to anything you wanna talk about.\But there's a difference between doing it for someone\and having it done for you.\Why don't you sit?\No, not that one. Over here.\What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you. response:	What is it?
context: But there's a difference between doing it for someone\and having it done for you.\Why don't you sit?\No, not that one. Over here.\What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you.\What is it? response:	Ren's lost some weight.
context: and having it done for you.\Why don't you sit?\No, not that one. Over here.\What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you.\What is it?\Ren's lost some weight. response:	I wonder if he's been eating properly.
context: Why don't you sit?\No, not that one. Over here.\What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you.\What is it?\Ren's lost some weight.\I wonder if he's been eating properly. response:	Nana...
context: No, not that one. Over here.\What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you.\What is it?\Ren's lost some weight.\I wonder if he's been eating properly.\Nana... response:	What is it?! Just say it!
context: What's wrong with this one?\We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you.\What is it?\Ren's lost some weight.\I wonder if he's been eating properly.\Nana...\What is it?! Just say it! response:	I feel like I could suffocate and die!
context: We're not gonna be making out when we're having this conversation, are we?\Well... that's up to you.\What is it?\Ren's lost some weight.\I wonder if he's been eating properly.\Nana...\What is it?! Just say it!\I feel like I could suffocate and die! response:	Marry me.
context: Well... that's up to you.\What is it?\Ren's lost some weight.\I wonder if he's been eating properly.\Nana...\What is it?! Just say it!\I feel like I could suffocate and die!\Marry me. response:	What's going on? A drama?
context: What is it?\Ren's lost some weight.\I wonder if he's been eating properly.\Nana...\What is it?! Just say it!\I feel like I could suffocate and die!\Marry me.\What's going on? A drama? response:	A drama? Who's in it?
context: Ren's lost some weight.\I wonder if he's been eating properly.\Nana...\What is it?! Just say it!\I feel like I could suffocate and die!\Marry me.\What's going on? A drama?\A drama? Who's in it? response:	What are you doing here? Don't you have rehearsal?
context: I wonder if he's been eating properly.\Nana...\What is it?! Just say it!\I feel like I could suffocate and die!\Marry me.\What's going on? A drama?\A drama? Who's in it?\What are you doing here? Don't you have rehearsal? response:	Is that supposed to be a disguise?
context: Nana...\What is it?! Just say it!\I feel like I could suffocate and die!\Marry me.\What's going on? A drama?\A drama? Who's in it?\What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise? response:	It actually makes you stand out more.
context: What is it?! Just say it!\I feel like I could suffocate and die!\Marry me.\What's going on? A drama?\A drama? Who's in it?\What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise?\It actually makes you stand out more. response:	I got a little time off,
context: I feel like I could suffocate and die!\Marry me.\What's going on? A drama?\A drama? Who's in it?\What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise?\It actually makes you stand out more.\I got a little time off, response:	so I wanted to come and see how you look as an actress.
context: Marry me.\What's going on? A drama?\A drama? Who's in it?\What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise?\It actually makes you stand out more.\I got a little time off,\so I wanted to come and see how you look as an actress. response:	I'm just an extra.
context: What's going on? A drama?\A drama? Who's in it?\What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise?\It actually makes you stand out more.\I got a little time off,\so I wanted to come and see how you look as an actress.\I'm just an extra. response:	That bank employee uniform looks good on you.
context: A drama? Who's in it?\What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise?\It actually makes you stand out more.\I got a little time off,\so I wanted to come and see how you look as an actress.\I'm just an extra.\That bank employee uniform looks good on you. response:	You look so grown-up.
context: What are you doing here? Don't you have rehearsal?\Is that supposed to be a disguise?\It actually makes you stand out more.\I got a little time off,\so I wanted to come and see how you look as an actress.\I'm just an extra.\That bank employee uniform looks good on you.\You look so grown-up. response:	I kinda feel that...
context: Is that supposed to be a disguise?\It actually makes you stand out more.\I got a little time off,\so I wanted to come and see how you look as an actress.\I'm just an extra.\That bank employee uniform looks good on you.\You look so grown-up.\I kinda feel that... response:	you've been trying to make a move on me since this morning.
