context: Trying to get energy from lovers is unfair! response:	What about the poor girls who don't have boyfriends?!
context: What?!\She's so serious!\First Prize Romantic Cruise Invitation For Two\First Prize Romantic Cruise Invitation For Two Congratulations!\Congratulations!\You won the first prize! Tickets for the Romantic Cruise!\Wow, I did it!\Rei, you are such a hypocrite! response:	Hey, Rei, you said you weren't interested!
context: She's so serious!\First Prize Romantic Cruise Invitation For Two\First Prize Romantic Cruise Invitation For Two Congratulations!\Congratulations!\You won the first prize! Tickets for the Romantic Cruise!\Wow, I did it!\Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested! response:	It doesn't mean I have to give the tickets to you.
context: First Prize Romantic Cruise Invitation For Two\First Prize Romantic Cruise Invitation For Two Congratulations!\Congratulations!\You won the first prize! Tickets for the Romantic Cruise!\Wow, I did it!\Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you. response:	Then, why don't we go together?
context: First Prize Romantic Cruise Invitation For Two Congratulations!\Congratulations!\You won the first prize! Tickets for the Romantic Cruise!\Wow, I did it!\Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you.\Then, why don't we go together? response:	I bet it'll be nice and romantic.
context: Congratulations!\You won the first prize! Tickets for the Romantic Cruise!\Wow, I did it!\Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you.\Then, why don't we go together?\I bet it'll be nice and romantic. response:	This is a cruise you're supposed to go on with your boyfriend!
context: You won the first prize! Tickets for the Romantic Cruise!\Wow, I did it!\Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you.\Then, why don't we go together?\I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend! response:	I know you don't have any!
context: Wow, I did it!\Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you.\Then, why don't we go together?\I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any! response:	Shut up!
context: Rei, you are such a hypocrite!\Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you.\Then, why don't we go together?\I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any!\Shut up! response:	See? I'm right! You don't have anybody!
context: Hey, Rei, you said you weren't interested!\It doesn't mean I have to give the tickets to you.\Then, why don't we go together?\I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any!\Shut up!\See? I'm right! You don't have anybody! response:	I'm not you, you know. I have one or two...
context: It doesn't mean I have to give the tickets to you.\Then, why don't we go together?\I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any!\Shut up!\See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two... response:	Stop it, both of you!
context: Then, why don't we go together?\I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any!\Shut up!\See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two...\Stop it, both of you! response:	What's going on?
context: I bet it'll be nice and romantic.\This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any!\Shut up!\See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two...\Stop it, both of you!\What's going on? response:	Their usual comedy routine.
context: This is a cruise you're supposed to go on with your boyfriend!\I know you don't have any!\Shut up!\See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two...\Stop it, both of you!\What's going on?\Their usual comedy routine. response:	Ami, Rei's being really mean to me!
context: I know you don't have any!\Shut up!\See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two...\Stop it, both of you!\What's going on?\Their usual comedy routine.\Ami, Rei's being really mean to me! response:	Ami, I'm glad you're here! Do you have a minute?
context: Shut up!\See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two...\Stop it, both of you!\What's going on?\Their usual comedy routine.\Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute? response:	What is it?
context: See? I'm right! You don't have anybody!\I'm not you, you know. I have one or two...\Stop it, both of you!\What's going on?\Their usual comedy routine.\Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute?\What is it? response:	Never mind, just hurry over here!
context: I'm not you, you know. I have one or two...\Stop it, both of you!\What's going on?\Their usual comedy routine.\Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute?\What is it?\Never mind, just hurry over here! response:	I know it! I just know she doesn't have any boyfriends!
context: Stop it, both of you!\What's going on?\Their usual comedy routine.\Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute?\What is it?\Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends! response:	I'm not finished talking to you! Hey!
context: What's going on?\Their usual comedy routine.\Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute?\What is it?\Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey! response:	You're finished, you're finished.
context: Their usual comedy routine.\Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute?\What is it?\Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey!\You're finished, you're finished. response:	What? You and me?
context: Ami, Rei's being really mean to me!\Ami, I'm glad you're here! Do you have a minute?\What is it?\Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey!\You're finished, you're finished.\What? You and me? response:	Here they are!
context: Ami, I'm glad you're here! Do you have a minute?\What is it?\Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey!\You're finished, you're finished.\What? You and me?\Here they are! response:	What about Usagi? It seemed like she really wanted to go.
context: What is it?\Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey!\You're finished, you're finished.\What? You and me?\Here they are!\What about Usagi? It seemed like she really wanted to go. response:	No way! This romantic cruise is not for someone like her.
context: Never mind, just hurry over here!\I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey!\You're finished, you're finished.\What? You and me?\Here they are!\What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her. response:	But...
context: I know it! I just know she doesn't have any boyfriends!\I'm not finished talking to you! Hey!\You're finished, you're finished.\What? You and me?\Here they are!\What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her.\But... response:	Observing different things will broaden your horizons. So, let's go!
context: I'm not finished talking to you! Hey!\You're finished, you're finished.\What? You and me?\Here they are!\What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her.\But...\Observing different things will broaden your horizons. So, let's go! response:	I'm looking for a wonderful boyfriend like Tuxedo Mask.
context: You're finished, you're finished.\What? You and me?\Here they are!\What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her.\But...\Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask. response:	I thought so. She doesn't have a boyfriend.
context: What? You and me?\Here they are!\What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her.\But...\Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend. response:	So, Ami, let's go together! Please, please, please!
context: Here they are!\What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her.\But...\Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please! response:	Okay.
context: What about Usagi? It seemed like she really wanted to go.\No way! This romantic cruise is not for someone like her.\But...\Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please!\Okay. response:	They're planning on leaving me out of all the fun!
context: No way! This romantic cruise is not for someone like her.\But...\Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please!\Okay.\They're planning on leaving me out of all the fun! response:	I am never giving up!
context: But...\Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please!\Okay.\They're planning on leaving me out of all the fun!\I am never giving up! response:	Oh, I wish she would be this proactive in other areas.
context: Observing different things will broaden your horizons. So, let's go!\I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please!\Okay.\They're planning on leaving me out of all the fun!\I am never giving up!\Oh, I wish she would be this proactive in other areas. response:	Okay, it's time to sneak in!
context: I'm looking for a wonderful boyfriend like Tuxedo Mask.\I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please!\Okay.\They're planning on leaving me out of all the fun!\I am never giving up!\Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in! response:	How are we going to sneak in?
context: I thought so. She doesn't have a boyfriend.\So, Ami, let's go together! Please, please, please!\Okay.\They're planning on leaving me out of all the fun!\I am never giving up!\Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in!\How are we going to sneak in? response:	Don't be silly! This is exactly what
context: So, Ami, let's go together! Please, please, please!\Okay.\They're planning on leaving me out of all the fun!\I am never giving up!\Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in!\How are we going to sneak in?\Don't be silly! This is exactly what response:	I've got this for!
context: Okay.\They're planning on leaving me out of all the fun!\I am never giving up!\Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in!\How are we going to sneak in?\Don't be silly! This is exactly what\I've got this for! response:	Don't do it, Usagi!
context: They're planning on leaving me out of all the fun!\I am never giving up!\Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in!\How are we going to sneak in?\Don't be silly! This is exactly what\I've got this for!\Don't do it, Usagi! response:	You're only supposed to use that for justice!
context: I am never giving up!\Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in!\How are we going to sneak in?\Don't be silly! This is exactly what\I've got this for!\Don't do it, Usagi!\You're only supposed to use that for justice! response:	Oh, don't be so uptight!
context: Oh, I wish she would be this proactive in other areas.\Okay, it's time to sneak in!\How are we going to sneak in?\Don't be silly! This is exactly what\I've got this for!\Don't do it, Usagi!\You're only supposed to use that for justice!\Oh, don't be so uptight! response:	Moon Power! Turn me into a beautiful camera woman!
context: Okay, it's time to sneak in!\How are we going to sneak in?\Don't be silly! This is exactly what\I've got this for!\Don't do it, Usagi!\You're only supposed to use that for justice!\Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman! response:	Okay, Luna, in you go.
context: How are we going to sneak in?\Don't be silly! This is exactly what\I've got this for!\Don't do it, Usagi!\You're only supposed to use that for justice!\Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go. response:	No! No! I don't want to go! Okay, Luna, in you go.
context: Don't be silly! This is exactly what\I've got this for!\Don't do it, Usagi!\You're only supposed to use that for justice!\Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go. response:	No! No! I don't want to go!
context: I've got this for!\Don't do it, Usagi!\You're only supposed to use that for justice!\Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go! response:	Come on!
context: Don't do it, Usagi!\You're only supposed to use that for justice!\Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go!\Come on! response:	Captain Jadeite, our young prey just keep coming.
context: You're only supposed to use that for justice!\Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go!\Come on!\Captain Jadeite, our young prey just keep coming. response:	You're amazing, Tetis!
context: Oh, don't be so uptight!\Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go!\Come on!\Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis! response:	Nobody will suspect this is actually a wrecked ship
context: Moon Power! Turn me into a beautiful camera woman!\Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go!\Come on!\Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship response:	that is built out of your evil seawater powers.
context: Okay, Luna, in you go.\No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go!\Come on!\Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers. response:	With my evil powers, this is easy to do.
context: No! No! I don't want to go! Okay, Luna, in you go.\No! No! I don't want to go!\Come on!\Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers.\With my evil powers, this is easy to do. response:	Well, I wish you all find love,
context: No! No! I don't want to go!\Come on!\Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers.\With my evil powers, this is easy to do.\Well, I wish you all find love, response:	you fools!
context: Come on!\Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers.\With my evil powers, this is easy to do.\Well, I wish you all find love,\you fools! response:	We are ready to leave port now.
context: Captain Jadeite, our young prey just keep coming.\You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers.\With my evil powers, this is easy to do.\Well, I wish you all find love,\you fools!\We are ready to leave port now. response:	All right, cast off.
context: You're amazing, Tetis!\Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers.\With my evil powers, this is easy to do.\Well, I wish you all find love,\you fools!\We are ready to leave port now.\All right, cast off. response:	Aye, Sir!
context: Nobody will suspect this is actually a wrecked ship\that is built out of your evil seawater powers.\With my evil powers, this is easy to do.\Well, I wish you all find love,\you fools!\We are ready to leave port now.\All right, cast off.\Aye, Sir! response:	This ship is so shaky! How come everyone looks so happy?
context: that is built out of your evil seawater powers.\With my evil powers, this is easy to do.\Well, I wish you all find love,\you fools!\We are ready to leave port now.\All right, cast off.\Aye, Sir!\This ship is so shaky! How come everyone looks so happy? response:	Hey, it seems like we're the only girls who came together.
context: With my evil powers, this is easy to do.\Well, I wish you all find love,\you fools!\We are ready to leave port now.\All right, cast off.\Aye, Sir!\This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together. response:	I know!
context: Well, I wish you all find love,\you fools!\We are ready to leave port now.\All right, cast off.\Aye, Sir!\This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together.\I know! response:	Sure, they said it was a ship for lovers,
context: you fools!\We are ready to leave port now.\All right, cast off.\Aye, Sir!\This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together.\I know!\Sure, they said it was a ship for lovers, response:	but I never expected that everyone here would be a couple.
context: We are ready to leave port now.\All right, cast off.\Aye, Sir!\This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together.\I know!\Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple. response:	Looks like we won't be finding any boyfriends.
context: All right, cast off.\Aye, Sir!\This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together.\I know!\Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends. response:	Where are we?
context: Aye, Sir!\This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together.\I know!\Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends.\Where are we? response:	I think it's the engine room.
context: This ship is so shaky! How come everyone looks so happy?\Hey, it seems like we're the only girls who came together.\I know!\Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends.\Where are we?\I think it's the engine room. response:	No way! Engine rooms aren't this quiet.
context: Hey, it seems like we're the only girls who came together.\I know!\Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends.\Where are we?\I think it's the engine room.\No way! Engine rooms aren't this quiet. response:	Then maybe it's stopped.
context: I know!\Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends.\Where are we?\I think it's the engine room.\No way! Engine rooms aren't this quiet.\Then maybe it's stopped. response:	Something is wrong. It's moving at full speed.
context: Sure, they said it was a ship for lovers,\but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends.\Where are we?\I think it's the engine room.\No way! Engine rooms aren't this quiet.\Then maybe it's stopped.\Something is wrong. It's moving at full speed. response:	You worry so much.
context: but I never expected that everyone here would be a couple.\Looks like we won't be finding any boyfriends.\Where are we?\I think it's the engine room.\No way! Engine rooms aren't this quiet.\Then maybe it's stopped.\Something is wrong. It's moving at full speed.\You worry so much. response:	They probably have some new state-of-the-art engine.
context: Looks like we won't be finding any boyfriends.\Where are we?\I think it's the engine room.\No way! Engine rooms aren't this quiet.\Then maybe it's stopped.\Something is wrong. It's moving at full speed.\You worry so much.\They probably have some new state-of-the-art engine. response:	Never mind that.
context: Where are we?\I think it's the engine room.\No way! Engine rooms aren't this quiet.\Then maybe it's stopped.\Something is wrong. It's moving at full speed.\You worry so much.\They probably have some new state-of-the-art engine.\Never mind that. response:	I wonder where Rei and Ami are?
context: I think it's the engine room.\No way! Engine rooms aren't this quiet.\Then maybe it's stopped.\Something is wrong. It's moving at full speed.\You worry so much.\They probably have some new state-of-the-art engine.\Never mind that.\I wonder where Rei and Ami are? response:	What are you doing there?!
context: No way! Engine rooms aren't this quiet.\Then maybe it's stopped.\Something is wrong. It's moving at full speed.\You worry so much.\They probably have some new state-of-the-art engine.\Never mind that.\I wonder where Rei and Ami are?\What are you doing there?! response:	Are you a reporter?
context: Then maybe it's stopped.\Something is wrong. It's moving at full speed.\You worry so much.\They probably have some new state-of-the-art engine.\Never mind that.\I wonder where Rei and Ami are?\What are you doing there?!\Are you a reporter? response:	You are not allowed in these areas.
context: Something is wrong. It's moving at full speed.\You worry so much.\They probably have some new state-of-the-art engine.\Never mind that.\I wonder where Rei and Ami are?\What are you doing there?!\Are you a reporter?\You are not allowed in these areas. response:	Oh, he's so handsome!
context: You worry so much.\They probably have some new state-of-the-art engine.\Never mind that.\I wonder where Rei and Ami are?\What are you doing there?!\Are you a reporter?\You are not allowed in these areas.\Oh, he's so handsome! response:	What is this incredibly evil aura?!
context: They probably have some new state-of-the-art engine.\Never mind that.\I wonder where Rei and Ami are?\What are you doing there?!\Are you a reporter?\You are not allowed in these areas.\Oh, he's so handsome!\What is this incredibly evil aura?! response:	It's not safe here.
context: Never mind that.\I wonder where Rei and Ami are?\What are you doing there?!\Are you a reporter?\You are not allowed in these areas.\Oh, he's so handsome!\What is this incredibly evil aura?!\It's not safe here. response:	Oh, I just got separated from the rest of my staff.
context: I wonder where Rei and Ami are?\What are you doing there?!\Are you a reporter?\You are not allowed in these areas.\Oh, he's so handsome!\What is this incredibly evil aura?!\It's not safe here.\Oh, I just got separated from the rest of my staff. response:	I see, that is a problem.
context: What are you doing there?!\Are you a reporter?\You are not allowed in these areas.\Oh, he's so handsome!\What is this incredibly evil aura?!\It's not safe here.\Oh, I just got separated from the rest of my staff.\I see, that is a problem. response:	Would you help me find them?
context: Are you a reporter?\You are not allowed in these areas.\Oh, he's so handsome!\What is this incredibly evil aura?!\It's not safe here.\Oh, I just got separated from the rest of my staff.\I see, that is a problem.\Would you help me find them? response:	Certainly...
context: You are not allowed in these areas.\Oh, he's so handsome!\What is this incredibly evil aura?!\It's not safe here.\Oh, I just got separated from the rest of my staff.\I see, that is a problem.\Would you help me find them?\Certainly... response:	Something about her bothers me.
context: Oh, he's so handsome!\What is this incredibly evil aura?!\It's not safe here.\Oh, I just got separated from the rest of my staff.\I see, that is a problem.\Would you help me find them?\Certainly...\Something about her bothers me. response:	I'm so lucky! I've already found a gorgeous guy!
context: What is this incredibly evil aura?!\It's not safe here.\Oh, I just got separated from the rest of my staff.\I see, that is a problem.\Would you help me find them?\Certainly...\Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy! response:	Oh, I just came up with a great idea!
context: It's not safe here.\Oh, I just got separated from the rest of my staff.\I see, that is a problem.\Would you help me find them?\Certainly...\Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea! response:	What is it?
context: Oh, I just got separated from the rest of my staff.\I see, that is a problem.\Would you help me find them?\Certainly...\Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea!\What is it? response:	Since there are so many couples on this ship,
context: I see, that is a problem.\Would you help me find them?\Certainly...\Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea!\What is it?\Since there are so many couples on this ship, response:	there should be some that'll break up!
context: Would you help me find them?\Certainly...\Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea!\What is it?\Since there are so many couples on this ship,\there should be some that'll break up! response:	So?
context: Certainly...\Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea!\What is it?\Since there are so many couples on this ship,\there should be some that'll break up!\So? response:	That's where we'll come in
context: Something about her bothers me.\I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea!\What is it?\Since there are so many couples on this ship,\there should be some that'll break up!\So?\That's where we'll come in response:	and catch those single guys!
context: I'm so lucky! I've already found a gorgeous guy!\Oh, I just came up with a great idea!\What is it?\Since there are so many couples on this ship,\there should be some that'll break up!\So?\That's where we'll come in\and catch those single guys! response:	What do you think?
context: Oh, I just came up with a great idea!\What is it?\Since there are so many couples on this ship,\there should be some that'll break up!\So?\That's where we'll come in\and catch those single guys!\What do you think? response:	I should have stayed at home and studied instead.
context: What is it?\Since there are so many couples on this ship,\there should be some that'll break up!\So?\That's where we'll come in\and catch those single guys!\What do you think?\I should have stayed at home and studied instead. response:	Engine Room Do Not Enter
context: Since there are so many couples on this ship,\there should be some that'll break up!\So?\That's where we'll come in\and catch those single guys!\What do you think?\I should have stayed at home and studied instead.\Engine Room Do Not Enter response:	I would love to announce it over the ship's intercom,
context: there should be some that'll break up!\So?\That's where we'll come in\and catch those single guys!\What do you think?\I should have stayed at home and studied instead.\Engine Room Do Not Enter\I would love to announce it over the ship's intercom, response:	but I do not want to break the passengers' romantic mood.
context: So?\That's where we'll come in\and catch those single guys!\What do you think?\I should have stayed at home and studied instead.\Engine Room Do Not Enter\I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood. response:	I totally understand.
context: That's where we'll come in\and catch those single guys!\What do you think?\I should have stayed at home and studied instead.\Engine Room Do Not Enter\I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood.\I totally understand. response:	But this is already good enough for me.
context: and catch those single guys!\What do you think?\I should have stayed at home and studied instead.\Engine Room Do Not Enter\I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood.\I totally understand.\But this is already good enough for me. response:	What is this? I have a strange premonition.
context: What do you think?\I should have stayed at home and studied instead.\Engine Room Do Not Enter\I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood.\I totally understand.\But this is already good enough for me.\What is this? I have a strange premonition. response:	Why do I feel so wary of this slip of a girl?
context: I should have stayed at home and studied instead.\Engine Room Do Not Enter\I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood.\I totally understand.\But this is already good enough for me.\What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl? response:	Oh, why is he looking at me so intensely?
context: Engine Room Do Not Enter\I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood.\I totally understand.\But this is already good enough for me.\What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely? response:	Captain.
context: I would love to announce it over the ship's intercom,\but I do not want to break the passengers' romantic mood.\I totally understand.\But this is already good enough for me.\What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely?\Captain. response:	It is almost time.
context: but I do not want to break the passengers' romantic mood.\I totally understand.\But this is already good enough for me.\What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely?\Captain.\It is almost time. response:	All right. Please excuse me, I must go now.
context: I totally understand.\But this is already good enough for me.\What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely?\Captain.\It is almost time.\All right. Please excuse me, I must go now. response:	Okay.
context: But this is already good enough for me.\What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely?\Captain.\It is almost time.\All right. Please excuse me, I must go now.\Okay. response:	Man! It was just getting good!
context: What is this? I have a strange premonition.\Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely?\Captain.\It is almost time.\All right. Please excuse me, I must go now.\Okay.\Man! It was just getting good! response:	Usagi, we need to investigate!
context: Why do I feel so wary of this slip of a girl?\Oh, why is he looking at me so intensely?\Captain.\It is almost time.\All right. Please excuse me, I must go now.\Okay.\Man! It was just getting good!\Usagi, we need to investigate! response:	This ship is full of monster aura!
context: Oh, why is he looking at me so intensely?\Captain.\It is almost time.\All right. Please excuse me, I must go now.\Okay.\Man! It was just getting good!\Usagi, we need to investigate!\This ship is full of monster aura! response:	What?!
context: Captain.\It is almost time.\All right. Please excuse me, I must go now.\Okay.\Man! It was just getting good!\Usagi, we need to investigate!\This ship is full of monster aura!\What?! response:	Captain's Cabin
context: It is almost time.\All right. Please excuse me, I must go now.\Okay.\Man! It was just getting good!\Usagi, we need to investigate!\This ship is full of monster aura!\What?!\Captain's Cabin response:	At last.
context: All right. Please excuse me, I must go now.\Okay.\Man! It was just getting good!\Usagi, we need to investigate!\This ship is full of monster aura!\What?!\Captain's Cabin\At last. response:	Yes, the energy generated by love has almost reached its peak.
context: Okay.\Man! It was just getting good!\Usagi, we need to investigate!\This ship is full of monster aura!\What?!\Captain's Cabin\At last.\Yes, the energy generated by love has almost reached its peak. response:	When it does, I shall collect the energy from all 600 passengers at once.
context: Man! It was just getting good!\Usagi, we need to investigate!\This ship is full of monster aura!\What?!\Captain's Cabin\At last.\Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once. response:	So, what do you think of my plan?
context: Usagi, we need to investigate!\This ship is full of monster aura!\What?!\Captain's Cabin\At last.\Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan? response:	I will congratulate you when you have succeeded.
context: This ship is full of monster aura!\What?!\Captain's Cabin\At last.\Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan?\I will congratulate you when you have succeeded. response:	I am 99 sure this will be a success.
context: What?!\Captain's Cabin\At last.\Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan?\I will congratulate you when you have succeeded.\I am 99 sure this will be a success. response:	Once I succeed, I hope you will notice me a little more.
context: Captain's Cabin\At last.\Yes, the energy generated by love has almost reached its peak.\When it does, I shall collect the energy from all 600 passengers at once.\So, what do you think of my plan?\I will congratulate you when you have succeeded.\I am 99 sure this will be a success.\Once I succeed, I hope you will notice me a little more. response:	I will think about it.
