context: You're... response:	Avrora?
context: You actually took control of the Fourth Primogenitor's mind...\Just who are you?\Mind control...?\Forget about Akatsuki Kojou's familiar, transfer student.\Your opponent is that girl.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai! response:	Looks like it wore off.
context: Just who are you?\Mind control...?\Forget about Akatsuki Kojou's familiar, transfer student.\Your opponent is that girl.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai!\Looks like it wore off. response:	No matter. We have already achieved our goal.
context: Mind control...?\Forget about Akatsuki Kojou's familiar, transfer student.\Your opponent is that girl.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai!\Looks like it wore off.\No matter. We have already achieved our goal. response:	Achieved your goal?
context: Forget about Akatsuki Kojou's familiar, transfer student.\Your opponent is that girl.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai!\Looks like it wore off.\No matter. We have already achieved our goal.\Achieved your goal? response:	Flame control... A Pyrokinesist?
context: Your opponent is that girl.\I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai!\Looks like it wore off.\No matter. We have already achieved our goal.\Achieved your goal?\Flame control... A Pyrokinesist? response:	That must be the one who caused the explosion at the Keystone Gate.
context: I, Sword Shaman of the High God and priestess of the Lion, beseech thee.\Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai!\Looks like it wore off.\No matter. We have already achieved our goal.\Achieved your goal?\Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate. response:	So both you and Senga's Stone Soldiers... were just a distraction?
context: Spirit wolf of snowy mist, fashion a shield from the echoes of the thousand swift ones, and expel this calamity!\Senpai!\Looks like it wore off.\No matter. We have already achieved our goal.\Achieved your goal?\Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction? response:	I won't let you go any further!
context: Senpai!\Looks like it wore off.\No matter. We have already achieved our goal.\Achieved your goal?\Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further! response:	Ugh, what's a girl got to do...
context: Looks like it wore off.\No matter. We have already achieved our goal.\Achieved your goal?\Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further!\Ugh, what's a girl got to do... response:	I really didn't want to hurt Takehito's friend, but...
context: No matter. We have already achieved our goal.\Achieved your goal?\Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further!\Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but... response:	Carly, go ahead.
context: Achieved your goal?\Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further!\Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but...\Carly, go ahead. response:	A magical bullet?
context: Flame control... A Pyrokinesist?\That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further!\Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but...\Carly, go ahead.\A magical bullet? response:	Natsuki-chan!
context: That must be the one who caused the explosion at the Keystone Gate.\So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further!\Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but...\Carly, go ahead.\A magical bullet?\Natsuki-chan! response:	Minamiya-sensei!
context: So both you and Senga's Stone Soldiers... were just a distraction?\I won't let you go any further!\Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but...\Carly, go ahead.\A magical bullet?\Natsuki-chan!\Minamiya-sensei! response:	Let me ask you one more time.
context: I won't let you go any further!\Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but...\Carly, go ahead.\A magical bullet?\Natsuki-chan!\Minamiya-sensei!\Let me ask you one more time. response:	Akatsuki Kojou, join us.
context: Ugh, what's a girl got to do...\I really didn't want to hurt Takehito's friend, but...\Carly, go ahead.\A magical bullet?\Natsuki-chan!\Minamiya-sensei!\Let me ask you one more time.\Akatsuki Kojou, join us. response:	You really think I'll agree, after what you just did!?
context: I really didn't want to hurt Takehito's friend, but...\Carly, go ahead.\A magical bullet?\Natsuki-chan!\Minamiya-sensei!\Let me ask you one more time.\Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!? response:	The Banquet of Change...
context: Carly, go ahead.\A magical bullet?\Natsuki-chan!\Minamiya-sensei!\Let me ask you one more time.\Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!?\The Banquet of Change... response:	Just like us, you had your fate controlled by people who wanted power.
context: A magical bullet?\Natsuki-chan!\Minamiya-sensei!\Let me ask you one more time.\Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!?\The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power. response:	I really thought that you would understand.
context: Natsuki-chan!\Minamiya-sensei!\Let me ask you one more time.\Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!?\The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand. response:	You... What do you know?
context: Minamiya-sensei!\Let me ask you one more time.\Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!?\The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand.\You... What do you know? response:	It looks like some of your memories are still missing.
context: Let me ask you one more time.\Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!?\The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand.\You... What do you know?\It looks like some of your memories are still missing. response:	In that case, I'll take you by force!
context: Akatsuki Kojou, join us.\You really think I'll agree, after what you just did!?\The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand.\You... What do you know?\It looks like some of your memories are still missing.\In that case, I'll take you by force! response:	Come out, Natra-Cinereus!
context: You really think I'll agree, after what you just did!?\The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand.\You... What do you know?\It looks like some of your memories are still missing.\In that case, I'll take you by force!\Come out, Natra-Cinereus! response:	He used a smoke screen?
context: The Banquet of Change...\Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand.\You... What do you know?\It looks like some of your memories are still missing.\In that case, I'll take you by force!\Come out, Natra-Cinereus!\He used a smoke screen? response:	As expected of the boy that she picked.
context: Just like us, you had your fate controlled by people who wanted power.\I really thought that you would understand.\You... What do you know?\It looks like some of your memories are still missing.\In that case, I'll take you by force!\Come out, Natra-Cinereus!\He used a smoke screen?\As expected of the boy that she picked. response:	Time to retreat, Rogi, Carly.
context: I really thought that you would understand.\You... What do you know?\It looks like some of your memories are still missing.\In that case, I'll take you by force!\Come out, Natra-Cinereus!\He used a smoke screen?\As expected of the boy that she picked.\Time to retreat, Rogi, Carly. response:	The Roses are ready.
context: You... What do you know?\It looks like some of your memories are still missing.\In that case, I'll take you by force!\Come out, Natra-Cinereus!\He used a smoke screen?\As expected of the boy that she picked.\Time to retreat, Rogi, Carly.\The Roses are ready. response:	Hey, Nina.
context: It looks like some of your memories are still missing.\In that case, I'll take you by force!\Come out, Natra-Cinereus!\He used a smoke screen?\As expected of the boy that she picked.\Time to retreat, Rogi, Carly.\The Roses are ready.\Hey, Nina. response:	She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?
context: In that case, I'll take you by force!\Come out, Natra-Cinereus!\He used a smoke screen?\As expected of the boy that she picked.\Time to retreat, Rogi, Carly.\The Roses are ready.\Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier? response:	Well, her real body is probably unhurt.
context: Come out, Natra-Cinereus!\He used a smoke screen?\As expected of the boy that she picked.\Time to retreat, Rogi, Carly.\The Roses are ready.\Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt. response:	But with her Spirit Container in such a state...
context: He used a smoke screen?\As expected of the boy that she picked.\Time to retreat, Rogi, Carly.\The Roses are ready.\Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt.\But with her Spirit Container in such a state... response:	The impact of the destruction was probably transmitted to her.
context: As expected of the boy that she picked.\Time to retreat, Rogi, Carly.\The Roses are ready.\Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt.\But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her. response:	It might take a while until she is able to move around out here.
context: Time to retreat, Rogi, Carly.\The Roses are ready.\Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt.\But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here. response:	I see...
context: The Roses are ready.\Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt.\But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here.\I see... response:	Astarte, did Natsuki-chan leave any instructions?
context: Hey, Nina.\She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt.\But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here.\I see...\Astarte, did Natsuki-chan leave any instructions? response:	One matching entry found.
context: She got hit really hard... do you think Natsuki-chan's real body is still safe inside the Prison Barrier?\Well, her real body is probably unhurt.\But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here.\I see...\Astarte, did Natsuki-chan leave any instructions?\One matching entry found. response:	Find out more about Tartarus's Roses.
context: Well, her real body is probably unhurt.\But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here.\I see...\Astarte, did Natsuki-chan leave any instructions?\One matching entry found.\Find out more about Tartarus's Roses. response:	Tartaros's Roses?
context: But with her Spirit Container in such a state...\The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here.\I see...\Astarte, did Natsuki-chan leave any instructions?\One matching entry found.\Find out more about Tartarus's Roses.\Tartaros's Roses? response:	Sorry to keep you waiting.
context: The impact of the destruction was probably transmitted to her.\It might take a while until she is able to move around out here.\I see...\Astarte, did Natsuki-chan leave any instructions?\One matching entry found.\Find out more about Tartarus's Roses.\Tartaros's Roses?\Sorry to keep you waiting. response:	Thanks, Kanase.
context: It might take a while until she is able to move around out here.\I see...\Astarte, did Natsuki-chan leave any instructions?\One matching entry found.\Find out more about Tartarus's Roses.\Tartaros's Roses?\Sorry to keep you waiting.\Thanks, Kanase. response:	Sorry for not helping out.
context: I see...\Astarte, did Natsuki-chan leave any instructions?\One matching entry found.\Find out more about Tartarus's Roses.\Tartaros's Roses?\Sorry to keep you waiting.\Thanks, Kanase.\Sorry for not helping out. response:	It's okay... Doing something helped me take my mind off things.
context: Astarte, did Natsuki-chan leave any instructions?\One matching entry found.\Find out more about Tartarus's Roses.\Tartaros's Roses?\Sorry to keep you waiting.\Thanks, Kanase.\Sorry for not helping out.\It's okay... Doing something helped me take my mind off things. response:	Don't be shy, eat up.
context: One matching entry found.\Find out more about Tartarus's Roses.\Tartaros's Roses?\Sorry to keep you waiting.\Thanks, Kanase.\Sorry for not helping out.\It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up. response:	Serious food shortages expected.
context: Find out more about Tartarus's Roses.\Tartaros's Roses?\Sorry to keep you waiting.\Thanks, Kanase.\Sorry for not helping out.\It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up.\Serious food shortages expected. response:	There's no telling how long this island will still have food left to eat.
context: Tartaros's Roses?\Sorry to keep you waiting.\Thanks, Kanase.\Sorry for not helping out.\It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up.\Serious food shortages expected.\There's no telling how long this island will still have food left to eat. response:	If they were canceling school, I wish they'd let me know earlier.
context: Sorry to keep you waiting.\Thanks, Kanase.\Sorry for not helping out.\It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up.\Serious food shortages expected.\There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier. response:	I basically stayed up all night and still forced myself to wake up.
context: Thanks, Kanase.\Sorry for not helping out.\It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up.\Serious food shortages expected.\There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up. response:	The island administration is in chaos, after all.
context: Sorry for not helping out.\It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up.\Serious food shortages expected.\There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all. response:	The teachers at school must also be...Oh, hang on. You have a message from Kojou.
context: It's okay... Doing something helped me take my mind off things.\Don't be shy, eat up.\Serious food shortages expected.\There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou. response:	He wants you to look up something called Tartaros's Roses.
context: Don't be shy, eat up.\Serious food shortages expected.\There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses. response:	And here I thought he was actually worried about me for once.
context: Serious food shortages expected.\There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once. response:	What does that idiot think I am?
context: There's no telling how long this island will still have food left to eat.\If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once.\What does that idiot think I am? response:	It's your fault for expecting anything from him, Missy.
context: If they were canceling school, I wish they'd let me know earlier.\I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once.\What does that idiot think I am?\It's your fault for expecting anything from him, Missy. response:	Oh, shut up!
context: I basically stayed up all night and still forced myself to wake up.\The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once.\What does that idiot think I am?\It's your fault for expecting anything from him, Missy.\Oh, shut up! response:	Anyway, you just looked it up, right? Find anything?
context: The island administration is in chaos, after all.\The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once.\What does that idiot think I am?\It's your fault for expecting anything from him, Missy.\Oh, shut up!\Anyway, you just looked it up, right? Find anything? response:	I didn't find anything of note in the company archives.
context: The teachers at school must also be...Oh, hang on. You have a message from Kojou.\He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once.\What does that idiot think I am?\It's your fault for expecting anything from him, Missy.\Oh, shut up!\Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives. response:	I can try digging deeper in other information agencies, but that's going to take some time.
context: He wants you to look up something called Tartaros's Roses.\And here I thought he was actually worried about me for once.\What does that idiot think I am?\It's your fault for expecting anything from him, Missy.\Oh, shut up!\Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time. response:	Seriously... Let Kojou know that I'll need more time to find something.
context: And here I thought he was actually worried about me for once.\What does that idiot think I am?\It's your fault for expecting anything from him, Missy.\Oh, shut up!\Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something. response:	Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.
context: What does that idiot think I am?\It's your fault for expecting anything from him, Missy.\Oh, shut up!\Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too. response:	You got it.
context: It's your fault for expecting anything from him, Missy.\Oh, shut up!\Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it. response:	That person is...
context: Oh, shut up!\Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it.\That person is... response:	Are you here to see Motoki?
context: Anyway, you just looked it up, right? Find anything?\I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it.\That person is...\Are you here to see Motoki? response:	You're his senior from school, right?
context: I didn't find anything of note in the company archives.\I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it.\That person is...\Are you here to see Motoki?\You're his senior from school, right? response:	I-It's not what you think!
context: I can try digging deeper in other information agencies, but that's going to take some time.\Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it.\That person is...\Are you here to see Motoki?\You're his senior from school, right?\I-It's not what you think! response:	He's just my childhood friend, and there's already someone else that I like!
context: Seriously... Let Kojou know that I'll need more time to find something.\Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it.\That person is...\Are you here to see Motoki?\You're his senior from school, right?\I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like! response:	Gosh!
context: Also, tell him that I'm going over to Motoki's house to check up on him, and if he has the time, he should come too.\You got it.\That person is...\Are you here to see Motoki?\You're his senior from school, right?\I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like!\Gosh! response:	Woah, she totally has the wrong idea.
context: You got it.\That person is...\Are you here to see Motoki?\You're his senior from school, right?\I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like!\Gosh!\Woah, she totally has the wrong idea. response:	I have a bad feeling about this.
context: That person is...\Are you here to see Motoki?\You're his senior from school, right?\I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like!\Gosh!\Woah, she totally has the wrong idea.\I have a bad feeling about this. response:	It's like the calm before the storm.
context: Are you here to see Motoki?\You're his senior from school, right?\I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like!\Gosh!\Woah, she totally has the wrong idea.\I have a bad feeling about this.\It's like the calm before the storm. response:	Everything is so tense.
context: You're his senior from school, right?\I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like!\Gosh!\Woah, she totally has the wrong idea.\I have a bad feeling about this.\It's like the calm before the storm.\Everything is so tense. response:	I'm to blame.
context: I-It's not what you think!\He's just my childhood friend, and there's already someone else that I like!\Gosh!\Woah, she totally has the wrong idea.\I have a bad feeling about this.\It's like the calm before the storm.\Everything is so tense.\I'm to blame. response:	It's because I wasn't able to protect the Great Pile.
context: He's just my childhood friend, and there's already someone else that I like!\Gosh!\Woah, she totally has the wrong idea.\I have a bad feeling about this.\It's like the calm before the storm.\Everything is so tense.\I'm to blame.\It's because I wasn't able to protect the Great Pile. response:	Hang on, that doesn't make sense.
context: Gosh!\Woah, she totally has the wrong idea.\I have a bad feeling about this.\It's like the calm before the storm.\Everything is so tense.\I'm to blame.\It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense. response:	Protecting the warehouse isn't your job, Himeragi.
context: Woah, she totally has the wrong idea.\I have a bad feeling about this.\It's like the calm before the storm.\Everything is so tense.\I'm to blame.\It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi. response:	But I'm a Sword Shaman from the Lion King Organization...!
context: I have a bad feeling about this.\It's like the calm before the storm.\Everything is so tense.\I'm to blame.\It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...! response:	A trainee Sword Shaman, right?
context: It's like the calm before the storm.\Everything is so tense.\I'm to blame.\It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right? response:	Umm, S-Senpai?
context: Everything is so tense.\I'm to blame.\It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right?\Umm, S-Senpai? response:	Do you remember the story I told you about how I messed up during a basketball match?
context: I'm to blame.\It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right?\Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match? response:	Yes.
context: It's because I wasn't able to protect the Great Pile.\Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right?\Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match?\Yes. response:	That memory flashed through my head when December hijacked my familiar.
context: Hang on, that doesn't make sense.\Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right?\Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match?\Yes.\That memory flashed through my head when December hijacked my familiar. response:	I got carried away because people called me the strongest vampire in the world...
context: Protecting the warehouse isn't your job, Himeragi.\But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right?\Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match?\Yes.\That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world... response:	And you saw how that turned out.
context: But I'm a Sword Shaman from the Lion King Organization...!\A trainee Sword Shaman, right?\Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match?\Yes.\That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out. response:	But that was outside your control!
context: A trainee Sword Shaman, right?\Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match?\Yes.\That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out.\But that was outside your control! response:	I understand how you feel, Himeragi.
context: Umm, S-Senpai?\Do you remember the story I told you about how I messed up during a basketball match?\Yes.\That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out.\But that was outside your control!\I understand how you feel, Himeragi. response:	But sitting around moping will get us nowhere.
context: Do you remember the story I told you about how I messed up during a basketball match?\Yes.\That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out.\But that was outside your control!\I understand how you feel, Himeragi.\But sitting around moping will get us nowhere. response:	We'll aim for the next time they strike.
context: Yes.\That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out.\But that was outside your control!\I understand how you feel, Himeragi.\But sitting around moping will get us nowhere.\We'll aim for the next time they strike. response:	This is my fight now, after all.
context: That memory flashed through my head when December hijacked my familiar.\I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out.\But that was outside your control!\I understand how you feel, Himeragi.\But sitting around moping will get us nowhere.\We'll aim for the next time they strike.\This is my fight now, after all. response:	No, Senpai. It's ours.
context: I got carried away because people called me the strongest vampire in the world...\And you saw how that turned out.\But that was outside your control!\I understand how you feel, Himeragi.\But sitting around moping will get us nowhere.\We'll aim for the next time they strike.\This is my fight now, after all.\No, Senpai. It's ours. response:	Still...I wonder who she is.
context: And you saw how that turned out.\But that was outside your control!\I understand how you feel, Himeragi.\But sitting around moping will get us nowhere.\We'll aim for the next time they strike.\This is my fight now, after all.\No, Senpai. It's ours.\Still...I wonder who she is. response:	That girl called December.
context: But that was outside your control!\I understand how you feel, Himeragi.\But sitting around moping will get us nowhere.\We'll aim for the next time they strike.\This is my fight now, after all.\No, Senpai. It's ours.\Still...I wonder who she is.\That girl called December. response:	Every time I see her, I feel like my heart is being ripped apart.
context: I understand how you feel, Himeragi.\But sitting around moping will get us nowhere.\We'll aim for the next time they strike.\This is my fight now, after all.\No, Senpai. It's ours.\Still...I wonder who she is.\That girl called December.\Every time I see her, I feel like my heart is being ripped apart. response:	If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.
context: But sitting around moping will get us nowhere.\We'll aim for the next time they strike.\This is my fight now, after all.\No, Senpai. It's ours.\Still...I wonder who she is.\That girl called December.\Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor. response:	You're... the one who blew up the warehouse yesterday!
context: We'll aim for the next time they strike.\This is my fight now, after all.\No, Senpai. It's ours.\Still...I wonder who she is.\That girl called December.\Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday! response:	You can call me Rogi, Akatsuki Kojou.
context: This is my fight now, after all.\No, Senpai. It's ours.\Still...I wonder who she is.\That girl called December.\Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou. response:	Our teacher, Senga Takehito, wants to talk to you.
context: No, Senpai. It's ours.\Still...I wonder who she is.\That girl called December.\Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you. response:	What?
context: Still...I wonder who she is.\That girl called December.\Every time I see her, I feel like my heart is being ripped apart.\If you want to know more about December, come and hang out with us for a bit, Fourth Primogenitor.\You're... the one who blew up the warehouse yesterday!\You can call me Rogi, Akatsuki Kojou.\Our teacher, Senga Takehito, wants to talk to you.\What? response:	Just so you know, Carly, our sniper, has you in her sights.
