context: Osawa-ningyou response:	Innocent girl
context: Oh yeah.\Oh yeah, the CDs.\Shoot, I forgot. Sorry.\Just making sure.\Maybe I should learn from her.\Fluffy, fluffy...\So fluffy.\Do you think a perm would look good on me? response:	A fluffy perm.
context: Oh yeah, the CDs.\Shoot, I forgot. Sorry.\Just making sure.\Maybe I should learn from her.\Fluffy, fluffy...\So fluffy.\Do you think a perm would look good on me?\A fluffy perm. response:	A perm?!
context: Shoot, I forgot. Sorry.\Just making sure.\Maybe I should learn from her.\Fluffy, fluffy...\So fluffy.\Do you think a perm would look good on me?\A fluffy perm.\A perm?! response:	I just had an unearthly image run through my head.
context: Just making sure.\Maybe I should learn from her.\Fluffy, fluffy...\So fluffy.\Do you think a perm would look good on me?\A fluffy perm.\A perm?!\I just had an unearthly image run through my head. response:	Speaking of which, what's up with your hairstyle?
context: Maybe I should learn from her.\Fluffy, fluffy...\So fluffy.\Do you think a perm would look good on me?\A fluffy perm.\A perm?!\I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle? response:	I thought that long hair is more feminine.
context: Fluffy, fluffy...\So fluffy.\Do you think a perm would look good on me?\A fluffy perm.\A perm?!\I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine. response:	I like girly things.
context: So fluffy.\Do you think a perm would look good on me?\A fluffy perm.\A perm?!\I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine.\I like girly things. response:	Ah.
context: Do you think a perm would look good on me?\A fluffy perm.\A perm?!\I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine.\I like girly things.\Ah. response:	I get it.
context: A fluffy perm.\A perm?!\I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine.\I like girly things.\Ah.\I get it. response:	How about you dye it then, instead of cutting it?
context: A perm?!\I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine.\I like girly things.\Ah.\I get it.\How about you dye it then, instead of cutting it? response:	Sounds good. Make it brown.
context: I just had an unearthly image run through my head.\Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine.\I like girly things.\Ah.\I get it.\How about you dye it then, instead of cutting it?\Sounds good. Make it brown. response:	Brown?
context: Speaking of which, what's up with your hairstyle?\I thought that long hair is more feminine.\I like girly things.\Ah.\I get it.\How about you dye it then, instead of cutting it?\Sounds good. Make it brown.\Brown? response:	Brown.
context: I thought that long hair is more feminine.\I like girly things.\Ah.\I get it.\How about you dye it then, instead of cutting it?\Sounds good. Make it brown.\Brown?\Brown. response:	Huh?
context: I like girly things.\Ah.\I get it.\How about you dye it then, instead of cutting it?\Sounds good. Make it brown.\Brown?\Brown.\Huh? response:	I think she'd look too passive.
context: Ah.\I get it.\How about you dye it then, instead of cutting it?\Sounds good. Make it brown.\Brown?\Brown.\Huh?\I think she'd look too passive. response:	Try perming it?
context: I get it.\How about you dye it then, instead of cutting it?\Sounds good. Make it brown.\Brown?\Brown.\Huh?\I think she'd look too passive.\Try perming it? response:	Risque.
context: How about you dye it then, instead of cutting it?\Sounds good. Make it brown.\Brown?\Brown.\Huh?\I think she'd look too passive.\Try perming it?\Risque. response:	Buns, then?
context: Sounds good. Make it brown.\Brown?\Brown.\Huh?\I think she'd look too passive.\Try perming it?\Risque.\Buns, then? response:	Like an Eighties punk?
context: Brown?\Brown.\Huh?\I think she'd look too passive.\Try perming it?\Risque.\Buns, then?\Like an Eighties punk? response:	I think you look good the way you are now.
context: Brown.\Huh?\I think she'd look too passive.\Try perming it?\Risque.\Buns, then?\Like an Eighties punk?\I think you look good the way you are now. response:	Really?
context: Huh?\I think she'd look too passive.\Try perming it?\Risque.\Buns, then?\Like an Eighties punk?\I think you look good the way you are now.\Really? response:	Yeah, I hope you stick with it for the rest of your life.
context: I think she'd look too passive.\Try perming it?\Risque.\Buns, then?\Like an Eighties punk?\I think you look good the way you are now.\Really?\Yeah, I hope you stick with it for the rest of your life. response:	Goodbye, fluffy hair.
context: Try perming it?\Risque.\Buns, then?\Like an Eighties punk?\I think you look good the way you are now.\Really?\Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair. response:	I'll live with this for the rest of my life.
context: Risque.\Buns, then?\Like an Eighties punk?\I think you look good the way you are now.\Really?\Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair.\I'll live with this for the rest of my life. response:	You've always had that hairstyle, right?
context: Buns, then?\Like an Eighties punk?\I think you look good the way you are now.\Really?\Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair.\I'll live with this for the rest of my life.\You've always had that hairstyle, right? response:	Basically.
context: Like an Eighties punk?\I think you look good the way you are now.\Really?\Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair.\I'll live with this for the rest of my life.\You've always had that hairstyle, right?\Basically. response:	Why did you suddenly want a perm?
context: I think you look good the way you are now.\Really?\Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair.\I'll live with this for the rest of my life.\You've always had that hairstyle, right?\Basically.\Why did you suddenly want a perm? response:	I thought maybe it'd be cute if it was fluffier.
context: Really?\Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair.\I'll live with this for the rest of my life.\You've always had that hairstyle, right?\Basically.\Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier. response:	You wanted to be cute, huh?
context: Yeah, I hope you stick with it for the rest of your life.\Goodbye, fluffy hair.\I'll live with this for the rest of my life.\You've always had that hairstyle, right?\Basically.\Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh? response:	Not because anyone said I look like a doll or anything.
context: Goodbye, fluffy hair.\I'll live with this for the rest of my life.\You've always had that hairstyle, right?\Basically.\Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh?\Not because anyone said I look like a doll or anything. response:	I was happy but I haven't gotten carried away.
context: I'll live with this for the rest of my life.\You've always had that hairstyle, right?\Basically.\Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh?\Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away. response:	I guess.
context: You've always had that hairstyle, right?\Basically.\Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh?\Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away.\I guess. response:	Are we practicing after school?
context: Basically.\Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh?\Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away.\I guess.\Are we practicing after school? response:	Why don't you get a ball from Pin?
context: Why did you suddenly want a perm?\I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh?\Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away.\I guess.\Are we practicing after school?\Why don't you get a ball from Pin? response:	Oh yeah.
context: I thought maybe it'd be cute if it was fluffier.\You wanted to be cute, huh?\Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away.\I guess.\Are we practicing after school?\Why don't you get a ball from Pin?\Oh yeah. response:	How should I put it...
context: You wanted to be cute, huh?\Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away.\I guess.\Are we practicing after school?\Why don't you get a ball from Pin?\Oh yeah.\How should I put it... response:	I was envious.
context: Not because anyone said I look like a doll or anything.\I was happy but I haven't gotten carried away.\I guess.\Are we practicing after school?\Why don't you get a ball from Pin?\Oh yeah.\How should I put it...\I was envious. response:	Kurumi-chan is so cute.
context: I was happy but I haven't gotten carried away.\I guess.\Are we practicing after school?\Why don't you get a ball from Pin?\Oh yeah.\How should I put it...\I was envious.\Kurumi-chan is so cute. response:	I got envious.
context: I guess.\Are we practicing after school?\Why don't you get a ball from Pin?\Oh yeah.\How should I put it...\I was envious.\Kurumi-chan is so cute.\I got envious. response:	I felt like I wanted to be cute too.
context: Are we practicing after school?\Why don't you get a ball from Pin?\Oh yeah.\How should I put it...\I was envious.\Kurumi-chan is so cute.\I got envious.\I felt like I wanted to be cute too. response:	That's what I was thinking.
context: Why don't you get a ball from Pin?\Oh yeah.\How should I put it...\I was envious.\Kurumi-chan is so cute.\I got envious.\I felt like I wanted to be cute too.\That's what I was thinking. response:	I know I can't be like her,
context: Oh yeah.\How should I put it...\I was envious.\Kurumi-chan is so cute.\I got envious.\I felt like I wanted to be cute too.\That's what I was thinking.\I know I can't be like her, response:	but I want to be cute in my own right.
context: How should I put it...\I was envious.\Kurumi-chan is so cute.\I got envious.\I felt like I wanted to be cute too.\That's what I was thinking.\I know I can't be like her,\but I want to be cute in my own right. response:	Sadako.
context: I was envious.\Kurumi-chan is so cute.\I got envious.\I felt like I wanted to be cute too.\That's what I was thinking.\I know I can't be like her,\but I want to be cute in my own right.\Sadako. response:	Hirano-san, Endou-san.
context: Kurumi-chan is so cute.\I got envious.\I felt like I wanted to be cute too.\That's what I was thinking.\I know I can't be like her,\but I want to be cute in my own right.\Sadako.\Hirano-san, Endou-san. response:	Ekko.
context: I got envious.\I felt like I wanted to be cute too.\That's what I was thinking.\I know I can't be like her,\but I want to be cute in my own right.\Sadako.\Hirano-san, Endou-san.\Ekko. response:	And Tomo.
context: I felt like I wanted to be cute too.\That's what I was thinking.\I know I can't be like her,\but I want to be cute in my own right.\Sadako.\Hirano-san, Endou-san.\Ekko.\And Tomo. response:	E-Ekko-chan.
context: That's what I was thinking.\I know I can't be like her,\but I want to be cute in my own right.\Sadako.\Hirano-san, Endou-san.\Ekko.\And Tomo.\E-Ekko-chan. response:	T-Tomo-chan.
context: I know I can't be like her,\but I want to be cute in my own right.\Sadako.\Hirano-san, Endou-san.\Ekko.\And Tomo.\E-Ekko-chan.\T-Tomo-chan. response:	Are you going to practice?
context: but I want to be cute in my own right.\Sadako.\Hirano-san, Endou-san.\Ekko.\And Tomo.\E-Ekko-chan.\T-Tomo-chan.\Are you going to practice? response:	C-Chizu-chan and Ayane-chan went to borrow a ball.
context: Sadako.\Hirano-san, Endou-san.\Ekko.\And Tomo.\E-Ekko-chan.\T-Tomo-chan.\Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball. response:	I'm waiting for them.
context: Hirano-san, Endou-san.\Ekko.\And Tomo.\E-Ekko-chan.\T-Tomo-chan.\Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them. response:	Ball?
context: Ekko.\And Tomo.\E-Ekko-chan.\T-Tomo-chan.\Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them.\Ball? response:	They said Arai-sensei might lend us one.
context: And Tomo.\E-Ekko-chan.\T-Tomo-chan.\Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them.\Ball?\They said Arai-sensei might lend us one. response:	All right, I accept.
context: E-Ekko-chan.\T-Tomo-chan.\Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them.\Ball?\They said Arai-sensei might lend us one.\All right, I accept. response:	If it's to help you win,
context: T-Tomo-chan.\Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them.\Ball?\They said Arai-sensei might lend us one.\All right, I accept.\If it's to help you win, response:	heck, take ten balls even.
context: Are you going to practice?\C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them.\Ball?\They said Arai-sensei might lend us one.\All right, I accept.\If it's to help you win,\heck, take ten balls even. response:	We don't need that many.
context: C-Chizu-chan and Ayane-chan went to borrow a ball.\I'm waiting for them.\Ball?\They said Arai-sensei might lend us one.\All right, I accept.\If it's to help you win,\heck, take ten balls even.\We don't need that many. response:	Fight!
context: I'm waiting for them.\Ball?\They said Arai-sensei might lend us one.\All right, I accept.\If it's to help you win,\heck, take ten balls even.\We don't need that many.\Fight! response:	One shot!
context: Ball?\They said Arai-sensei might lend us one.\All right, I accept.\If it's to help you win,\heck, take ten balls even.\We don't need that many.\Fight!\One shot! response:	Victory!
context: They said Arai-sensei might lend us one.\All right, I accept.\If it's to help you win,\heck, take ten balls even.\We don't need that many.\Fight!\One shot!\Victory! response:	Beat them all!
context: All right, I accept.\If it's to help you win,\heck, take ten balls even.\We don't need that many.\Fight!\One shot!\Victory!\Beat them all! response:	What the hell?
context: If it's to help you win,\heck, take ten balls even.\We don't need that many.\Fight!\One shot!\Victory!\Beat them all!\What the hell? response:	Huh, wasn't Ayane-chan doing volleyball like Ekko?
context: heck, take ten balls even.\We don't need that many.\Fight!\One shot!\Victory!\Beat them all!\What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko? response:	Ayane-chan offered to join so that we can practice better.
context: We don't need that many.\Fight!\One shot!\Victory!\Beat them all!\What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better. response:	Oh yeah?
context: Fight!\One shot!\Victory!\Beat them all!\What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better.\Oh yeah? response:	That's good to hear, Sadako.
context: One shot!\Victory!\Beat them all!\What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better.\Oh yeah?\That's good to hear, Sadako. response:	Let's go for the win on sports day.
context: Victory!\Beat them all!\What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better.\Oh yeah?\That's good to hear, Sadako.\Let's go for the win on sports day. response:	Yeah.
context: Beat them all!\What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better.\Oh yeah?\That's good to hear, Sadako.\Let's go for the win on sports day.\Yeah. response:	We will.
context: What the hell?\Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better.\Oh yeah?\That's good to hear, Sadako.\Let's go for the win on sports day.\Yeah.\We will. response:	Friends, huh?
context: Huh, wasn't Ayane-chan doing volleyball like Ekko?\Ayane-chan offered to join so that we can practice better.\Oh yeah?\That's good to hear, Sadako.\Let's go for the win on sports day.\Yeah.\We will.\Friends, huh? response:	Kazehaya.
context: Ayane-chan offered to join so that we can practice better.\Oh yeah?\That's good to hear, Sadako.\Let's go for the win on sports day.\Yeah.\We will.\Friends, huh?\Kazehaya. response:	Hey, long time.
context: Oh yeah?\That's good to hear, Sadako.\Let's go for the win on sports day.\Yeah.\We will.\Friends, huh?\Kazehaya.\Hey, long time. response:	Yeah, it's been a while.
context: That's good to hear, Sadako.\Let's go for the win on sports day.\Yeah.\We will.\Friends, huh?\Kazehaya.\Hey, long time.\Yeah, it's been a while. response:	Kazehaya-kun.
context: Let's go for the win on sports day.\Yeah.\We will.\Friends, huh?\Kazehaya.\Hey, long time.\Yeah, it's been a while.\Kazehaya-kun. response:	Someone's always talking to him.
context: Yeah.\We will.\Friends, huh?\Kazehaya.\Hey, long time.\Yeah, it's been a while.\Kazehaya-kun.\Someone's always talking to him. response:	He's so popular.
context: We will.\Friends, huh?\Kazehaya.\Hey, long time.\Yeah, it's been a while.\Kazehaya-kun.\Someone's always talking to him.\He's so popular. response:	Looks like fun.
context: Friends, huh?\Kazehaya.\Hey, long time.\Yeah, it's been a while.\Kazehaya-kun.\Someone's always talking to him.\He's so popular.\Looks like fun. response:	You weren't together, were you?
context: Kazehaya.\Hey, long time.\Yeah, it's been a while.\Kazehaya-kun.\Someone's always talking to him.\He's so popular.\Looks like fun.\You weren't together, were you? response:	They were in the sports day committee.
context: Hey, long time.\Yeah, it's been a while.\Kazehaya-kun.\Someone's always talking to him.\He's so popular.\Looks like fun.\You weren't together, were you?\They were in the sports day committee. response:	Oh, damn.
context: Yeah, it's been a while.\Kazehaya-kun.\Someone's always talking to him.\He's so popular.\Looks like fun.\You weren't together, were you?\They were in the sports day committee.\Oh, damn. response:	Doing all sorts of stuff, huh?
context: Kazehaya-kun.\Someone's always talking to him.\He's so popular.\Looks like fun.\You weren't together, were you?\They were in the sports day committee.\Oh, damn.\Doing all sorts of stuff, huh? response:	Was there anyone else from middle school in the committee?
context: Someone's always talking to him.\He's so popular.\Looks like fun.\You weren't together, were you?\They were in the sports day committee.\Oh, damn.\Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee? response:	Yeah, Kurumi.
context: He's so popular.\Looks like fun.\You weren't together, were you?\They were in the sports day committee.\Oh, damn.\Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee?\Yeah, Kurumi. response:	He calls her by her first name.
context: Looks like fun.\You weren't together, were you?\They were in the sports day committee.\Oh, damn.\Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee?\Yeah, Kurumi.\He calls her by her first name. response:	This might be the first time I've heard him calling a girl by her first name.
context: You weren't together, were you?\They were in the sports day committee.\Oh, damn.\Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee?\Yeah, Kurumi.\He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name. response:	How could I?
context: They were in the sports day committee.\Oh, damn.\Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee?\Yeah, Kurumi.\He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name.\How could I? response:	He talks to her so casually.
context: Oh, damn.\Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee?\Yeah, Kurumi.\He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name.\How could I?\He talks to her so casually. response:	I guess they're close.
context: Doing all sorts of stuff, huh?\Was there anyone else from middle school in the committee?\Yeah, Kurumi.\He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name.\How could I?\He talks to her so casually.\I guess they're close. response:	What was that pain?
context: Was there anyone else from middle school in the committee?\Yeah, Kurumi.\He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name.\How could I?\He talks to her so casually.\I guess they're close.\What was that pain? response:	Oh yeah, I've never asked him before.
context: Yeah, Kurumi.\He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name.\How could I?\He talks to her so casually.\I guess they're close.\What was that pain?\Oh yeah, I've never asked him before. response:	I wonder if he has anyone special.
context: He calls her by her first name.\This might be the first time I've heard him calling a girl by her first name.\How could I?\He talks to her so casually.\I guess they're close.\What was that pain?\Oh yeah, I've never asked him before.\I wonder if he has anyone special. response:	Is it special to call someone by first name?
context: This might be the first time I've heard him calling a girl by her first name.\How could I?\He talks to her so casually.\I guess they're close.\What was that pain?\Oh yeah, I've never asked him before.\I wonder if he has anyone special.\Is it special to call someone by first name? response:	My heart aches.
context: How could I?\He talks to her so casually.\I guess they're close.\What was that pain?\Oh yeah, I've never asked him before.\I wonder if he has anyone special.\Is it special to call someone by first name?\My heart aches. response:	Kuronuma.
context: He talks to her so casually.\I guess they're close.\What was that pain?\Oh yeah, I've never asked him before.\I wonder if he has anyone special.\Is it special to call someone by first name?\My heart aches.\Kuronuma. response:	Practice again today?
context: I guess they're close.\What was that pain?\Oh yeah, I've never asked him before.\I wonder if he has anyone special.\Is it special to call someone by first name?\My heart aches.\Kuronuma.\Practice again today? response:	But I think just looking at him makes my heart ache.
context: What was that pain?\Oh yeah, I've never asked him before.\I wonder if he has anyone special.\Is it special to call someone by first name?\My heart aches.\Kuronuma.\Practice again today?\But I think just looking at him makes my heart ache. response:	What?
context: Oh yeah, I've never asked him before.\I wonder if he has anyone special.\Is it special to call someone by first name?\My heart aches.\Kuronuma.\Practice again today?\But I think just looking at him makes my heart ache.\What? response:	My heart aches.
context: I wonder if he has anyone special.\Is it special to call someone by first name?\My heart aches.\Kuronuma.\Practice again today?\But I think just looking at him makes my heart ache.\What?\My heart aches. response:	Sa...
context: Is it special to call someone by first name?\My heart aches.\Kuronuma.\Practice again today?\But I think just looking at him makes my heart ache.\What?\My heart aches.\Sa... response:	Sa...
context: My heart aches.\Kuronuma.\Practice again today?\But I think just looking at him makes my heart ache.\What?\My heart aches.\Sa...\Sa... response:	Kazehaya,
context: Kuronuma.\Practice again today?\But I think just looking at him makes my heart ache.\What?\My heart aches.\Sa...\Sa...\Kazehaya, response:	Kurumi-chan.
context: Practice again today?\But I think just looking at him makes my heart ache.\What?\My heart aches.\Sa...\Sa...\Kazehaya,\Kurumi-chan. response:	Was he about to say something just now,
context: But I think just looking at him makes my heart ache.\What?\My heart aches.\Sa...\Sa...\Kazehaya,\Kurumi-chan.\Was he about to say something just now, response:	before Kurumi-chan called him?
context: What?\My heart aches.\Sa...\Sa...\Kazehaya,\Kurumi-chan.\Was he about to say something just now,\before Kurumi-chan called him? response:	What's up? May I join you?
context: My heart aches.\Sa...\Sa...\Kazehaya,\Kurumi-chan.\Was he about to say something just now,\before Kurumi-chan called him?\What's up? May I join you? response:	What?
context: Sa...\Sa...\Kazehaya,\Kurumi-chan.\Was he about to say something just now,\before Kurumi-chan called him?\What's up? May I join you?\What? response:	Nothing.
context: Sa...\Kazehaya,\Kurumi-chan.\Was he about to say something just now,\before Kurumi-chan called him?\What's up? May I join you?\What?\Nothing. response:	What? Weird.
context: Kazehaya,\Kurumi-chan.\Was he about to say something just now,\before Kurumi-chan called him?\What's up? May I join you?\What?\Nothing.\What? Weird. response:	Oh, it was nothing.
context: Kurumi-chan.\Was he about to say something just now,\before Kurumi-chan called him?\What's up? May I join you?\What?\Nothing.\What? Weird.\Oh, it was nothing. response:	Of course.
context: Was he about to say something just now,\before Kurumi-chan called him?\What's up? May I join you?\What?\Nothing.\What? Weird.\Oh, it was nothing.\Of course. response:	Maybe I'm thinking too much.
context: before Kurumi-chan called him?\What's up? May I join you?\What?\Nothing.\What? Weird.\Oh, it was nothing.\Of course.\Maybe I'm thinking too much. response:	It's so hot.
context: What's up? May I join you?\What?\Nothing.\What? Weird.\Oh, it was nothing.\Of course.\Maybe I'm thinking too much.\It's so hot. response:	Thinking too much about Kazehaya-kun?
context: What?\Nothing.\What? Weird.\Oh, it was nothing.\Of course.\Maybe I'm thinking too much.\It's so hot.\Thinking too much about Kazehaya-kun? response:	Sawako-chan, you're soaked.
context: Nothing.\What? Weird.\Oh, it was nothing.\Of course.\Maybe I'm thinking too much.\It's so hot.\Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked. response:	I got nervous.
context: What? Weird.\Oh, it was nothing.\Of course.\Maybe I'm thinking too much.\It's so hot.\Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked.\I got nervous. response:	She sure is nice.
context: Oh, it was nothing.\Of course.\Maybe I'm thinking too much.\It's so hot.\Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked.\I got nervous.\She sure is nice. response:	Thanks.
context: Of course.\Maybe I'm thinking too much.\It's so hot.\Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked.\I got nervous.\She sure is nice.\Thanks. response:	It's okay.
context: Maybe I'm thinking too much.\It's so hot.\Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked.\I got nervous.\She sure is nice.\Thanks.\It's okay. response:	All clean.
context: It's so hot.\Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked.\I got nervous.\She sure is nice.\Thanks.\It's okay.\All clean. response:	I think I'm a fan.
context: Thinking too much about Kazehaya-kun?\Sawako-chan, you're soaked.\I got nervous.\She sure is nice.\Thanks.\It's okay.\All clean.\I think I'm a fan. response:	I never knew they were friends.
context: Sawako-chan, you're soaked.\I got nervous.\She sure is nice.\Thanks.\It's okay.\All clean.\I think I'm a fan.\I never knew they were friends. response:	Did you need something?
context: I got nervous.\She sure is nice.\Thanks.\It's okay.\All clean.\I think I'm a fan.\I never knew they were friends.\Did you need something? response:	No, I just wanted to talk to Sawako-chan.
context: She sure is nice.\Thanks.\It's okay.\All clean.\I think I'm a fan.\I never knew they were friends.\Did you need something?\No, I just wanted to talk to Sawako-chan. response:	She's an idol and I'm her fan.
context: Thanks.\It's okay.\All clean.\I think I'm a fan.\I never knew they were friends.\Did you need something?\No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan. response:	Now that we're friends.
context: It's okay.\All clean.\I think I'm a fan.\I never knew they were friends.\Did you need something?\No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan.\Now that we're friends. response:	Right, Sawako-chan?
context: All clean.\I think I'm a fan.\I never knew they were friends.\Did you need something?\No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan.\Now that we're friends.\Right, Sawako-chan? response:	Yeah, fa
context: I think I'm a fan.\I never knew they were friends.\Did you need something?\No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan.\Now that we're friends.\Right, Sawako-chan?\Yeah, fa response:	Frie
context: I never knew they were friends.\Did you need something?\No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan.\Now that we're friends.\Right, Sawako-chan?\Yeah, fa\Frie response:	We're friends now, right?
context: Did you need something?\No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan.\Now that we're friends.\Right, Sawako-chan?\Yeah, fa\Frie\We're friends now, right? response:	Friends.
context: No, I just wanted to talk to Sawako-chan.\She's an idol and I'm her fan.\Now that we're friends.\Right, Sawako-chan?\Yeah, fa\Frie\We're friends now, right?\Friends. response:	Uneasy tension.
context: She's an idol and I'm her fan.\Now that we're friends.\Right, Sawako-chan?\Yeah, fa\Frie\We're friends now, right?\Friends.\Uneasy tension. response:	Clumsy words.
context: Now that we're friends.\Right, Sawako-chan?\Yeah, fa\Frie\We're friends now, right?\Friends.\Uneasy tension.\Clumsy words. response:	Next episode: Cooperation
