context: The Third Plate response:	Fourteen
context: You should take a bath and get some rest.\This is nothing, really.\Well, I guess.\You're gonna make or break our advancement.\We definitely don't mind you working hard on this.\This concerns you, too.\You're acting like this isn't about you, but you have to pass the exams, too.\Understood? response:	Hey, I never thought I'd hear that from you, Nakiri.
context: This is nothing, really.\Well, I guess.\You're gonna make or break our advancement.\We definitely don't mind you working hard on this.\This concerns you, too.\You're acting like this isn't about you, but you have to pass the exams, too.\Understood?\Hey, I never thought I'd hear that from you, Nakiri. response:	I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.
context: Well, I guess.\You're gonna make or break our advancement.\We definitely don't mind you working hard on this.\This concerns you, too.\You're acting like this isn't about you, but you have to pass the exams, too.\Understood?\Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff. response:	This isn't a joke. Be serious.
context: You're gonna make or break our advancement.\We definitely don't mind you working hard on this.\This concerns you, too.\You're acting like this isn't about you, but you have to pass the exams, too.\Understood?\Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious. response:	Right now, I don't want anyone here...
context: We definitely don't mind you working hard on this.\This concerns you, too.\You're acting like this isn't about you, but you have to pass the exams, too.\Understood?\Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious.\Right now, I don't want anyone here... response:	We're going to become second-years together.
context: This concerns you, too.\You're acting like this isn't about you, but you have to pass the exams, too.\Understood?\Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious.\Right now, I don't want anyone here...\We're going to become second-years together. response:	Yeah! Of course!
context: You're acting like this isn't about you, but you have to pass the exams, too.\Understood?\Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious.\Right now, I don't want anyone here...\We're going to become second-years together.\Yeah! Of course! response:	Hokkaido!
context: Understood?\Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious.\Right now, I don't want anyone here...\We're going to become second-years together.\Yeah! Of course!\Hokkaido! response:	So pretty!
context: Hey, I never thought I'd hear that from you, Nakiri.\I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious.\Right now, I don't want anyone here...\We're going to become second-years together.\Yeah! Of course!\Hokkaido!\So pretty! response:	It's covered in snow!
context: I mean, at camp, you were all, I'll enjoy seeing you fail, and stuff.\This isn't a joke. Be serious.\Right now, I don't want anyone here...\We're going to become second-years together.\Yeah! Of course!\Hokkaido!\So pretty!\It's covered in snow! response:	They're all so innocent.
context: This isn't a joke. Be serious.\Right now, I don't want anyone here...\We're going to become second-years together.\Yeah! Of course!\Hokkaido!\So pretty!\It's covered in snow!\They're all so innocent. response:	Snow's nothing new to me.
context: Right now, I don't want anyone here...\We're going to become second-years together.\Yeah! Of course!\Hokkaido!\So pretty!\It's covered in snow!\They're all so innocent.\Snow's nothing new to me. response:	The three of us grew up in snow country, after all.
context: We're going to become second-years together.\Yeah! Of course!\Hokkaido!\So pretty!\It's covered in snow!\They're all so innocent.\Snow's nothing new to me.\The three of us grew up in snow country, after all. response:	Snow man! Snow man!
context: Yeah! Of course!\Hokkaido!\So pretty!\It's covered in snow!\They're all so innocent.\Snow's nothing new to me.\The three of us grew up in snow country, after all.\Snow man! Snow man! response:	Snow bunny!
context: Hokkaido!\So pretty!\It's covered in snow!\They're all so innocent.\Snow's nothing new to me.\The three of us grew up in snow country, after all.\Snow man! Snow man!\Snow bunny! response:	Cut it out!
context: So pretty!\It's covered in snow!\They're all so innocent.\Snow's nothing new to me.\The three of us grew up in snow country, after all.\Snow man! Snow man!\Snow bunny!\Cut it out! response:	E-Erina-sensei...
context: It's covered in snow!\They're all so innocent.\Snow's nothing new to me.\The three of us grew up in snow country, after all.\Snow man! Snow man!\Snow bunny!\Cut it out!\E-Erina-sensei... response:	Did you come here to play?
context: They're all so innocent.\Snow's nothing new to me.\The three of us grew up in snow country, after all.\Snow man! Snow man!\Snow bunny!\Cut it out!\E-Erina-sensei...\Did you come here to play? response:	Is now the time to be frolicking in the snow?
context: Snow's nothing new to me.\The three of us grew up in snow country, after all.\Snow man! Snow man!\Snow bunny!\Cut it out!\E-Erina-sensei...\Did you come here to play?\Is now the time to be frolicking in the snow? response:	We're sorry, Erina-sensei!
context: The three of us grew up in snow country, after all.\Snow man! Snow man!\Snow bunny!\Cut it out!\E-Erina-sensei...\Did you come here to play?\Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei! response:	You may call me Erinacchi.
context: Snow man! Snow man!\Snow bunny!\Cut it out!\E-Erina-sensei...\Did you come here to play?\Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei!\You may call me Erinacchi. response:	The advancement exams are also called The Tour du Nord.
context: Snow bunny!\Cut it out!\E-Erina-sensei...\Did you come here to play?\Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei!\You may call me Erinacchi.\The advancement exams are also called The Tour du Nord. response:	The moniker may well symbolize the harsh northern lands.
context: Cut it out!\E-Erina-sensei...\Did you come here to play?\Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei!\You may call me Erinacchi.\The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands. response:	Anyone who fails to pass
context: E-Erina-sensei...\Did you come here to play?\Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei!\You may call me Erinacchi.\The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass response:	will be taken right to the airport by the bus you see to your right.
context: Did you come here to play?\Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei!\You may call me Erinacchi.\The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass\will be taken right to the airport by the bus you see to your right. response:	They will be forcibly flown to Tokyo
context: Is now the time to be frolicking in the snow?\We're sorry, Erina-sensei!\You may call me Erinacchi.\The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass\will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo response:	and immediately expelled.
context: We're sorry, Erina-sensei!\You may call me Erinacchi.\The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass\will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo\and immediately expelled. response:	Thank you for your patience.
context: You may call me Erinacchi.\The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass\will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo\and immediately expelled.\Thank you for your patience. response:	We have arrived at the first-stage examination hall.
context: The advancement exams are also called The Tour du Nord.\The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass\will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo\and immediately expelled.\Thank you for your patience.\We have arrived at the first-stage examination hall. response:	I guess we form teams and split off into different rooms for the first stage.
context: The moniker may well symbolize the harsh northern lands.\Anyone who fails to pass\will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo\and immediately expelled.\Thank you for your patience.\We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage. response:	So we make one dish per five-person team?
context: Anyone who fails to pass\will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo\and immediately expelled.\Thank you for your patience.\We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team? response:	If the team doesn't pass, all five will be expelled.
context: will be taken right to the airport by the bus you see to your right.\They will be forcibly flown to Tokyo\and immediately expelled.\Thank you for your patience.\We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled. response:	Erina-sama, the academy has already set the teams.
context: They will be forcibly flown to Tokyo\and immediately expelled.\Thank you for your patience.\We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams. response:	I see.
context: and immediately expelled.\Thank you for your patience.\We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams.\I see. response:	So I guess you guys are on my team.
context: Thank you for your patience.\We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams.\I see.\So I guess you guys are on my team. response:	They weren't really subtle about it, huh?
context: We have arrived at the first-stage examination hall.\I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams.\I see.\So I guess you guys are on my team.\They weren't really subtle about it, huh? response:	This means all of us rebels are being grouped up.
context: I guess we form teams and split off into different rooms for the first stage.\So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams.\I see.\So I guess you guys are on my team.\They weren't really subtle about it, huh?\This means all of us rebels are being grouped up. response:	But why include Alice-san and Kurokiba-kun?
context: So we make one dish per five-person team?\If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams.\I see.\So I guess you guys are on my team.\They weren't really subtle about it, huh?\This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun? response:	It's all fine by me!
context: If the team doesn't pass, all five will be expelled.\Erina-sama, the academy has already set the teams.\I see.\So I guess you guys are on my team.\They weren't really subtle about it, huh?\This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun?\It's all fine by me! response:	It's a good opportunity to stick it to Uncle Azami.
context: Erina-sama, the academy has already set the teams.\I see.\So I guess you guys are on my team.\They weren't really subtle about it, huh?\This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun?\It's all fine by me!\It's a good opportunity to stick it to Uncle Azami. response:	Right, Ryo-kun?
context: I see.\So I guess you guys are on my team.\They weren't really subtle about it, huh?\This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun?\It's all fine by me!\It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun? response:	Uh-huh.
context: So I guess you guys are on my team.\They weren't really subtle about it, huh?\This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun?\It's all fine by me!\It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun?\Uh-huh. response:	Are the other dormitory residents and Takumi's crew in a different room?
context: They weren't really subtle about it, huh?\This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun?\It's all fine by me!\It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun?\Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room? response:	Yeah. Mito-san and Arato-san are in the same boat like us, too.
context: This means all of us rebels are being grouped up.\But why include Alice-san and Kurokiba-kun?\It's all fine by me!\It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun?\Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too. response:	They've all probably been put into teams like us, too.
context: But why include Alice-san and Kurokiba-kun?\It's all fine by me!\It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun?\Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too. response:	Hmm...
context: It's all fine by me!\It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun?\Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too.\Hmm... response:	Oh, where's Hayama
context: It's a good opportunity to stick it to Uncle Azami.\Right, Ryo-kun?\Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too.\Hmm...\Oh, where's Hayama response:	Erina-sama!
context: Right, Ryo-kun?\Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too.\Hmm...\Oh, where's Hayama\Erina-sama! response:	Erina-sama, you are on this team.
context: Uh-huh.\Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too.\Hmm...\Oh, where's Hayama\Erina-sama!\Erina-sama, you are on this team. response:	Oh, Erina-sama!
context: Are the other dormitory residents and Takumi's crew in a different room?\Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too.\Hmm...\Oh, where's Hayama\Erina-sama!\Erina-sama, you are on this team.\Oh, Erina-sama! response:	What an honor!
context: Yeah. Mito-san and Arato-san are in the same boat like us, too.\They've all probably been put into teams like us, too.\Hmm...\Oh, where's Hayama\Erina-sama!\Erina-sama, you are on this team.\Oh, Erina-sama!\What an honor! response:	It'll be a pleasure to work with you.
context: They've all probably been put into teams like us, too.\Hmm...\Oh, where's Hayama\Erina-sama!\Erina-sama, you are on this team.\Oh, Erina-sama!\What an honor!\It'll be a pleasure to work with you. response:	So Erinacchi will be separated from us
context: Hmm...\Oh, where's Hayama\Erina-sama!\Erina-sama, you are on this team.\Oh, Erina-sama!\What an honor!\It'll be a pleasure to work with you.\So Erinacchi will be separated from us response:	so that she can safely pass the first stage.
context: Oh, where's Hayama\Erina-sama!\Erina-sama, you are on this team.\Oh, Erina-sama!\What an honor!\It'll be a pleasure to work with you.\So Erinacchi will be separated from us\so that she can safely pass the first stage. response:	Hi, everyone.
context: Erina-sama!\Erina-sama, you are on this team.\Oh, Erina-sama!\What an honor!\It'll be a pleasure to work with you.\So Erinacchi will be separated from us\so that she can safely pass the first stage.\Hi, everyone. response:	I am Hiroi, a Totsuki instructor and this room's examiner.
context: Erina-sama, you are on this team.\Oh, Erina-sama!\What an honor!\It'll be a pleasure to work with you.\So Erinacchi will be separated from us\so that she can safely pass the first stage.\Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner. response:	The topic for this room is salmon!
context: Oh, Erina-sama!\What an honor!\It'll be a pleasure to work with you.\So Erinacchi will be separated from us\so that she can safely pass the first stage.\Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon! response:	You'll pass if you can create a salmon dish that meets my standards.
context: What an honor!\It'll be a pleasure to work with you.\So Erinacchi will be separated from us\so that she can safely pass the first stage.\Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards. response:	Yay, salmon!
context: It'll be a pleasure to work with you.\So Erinacchi will be separated from us\so that she can safely pass the first stage.\Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon! response:	What Director Azami made?
context: So Erinacchi will be separated from us\so that she can safely pass the first stage.\Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon!\What Director Azami made? response:	Thank god.
context: so that she can safely pass the first stage.\Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon!\What Director Azami made?\Thank god. response:	Hey, aren't we lucky to have this topic?
context: Hi, everyone.\I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon!\What Director Azami made?\Thank god.\Hey, aren't we lucky to have this topic? response:	I mean, we have the seafood specialist, Kurokiba-kun, on our team!
context: I am Hiroi, a Totsuki instructor and this room's examiner.\The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon!\What Director Azami made?\Thank god.\Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team! response:	He did win a shokugeki that had salmon as the theme.
context: The topic for this room is salmon!\You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon!\What Director Azami made?\Thank god.\Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme. response:	And you grew up in a port town, too, Megumi!
context: You'll pass if you can create a salmon dish that meets my standards.\Yay, salmon!\What Director Azami made?\Thank god.\Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi! response:	Yeah, we can do this!
context: Yay, salmon!\What Director Azami made?\Thank god.\Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi!\Yeah, we can do this! response:	Everyone's attended Director Azami's special class, correct?
context: What Director Azami made?\Thank god.\Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi!\Yeah, we can do this!\Everyone's attended Director Azami's special class, correct? response:	Huh?
context: Thank god.\Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi!\Yeah, we can do this!\Everyone's attended Director Azami's special class, correct?\Huh? response:	W-We didn't take any
context: Hey, aren't we lucky to have this topic?\I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi!\Yeah, we can do this!\Everyone's attended Director Azami's special class, correct?\Huh?\W-We didn't take any response:	As long as you can reproduce the dish you learned in that class,
context: I mean, we have the seafood specialist, Kurokiba-kun, on our team!\He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi!\Yeah, we can do this!\Everyone's attended Director Azami's special class, correct?\Huh?\W-We didn't take any\As long as you can reproduce the dish you learned in that class, response:	you'll pass without a problem.
context: He did win a shokugeki that had salmon as the theme.\And you grew up in a port town, too, Megumi!\Yeah, we can do this!\Everyone's attended Director Azami's special class, correct?\Huh?\W-We didn't take any\As long as you can reproduce the dish you learned in that class,\you'll pass without a problem. response:	Just stay calm and start cooking, understood?
context: And you grew up in a port town, too, Megumi!\Yeah, we can do this!\Everyone's attended Director Azami's special class, correct?\Huh?\W-We didn't take any\As long as you can reproduce the dish you learned in that class,\you'll pass without a problem.\Just stay calm and start cooking, understood? response:	Yes, ma'am!
context: Yeah, we can do this!\Everyone's attended Director Azami's special class, correct?\Huh?\W-We didn't take any\As long as you can reproduce the dish you learned in that class,\you'll pass without a problem.\Just stay calm and start cooking, understood?\Yes, ma'am! response:	Hm, I see.
context: Everyone's attended Director Azami's special class, correct?\Huh?\W-We didn't take any\As long as you can reproduce the dish you learned in that class,\you'll pass without a problem.\Just stay calm and start cooking, understood?\Yes, ma'am!\Hm, I see. response:	Talk about obvious.
context: Huh?\W-We didn't take any\As long as you can reproduce the dish you learned in that class,\you'll pass without a problem.\Just stay calm and start cooking, understood?\Yes, ma'am!\Hm, I see.\Talk about obvious. response:	H-Hmph!
context: W-We didn't take any\As long as you can reproduce the dish you learned in that class,\you'll pass without a problem.\Just stay calm and start cooking, understood?\Yes, ma'am!\Hm, I see.\Talk about obvious.\H-Hmph! response:	Underhanded bastards! We'll turn the tables on them!
context: As long as you can reproduce the dish you learned in that class,\you'll pass without a problem.\Just stay calm and start cooking, understood?\Yes, ma'am!\Hm, I see.\Talk about obvious.\H-Hmph!\Underhanded bastards! We'll turn the tables on them! response:	Yeah!
context: you'll pass without a problem.\Just stay calm and start cooking, understood?\Yes, ma'am!\Hm, I see.\Talk about obvious.\H-Hmph!\Underhanded bastards! We'll turn the tables on them!\Yeah! response:	We'll pass as long as we can make something good!
context: Just stay calm and start cooking, understood?\Yes, ma'am!\Hm, I see.\Talk about obvious.\H-Hmph!\Underhanded bastards! We'll turn the tables on them!\Yeah!\We'll pass as long as we can make something good! response:	But why salmon?
context: Yes, ma'am!\Hm, I see.\Talk about obvious.\H-Hmph!\Underhanded bastards! We'll turn the tables on them!\Yeah!\We'll pass as long as we can make something good!\But why salmon? response:	Fall is when salmon is in season.
context: Hm, I see.\Talk about obvious.\H-Hmph!\Underhanded bastards! We'll turn the tables on them!\Yeah!\We'll pass as long as we can make something good!\But why salmon?\Fall is when salmon is in season. response:	Right now, there wouldn't be as much of a haul,
context: Talk about obvious.\H-Hmph!\Underhanded bastards! We'll turn the tables on them!\Yeah!\We'll pass as long as we can make something good!\But why salmon?\Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul, response:	and the quality will be lower.
context: H-Hmph!\Underhanded bastards! We'll turn the tables on them!\Yeah!\We'll pass as long as we can make something good!\But why salmon?\Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul,\and the quality will be lower. response:	Choosing salmon as the topic doesn't make any sense.
context: Underhanded bastards! We'll turn the tables on them!\Yeah!\We'll pass as long as we can make something good!\But why salmon?\Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul,\and the quality will be lower.\Choosing salmon as the topic doesn't make any sense. response:	True!
context: Yeah!\We'll pass as long as we can make something good!\But why salmon?\Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul,\and the quality will be lower.\Choosing salmon as the topic doesn't make any sense.\True! response:	Huh?
context: We'll pass as long as we can make something good!\But why salmon?\Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul,\and the quality will be lower.\Choosing salmon as the topic doesn't make any sense.\True!\Huh? response:	Oh, but look!
context: But why salmon?\Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul,\and the quality will be lower.\Choosing salmon as the topic doesn't make any sense.\True!\Huh?\Oh, but look! response:	All the salmon being handed out look really top notch.
context: Fall is when salmon is in season.\Right now, there wouldn't be as much of a haul,\and the quality will be lower.\Choosing salmon as the topic doesn't make any sense.\True!\Huh?\Oh, but look!\All the salmon being handed out look really top notch. response:	You're right.
context: Right now, there wouldn't be as much of a haul,\and the quality will be lower.\Choosing salmon as the topic doesn't make any sense.\True!\Huh?\Oh, but look!\All the salmon being handed out look really top notch.\You're right. response:	Totsuki Academy isn't too shabby.
context: and the quality will be lower.\Choosing salmon as the topic doesn't make any sense.\True!\Huh?\Oh, but look!\All the salmon being handed out look really top notch.\You're right.\Totsuki Academy isn't too shabby. response:	This is for your team.
context: Choosing salmon as the topic doesn't make any sense.\True!\Huh?\Oh, but look!\All the salmon being handed out look really top notch.\You're right.\Totsuki Academy isn't too shabby.\This is for your team. response:	You've got to be kidding.
context: True!\Huh?\Oh, but look!\All the salmon being handed out look really top notch.\You're right.\Totsuki Academy isn't too shabby.\This is for your team.\You've got to be kidding. response:	No way.
context: Huh?\Oh, but look!\All the salmon being handed out look really top notch.\You're right.\Totsuki Academy isn't too shabby.\This is for your team.\You've got to be kidding.\No way. response:	This won't work.
context: Oh, but look!\All the salmon being handed out look really top notch.\You're right.\Totsuki Academy isn't too shabby.\This is for your team.\You've got to be kidding.\No way.\This won't work. response:	They're hocchare
context: All the salmon being handed out look really top notch.\You're right.\Totsuki Academy isn't too shabby.\This is for your team.\You've got to be kidding.\No way.\This won't work.\They're hocchare response:	salmon at the end of their strength after spawning eggs,
context: You're right.\Totsuki Academy isn't too shabby.\This is for your team.\You've got to be kidding.\No way.\This won't work.\They're hocchare\salmon at the end of their strength after spawning eggs, response:	with flavor of the lowest quality.
context: Totsuki Academy isn't too shabby.\This is for your team.\You've got to be kidding.\No way.\This won't work.\They're hocchare\salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality. response:	Hey, Ms. Examiner
context: This is for your team.\You've got to be kidding.\No way.\This won't work.\They're hocchare\salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality.\Hey, Ms. Examiner response:	Every team now has their ingredients, correct?
context: You've got to be kidding.\No way.\This won't work.\They're hocchare\salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality.\Hey, Ms. Examiner\Every team now has their ingredients, correct? response:	Hey, don't ignore us...
context: No way.\This won't work.\They're hocchare\salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality.\Hey, Ms. Examiner\Every team now has their ingredients, correct?\Hey, don't ignore us... response:	You have until sundown.
context: This won't work.\They're hocchare\salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality.\Hey, Ms. Examiner\Every team now has their ingredients, correct?\Hey, don't ignore us...\You have until sundown. response:	Let the cooking begin!
context: They're hocchare\salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality.\Hey, Ms. Examiner\Every team now has their ingredients, correct?\Hey, don't ignore us...\You have until sundown.\Let the cooking begin! response:	Make the best salmon dish possible!
context: salmon at the end of their strength after spawning eggs,\with flavor of the lowest quality.\Hey, Ms. Examiner\Every team now has their ingredients, correct?\Hey, don't ignore us...\You have until sundown.\Let the cooking begin!\Make the best salmon dish possible! response:	Oh no! It's started already.
context: with flavor of the lowest quality.\Hey, Ms. Examiner\Every team now has their ingredients, correct?\Hey, don't ignore us...\You have until sundown.\Let the cooking begin!\Make the best salmon dish possible!\Oh no! It's started already. response:	I see how it is.
context: Hey, Ms. Examiner\Every team now has their ingredients, correct?\Hey, don't ignore us...\You have until sundown.\Let the cooking begin!\Make the best salmon dish possible!\Oh no! It's started already.\I see how it is. response:	All the other rebels must be getting treated the same in the other rooms.
context: Every team now has their ingredients, correct?\Hey, don't ignore us...\You have until sundown.\Let the cooking begin!\Make the best salmon dish possible!\Oh no! It's started already.\I see how it is.\All the other rebels must be getting treated the same in the other rooms. response:	If you don't like what you were given,
context: Hey, don't ignore us...\You have until sundown.\Let the cooking begin!\Make the best salmon dish possible!\Oh no! It's started already.\I see how it is.\All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given, response:	you can go find your own salmon if you want.
context: You have until sundown.\Let the cooking begin!\Make the best salmon dish possible!\Oh no! It's started already.\I see how it is.\All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given,\you can go find your own salmon if you want. response:	Of course, that's if you can still finish the dish before sundown.
context: Let the cooking begin!\Make the best salmon dish possible!\Oh no! It's started already.\I see how it is.\All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given,\you can go find your own salmon if you want.\Of course, that's if you can still finish the dish before sundown. response:	Put simply, it's absolutely impossible for you to pass now!
context: Make the best salmon dish possible!\Oh no! It's started already.\I see how it is.\All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given,\you can go find your own salmon if you want.\Of course, that's if you can still finish the dish before sundown.\Put simply, it's absolutely impossible for you to pass now! response:	Wh-Wh-What should we do, Yukihira?
context: Oh no! It's started already.\I see how it is.\All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given,\you can go find your own salmon if you want.\Of course, that's if you can still finish the dish before sundown.\Put simply, it's absolutely impossible for you to pass now!\Wh-Wh-What should we do, Yukihira? response:	Well, for now...
context: I see how it is.\All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given,\you can go find your own salmon if you want.\Of course, that's if you can still finish the dish before sundown.\Put simply, it's absolutely impossible for you to pass now!\Wh-Wh-What should we do, Yukihira?\Well, for now... response:	Let's have these for dinner or something.
context: All the other rebels must be getting treated the same in the other rooms.\If you don't like what you were given,\you can go find your own salmon if you want.\Of course, that's if you can still finish the dish before sundown.\Put simply, it's absolutely impossible for you to pass now!\Wh-Wh-What should we do, Yukihira?\Well, for now...\Let's have these for dinner or something. response:	Wouldn't wanna waste'em.
