context: Divorced?! response:	We'll apparently be shipping off to Tokyo later this year.
context: I don't know...\Mizu-chin, I don't know... my head's so mixed up...\Did something happen?\No... it's just that...\What happened?\I can't understand his feelings at all.\I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend... response:	All relationships are like this. Don't blame yourself so much.
context: Mizu-chin, I don't know... my head's so mixed up...\Did something happen?\No... it's just that...\What happened?\I can't understand his feelings at all.\I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much. response:	Like Takeuchi-kun said...
context: Did something happen?\No... it's just that...\What happened?\I can't understand his feelings at all.\I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said... response:	Anyway, when you see him at school tomorrow, be sure to kiss and make up!
context: No... it's just that...\What happened?\I can't understand his feelings at all.\I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up! response:	I wonder if I'll never be able to understand Yano...
context: What happened?\I can't understand his feelings at all.\I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano... response:	No, that's not true!
context: I can't understand his feelings at all.\I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano...\No, that's not true! response:	If I'm pessimistic about it, it's all over!
context: I planned on giving it all my effort, but I keep on giving up at some point...\I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano...\No, that's not true!\If I'm pessimistic about it, it's all over! response:	If I'm pessimistic about it...
context: I must be such horrible girlfriend...\All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano...\No, that's not true!\If I'm pessimistic about it, it's all over!\If I'm pessimistic about it... response:	I want to become stronger...
context: All relationships are like this. Don't blame yourself so much.\Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano...\No, that's not true!\If I'm pessimistic about it, it's all over!\If I'm pessimistic about it...\I want to become stronger... response:	Gym Class: Snow Shoveling
context: Like Takeuchi-kun said...\Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano...\No, that's not true!\If I'm pessimistic about it, it's all over!\If I'm pessimistic about it...\I want to become stronger...\Gym Class: Snow Shoveling response:	This sucks! It's so cold out...
context: Anyway, when you see him at school tomorrow, be sure to kiss and make up!\I wonder if I'll never be able to understand Yano...\No, that's not true!\If I'm pessimistic about it, it's all over!\If I'm pessimistic about it...\I want to become stronger...\Gym Class: Snow Shoveling\This sucks! It's so cold out... response:	Gym class first thing on first day of the week... we're so unlucky.
context: I wonder if I'll never be able to understand Yano...\No, that's not true!\If I'm pessimistic about it, it's all over!\If I'm pessimistic about it...\I want to become stronger...\Gym Class: Snow Shoveling\This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky. response:	I'm gonna put on extra clothes for this.
context: No, that's not true!\If I'm pessimistic about it, it's all over!\If I'm pessimistic about it...\I want to become stronger...\Gym Class: Snow Shoveling\This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this. response:	Ah, good morning-
context: If I'm pessimistic about it, it's all over!\If I'm pessimistic about it...\I want to become stronger...\Gym Class: Snow Shoveling\This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this.\Ah, good morning- response:	Let's hurry and get going.
context: If I'm pessimistic about it...\I want to become stronger...\Gym Class: Snow Shoveling\This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this.\Ah, good morning-\Let's hurry and get going. response:	Yeah.
context: I want to become stronger...\Gym Class: Snow Shoveling\This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this.\Ah, good morning-\Let's hurry and get going.\Yeah. response:	Takahashi!
context: Gym Class: Snow Shoveling\This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this.\Ah, good morning-\Let's hurry and get going.\Yeah.\Takahashi! response:	Long time no see.
context: This sucks! It's so cold out...\Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this.\Ah, good morning-\Let's hurry and get going.\Yeah.\Takahashi!\Long time no see. response:	Ah... I ignored him.
context: Gym class first thing on first day of the week... we're so unlucky.\I'm gonna put on extra clothes for this.\Ah, good morning-\Let's hurry and get going.\Yeah.\Takahashi!\Long time no see.\Ah... I ignored him. response:	Ah, I'm not being sarcastic or anything.
context: I'm gonna put on extra clothes for this.\Ah, good morning-\Let's hurry and get going.\Yeah.\Takahashi!\Long time no see.\Ah... I ignored him.\Ah, I'm not being sarcastic or anything. response:	It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.
context: Ah, good morning-\Let's hurry and get going.\Yeah.\Takahashi!\Long time no see.\Ah... I ignored him.\Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything. response:	After all, I have such a big...
context: Let's hurry and get going.\Yeah.\Takahashi!\Long time no see.\Ah... I ignored him.\Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big... response:	Hey.
context: Yeah.\Takahashi!\Long time no see.\Ah... I ignored him.\Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big...\Hey. response:	Ah, so it's begun...
context: Takahashi!\Long time no see.\Ah... I ignored him.\Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big...\Hey.\Ah, so it's begun... response:	Yano, don't play tag!
context: Long time no see.\Ah... I ignored him.\Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big...\Hey.\Ah, so it's begun...\Yano, don't play tag! response:	It's no good, after all...
context: Ah... I ignored him.\Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big...\Hey.\Ah, so it's begun...\Yano, don't play tag!\It's no good, after all... response:	Takahashi! Wait up!
context: Ah, I'm not being sarcastic or anything.\It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big...\Hey.\Ah, so it's begun...\Yano, don't play tag!\It's no good, after all...\Takahashi! Wait up! response:	I'm scared to talk to Yano.
context: It's not like I was miserable that my girlfriend didn't come to see me the three days I was out sick or anything.\After all, I have such a big...\Hey.\Ah, so it's begun...\Yano, don't play tag!\It's no good, after all...\Takahashi! Wait up!\I'm scared to talk to Yano. response:	Get a grip already! Don't make me feel worse than I already do!
context: After all, I have such a big...\Hey.\Ah, so it's begun...\Yano, don't play tag!\It's no good, after all...\Takahashi! Wait up!\I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do! response:	I just got over a cold... geez!
context: Hey.\Ah, so it's begun...\Yano, don't play tag!\It's no good, after all...\Takahashi! Wait up!\I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez! response:	That's different from what you just said...
context: Ah, so it's begun...\Yano, don't play tag!\It's no good, after all...\Takahashi! Wait up!\I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez!\That's different from what you just said... response:	Obviously!
context: Yano, don't play tag!\It's no good, after all...\Takahashi! Wait up!\I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez!\That's different from what you just said...\Obviously! response:	Guys have their outward appearance, and they have their real feelings.
context: It's no good, after all...\Takahashi! Wait up!\I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez!\That's different from what you just said...\Obviously!\Guys have their outward appearance, and they have their real feelings. response:	Understand? Everything I'm about to say are my real feelings.
context: Takahashi! Wait up!\I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez!\That's different from what you just said...\Obviously!\Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings. response:	I was incredibly lonely when you didn't come to visit, call, or even send a text message.
context: I'm scared to talk to Yano.\Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez!\That's different from what you just said...\Obviously!\Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message. response:	No matter how angry you may have been, that was just cruel.
context: Get a grip already! Don't make me feel worse than I already do!\I just got over a cold... geez!\That's different from what you just said...\Obviously!\Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel. response:	It made me feel miserable.
context: I just got over a cold... geez!\That's different from what you just said...\Obviously!\Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel.\It made me feel miserable. response:	Like I was no better than a flea or something.
context: That's different from what you just said...\Obviously!\Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel.\It made me feel miserable.\Like I was no better than a flea or something. response:	And I hate playing tag, too.
context: Obviously!\Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel.\It made me feel miserable.\Like I was no better than a flea or something.\And I hate playing tag, too. response:	Get a grip and talk to me again.
context: Guys have their outward appearance, and they have their real feelings.\Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel.\It made me feel miserable.\Like I was no better than a flea or something.\And I hate playing tag, too.\Get a grip and talk to me again. response:	Please... talk to me again.
context: Understand? Everything I'm about to say are my real feelings.\I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel.\It made me feel miserable.\Like I was no better than a flea or something.\And I hate playing tag, too.\Get a grip and talk to me again.\Please... talk to me again. response:	Yeah. I'm sorry, too...
context: I was incredibly lonely when you didn't come to visit, call, or even send a text message.\No matter how angry you may have been, that was just cruel.\It made me feel miserable.\Like I was no better than a flea or something.\And I hate playing tag, too.\Get a grip and talk to me again.\Please... talk to me again.\Yeah. I'm sorry, too... response:	If I could just say that, we'd be back to normal.
context: No matter how angry you may have been, that was just cruel.\It made me feel miserable.\Like I was no better than a flea or something.\And I hate playing tag, too.\Get a grip and talk to me again.\Please... talk to me again.\Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal. response:	But...
context: It made me feel miserable.\Like I was no better than a flea or something.\And I hate playing tag, too.\Get a grip and talk to me again.\Please... talk to me again.\Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal.\But... response:	Takahashi... don't you want to make up with me?
context: Like I was no better than a flea or something.\And I hate playing tag, too.\Get a grip and talk to me again.\Please... talk to me again.\Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal.\But...\Takahashi... don't you want to make up with me? response:	Yano... are you sure...
context: And I hate playing tag, too.\Get a grip and talk to me again.\Please... talk to me again.\Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal.\But...\Takahashi... don't you want to make up with me?\Yano... are you sure... response:	In truth...
context: Get a grip and talk to me again.\Please... talk to me again.\Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal.\But...\Takahashi... don't you want to make up with me?\Yano... are you sure...\In truth... response:	I can't say it very well...
context: Please... talk to me again.\Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal.\But...\Takahashi... don't you want to make up with me?\Yano... are you sure...\In truth...\I can't say it very well... response:	I'm not confident...
context: Yeah. I'm sorry, too...\If I could just say that, we'd be back to normal.\But...\Takahashi... don't you want to make up with me?\Yano... are you sure...\In truth...\I can't say it very well...\I'm not confident... response:	No, that's not right... but...
context: If I could just say that, we'd be back to normal.\But...\Takahashi... don't you want to make up with me?\Yano... are you sure...\In truth...\I can't say it very well...\I'm not confident...\No, that's not right... but... response:	I can't stop.
context: But...\Takahashi... don't you want to make up with me?\Yano... are you sure...\In truth...\I can't say it very well...\I'm not confident...\No, that's not right... but...\I can't stop. response:	Are you sure we're really meant for each other?
context: Takahashi... don't you want to make up with me?\Yano... are you sure...\In truth...\I can't say it very well...\I'm not confident...\No, that's not right... but...\I can't stop.\Are you sure we're really meant for each other? response:	Shouldn't you want someone who can...
context: Yano... are you sure...\In truth...\I can't say it very well...\I'm not confident...\No, that's not right... but...\I can't stop.\Are you sure we're really meant for each other?\Shouldn't you want someone who can... response:	No...
context: In truth...\I can't say it very well...\I'm not confident...\No, that's not right... but...\I can't stop.\Are you sure we're really meant for each other?\Shouldn't you want someone who can...\No... response:	I know I can understand him a whole lot more than you can!
context: I can't say it very well...\I'm not confident...\No, that's not right... but...\I can't stop.\Are you sure we're really meant for each other?\Shouldn't you want someone who can...\No...\I know I can understand him a whole lot more than you can! response:	He's definitely going to say no, right?
context: I'm not confident...\No, that's not right... but...\I can't stop.\Are you sure we're really meant for each other?\Shouldn't you want someone who can...\No...\I know I can understand him a whole lot more than you can!\He's definitely going to say no, right? response:	Will he deny it...?
context: No, that's not right... but...\I can't stop.\Are you sure we're really meant for each other?\Shouldn't you want someone who can...\No...\I know I can understand him a whole lot more than you can!\He's definitely going to say no, right?\Will he deny it...? response:	He's going to, isn't he...?
context: I can't stop.\Are you sure we're really meant for each other?\Shouldn't you want someone who can...\No...\I know I can understand him a whole lot more than you can!\He's definitely going to say no, right?\Will he deny it...?\He's going to, isn't he...? response:	Someone... who can understand me differently than you can?
context: Are you sure we're really meant for each other?\Shouldn't you want someone who can...\No...\I know I can understand him a whole lot more than you can!\He's definitely going to say no, right?\Will he deny it...?\He's going to, isn't he...?\Someone... who can understand me differently than you can? response:	You're saying someone else would be better for me?
context: Shouldn't you want someone who can...\No...\I know I can understand him a whole lot more than you can!\He's definitely going to say no, right?\Will he deny it...?\He's going to, isn't he...?\Someone... who can understand me differently than you can?\You're saying someone else would be better for me? response:	I didn't say that.
context: No...\I know I can understand him a whole lot more than you can!\He's definitely going to say no, right?\Will he deny it...?\He's going to, isn't he...?\Someone... who can understand me differently than you can?\You're saying someone else would be better for me?\I didn't say that. response:	You did...
context: I know I can understand him a whole lot more than you can!\He's definitely going to say no, right?\Will he deny it...?\He's going to, isn't he...?\Someone... who can understand me differently than you can?\You're saying someone else would be better for me?\I didn't say that.\You did... response:	You did!
context: He's definitely going to say no, right?\Will he deny it...?\He's going to, isn't he...?\Someone... who can understand me differently than you can?\You're saying someone else would be better for me?\I didn't say that.\You did...\You did! response:	Why do you keep saying things... that only make me more uneasy?
context: Will he deny it...?\He's going to, isn't he...?\Someone... who can understand me differently than you can?\You're saying someone else would be better for me?\I didn't say that.\You did...\You did!\Why do you keep saying things... that only make me more uneasy? response:	I just can't...
context: He's going to, isn't he...?\Someone... who can understand me differently than you can?\You're saying someone else would be better for me?\I didn't say that.\You did...\You did!\Why do you keep saying things... that only make me more uneasy?\I just can't... response:	Takahashi!
context: Someone... who can understand me differently than you can?\You're saying someone else would be better for me?\I didn't say that.\You did...\You did!\Why do you keep saying things... that only make me more uneasy?\I just can't...\Takahashi! response:	Why can't we do something so easy...?
context: You're saying someone else would be better for me?\I didn't say that.\You did...\You did!\Why do you keep saying things... that only make me more uneasy?\I just can't...\Takahashi!\Why can't we do something so easy...? response:	Or is it just so easy that it seems hard?
context: I didn't say that.\You did...\You did!\Why do you keep saying things... that only make me more uneasy?\I just can't...\Takahashi!\Why can't we do something so easy...?\Or is it just so easy that it seems hard? response:	Motoharu, could you help me out?
context: You did...\You did!\Why do you keep saying things... that only make me more uneasy?\I just can't...\Takahashi!\Why can't we do something so easy...?\Or is it just so easy that it seems hard?\Motoharu, could you help me out? response:	The ground's frozen, and I can't get the shovel in.
context: You did!\Why do you keep saying things... that only make me more uneasy?\I just can't...\Takahashi!\Why can't we do something so easy...?\Or is it just so easy that it seems hard?\Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in. response:	Guess we're out of luck.
context: Why do you keep saying things... that only make me more uneasy?\I just can't...\Takahashi!\Why can't we do something so easy...?\Or is it just so easy that it seems hard?\Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in.\Guess we're out of luck. response:	Then in the spring, could you dig up those seedlings and send them to me?
context: I just can't...\Takahashi!\Why can't we do something so easy...?\Or is it just so easy that it seems hard?\Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in.\Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me? response:	I've been thinking about it, but...
context: Takahashi!\Why can't we do something so easy...?\Or is it just so easy that it seems hard?\Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in.\Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but... response:	You planted a ton of rose seedlings in the spring...
context: Why can't we do something so easy...?\Or is it just so easy that it seems hard?\Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in.\Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but...\You planted a ton of rose seedlings in the spring... response:	Have you really been thinking about this divorce for a year now?
context: Or is it just so easy that it seems hard?\Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in.\Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but...\You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now? response:	I couldn't help it. Gardening is the only thing I take pleasure in.
context: Motoharu, could you help me out?\The ground's frozen, and I can't get the shovel in.\Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but...\You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in. response:	In the end, you only think of things impulsively.
context: The ground's frozen, and I can't get the shovel in.\Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but...\You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively. response:	When you want something, you get it without thinking of the consequences.
context: Guess we're out of luck.\Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but...\You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences. response:	Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...
context: Then in the spring, could you dig up those seedlings and send them to me?\I've been thinking about it, but...\You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled... response:	It's all a big nuisance, you know.
context: I've been thinking about it, but...\You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know. response:	I didn't give birth to you impulsively.
context: You planted a ton of rose seedlings in the spring...\Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know.\I didn't give birth to you impulsively. response:	I was talking about the saplings.
context: Have you really been thinking about this divorce for a year now?\I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know.\I didn't give birth to you impulsively.\I was talking about the saplings. response:	And you were thinking of growing those on the veranda? Are you dumb?
context: I couldn't help it. Gardening is the only thing I take pleasure in.\In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know.\I didn't give birth to you impulsively.\I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb? response:	Ow! The thorns hurt like hell.
context: In the end, you only think of things impulsively.\When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know.\I didn't give birth to you impulsively.\I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell. response:	D-Don't cry!
context: When you want something, you get it without thinking of the consequences.\Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know.\I didn't give birth to you impulsively.\I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell.\D-Don't cry! response:	It's just that...
context: Your marriage gets jumbled, whether or not to get divorce gets jumbled, digging things up gets jumbled...\It's all a big nuisance, you know.\I didn't give birth to you impulsively.\I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell.\D-Don't cry!\It's just that... response:	I'm sorry. I've just been a little on edge since this morning.
context: It's all a big nuisance, you know.\I didn't give birth to you impulsively.\I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell.\D-Don't cry!\It's just that...\I'm sorry. I've just been a little on edge since this morning. response:	It just seems like you're always blaming me...
context: I didn't give birth to you impulsively.\I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell.\D-Don't cry!\It's just that...\I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me... response:	I've never blamed you for anything.
context: I was talking about the saplings.\And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell.\D-Don't cry!\It's just that...\I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me...\I've never blamed you for anything. response:	Yes, that's right, isn't it?
context: And you were thinking of growing those on the veranda? Are you dumb?\Ow! The thorns hurt like hell.\D-Don't cry!\It's just that...\I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me...\I've never blamed you for anything.\Yes, that's right, isn't it? response:	Even when I said I wanted to get married, you followed me without saying a word.
context: Ow! The thorns hurt like hell.\D-Don't cry!\It's just that...\I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me...\I've never blamed you for anything.\Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word. response:	I found someone I want to marry...
context: D-Don't cry!\It's just that...\I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me...\I've never blamed you for anything.\Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry... response:	Without once complaining.
context: It's just that...\I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me...\I've never blamed you for anything.\Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry...\Without once complaining. response:	If it will make you happy, Mom...
context: I'm sorry. I've just been a little on edge since this morning.\It just seems like you're always blaming me...\I've never blamed you for anything.\Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry...\Without once complaining.\If it will make you happy, Mom... response:	This must be my guilty conscious.
context: It just seems like you're always blaming me...\I've never blamed you for anything.\Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry...\Without once complaining.\If it will make you happy, Mom...\This must be my guilty conscious. response:	You better be happy this time.
context: I've never blamed you for anything.\Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry...\Without once complaining.\If it will make you happy, Mom...\This must be my guilty conscious.\You better be happy this time. response:	I'll confess.
context: Yes, that's right, isn't it?\Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry...\Without once complaining.\If it will make you happy, Mom...\This must be my guilty conscious.\You better be happy this time.\I'll confess. response:	I gave birth to you on a whim.
context: Even when I said I wanted to get married, you followed me without saying a word.\I found someone I want to marry...\Without once complaining.\If it will make you happy, Mom...\This must be my guilty conscious.\You better be happy this time.\I'll confess.\I gave birth to you on a whim. response:	How am I not surprised...
context: I found someone I want to marry...\Without once complaining.\If it will make you happy, Mom...\This must be my guilty conscious.\You better be happy this time.\I'll confess.\I gave birth to you on a whim.\How am I not surprised... response:	It was an unexpected pregnancy.
context: Without once complaining.\If it will make you happy, Mom...\This must be my guilty conscious.\You better be happy this time.\I'll confess.\I gave birth to you on a whim.\How am I not surprised...\It was an unexpected pregnancy. response:	I had never once thought of wanting a kid.
context: If it will make you happy, Mom...\This must be my guilty conscious.\You better be happy this time.\I'll confess.\I gave birth to you on a whim.\How am I not surprised...\It was an unexpected pregnancy.\I had never once thought of wanting a kid. response:	But I was also scared of aborting you.
context: This must be my guilty conscious.\You better be happy this time.\I'll confess.\I gave birth to you on a whim.\How am I not surprised...\It was an unexpected pregnancy.\I had never once thought of wanting a kid.\But I was also scared of aborting you. response:	But then I thought, maybe if I gave birth...
context: You better be happy this time.\I'll confess.\I gave birth to you on a whim.\How am I not surprised...\It was an unexpected pregnancy.\I had never once thought of wanting a kid.\But I was also scared of aborting you.\But then I thought, maybe if I gave birth... response:	But it didn't work out that well.
context: I'll confess.\I gave birth to you on a whim.\How am I not surprised...\It was an unexpected pregnancy.\I had never once thought of wanting a kid.\But I was also scared of aborting you.\But then I thought, maybe if I gave birth...\But it didn't work out that well. response:	Well, of course. You're the worst.
context: I gave birth to you on a whim.\How am I not surprised...\It was an unexpected pregnancy.\I had never once thought of wanting a kid.\But I was also scared of aborting you.\But then I thought, maybe if I gave birth...\But it didn't work out that well.\Well, of course. You're the worst. response:	That's right. Everything's always either hit or miss with me, and unplanned.
context: How am I not surprised...\It was an unexpected pregnancy.\I had never once thought of wanting a kid.\But I was also scared of aborting you.\But then I thought, maybe if I gave birth...\But it didn't work out that well.\Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned. response:	No forethought to anything.
context: It was an unexpected pregnancy.\I had never once thought of wanting a kid.\But I was also scared of aborting you.\But then I thought, maybe if I gave birth...\But it didn't work out that well.\Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything. response:	No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst.
context: I had never once thought of wanting a kid.\But I was also scared of aborting you.\But then I thought, maybe if I gave birth...\But it didn't work out that well.\Well, of course. You're the worst.\That's right. Everything's always either hit or miss with me, and unplanned.\No forethought to anything.\No matter what I do or achieve, it always ends up failure. As a woman and a mother, I'm the worst. response:	I haven't thought of becoming happy, this late in life.
