context: Forth springs Thought! response:	Separate Paths
context: Please...\Jin...\Mother, you're on Jin's world?\At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost.\What the hell! We're talking about peoples' lives -\I'm sorry. response:	Are you...
context: Jin...\Mother, you're on Jin's world?\At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost.\What the hell! We're talking about peoples' lives -\I'm sorry.\Are you... response:	Sorry.
context: Mother, you're on Jin's world?\At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost.\What the hell! We're talking about peoples' lives -\I'm sorry.\Are you...\Sorry. response:	We've decided to quit school and go back home.
context: At last.\At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost.\What the hell! We're talking about peoples' lives -\I'm sorry.\Are you...\Sorry.\We've decided to quit school and go back home. response:	Is that how much you care about your duty?
context: At last the students are learning how grateful they should be to the place we put our lives on the line for,\and the classmates we've lost.\What the hell! We're talking about peoples' lives -\I'm sorry.\Are you...\Sorry.\We've decided to quit school and go back home.\Is that how much you care about your duty? response:	We Elements have been chosen to fight for this planet!
context: and the classmates we've lost.\What the hell! We're talking about peoples' lives -\I'm sorry.\Are you...\Sorry.\We've decided to quit school and go back home.\Is that how much you care about your duty?\We Elements have been chosen to fight for this planet! response:	How could you forget what an honor that -
context: What the hell! We're talking about peoples' lives -\I'm sorry.\Are you...\Sorry.\We've decided to quit school and go back home.\Is that how much you care about your duty?\We Elements have been chosen to fight for this planet!\How could you forget what an honor that - response:	Mix, stop.
context: I'm sorry.\Are you...\Sorry.\We've decided to quit school and go back home.\Is that how much you care about your duty?\We Elements have been chosen to fight for this planet!\How could you forget what an honor that -\Mix, stop. response:	How can you stand this?!
context: Are you...\Sorry.\We've decided to quit school and go back home.\Is that how much you care about your duty?\We Elements have been chosen to fight for this planet!\How could you forget what an honor that -\Mix, stop.\How can you stand this?! response:	We've been through so much training and...
context: Sorry.\We've decided to quit school and go back home.\Is that how much you care about your duty?\We Elements have been chosen to fight for this planet!\How could you forget what an honor that -\Mix, stop.\How can you stand this?!\We've been through so much training and... response:	Andy, not you too!
context: We've decided to quit school and go back home.\Is that how much you care about your duty?\We Elements have been chosen to fight for this planet!\How could you forget what an honor that -\Mix, stop.\How can you stand this?!\We've been through so much training and...\Andy, not you too! response:	Naw, I'm staying.
context: Is that how much you care about your duty?\We Elements have been chosen to fight for this planet!\How could you forget what an honor that -\Mix, stop.\How can you stand this?!\We've been through so much training and...\Andy, not you too!\Naw, I'm staying. response:	Someone has to stick around or we're all doomed.
context: We Elements have been chosen to fight for this planet!\How could you forget what an honor that -\Mix, stop.\How can you stand this?!\We've been through so much training and...\Andy, not you too!\Naw, I'm staying.\Someone has to stick around or we're all doomed. response:	We'll all be sucked into that big hole in the sky.
context: How could you forget what an honor that -\Mix, stop.\How can you stand this?!\We've been through so much training and...\Andy, not you too!\Naw, I'm staying.\Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky. response:	I'm not gonna fall into someone else's hole.
context: Mix, stop.\How can you stand this?!\We've been through so much training and...\Andy, not you too!\Naw, I'm staying.\Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole. response:	I won't let it happen.
context: How can you stand this?!\We've been through so much training and...\Andy, not you too!\Naw, I'm staying.\Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole.\I won't let it happen. response:	Andy...
context: We've been through so much training and...\Andy, not you too!\Naw, I'm staying.\Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole.\I won't let it happen.\Andy... response:	Andy W. Hol.
context: Andy, not you too!\Naw, I'm staying.\Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole.\I won't let it happen.\Andy...\Andy W. Hol. response:	Dig holes.
context: Naw, I'm staying.\Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole.\I won't let it happen.\Andy...\Andy W. Hol.\Dig holes. response:	This is a nightmare!
context: Someone has to stick around or we're all doomed.\We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole.\I won't let it happen.\Andy...\Andy W. Hol.\Dig holes.\This is a nightmare! response:	All these holes...
context: We'll all be sucked into that big hole in the sky.\I'm not gonna fall into someone else's hole.\I won't let it happen.\Andy...\Andy W. Hol.\Dig holes.\This is a nightmare!\All these holes... response:	Thank you, Andy.
context: I'm not gonna fall into someone else's hole.\I won't let it happen.\Andy...\Andy W. Hol.\Dig holes.\This is a nightmare!\All these holes...\Thank you, Andy. response:	What are these holes for?
context: I won't let it happen.\Andy...\Andy W. Hol.\Dig holes.\This is a nightmare!\All these holes...\Thank you, Andy.\What are these holes for? response:	The planet Altair...
context: Andy...\Andy W. Hol.\Dig holes.\This is a nightmare!\All these holes...\Thank you, Andy.\What are these holes for?\The planet Altair... response:	Jin Muso came from another planet called Altair.
context: Andy W. Hol.\Dig holes.\This is a nightmare!\All these holes...\Thank you, Andy.\What are these holes for?\The planet Altair...\Jin Muso came from another planet called Altair. response:	Altair...
context: Dig holes.\This is a nightmare!\All these holes...\Thank you, Andy.\What are these holes for?\The planet Altair...\Jin Muso came from another planet called Altair.\Altair... response:	From the data Jin left us, we have ascertained Altair's intentions.
context: This is a nightmare!\All these holes...\Thank you, Andy.\What are these holes for?\The planet Altair...\Jin Muso came from another planet called Altair.\Altair...\From the data Jin left us, we have ascertained Altair's intentions. response:	They are kidnapping female Elements.
context: All these holes...\Thank you, Andy.\What are these holes for?\The planet Altair...\Jin Muso came from another planet called Altair.\Altair...\From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements. response:	The war with Altair will only become more intense.
context: Thank you, Andy.\What are these holes for?\The planet Altair...\Jin Muso came from another planet called Altair.\Altair...\From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements.\The war with Altair will only become more intense. response:	As it goes on, more may find themselves buried beneath this earth.
context: What are these holes for?\The planet Altair...\Jin Muso came from another planet called Altair.\Altair...\From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements.\The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth. response:	In order to prepare you to stand up to the challenge of this war,
context: The planet Altair...\Jin Muso came from another planet called Altair.\Altair...\From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements.\The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war, response:	you will be buried!
context: Jin Muso came from another planet called Altair.\Altair...\From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements.\The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war,\you will be buried! response:	We'll be buried? Are you serious?
context: Altair...\From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements.\The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war,\you will be buried!\We'll be buried? Are you serious? response:	I name it...
context: From the data Jin left us, we have ascertained Altair's intentions.\They are kidnapping female Elements.\The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war,\you will be buried!\We'll be buried? Are you serious?\I name it... response:	Special Training of the Grave!
context: They are kidnapping female Elements.\The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war,\you will be buried!\We'll be buried? Are you serious?\I name it...\Special Training of the Grave! response:	But why? We just buried our classmates!
context: The war with Altair will only become more intense.\As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war,\you will be buried!\We'll be buried? Are you serious?\I name it...\Special Training of the Grave!\But why? We just buried our classmates! response:	I wouldn't want to be buried in any hole!
context: As it goes on, more may find themselves buried beneath this earth.\In order to prepare you to stand up to the challenge of this war,\you will be buried!\We'll be buried? Are you serious?\I name it...\Special Training of the Grave!\But why? We just buried our classmates!\I wouldn't want to be buried in any hole! response:	And a grave, of all holes!
context: In order to prepare you to stand up to the challenge of this war,\you will be buried!\We'll be buried? Are you serious?\I name it...\Special Training of the Grave!\But why? We just buried our classmates!\I wouldn't want to be buried in any hole!\And a grave, of all holes! response:	Hey...
context: you will be buried!\We'll be buried? Are you serious?\I name it...\Special Training of the Grave!\But why? We just buried our classmates!\I wouldn't want to be buried in any hole!\And a grave, of all holes!\Hey... response:	Commander, isn't this...
context: We'll be buried? Are you serious?\I name it...\Special Training of the Grave!\But why? We just buried our classmates!\I wouldn't want to be buried in any hole!\And a grave, of all holes!\Hey...\Commander, isn't this... response:	This is terrible!
context: I name it...\Special Training of the Grave!\But why? We just buried our classmates!\I wouldn't want to be buried in any hole!\And a grave, of all holes!\Hey...\Commander, isn't this...\This is terrible! response:	Mikono!
context: Special Training of the Grave!\But why? We just buried our classmates!\I wouldn't want to be buried in any hole!\And a grave, of all holes!\Hey...\Commander, isn't this...\This is terrible!\Mikono! response:	Mikono!
context: But why? We just buried our classmates!\I wouldn't want to be buried in any hole!\And a grave, of all holes!\Hey...\Commander, isn't this...\This is terrible!\Mikono!\Mikono! response:	How can you say such things when we're all still in pain?!
context: I wouldn't want to be buried in any hole!\And a grave, of all holes!\Hey...\Commander, isn't this...\This is terrible!\Mikono!\Mikono!\How can you say such things when we're all still in pain?! response:	Each of you is bound by your lives.
context: And a grave, of all holes!\Hey...\Commander, isn't this...\This is terrible!\Mikono!\Mikono!\How can you say such things when we're all still in pain?!\Each of you is bound by your lives. response:	As you sleep with the dead, the force of your lives will expand.
context: Hey...\Commander, isn't this...\This is terrible!\Mikono!\Mikono!\How can you say such things when we're all still in pain?!\Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand. response:	Attachment, wickedness, love, stubbornness, hatred.
context: Commander, isn't this...\This is terrible!\Mikono!\Mikono!\How can you say such things when we're all still in pain?!\Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred. response:	These thoughts form the links of a chain that shackles each of your souls.
context: This is terrible!\Mikono!\Mikono!\How can you say such things when we're all still in pain?!\Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls. response:	Here, just once, you must experience death.
context: Mikono!\Mikono!\How can you say such things when we're all still in pain?!\Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death. response:	Death?
context: Mikono!\How can you say such things when we're all still in pain?!\Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death.\Death? response:	You will journey to the very edge of life, then return.
context: How can you say such things when we're all still in pain?!\Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death.\Death?\You will journey to the very edge of life, then return. response:	What will you discover in your temporary death?
context: Each of you is bound by your lives.\As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death.\Death?\You will journey to the very edge of life, then return.\What will you discover in your temporary death? response:	You must find out for yourselves!
context: As you sleep with the dead, the force of your lives will expand.\Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death.\Death?\You will journey to the very edge of life, then return.\What will you discover in your temporary death?\You must find out for yourselves! response:	This sounds fascinating.
context: Attachment, wickedness, love, stubbornness, hatred.\These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death.\Death?\You will journey to the very edge of life, then return.\What will you discover in your temporary death?\You must find out for yourselves!\This sounds fascinating. response:	Shrade!
context: These thoughts form the links of a chain that shackles each of your souls.\Here, just once, you must experience death.\Death?\You will journey to the very edge of life, then return.\What will you discover in your temporary death?\You must find out for yourselves!\This sounds fascinating.\Shrade! response:	I'm already on my way there myself.
context: Here, just once, you must experience death.\Death?\You will journey to the very edge of life, then return.\What will you discover in your temporary death?\You must find out for yourselves!\This sounds fascinating.\Shrade!\I'm already on my way there myself. response:	If my death is soon to come, I may as well rehearse.
context: Death?\You will journey to the very edge of life, then return.\What will you discover in your temporary death?\You must find out for yourselves!\This sounds fascinating.\Shrade!\I'm already on my way there myself.\If my death is soon to come, I may as well rehearse. response:	Wait, Shrade!
context: You will journey to the very edge of life, then return.\What will you discover in your temporary death?\You must find out for yourselves!\This sounds fascinating.\Shrade!\I'm already on my way there myself.\If my death is soon to come, I may as well rehearse.\Wait, Shrade! response:	Yunoha!
context: What will you discover in your temporary death?\You must find out for yourselves!\This sounds fascinating.\Shrade!\I'm already on my way there myself.\If my death is soon to come, I may as well rehearse.\Wait, Shrade!\Yunoha! response:	I want to be with him.
context: You must find out for yourselves!\This sounds fascinating.\Shrade!\I'm already on my way there myself.\If my death is soon to come, I may as well rehearse.\Wait, Shrade!\Yunoha!\I want to be with him. response:	I want to be with Jin, just for a little while.
context: This sounds fascinating.\Shrade!\I'm already on my way there myself.\If my death is soon to come, I may as well rehearse.\Wait, Shrade!\Yunoha!\I want to be with him.\I want to be with Jin, just for a little while. response:	This is a deep hole. I'll have to fill it myself.
context: Shrade!\I'm already on my way there myself.\If my death is soon to come, I may as well rehearse.\Wait, Shrade!\Yunoha!\I want to be with him.\I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself. response:	Filling a hole I worked so hard on feels like dying anyway.
context: I'm already on my way there myself.\If my death is soon to come, I may as well rehearse.\Wait, Shrade!\Yunoha!\I want to be with him.\I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway. response:	I'll never do it!
context: If my death is soon to come, I may as well rehearse.\Wait, Shrade!\Yunoha!\I want to be with him.\I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway.\I'll never do it! response:	For you, that's all right.
context: Wait, Shrade!\Yunoha!\I want to be with him.\I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway.\I'll never do it!\For you, that's all right. response:	Your eye looks like it can see through everything.
context: Yunoha!\I want to be with him.\I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway.\I'll never do it!\For you, that's all right.\Your eye looks like it can see through everything. response:	I hate it!
context: I want to be with him.\I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway.\I'll never do it!\For you, that's all right.\Your eye looks like it can see through everything.\I hate it! response:	That's also all right.
context: I want to be with Jin, just for a little while.\This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway.\I'll never do it!\For you, that's all right.\Your eye looks like it can see through everything.\I hate it!\That's also all right. response:	Mikono...
context: This is a deep hole. I'll have to fill it myself.\Filling a hole I worked so hard on feels like dying anyway.\I'll never do it!\For you, that's all right.\Your eye looks like it can see through everything.\I hate it!\That's also all right.\Mikono... response:	Amata!
context: Filling a hole I worked so hard on feels like dying anyway.\I'll never do it!\For you, that's all right.\Your eye looks like it can see through everything.\I hate it!\That's also all right.\Mikono...\Amata! response:	It's dark. I can't see a thing.
context: I'll never do it!\For you, that's all right.\Your eye looks like it can see through everything.\I hate it!\That's also all right.\Mikono...\Amata!\It's dark. I can't see a thing. response:	It's so quiet. It's like complete silence.
context: For you, that's all right.\Your eye looks like it can see through everything.\I hate it!\That's also all right.\Mikono...\Amata!\It's dark. I can't see a thing.\It's so quiet. It's like complete silence. response:	Wrong.
context: Your eye looks like it can see through everything.\I hate it!\That's also all right.\Mikono...\Amata!\It's dark. I can't see a thing.\It's so quiet. It's like complete silence.\Wrong. response:	There is sound here.
context: I hate it!\That's also all right.\Mikono...\Amata!\It's dark. I can't see a thing.\It's so quiet. It's like complete silence.\Wrong.\There is sound here. response:	The sound of the bugs crawling through the earth.
context: That's also all right.\Mikono...\Amata!\It's dark. I can't see a thing.\It's so quiet. It's like complete silence.\Wrong.\There is sound here.\The sound of the bugs crawling through the earth. response:	The creatures that squirm through the dirt.
context: Mikono...\Amata!\It's dark. I can't see a thing.\It's so quiet. It's like complete silence.\Wrong.\There is sound here.\The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt. response:	I can feel the worms creeping at me, trying to get me...
context: Amata!\It's dark. I can't see a thing.\It's so quiet. It's like complete silence.\Wrong.\There is sound here.\The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me... response:	I'm going to... I'm going to...
context: It's dark. I can't see a thing.\It's so quiet. It's like complete silence.\Wrong.\There is sound here.\The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to... response:	I'm going to turn into dust and break apart...
context: It's so quiet. It's like complete silence.\Wrong.\There is sound here.\The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to...\I'm going to turn into dust and break apart... response:	My body is rotting away...
context: Wrong.\There is sound here.\The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to...\I'm going to turn into dust and break apart...\My body is rotting away... response:	Rot away... and return to the earth...
context: There is sound here.\The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to...\I'm going to turn into dust and break apart...\My body is rotting away...\Rot away... and return to the earth... response:	Where I'll be one with Jin again...
context: The sound of the bugs crawling through the earth.\The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to...\I'm going to turn into dust and break apart...\My body is rotting away...\Rot away... and return to the earth...\Where I'll be one with Jin again... response:	I'm so scared... I'm going to go back to the earth...
context: The creatures that squirm through the dirt.\I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to...\I'm going to turn into dust and break apart...\My body is rotting away...\Rot away... and return to the earth...\Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth... response:	At this rate, I'll never see the surface again...
context: I can feel the worms creeping at me, trying to get me...\I'm going to... I'm going to...\I'm going to turn into dust and break apart...\My body is rotting away...\Rot away... and return to the earth...\Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again... response:	Don't be afraid!
context: I'm going to... I'm going to...\I'm going to turn into dust and break apart...\My body is rotting away...\Rot away... and return to the earth...\Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again...\Don't be afraid! response:	I am afraid!
context: I'm going to turn into dust and break apart...\My body is rotting away...\Rot away... and return to the earth...\Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again...\Don't be afraid!\I am afraid! response:	Don't be afraid of this hole.
context: My body is rotting away...\Rot away... and return to the earth...\Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again...\Don't be afraid!\I am afraid!\Don't be afraid of this hole. response:	I can't!
context: Rot away... and return to the earth...\Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again...\Don't be afraid!\I am afraid!\Don't be afraid of this hole.\I can't! response:	I can't do it.
context: Where I'll be one with Jin again...\I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again...\Don't be afraid!\I am afraid!\Don't be afraid of this hole.\I can't!\I can't do it. response:	This is impossible!
context: I'm so scared... I'm going to go back to the earth...\At this rate, I'll never see the surface again...\Don't be afraid!\I am afraid!\Don't be afraid of this hole.\I can't!\I can't do it.\This is impossible! response:	High Commander!
context: At this rate, I'll never see the surface again...\Don't be afraid!\I am afraid!\Don't be afraid of this hole.\I can't!\I can't do it.\This is impossible!\High Commander! response:	This is too much!
context: Don't be afraid!\I am afraid!\Don't be afraid of this hole.\I can't!\I can't do it.\This is impossible!\High Commander!\This is too much! response:	Silence!
context: I am afraid!\Don't be afraid of this hole.\I can't!\I can't do it.\This is impossible!\High Commander!\This is too much!\Silence! response:	Well, well. The little Wingless are struggling in the darkness.
context: Don't be afraid of this hole.\I can't!\I can't do it.\This is impossible!\High Commander!\This is too much!\Silence!\Well, well. The little Wingless are struggling in the darkness. response:	Kagura, you want to join them, don't you?
context: I can't!\I can't do it.\This is impossible!\High Commander!\This is too much!\Silence!\Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you? response:	To take the same journey to Hades?
context: I can't do it.\This is impossible!\High Commander!\This is too much!\Silence!\Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you?\To take the same journey to Hades? response:	Rest in peace, Kagura...
context: This is impossible!\High Commander!\This is too much!\Silence!\Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you?\To take the same journey to Hades?\Rest in peace, Kagura... response:	Rest in peace.
context: High Commander!\This is too much!\Silence!\Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you?\To take the same journey to Hades?\Rest in peace, Kagura...\Rest in peace. response:	No matter how hard it gets, I can't leave!
context: This is too much!\Silence!\Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you?\To take the same journey to Hades?\Rest in peace, Kagura...\Rest in peace.\No matter how hard it gets, I can't leave! response:	Andy dug this hole.
context: Silence!\Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you?\To take the same journey to Hades?\Rest in peace, Kagura...\Rest in peace.\No matter how hard it gets, I can't leave!\Andy dug this hole. response:	I dug this hole.
context: Well, well. The little Wingless are struggling in the darkness.\Kagura, you want to join them, don't you?\To take the same journey to Hades?\Rest in peace, Kagura...\Rest in peace.\No matter how hard it gets, I can't leave!\Andy dug this hole.\I dug this hole. response:	If I remember that, I won't be scared.
context: Kagura, you want to join them, don't you?\To take the same journey to Hades?\Rest in peace, Kagura...\Rest in peace.\No matter how hard it gets, I can't leave!\Andy dug this hole.\I dug this hole.\If I remember that, I won't be scared. response:	Even if I can't see...
context: To take the same journey to Hades?\Rest in peace, Kagura...\Rest in peace.\No matter how hard it gets, I can't leave!\Andy dug this hole.\I dug this hole.\If I remember that, I won't be scared.\Even if I can't see... response:	I can't see anything.
context: Rest in peace, Kagura...\Rest in peace.\No matter how hard it gets, I can't leave!\Andy dug this hole.\I dug this hole.\If I remember that, I won't be scared.\Even if I can't see...\I can't see anything. response:	Not even through my Prophecy of Despair.
context: Rest in peace.\No matter how hard it gets, I can't leave!\Andy dug this hole.\I dug this hole.\If I remember that, I won't be scared.\Even if I can't see...\I can't see anything.\Not even through my Prophecy of Despair. response:	Why did I see that?
context: No matter how hard it gets, I can't leave!\Andy dug this hole.\I dug this hole.\If I remember that, I won't be scared.\Even if I can't see...\I can't see anything.\Not even through my Prophecy of Despair.\Why did I see that? response:	If Mikono is the reincarnation of Sylvie...
context: Andy dug this hole.\I dug this hole.\If I remember that, I won't be scared.\Even if I can't see...\I can't see anything.\Not even through my Prophecy of Despair.\Why did I see that?\If Mikono is the reincarnation of Sylvie... response:	then she's not going to choose you, Amata.
context: I dug this hole.\If I remember that, I won't be scared.\Even if I can't see...\I can't see anything.\Not even through my Prophecy of Despair.\Why did I see that?\If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata. response:	I wasn't chosen.
context: If I remember that, I won't be scared.\Even if I can't see...\I can't see anything.\Not even through my Prophecy of Despair.\Why did I see that?\If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata.\I wasn't chosen. response:	She left me behind, and I wanted to die.
context: Even if I can't see...\I can't see anything.\Not even through my Prophecy of Despair.\Why did I see that?\If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata.\I wasn't chosen.\She left me behind, and I wanted to die. response:	I think I want to die.
context: I can't see anything.\Not even through my Prophecy of Despair.\Why did I see that?\If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata.\I wasn't chosen.\She left me behind, and I wanted to die.\I think I want to die. response:	If Jin's not in this world anymore...
context: Not even through my Prophecy of Despair.\Why did I see that?\If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata.\I wasn't chosen.\She left me behind, and I wanted to die.\I think I want to die.\If Jin's not in this world anymore... response:	then I don't want to be in it!
context: Why did I see that?\If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata.\I wasn't chosen.\She left me behind, and I wanted to die.\I think I want to die.\If Jin's not in this world anymore...\then I don't want to be in it! response:	Yunoha!
context: If Mikono is the reincarnation of Sylvie...\then she's not going to choose you, Amata.\I wasn't chosen.\She left me behind, and I wanted to die.\I think I want to die.\If Jin's not in this world anymore...\then I don't want to be in it!\Yunoha! response:	Yunoha's aura is vanishing!
context: then she's not going to choose you, Amata.\I wasn't chosen.\She left me behind, and I wanted to die.\I think I want to die.\If Jin's not in this world anymore...\then I don't want to be in it!\Yunoha!\Yunoha's aura is vanishing! response:	Amata's power of flight.
context: I wasn't chosen.\She left me behind, and I wanted to die.\I think I want to die.\If Jin's not in this world anymore...\then I don't want to be in it!\Yunoha!\Yunoha's aura is vanishing!\Amata's power of flight. response:	Zessica's power of distortion.
context: She left me behind, and I wanted to die.\I think I want to die.\If Jin's not in this world anymore...\then I don't want to be in it!\Yunoha!\Yunoha's aura is vanishing!\Amata's power of flight.\Zessica's power of distortion. response:	Shrade's sound. Cayenne's despair.
context: I think I want to die.\If Jin's not in this world anymore...\then I don't want to be in it!\Yunoha!\Yunoha's aura is vanishing!\Amata's power of flight.\Zessica's power of distortion.\Shrade's sound. Cayenne's despair. response:	And Yunoha's power of erasure.
context: If Jin's not in this world anymore...\then I don't want to be in it!\Yunoha!\Yunoha's aura is vanishing!\Amata's power of flight.\Zessica's power of distortion.\Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure. response:	Their thoughts are going out of control.
context: then I don't want to be in it!\Yunoha!\Yunoha's aura is vanishing!\Amata's power of flight.\Zessica's power of distortion.\Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure.\Their thoughts are going out of control. response:	If it continues...
context: Yunoha!\Yunoha's aura is vanishing!\Amata's power of flight.\Zessica's power of distortion.\Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure.\Their thoughts are going out of control.\If it continues... response:	No! Yunoha!
context: Yunoha's aura is vanishing!\Amata's power of flight.\Zessica's power of distortion.\Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure.\Their thoughts are going out of control.\If it continues...\No! Yunoha! response:	Don't do it, Mikono!
context: Amata's power of flight.\Zessica's power of distortion.\Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure.\Their thoughts are going out of control.\If it continues...\No! Yunoha!\Don't do it, Mikono! response:	We finally became friends! We finally connected!
context: Zessica's power of distortion.\Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure.\Their thoughts are going out of control.\If it continues...\No! Yunoha!\Don't do it, Mikono!\We finally became friends! We finally connected! response:	So why?
context: Shrade's sound. Cayenne's despair.\And Yunoha's power of erasure.\Their thoughts are going out of control.\If it continues...\No! Yunoha!\Don't do it, Mikono!\We finally became friends! We finally connected!\So why? response:	Come back! Please!
context: And Yunoha's power of erasure.\Their thoughts are going out of control.\If it continues...\No! Yunoha!\Don't do it, Mikono!\We finally became friends! We finally connected!\So why?\Come back! Please! response:	I can't.
