context: Mameshiba response:	-OP-
context: It stinks! Makes even my eyes water...\It's fertilizer made by mixing cow manure and water.\Cow manure...\I'm not good at digging deep holes like this, thanks for helping me!\Thanks for helping?! First you call me a demon, then you make me work for you!\I'm sorry. You just surprised me earlier.\Let's make up.\I didn't know you were actually a nice guy. response:	Nice... I dunno about that, but...
context: It's fertilizer made by mixing cow manure and water.\Cow manure...\I'm not good at digging deep holes like this, thanks for helping me!\Thanks for helping?! First you call me a demon, then you make me work for you!\I'm sorry. You just surprised me earlier.\Let's make up.\I didn't know you were actually a nice guy.\Nice... I dunno about that, but... response:	I'm glad!
context: Cow manure...\I'm not good at digging deep holes like this, thanks for helping me!\Thanks for helping?! First you call me a demon, then you make me work for you!\I'm sorry. You just surprised me earlier.\Let's make up.\I didn't know you were actually a nice guy.\Nice... I dunno about that, but...\I'm glad! response:	I'm Shiemi Moriyama. What's your name?
context: I'm not good at digging deep holes like this, thanks for helping me!\Thanks for helping?! First you call me a demon, then you make me work for you!\I'm sorry. You just surprised me earlier.\Let's make up.\I didn't know you were actually a nice guy.\Nice... I dunno about that, but...\I'm glad!\I'm Shiemi Moriyama. What's your name? response:	R-Rin Okumura.
context: Thanks for helping?! First you call me a demon, then you make me work for you!\I'm sorry. You just surprised me earlier.\Let's make up.\I didn't know you were actually a nice guy.\Nice... I dunno about that, but...\I'm glad!\I'm Shiemi Moriyama. What's your name?\R-Rin Okumura. response:	Hey! Didn't she touch poo just earlier?!
context: I'm sorry. You just surprised me earlier.\Let's make up.\I didn't know you were actually a nice guy.\Nice... I dunno about that, but...\I'm glad!\I'm Shiemi Moriyama. What's your name?\R-Rin Okumura.\Hey! Didn't she touch poo just earlier?! response:	This garden used to be my Granny's.
context: Let's make up.\I didn't know you were actually a nice guy.\Nice... I dunno about that, but...\I'm glad!\I'm Shiemi Moriyama. What's your name?\R-Rin Okumura.\Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's. response:	She taught me a lot of things here.
context: I didn't know you were actually a nice guy.\Nice... I dunno about that, but...\I'm glad!\I'm Shiemi Moriyama. What's your name?\R-Rin Okumura.\Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's.\She taught me a lot of things here. response:	I really like this garden, and I loved Granny...
context: Nice... I dunno about that, but...\I'm glad!\I'm Shiemi Moriyama. What's your name?\R-Rin Okumura.\Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's.\She taught me a lot of things here.\I really like this garden, and I loved Granny... response:	But she died this winter in an accident.
context: I'm glad!\I'm Shiemi Moriyama. What's your name?\R-Rin Okumura.\Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's.\She taught me a lot of things here.\I really like this garden, and I loved Granny...\But she died this winter in an accident. response:	I'm sure she's gone ahead to the Garden of Amahara.
context: I'm Shiemi Moriyama. What's your name?\R-Rin Okumura.\Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's.\She taught me a lot of things here.\I really like this garden, and I loved Granny...\But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara. response:	It'd be great if she had...
context: R-Rin Okumura.\Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's.\She taught me a lot of things here.\I really like this garden, and I loved Granny...\But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had... response:	The Garden of Amahara?
context: Hey! Didn't she touch poo just earlier?!\This garden used to be my Granny's.\She taught me a lot of things here.\I really like this garden, and I loved Granny...\But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had...\The Garden of Amahara? response:	It's a place where God has gathered all the plants and flowers of the world.
context: This garden used to be my Granny's.\She taught me a lot of things here.\I really like this garden, and I loved Granny...\But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had...\The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world. response:	I know it's just a children's story but
context: She taught me a lot of things here.\I really like this garden, and I loved Granny...\But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had...\The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but response:	if the Garden of Amahara really existed
context: I really like this garden, and I loved Granny...\But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had...\The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but\if the Garden of Amahara really existed response:	you could find all the grass and flowers and trees there.
context: But she died this winter in an accident.\I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had...\The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but\if the Garden of Amahara really existed\you could find all the grass and flowers and trees there. response:	I would really like to go and see it.
context: I'm sure she's gone ahead to the Garden of Amahara.\It'd be great if she had...\The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but\if the Garden of Amahara really existed\you could find all the grass and flowers and trees there.\I would really like to go and see it. response:	Brother!
context: It'd be great if she had...\The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but\if the Garden of Amahara really existed\you could find all the grass and flowers and trees there.\I would really like to go and see it.\Brother! response:	What are you doing here?
context: The Garden of Amahara?\It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but\if the Garden of Amahara really existed\you could find all the grass and flowers and trees there.\I would really like to go and see it.\Brother!\What are you doing here? response:	You mustn't let your guard down!
context: It's a place where God has gathered all the plants and flowers of the world.\I know it's just a children's story but\if the Garden of Amahara really existed\you could find all the grass and flowers and trees there.\I would really like to go and see it.\Brother!\What are you doing here?\You mustn't let your guard down! response:	Hey, Yukio!
context: I know it's just a children's story but\if the Garden of Amahara really existed\you could find all the grass and flowers and trees there.\I would really like to go and see it.\Brother!\What are you doing here?\You mustn't let your guard down!\Hey, Yukio! response:	Yuki!
context: if the Garden of Amahara really existed\you could find all the grass and flowers and trees there.\I would really like to go and see it.\Brother!\What are you doing here?\You mustn't let your guard down!\Hey, Yukio!\Yuki! response:	Yuki?!
context: you could find all the grass and flowers and trees there.\I would really like to go and see it.\Brother!\What are you doing here?\You mustn't let your guard down!\Hey, Yukio!\Yuki!\Yuki?! response:	Do you know each other?
context: I would really like to go and see it.\Brother!\What are you doing here?\You mustn't let your guard down!\Hey, Yukio!\Yuki!\Yuki?!\Do you know each other? response:	She's the daughter of the owner of this shop. I come here often.
context: Brother!\What are you doing here?\You mustn't let your guard down!\Hey, Yukio!\Yuki!\Yuki?!\Do you know each other?\She's the daughter of the owner of this shop. I come here often. response:	Hello, Shiemi.
context: What are you doing here?\You mustn't let your guard down!\Hey, Yukio!\Yuki!\Yuki?!\Do you know each other?\She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi. response:	H-Hello.
context: You mustn't let your guard down!\Hey, Yukio!\Yuki!\Yuki?!\Do you know each other?\She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi.\H-Hello. response:	This is my older twin brother.
context: Hey, Yukio!\Yuki!\Yuki?!\Do you know each other?\She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi.\H-Hello.\This is my older twin brother. response:	But you look like you're the older one!
context: Yuki!\Yuki?!\Do you know each other?\She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi.\H-Hello.\This is my older twin brother.\But you look like you're the older one! response:	In truth I'm more like a big brother than he is.
context: Yuki?!\Do you know each other?\She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi.\H-Hello.\This is my older twin brother.\But you look like you're the older one!\In truth I'm more like a big brother than he is. response:	He's the older brother only formally.
context: Do you know each other?\She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi.\H-Hello.\This is my older twin brother.\But you look like you're the older one!\In truth I'm more like a big brother than he is.\He's the older brother only formally. response:	What the hell do you mean formally?!
context: She's the daughter of the owner of this shop. I come here often.\Hello, Shiemi.\H-Hello.\This is my older twin brother.\But you look like you're the older one!\In truth I'm more like a big brother than he is.\He's the older brother only formally.\What the hell do you mean formally?! response:	Shiemi. He would like to take a look at your legs.
context: Hello, Shiemi.\H-Hello.\This is my older twin brother.\But you look like you're the older one!\In truth I'm more like a big brother than he is.\He's the older brother only formally.\What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs. response:	Mom! I don't have anything to do with demons!
context: H-Hello.\This is my older twin brother.\But you look like you're the older one!\In truth I'm more like a big brother than he is.\He's the older brother only formally.\What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons! response:	It's just to be certain.
context: This is my older twin brother.\But you look like you're the older one!\In truth I'm more like a big brother than he is.\He's the older brother only formally.\What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons!\It's just to be certain. response:	If I don't find anything in my examination then there's no need to do anything.
context: But you look like you're the older one!\In truth I'm more like a big brother than he is.\He's the older brother only formally.\What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons!\It's just to be certain.\If I don't find anything in my examination then there's no need to do anything. response:	Will you let me see?
context: In truth I'm more like a big brother than he is.\He's the older brother only formally.\What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons!\It's just to be certain.\If I don't find anything in my examination then there's no need to do anything.\Will you let me see? response:	Excuse me.
context: He's the older brother only formally.\What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons!\It's just to be certain.\If I don't find anything in my examination then there's no need to do anything.\Will you let me see?\Excuse me. response:	Roots.
context: What the hell do you mean formally?!\Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons!\It's just to be certain.\If I don't find anything in my examination then there's no need to do anything.\Will you let me see?\Excuse me.\Roots. response:	Roots?
context: Shiemi. He would like to take a look at your legs.\Mom! I don't have anything to do with demons!\It's just to be certain.\If I don't find anything in my examination then there's no need to do anything.\Will you let me see?\Excuse me.\Roots.\Roots? response:	It's a Spirit Wound.
context: Mom! I don't have anything to do with demons!\It's just to be certain.\If I don't find anything in my examination then there's no need to do anything.\Will you let me see?\Excuse me.\Roots.\Roots?\It's a Spirit Wound. response:	This is definitely the work of a demon.
context: It's just to be certain.\If I don't find anything in my examination then there's no need to do anything.\Will you let me see?\Excuse me.\Roots.\Roots?\It's a Spirit Wound.\This is definitely the work of a demon. response:	But...
context: If I don't find anything in my examination then there's no need to do anything.\Will you let me see?\Excuse me.\Roots.\Roots?\It's a Spirit Wound.\This is definitely the work of a demon.\But... response:	Then is Shiemi-
context: Will you let me see?\Excuse me.\Roots.\Roots?\It's a Spirit Wound.\This is definitely the work of a demon.\But...\Then is Shiemi- response:	No, she's not possessed.
context: Excuse me.\Roots.\Roots?\It's a Spirit Wound.\This is definitely the work of a demon.\But...\Then is Shiemi-\No, she's not possessed. response:	This isn't a demon that is capable of possessing a human.
context: Roots.\Roots?\It's a Spirit Wound.\This is definitely the work of a demon.\But...\Then is Shiemi-\No, she's not possessed.\This isn't a demon that is capable of possessing a human. response:	It has possessed a plant here in the garden.
context: Roots?\It's a Spirit Wound.\This is definitely the work of a demon.\But...\Then is Shiemi-\No, she's not possessed.\This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden. response:	Maybe a Dokkalfar, a Green Man or an Ent.
context: It's a Spirit Wound.\This is definitely the work of a demon.\But...\Then is Shiemi-\No, she's not possessed.\This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent. response:	Some sort of low level demon that possesses the vegetation and
context: This is definitely the work of a demon.\But...\Then is Shiemi-\No, she's not possessed.\This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and response:	has reached a crack in Shiemi's heart through her legs.
context: But...\Then is Shiemi-\No, she's not possessed.\This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs. response:	Its real body is somewhere in this garden.
context: Then is Shiemi-\No, she's not possessed.\This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden. response:	Shiemi, demons usually take advantage of finding a gap to enter by talking to people.
context: No, she's not possessed.\This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people. response:	You must have talked to one.
context: This isn't a demon that is capable of possessing a human.\It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one. response:	Do you remember something like that?
context: It has possessed a plant here in the garden.\Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one.\Do you remember something like that? response:	I've not talked to a demon...
context: Maybe a Dokkalfar, a Green Man or an Ent.\Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one.\Do you remember something like that?\I've not talked to a demon... response:	Shiemi! Leave this garden already!
context: Some sort of low level demon that possesses the vegetation and\has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one.\Do you remember something like that?\I've not talked to a demon...\Shiemi! Leave this garden already! response:	I don't care how much you prized your Granny,
context: has reached a crack in Shiemi's heart through her legs.\Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one.\Do you remember something like that?\I've not talked to a demon...\Shiemi! Leave this garden already!\I don't care how much you prized your Granny, response:	it isn't worth destroying your health to protect this garden.
context: Its real body is somewhere in this garden.\Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one.\Do you remember something like that?\I've not talked to a demon...\Shiemi! Leave this garden already!\I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden. response:	Don't talk like that about the garden!
context: Shiemi, demons usually take advantage of finding a gap to enter by talking to people.\You must have talked to one.\Do you remember something like that?\I've not talked to a demon...\Shiemi! Leave this garden already!\I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden! response:	This garden was Granny's treasure!
context: You must have talked to one.\Do you remember something like that?\I've not talked to a demon...\Shiemi! Leave this garden already!\I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden!\This garden was Granny's treasure! response:	I hate you, Mom!
context: Do you remember something like that?\I've not talked to a demon...\Shiemi! Leave this garden already!\I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden!\This garden was Granny's treasure!\I hate you, Mom! response:	Shiemi!
context: I've not talked to a demon...\Shiemi! Leave this garden already!\I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden!\This garden was Granny's treasure!\I hate you, Mom!\Shiemi! response:	Shiemi!
context: Shiemi! Leave this garden already!\I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden!\This garden was Granny's treasure!\I hate you, Mom!\Shiemi!\Shiemi! response:	Shiemi. When the moon is waxing you plant the root crops,
context: I don't care how much you prized your Granny,\it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden!\This garden was Granny's treasure!\I hate you, Mom!\Shiemi!\Shiemi!\Shiemi. When the moon is waxing you plant the root crops, response:	and when it's waning you plant the leaf crops.
context: it isn't worth destroying your health to protect this garden.\Don't talk like that about the garden!\This garden was Granny's treasure!\I hate you, Mom!\Shiemi!\Shiemi!\Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops. response:	Yes!
context: Don't talk like that about the garden!\This garden was Granny's treasure!\I hate you, Mom!\Shiemi!\Shiemi!\Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops.\Yes! response:	You really like grass and flowers, don't you Shiemi?
context: This garden was Granny's treasure!\I hate you, Mom!\Shiemi!\Shiemi!\Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops.\Yes!\You really like grass and flowers, don't you Shiemi? response:	Yes! And I love you Granny! Let's always be together!
context: I hate you, Mom!\Shiemi!\Shiemi!\Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops.\Yes!\You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together! response:	It may not seem like it,
context: Shiemi!\Shiemi!\Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops.\Yes!\You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together!\It may not seem like it, response:	but the demon is sucking her energy through her legs.
context: Shiemi!\Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops.\Yes!\You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together!\It may not seem like it,\but the demon is sucking her energy through her legs. response:	If we don't stop it soon, her life may be in danger.
context: Shiemi. When the moon is waxing you plant the root crops,\and when it's waning you plant the leaf crops.\Yes!\You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together!\It may not seem like it,\but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger. response:	Why is there such a room inside a warehouse?
context: and when it's waning you plant the leaf crops.\Yes!\You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together!\It may not seem like it,\but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse? response:	Her grandmother lived in this warehouse.
context: Yes!\You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together!\It may not seem like it,\but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse. response:	After she passed away Shiemi has secluded herself in there.
context: You really like grass and flowers, don't you Shiemi?\Yes! And I love you Granny! Let's always be together!\It may not seem like it,\but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there. response:	Like she wants to be a part of the garden.
context: Yes! And I love you Granny! Let's always be together!\It may not seem like it,\but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden. response:	That was also when her legs started deteriorating.
context: It may not seem like it,\but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden.\That was also when her legs started deteriorating. response:	She's just like her grandmother who had bad legs, too.
context: but the demon is sucking her energy through her legs.\If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden.\That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too. response:	Did this place have something to do with why you're fighting?
context: If we don't stop it soon, her life may be in danger.\Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden.\That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting? response:	Even now, her grandmother seems to be the only thing she's thinking of.
context: Why is there such a room inside a warehouse?\Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden.\That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of. response:	That might be it...
context: Her grandmother lived in this warehouse.\After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden.\That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of.\That might be it... response:	I'm no good as a mother, and just as bad as a daughter.
context: After she passed away Shiemi has secluded herself in there.\Like she wants to be a part of the garden.\That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of.\That might be it...\I'm no good as a mother, and just as bad as a daughter. response:	Shiemi's been frail ever since she was little so she never went to school.
context: Like she wants to be a part of the garden.\That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of.\That might be it...\I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school. response:	I was always busy with the store so her grandmother took care of her instead.
context: That was also when her legs started deteriorating.\She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of.\That might be it...\I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead. response:	So Shiemi got very attached to her grandmother.
context: She's just like her grandmother who had bad legs, too.\Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of.\That might be it...\I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother. response:	And yet, I always found that so enviable...
context: Did this place have something to do with why you're fighting?\Even now, her grandmother seems to be the only thing she's thinking of.\That might be it...\I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable... response:	Well, you get what you deserve when even your own child has had enough of you.
context: Even now, her grandmother seems to be the only thing she's thinking of.\That might be it...\I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you. response:	It's way too late to try and act like a mother now and start worrying about her.
context: That might be it...\I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her. response:	That way of thinking is a prime target for a demon to get in.
context: I'm no good as a mother, and just as bad as a daughter.\Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in. response:	They take advantage of the weaknesses in people's hearts.
context: Shiemi's been frail ever since she was little so she never went to school.\I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts. response:	Shiemi!
context: I was always busy with the store so her grandmother took care of her instead.\So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts.\Shiemi! response:	Shiemi! Won't you help me a bit?
context: So Shiemi got very attached to her grandmother.\And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts.\Shiemi!\Shiemi! Won't you help me a bit? response:	The night is going to be cold.
context: And yet, I always found that so enviable...\Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts.\Shiemi!\Shiemi! Won't you help me a bit?\The night is going to be cold. response:	I need to cover the grapes.
context: Well, you get what you deserve when even your own child has had enough of you.\It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts.\Shiemi!\Shiemi! Won't you help me a bit?\The night is going to be cold.\I need to cover the grapes. response:	Granny! I'm going to go look for the Garden of Amahara!
context: It's way too late to try and act like a mother now and start worrying about her.\That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts.\Shiemi!\Shiemi! Won't you help me a bit?\The night is going to be cold.\I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara! response:	I've saved up some money! Look!
context: That way of thinking is a prime target for a demon to get in.\They take advantage of the weaknesses in people's hearts.\Shiemi!\Shiemi! Won't you help me a bit?\The night is going to be cold.\I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look! response:	Maybe there's enough to travel around the world!
context: They take advantage of the weaknesses in people's hearts.\Shiemi!\Shiemi! Won't you help me a bit?\The night is going to be cold.\I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look!\Maybe there's enough to travel around the world! response:	You're going out?
context: Shiemi!\Shiemi! Won't you help me a bit?\The night is going to be cold.\I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look!\Maybe there's enough to travel around the world!\You're going out? response:	Go on then!
context: Shiemi! Won't you help me a bit?\The night is going to be cold.\I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look!\Maybe there's enough to travel around the world!\You're going out?\Go on then! response:	But I don't think there's enough in that purse to travel around the world.
context: The night is going to be cold.\I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look!\Maybe there's enough to travel around the world!\You're going out?\Go on then!\But I don't think there's enough in that purse to travel around the world. response:	I thought so...
context: I need to cover the grapes.\Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look!\Maybe there's enough to travel around the world!\You're going out?\Go on then!\But I don't think there's enough in that purse to travel around the world.\I thought so... response:	Go search for it somewhere nearby today.
context: Granny! I'm going to go look for the Garden of Amahara!\I've saved up some money! Look!\Maybe there's enough to travel around the world!\You're going out?\Go on then!\But I don't think there's enough in that purse to travel around the world.\I thought so...\Go search for it somewhere nearby today. response:	I'll cover the grapes when I'm back, I promise!
context: I've saved up some money! Look!\Maybe there's enough to travel around the world!\You're going out?\Go on then!\But I don't think there's enough in that purse to travel around the world.\I thought so...\Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise! response:	Don't worry about it. Be careful!
context: Maybe there's enough to travel around the world!\You're going out?\Go on then!\But I don't think there's enough in that purse to travel around the world.\I thought so...\Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful! response:	Come back before it gets dark, okay?
context: You're going out?\Go on then!\But I don't think there's enough in that purse to travel around the world.\I thought so...\Go search for it somewhere nearby today.\I'll cover the grapes when I'm back, I promise!\Don't worry about it. Be careful!\Come back before it gets dark, okay? response:	Granny...
