context: JoJo's Bizarre Adventure response:	Diamond is Unbreakable
context: Yup, there sure is. Two, in fact... Me and you.\Anyway, is there a vending machine nearby? I need a drink.\Wh-What is this? They're not footsteps.\Hands? Hand prints?\Oh my God! Josuke, the Stand just laughed!\See? Right here! On top of the sand!\There's no way I'm letting him see my mom.\Now he's seeing and hearing things. response:	This is concrete!
context: Anyway, is there a vending machine nearby? I need a drink.\Wh-What is this? They're not footsteps.\Hands? Hand prints?\Oh my God! Josuke, the Stand just laughed!\See? Right here! On top of the sand!\There's no way I'm letting him see my mom.\Now he's seeing and hearing things.\This is concrete! response:	Where did it go? Where is it? It's gone!
context: Wh-What is this? They're not footsteps.\Hands? Hand prints?\Oh my God! Josuke, the Stand just laughed!\See? Right here! On top of the sand!\There's no way I'm letting him see my mom.\Now he's seeing and hearing things.\This is concrete!\Where did it go? Where is it? It's gone! response:	Where did you go? It's gone!
context: Hands? Hand prints?\Oh my God! Josuke, the Stand just laughed!\See? Right here! On top of the sand!\There's no way I'm letting him see my mom.\Now he's seeing and hearing things.\This is concrete!\Where did it go? Where is it? It's gone!\Where did you go? It's gone! response:	Great. This old man is seriously bad news.
context: Oh my God! Josuke, the Stand just laughed!\See? Right here! On top of the sand!\There's no way I'm letting him see my mom.\Now he's seeing and hearing things.\This is concrete!\Where did it go? Where is it? It's gone!\Where did you go? It's gone!\Great. This old man is seriously bad news. response:	Hermit Purple!
context: See? Right here! On top of the sand!\There's no way I'm letting him see my mom.\Now he's seeing and hearing things.\This is concrete!\Where did it go? Where is it? It's gone!\Where did you go? It's gone!\Great. This old man is seriously bad news.\Hermit Purple! response:	Get out of here, you mutt! Shoo! Shoo!
context: There's no way I'm letting him see my mom.\Now he's seeing and hearing things.\This is concrete!\Where did it go? Where is it? It's gone!\Where did you go? It's gone!\Great. This old man is seriously bad news.\Hermit Purple!\Get out of here, you mutt! Shoo! Shoo! response:	Do you hear something crying?
context: Now he's seeing and hearing things.\This is concrete!\Where did it go? Where is it? It's gone!\Where did you go? It's gone!\Great. This old man is seriously bad news.\Hermit Purple!\Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying? response:	It's right here, Josuke.
context: This is concrete!\Where did it go? Where is it? It's gone!\Where did you go? It's gone!\Great. This old man is seriously bad news.\Hermit Purple!\Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying?\It's right here, Josuke. response:	A baby! There's a naked baby right here.
context: Where did it go? Where is it? It's gone!\Where did you go? It's gone!\Great. This old man is seriously bad news.\Hermit Purple!\Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying?\It's right here, Josuke.\A baby! There's a naked baby right here. response:	I can tell when I'm touching it. It's invisible!
context: Where did you go? It's gone!\Great. This old man is seriously bad news.\Hermit Purple!\Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying?\It's right here, Josuke.\A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible! response:	What?!
context: Great. This old man is seriously bad news.\Hermit Purple!\Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying?\It's right here, Josuke.\A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible!\What?! response:	I-It's there!
context: Hermit Purple!\Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying?\It's right here, Josuke.\A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible!\What?!\I-It's there! response:	It's really there!
context: Get out of here, you mutt! Shoo! Shoo!\Do you hear something crying?\It's right here, Josuke.\A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible!\What?!\I-It's there!\It's really there! response:	It's all squishy.
context: Do you hear something crying?\It's right here, Josuke.\A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible!\What?!\I-It's there!\It's really there!\It's all squishy. response:	Well, I'll be damned.
context: It's right here, Josuke.\A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible!\What?!\I-It's there!\It's really there!\It's all squishy.\Well, I'll be damned. response:	It's an invisible baby!
context: A baby! There's a naked baby right here.\I can tell when I'm touching it. It's invisible!\What?!\I-It's there!\It's really there!\It's all squishy.\Well, I'll be damned.\It's an invisible baby! response:	It feels like it's only about six months old or so.
context: I can tell when I'm touching it. It's invisible!\What?!\I-It's there!\It's really there!\It's all squishy.\Well, I'll be damned.\It's an invisible baby!\It feels like it's only about six months old or so. response:	But how did a baby turn invisible out here?
context: What?!\I-It's there!\It's really there!\It's all squishy.\Well, I'll be damned.\It's an invisible baby!\It feels like it's only about six months old or so.\But how did a baby turn invisible out here? response:	I'm assuming it's a Stand ability, but...
context: I-It's there!\It's really there!\It's all squishy.\Well, I'll be damned.\It's an invisible baby!\It feels like it's only about six months old or so.\But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but... response:	There are a lot of questions, like, Why did the enemy
context: It's really there!\It's all squishy.\Well, I'll be damned.\It's an invisible baby!\It feels like it's only about six months old or so.\But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy response:	Stand user make it invisible, and Where is its mom?
context: It's all squishy.\Well, I'll be damned.\It's an invisible baby!\It feels like it's only about six months old or so.\But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom? response:	Josuke, I think the baby is actually the Stand user.
context: Well, I'll be damned.\It's an invisible baby!\It feels like it's only about six months old or so.\But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user. response:	It's a Stand user without realizing it.
context: It's an invisible baby!\It feels like it's only about six months old or so.\But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it. response:	Because it's been separated from its mother, it instinctively went invisible.
context: It feels like it's only about six months old or so.\But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible. response:	Huh?
context: But how did a baby turn invisible out here?\I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible.\Huh? response:	Even adults can develop ulcers, spot baldness, and gray hair
context: I'm assuming it's a Stand ability, but...\There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible.\Huh?\Even adults can develop ulcers, spot baldness, and gray hair response:	before they realize it for psychological reasons, right?
context: There are a lot of questions, like, Why did the enemy\Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible.\Huh?\Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right? response:	I believe that finding its mother will be the way to solve this.
context: Stand user make it invisible, and Where is its mom?\Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible.\Huh?\Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this. response:	H-Hey, just hurry up and make it stop crying.
context: Josuke, I think the baby is actually the Stand user.\It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible.\Huh?\Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying. response:	I-I'm not really sure what to do, either.
context: It's a Stand user without realizing it.\Because it's been separated from its mother, it instinctively went invisible.\Huh?\Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either. response:	I did something similar to this, but that was a very long time ago.
context: Because it's been separated from its mother, it instinctively went invisible.\Huh?\Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago. response:	There, there...
context: Huh?\Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago.\There, there... response:	Th-This is...
context: Even adults can develop ulcers, spot baldness, and gray hair\before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago.\There, there...\Th-This is... response:	Did you figure something out?
context: before they realize it for psychological reasons, right?\I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago.\There, there...\Th-This is...\Did you figure something out? response:	Yes, when I just touched it now.
context: I believe that finding its mother will be the way to solve this.\H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago.\There, there...\Th-This is...\Did you figure something out?\Yes, when I just touched it now. response:	It's a little girl.
context: H-Hey, just hurry up and make it stop crying.\I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago.\There, there...\Th-This is...\Did you figure something out?\Yes, when I just touched it now.\It's a little girl. response:	Right, the way to tell if it's a boy or a girl is between the legs!
context: I-I'm not really sure what to do, either.\I did something similar to this, but that was a very long time ago.\There, there...\Th-This is...\Did you figure something out?\Yes, when I just touched it now.\It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs! response:	Did you find out something else?
context: I did something similar to this, but that was a very long time ago.\There, there...\Th-This is...\Did you figure something out?\Yes, when I just touched it now.\It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else? response:	Josuke,
context: There, there...\Th-This is...\Did you figure something out?\Yes, when I just touched it now.\It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else?\Josuke, response:	do you have any tissues?
context: Th-This is...\Did you figure something out?\Yes, when I just touched it now.\It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else?\Josuke,\do you have any tissues? response:	Th-That smell...
context: Did you figure something out?\Yes, when I just touched it now.\It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else?\Josuke,\do you have any tissues?\Th-That smell... response:	I-Is there one on your hand? A huge one?
context: Yes, when I just touched it now.\It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else?\Josuke,\do you have any tissues?\Th-That smell...\I-Is there one on your hand? A huge one? response:	I-It's invisible, so I couldn't tell for sure until I could smell it.
context: It's a little girl.\Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else?\Josuke,\do you have any tissues?\Th-That smell...\I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it. response:	And I just scratched my beard with this hand!
context: Right, the way to tell if it's a boy or a girl is between the legs!\Did you find out something else?\Josuke,\do you have any tissues?\Th-That smell...\I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand! response:	Shi
context: Did you find out something else?\Josuke,\do you have any tissues?\Th-That smell...\I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand!\Shi response:	Shini
context: Josuke,\do you have any tissues?\Th-That smell...\I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand!\Shi\Shini response:	Shinin
context: do you have any tissues?\Th-That smell...\I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand!\Shi\Shini\Shinin response:	Shining
context: Th-That smell...\I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand!\Shi\Shini\Shinin\Shining response:	Shining D
context: I-Is there one on your hand? A huge one?\I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand!\Shi\Shini\Shinin\Shining\Shining D response:	Shining Di
context: I-It's invisible, so I couldn't tell for sure until I could smell it.\And I just scratched my beard with this hand!\Shi\Shini\Shinin\Shining\Shining D\Shining Di response:	Shining Dia
context: And I just scratched my beard with this hand!\Shi\Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia response:	Shining Diamo
context: Shi\Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo response:	Shining Diamon
context: Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon response:	Shining Diamond
context: Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond response:	Jo
context: Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo response:	Josuke
context: Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke response:	Josuke Higashi
context: Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi response:	Josuke Higashikata
context: Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata response:	I'm returning your manuscript to you.
context: Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\I'm returning your manuscript to you. response:	I'll be looking forward to those fixes for the volumes, Sensei.
context: Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei. response:	For the time being, we're gonna have to get milk and diapers.
context: Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers. response:	And since she's naked, we need to get her some clothes.
context: Jo\Josuke\Josuke Higashi\Josuke Higashikata\I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes. response:	I'm counting on you, Mr. Joestar.
context: Josuke\Josuke Higashi\Josuke Higashikata\I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar. response:	What? I-I'm buying them?
context: Josuke Higashi\Josuke Higashikata\I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar.\What? I-I'm buying them? response:	Of course. Look at me.
context: Josuke Higashikata\I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar.\What? I-I'm buying them?\Of course. Look at me. response:	It'd be too embarrassing for me to buy baby goods.
context: I'm returning your manuscript to you.\I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar.\What? I-I'm buying them?\Of course. Look at me.\It'd be too embarrassing for me to buy baby goods. response:	There'd be rumors that
context: I'll be looking forward to those fixes for the volumes, Sensei.\For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar.\What? I-I'm buying them?\Of course. Look at me.\It'd be too embarrassing for me to buy baby goods.\There'd be rumors that response:	a 16-year-old delinquent like me got some girl pregnant.
context: For the time being, we're gonna have to get milk and diapers.\And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar.\What? I-I'm buying them?\Of course. Look at me.\It'd be too embarrassing for me to buy baby goods.\There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant. response:	But I only have American traveler's checks.
context: And since she's naked, we need to get her some clothes.\I'm counting on you, Mr. Joestar.\What? I-I'm buying them?\Of course. Look at me.\It'd be too embarrassing for me to buy baby goods.\There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks. response:	Oh, fine...
context: I'm counting on you, Mr. Joestar.\What? I-I'm buying them?\Of course. Look at me.\It'd be too embarrassing for me to buy baby goods.\There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks.\Oh, fine... response:	You can use my credit card.
context: What? I-I'm buying them?\Of course. Look at me.\It'd be too embarrassing for me to buy baby goods.\There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks.\Oh, fine...\You can use my credit card. response:	Sorry about that.
context: Of course. Look at me.\It'd be too embarrassing for me to buy baby goods.\There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks.\Oh, fine...\You can use my credit card.\Sorry about that. response:	Don't buy anything too expensive.
context: It'd be too embarrassing for me to buy baby goods.\There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks.\Oh, fine...\You can use my credit card.\Sorry about that.\Don't buy anything too expensive. response:	I've worked hard to build up my savings, and I don't have much!
context: There'd be rumors that\a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks.\Oh, fine...\You can use my credit card.\Sorry about that.\Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much! response:	Can I help you find something?
context: a 16-year-old delinquent like me got some girl pregnant.\But I only have American traveler's checks.\Oh, fine...\You can use my credit card.\Sorry about that.\Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much!\Can I help you find something? response:	Um... Do you carry disposable diapers?
context: But I only have American traveler's checks.\Oh, fine...\You can use my credit card.\Sorry about that.\Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much!\Can I help you find something?\Um... Do you carry disposable diapers? response:	Of course! Is this your first time here?
context: Oh, fine...\You can use my credit card.\Sorry about that.\Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much!\Can I help you find something?\Um... Do you carry disposable diapers?\Of course! Is this your first time here? response:	Yes, it is, but...
context: You can use my credit card.\Sorry about that.\Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much!\Can I help you find something?\Um... Do you carry disposable diapers?\Of course! Is this your first time here?\Yes, it is, but... response:	These diapers are easy to change, even if you're living on your own.
context: Sorry about that.\Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much!\Can I help you find something?\Um... Do you carry disposable diapers?\Of course! Is this your first time here?\Yes, it is, but...\These diapers are easy to change, even if you're living on your own. response:	Silky Smooth Underwear For Adults
context: Don't buy anything too expensive.\I've worked hard to build up my savings, and I don't have much!\Can I help you find something?\Um... Do you carry disposable diapers?\Of course! Is this your first time here?\Yes, it is, but...\These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults response:	You won't have to worry overnight, either.
context: I've worked hard to build up my savings, and I don't have much!\Can I help you find something?\Um... Do you carry disposable diapers?\Of course! Is this your first time here?\Yes, it is, but...\These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults\You won't have to worry overnight, either. response:	Um... I'm looking for a baby, not myself.
context: Can I help you find something?\Um... Do you carry disposable diapers?\Of course! Is this your first time here?\Yes, it is, but...\These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults\You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself. response:	P-Pardon me! So you're looking for baby diapers.
context: Um... Do you carry disposable diapers?\Of course! Is this your first time here?\Yes, it is, but...\These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults\You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers. response:	Were you looking for cloth diapers, or disposable pull-ups?
context: Of course! Is this your first time here?\Yes, it is, but...\These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults\You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups? response:	Uh... What was that?
context: Yes, it is, but...\These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults\You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that? response:	As you can see, this one will need a diaper cover,
context: These diapers are easy to change, even if you're living on your own.\Silky Smooth Underwear For Adults\You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that?\As you can see, this one will need a diaper cover, response:	but the disposable pull-up is simple and economical.
context: Silky Smooth Underwear For Adults\You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that?\As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical. response:	I-I don't really know, so could you just...
context: You won't have to worry overnight, either.\Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that?\As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical.\I-I don't really know, so could you just... response:	What size do you need?
context: Um... I'm looking for a baby, not myself.\P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that?\As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical.\I-I don't really know, so could you just...\What size do you need? response:	Size?
context: P-Pardon me! So you're looking for baby diapers.\Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that?\As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical.\I-I don't really know, so could you just...\What size do you need?\Size? response:	How old is the baby?
context: Were you looking for cloth diapers, or disposable pull-ups?\Uh... What was that?\As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical.\I-I don't really know, so could you just...\What size do you need?\Size?\How old is the baby? response:	Depending on the baby's size,
context: Uh... What was that?\As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical.\I-I don't really know, so could you just...\What size do you need?\Size?\How old is the baby?\Depending on the baby's size, response:	we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.
context: As you can see, this one will need a diaper cover,\but the disposable pull-up is simple and economical.\I-I don't really know, so could you just...\What size do you need?\Size?\How old is the baby?\Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'. response:	Th-There are that many options nowadays?
context: but the disposable pull-up is simple and economical.\I-I don't really know, so could you just...\What size do you need?\Size?\How old is the baby?\Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays? response:	W-Well, she's a girl, and when I held her, she was about this big.
context: I-I don't really know, so could you just...\What size do you need?\Size?\How old is the baby?\Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big. response:	What do you mean by when I held her, sir?
context: What size do you need?\Size?\How old is the baby?\Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir? response:	It'd be inconvenient for us if you bought diapers
context: Size?\How old is the baby?\Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers response:	that were too big, and then
context: How old is the baby?\Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers\that were too big, and then response:	tried to return them after they've been pooped in.
context: Depending on the baby's size,\we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers\that were too big, and then\tried to return them after they've been pooped in. response:	Oh, all right. Give me all of the sizes.
context: we have newborn, S-size, M-size, L-size, XL-size, boys' and girls'.\Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers\that were too big, and then\tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes. response:	I also need baby wipes, powdered milk, and baby bottles...
context: Th-There are that many options nowadays?\W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers\that were too big, and then\tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles... response:	For baby bottles, we have glass or plastic.
context: W-Well, she's a girl, and when I held her, she was about this big.\What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers\that were too big, and then\tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic. response:	Huh?
context: What do you mean by when I held her, sir?\It'd be inconvenient for us if you bought diapers\that were too big, and then\tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic.\Huh? response:	Glass ones don't scratch or start to smell as easily,
context: It'd be inconvenient for us if you bought diapers\that were too big, and then\tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic.\Huh?\Glass ones don't scratch or start to smell as easily, response:	but they are a bit heavy for a baby to hold.
context: that were too big, and then\tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic.\Huh?\Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold. response:	The plastic ones are light, but may have a noticeable smell.
context: tried to return them after they've been pooped in.\Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic.\Huh?\Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell. response:	Which one would you like?
context: Oh, all right. Give me all of the sizes.\I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic.\Huh?\Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell.\Which one would you like? response:	U-U-Uh... Um...
context: I also need baby wipes, powdered milk, and baby bottles...\For baby bottles, we have glass or plastic.\Huh?\Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell.\Which one would you like?\U-U-Uh... Um... response:	We also have various shapes and designs.
context: For baby bottles, we have glass or plastic.\Huh?\Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell.\Which one would you like?\U-U-Uh... Um...\We also have various shapes and designs. response:	We have ones shaped like rocket ships and racing cars.
context: Huh?\Glass ones don't scratch or start to smell as easily,\but they are a bit heavy for a baby to hold.\The plastic ones are light, but may have a noticeable smell.\Which one would you like?\U-U-Uh... Um...\We also have various shapes and designs.\We have ones shaped like rocket ships and racing cars. response:	This one, the baby can hold by itself.
