context: The weather's so nice again today. response:	That's right.
context: are said to be able to destroy a fortress!\Here I come.\Lord Dorg.\You've gotten even stronger, it seems.\I'm so happy and grateful you said that!\But it's\not enough yet!\She was every bit as strong as the massive Lord Dorg. response:	Our leader's got incredible strength.
context: Here I come.\Lord Dorg.\You've gotten even stronger, it seems.\I'm so happy and grateful you said that!\But it's\not enough yet!\She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength. response:	She won't lose in a contest of strength.
context: Lord Dorg.\You've gotten even stronger, it seems.\I'm so happy and grateful you said that!\But it's\not enough yet!\She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength.\She won't lose in a contest of strength. response:	Our fourth fighter is General Alfried
context: You've gotten even stronger, it seems.\I'm so happy and grateful you said that!\But it's\not enough yet!\She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength.\She won't lose in a contest of strength.\Our fourth fighter is General Alfried response:	from Eldonia in the West!
context: I'm so happy and grateful you said that!\But it's\not enough yet!\She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength.\She won't lose in a contest of strength.\Our fourth fighter is General Alfried\from Eldonia in the West! response:	I'll share my burning love with you!
context: But it's\not enough yet!\She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength.\She won't lose in a contest of strength.\Our fourth fighter is General Alfried\from Eldonia in the West!\I'll share my burning love with you! response:	And General Blood, also from Eldonia!
context: not enough yet!\She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength.\She won't lose in a contest of strength.\Our fourth fighter is General Alfried\from Eldonia in the West!\I'll share my burning love with you!\And General Blood, also from Eldonia! response:	Winner of a thousand battles in his own country's coliseum!
context: She was every bit as strong as the massive Lord Dorg.\Our leader's got incredible strength.\She won't lose in a contest of strength.\Our fourth fighter is General Alfried\from Eldonia in the West!\I'll share my burning love with you!\And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum! response:	Lady, this year...
context: Our leader's got incredible strength.\She won't lose in a contest of strength.\Our fourth fighter is General Alfried\from Eldonia in the West!\I'll share my burning love with you!\And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum!\Lady, this year... response:	Leader of Lagunia's assault forces and master of martial arts,
context: She won't lose in a contest of strength.\Our fourth fighter is General Alfried\from Eldonia in the West!\I'll share my burning love with you!\And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum!\Lady, this year...\Leader of Lagunia's assault forces and master of martial arts, response:	it's Lord Deen!
context: Our fourth fighter is General Alfried\from Eldonia in the West!\I'll share my burning love with you!\And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum!\Lady, this year...\Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen! response:	The swordsman Miyama from Hinoura in the east!
context: from Eldonia in the West!\I'll share my burning love with you!\And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum!\Lady, this year...\Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen!\The swordsman Miyama from Hinoura in the east! response:	Lady Leo keeps winning!
context: I'll share my burning love with you!\And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum!\Lady, this year...\Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen!\The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning! response:	She's not letting any of her suitors get near!
context: And General Blood, also from Eldonia!\Winner of a thousand battles in his own country's coliseum!\Lady, this year...\Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen!\The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning!\She's not letting any of her suitors get near! response:	Oh, we've got a message from the VIP seats!
context: Winner of a thousand battles in his own country's coliseum!\Lady, this year...\Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen!\The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning!\She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats! response:	Hi!
context: Lady, this year...\Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen!\The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning!\She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats!\Hi! response:	Yup!
context: Leader of Lagunia's assault forces and master of martial arts,\it's Lord Deen!\The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning!\She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats!\Hi!\Yup! response:	Leo-sama keeps winning!
context: it's Lord Deen!\The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning!\She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats!\Hi!\Yup!\Leo-sama keeps winning! response:	If you're too strong,
context: The swordsman Miyama from Hinoura in the east!\Lady Leo keeps winning!\She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats!\Hi!\Yup!\Leo-sama keeps winning!\If you're too strong, response:	you'll never find anybody to marry you.
context: Lady Leo keeps winning!\She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats!\Hi!\Yup!\Leo-sama keeps winning!\If you're too strong,\you'll never find anybody to marry you. response:	Nobody's asking you.
context: She's not letting any of her suitors get near!\Oh, we've got a message from the VIP seats!\Hi!\Yup!\Leo-sama keeps winning!\If you're too strong,\you'll never find anybody to marry you.\Nobody's asking you. response:	They're all such fierce opponents that
context: Oh, we've got a message from the VIP seats!\Hi!\Yup!\Leo-sama keeps winning!\If you're too strong,\you'll never find anybody to marry you.\Nobody's asking you.\They're all such fierce opponents that response:	I'm truly enjoying myself.
context: Hi!\Yup!\Leo-sama keeps winning!\If you're too strong,\you'll never find anybody to marry you.\Nobody's asking you.\They're all such fierce opponents that\I'm truly enjoying myself. response:	It's great fun to be able to fight without holding back.
context: Yup!\Leo-sama keeps winning!\If you're too strong,\you'll never find anybody to marry you.\Nobody's asking you.\They're all such fierce opponents that\I'm truly enjoying myself.\It's great fun to be able to fight without holding back. response:	I'm grateful to every one of my suitors!
context: Leo-sama keeps winning!\If you're too strong,\you'll never find anybody to marry you.\Nobody's asking you.\They're all such fierce opponents that\I'm truly enjoying myself.\It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors! response:	There are only a few suitors left!
context: If you're too strong,\you'll never find anybody to marry you.\Nobody's asking you.\They're all such fierce opponents that\I'm truly enjoying myself.\It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors!\There are only a few suitors left! response:	Who's next?
context: you'll never find anybody to marry you.\Nobody's asking you.\They're all such fierce opponents that\I'm truly enjoying myself.\It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors!\There are only a few suitors left!\Who's next? response:	Thank you for having me here.
context: Nobody's asking you.\They're all such fierce opponents that\I'm truly enjoying myself.\It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors!\There are only a few suitors left!\Who's next?\Thank you for having me here. response:	Maybe I shouldn't be talking,
context: They're all such fierce opponents that\I'm truly enjoying myself.\It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors!\There are only a few suitors left!\Who's next?\Thank you for having me here.\Maybe I shouldn't be talking, response:	but the next fighter is really tiny.
context: I'm truly enjoying myself.\It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors!\There are only a few suitors left!\Who's next?\Thank you for having me here.\Maybe I shouldn't be talking,\but the next fighter is really tiny. response:	Where'd he come from?
context: It's great fun to be able to fight without holding back.\I'm grateful to every one of my suitors!\There are only a few suitors left!\Who's next?\Thank you for having me here.\Maybe I shouldn't be talking,\but the next fighter is really tiny.\Where'd he come from? response:	The next challenger has asked that
context: I'm grateful to every one of my suitors!\There are only a few suitors left!\Who's next?\Thank you for having me here.\Maybe I shouldn't be talking,\but the next fighter is really tiny.\Where'd he come from?\The next challenger has asked that response:	their name and nationality...
context: There are only a few suitors left!\Who's next?\Thank you for having me here.\Maybe I shouldn't be talking,\but the next fighter is really tiny.\Where'd he come from?\The next challenger has asked that\their name and nationality... response:	be kept secret.
context: Who's next?\Thank you for having me here.\Maybe I shouldn't be talking,\but the next fighter is really tiny.\Where'd he come from?\The next challenger has asked that\their name and nationality...\be kept secret. response:	I'm sorry.
context: Thank you for having me here.\Maybe I shouldn't be talking,\but the next fighter is really tiny.\Where'd he come from?\The next challenger has asked that\their name and nationality...\be kept secret.\I'm sorry. response:	I'm the one who said I'd accept anyone's challenge.
context: Maybe I shouldn't be talking,\but the next fighter is really tiny.\Where'd he come from?\The next challenger has asked that\their name and nationality...\be kept secret.\I'm sorry.\I'm the one who said I'd accept anyone's challenge. response:	It's fine.
context: but the next fighter is really tiny.\Where'd he come from?\The next challenger has asked that\their name and nationality...\be kept secret.\I'm sorry.\I'm the one who said I'd accept anyone's challenge.\It's fine. response:	So your weapons are a sword and...
context: Where'd he come from?\The next challenger has asked that\their name and nationality...\be kept secret.\I'm sorry.\I'm the one who said I'd accept anyone's challenge.\It's fine.\So your weapons are a sword and... response:	Is that a crossbow?
context: The next challenger has asked that\their name and nationality...\be kept secret.\I'm sorry.\I'm the one who said I'd accept anyone's challenge.\It's fine.\So your weapons are a sword and...\Is that a crossbow? response:	Yes.
context: their name and nationality...\be kept secret.\I'm sorry.\I'm the one who said I'd accept anyone's challenge.\It's fine.\So your weapons are a sword and...\Is that a crossbow?\Yes. response:	Then I'll fight you with a short bow and a sword.
context: be kept secret.\I'm sorry.\I'm the one who said I'd accept anyone's challenge.\It's fine.\So your weapons are a sword and...\Is that a crossbow?\Yes.\Then I'll fight you with a short bow and a sword. response:	Thank you very much.
context: I'm sorry.\I'm the one who said I'd accept anyone's challenge.\It's fine.\So your weapons are a sword and...\Is that a crossbow?\Yes.\Then I'll fight you with a short bow and a sword.\Thank you very much. response:	Hey, Gaul-sama. Is that...
context: I'm the one who said I'd accept anyone's challenge.\It's fine.\So your weapons are a sword and...\Is that a crossbow?\Yes.\Then I'll fight you with a short bow and a sword.\Thank you very much.\Hey, Gaul-sama. Is that... response:	Yup. Seems like it.
context: It's fine.\So your weapons are a sword and...\Is that a crossbow?\Yes.\Then I'll fight you with a short bow and a sword.\Thank you very much.\Hey, Gaul-sama. Is that...\Yup. Seems like it. response:	Now let the games begin!
context: So your weapons are a sword and...\Is that a crossbow?\Yes.\Then I'll fight you with a short bow and a sword.\Thank you very much.\Hey, Gaul-sama. Is that...\Yup. Seems like it.\Now let the games begin! response:	First they'll be fighting with the bow.
context: Is that a crossbow?\Yes.\Then I'll fight you with a short bow and a sword.\Thank you very much.\Hey, Gaul-sama. Is that...\Yup. Seems like it.\Now let the games begin!\First they'll be fighting with the bow. response:	Both of them are quietly drawing their bows...
context: Yes.\Then I'll fight you with a short bow and a sword.\Thank you very much.\Hey, Gaul-sama. Is that...\Yup. Seems like it.\Now let the games begin!\First they'll be fighting with the bow.\Both of them are quietly drawing their bows... response:	That was...
context: Then I'll fight you with a short bow and a sword.\Thank you very much.\Hey, Gaul-sama. Is that...\Yup. Seems like it.\Now let the games begin!\First they'll be fighting with the bow.\Both of them are quietly drawing their bows...\That was... response:	He's fast!
context: Thank you very much.\Hey, Gaul-sama. Is that...\Yup. Seems like it.\Now let the games begin!\First they'll be fighting with the bow.\Both of them are quietly drawing their bows...\That was...\He's fast! response:	I couldn't follow that at all.
context: Hey, Gaul-sama. Is that...\Yup. Seems like it.\Now let the games begin!\First they'll be fighting with the bow.\Both of them are quietly drawing their bows...\That was...\He's fast!\I couldn't follow that at all. response:	Leo-sama got a hit in when she was shot, didn't she?
context: Yup. Seems like it.\Now let the games begin!\First they'll be fighting with the bow.\Both of them are quietly drawing their bows...\That was...\He's fast!\I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she? response:	Yeah.
context: Now let the games begin!\First they'll be fighting with the bow.\Both of them are quietly drawing their bows...\That was...\He's fast!\I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she?\Yeah. response:	That probably saved her from a second attack.
context: First they'll be fighting with the bow.\Both of them are quietly drawing their bows...\That was...\He's fast!\I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she?\Yeah.\That probably saved her from a second attack. response:	He might be really good.
context: Both of them are quietly drawing their bows...\That was...\He's fast!\I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she?\Yeah.\That probably saved her from a second attack.\He might be really good. response:	Yeah, they're amazing!
context: That was...\He's fast!\I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she?\Yeah.\That probably saved her from a second attack.\He might be really good.\Yeah, they're amazing! response:	There aren't that many fighters this good in the countries around us.
context: He's fast!\I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she?\Yeah.\That probably saved her from a second attack.\He might be really good.\Yeah, they're amazing!\There aren't that many fighters this good in the countries around us. response:	If they're hiding their name and face, they must be someone I know,
context: I couldn't follow that at all.\Leo-sama got a hit in when she was shot, didn't she?\Yeah.\That probably saved her from a second attack.\He might be really good.\Yeah, they're amazing!\There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know, response:	but I can't figure out who.
context: Leo-sama got a hit in when she was shot, didn't she?\Yeah.\That probably saved her from a second attack.\He might be really good.\Yeah, they're amazing!\There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know,\but I can't figure out who. response:	Have you and I met before?
context: Yeah.\That probably saved her from a second attack.\He might be really good.\Yeah, they're amazing!\There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know,\but I can't figure out who.\Have you and I met before? response:	Yes.
context: That probably saved her from a second attack.\He might be really good.\Yeah, they're amazing!\There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know,\but I can't figure out who.\Have you and I met before?\Yes. response:	I'm sorry.
context: He might be really good.\Yeah, they're amazing!\There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know,\but I can't figure out who.\Have you and I met before?\Yes.\I'm sorry. response:	I just can't seem to remember.
context: Yeah, they're amazing!\There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know,\but I can't figure out who.\Have you and I met before?\Yes.\I'm sorry.\I just can't seem to remember. response:	If I win, I'll tell you.
context: There aren't that many fighters this good in the countries around us.\If they're hiding their name and face, they must be someone I know,\but I can't figure out who.\Have you and I met before?\Yes.\I'm sorry.\I just can't seem to remember.\If I win, I'll tell you. response:	I see.
context: If they're hiding their name and face, they must be someone I know,\but I can't figure out who.\Have you and I met before?\Yes.\I'm sorry.\I just can't seem to remember.\If I win, I'll tell you.\I see. response:	But I don't enjoy fighting when something's bothering me.
context: but I can't figure out who.\Have you and I met before?\Yes.\I'm sorry.\I just can't seem to remember.\If I win, I'll tell you.\I see.\But I don't enjoy fighting when something's bothering me. response:	I'm knocking off
context: Have you and I met before?\Yes.\I'm sorry.\I just can't seem to remember.\If I win, I'll tell you.\I see.\But I don't enjoy fighting when something's bothering me.\I'm knocking off response:	that cloak.
context: Yes.\I'm sorry.\I just can't seem to remember.\If I win, I'll tell you.\I see.\But I don't enjoy fighting when something's bothering me.\I'm knocking off\that cloak. response:	Aerial
context: I'm sorry.\I just can't seem to remember.\If I win, I'll tell you.\I see.\But I don't enjoy fighting when something's bothering me.\I'm knocking off\that cloak.\Aerial response:	Explosive Slash!
context: I just can't seem to remember.\If I win, I'll tell you.\I see.\But I don't enjoy fighting when something's bothering me.\I'm knocking off\that cloak.\Aerial\Explosive Slash! response:	Oh, wow!
context: If I win, I'll tell you.\I see.\But I don't enjoy fighting when something's bothering me.\I'm knocking off\that cloak.\Aerial\Explosive Slash!\Oh, wow! response:	I suppose we should've guessed!
context: I see.\But I don't enjoy fighting when something's bothering me.\I'm knocking off\that cloak.\Aerial\Explosive Slash!\Oh, wow!\I suppose we should've guessed! response:	The challenger is a young boy!
context: But I don't enjoy fighting when something's bothering me.\I'm knocking off\that cloak.\Aerial\Explosive Slash!\Oh, wow!\I suppose we should've guessed!\The challenger is a young boy! response:	He's really cute.
context: I'm knocking off\that cloak.\Aerial\Explosive Slash!\Oh, wow!\I suppose we should've guessed!\The challenger is a young boy!\He's really cute. response:	Hey, isn't that...
context: that cloak.\Aerial\Explosive Slash!\Oh, wow!\I suppose we should've guessed!\The challenger is a young boy!\He's really cute.\Hey, isn't that... response:	He's got the same ears and tail as you?
context: Aerial\Explosive Slash!\Oh, wow!\I suppose we should've guessed!\The challenger is a young boy!\He's really cute.\Hey, isn't that...\He's got the same ears and tail as you? response:	Is that...
context: Explosive Slash!\Oh, wow!\I suppose we should've guessed!\The challenger is a young boy!\He's really cute.\Hey, isn't that...\He's got the same ears and tail as you?\Is that... response:	Yup.
context: Oh, wow!\I suppose we should've guessed!\The challenger is a young boy!\He's really cute.\Hey, isn't that...\He's got the same ears and tail as you?\Is that...\Yup. response:	The 8th Prince of my homeland, Halver.
context: I suppose we should've guessed!\The challenger is a young boy!\He's really cute.\Hey, isn't that...\He's got the same ears and tail as you?\Is that...\Yup.\The 8th Prince of my homeland, Halver. response:	Leaf Lang du Sha Halver!
context: The challenger is a young boy!\He's really cute.\Hey, isn't that...\He's got the same ears and tail as you?\Is that...\Yup.\The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver! response:	I remember!
context: He's really cute.\Hey, isn't that...\He's got the same ears and tail as you?\Is that...\Yup.\The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver!\I remember! response:	We have met before!
context: Hey, isn't that...\He's got the same ears and tail as you?\Is that...\Yup.\The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver!\I remember!\We have met before! response:	I helped you practice with the bow and sword, too.
context: He's got the same ears and tail as you?\Is that...\Yup.\The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver!\I remember!\We have met before!\I helped you practice with the bow and sword, too. response:	You were such a little kid,
context: Is that...\Yup.\The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver!\I remember!\We have met before!\I helped you practice with the bow and sword, too.\You were such a little kid, response:	but you were always serious about your training.
context: Yup.\The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver!\I remember!\We have met before!\I helped you practice with the bow and sword, too.\You were such a little kid,\but you were always serious about your training. response:	Even if we haven't had much of a chance to see each other over the past few years,
context: The 8th Prince of my homeland, Halver.\Leaf Lang du Sha Halver!\I remember!\We have met before!\I helped you practice with the bow and sword, too.\You were such a little kid,\but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years, response:	I've never forgotten you.
context: Leaf Lang du Sha Halver!\I remember!\We have met before!\I helped you practice with the bow and sword, too.\You were such a little kid,\but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you. response:	But I'm sorry... you'd grown up so strong
context: I remember!\We have met before!\I helped you practice with the bow and sword, too.\You were such a little kid,\but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you.\But I'm sorry... you'd grown up so strong response:	I didn't realize it was you.
context: We have met before!\I helped you practice with the bow and sword, too.\You were such a little kid,\but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you.\But I'm sorry... you'd grown up so strong\I didn't realize it was you. response:	Thank you.
context: I helped you practice with the bow and sword, too.\You were such a little kid,\but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you.\But I'm sorry... you'd grown up so strong\I didn't realize it was you.\Thank you. response:	But I still have a lot of growing up to do, both physically and in my training!
context: You were such a little kid,\but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you.\But I'm sorry... you'd grown up so strong\I didn't realize it was you.\Thank you.\But I still have a lot of growing up to do, both physically and in my training! response:	Prince Gaul, Noir-san,
context: but you were always serious about your training.\Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you.\But I'm sorry... you'd grown up so strong\I didn't realize it was you.\Thank you.\But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san, response:	who is that?
context: Even if we haven't had much of a chance to see each other over the past few years,\I've never forgotten you.\But I'm sorry... you'd grown up so strong\I didn't realize it was you.\Thank you.\But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san,\who is that? response:	The 8th Prince of the northern country of Sankt Halver.
context: I've never forgotten you.\But I'm sorry... you'd grown up so strong\I didn't realize it was you.\Thank you.\But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san,\who is that?\The 8th Prince of the northern country of Sankt Halver. response:	He's a distant relative of our Vert.
context: But I'm sorry... you'd grown up so strong\I didn't realize it was you.\Thank you.\But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san,\who is that?\The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert. response:	That's right, Vert-san is also from Halver, isn't she?
context: I didn't realize it was you.\Thank you.\But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san,\who is that?\The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she? response:	I'd heard he'd been practicing his sword and archery,
context: Thank you.\But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san,\who is that?\The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery, response:	but I never thought he'd get that strong.
context: But I still have a lot of growing up to do, both physically and in my training!\Prince Gaul, Noir-san,\who is that?\The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong. response:	And I'm really surprised he's one of Leo-sama's suitors.
context: Prince Gaul, Noir-san,\who is that?\The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors. response:	This brings back so many memories.
context: who is that?\The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories. response:	What were we talking about when we last met?
context: The 8th Prince of the northern country of Sankt Halver.\He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories.\What were we talking about when we last met? response:	You showed me the path I should travel!
context: He's a distant relative of our Vert.\That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories.\What were we talking about when we last met?\You showed me the path I should travel! response:	You're really growing up.
context: That's right, Vert-san is also from Halver, isn't she?\I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories.\What were we talking about when we last met?\You showed me the path I should travel!\You're really growing up. response:	You should keep learning from the
context: I'd heard he'd been practicing his sword and archery,\but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories.\What were we talking about when we last met?\You showed me the path I should travel!\You're really growing up.\You should keep learning from the response:	knights of your country and train every day.
context: but I never thought he'd get that strong.\And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories.\What were we talking about when we last met?\You showed me the path I should travel!\You're really growing up.\You should keep learning from the\knights of your country and train every day. response:	Okay!
context: And I'm really surprised he's one of Leo-sama's suitors.\This brings back so many memories.\What were we talking about when we last met?\You showed me the path I should travel!\You're really growing up.\You should keep learning from the\knights of your country and train every day.\Okay! response:	You've got such a pretty face.
context: This brings back so many memories.\What were we talking about when we last met?\You showed me the path I should travel!\You're really growing up.\You should keep learning from the\knights of your country and train every day.\Okay!\You've got such a pretty face. response:	If you get stronger, I'm sure the girls will love you.
context: What were we talking about when we last met?\You showed me the path I should travel!\You're really growing up.\You should keep learning from the\knights of your country and train every day.\Okay!\You've got such a pretty face.\If you get stronger, I'm sure the girls will love you. response:	Really?
context: You showed me the path I should travel!\You're really growing up.\You should keep learning from the\knights of your country and train every day.\Okay!\You've got such a pretty face.\If you get stronger, I'm sure the girls will love you.\Really? response:	What?
context: You're really growing up.\You should keep learning from the\knights of your country and train every day.\Okay!\You've got such a pretty face.\If you get stronger, I'm sure the girls will love you.\Really?\What? response:	Do you have a girl you're in love with?
context: You should keep learning from the\knights of your country and train every day.\Okay!\You've got such a pretty face.\If you get stronger, I'm sure the girls will love you.\Really?\What?\Do you have a girl you're in love with? response:	No, well...
context: knights of your country and train every day.\Okay!\You've got such a pretty face.\If you get stronger, I'm sure the girls will love you.\Really?\What?\Do you have a girl you're in love with?\No, well... response:	It's okay. That's healthy.
context: Okay!\You've got such a pretty face.\If you get stronger, I'm sure the girls will love you.\Really?\What?\Do you have a girl you're in love with?\No, well...\It's okay. That's healthy. response:	Get strong and tell that girl what you think of her.
context: You've got such a pretty face.\If you get stronger, I'm sure the girls will love you.\Really?\What?\Do you have a girl you're in love with?\No, well...\It's okay. That's healthy.\Get strong and tell that girl what you think of her. response:	Will she love me back?
context: If you get stronger, I'm sure the girls will love you.\Really?\What?\Do you have a girl you're in love with?\No, well...\It's okay. That's healthy.\Get strong and tell that girl what you think of her.\Will she love me back? response:	Sure!
context: Really?\What?\Do you have a girl you're in love with?\No, well...\It's okay. That's healthy.\Get strong and tell that girl what you think of her.\Will she love me back?\Sure! response:	If you're a strong, kind, and smart adult,
context: What?\Do you have a girl you're in love with?\No, well...\It's okay. That's healthy.\Get strong and tell that girl what you think of her.\Will she love me back?\Sure!\If you're a strong, kind, and smart adult, response:	I'm sure she will.
context: Do you have a girl you're in love with?\No, well...\It's okay. That's healthy.\Get strong and tell that girl what you think of her.\Will she love me back?\Sure!\If you're a strong, kind, and smart adult,\I'm sure she will. response:	Oh, I remember
context: No, well...\It's okay. That's healthy.\Get strong and tell that girl what you think of her.\Will she love me back?\Sure!\If you're a strong, kind, and smart adult,\I'm sure she will.\Oh, I remember response:	that now!
context: It's okay. That's healthy.\Get strong and tell that girl what you think of her.\Will she love me back?\Sure!\If you're a strong, kind, and smart adult,\I'm sure she will.\Oh, I remember\that now! response:	But if you're here...
context: Get strong and tell that girl what you think of her.\Will she love me back?\Sure!\If you're a strong, kind, and smart adult,\I'm sure she will.\Oh, I remember\that now!\But if you're here... response:	A romance with a childhood friend!
context: Will she love me back?\Sure!\If you're a strong, kind, and smart adult,\I'm sure she will.\Oh, I remember\that now!\But if you're here...\A romance with a childhood friend! response:	Prince Leaf is so wonderful!
context: Sure!\If you're a strong, kind, and smart adult,\I'm sure she will.\Oh, I remember\that now!\But if you're here...\A romance with a childhood friend!\Prince Leaf is so wonderful! response:	That's right!
context: If you're a strong, kind, and smart adult,\I'm sure she will.\Oh, I remember\that now!\But if you're here...\A romance with a childhood friend!\Prince Leaf is so wonderful!\That's right! response:	Um, so that's why
context: I'm sure she will.\Oh, I remember\that now!\But if you're here...\A romance with a childhood friend!\Prince Leaf is so wonderful!\That's right!\Um, so that's why response:	I was hiding my name and appearance.
context: Oh, I remember\that now!\But if you're here...\A romance with a childhood friend!\Prince Leaf is so wonderful!\That's right!\Um, so that's why\I was hiding my name and appearance. response:	So you didn't have to think about anything else during the fight.
context: that now!\But if you're here...\A romance with a childhood friend!\Prince Leaf is so wonderful!\That's right!\Um, so that's why\I was hiding my name and appearance.\So you didn't have to think about anything else during the fight. response:	I-I see...
context: But if you're here...\A romance with a childhood friend!\Prince Leaf is so wonderful!\That's right!\Um, so that's why\I was hiding my name and appearance.\So you didn't have to think about anything else during the fight.\I-I see... response:	Thank you for your kindness.
context: A romance with a childhood friend!\Prince Leaf is so wonderful!\That's right!\Um, so that's why\I was hiding my name and appearance.\So you didn't have to think about anything else during the fight.\I-I see...\Thank you for your kindness. response:	If I win, there's a lot I want to tell you.
