context: Once upon a time, there was a man who died. response:	The man had the power to make stories come true,
context: You see, you have my blood running through your veins.\That was the lake called Despair.\It was dark and deep, just like Ahiru's eyes...\What do you intend to make me write?!\The sad yet beautiful story of Little Duck.\What did you say?\At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story. response:	Ahiru!
context: That was the lake called Despair.\It was dark and deep, just like Ahiru's eyes...\What do you intend to make me write?!\The sad yet beautiful story of Little Duck.\What did you say?\At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru! response:	'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'
context: It was dark and deep, just like Ahiru's eyes...\What do you intend to make me write?!\The sad yet beautiful story of Little Duck.\What did you say?\At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?' response:	'No, that's not it!'
context: What do you intend to make me write?!\The sad yet beautiful story of Little Duck.\What did you say?\At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!' response:	'You're afraid to part with the prince.'
context: The sad yet beautiful story of Little Duck.\What did you say?\At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!'\'You're afraid to part with the prince.' response:	'I...'
context: What did you say?\At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!'\'You're afraid to part with the prince.'\'I...' response:	By giving herself over to the raven,
context: At that moment, Ahiru could hear a voice.\It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!'\'You're afraid to part with the prince.'\'I...'\By giving herself over to the raven, response:	Rue would be carved into the prince's heart for all eternity
context: It was the voice of Drosselmeyer, the man who controlled the story.\Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!'\'You're afraid to part with the prince.'\'I...'\By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity response:	and by keeping the heart shard,
context: Ahiru!\'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!'\'You're afraid to part with the prince.'\'I...'\By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard, response:	Ahiru would live on in the prince's heart as Princess Tutu
context: 'The reason you can't return the final heart shard is because you're scared to let go of Princess Tutu, isn't that right?'\'No, that's not it!'\'You're afraid to part with the prince.'\'I...'\By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu response:	and not as an ugly little duck.
context: 'No, that's not it!'\'You're afraid to part with the prince.'\'I...'\By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck. response:	'Is it... Is it my fault?'
context: 'You're afraid to part with the prince.'\'I...'\By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck.\'Is it... Is it my fault?' response:	'Yes, it is.'
context: 'I...'\By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck.\'Is it... Is it my fault?'\'Yes, it is.' response:	'And in order to take off the pendant, you'll have to lay down your life.'
context: By giving herself over to the raven,\Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck.\'Is it... Is it my fault?'\'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.' response:	Ahiru began to sink into the Lake of Despair, walking further and further in...
context: Rue would be carved into the prince's heart for all eternity\and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck.\'Is it... Is it my fault?'\'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in... response:	Stop it! Don't go, Ahiru!
context: and by keeping the heart shard,\Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck.\'Is it... Is it my fault?'\'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru! response:	Deeper and deeper...
context: Ahiru would live on in the prince's heart as Princess Tutu\and not as an ugly little duck.\'Is it... Is it my fault?'\'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru!\Deeper and deeper... response:	Stop it!
context: and not as an ugly little duck.\'Is it... Is it my fault?'\'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru!\Deeper and deeper...\Stop it! response:	Damn it...
context: 'Is it... Is it my fault?'\'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru!\Deeper and deeper...\Stop it!\Damn it... response:	What?
context: 'Yes, it is.'\'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru!\Deeper and deeper...\Stop it!\Damn it...\What? response:	Ahiru!
context: 'And in order to take off the pendant, you'll have to lay down your life.'\Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru!\Deeper and deeper...\Stop it!\Damn it...\What?\Ahiru! response:	Ahiru...
context: Ahiru began to sink into the Lake of Despair, walking further and further in...\Stop it! Don't go, Ahiru!\Deeper and deeper...\Stop it!\Damn it...\What?\Ahiru!\Ahiru... response:	Ahiru, where did you go zura?
context: Stop it! Don't go, Ahiru!\Deeper and deeper...\Stop it!\Damn it...\What?\Ahiru!\Ahiru...\Ahiru, where did you go zura? response:	Ahiru!
context: Deeper and deeper...\Stop it!\Damn it...\What?\Ahiru!\Ahiru...\Ahiru, where did you go zura?\Ahiru! response:	Ahiru...
context: Stop it!\Damn it...\What?\Ahiru!\Ahiru...\Ahiru, where did you go zura?\Ahiru!\Ahiru... response:	Don't go out there! It's dangerous!
context: Damn it...\What?\Ahiru!\Ahiru...\Ahiru, where did you go zura?\Ahiru!\Ahiru...\Don't go out there! It's dangerous! response:	What?
context: What?\Ahiru!\Ahiru...\Ahiru, where did you go zura?\Ahiru!\Ahiru...\Don't go out there! It's dangerous!\What? response:	Never mind that, what happened to your hand?
context: Ahiru!\Ahiru...\Ahiru, where did you go zura?\Ahiru!\Ahiru...\Don't go out there! It's dangerous!\What?\Never mind that, what happened to your hand? response:	And when did you write a story?
context: Ahiru...\Ahiru, where did you go zura?\Ahiru!\Ahiru...\Don't go out there! It's dangerous!\What?\Never mind that, what happened to your hand?\And when did you write a story? response:	What happened here?
context: Ahiru, where did you go zura?\Ahiru!\Ahiru...\Don't go out there! It's dangerous!\What?\Never mind that, what happened to your hand?\And when did you write a story?\What happened here? response:	It was Drosselmeyer...
context: Ahiru!\Ahiru...\Don't go out there! It's dangerous!\What?\Never mind that, what happened to your hand?\And when did you write a story?\What happened here?\It was Drosselmeyer... response:	What?
context: Ahiru...\Don't go out there! It's dangerous!\What?\Never mind that, what happened to your hand?\And when did you write a story?\What happened here?\It was Drosselmeyer...\What? response:	That bastard made me write it.
context: Don't go out there! It's dangerous!\What?\Never mind that, what happened to your hand?\And when did you write a story?\What happened here?\It was Drosselmeyer...\What?\That bastard made me write it. response:	You can't mean... Drosselmeyer was here?
context: What?\Never mind that, what happened to your hand?\And when did you write a story?\What happened here?\It was Drosselmeyer...\What?\That bastard made me write it.\You can't mean... Drosselmeyer was here? response:	Yes.
context: Never mind that, what happened to your hand?\And when did you write a story?\What happened here?\It was Drosselmeyer...\What?\That bastard made me write it.\You can't mean... Drosselmeyer was here?\Yes. response:	That's magnificent!
context: And when did you write a story?\What happened here?\It was Drosselmeyer...\What?\That bastard made me write it.\You can't mean... Drosselmeyer was here?\Yes.\That's magnificent! response:	What?!
context: What happened here?\It was Drosselmeyer...\What?\That bastard made me write it.\You can't mean... Drosselmeyer was here?\Yes.\That's magnificent!\What?! response:	Nothing.
context: It was Drosselmeyer...\What?\That bastard made me write it.\You can't mean... Drosselmeyer was here?\Yes.\That's magnificent!\What?!\Nothing. response:	Hey, where are you going?
context: What?\That bastard made me write it.\You can't mean... Drosselmeyer was here?\Yes.\That's magnificent!\What?!\Nothing.\Hey, where are you going? response:	Hey, wait!
context: That bastard made me write it.\You can't mean... Drosselmeyer was here?\Yes.\That's magnificent!\What?!\Nothing.\Hey, where are you going?\Hey, wait! response:	What's going on?
context: You can't mean... Drosselmeyer was here?\Yes.\That's magnificent!\What?!\Nothing.\Hey, where are you going?\Hey, wait!\What's going on? response:	It's just like the Crow Festival scene in The Prince and the Raven.
context: Yes.\That's magnificent!\What?!\Nothing.\Hey, where are you going?\Hey, wait!\What's going on?\It's just like the Crow Festival scene in The Prince and the Raven. response:	So the raven has cursed them?
context: That's magnificent!\What?!\Nothing.\Hey, where are you going?\Hey, wait!\What's going on?\It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them? response:	Damn it!
context: What?!\Nothing.\Hey, where are you going?\Hey, wait!\What's going on?\It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them?\Damn it! response:	Hey!
context: Nothing.\Hey, where are you going?\Hey, wait!\What's going on?\It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them?\Damn it!\Hey! response:	The raven's curse... I wonder if she's all right?
context: Hey, where are you going?\Hey, wait!\What's going on?\It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them?\Damn it!\Hey!\The raven's curse... I wonder if she's all right? response:	The Lake of Despair? Where is that?
context: Hey, wait!\What's going on?\It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them?\Damn it!\Hey!\The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that? response:	Fakir!
context: What's going on?\It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them?\Damn it!\Hey!\The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that?\Fakir! response:	Uzura!
context: It's just like the Crow Festival scene in The Prince and the Raven.\So the raven has cursed them?\Damn it!\Hey!\The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that?\Fakir!\Uzura! response:	Ahiru disappeared zura.
context: So the raven has cursed them?\Damn it!\Hey!\The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that?\Fakir!\Uzura!\Ahiru disappeared zura. response:	Were you with her?
context: Damn it!\Hey!\The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that?\Fakir!\Uzura!\Ahiru disappeared zura.\Were you with her? response:	Where is she?
context: Hey!\The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that?\Fakir!\Uzura!\Ahiru disappeared zura.\Were you with her?\Where is she? response:	This way zura!
context: The raven's curse... I wonder if she's all right?\The Lake of Despair? Where is that?\Fakir!\Uzura!\Ahiru disappeared zura.\Were you with her?\Where is she?\This way zura! response:	I'm sorry...
context: The Lake of Despair? Where is that?\Fakir!\Uzura!\Ahiru disappeared zura.\Were you with her?\Where is she?\This way zura!\I'm sorry... response:	I'm sorry, Rue-chan...
context: Fakir!\Uzura!\Ahiru disappeared zura.\Were you with her?\Where is she?\This way zura!\I'm sorry...\I'm sorry, Rue-chan... response:	I'm sorry, Mytho...
context: Uzura!\Ahiru disappeared zura.\Were you with her?\Where is she?\This way zura!\I'm sorry...\I'm sorry, Rue-chan...\I'm sorry, Mytho... response:	If I vanish...
context: Ahiru disappeared zura.\Were you with her?\Where is she?\This way zura!\I'm sorry...\I'm sorry, Rue-chan...\I'm sorry, Mytho...\If I vanish... response:	the heart shard will return to you.
context: Were you with her?\Where is she?\This way zura!\I'm sorry...\I'm sorry, Rue-chan...\I'm sorry, Mytho...\If I vanish...\the heart shard will return to you. response:	This way zura!
context: Where is she?\This way zura!\I'm sorry...\I'm sorry, Rue-chan...\I'm sorry, Mytho...\If I vanish...\the heart shard will return to you.\This way zura! response:	What?
context: This way zura!\I'm sorry...\I'm sorry, Rue-chan...\I'm sorry, Mytho...\If I vanish...\the heart shard will return to you.\This way zura!\What? response:	Outside the gate?
context: I'm sorry...\I'm sorry, Rue-chan...\I'm sorry, Mytho...\If I vanish...\the heart shard will return to you.\This way zura!\What?\Outside the gate? response:	I've never even thought of leaving this city, but...
context: I'm sorry, Rue-chan...\I'm sorry, Mytho...\If I vanish...\the heart shard will return to you.\This way zura!\What?\Outside the gate?\I've never even thought of leaving this city, but... response:	I see, that was because I'm being controlled by Drosselmeyer's story.
context: I'm sorry, Mytho...\If I vanish...\the heart shard will return to you.\This way zura!\What?\Outside the gate?\I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story. response:	It looks like the story's started to spread beyond the city walls.
context: If I vanish...\the heart shard will return to you.\This way zura!\What?\Outside the gate?\I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls. response:	What are you waiting for zura?
context: the heart shard will return to you.\This way zura!\What?\Outside the gate?\I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls.\What are you waiting for zura? response:	Oh, sorry!
context: This way zura!\What?\Outside the gate?\I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls.\What are you waiting for zura?\Oh, sorry! response:	Hurry zura!
context: What?\Outside the gate?\I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls.\What are you waiting for zura?\Oh, sorry!\Hurry zura! response:	Here zura.
context: Outside the gate?\I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls.\What are you waiting for zura?\Oh, sorry!\Hurry zura!\Here zura. response:	Ahiru...
context: I've never even thought of leaving this city, but...\I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls.\What are you waiting for zura?\Oh, sorry!\Hurry zura!\Here zura.\Ahiru... response:	What's with this lake? I can breathe...
context: I see, that was because I'm being controlled by Drosselmeyer's story.\It looks like the story's started to spread beyond the city walls.\What are you waiting for zura?\Oh, sorry!\Hurry zura!\Here zura.\Ahiru...\What's with this lake? I can breathe... response:	Is this a stage setting Drosselmeyer prepared?
context: It looks like the story's started to spread beyond the city walls.\What are you waiting for zura?\Oh, sorry!\Hurry zura!\Here zura.\Ahiru...\What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared? response:	I thought I was doing my best for Mytho's sake, but...
context: What are you waiting for zura?\Oh, sorry!\Hurry zura!\Here zura.\Ahiru...\What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but... response:	Was it for my own sake?
context: Oh, sorry!\Hurry zura!\Here zura.\Ahiru...\What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but...\Was it for my own sake? response:	Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.
context: Hurry zura!\Here zura.\Ahiru...\What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but...\Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story. response:	Ahiru?
context: Here zura.\Ahiru...\What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but...\Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru? response:	Ahiru!
context: Ahiru...\What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but...\Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru?\Ahiru! response:	Ahiru!
context: What's with this lake? I can breathe...\Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but...\Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru?\Ahiru!\Ahiru! response:	Fakir?
context: Is this a stage setting Drosselmeyer prepared?\I thought I was doing my best for Mytho's sake, but...\Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru?\Ahiru!\Ahiru!\Fakir? response:	Fakir!
context: I thought I was doing my best for Mytho's sake, but...\Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru?\Ahiru!\Ahiru!\Fakir?\Fakir! response:	Ahiru...
context: Was it for my own sake?\Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru?\Ahiru!\Ahiru!\Fakir?\Fakir!\Ahiru... response:	Fakir, the pendant won't come off!
context: Just like Drosselmeyer-san said, I'm really thinking that I don't want to return Mytho to the story.\Ahiru?\Ahiru!\Ahiru!\Fakir?\Fakir!\Ahiru...\Fakir, the pendant won't come off! response:	It's the last of Mytho's heart shards,
context: Ahiru?\Ahiru!\Ahiru!\Fakir?\Fakir!\Ahiru...\Fakir, the pendant won't come off!\It's the last of Mytho's heart shards, response:	and Mytho asked me to give it back to him, but...
context: Ahiru!\Ahiru!\Fakir?\Fakir!\Ahiru...\Fakir, the pendant won't come off!\It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but... response:	Mytho said he wants to make Rue-chan his princess,
context: Ahiru!\Fakir?\Fakir!\Ahiru...\Fakir, the pendant won't come off!\It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess, response:	and I know he wants to save her from the raven,
context: Fakir?\Fakir!\Ahiru...\Fakir, the pendant won't come off!\It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven, response:	but it won't come off!
context: Fakir!\Ahiru...\Fakir, the pendant won't come off!\It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven,\but it won't come off! response:	It's my fault...
context: Ahiru...\Fakir, the pendant won't come off!\It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven,\but it won't come off!\It's my fault... response:	Because I'm thinking that I don't want the story to end.
context: Fakir, the pendant won't come off!\It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven,\but it won't come off!\It's my fault...\Because I'm thinking that I don't want the story to end. response:	Pike and Lilie and Cat-sensei and the others turned into crows, and yet...
context: It's the last of Mytho's heart shards,\and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven,\but it won't come off!\It's my fault...\Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet... response:	Idiot. You're not the only one.
context: and Mytho asked me to give it back to him, but...\Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven,\but it won't come off!\It's my fault...\Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one. response:	What?
context: Mytho said he wants to make Rue-chan his princess,\and I know he wants to save her from the raven,\but it won't come off!\It's my fault...\Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one.\What? response:	You're not the only one.
context: and I know he wants to save her from the raven,\but it won't come off!\It's my fault...\Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one.\What?\You're not the only one. response:	I don't want... No, no one wants to let the story end.
context: but it won't come off!\It's my fault...\Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one.\What?\You're not the only one.\I don't want... No, no one wants to let the story end. response:	No one but Mytho.
context: It's my fault...\Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one.\What?\You're not the only one.\I don't want... No, no one wants to let the story end.\No one but Mytho. response:	I still can't write a story about Mytho, either.
context: Because I'm thinking that I don't want the story to end.\Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one.\What?\You're not the only one.\I don't want... No, no one wants to let the story end.\No one but Mytho.\I still can't write a story about Mytho, either. response:	Don't blame only yourself.
context: Pike and Lilie and Cat-sensei and the others turned into crows, and yet...\Idiot. You're not the only one.\What?\You're not the only one.\I don't want... No, no one wants to let the story end.\No one but Mytho.\I still can't write a story about Mytho, either.\Don't blame only yourself. response:	But...
context: Idiot. You're not the only one.\What?\You're not the only one.\I don't want... No, no one wants to let the story end.\No one but Mytho.\I still can't write a story about Mytho, either.\Don't blame only yourself.\But... response:	Everyone is scared, of returning to their true selves.
context: What?\You're not the only one.\I don't want... No, no one wants to let the story end.\No one but Mytho.\I still can't write a story about Mytho, either.\Don't blame only yourself.\But...\Everyone is scared, of returning to their true selves. response:	Because they're used to being given roles in stories.
context: You're not the only one.\I don't want... No, no one wants to let the story end.\No one but Mytho.\I still can't write a story about Mytho, either.\Don't blame only yourself.\But...\Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories. response:	The real you is a duck.
context: I don't want... No, no one wants to let the story end.\No one but Mytho.\I still can't write a story about Mytho, either.\Don't blame only yourself.\But...\Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories.\The real you is a duck. response:	The real me...
context: No one but Mytho.\I still can't write a story about Mytho, either.\Don't blame only yourself.\But...\Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories.\The real you is a duck.\The real me... response:	In the end, the real me has done nothing but BE protected ever since I was a kid.
context: I still can't write a story about Mytho, either.\Don't blame only yourself.\But...\Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories.\The real you is a duck.\The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid. response:	I can't protect anyone.
context: Don't blame only yourself.\But...\Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories.\The real you is a duck.\The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone. response:	But even if that's what I'm really like, I want to end the story.
context: But...\Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories.\The real you is a duck.\The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone.\But even if that's what I'm really like, I want to end the story. response:	I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.
context: Everyone is scared, of returning to their true selves.\Because they're used to being given roles in stories.\The real you is a duck.\The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone.\But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me. response:	Even if I have to use up all of my power!
context: Because they're used to being given roles in stories.\The real you is a duck.\The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone.\But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power! response:	When that happens, I'll go back to being just a bird, won't I?
context: The real you is a duck.\The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone.\But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I? response:	I won't ever study ballet with everyone again.
context: The real me...\In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone.\But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again. response:	That's all right, isn't it? That's who you really are.
context: In the end, the real me has done nothing but BE protected ever since I was a kid.\I can't protect anyone.\But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are. response:	Yeah...
context: I can't protect anyone.\But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\Yeah... response:	Even after that time comes, I'll stay by your side forever.
context: But even if that's what I'm really like, I want to end the story.\I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\Yeah...\Even after that time comes, I'll stay by your side forever. response:	Fakir...
context: I want to protect Mytho and you because of my own feelings, not because it's a role that was given to me.\Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\Yeah...\Even after that time comes, I'll stay by your side forever.\Fakir... response:	It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...
context: Even if I have to use up all of my power!\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\Yeah...\Even after that time comes, I'll stay by your side forever.\Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now... response:	I'm weak, but for some reason Fakir always makes me stronger.
context: When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\Yeah...\Even after that time comes, I'll stay by your side forever.\Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger. response:	Let's go back to being our true selves.
context: I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\Yeah...\Even after that time comes, I'll stay by your side forever.\Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves. response:	Yes.
context: That's all right, isn't it? That's who you really are.\Yeah...\Even after that time comes, I'll stay by your side forever.\Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves.\Yes. response:	Let's do this, not just for Mytho's sake, but for our own sakes as well.
context: Yeah...\Even after that time comes, I'll stay by your side forever.\Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves.\Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well. response:	Let's end this story.
context: Even after that time comes, I'll stay by your side forever.\Fakir...\It's strange... Until just a little bit ago, I thought it was okay for me to just vanish, but now...\I'm weak, but for some reason Fakir always makes me stronger.\Let's go back to being our true selves.\Yes.\Let's do this, not just for Mytho's sake, but for our own sakes as well.\Let's end this story. response:	Yes.
