context: That reporter from the Weekly Sorcerer was pretty amazing. response:	He completely ignored you, Lucy.
context: I don't know.\What'll I do? What'll I do?\It's me!\It's not like I hate him or anything...\When it comes to love or dating, well, it's just...\I've never gone out with a guy before!\I want to see you.\Stop prettifying him, Lucy! response:	Stop getting wild ideas, Lucy!
context: What'll I do? What'll I do?\It's me!\It's not like I hate him or anything...\When it comes to love or dating, well, it's just...\I've never gone out with a guy before!\I want to see you.\Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy! response:	Hey, Lucy...
context: It's me!\It's not like I hate him or anything...\When it comes to love or dating, well, it's just...\I've never gone out with a guy before!\I want to see you.\Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy!\Hey, Lucy... response:	Yes?
context: It's not like I hate him or anything...\When it comes to love or dating, well, it's just...\I've never gone out with a guy before!\I want to see you.\Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy!\Hey, Lucy...\Yes? response:	Tonight, I have something important to talk with you about.
context: When it comes to love or dating, well, it's just...\I've never gone out with a guy before!\I want to see you.\Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy!\Hey, Lucy...\Yes?\Tonight, I have something important to talk with you about. response:	Would you come by the Sola tree in the South Gate Park tonight?
context: I've never gone out with a guy before!\I want to see you.\Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy!\Hey, Lucy...\Yes?\Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight? response:	Why?
context: I want to see you.\Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy!\Hey, Lucy...\Yes?\Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight?\Why? response:	I have something important to talk about.
context: Stop prettifying him, Lucy!\Stop getting wild ideas, Lucy!\Hey, Lucy...\Yes?\Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight?\Why?\I have something important to talk about. response:	Make sure you come alone.
context: Stop getting wild ideas, Lucy!\Hey, Lucy...\Yes?\Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight?\Why?\I have something important to talk about.\Make sure you come alone. response:	He's blushing?
context: Hey, Lucy...\Yes?\Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight?\Why?\I have something important to talk about.\Make sure you come alone.\He's blushing? response:	Blushing?
context: Yes?\Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight?\Why?\I have something important to talk about.\Make sure you come alone.\He's blushing?\Blushing? response:	Natsu blushed!
context: Tonight, I have something important to talk with you about.\Would you come by the Sola tree in the South Gate Park tonight?\Why?\I have something important to talk about.\Make sure you come alone.\He's blushing?\Blushing?\Natsu blushed! response:	Later!
context: Would you come by the Sola tree in the South Gate Park tonight?\Why?\I have something important to talk about.\Make sure you come alone.\He's blushing?\Blushing?\Natsu blushed!\Later! response:	Mira-san...
context: Why?\I have something important to talk about.\Make sure you come alone.\He's blushing?\Blushing?\Natsu blushed!\Later!\Mira-san... response:	I'm going home for the day.
context: I have something important to talk about.\Make sure you come alone.\He's blushing?\Blushing?\Natsu blushed!\Later!\Mira-san...\I'm going home for the day. response:	Natsu! Where the hell do you think you're going?
context: Make sure you come alone.\He's blushing?\Blushing?\Natsu blushed!\Later!\Mira-san...\I'm going home for the day.\Natsu! Where the hell do you think you're going? response:	Now, Gray-sama... Your passionate gaze!
context: He's blushing?\Blushing?\Natsu blushed!\Later!\Mira-san...\I'm going home for the day.\Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze! response:	That bastard... Wait, Natsu!
context: Blushing?\Natsu blushed!\Later!\Mira-san...\I'm going home for the day.\Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu! response:	Look at Juvia!
context: Natsu blushed!\Later!\Mira-san...\I'm going home for the day.\Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu!\Look at Juvia! response:	Stop moving, Gray-sama!
context: Later!\Mira-san...\I'm going home for the day.\Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu!\Look at Juvia!\Stop moving, Gray-sama! response:	At this rate, everyone is going to be looking at Juvia passionately!
context: Mira-san...\I'm going home for the day.\Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu!\Look at Juvia!\Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately! response:	No one needs that!
context: I'm going home for the day.\Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu!\Look at Juvia!\Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately!\No one needs that! response:	Gray-sama!
context: Natsu! Where the hell do you think you're going?\Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu!\Look at Juvia!\Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately!\No one needs that!\Gray-sama! response:	I did it!
context: Now, Gray-sama... Your passionate gaze!\That bastard... Wait, Natsu!\Look at Juvia!\Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately!\No one needs that!\Gray-sama!\I did it! response:	What is this feeling?
context: That bastard... Wait, Natsu!\Look at Juvia!\Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately!\No one needs that!\Gray-sama!\I did it!\What is this feeling? response:	Finally... Finally...
context: Look at Juvia!\Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately!\No one needs that!\Gray-sama!\I did it!\What is this feeling?\Finally... Finally... response:	Ah! Gray-sama's...
context: Stop moving, Gray-sama!\At this rate, everyone is going to be looking at Juvia passionately!\No one needs that!\Gray-sama!\I did it!\What is this feeling?\Finally... Finally...\Ah! Gray-sama's... response:	You're always...
context: At this rate, everyone is going to be looking at Juvia passionately!\No one needs that!\Gray-sama!\I did it!\What is this feeling?\Finally... Finally...\Ah! Gray-sama's...\You're always... response:	You're always flying as you damn well please in the sky!
context: No one needs that!\Gray-sama!\I did it!\What is this feeling?\Finally... Finally...\Ah! Gray-sama's...\You're always...\You're always flying as you damn well please in the sky! response:	What?
context: Gray-sama!\I did it!\What is this feeling?\Finally... Finally...\Ah! Gray-sama's...\You're always...\You're always flying as you damn well please in the sky!\What? response:	I'm strong, but I can't fly!
context: I did it!\What is this feeling?\Finally... Finally...\Ah! Gray-sama's...\You're always...\You're always flying as you damn well please in the sky!\What?\I'm strong, but I can't fly! response:	You're weak, but you can fly!
context: What is this feeling?\Finally... Finally...\Ah! Gray-sama's...\You're always...\You're always flying as you damn well please in the sky!\What?\I'm strong, but I can't fly!\You're weak, but you can fly! response:	So in the end, we're even!
context: Finally... Finally...\Ah! Gray-sama's...\You're always...\You're always flying as you damn well please in the sky!\What?\I'm strong, but I can't fly!\You're weak, but you can fly!\So in the end, we're even! response:	Happy!
context: Ah! Gray-sama's...\You're always...\You're always flying as you damn well please in the sky!\What?\I'm strong, but I can't fly!\You're weak, but you can fly!\So in the end, we're even!\Happy! response:	You are my rival!
context: You're always...\You're always flying as you damn well please in the sky!\What?\I'm strong, but I can't fly!\You're weak, but you can fly!\So in the end, we're even!\Happy!\You are my rival! response:	What are you talking about, Gray?
context: You're always flying as you damn well please in the sky!\What?\I'm strong, but I can't fly!\You're weak, but you can fly!\So in the end, we're even!\Happy!\You are my rival!\What are you talking about, Gray? response:	I challenge you, Happy!
context: What?\I'm strong, but I can't fly!\You're weak, but you can fly!\So in the end, we're even!\Happy!\You are my rival!\What are you talking about, Gray?\I challenge you, Happy! response:	Natsu, I'm scared! Gray's acting all freaky!
context: I'm strong, but I can't fly!\You're weak, but you can fly!\So in the end, we're even!\Happy!\You are my rival!\What are you talking about, Gray?\I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky! response:	Where's Natsu?
context: You're weak, but you can fly!\So in the end, we're even!\Happy!\You are my rival!\What are you talking about, Gray?\I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu? response:	N-No... Where's the passionate gaze?
context: So in the end, we're even!\Happy!\You are my rival!\What are you talking about, Gray?\I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu?\N-No... Where's the passionate gaze? response:	Wakaba, how much you make last month?
context: Happy!\You are my rival!\What are you talking about, Gray?\I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu?\N-No... Where's the passionate gaze?\Wakaba, how much you make last month? response:	A lot more than you, I bet!
context: You are my rival!\What are you talking about, Gray?\I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu?\N-No... Where's the passionate gaze?\Wakaba, how much you make last month?\A lot more than you, I bet! response:	There's no way I could lose to you!
context: What are you talking about, Gray?\I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu?\N-No... Where's the passionate gaze?\Wakaba, how much you make last month?\A lot more than you, I bet!\There's no way I could lose to you! response:	You, especially, I won't lose to!
context: I challenge you, Happy!\Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu?\N-No... Where's the passionate gaze?\Wakaba, how much you make last month?\A lot more than you, I bet!\There's no way I could lose to you!\You, especially, I won't lose to! response:	What are we to each other, again?
context: Natsu, I'm scared! Gray's acting all freaky!\Where's Natsu?\N-No... Where's the passionate gaze?\Wakaba, how much you make last month?\A lot more than you, I bet!\There's no way I could lose to you!\You, especially, I won't lose to!\What are we to each other, again? response:	Rivals, of course! That's how it should be!
context: Where's Natsu?\N-No... Where's the passionate gaze?\Wakaba, how much you make last month?\A lot more than you, I bet!\There's no way I could lose to you!\You, especially, I won't lose to!\What are we to each other, again?\Rivals, of course! That's how it should be! response:	Drink alcohol, but don't be drowned by it!
context: N-No... Where's the passionate gaze?\Wakaba, how much you make last month?\A lot more than you, I bet!\There's no way I could lose to you!\You, especially, I won't lose to!\What are we to each other, again?\Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it! response:	You listening, alcohol?
context: Wakaba, how much you make last month?\A lot more than you, I bet!\There's no way I could lose to you!\You, especially, I won't lose to!\What are we to each other, again?\Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it!\You listening, alcohol? response:	I ain't gonna lose to the likes of you!
context: A lot more than you, I bet!\There's no way I could lose to you!\You, especially, I won't lose to!\What are we to each other, again?\Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it!\You listening, alcohol?\I ain't gonna lose to the likes of you! response:	It is you that is my fated rival!
context: There's no way I could lose to you!\You, especially, I won't lose to!\What are we to each other, again?\Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it!\You listening, alcohol?\I ain't gonna lose to the likes of you!\It is you that is my fated rival! response:	What do you mean, your rival is alcohol, Master?
context: You, especially, I won't lose to!\What are we to each other, again?\Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it!\You listening, alcohol?\I ain't gonna lose to the likes of you!\It is you that is my fated rival!\What do you mean, your rival is alcohol, Master? response:	Alcohol isn't a person. It can't be your rival.
context: What are we to each other, again?\Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it!\You listening, alcohol?\I ain't gonna lose to the likes of you!\It is you that is my fated rival!\What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival. response:	I won't be drowned! I won't be drowned in you!
context: Rivals, of course! That's how it should be!\Drink alcohol, but don't be drowned by it!\You listening, alcohol?\I ain't gonna lose to the likes of you!\It is you that is my fated rival!\What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you! response:	We battle!
context: Drink alcohol, but don't be drowned by it!\You listening, alcohol?\I ain't gonna lose to the likes of you!\It is you that is my fated rival!\What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you!\We battle! response:	You, pillar over there!
context: You listening, alcohol?\I ain't gonna lose to the likes of you!\It is you that is my fated rival!\What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you!\We battle!\You, pillar over there! response:	Why must you always obstruct my path?
context: I ain't gonna lose to the likes of you!\It is you that is my fated rival!\What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you!\We battle!\You, pillar over there!\Why must you always obstruct my path? response:	All I ever wished for was to pass through here, unhindered,
context: It is you that is my fated rival!\What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you!\We battle!\You, pillar over there!\Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered, response:	and yet, why?!
context: What do you mean, your rival is alcohol, Master?\Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you!\We battle!\You, pillar over there!\Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered,\and yet, why?! response:	Why must you challenge me so?
context: Alcohol isn't a person. It can't be your rival.\I won't be drowned! I won't be drowned in you!\We battle!\You, pillar over there!\Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered,\and yet, why?!\Why must you challenge me so? response:	Do you intend to make me your rival?
context: I won't be drowned! I won't be drowned in you!\We battle!\You, pillar over there!\Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered,\and yet, why?!\Why must you challenge me so?\Do you intend to make me your rival? response:	Uh, being rivals with a pillar is...
context: We battle!\You, pillar over there!\Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered,\and yet, why?!\Why must you challenge me so?\Do you intend to make me your rival?\Uh, being rivals with a pillar is... response:	That's just not happening.
context: You, pillar over there!\Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered,\and yet, why?!\Why must you challenge me so?\Do you intend to make me your rival?\Uh, being rivals with a pillar is...\That's just not happening. response:	Alcohol is one thing, but a pillar is right out there.
context: Why must you always obstruct my path?\All I ever wished for was to pass through here, unhindered,\and yet, why?!\Why must you challenge me so?\Do you intend to make me your rival?\Uh, being rivals with a pillar is...\That's just not happening.\Alcohol is one thing, but a pillar is right out there. response:	Well, maybe if it pilloried her...
context: All I ever wished for was to pass through here, unhindered,\and yet, why?!\Why must you challenge me so?\Do you intend to make me your rival?\Uh, being rivals with a pillar is...\That's just not happening.\Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her... response:	I'll just let that sit there.
context: and yet, why?!\Why must you challenge me so?\Do you intend to make me your rival?\Uh, being rivals with a pillar is...\That's just not happening.\Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her...\I'll just let that sit there. response:	Erza! Let's fight like we used to back in the day!
context: Why must you challenge me so?\Do you intend to make me your rival?\Uh, being rivals with a pillar is...\That's just not happening.\Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her...\I'll just let that sit there.\Erza! Let's fight like we used to back in the day! response:	I'm not gonna lose, no way!
context: Do you intend to make me your rival?\Uh, being rivals with a pillar is...\That's just not happening.\Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her...\I'll just let that sit there.\Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way! response:	Because you are my lifelong rival, Erza!
context: Uh, being rivals with a pillar is...\That's just not happening.\Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her...\I'll just let that sit there.\Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way!\Because you are my lifelong rival, Erza! response:	Hey, what's going on?
context: That's just not happening.\Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her...\I'll just let that sit there.\Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way!\Because you are my lifelong rival, Erza!\Hey, what's going on? response:	Where are you, Natsu?
context: Alcohol is one thing, but a pillar is right out there.\Well, maybe if it pilloried her...\I'll just let that sit there.\Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way!\Because you are my lifelong rival, Erza!\Hey, what's going on?\Where are you, Natsu? response:	I challenge you, Happy!
context: Well, maybe if it pilloried her...\I'll just let that sit there.\Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way!\Because you are my lifelong rival, Erza!\Hey, what's going on?\Where are you, Natsu?\I challenge you, Happy! response:	Now look here.
context: I'll just let that sit there.\Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way!\Because you are my lifelong rival, Erza!\Hey, what's going on?\Where are you, Natsu?\I challenge you, Happy!\Now look here. response:	I am going to fly farther than you, without fail!
context: Erza! Let's fight like we used to back in the day!\I'm not gonna lose, no way!\Because you are my lifelong rival, Erza!\Hey, what's going on?\Where are you, Natsu?\I challenge you, Happy!\Now look here.\I am going to fly farther than you, without fail! response:	It's impossible, I say!
context: I'm not gonna lose, no way!\Because you are my lifelong rival, Erza!\Hey, what's going on?\Where are you, Natsu?\I challenge you, Happy!\Now look here.\I am going to fly farther than you, without fail!\It's impossible, I say! response:	No! I will fly!
context: Because you are my lifelong rival, Erza!\Hey, what's going on?\Where are you, Natsu?\I challenge you, Happy!\Now look here.\I am going to fly farther than you, without fail!\It's impossible, I say!\No! I will fly! response:	Against you... Against my rival...
context: Hey, what's going on?\Where are you, Natsu?\I challenge you, Happy!\Now look here.\I am going to fly farther than you, without fail!\It's impossible, I say!\No! I will fly!\Against you... Against my rival... response:	I will not lose, no matter what!
context: Where are you, Natsu?\I challenge you, Happy!\Now look here.\I am going to fly farther than you, without fail!\It's impossible, I say!\No! I will fly!\Against you... Against my rival...\I will not lose, no matter what! response:	Where'd you go, Natsu?!
context: I challenge you, Happy!\Now look here.\I am going to fly farther than you, without fail!\It's impossible, I say!\No! I will fly!\Against you... Against my rival...\I will not lose, no matter what!\Where'd you go, Natsu?! response:	Could it be that it takes some time before the potion takes effect?
context: Now look here.\I am going to fly farther than you, without fail!\It's impossible, I say!\No! I will fly!\Against you... Against my rival...\I will not lose, no matter what!\Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect? response:	I think an explanation is in order.
context: I am going to fly farther than you, without fail!\It's impossible, I say!\No! I will fly!\Against you... Against my rival...\I will not lose, no matter what!\Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect?\I think an explanation is in order. response:	That's something I mixed up with a bunch of forbidden magical ingredients.
context: It's impossible, I say!\No! I will fly!\Against you... Against my rival...\I will not lose, no matter what!\Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect?\I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients. response:	Who knows what effect it might have?
context: No! I will fly!\Against you... Against my rival...\I will not lose, no matter what!\Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect?\I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have? response:	And why would I do such a thing?
context: Against you... Against my rival...\I will not lose, no matter what!\Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect?\I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have?\And why would I do such a thing? response:	Because I needed some cash to make a getaway!
context: I will not lose, no matter what!\Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect?\I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have?\And why would I do such a thing?\Because I needed some cash to make a getaway! response:	And there you have it.
context: Where'd you go, Natsu?!\Could it be that it takes some time before the potion takes effect?\I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have?\And why would I do such a thing?\Because I needed some cash to make a getaway!\And there you have it. response:	What will become of Fairy Tail?
context: Could it be that it takes some time before the potion takes effect?\I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have?\And why would I do such a thing?\Because I needed some cash to make a getaway!\And there you have it.\What will become of Fairy Tail? response:	What'll I do? What'll I do?
context: I think an explanation is in order.\That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have?\And why would I do such a thing?\Because I needed some cash to make a getaway!\And there you have it.\What will become of Fairy Tail?\What'll I do? What'll I do? response:	Would you come by the Sola tree in the South Gate Park tonight?
context: That's something I mixed up with a bunch of forbidden magical ingredients.\Who knows what effect it might have?\And why would I do such a thing?\Because I needed some cash to make a getaway!\And there you have it.\What will become of Fairy Tail?\What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight? response:	I have something important to talk about.
context: Who knows what effect it might have?\And why would I do such a thing?\Because I needed some cash to make a getaway!\And there you have it.\What will become of Fairy Tail?\What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about. response:	Make sure you come alone.
context: And why would I do such a thing?\Because I needed some cash to make a getaway!\And there you have it.\What will become of Fairy Tail?\What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about.\Make sure you come alone. response:	What'll I do? What'll I do?
context: Because I needed some cash to make a getaway!\And there you have it.\What will become of Fairy Tail?\What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about.\Make sure you come alone.\What'll I do? What'll I do? response:	This has got to be a love confession! Definitely!
context: And there you have it.\What will become of Fairy Tail?\What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about.\Make sure you come alone.\What'll I do? What'll I do?\This has got to be a love confession! Definitely! response:	I have to turn him down...
context: What will become of Fairy Tail?\What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about.\Make sure you come alone.\What'll I do? What'll I do?\This has got to be a love confession! Definitely!\I have to turn him down... response:	After all, we're on the same team...
context: What'll I do? What'll I do?\Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about.\Make sure you come alone.\What'll I do? What'll I do?\This has got to be a love confession! Definitely!\I have to turn him down...\After all, we're on the same team... response:	I'm sorry, Natsu...
context: Would you come by the Sola tree in the South Gate Park tonight?\I have something important to talk about.\Make sure you come alone.\What'll I do? What'll I do?\This has got to be a love confession! Definitely!\I have to turn him down...\After all, we're on the same team...\I'm sorry, Natsu... response:	This is the perfect chance to wear that!
context: I have something important to talk about.\Make sure you come alone.\What'll I do? What'll I do?\This has got to be a love confession! Definitely!\I have to turn him down...\After all, we're on the same team...\I'm sorry, Natsu...\This is the perfect chance to wear that! response:	Yup, this will work great!
context: Make sure you come alone.\What'll I do? What'll I do?\This has got to be a love confession! Definitely!\I have to turn him down...\After all, we're on the same team...\I'm sorry, Natsu...\This is the perfect chance to wear that!\Yup, this will work great! response:	Wait. This is all wrong!
context: What'll I do? What'll I do?\This has got to be a love confession! Definitely!\I have to turn him down...\After all, we're on the same team...\I'm sorry, Natsu...\This is the perfect chance to wear that!\Yup, this will work great!\Wait. This is all wrong! response:	Idiot! What the heck are you thinking, Lucy?!
context: This has got to be a love confession! Definitely!\I have to turn him down...\After all, we're on the same team...\I'm sorry, Natsu...\This is the perfect chance to wear that!\Yup, this will work great!\Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?! response:	I mean, what'll I do? What'll I do?
context: I have to turn him down...\After all, we're on the same team...\I'm sorry, Natsu...\This is the perfect chance to wear that!\Yup, this will work great!\Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do? response:	Oh, I know!
context: After all, we're on the same team...\I'm sorry, Natsu...\This is the perfect chance to wear that!\Yup, this will work great!\Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do?\Oh, I know! response:	Gate of the Giant Crab, I open thee! Cancer!
context: I'm sorry, Natsu...\This is the perfect chance to wear that!\Yup, this will work great!\Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do?\Oh, I know!\Gate of the Giant Crab, I open thee! Cancer! response:	Cancer.
context: This is the perfect chance to wear that!\Yup, this will work great!\Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do?\Oh, I know!\Gate of the Giant Crab, I open thee! Cancer!\Cancer. response:	Make me look cute,'kay?
context: Yup, this will work great!\Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do?\Oh, I know!\Gate of the Giant Crab, I open thee! Cancer!\Cancer.\Make me look cute,'kay? response:	As you wish-ebi.
context: Wait. This is all wrong!\Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do?\Oh, I know!\Gate of the Giant Crab, I open thee! Cancer!\Cancer.\Make me look cute,'kay?\As you wish-ebi. response:	What the hell are you doing, Lucy?
context: Idiot! What the heck are you thinking, Lucy?!\I mean, what'll I do? What'll I do?\Oh, I know!\Gate of the Giant Crab, I open thee! Cancer!\Cancer.\Make me look cute,'kay?\As you wish-ebi.\What the hell are you doing, Lucy? response:	And yet, I ended up doing it myself!
context: I mean, what'll I do? What'll I do?\Oh, I know!\Gate of the Giant Crab, I open thee! Cancer!\Cancer.\Make me look cute,'kay?\As you wish-ebi.\What the hell are you doing, Lucy?\And yet, I ended up doing it myself! response:	Iron Fist of the Fire Dragon...
context: Oh, I know!\Gate of the Giant Crab, I open thee! Cancer!\Cancer.\Make me look cute,'kay?\As you wish-ebi.\What the hell are you doing, Lucy?\And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon... response:	Let's have 30 babies together, Lucy.
context: Gate of the Giant Crab, I open thee! Cancer!\Cancer.\Make me look cute,'kay?\As you wish-ebi.\What the hell are you doing, Lucy?\And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy. response:	Sure!
context: Cancer.\Make me look cute,'kay?\As you wish-ebi.\What the hell are you doing, Lucy?\And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy.\Sure! response:	I'm all fired up.
context: Make me look cute,'kay?\As you wish-ebi.\What the hell are you doing, Lucy?\And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy.\Sure!\I'm all fired up. response:	I'm saying that's not how it is!
context: As you wish-ebi.\What the hell are you doing, Lucy?\And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy.\Sure!\I'm all fired up.\I'm saying that's not how it is! response:	And why were they Happys?
context: What the hell are you doing, Lucy?\And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy.\Sure!\I'm all fired up.\I'm saying that's not how it is!\And why were they Happys? response:	Master!
context: And yet, I ended up doing it myself!\Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy.\Sure!\I'm all fired up.\I'm saying that's not how it is!\And why were they Happys?\Master! response:	Let's have a drinking contest!
context: Iron Fist of the Fire Dragon...\Let's have 30 babies together, Lucy.\Sure!\I'm all fired up.\I'm saying that's not how it is!\And why were they Happys?\Master!\Let's have a drinking contest! response:	I always wanted to challenge you!
context: Let's have 30 babies together, Lucy.\Sure!\I'm all fired up.\I'm saying that's not how it is!\And why were they Happys?\Master!\Let's have a drinking contest!\I always wanted to challenge you! response:	You are not my rival!
context: Sure!\I'm all fired up.\I'm saying that's not how it is!\And why were they Happys?\Master!\Let's have a drinking contest!\I always wanted to challenge you!\You are not my rival! response:	My rival is alcohol itself!
context: I'm all fired up.\I'm saying that's not how it is!\And why were they Happys?\Master!\Let's have a drinking contest!\I always wanted to challenge you!\You are not my rival!\My rival is alcohol itself! response:	I won't lose!
context: I'm saying that's not how it is!\And why were they Happys?\Master!\Let's have a drinking contest!\I always wanted to challenge you!\You are not my rival!\My rival is alcohol itself!\I won't lose! response:	Three against three.
context: And why were they Happys?\Master!\Let's have a drinking contest!\I always wanted to challenge you!\You are not my rival!\My rival is alcohol itself!\I won't lose!\Three against three. response:	Don't go thinking that just because we're equal in number, we're equal in ability.
