context: Ange Kuroki. Age: 15. response:	AHSMB's Shadow
context: And it applies the same idea behind how the AHSMB work!\Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think\about how I coulda shined if I had this puppy with me response:	when we infiltrated that enemy ship!
context: Just like my Gold 4, you can attach\a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think\about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship! response:	Naturally-
context: a bunch of stuff to this hottie's core block.\Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think\about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship!\Naturally- response:	You don't take very good care of it...
context: Naturally, you can use it as a sniper rifle or as an assault rifle.\It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think\about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship!\Naturally-\You don't take very good care of it... response:	Sure, it has a nice design,
context: It also functions as a missile launcher, a laser gun,\a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think\about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship!\Naturally-\You don't take very good care of it...\Sure, it has a nice design, response:	but its performance as a multi-purpose rifle still
context: a taser grenade launcher, a phonon maser and a high-performance air rifle!\It kills me when I think\about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship!\Naturally-\You don't take very good care of it...\Sure, it has a nice design,\but its performance as a multi-purpose rifle still response:	has room for improvement.
context: It kills me when I think\about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship!\Naturally-\You don't take very good care of it...\Sure, it has a nice design,\but its performance as a multi-purpose rifle still\has room for improvement. response:	Wha-?!
context: about how I coulda shined if I had this puppy with me\when we infiltrated that enemy ship!\Naturally-\You don't take very good care of it...\Sure, it has a nice design,\but its performance as a multi-purpose rifle still\has room for improvement.\Wha-?! response:	Since it can be applied to anything, each gun is only B-rank.
context: when we infiltrated that enemy ship!\Naturally-\You don't take very good care of it...\Sure, it has a nice design,\but its performance as a multi-purpose rifle still\has room for improvement.\Wha-?!\Since it can be applied to anything, each gun is only B-rank. response:	In space, a phonon maser has no practical use.
context: Naturally-\You don't take very good care of it...\Sure, it has a nice design,\but its performance as a multi-purpose rifle still\has room for improvement.\Wha-?!\Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use. response:	And switching scopes from gun to gun is hardly acceptable.
context: You don't take very good care of it...\Sure, it has a nice design,\but its performance as a multi-purpose rifle still\has room for improvement.\Wha-?!\Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable. response:	It's said that military technology tends to fall for
context: Sure, it has a nice design,\but its performance as a multi-purpose rifle still\has room for improvement.\Wha-?!\Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for response:	the lure of making weapons either too massive or too versatile.
context: but its performance as a multi-purpose rifle still\has room for improvement.\Wha-?!\Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile. response:	I think this falls under that category.
context: has room for improvement.\Wha-?!\Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile.\I think this falls under that category. response:	To be honest, my Black 6 is a new generation of AHSMB
context: Wha-?!\Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile.\I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB response:	made by focusing on the unit's heavy armor and armament.
context: Since it can be applied to anything, each gun is only B-rank.\In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile.\I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament. response:	However, I believe that this era calls for pursuing simplified,
context: In space, a phonon maser has no practical use.\And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile.\I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified, response:	specialized weapons and arms.
context: And switching scopes from gun to gun is hardly acceptable.\It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile.\I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified,\specialized weapons and arms. response:	Amazing!
context: It's said that military technology tends to fall for\the lure of making weapons either too massive or too versatile.\I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified,\specialized weapons and arms.\Amazing! response:	You know more about weapons than Suruga!
context: the lure of making weapons either too massive or too versatile.\I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified,\specialized weapons and arms.\Amazing!\You know more about weapons than Suruga! response:	Nah, this is simply what we learned in school.
context: I think this falls under that category.\To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified,\specialized weapons and arms.\Amazing!\You know more about weapons than Suruga!\Nah, this is simply what we learned in school. response:	Didn't you attend Instructor Suzukaze's classes as well?
context: To be honest, my Black 6 is a new generation of AHSMB\made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified,\specialized weapons and arms.\Amazing!\You know more about weapons than Suruga!\Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well? response:	S-skill beats rote memory any day of the week!
context: made by focusing on the unit's heavy armor and armament.\However, I believe that this era calls for pursuing simplified,\specialized weapons and arms.\Amazing!\You know more about weapons than Suruga!\Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week! response:	M-my stomach...
context: However, I believe that this era calls for pursuing simplified,\specialized weapons and arms.\Amazing!\You know more about weapons than Suruga!\Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week!\M-my stomach... response:	It's ready!
context: specialized weapons and arms.\Amazing!\You know more about weapons than Suruga!\Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week!\M-my stomach...\It's ready! response:	We have snacks after our training sessions!
context: Amazing!\You know more about weapons than Suruga!\Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week!\M-my stomach...\It's ready!\We have snacks after our training sessions! response:	I-I've heard that Officer Ange was also good at Home Ec.
context: You know more about weapons than Suruga!\Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week!\M-my stomach...\It's ready!\We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec. response:	So when I asked him to make something,
context: Nah, this is simply what we learned in school.\Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week!\M-my stomach...\It's ready!\We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something, response:	Kei decided to pitch in...
context: Didn't you attend Instructor Suzukaze's classes as well?\S-skill beats rote memory any day of the week!\M-my stomach...\It's ready!\We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something,\Kei decided to pitch in... response:	You shoulda stopped her!
context: S-skill beats rote memory any day of the week!\M-my stomach...\It's ready!\We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something,\Kei decided to pitch in...\You shoulda stopped her! response:	What are you mumbling about?
context: M-my stomach...\It's ready!\We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something,\Kei decided to pitch in...\You shoulda stopped her!\What are you mumbling about? response:	It tastes best when it's fresh, so eat up!
context: It's ready!\We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something,\Kei decided to pitch in...\You shoulda stopped her!\What are you mumbling about?\It tastes best when it's fresh, so eat up! response:	Isn't this three times more potent than usual?
context: We have snacks after our training sessions!\I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something,\Kei decided to pitch in...\You shoulda stopped her!\What are you mumbling about?\It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual? response:	Isn't it just a blob of sugar?
context: I-I've heard that Officer Ange was also good at Home Ec.\So when I asked him to make something,\Kei decided to pitch in...\You shoulda stopped her!\What are you mumbling about?\It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual?\Isn't it just a blob of sugar? response:	Mine's ready, too!
context: So when I asked him to make something,\Kei decided to pitch in...\You shoulda stopped her!\What are you mumbling about?\It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual?\Isn't it just a blob of sugar?\Mine's ready, too! response:	Help yourselves.
context: Kei decided to pitch in...\You shoulda stopped her!\What are you mumbling about?\It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual?\Isn't it just a blob of sugar?\Mine's ready, too!\Help yourselves. response:	It has a refined taste! And it's soft on the tongue.
context: You shoulda stopped her!\What are you mumbling about?\It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual?\Isn't it just a blob of sugar?\Mine's ready, too!\Help yourselves.\It has a refined taste! And it's soft on the tongue. response:	And best yet, it's not too sweet!
context: What are you mumbling about?\It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual?\Isn't it just a blob of sugar?\Mine's ready, too!\Help yourselves.\It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet! response:	It isn't sweet at all.
context: It tastes best when it's fresh, so eat up!\Isn't this three times more potent than usual?\Isn't it just a blob of sugar?\Mine's ready, too!\Help yourselves.\It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet!\It isn't sweet at all. response:	Nah, you're the only human out there who feels that way!
context: Isn't this three times more potent than usual?\Isn't it just a blob of sugar?\Mine's ready, too!\Help yourselves.\It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet!\It isn't sweet at all.\Nah, you're the only human out there who feels that way! response:	Izuru?
context: Isn't it just a blob of sugar?\Mine's ready, too!\Help yourselves.\It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet!\It isn't sweet at all.\Nah, you're the only human out there who feels that way!\Izuru? response:	Teoria?!
context: Mine's ready, too!\Help yourselves.\It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet!\It isn't sweet at all.\Nah, you're the only human out there who feels that way!\Izuru?\Teoria?! response:	What are you doing here?
context: Help yourselves.\It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet!\It isn't sweet at all.\Nah, you're the only human out there who feels that way!\Izuru?\Teoria?!\What are you doing here? response:	I am allowed to walk about more freely now.
context: It has a refined taste! And it's soft on the tongue.\And best yet, it's not too sweet!\It isn't sweet at all.\Nah, you're the only human out there who feels that way!\Izuru?\Teoria?!\What are you doing here?\I am allowed to walk about more freely now. response:	It seems that the GDF's officials have realized that
context: And best yet, it's not too sweet!\It isn't sweet at all.\Nah, you're the only human out there who feels that way!\Izuru?\Teoria?!\What are you doing here?\I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that response:	I have allied myself with the people of Earth.
context: It isn't sweet at all.\Nah, you're the only human out there who feels that way!\Izuru?\Teoria?!\What are you doing here?\I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that\I have allied myself with the people of Earth. response:	Of course, I am not allowed to speak with
context: Nah, you're the only human out there who feels that way!\Izuru?\Teoria?!\What are you doing here?\I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that\I have allied myself with the people of Earth.\Of course, I am not allowed to speak with response:	just anyone as of yet.
context: Izuru?\Teoria?!\What are you doing here?\I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that\I have allied myself with the people of Earth.\Of course, I am not allowed to speak with\just anyone as of yet. response:	But they said that I may hold brief
context: Teoria?!\What are you doing here?\I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that\I have allied myself with the people of Earth.\Of course, I am not allowed to speak with\just anyone as of yet.\But they said that I may hold brief response:	private conversations with those aware of the situation.
context: What are you doing here?\I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that\I have allied myself with the people of Earth.\Of course, I am not allowed to speak with\just anyone as of yet.\But they said that I may hold brief\private conversations with those aware of the situation. response:	And you're the first person I wanted to see!
context: I am allowed to walk about more freely now.\It seems that the GDF's officials have realized that\I have allied myself with the people of Earth.\Of course, I am not allowed to speak with\just anyone as of yet.\But they said that I may hold brief\private conversations with those aware of the situation.\And you're the first person I wanted to see! response:	Y-you came to see me?
context: It seems that the GDF's officials have realized that\I have allied myself with the people of Earth.\Of course, I am not allowed to speak with\just anyone as of yet.\But they said that I may hold brief\private conversations with those aware of the situation.\And you're the first person I wanted to see!\Y-you came to see me? response:	Yes!
context: I have allied myself with the people of Earth.\Of course, I am not allowed to speak with\just anyone as of yet.\But they said that I may hold brief\private conversations with those aware of the situation.\And you're the first person I wanted to see!\Y-you came to see me?\Yes! response:	All the way out here?
context: Of course, I am not allowed to speak with\just anyone as of yet.\But they said that I may hold brief\private conversations with those aware of the situation.\And you're the first person I wanted to see!\Y-you came to see me?\Yes!\All the way out here? response:	You are my friend, after all.
context: just anyone as of yet.\But they said that I may hold brief\private conversations with those aware of the situation.\And you're the first person I wanted to see!\Y-you came to see me?\Yes!\All the way out here?\You are my friend, after all. response:	B-but I don't remember anything about you, Teoria!
context: But they said that I may hold brief\private conversations with those aware of the situation.\And you're the first person I wanted to see!\Y-you came to see me?\Yes!\All the way out here?\You are my friend, after all.\B-but I don't remember anything about you, Teoria! response:	All of my old memories have been erased
context: private conversations with those aware of the situation.\And you're the first person I wanted to see!\Y-you came to see me?\Yes!\All the way out here?\You are my friend, after all.\B-but I don't remember anything about you, Teoria!\All of my old memories have been erased response:	and I'm not allowed to revive those memories!
context: And you're the first person I wanted to see!\Y-you came to see me?\Yes!\All the way out here?\You are my friend, after all.\B-but I don't remember anything about you, Teoria!\All of my old memories have been erased\and I'm not allowed to revive those memories! response:	Then please tell me about your current life.
context: Y-you came to see me?\Yes!\All the way out here?\You are my friend, after all.\B-but I don't remember anything about you, Teoria!\All of my old memories have been erased\and I'm not allowed to revive those memories!\Then please tell me about your current life. response:	Aren't you the team leader?
context: Yes!\All the way out here?\You are my friend, after all.\B-but I don't remember anything about you, Teoria!\All of my old memories have been erased\and I'm not allowed to revive those memories!\Then please tell me about your current life.\Aren't you the team leader? response:	Right!
context: All the way out here?\You are my friend, after all.\B-but I don't remember anything about you, Teoria!\All of my old memories have been erased\and I'm not allowed to revive those memories!\Then please tell me about your current life.\Aren't you the team leader?\Right! response:	Thanks to everyone's help and support, I'm managing somehow.
context: You are my friend, after all.\B-but I don't remember anything about you, Teoria!\All of my old memories have been erased\and I'm not allowed to revive those memories!\Then please tell me about your current life.\Aren't you the team leader?\Right!\Thanks to everyone's help and support, I'm managing somehow. response:	But I'm a truly horrible leader...
context: B-but I don't remember anything about you, Teoria!\All of my old memories have been erased\and I'm not allowed to revive those memories!\Then please tell me about your current life.\Aren't you the team leader?\Right!\Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader... response:	Earth is losing the war,
context: All of my old memories have been erased\and I'm not allowed to revive those memories!\Then please tell me about your current life.\Aren't you the team leader?\Right!\Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader...\Earth is losing the war, response:	but I can barely handle the missions I'm on!
context: and I'm not allowed to revive those memories!\Then please tell me about your current life.\Aren't you the team leader?\Right!\Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader...\Earth is losing the war,\but I can barely handle the missions I'm on! response:	I still can't control my AHSMB unit worth squat.
context: Then please tell me about your current life.\Aren't you the team leader?\Right!\Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader...\Earth is losing the war,\but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat. response:	And who knows when that Jiart guy is going to show up again?
context: Aren't you the team leader?\Right!\Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader...\Earth is losing the war,\but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again? response:	I'm sure Asagi and Kei must feel apprehensive.
context: Right!\Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader...\Earth is losing the war,\but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive. response:	They just keep it to themselves.
context: Thanks to everyone's help and support, I'm managing somehow.\But I'm a truly horrible leader...\Earth is losing the war,\but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves. response:	And I can't do a darn thing...
context: But I'm a truly horrible leader...\Earth is losing the war,\but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves.\And I can't do a darn thing... response:	I want to be a hero and protect everyone, but...!
context: Earth is losing the war,\but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves.\And I can't do a darn thing...\I want to be a hero and protect everyone, but...! response:	I'm sorry!
context: but I can barely handle the missions I'm on!\I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves.\And I can't do a darn thing...\I want to be a hero and protect everyone, but...!\I'm sorry! response:	I know dumping all of this on you won't help.
context: I still can't control my AHSMB unit worth squat.\And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves.\And I can't do a darn thing...\I want to be a hero and protect everyone, but...!\I'm sorry!\I know dumping all of this on you won't help. response:	You haven't changed, Izuru.
context: And who knows when that Jiart guy is going to show up again?\I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves.\And I can't do a darn thing...\I want to be a hero and protect everyone, but...!\I'm sorry!\I know dumping all of this on you won't help.\You haven't changed, Izuru. response:	Before your memories were erased,
context: I'm sure Asagi and Kei must feel apprehensive.\They just keep it to themselves.\And I can't do a darn thing...\I want to be a hero and protect everyone, but...!\I'm sorry!\I know dumping all of this on you won't help.\You haven't changed, Izuru.\Before your memories were erased, response:	you often told me the exact same thing.
context: They just keep it to themselves.\And I can't do a darn thing...\I want to be a hero and protect everyone, but...!\I'm sorry!\I know dumping all of this on you won't help.\You haven't changed, Izuru.\Before your memories were erased,\you often told me the exact same thing. response:	I want to become a hero.
context: And I can't do a darn thing...\I want to be a hero and protect everyone, but...!\I'm sorry!\I know dumping all of this on you won't help.\You haven't changed, Izuru.\Before your memories were erased,\you often told me the exact same thing.\I want to become a hero. response:	Did I really?
context: I want to be a hero and protect everyone, but...!\I'm sorry!\I know dumping all of this on you won't help.\You haven't changed, Izuru.\Before your memories were erased,\you often told me the exact same thing.\I want to become a hero.\Did I really? response:	There was one other thing you said.
context: I'm sorry!\I know dumping all of this on you won't help.\You haven't changed, Izuru.\Before your memories were erased,\you often told me the exact same thing.\I want to become a hero.\Did I really?\There was one other thing you said. response:	You'd say, I will protect you, Teoria.
context: I know dumping all of this on you won't help.\You haven't changed, Izuru.\Before your memories were erased,\you often told me the exact same thing.\I want to become a hero.\Did I really?\There was one other thing you said.\You'd say, I will protect you, Teoria. response:	It made me so happy when you said that!
context: You haven't changed, Izuru.\Before your memories were erased,\you often told me the exact same thing.\I want to become a hero.\Did I really?\There was one other thing you said.\You'd say, I will protect you, Teoria.\It made me so happy when you said that! response:	Izuru, in my eyes, you were a hero.
context: Before your memories were erased,\you often told me the exact same thing.\I want to become a hero.\Did I really?\There was one other thing you said.\You'd say, I will protect you, Teoria.\It made me so happy when you said that!\Izuru, in my eyes, you were a hero. response:	Y-you've just made me happy.
context: you often told me the exact same thing.\I want to become a hero.\Did I really?\There was one other thing you said.\You'd say, I will protect you, Teoria.\It made me so happy when you said that!\Izuru, in my eyes, you were a hero.\Y-you've just made me happy. response:	I'm glad you thought of me that way!
context: I want to become a hero.\Did I really?\There was one other thing you said.\You'd say, I will protect you, Teoria.\It made me so happy when you said that!\Izuru, in my eyes, you were a hero.\Y-you've just made me happy.\I'm glad you thought of me that way! response:	So I want you to promise me something.
context: Did I really?\There was one other thing you said.\You'd say, I will protect you, Teoria.\It made me so happy when you said that!\Izuru, in my eyes, you were a hero.\Y-you've just made me happy.\I'm glad you thought of me that way!\So I want you to promise me something. response:	Izuru, no matter what happens, promise you'll come back alive.
context: There was one other thing you said.\You'd say, I will protect you, Teoria.\It made me so happy when you said that!\Izuru, in my eyes, you were a hero.\Y-you've just made me happy.\I'm glad you thought of me that way!\So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive. response:	You are my hero.
context: You'd say, I will protect you, Teoria.\It made me so happy when you said that!\Izuru, in my eyes, you were a hero.\Y-you've just made me happy.\I'm glad you thought of me that way!\So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive.\You are my hero. response:	Okay! I-
context: It made me so happy when you said that!\Izuru, in my eyes, you were a hero.\Y-you've just made me happy.\I'm glad you thought of me that way!\So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive.\You are my hero.\Okay! I- response:	It's my emergency pager!
context: Izuru, in my eyes, you were a hero.\Y-you've just made me happy.\I'm glad you thought of me that way!\So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive.\You are my hero.\Okay! I-\It's my emergency pager! response:	This mission is called Operation: Goliath.
context: Y-you've just made me happy.\I'm glad you thought of me that way!\So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive.\You are my hero.\Okay! I-\It's my emergency pager!\This mission is called Operation: Goliath. response:	Rather than engage in battle,
context: I'm glad you thought of me that way!\So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive.\You are my hero.\Okay! I-\It's my emergency pager!\This mission is called Operation: Goliath.\Rather than engage in battle, response:	you are to rescue a supply ship in distress.
context: So I want you to promise me something.\Izuru, no matter what happens, promise you'll come back alive.\You are my hero.\Okay! I-\It's my emergency pager!\This mission is called Operation: Goliath.\Rather than engage in battle,\you are to rescue a supply ship in distress. response:	The supply ship that Team Doberman was temporarily operating
context: Izuru, no matter what happens, promise you'll come back alive.\You are my hero.\Okay! I-\It's my emergency pager!\This mission is called Operation: Goliath.\Rather than engage in battle,\you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating response:	got trapped in the irregular gravity belt, the Ship Grave Attracter.
context: You are my hero.\Okay! I-\It's my emergency pager!\This mission is called Operation: Goliath.\Rather than engage in battle,\you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter. response:	They are currently unable to break free.
context: Okay! I-\It's my emergency pager!\This mission is called Operation: Goliath.\Rather than engage in battle,\you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free. response:	Normal ships cannot get close enough to help them.
context: It's my emergency pager!\This mission is called Operation: Goliath.\Rather than engage in battle,\you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free.\Normal ships cannot get close enough to help them. response:	Team Rabbits, you are to repair the supply ship
context: This mission is called Operation: Goliath.\Rather than engage in battle,\you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free.\Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship response:	and help them get out! That is all!
context: Rather than engage in battle,\you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free.\Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship\and help them get out! That is all! response:	This is a pretty peaceful mission.
context: you are to rescue a supply ship in distress.\The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free.\Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship\and help them get out! That is all!\This is a pretty peaceful mission. response:	Can't believe we're helping a ship in distress.
context: The supply ship that Team Doberman was temporarily operating\got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free.\Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship\and help them get out! That is all!\This is a pretty peaceful mission.\Can't believe we're helping a ship in distress. response:	A mission is still a mission!
context: got trapped in the irregular gravity belt, the Ship Grave Attracter.\They are currently unable to break free.\Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship\and help them get out! That is all!\This is a pretty peaceful mission.\Can't believe we're helping a ship in distress.\A mission is still a mission! response:	Let's do our best to save our senior officers!
context: They are currently unable to break free.\Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship\and help them get out! That is all!\This is a pretty peaceful mission.\Can't believe we're helping a ship in distress.\A mission is still a mission!\Let's do our best to save our senior officers! response:	Why are you so pumped up?
context: Normal ships cannot get close enough to help them.\Team Rabbits, you are to repair the supply ship\and help them get out! That is all!\This is a pretty peaceful mission.\Can't believe we're helping a ship in distress.\A mission is still a mission!\Let's do our best to save our senior officers!\Why are you so pumped up? response:	All six units have blasted off.
context: Team Rabbits, you are to repair the supply ship\and help them get out! That is all!\This is a pretty peaceful mission.\Can't believe we're helping a ship in distress.\A mission is still a mission!\Let's do our best to save our senior officers!\Why are you so pumped up?\All six units have blasted off. response:	The path to their target is clear.
context: and help them get out! That is all!\This is a pretty peaceful mission.\Can't believe we're helping a ship in distress.\A mission is still a mission!\Let's do our best to save our senior officers!\Why are you so pumped up?\All six units have blasted off.\The path to their target is clear. response:	Red 5's Harmonic Levels are high.
context: This is a pretty peaceful mission.\Can't believe we're helping a ship in distress.\A mission is still a mission!\Let's do our best to save our senior officers!\Why are you so pumped up?\All six units have blasted off.\The path to their target is clear.\Red 5's Harmonic Levels are high. response:	I wonder what happened.
context: Can't believe we're helping a ship in distress.\A mission is still a mission!\Let's do our best to save our senior officers!\Why are you so pumped up?\All six units have blasted off.\The path to their target is clear.\Red 5's Harmonic Levels are high.\I wonder what happened. response:	Ship Grave Attracter is composed of cascading gravitational rapids
context: A mission is still a mission!\Let's do our best to save our senior officers!\Why are you so pumped up?\All six units have blasted off.\The path to their target is clear.\Red 5's Harmonic Levels are high.\I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids response:	created by the spatial distortions made by celestial bodies.
context: Let's do our best to save our senior officers!\Why are you so pumped up?\All six units have blasted off.\The path to their target is clear.\Red 5's Harmonic Levels are high.\I wonder what happened.\Ship Grave Attracter is composed of cascading gravitational rapids\created by the spatial distortions made by celestial bodies. response:	As the name implies, it is a graveyard for ships
