context: Eek! It's so cold! response:	Well, it is the end of December.
context: Hey, what should we use for our first ingredient? Pork? Beef? Or how about chicken? Pizza! PIZZA! Pizza? Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! PIZZA! Pizza!\Well, I say we go with shrimp or squid, or a seafood mix. Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza!\Huh?\Taihei, let's hear what you think. We've gotta start off with meat, right?\No, it must be seafood, right?\Wouldn't it be best to start off with something light?\Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT! response:	I don't care for natto myself...
context: Well, I say we go with shrimp or squid, or a seafood mix. Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza! Pizza!\Huh?\Taihei, let's hear what you think. We've gotta start off with meat, right?\No, it must be seafood, right?\Wouldn't it be best to start off with something light?\Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself... response:	Then let's go with meat!
context: Huh?\Taihei, let's hear what you think. We've gotta start off with meat, right?\No, it must be seafood, right?\Wouldn't it be best to start off with something light?\Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself...\Then let's go with meat! response:	No, seafood!
context: Taihei, let's hear what you think. We've gotta start off with meat, right?\No, it must be seafood, right?\Wouldn't it be best to start off with something light?\Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself...\Then let's go with meat!\No, seafood! response:	Do you have a preference?
context: No, it must be seafood, right?\Wouldn't it be best to start off with something light?\Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself...\Then let's go with meat!\No, seafood!\Do you have a preference? response:	Ooh! Speak up, Tanukichi!
context: Wouldn't it be best to start off with something light?\Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself...\Then let's go with meat!\No, seafood!\Do you have a preference?\Ooh! Speak up, Tanukichi! response:	Please!
context: Note: A pungent dish of fermented soybeans. I know! How about natto? It'll go great with scallions.\Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself...\Then let's go with meat!\No, seafood!\Do you have a preference?\Ooh! Speak up, Tanukichi!\Please! response:	Huh?
context: Huh? Natto?! A man's gotta start with meat, dude. MEAT!\I don't care for natto myself...\Then let's go with meat!\No, seafood!\Do you have a preference?\Ooh! Speak up, Tanukichi!\Please!\Huh? response:	Um, uh...
context: I don't care for natto myself...\Then let's go with meat!\No, seafood!\Do you have a preference?\Ooh! Speak up, Tanukichi!\Please!\Huh?\Um, uh... response:	Well, for okonomiyaki...
context: Then let's go with meat!\No, seafood!\Do you have a preference?\Ooh! Speak up, Tanukichi!\Please!\Huh?\Um, uh...\Well, for okonomiyaki... response:	a MIX is the only way to go!
context: No, seafood!\Do you have a preference?\Ooh! Speak up, Tanukichi!\Please!\Huh?\Um, uh...\Well, for okonomiyaki...\a MIX is the only way to go! response:	Shrimp, squid, and octopus!
context: Do you have a preference?\Ooh! Speak up, Tanukichi!\Please!\Huh?\Um, uh...\Well, for okonomiyaki...\a MIX is the only way to go!\Shrimp, squid, and octopus! response:	Oh, so much seafood!
context: Ooh! Speak up, Tanukichi!\Please!\Huh?\Um, uh...\Well, for okonomiyaki...\a MIX is the only way to go!\Shrimp, squid, and octopus!\Oh, so much seafood! response:	And on top of that...
context: Please!\Huh?\Um, uh...\Well, for okonomiyaki...\a MIX is the only way to go!\Shrimp, squid, and octopus!\Oh, so much seafood!\And on top of that... response:	Pork belly and beef tendon and cheese!
context: Huh?\Um, uh...\Well, for okonomiyaki...\a MIX is the only way to go!\Shrimp, squid, and octopus!\Oh, so much seafood!\And on top of that...\Pork belly and beef tendon and cheese! response:	You wanna put MORE in?!
context: Um, uh...\Well, for okonomiyaki...\a MIX is the only way to go!\Shrimp, squid, and octopus!\Oh, so much seafood!\And on top of that...\Pork belly and beef tendon and cheese!\You wanna put MORE in?! response:	Finally, we meet the meat! Hold on: this goes way beyond your regular mix!
context: Well, for okonomiyaki...\a MIX is the only way to go!\Shrimp, squid, and octopus!\Oh, so much seafood!\And on top of that...\Pork belly and beef tendon and cheese!\You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix! response:	Well, I guess it's time to flip it.
context: a MIX is the only way to go!\Shrimp, squid, and octopus!\Oh, so much seafood!\And on top of that...\Pork belly and beef tendon and cheese!\You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it. response:	Umaru, you want to do it?
context: Shrimp, squid, and octopus!\Oh, so much seafood!\And on top of that...\Pork belly and beef tendon and cheese!\You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it.\Umaru, you want to do it? response:	Huh?
context: Oh, so much seafood!\And on top of that...\Pork belly and beef tendon and cheese!\You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it.\Umaru, you want to do it?\Huh? response:	Sure!
context: And on top of that...\Pork belly and beef tendon and cheese!\You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it.\Umaru, you want to do it?\Huh?\Sure! response:	It's a revenge match from that time we did pancakes!
context: Pork belly and beef tendon and cheese!\You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it.\Umaru, you want to do it?\Huh?\Sure!\It's a revenge match from that time we did pancakes! response:	You have to get it in the air and flip it over.
context: You wanna put MORE in?!\Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it.\Umaru, you want to do it?\Huh?\Sure!\It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over. response:	Tanukichi, you gonna be okay?
context: Finally, we meet the meat! Hold on: this goes way beyond your regular mix!\Well, I guess it's time to flip it.\Umaru, you want to do it?\Huh?\Sure!\It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over.\Tanukichi, you gonna be okay? response:	Do your best, Sensei!
context: Well, I guess it's time to flip it.\Umaru, you want to do it?\Huh?\Sure!\It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over.\Tanukichi, you gonna be okay?\Do your best, Sensei! response:	You did it, Tanukichi.
context: Umaru, you want to do it?\Huh?\Sure!\It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over.\Tanukichi, you gonna be okay?\Do your best, Sensei!\You did it, Tanukichi. response:	I expected no less, Sensei.
context: Huh?\Sure!\It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over.\Tanukichi, you gonna be okay?\Do your best, Sensei!\You did it, Tanukichi.\I expected no less, Sensei. response:	And so, the Umaru Special...
context: Sure!\It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over.\Tanukichi, you gonna be okay?\Do your best, Sensei!\You did it, Tanukichi.\I expected no less, Sensei.\And so, the Umaru Special... response:	is done!
context: It's a revenge match from that time we did pancakes!\You have to get it in the air and flip it over.\Tanukichi, you gonna be okay?\Do your best, Sensei!\You did it, Tanukichi.\I expected no less, Sensei.\And so, the Umaru Special...\is done! response:	Well, let's eat.
context: You have to get it in the air and flip it over.\Tanukichi, you gonna be okay?\Do your best, Sensei!\You did it, Tanukichi.\I expected no less, Sensei.\And so, the Umaru Special...\is done!\Well, let's eat. response:	It sure looks tasty.
context: Tanukichi, you gonna be okay?\Do your best, Sensei!\You did it, Tanukichi.\I expected no less, Sensei.\And so, the Umaru Special...\is done!\Well, let's eat.\It sure looks tasty. response:	You KNOW this'll be delicious!
context: Do your best, Sensei!\You did it, Tanukichi.\I expected no less, Sensei.\And so, the Umaru Special...\is done!\Well, let's eat.\It sure looks tasty.\You KNOW this'll be delicious! response:	I'm sure.
context: You did it, Tanukichi.\I expected no less, Sensei.\And so, the Umaru Special...\is done!\Well, let's eat.\It sure looks tasty.\You KNOW this'll be delicious!\I'm sure. response:	Here you go, Umaru.
context: I expected no less, Sensei.\And so, the Umaru Special...\is done!\Well, let's eat.\It sure looks tasty.\You KNOW this'll be delicious!\I'm sure.\Here you go, Umaru. response:	'Kay!
context: And so, the Umaru Special...\is done!\Well, let's eat.\It sure looks tasty.\You KNOW this'll be delicious!\I'm sure.\Here you go, Umaru.\'Kay! response:	ULP!
context: is done!\Well, let's eat.\It sure looks tasty.\You KNOW this'll be delicious!\I'm sure.\Here you go, Umaru.\'Kay!\ULP! response:	DeLishUsS!
context: Well, let's eat.\It sure looks tasty.\You KNOW this'll be delicious!\I'm sure.\Here you go, Umaru.\'Kay!\ULP!\DeLishUsS! response:	Sh-she's melting right in front of us!
context: It sure looks tasty.\You KNOW this'll be delicious!\I'm sure.\Here you go, Umaru.\'Kay!\ULP!\DeLishUsS!\Sh-she's melting right in front of us! response:	Sensei, have some cola!
context: You KNOW this'll be delicious!\I'm sure.\Here you go, Umaru.\'Kay!\ULP!\DeLishUsS!\Sh-she's melting right in front of us!\Sensei, have some cola! response:	AAAH!
context: I'm sure.\Here you go, Umaru.\'Kay!\ULP!\DeLishUsS!\Sh-she's melting right in front of us!\Sensei, have some cola!\AAAH! response:	She exploded!
context: Here you go, Umaru.\'Kay!\ULP!\DeLishUsS!\Sh-she's melting right in front of us!\Sensei, have some cola!\AAAH!\She exploded! response:	Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.
context: 'Kay!\ULP!\DeLishUsS!\Sh-she's melting right in front of us!\Sensei, have some cola!\AAAH!\She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like. response:	DeLishUsS!
context: ULP!\DeLishUsS!\Sh-she's melting right in front of us!\Sensei, have some cola!\AAAH!\She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS! response:	Right? It's good to make things yourself, right?
context: DeLishUsS!\Sh-she's melting right in front of us!\Sensei, have some cola!\AAAH!\She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS!\Right? It's good to make things yourself, right? response:	Yup!
context: Sh-she's melting right in front of us!\Sensei, have some cola!\AAAH!\She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS!\Right? It's good to make things yourself, right?\Yup! response:	Hey, Big Brother...
context: Sensei, have some cola!\AAAH!\She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS!\Right? It's good to make things yourself, right?\Yup!\Hey, Big Brother... response:	C'mon, get this as a Christmas present for me.
context: AAAH!\She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS!\Right? It's good to make things yourself, right?\Yup!\Hey, Big Brother...\C'mon, get this as a Christmas present for me. response:	20,000 yen?! Why is this game so expensive?
context: She exploded!\Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS!\Right? It's good to make things yourself, right?\Yup!\Hey, Big Brother...\C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive? response:	It's a limited edition, with the same design as the game it comes bundled with.
context: Well, I'll be making a lot more, so Bomba and Alex, have as much as you like.\DeLishUsS!\Right? It's good to make things yourself, right?\Yup!\Hey, Big Brother...\C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with. response:	You want this even though you already have the game?
context: DeLishUsS!\Right? It's good to make things yourself, right?\Yup!\Hey, Big Brother...\C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game? response:	Well, it is Christmas and all...
context: Right? It's good to make things yourself, right?\Yup!\Hey, Big Brother...\C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game?\Well, it is Christmas and all... response:	It totally looks like he'll buy it for me!
context: Yup!\Hey, Big Brother...\C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game?\Well, it is Christmas and all...\It totally looks like he'll buy it for me! response:	Huh?! You're going to work on a Sunday?
context: Hey, Big Brother...\C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game?\Well, it is Christmas and all...\It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday? response:	What about my Christmas present?!
context: C'mon, get this as a Christmas present for me.\20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game?\Well, it is Christmas and all...\It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday?\What about my Christmas present?! response:	The end of the year is always busy.
context: 20,000 yen?! Why is this game so expensive?\It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game?\Well, it is Christmas and all...\It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday?\What about my Christmas present?!\The end of the year is always busy. response:	I'll buy something on the way back. Till then, clean things up around here.
context: It's a limited edition, with the same design as the game it comes bundled with.\You want this even though you already have the game?\Well, it is Christmas and all...\It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday?\What about my Christmas present?!\The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here. response:	Ebina will be coming over, right?
context: You want this even though you already have the game?\Well, it is Christmas and all...\It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday?\What about my Christmas present?!\The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right? response:	Umaru, I'm really looking forward to tonight.
context: Well, it is Christmas and all...\It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday?\What about my Christmas present?!\The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight. response:	Yup! We'll play games...
context: It totally looks like he'll buy it for me!\Huh?! You're going to work on a Sunday?\What about my Christmas present?!\The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight.\Yup! We'll play games... response:	Um, no, I mean we'll all eat cake together.
context: Huh?! You're going to work on a Sunday?\What about my Christmas present?!\The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight.\Yup! We'll play games...\Um, no, I mean we'll all eat cake together. response:	Cake! But...
context: What about my Christmas present?!\The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight.\Yup! We'll play games...\Um, no, I mean we'll all eat cake together.\Cake! But... response:	I'm sorry, Umaru! My family actually said we should all get together this year!
context: The end of the year is always busy.\I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight.\Yup! We'll play games...\Um, no, I mean we'll all eat cake together.\Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year! response:	And my mother made a reservation at a restaurant.
context: I'll buy something on the way back. Till then, clean things up around here.\Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight.\Yup! We'll play games...\Um, no, I mean we'll all eat cake together.\Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant. response:	It would have been even more fun if Kirie and Sylphin could have made it, huh?
context: Ebina will be coming over, right?\Umaru, I'm really looking forward to tonight.\Yup! We'll play games...\Um, no, I mean we'll all eat cake together.\Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh? response:	Yeah...
context: Umaru, I'm really looking forward to tonight.\Yup! We'll play games...\Um, no, I mean we'll all eat cake together.\Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah... response:	Still, my brother will be happy that you've come.
context: Yup! We'll play games...\Um, no, I mean we'll all eat cake together.\Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah...\Still, my brother will be happy that you've come. response:	Huh?! H-he'll be happy?
context: Um, no, I mean we'll all eat cake together.\Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah...\Still, my brother will be happy that you've come.\Huh?! H-he'll be happy? response:	Yup! He said that making food for a Christmas party makes it extra special.
context: Cake! But...\I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah...\Still, my brother will be happy that you've come.\Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special. response:	Huh? I-I guess so, yes.
context: I'm sorry, Umaru! My family actually said we should all get together this year!\And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah...\Still, my brother will be happy that you've come.\Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes. response:	I-I'm happy too.
context: And my mother made a reservation at a restaurant.\It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah...\Still, my brother will be happy that you've come.\Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes.\I-I'm happy too. response:	I haven't given Taihei a present since his birthday.
context: It would have been even more fun if Kirie and Sylphin could have made it, huh?\Yeah...\Still, my brother will be happy that you've come.\Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes.\I-I'm happy too.\I haven't given Taihei a present since his birthday. response:	There's so much I can't thank him enough for...
context: Yeah...\Still, my brother will be happy that you've come.\Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes.\I-I'm happy too.\I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for... response:	You got my brother a present?!
context: Still, my brother will be happy that you've come.\Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes.\I-I'm happy too.\I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for...\You got my brother a present?! response:	Yes! And there's one for you as well.
context: Huh?! H-he'll be happy?\Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes.\I-I'm happy too.\I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for...\You got my brother a present?!\Yes! And there's one for you as well. response:	O-oh, thank you!
context: Yup! He said that making food for a Christmas party makes it extra special.\Huh? I-I guess so, yes.\I-I'm happy too.\I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for...\You got my brother a present?!\Yes! And there's one for you as well.\O-oh, thank you! response:	What will YOU be giving your brother?
context: Huh? I-I guess so, yes.\I-I'm happy too.\I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for...\You got my brother a present?!\Yes! And there's one for you as well.\O-oh, thank you!\What will YOU be giving your brother? response:	I thought maybe you and I could buy him a present together.
context: I-I'm happy too.\I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for...\You got my brother a present?!\Yes! And there's one for you as well.\O-oh, thank you!\What will YOU be giving your brother?\I thought maybe you and I could buy him a present together. response:	Oh, well, if you don't mind.
context: I haven't given Taihei a present since his birthday.\There's so much I can't thank him enough for...\You got my brother a present?!\Yes! And there's one for you as well.\O-oh, thank you!\What will YOU be giving your brother?\I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind. response:	I tried thinking of what to give him, but it was so hard...
context: There's so much I can't thank him enough for...\You got my brother a present?!\Yes! And there's one for you as well.\O-oh, thank you!\What will YOU be giving your brother?\I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard... response:	What did you get for him?
context: You got my brother a present?!\Yes! And there's one for you as well.\O-oh, thank you!\What will YOU be giving your brother?\I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard...\What did you get for him? response:	U-um, well...
context: Yes! And there's one for you as well.\O-oh, thank you!\What will YOU be giving your brother?\I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard...\What did you get for him?\U-um, well... response:	Ah! I'm sure he'll like that!
context: O-oh, thank you!\What will YOU be giving your brother?\I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard...\What did you get for him?\U-um, well...\Ah! I'm sure he'll like that! response:	Hmm, but what should I get him?
context: What will YOU be giving your brother?\I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard...\What did you get for him?\U-um, well...\Ah! I'm sure he'll like that!\Hmm, but what should I get him? response:	It didn't occur to me to get HIM a present.
context: I thought maybe you and I could buy him a present together.\Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard...\What did you get for him?\U-um, well...\Ah! I'm sure he'll like that!\Hmm, but what should I get him?\It didn't occur to me to get HIM a present. response:	What would he even like?
context: Oh, well, if you don't mind.\I tried thinking of what to give him, but it was so hard...\What did you get for him?\U-um, well...\Ah! I'm sure he'll like that!\Hmm, but what should I get him?\It didn't occur to me to get HIM a present.\What would he even like? response:	Yeah, that looks great.
context: I tried thinking of what to give him, but it was so hard...\What did you get for him?\U-um, well...\Ah! I'm sure he'll like that!\Hmm, but what should I get him?\It didn't occur to me to get HIM a present.\What would he even like?\Yeah, that looks great. response:	That will be my present to you, Ebina.
context: What did you get for him?\U-um, well...\Ah! I'm sure he'll like that!\Hmm, but what should I get him?\It didn't occur to me to get HIM a present.\What would he even like?\Yeah, that looks great.\That will be my present to you, Ebina. response:	No, I couldn't!
context: U-um, well...\Ah! I'm sure he'll like that!\Hmm, but what should I get him?\It didn't occur to me to get HIM a present.\What would he even like?\Yeah, that looks great.\That will be my present to you, Ebina.\No, I couldn't! response:	It's my pleasure.
context: Ah! I'm sure he'll like that!\Hmm, but what should I get him?\It didn't occur to me to get HIM a present.\What would he even like?\Yeah, that looks great.\That will be my present to you, Ebina.\No, I couldn't!\It's my pleasure. response:	I've always thought a cap would really suit you.
context: Hmm, but what should I get him?\It didn't occur to me to get HIM a present.\What would he even like?\Yeah, that looks great.\That will be my present to you, Ebina.\No, I couldn't!\It's my pleasure.\I've always thought a cap would really suit you. response:	I-I'm not so sure...
context: It didn't occur to me to get HIM a present.\What would he even like?\Yeah, that looks great.\That will be my present to you, Ebina.\No, I couldn't!\It's my pleasure.\I've always thought a cap would really suit you.\I-I'm not so sure... response:	Thank you very much!
context: What would he even like?\Yeah, that looks great.\That will be my present to you, Ebina.\No, I couldn't!\It's my pleasure.\I've always thought a cap would really suit you.\I-I'm not so sure...\Thank you very much! response:	Thank you, Umaru. So, I guess it's my turn.
context: Yeah, that looks great.\That will be my present to you, Ebina.\No, I couldn't!\It's my pleasure.\I've always thought a cap would really suit you.\I-I'm not so sure...\Thank you very much!\Thank you, Umaru. So, I guess it's my turn. response:	This is your present!
context: That will be my present to you, Ebina.\No, I couldn't!\It's my pleasure.\I've always thought a cap would really suit you.\I-I'm not so sure...\Thank you very much!\Thank you, Umaru. So, I guess it's my turn.\This is your present! response:	You brought it with you? Thank you!
context: No, I couldn't!\It's my pleasure.\I've always thought a cap would really suit you.\I-I'm not so sure...\Thank you very much!\Thank you, Umaru. So, I guess it's my turn.\This is your present!\You brought it with you? Thank you! response:	Can I open it?
context: It's my pleasure.\I've always thought a cap would really suit you.\I-I'm not so sure...\Thank you very much!\Thank you, Umaru. So, I guess it's my turn.\This is your present!\You brought it with you? Thank you!\Can I open it? response:	O-okay. But, actually I...
context: I've always thought a cap would really suit you.\I-I'm not so sure...\Thank you very much!\Thank you, Umaru. So, I guess it's my turn.\This is your present!\You brought it with you? Thank you!\Can I open it?\O-okay. But, actually I... response:	Ah! This...
context: I-I'm not so sure...\Thank you very much!\Thank you, Umaru. So, I guess it's my turn.\This is your present!\You brought it with you? Thank you!\Can I open it?\O-okay. But, actually I...\Ah! This... response:	I've always thought a cap would really suit you.
context: Thank you very much!\Thank you, Umaru. So, I guess it's my turn.\This is your present!\You brought it with you? Thank you!\Can I open it?\O-okay. But, actually I...\Ah! This...\I've always thought a cap would really suit you. response:	So it's a cap exchange party?
context: Thank you, Umaru. So, I guess it's my turn.\This is your present!\You brought it with you? Thank you!\Can I open it?\O-okay. But, actually I...\Ah! This...\I've always thought a cap would really suit you.\So it's a cap exchange party? response:	Looks like it...
context: This is your present!\You brought it with you? Thank you!\Can I open it?\O-okay. But, actually I...\Ah! This...\I've always thought a cap would really suit you.\So it's a cap exchange party?\Looks like it... response:	What should I do? This is so much fun.
context: You brought it with you? Thank you!\Can I open it?\O-okay. But, actually I...\Ah! This...\I've always thought a cap would really suit you.\So it's a cap exchange party?\Looks like it...\What should I do? This is so much fun. response:	I never thought giving and receiving presents could be this much fun.
context: Can I open it?\O-okay. But, actually I...\Ah! This...\I've always thought a cap would really suit you.\So it's a cap exchange party?\Looks like it...\What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun. response:	I wonder what sort of present would make Big Brother happy.
context: O-okay. But, actually I...\Ah! This...\I've always thought a cap would really suit you.\So it's a cap exchange party?\Looks like it...\What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy. response:	Merry Christmas, Big Brother!
context: Ah! This...\I've always thought a cap would really suit you.\So it's a cap exchange party?\Looks like it...\What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother! response:	Ch-Ch-Ch-Christmas!
context: I've always thought a cap would really suit you.\So it's a cap exchange party?\Looks like it...\What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas! response:	Whoa! Wh-what the-?! I thought you'd be waiting at the house.
context: So it's a cap exchange party?\Looks like it...\What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house. response:	The both of us ambushed you!
context: Looks like it...\What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you! response:	H-h-h-ello!
context: What should I do? This is so much fun.\I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you!\H-h-h-ello! response:	Nice to see you, Ebina.
context: I never thought giving and receiving presents could be this much fun.\I wonder what sort of present would make Big Brother happy.\Merry Christmas, Big Brother!\Ch-Ch-Ch-Christmas!\Whoa! Wh-what the-?! I thought you'd be waiting at the house.\The both of us ambushed you!\H-h-h-ello!\Nice to see you, Ebina. response:	I bought you a present, Big Brother!
