context: Memorial Corner Aina Sakurai response:	Wow, this girl died.
context: Emergency rations.\You told me to make some, remember?\What did you do with the recipe I gave you?\It's better if they taste good, right?\These are a JIOR specialty, jellied bean paste called Youkan.\What counts is nutrition. Flavor doesn't\Here!\See? Nice and sweet, huh? response:	We've been making these forever!
context: You told me to make some, remember?\What did you do with the recipe I gave you?\It's better if they taste good, right?\These are a JIOR specialty, jellied bean paste called Youkan.\What counts is nutrition. Flavor doesn't\Here!\See? Nice and sweet, huh?\We've been making these forever! response:	E-Enemy vessels detected!
context: What did you do with the recipe I gave you?\It's better if they taste good, right?\These are a JIOR specialty, jellied bean paste called Youkan.\What counts is nutrition. Flavor doesn't\Here!\See? Nice and sweet, huh?\We've been making these forever!\E-Enemy vessels detected! response:	But Haruto and Saki chased
context: It's better if they taste good, right?\These are a JIOR specialty, jellied bean paste called Youkan.\What counts is nutrition. Flavor doesn't\Here!\See? Nice and sweet, huh?\We've been making these forever!\E-Enemy vessels detected!\But Haruto and Saki chased response:	No, these are coming from up ahead!
context: These are a JIOR specialty, jellied bean paste called Youkan.\What counts is nutrition. Flavor doesn't\Here!\See? Nice and sweet, huh?\We've been making these forever!\E-Enemy vessels detected!\But Haruto and Saki chased\No, these are coming from up ahead! response:	It's not the same fleet as before!
context: What counts is nutrition. Flavor doesn't\Here!\See? Nice and sweet, huh?\We've been making these forever!\E-Enemy vessels detected!\But Haruto and Saki chased\No, these are coming from up ahead!\It's not the same fleet as before! response:	They had another force out here?!
context: Here!\See? Nice and sweet, huh?\We've been making these forever!\E-Enemy vessels detected!\But Haruto and Saki chased\No, these are coming from up ahead!\It's not the same fleet as before!\They had another force out here?! response:	Where were they hiding?
context: See? Nice and sweet, huh?\We've been making these forever!\E-Enemy vessels detected!\But Haruto and Saki chased\No, these are coming from up ahead!\It's not the same fleet as before!\They had another force out here?!\Where were they hiding? response:	Then we'll just have to defend against these, too!
context: We've been making these forever!\E-Enemy vessels detected!\But Haruto and Saki chased\No, these are coming from up ahead!\It's not the same fleet as before!\They had another force out here?!\Where were they hiding?\Then we'll just have to defend against these, too! response:	But there's way more of them this time!
context: E-Enemy vessels detected!\But Haruto and Saki chased\No, these are coming from up ahead!\It's not the same fleet as before!\They had another force out here?!\Where were they hiding?\Then we'll just have to defend against these, too!\But there's way more of them this time! response:	Quit your whining!
context: But Haruto and Saki chased\No, these are coming from up ahead!\It's not the same fleet as before!\They had another force out here?!\Where were they hiding?\Then we'll just have to defend against these, too!\But there's way more of them this time!\Quit your whining! response:	We don't need Haruto to defend ourselves!
context: No, these are coming from up ahead!\It's not the same fleet as before!\They had another force out here?!\Where were they hiding?\Then we'll just have to defend against these, too!\But there's way more of them this time!\Quit your whining!\We don't need Haruto to defend ourselves! response:	The Module's being attacked?!
context: It's not the same fleet as before!\They had another force out here?!\Where were they hiding?\Then we'll just have to defend against these, too!\But there's way more of them this time!\Quit your whining!\We don't need Haruto to defend ourselves!\The Module's being attacked?! response:	A different fleet moved in when you left!
context: They had another force out here?!\Where were they hiding?\Then we'll just have to defend against these, too!\But there's way more of them this time!\Quit your whining!\We don't need Haruto to defend ourselves!\The Module's being attacked?!\A different fleet moved in when you left! response:	You're saying we were lured away?
context: Where were they hiding?\Then we'll just have to defend against these, too!\But there's way more of them this time!\Quit your whining!\We don't need Haruto to defend ourselves!\The Module's being attacked?!\A different fleet moved in when you left!\You're saying we were lured away? response:	Miss Rukino let's head back!
context: Then we'll just have to defend against these, too!\But there's way more of them this time!\Quit your whining!\We don't need Haruto to defend ourselves!\The Module's being attacked?!\A different fleet moved in when you left!\You're saying we were lured away?\Miss Rukino let's head back! response:	If you want to go back, you'll have to go through us!
context: But there's way more of them this time!\Quit your whining!\We don't need Haruto to defend ourselves!\The Module's being attacked?!\A different fleet moved in when you left!\You're saying we were lured away?\Miss Rukino let's head back!\If you want to go back, you'll have to go through us! response:	Enemy fleet now has us completely surrounded!
context: Quit your whining!\We don't need Haruto to defend ourselves!\The Module's being attacked?!\A different fleet moved in when you left!\You're saying we were lured away?\Miss Rukino let's head back!\If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded! response:	The Valvraves are pinned down!
context: We don't need Haruto to defend ourselves!\The Module's being attacked?!\A different fleet moved in when you left!\You're saying we were lured away?\Miss Rukino let's head back!\If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded!\The Valvraves are pinned down! response:	You're some kind of war pro, aren't you?!
context: The Module's being attacked?!\A different fleet moved in when you left!\You're saying we were lured away?\Miss Rukino let's head back!\If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded!\The Valvraves are pinned down!\You're some kind of war pro, aren't you?! response:	Do something!
context: A different fleet moved in when you left!\You're saying we were lured away?\Miss Rukino let's head back!\If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded!\The Valvraves are pinned down!\You're some kind of war pro, aren't you?!\Do something! response:	What the? What happened?
context: You're saying we were lured away?\Miss Rukino let's head back!\If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded!\The Valvraves are pinned down!\You're some kind of war pro, aren't you?!\Do something!\What the? What happened? response:	A power outage?! Why now?!
context: Miss Rukino let's head back!\If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded!\The Valvraves are pinned down!\You're some kind of war pro, aren't you?!\Do something!\What the? What happened?\A power outage?! Why now?! response:	Damn it!
context: If you want to go back, you'll have to go through us!\Enemy fleet now has us completely surrounded!\The Valvraves are pinned down!\You're some kind of war pro, aren't you?!\Do something!\What the? What happened?\A power outage?! Why now?!\Damn it! response:	Hey, what the hell is going on?!
context: Enemy fleet now has us completely surrounded!\The Valvraves are pinned down!\You're some kind of war pro, aren't you?!\Do something!\What the? What happened?\A power outage?! Why now?!\Damn it!\Hey, what the hell is going on?! response:	Open the door! Open the door, damn it!
context: The Valvraves are pinned down!\You're some kind of war pro, aren't you?!\Do something!\What the? What happened?\A power outage?! Why now?!\Damn it!\Hey, what the hell is going on?!\Open the door! Open the door, damn it! response:	Now's my chance!
context: You're some kind of war pro, aren't you?!\Do something!\What the? What happened?\A power outage?! Why now?!\Damn it!\Hey, what the hell is going on?!\Open the door! Open the door, damn it!\Now's my chance! response:	What is it? What caused it?
context: Do something!\What the? What happened?\A power outage?! Why now?!\Damn it!\Hey, what the hell is going on?!\Open the door! Open the door, damn it!\Now's my chance!\What is it? What caused it? response:	The barriers must have put too big a strain on the generator system.
context: What the? What happened?\A power outage?! Why now?!\Damn it!\Hey, what the hell is going on?!\Open the door! Open the door, damn it!\Now's my chance!\What is it? What caused it?\The barriers must have put too big a strain on the generator system. response:	You could have mentioned that might happen!
context: A power outage?! Why now?!\Damn it!\Hey, what the hell is going on?!\Open the door! Open the door, damn it!\Now's my chance!\What is it? What caused it?\The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen! response:	Did Haruto and Saki get taken out?
context: Damn it!\Hey, what the hell is going on?!\Open the door! Open the door, damn it!\Now's my chance!\What is it? What caused it?\The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen!\Did Haruto and Saki get taken out? response:	That could never happen!
context: Hey, what the hell is going on?!\Open the door! Open the door, damn it!\Now's my chance!\What is it? What caused it?\The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen!\Did Haruto and Saki get taken out?\That could never happen! response:	Then why has the power gone out?
context: Open the door! Open the door, damn it!\Now's my chance!\What is it? What caused it?\The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen!\Did Haruto and Saki get taken out?\That could never happen!\Then why has the power gone out? response:	Calm down, people!
context: Now's my chance!\What is it? What caused it?\The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen!\Did Haruto and Saki get taken out?\That could never happen!\Then why has the power gone out?\Calm down, people! response:	Inuzuka-senpai!
context: What is it? What caused it?\The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen!\Did Haruto and Saki get taken out?\That could never happen!\Then why has the power gone out?\Calm down, people!\Inuzuka-senpai! response:	Otamaya! Are you in here?
context: The barriers must have put too big a strain on the generator system.\You could have mentioned that might happen!\Did Haruto and Saki get taken out?\That could never happen!\Then why has the power gone out?\Calm down, people!\Inuzuka-senpai!\Otamaya! Are you in here? response:	We need you to get the generators back
context: You could have mentioned that might happen!\Did Haruto and Saki get taken out?\That could never happen!\Then why has the power gone out?\Calm down, people!\Inuzuka-senpai!\Otamaya! Are you in here?\We need you to get the generators back response:	Don't do it, Thunder!
context: Did Haruto and Saki get taken out?\That could never happen!\Then why has the power gone out?\Calm down, people!\Inuzuka-senpai!\Otamaya! Are you in here?\We need you to get the generators back\Don't do it, Thunder! response:	That thing isn't what you think it is!
context: That could never happen!\Then why has the power gone out?\Calm down, people!\Inuzuka-senpai!\Otamaya! Are you in here?\We need you to get the generators back\Don't do it, Thunder!\That thing isn't what you think it is! response:	Get lost.
context: Then why has the power gone out?\Calm down, people!\Inuzuka-senpai!\Otamaya! Are you in here?\We need you to get the generators back\Don't do it, Thunder!\That thing isn't what you think it is!\Get lost. response:	You're nothing but a lapdog tor that stinking detector!
context: Calm down, people!\Inuzuka-senpai!\Otamaya! Are you in here?\We need you to get the generators back\Don't do it, Thunder!\That thing isn't what you think it is!\Get lost.\You're nothing but a lapdog tor that stinking detector! response:	You can't! This is
context: Inuzuka-senpai!\Otamaya! Are you in here?\We need you to get the generators back\Don't do it, Thunder!\That thing isn't what you think it is!\Get lost.\You're nothing but a lapdog tor that stinking detector!\You can't! This is response:	You said you wanted to get revenge, too!
context: Otamaya! Are you in here?\We need you to get the generators back\Don't do it, Thunder!\That thing isn't what you think it is!\Get lost.\You're nothing but a lapdog tor that stinking detector!\You can't! This is\You said you wanted to get revenge, too! response:	I know exactly how you feel!
context: We need you to get the generators back\Don't do it, Thunder!\That thing isn't what you think it is!\Get lost.\You're nothing but a lapdog tor that stinking detector!\You can't! This is\You said you wanted to get revenge, too!\I know exactly how you feel! response:	But that's just your ego talking!
context: Don't do it, Thunder!\That thing isn't what you think it is!\Get lost.\You're nothing but a lapdog tor that stinking detector!\You can't! This is\You said you wanted to get revenge, too!\I know exactly how you feel!\But that's just your ego talking! response:	For everyone to survive, it should be piloted by someone with the knack for it!
context: That thing isn't what you think it is!\Get lost.\You're nothing but a lapdog tor that stinking detector!\You can't! This is\You said you wanted to get revenge, too!\I know exactly how you feel!\But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it! response:	You guys can wallow in your pity party on the net if you want...
context: Get lost.\You're nothing but a lapdog tor that stinking detector!\You can't! This is\You said you wanted to get revenge, too!\I know exactly how you feel!\But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want... response:	But I don't want any of it.
context: You're nothing but a lapdog tor that stinking detector!\You can't! This is\You said you wanted to get revenge, too!\I know exactly how you feel!\But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want...\But I don't want any of it. response:	I have to do something! Personally!
context: You can't! This is\You said you wanted to get revenge, too!\I know exactly how you feel!\But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want...\But I don't want any of it.\I have to do something! Personally! response:	I'll never be able to live with myself if I don't get revenge!
context: You said you wanted to get revenge, too!\I know exactly how you feel!\But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want...\But I don't want any of it.\I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge! response:	It's to keep more people from dying!
context: I know exactly how you feel!\But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want...\But I don't want any of it.\I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying! response:	It's so we can all be happy!
context: But that's just your ego talking!\For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want...\But I don't want any of it.\I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying!\It's so we can all be happy! response:	We? Who's we?
context: For everyone to survive, it should be piloted by someone with the knack for it!\You guys can wallow in your pity party on the net if you want...\But I don't want any of it.\I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying!\It's so we can all be happy!\We? Who's we? response:	Does this we include you?!
context: You guys can wallow in your pity party on the net if you want...\But I don't want any of it.\I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying!\It's so we can all be happy!\We? Who's we?\Does this we include you?! response:	Cause a we that don't include yourself don't mean jack!
context: But I don't want any of it.\I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying!\It's so we can all be happy!\We? Who's we?\Does this we include you?!\Cause a we that don't include yourself don't mean jack! response:	When she laughed, it made me happy, too.
context: I have to do something! Personally!\I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying!\It's so we can all be happy!\We? Who's we?\Does this we include you?!\Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too. response:	She didn't believe in herself, she was kind, and she could be happy for others.
context: I'll never be able to live with myself if I don't get revenge!\It's to keep more people from dying!\It's so we can all be happy!\We? Who's we?\Does this we include you?!\Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others. response:	She didn't like shiitake mushrooms.
context: It's to keep more people from dying!\It's so we can all be happy!\We? Who's we?\Does this we include you?!\Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms. response:	She didn't like tragedies but she loved horror movies.
context: It's so we can all be happy!\We? Who's we?\Does this we include you?!\Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies. response:	She looked so tiny when she cried that it made you want to hold her.
context: We? Who's we?\Does this we include you?!\Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her. response:	Made you want to kiss her.
context: Does this we include you?!\Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her. response:	Made you want to be with her forever!
context: Cause a we that don't include yourself don't mean jack!\When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her.\Made you want to be with her forever! response:	What the hell are you talking about
context: When she laughed, it made me happy, too.\She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her.\Made you want to be with her forever!\What the hell are you talking about response:	I don't want to do this for us.
context: She didn't believe in herself, she was kind, and she could be happy for others.\She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her.\Made you want to be with her forever!\What the hell are you talking about\I don't want to do this for us. response:	I want to fight for myself!
context: She didn't like shiitake mushrooms.\She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her.\Made you want to be with her forever!\What the hell are you talking about\I don't want to do this for us.\I want to fight for myself! response:	There are 17 students with a pilot aptitude of rank A.
context: She didn't like tragedies but she loved horror movies.\She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her.\Made you want to be with her forever!\What the hell are you talking about\I don't want to do this for us.\I want to fight for myself!\There are 17 students with a pilot aptitude of rank A. response:	Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.
context: She looked so tiny when she cried that it made you want to hold her.\Made you want to kiss her.\Made you want to be with her forever!\What the hell are you talking about\I don't want to do this for us.\I want to fight for myself!\There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots. response:	This is...
context: Made you want to kiss her.\Made you want to be with her forever!\What the hell are you talking about\I don't want to do this for us.\I want to fight for myself!\There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is... response:	This is what happened to him?
context: Made you want to be with her forever!\What the hell are you talking about\I don't want to do this for us.\I want to fight for myself!\There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is...\This is what happened to him? response:	I've made up my mind!
context: What the hell are you talking about\I don't want to do this for us.\I want to fight for myself!\There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is...\This is what happened to him?\I've made up my mind! response:	Cain was having trouble against opponents like this?
context: I don't want to do this for us.\I want to fight for myself!\There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is...\This is what happened to him?\I've made up my mind!\Cain was having trouble against opponents like this? response:	In the end, he's only a spymaster.
context: I want to fight for myself!\There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is...\This is what happened to him?\I've made up my mind!\Cain was having trouble against opponents like this?\In the end, he's only a spymaster. response:	They aren't spies.
context: There are 17 students with a pilot aptitude of rank A.\Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is...\This is what happened to him?\I've made up my mind!\Cain was having trouble against opponents like this?\In the end, he's only a spymaster.\They aren't spies. response:	The Karlstein Agency is a training school for agents that
context: Of those, the ones with the mindset to get in voluntarily are the most suitable to be pilots.\This is...\This is what happened to him?\I've made up my mind!\Cain was having trouble against opponents like this?\In the end, he's only a spymaster.\They aren't spies.\The Karlstein Agency is a training school for agents that response:	I know!
context: This is...\This is what happened to him?\I've made up my mind!\Cain was having trouble against opponents like this?\In the end, he's only a spymaster.\They aren't spies.\The Karlstein Agency is a training school for agents that\I know! response:	Main guns, fire at will! Blow their whole ceiling away!
context: This is what happened to him?\I've made up my mind!\Cain was having trouble against opponents like this?\In the end, he's only a spymaster.\They aren't spies.\The Karlstein Agency is a training school for agents that\I know!\Main guns, fire at will! Blow their whole ceiling away! response:	Blitzendegen!
context: I've made up my mind!\Cain was having trouble against opponents like this?\In the end, he's only a spymaster.\They aren't spies.\The Karlstein Agency is a training school for agents that\I know!\Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen! response:	No!
context: Cain was having trouble against opponents like this?\In the end, he's only a spymaster.\They aren't spies.\The Karlstein Agency is a training school for agents that\I know!\Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen!\No! response:	We're done for!
context: In the end, he's only a spymaster.\They aren't spies.\The Karlstein Agency is a training school for agents that\I know!\Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen!\No!\We're done for! response:	What the?
context: They aren't spies.\The Karlstein Agency is a training school for agents that\I know!\Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen!\No!\We're done for!\What the? response:	Our main guns!
context: The Karlstein Agency is a training school for agents that\I know!\Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen!\No!\We're done for!\What the?\Our main guns! response:	Who is that?
context: I know!\Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen!\No!\We're done for!\What the?\Our main guns!\Who is that? response:	God's touched me, too.
context: Main guns, fire at will! Blow their whole ceiling away!\Blitzendegen!\No!\We're done for!\What the?\Our main guns!\Who is that?\God's touched me, too. response:	Isn't that right, Aina?
context: Blitzendegen!\No!\We're done for!\What the?\Our main guns!\Who is that?\God's touched me, too.\Isn't that right, Aina? response:	Form up! Waffen, position 7!
context: No!\We're done for!\What the?\Our main guns!\Who is that?\God's touched me, too.\Isn't that right, Aina?\Form up! Waffen, position 7! response:	How do you like that?
context: We're done for!\What the?\Our main guns!\Who is that?\God's touched me, too.\Isn't that right, Aina?\Form up! Waffen, position 7!\How do you like that? response:	Stupid amateur! Your back is wide open!
context: What the?\Our main guns!\Who is that?\God's touched me, too.\Isn't that right, Aina?\Form up! Waffen, position 7!\How do you like that?\Stupid amateur! Your back is wide open! response:	Oh, crap!
context: Our main guns!\Who is that?\God's touched me, too.\Isn't that right, Aina?\Form up! Waffen, position 7!\How do you like that?\Stupid amateur! Your back is wide open!\Oh, crap! response:	Take that, you Dorssian dick!
context: Who is that?\God's touched me, too.\Isn't that right, Aina?\Form up! Waffen, position 7!\How do you like that?\Stupid amateur! Your back is wide open!\Oh, crap!\Take that, you Dorssian dick! response:	Yamada?!
context: God's touched me, too.\Isn't that right, Aina?\Form up! Waffen, position 7!\How do you like that?\Stupid amateur! Your back is wide open!\Oh, crap!\Take that, you Dorssian dick!\Yamada?! response:	It's Thunder'!
context: Isn't that right, Aina?\Form up! Waffen, position 7!\How do you like that?\Stupid amateur! Your back is wide open!\Oh, crap!\Take that, you Dorssian dick!\Yamada?!\It's Thunder'! response:	You... You hit Yes?
context: Form up! Waffen, position 7!\How do you like that?\Stupid amateur! Your back is wide open!\Oh, crap!\Take that, you Dorssian dick!\Yamada?!\It's Thunder'!\You... You hit Yes? response:	Oh, you mean that thing about resigning humanity or whatever?
context: How do you like that?\Stupid amateur! Your back is wide open!\Oh, crap!\Take that, you Dorssian dick!\Yamada?!\It's Thunder'!\You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever? response:	Oh, you did it, too...
context: Stupid amateur! Your back is wide open!\Oh, crap!\Take that, you Dorssian dick!\Yamada?!\It's Thunder'!\You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too... response:	I'll explain later! For now...
context: Oh, crap!\Take that, you Dorssian dick!\Yamada?!\It's Thunder'!\You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too...\I'll explain later! For now... response:	Yeah! I'm gonna avenge Nobu!
context: Take that, you Dorssian dick!\Yamada?!\It's Thunder'!\You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too...\I'll explain later! For now...\Yeah! I'm gonna avenge Nobu! response:	It has eight arms?!
context: Yamada?!\It's Thunder'!\You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too...\I'll explain later! For now...\Yeah! I'm gonna avenge Nobu!\It has eight arms?! response:	Ten, counting its original two!
context: It's Thunder'!\You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too...\I'll explain later! For now...\Yeah! I'm gonna avenge Nobu!\It has eight arms?!\Ten, counting its original two! response:	I can see that!
context: You... You hit Yes?\Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too...\I'll explain later! For now...\Yeah! I'm gonna avenge Nobu!\It has eight arms?!\Ten, counting its original two!\I can see that! response:	Superconducting fluid accelerator cannon, prepare to fire!
context: Oh, you mean that thing about resigning humanity or whatever?\Oh, you did it, too...\I'll explain later! For now...\Yeah! I'm gonna avenge Nobu!\It has eight arms?!\Ten, counting its original two!\I can see that!\Superconducting fluid accelerator cannon, prepare to fire! response:	But sir! At this angle, we'll hit our own forces!
context: Oh, you did it, too...\I'll explain later! For now...\Yeah! I'm gonna avenge Nobu!\It has eight arms?!\Ten, counting its original two!\I can see that!\Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces! response:	That's an order!
context: I'll explain later! For now...\Yeah! I'm gonna avenge Nobu!\It has eight arms?!\Ten, counting its original two!\I can see that!\Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces!\That's an order! response:	Kyuma Inuzuka. 068 is the enemy's flagship.
context: Yeah! I'm gonna avenge Nobu!\It has eight arms?!\Ten, counting its original two!\I can see that!\Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces!\That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship. response:	Crush the head of the snake, huh?
context: It has eight arms?!\Ten, counting its original two!\I can see that!\Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces!\That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh? response:	That's a siege cannon meant for assaulting fortified positions.
context: Ten, counting its original two!\I can see that!\Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces!\That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions. response:	It's not the most accurate weapon...
context: I can see that!\Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces!\That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon... response:	But they're between us and the target!
context: Superconducting fluid accelerator cannon, prepare to fire!\But sir! At this angle, we'll hit our own forces!\That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon...\But they're between us and the target! response:	Tell me, Aina...
context: But sir! At this angle, we'll hit our own forces!\That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon...\But they're between us and the target!\Tell me, Aina... response:	If I had told you how I felt, would you have given me the go-ahead?
context: That's an order!\Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon...\But they're between us and the target!\Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead? response:	Would it have put you on the spot?
context: Kyuma Inuzuka. 068 is the enemy's flagship.\Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon...\But they're between us and the target!\Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot? response:	Or would it have made you happy?
context: Crush the head of the snake, huh?\That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon...\But they're between us and the target!\Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot?\Or would it have made you happy? response:	Fire!
context: That's a siege cannon meant for assaulting fortified positions.\It's not the most accurate weapon...\But they're between us and the target!\Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot?\Or would it have made you happy?\Fire! response:	Aina!
context: It's not the most accurate weapon...\But they're between us and the target!\Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot?\Or would it have made you happy?\Fire!\Aina! response:	Impossible!
context: But they're between us and the target!\Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot?\Or would it have made you happy?\Fire!\Aina!\Impossible! response:	The accelerator cannon was deflected?
context: Tell me, Aina...\If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot?\Or would it have made you happy?\Fire!\Aina!\Impossible!\The accelerator cannon was deflected? response:	Sure...
context: If I had told you how I felt, would you have given me the go-ahead?\Would it have put you on the spot?\Or would it have made you happy?\Fire!\Aina!\Impossible!\The accelerator cannon was deflected?\Sure... response:	I understand, Aina!
context: Would it have put you on the spot?\Or would it have made you happy?\Fire!\Aina!\Impossible!\The accelerator cannon was deflected?\Sure...\I understand, Aina! response:	Evasive!
context: Or would it have made you happy?\Fire!\Aina!\Impossible!\The accelerator cannon was deflected?\Sure...\I understand, Aina!\Evasive! response:	There's no time!
context: Fire!\Aina!\Impossible!\The accelerator cannon was deflected?\Sure...\I understand, Aina!\Evasive!\There's no time! response:	No response from Commodore Manninger.
