context: Good grief. Why did you completely burn our ingredients? response:	Well, my apologies.
context: Break up with Lady Tohru.\Hmm? Lady?\What did you just say?\I know that you've seduced her.\With your body.\Huh?\Cuckold.\Slut in glasses! response:	Hey, aren't you making a mistake? I'm not a slu
context: Hmm? Lady?\What did you just say?\I know that you've seduced her.\With your body.\Huh?\Cuckold.\Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu response:	Whoa now.
context: What did you just say?\I know that you've seduced her.\With your body.\Huh?\Cuckold.\Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu\Whoa now. response:	Break up with her! Give her back!
context: I know that you've seduced her.\With your body.\Huh?\Cuckold.\Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu\Whoa now.\Break up with her! Give her back! response:	Miss Kobayashi, I'm home!
context: With your body.\Huh?\Cuckold.\Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu\Whoa now.\Break up with her! Give her back!\Miss Kobayashi, I'm home! response:	Why you!
context: Huh?\Cuckold.\Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu\Whoa now.\Break up with her! Give her back!\Miss Kobayashi, I'm home!\Why you! response:	Are you cheating on me?!
context: Cuckold.\Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu\Whoa now.\Break up with her! Give her back!\Miss Kobayashi, I'm home!\Why you!\Are you cheating on me?! response:	Don't make things more complicated! Not worse!
context: Slut in glasses!\Hey, aren't you making a mistake? I'm not a slu\Whoa now.\Break up with her! Give her back!\Miss Kobayashi, I'm home!\Why you!\Are you cheating on me?!\Don't make things more complicated! Not worse! response:	Lady Tohru.
context: Hey, aren't you making a mistake? I'm not a slu\Whoa now.\Break up with her! Give her back!\Miss Kobayashi, I'm home!\Why you!\Are you cheating on me?!\Don't make things more complicated! Not worse!\Lady Tohru. response:	Ah...
context: Whoa now.\Break up with her! Give her back!\Miss Kobayashi, I'm home!\Why you!\Are you cheating on me?!\Don't make things more complicated! Not worse!\Lady Tohru.\Ah... response:	This girl is called Kanna Kamui.
context: Break up with her! Give her back!\Miss Kobayashi, I'm home!\Why you!\Are you cheating on me?!\Don't make things more complicated! Not worse!\Lady Tohru.\Ah...\This girl is called Kanna Kamui. response:	Kanna Kamui
context: Miss Kobayashi, I'm home!\Why you!\Are you cheating on me?!\Don't make things more complicated! Not worse!\Lady Tohru.\Ah...\This girl is called Kanna Kamui.\Kanna Kamui response:	She's an acquaintance of mine.
context: Why you!\Are you cheating on me?!\Don't make things more complicated! Not worse!\Lady Tohru.\Ah...\This girl is called Kanna Kamui.\Kanna Kamui\She's an acquaintance of mine. response:	Figured.
context: Are you cheating on me?!\Don't make things more complicated! Not worse!\Lady Tohru.\Ah...\This girl is called Kanna Kamui.\Kanna Kamui\She's an acquaintance of mine.\Figured. response:	Lady Tohru went missing, so I came searching for her.
context: Don't make things more complicated! Not worse!\Lady Tohru.\Ah...\This girl is called Kanna Kamui.\Kanna Kamui\She's an acquaintance of mine.\Figured.\Lady Tohru went missing, so I came searching for her. response:	Went missing?
context: Lady Tohru.\Ah...\This girl is called Kanna Kamui.\Kanna Kamui\She's an acquaintance of mine.\Figured.\Lady Tohru went missing, so I came searching for her.\Went missing? response:	Tohru, you need to let your friends know.
context: Ah...\This girl is called Kanna Kamui.\Kanna Kamui\She's an acquaintance of mine.\Figured.\Lady Tohru went missing, so I came searching for her.\Went missing?\Tohru, you need to let your friends know. response:	Sorry.
context: This girl is called Kanna Kamui.\Kanna Kamui\She's an acquaintance of mine.\Figured.\Lady Tohru went missing, so I came searching for her.\Went missing?\Tohru, you need to let your friends know.\Sorry. response:	Still, I'm surprised you found this place.
context: Kanna Kamui\She's an acquaintance of mine.\Figured.\Lady Tohru went missing, so I came searching for her.\Went missing?\Tohru, you need to let your friends know.\Sorry.\Still, I'm surprised you found this place. response:	I saw Lady Tohru breathe fire on that cloudy day.
context: She's an acquaintance of mine.\Figured.\Lady Tohru went missing, so I came searching for her.\Went missing?\Tohru, you need to let your friends know.\Sorry.\Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day. response:	And I sensed your magic power.
context: Figured.\Lady Tohru went missing, so I came searching for her.\Went missing?\Tohru, you need to let your friends know.\Sorry.\Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power. response:	Ah...
context: Lady Tohru went missing, so I came searching for her.\Went missing?\Tohru, you need to let your friends know.\Sorry.\Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power.\Ah... response:	You were careless there, huh, Tohru?
context: Went missing?\Tohru, you need to let your friends know.\Sorry.\Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power.\Ah...\You were careless there, huh, Tohru? response:	Lady Tohru, why are you in such an outfit?
context: Tohru, you need to let your friends know.\Sorry.\Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power.\Ah...\You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit? response:	Come home with me.
context: Sorry.\Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power.\Ah...\You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit?\Come home with me. response:	I need you, Lady Tohru.
context: Still, I'm surprised you found this place.\I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power.\Ah...\You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit?\Come home with me.\I need you, Lady Tohru. response:	I'm not going home.
context: I saw Lady Tohru breathe fire on that cloudy day.\And I sensed your magic power.\Ah...\You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit?\Come home with me.\I need you, Lady Tohru.\I'm not going home. response:	Why not?
context: And I sensed your magic power.\Ah...\You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit?\Come home with me.\I need you, Lady Tohru.\I'm not going home.\Why not? response:	Because...
context: Ah...\You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit?\Come home with me.\I need you, Lady Tohru.\I'm not going home.\Why not?\Because... response:	I'm in love with Miss Kobayashi!
context: You were careless there, huh, Tohru?\Lady Tohru, why are you in such an outfit?\Come home with me.\I need you, Lady Tohru.\I'm not going home.\Why not?\Because...\I'm in love with Miss Kobayashi! response:	Hey, take this seri
context: Lady Tohru, why are you in such an outfit?\Come home with me.\I need you, Lady Tohru.\I'm not going home.\Why not?\Because...\I'm in love with Miss Kobayashi!\Hey, take this seri response:	I knew it!
context: Come home with me.\I need you, Lady Tohru.\I'm not going home.\Why not?\Because...\I'm in love with Miss Kobayashi!\Hey, take this seri\I knew it! response:	Huh?!
context: I need you, Lady Tohru.\I'm not going home.\Why not?\Because...\I'm in love with Miss Kobayashi!\Hey, take this seri\I knew it!\Huh?! response:	I saw you on your date at the bazaar!
context: I'm not going home.\Why not?\Because...\I'm in love with Miss Kobayashi!\Hey, take this seri\I knew it!\Huh?!\I saw you on your date at the bazaar! response:	You were holding hands in public!
context: Why not?\Because...\I'm in love with Miss Kobayashi!\Hey, take this seri\I knew it!\Huh?!\I saw you on your date at the bazaar!\You were holding hands in public! response:	You perverts!
context: Because...\I'm in love with Miss Kobayashi!\Hey, take this seri\I knew it!\Huh?!\I saw you on your date at the bazaar!\You were holding hands in public!\You perverts! response:	On our date?
context: I'm in love with Miss Kobayashi!\Hey, take this seri\I knew it!\Huh?!\I saw you on your date at the bazaar!\You were holding hands in public!\You perverts!\On our date? response:	Don't blush about it!
context: Hey, take this seri\I knew it!\Huh?!\I saw you on your date at the bazaar!\You were holding hands in public!\You perverts!\On our date?\Don't blush about it! response:	In that case, I'll kill you if I must...
context: I knew it!\Huh?!\I saw you on your date at the bazaar!\You were holding hands in public!\You perverts!\On our date?\Don't blush about it!\In that case, I'll kill you if I must... response:	Die!
context: Huh?!\I saw you on your date at the bazaar!\You were holding hands in public!\You perverts!\On our date?\Don't blush about it!\In that case, I'll kill you if I must...\Die! response:	Why you!
context: I saw you on your date at the bazaar!\You were holding hands in public!\You perverts!\On our date?\Don't blush about it!\In that case, I'll kill you if I must...\Die!\Why you! response:	Why... you!
context: You were holding hands in public!\You perverts!\On our date?\Don't blush about it!\In that case, I'll kill you if I must...\Die!\Why you!\Why... you! response:	Kanna...
context: You perverts!\On our date?\Don't blush about it!\In that case, I'll kill you if I must...\Die!\Why you!\Why... you!\Kanna... response:	You've become incredibly powerless, haven't you?
context: On our date?\Don't blush about it!\In that case, I'll kill you if I must...\Die!\Why you!\Why... you!\Kanna...\You've become incredibly powerless, haven't you? response:	You're the odd one, Lady Tohru!
context: Don't blush about it!\In that case, I'll kill you if I must...\Die!\Why you!\Why... you!\Kanna...\You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru! response:	The mana purity here is too low!
context: In that case, I'll kill you if I must...\Die!\Why you!\Why... you!\Kanna...\You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru!\The mana purity here is too low! response:	Kanna-chan, do you mean...
context: Die!\Why you!\Why... you!\Kanna...\You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru!\The mana purity here is too low!\Kanna-chan, do you mean... response:	you can't get home?
context: Why you!\Why... you!\Kanna...\You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru!\The mana purity here is too low!\Kanna-chan, do you mean...\you can't get home? response:	Th-That's not true.
context: Why... you!\Kanna...\You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru!\The mana purity here is too low!\Kanna-chan, do you mean...\you can't get home?\Th-That's not true. response:	It's not? But you don't have anywhere to stay, right?
context: Kanna...\You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru!\The mana purity here is too low!\Kanna-chan, do you mean...\you can't get home?\Th-That's not true.\It's not? But you don't have anywhere to stay, right? response:	Come on, look me in the eye and answer.
context: You've become incredibly powerless, haven't you?\You're the odd one, Lady Tohru!\The mana purity here is too low!\Kanna-chan, do you mean...\you can't get home?\Th-That's not true.\It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer. response:	I think your dead-fish eyes are scary, Miss Kobayashi.
context: You're the odd one, Lady Tohru!\The mana purity here is too low!\Kanna-chan, do you mean...\you can't get home?\Th-That's not true.\It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi. response:	Kanna, please tell us honestly about what you're planning.
context: The mana purity here is too low!\Kanna-chan, do you mean...\you can't get home?\Th-That's not true.\It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning. response:	If you're after Miss Kobayashi, then I'm sorry, but give it up.
context: Kanna-chan, do you mean...\you can't get home?\Th-That's not true.\It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up. response:	Tohru, be quiet for a moment.
context: you can't get home?\Th-That's not true.\It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment. response:	Actually...
context: Th-That's not true.\It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment.\Actually... response:	You were exiled for a prank?
context: It's not? But you don't have anywhere to stay, right?\Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment.\Actually...\You were exiled for a prank? response:	Kanna does love pulling pranks.
context: Come on, look me in the eye and answer.\I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment.\Actually...\You were exiled for a prank?\Kanna does love pulling pranks. response:	Uh, so to sum things up...
context: I think your dead-fish eyes are scary, Miss Kobayashi.\Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment.\Actually...\You were exiled for a prank?\Kanna does love pulling pranks.\Uh, so to sum things up... response:	It's like this?
context: Kanna, please tell us honestly about what you're planning.\If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment.\Actually...\You were exiled for a prank?\Kanna does love pulling pranks.\Uh, so to sum things up...\It's like this? response:	Mommy, open up!
context: If you're after Miss Kobayashi, then I'm sorry, but give it up.\Tohru, be quiet for a moment.\Actually...\You were exiled for a prank?\Kanna does love pulling pranks.\Uh, so to sum things up...\It's like this?\Mommy, open up! response:	I'll be good!
context: Tohru, be quiet for a moment.\Actually...\You were exiled for a prank?\Kanna does love pulling pranks.\Uh, so to sum things up...\It's like this?\Mommy, open up!\I'll be good! response:	Like that, yes.
context: Actually...\You were exiled for a prank?\Kanna does love pulling pranks.\Uh, so to sum things up...\It's like this?\Mommy, open up!\I'll be good!\Like that, yes. response:	She's probably not allowed to return until she reflects on her actions.
context: You were exiled for a prank?\Kanna does love pulling pranks.\Uh, so to sum things up...\It's like this?\Mommy, open up!\I'll be good!\Like that, yes.\She's probably not allowed to return until she reflects on her actions. response:	It would be futile for me to try sending her back.
context: Kanna does love pulling pranks.\Uh, so to sum things up...\It's like this?\Mommy, open up!\I'll be good!\Like that, yes.\She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back. response:	So right now she's all on her own...
context: Uh, so to sum things up...\It's like this?\Mommy, open up!\I'll be good!\Like that, yes.\She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back.\So right now she's all on her own... response:	Yes.
context: It's like this?\Mommy, open up!\I'll be good!\Like that, yes.\She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back.\So right now she's all on her own...\Yes. response:	Kanna-chan.
context: Mommy, open up!\I'll be good!\Like that, yes.\She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back.\So right now she's all on her own...\Yes.\Kanna-chan. response:	If you have no place to stay, want to live here?
context: I'll be good!\Like that, yes.\She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back.\So right now she's all on her own...\Yes.\Kanna-chan.\If you have no place to stay, want to live here? response:	Huh? You told me no the first time I asked, though. Huh?
context: Like that, yes.\She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back.\So right now she's all on her own...\Yes.\Kanna-chan.\If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh? response:	Once you have one, two's nothing.
context: She's probably not allowed to return until she reflects on her actions.\It would be futile for me to try sending her back.\So right now she's all on her own...\Yes.\Kanna-chan.\If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing. response:	I don't trust humans!
context: It would be futile for me to try sending her back.\So right now she's all on her own...\Yes.\Kanna-chan.\If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing.\I don't trust humans! response:	You're plotting something!
context: So right now she's all on her own...\Yes.\Kanna-chan.\If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing.\I don't trust humans!\You're plotting something! response:	You're trying to use me!
context: Yes.\Kanna-chan.\If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing.\I don't trust humans!\You're plotting something!\You're trying to use me! response:	So you can't trust anyone in an unknown world?
context: Kanna-chan.\If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing.\I don't trust humans!\You're plotting something!\You're trying to use me!\So you can't trust anyone in an unknown world? response:	That's natural.
context: If you have no place to stay, want to live here?\Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing.\I don't trust humans!\You're plotting something!\You're trying to use me!\So you can't trust anyone in an unknown world?\That's natural. response:	I wouldn't trust anyone either.
context: Huh? You told me no the first time I asked, though. Huh?\Once you have one, two's nothing.\I don't trust humans!\You're plotting something!\You're trying to use me!\So you can't trust anyone in an unknown world?\That's natural.\I wouldn't trust anyone either. response:	Trusting someone is something that happens after you become friends or become lovers.
context: Once you have one, two's nothing.\I don't trust humans!\You're plotting something!\You're trying to use me!\So you can't trust anyone in an unknown world?\That's natural.\I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers. response:	Kanna-chan, I won't ask you to be my friend.
context: I don't trust humans!\You're plotting something!\You're trying to use me!\So you can't trust anyone in an unknown world?\That's natural.\I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend. response:	Let's live together.
context: You're plotting something!\You're trying to use me!\So you can't trust anyone in an unknown world?\That's natural.\I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend.\Let's live together. response:	That's all.
context: You're trying to use me!\So you can't trust anyone in an unknown world?\That's natural.\I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend.\Let's live together.\That's all. response:	Okay.
context: So you can't trust anyone in an unknown world?\That's natural.\I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend.\Let's live together.\That's all.\Okay. response:	I'm so glad I fell in love with Miss Kobayashi.
context: That's natural.\I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend.\Let's live together.\That's all.\Okay.\I'm so glad I fell in love with Miss Kobayashi. response:	There!
context: I wouldn't trust anyone either.\Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend.\Let's live together.\That's all.\Okay.\I'm so glad I fell in love with Miss Kobayashi.\There! response:	There!
context: Trusting someone is something that happens after you become friends or become lovers.\Kanna-chan, I won't ask you to be my friend.\Let's live together.\That's all.\Okay.\I'm so glad I fell in love with Miss Kobayashi.\There!\There! response:	There!
context: Kanna-chan, I won't ask you to be my friend.\Let's live together.\That's all.\Okay.\I'm so glad I fell in love with Miss Kobayashi.\There!\There!\There! response:	There!
context: Let's live together.\That's all.\Okay.\I'm so glad I fell in love with Miss Kobayashi.\There!\There!\There!\There! response:	Am I domesticating her with food?
context: That's all.\Okay.\I'm so glad I fell in love with Miss Kobayashi.\There!\There!\There!\There!\Am I domesticating her with food? response:	Episode 2
context: Okay.\I'm so glad I fell in love with Miss Kobayashi.\There!\There!\There!\There!\Am I domesticating her with food?\Episode 2 response:	Second Dragon, Kanna! (We're Totally Spoiling Here)
context: I'm so glad I fell in love with Miss Kobayashi.\There!\There!\There!\There!\Am I domesticating her with food?\Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here) response:	I want to play!
context: There!\There!\There!\There!\Am I domesticating her with food?\Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play! response:	What about your game?
context: There!\There!\There!\Am I domesticating her with food?\Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play!\What about your game? response:	I'm bored with it.
context: There!\There!\Am I domesticating her with food?\Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play!\What about your game?\I'm bored with it. response:	Kanna is a child, after all.
context: There!\Am I domesticating her with food?\Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play!\What about your game?\I'm bored with it.\Kanna is a child, after all. response:	She wants to exercise her body to the fullest.
context: Am I domesticating her with food?\Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play!\What about your game?\I'm bored with it.\Kanna is a child, after all.\She wants to exercise her body to the fullest. response:	When I was a kid I spent my days playing video games, though...
context: Episode 2\Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play!\What about your game?\I'm bored with it.\Kanna is a child, after all.\She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though... response:	Well then, would you like to play with me outside today?
context: Second Dragon, Kanna! (We're Totally Spoiling Here)\I want to play!\What about your game?\I'm bored with it.\Kanna is a child, after all.\She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today? response:	Yeah!
context: I want to play!\What about your game?\I'm bored with it.\Kanna is a child, after all.\She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today?\Yeah! response:	Would you like to come, too, Miss Kobayashi?
context: What about your game?\I'm bored with it.\Kanna is a child, after all.\She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today?\Yeah!\Would you like to come, too, Miss Kobayashi? response:	No, please come!
context: I'm bored with it.\Kanna is a child, after all.\She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today?\Yeah!\Would you like to come, too, Miss Kobayashi?\No, please come! response:	I hate exercising.
context: Kanna is a child, after all.\She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today?\Yeah!\Would you like to come, too, Miss Kobayashi?\No, please come!\I hate exercising. response:	Is this Japan?
context: She wants to exercise her body to the fullest.\When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today?\Yeah!\Would you like to come, too, Miss Kobayashi?\No, please come!\I hate exercising.\Is this Japan? response:	Who knows?
context: When I was a kid I spent my days playing video games, though...\Well then, would you like to play with me outside today?\Yeah!\Would you like to come, too, Miss Kobayashi?\No, please come!\I hate exercising.\Is this Japan?\Who knows? response:	I just landed in a big field that looked nice.
context: Well then, would you like to play with me outside today?\Yeah!\Would you like to come, too, Miss Kobayashi?\No, please come!\I hate exercising.\Is this Japan?\Who knows?\I just landed in a big field that looked nice. response:	Well, whatever.
context: Yeah!\Would you like to come, too, Miss Kobayashi?\No, please come!\I hate exercising.\Is this Japan?\Who knows?\I just landed in a big field that looked nice.\Well, whatever. response:	I'm going to sleep off the fatigue from my deathma.
context: Would you like to come, too, Miss Kobayashi?\No, please come!\I hate exercising.\Is this Japan?\Who knows?\I just landed in a big field that looked nice.\Well, whatever.\I'm going to sleep off the fatigue from my deathma. response:	Deathma: Short for death march. To work without rest under an overloaded schedule.
context: No, please come!\I hate exercising.\Is this Japan?\Who knows?\I just landed in a big field that looked nice.\Well, whatever.\I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule. response:	No Reception
context: I hate exercising.\Is this Japan?\Who knows?\I just landed in a big field that looked nice.\Well, whatever.\I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception response:	Wake me up when you're finished playing.
context: Is this Japan?\Who knows?\I just landed in a big field that looked nice.\Well, whatever.\I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception\Wake me up when you're finished playing. response:	And return us to Japan.
context: Who knows?\I just landed in a big field that looked nice.\Well, whatever.\I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception\Wake me up when you're finished playing.\And return us to Japan. response:	Oh well.
context: I just landed in a big field that looked nice.\Well, whatever.\I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception\Wake me up when you're finished playing.\And return us to Japan.\Oh well. response:	Okay, shall we play by ourselves?
context: Well, whatever.\I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception\Wake me up when you're finished playing.\And return us to Japan.\Oh well.\Okay, shall we play by ourselves? response:	Yeah.
context: I'm going to sleep off the fatigue from my deathma.\Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception\Wake me up when you're finished playing.\And return us to Japan.\Oh well.\Okay, shall we play by ourselves?\Yeah. response:	Wait, wait, wait!
context: Deathma: Short for death march. To work without rest under an overloaded schedule.\No Reception\Wake me up when you're finished playing.\And return us to Japan.\Oh well.\Okay, shall we play by ourselves?\Yeah.\Wait, wait, wait! response:	Huh? I thought you were going to sleep?
context: No Reception\Wake me up when you're finished playing.\And return us to Japan.\Oh well.\Okay, shall we play by ourselves?\Yeah.\Wait, wait, wait!\Huh? I thought you were going to sleep? response:	How can I sleep?!
context: Wake me up when you're finished playing.\And return us to Japan.\Oh well.\Okay, shall we play by ourselves?\Yeah.\Wait, wait, wait!\Huh? I thought you were going to sleep?\How can I sleep?! response:	What are you battling to the death over all of a sudden?!
context: And return us to Japan.\Oh well.\Okay, shall we play by ourselves?\Yeah.\Wait, wait, wait!\Huh? I thought you were going to sleep?\How can I sleep?!\What are you battling to the death over all of a sudden?! response:	Oh, no. We were just roughhousing a little bit is all.
context: Oh well.\Okay, shall we play by ourselves?\Yeah.\Wait, wait, wait!\Huh? I thought you were going to sleep?\How can I sleep?!\What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all. response:	You're over-exaggerating, Kobayashi.
context: Okay, shall we play by ourselves?\Yeah.\Wait, wait, wait!\Huh? I thought you were going to sleep?\How can I sleep?!\What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi. response:	Shoot, I'm at the disadvantage here.
context: Yeah.\Wait, wait, wait!\Huh? I thought you were going to sleep?\How can I sleep?!\What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here. response:	Oh, I bet you wanted to join in, too, right, Miss Kobayashi?
context: Wait, wait, wait!\Huh? I thought you were going to sleep?\How can I sleep?!\What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi? response:	Jeez, you're not very honest.
context: Huh? I thought you were going to sleep?\How can I sleep?!\What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest. response:	I'd die!
context: How can I sleep?!\What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest.\I'd die! response:	It's fun to move around in a human body.
context: What are you battling to the death over all of a sudden?!\Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest.\I'd die!\It's fun to move around in a human body. response:	I thought your strength was gone, Kanna-chan?
context: Oh, no. We were just roughhousing a little bit is all.\You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest.\I'd die!\It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan? response:	The source of my power is electricity.
context: You're over-exaggerating, Kobayashi.\Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest.\I'd die!\It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan?\The source of my power is electricity. response:	So it returned after I recharged.
context: Shoot, I'm at the disadvantage here.\Oh, I bet you wanted to join in, too, right, Miss Kobayashi?\Jeez, you're not very honest.\I'd die!\It's fun to move around in a human body.\I thought your strength was gone, Kanna-chan?\The source of my power is electricity.\So it returned after I recharged. response:	Are you made of lithium?
