context: J Like no one ever was J response:	J To catch them is my real test To train them is my cause J
context: You look like you're ready for bed, not for Pokemon training.\I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time.\Oh, I wish I hadn't overslept. response:	But now I will choose as my Pokemon Bulbasaur! What?
context: I hope you don't think you're going to train in your pajamas.\Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time.\Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What? response:	That one was also taken by a kid who wasn't late.
context: Oh, no, Professor. I got messed up this morning,\and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time.\Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late. response:	Oh. Well, that's no problem
context: and I was a little late, but believe me, I'm ready for a Pokemon.\I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time.\Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem response:	because my Pokemon will be Charmander!
context: I thought about it a lot and it took me a long time\but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time.\Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem\because my Pokemon will be Charmander! response:	-Ah! -The early bird gets the worm
context: but I finally decided to choose Squirtle. Oh!\Already taken by someone who was on time.\Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem\because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm response:	or in this case, the Pokemon.
context: Already taken by someone who was on time.\Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem\because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm\or in this case, the Pokemon. response:	Does that mean all the Pokemon are gone?
context: Oh, I wish I hadn't overslept.\But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem\because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm\or in this case, the Pokemon.\Does that mean all the Pokemon are gone? response:	-Well, there is still one left- - Professor, I'll take it!
context: But now I will choose as my Pokemon Bulbasaur! What?\That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem\because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm\or in this case, the Pokemon.\Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it! response:	I think I should warn you. There is a problem with this last one.
context: That one was also taken by a kid who wasn't late.\Oh. Well, that's no problem\because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm\or in this case, the Pokemon.\Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one. response:	-I have to have a Pokemon. -Well, in that case.
context: Oh. Well, that's no problem\because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm\or in this case, the Pokemon.\Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case. response:	-Pikachu. - Its name is Pikachu.
context: because my Pokemon will be Charmander!\-Ah! -The early bird gets the worm\or in this case, the Pokemon.\Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu. response:	-Oh, it's so cute. It's the best of all. -You'll see.
context: -Ah! -The early bird gets the worm\or in this case, the Pokemon.\Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see. response:	-Oh, hi, Pikachu. -Pika.
context: or in this case, the Pokemon.\Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika. response:	It's also known as electric mouse.
context: Does that mean all the Pokemon are gone?\-Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika.\It's also known as electric mouse. response:	It's usually shy but can sometimes have an electrifying personality.
context: -Well, there is still one left- - Professor, I'll take it!\I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika.\It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality. response:	-I see what you mean. -Shocking, isn't it?
context: I think I should warn you. There is a problem with this last one.\-I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika.\It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it? response:	Now, take these, your Pokedex and Poke Balls.
context: -I have to have a Pokemon. -Well, in that case.\-Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika.\It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls. response:	-Mom. -Oh, Ash, I'm so proud of you.
context: -Pikachu. - Its name is Pikachu.\-Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika.\It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you. response:	You're finally going to fulfill your dream and start your Pokemon training.
context: -Oh, it's so cute. It's the best of all. -You'll see.\-Oh, hi, Pikachu. -Pika.\It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training. response:	But I'm going to miss you so much.
context: -Oh, hi, Pikachu. -Pika.\It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much. response:	Oh, my little boy.
context: It's also known as electric mouse.\It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much.\Oh, my little boy. response:	Pikachu.
context: It's usually shy but can sometimes have an electrifying personality.\-I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much.\Oh, my little boy.\Pikachu. response:	I packed your sneakers and jeans, nice clean shirts and underwear,
context: -I see what you mean. -Shocking, isn't it?\Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much.\Oh, my little boy.\Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear, response:	and your favorite snacks and some hot chocolate in case you want something hot
context: Now, take these, your Pokedex and Poke Balls.\-Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much.\Oh, my little boy.\Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot response:	but be careful not to burn yourself and a pair of rubber gloves to do your laundry
context: -Mom. -Oh, Ash, I'm so proud of you.\You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much.\Oh, my little boy.\Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry response:	and a new clothesline to hang it out to dry-
context: You're finally going to fulfill your dream and start your Pokemon training.\But I'm going to miss you so much.\Oh, my little boy.\Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry- response:	Mom, you're embarrassing me in front of all these people.
context: But I'm going to miss you so much.\Oh, my little boy.\Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people. response:	Don't you know I'm a big kid now?
context: Oh, my little boy.\Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now? response:	Pokemon trainers can take care of themselves.
context: Pikachu.\I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves. response:	I understand. Hmm?
context: I packed your sneakers and jeans, nice clean shirts and underwear,\and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves.\I understand. Hmm? response:	-That's your Pokemon? -Pikachu.
context: and your favorite snacks and some hot chocolate in case you want something hot\but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves.\I understand. Hmm?\-That's your Pokemon? -Pikachu. response:	Yeah, that's my Pokemon! -Pi.
context: but be careful not to burn yourself and a pair of rubber gloves to do your laundry\and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves.\I understand. Hmm?\-That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi. response:	Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!
context: and a new clothesline to hang it out to dry-\Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves.\I understand. Hmm?\-That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world! response:	I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?
context: Mom, you're embarrassing me in front of all these people.\Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves.\I understand. Hmm?\-That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one? response:	Uh, oh, yeah, right. Pikachu, get in the ball now.
context: Don't you know I'm a big kid now?\Pokemon trainers can take care of themselves.\I understand. Hmm?\-That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now. response:	-Pi. -Huh?
context: Pokemon trainers can take care of themselves.\I understand. Hmm?\-That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh? response:	-Pi. -Huh?
context: I understand. Hmm?\-That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh?\-Pi. -Huh? response:	-Ka. -Huh?
context: -That's your Pokemon? -Pikachu.\Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh?\-Pi. -Huh?\-Ka. -Huh? response:	-Chu. -Huh?
context: Yeah, that's my Pokemon! -Pi.\Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh?\-Pi. -Huh?\-Ka. -Huh?\-Chu. -Huh? response:	Pikachu.
context: Ugh. With Pikachu at my side, I'll get all the Pokemon in the world!\I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh?\-Pi. -Huh?\-Ka. -Huh?\-Chu. -Huh?\Pikachu. response:	Oh, you're playing catch. You're friends already.
context: I thought all Pokemon stayed inside their Poke Ball. Why doesn't this one?\Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh?\-Pi. -Huh?\-Ka. -Huh?\-Chu. -Huh?\Pikachu.\Oh, you're playing catch. You're friends already. response:	Uh, sure.
context: Uh, oh, yeah, right. Pikachu, get in the ball now.\-Pi. -Huh?\-Pi. -Huh?\-Ka. -Huh?\-Chu. -Huh?\Pikachu.\Oh, you're playing catch. You're friends already.\Uh, sure. response:	Pikachu and I are real pals. Right?
context: -Pi. -Huh?\-Pi. -Huh?\-Ka. -Huh?\-Chu. -Huh?\Pikachu.\Oh, you're playing catch. You're friends already.\Uh, sure.\Pikachu and I are real pals. Right? response:	- But it's a little weird. - Weird?
context: -Pi. -Huh?\-Ka. -Huh?\-Chu. -Huh?\Pikachu.\Oh, you're playing catch. You're friends already.\Uh, sure.\Pikachu and I are real pals. Right?\- But it's a little weird. - Weird? response:	Those rubber gloves your mom packed will come in handy!
context: -Ka. -Huh?\-Chu. -Huh?\Pikachu.\Oh, you're playing catch. You're friends already.\Uh, sure.\Pikachu and I are real pals. Right?\- But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy! response:	-Why? -Rubber blocks electricity.
context: -Chu. -Huh?\Pikachu.\Oh, you're playing catch. You're friends already.\Uh, sure.\Pikachu and I are real pals. Right?\- But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity. response:	Hooray!
context: Pikachu.\Oh, you're playing catch. You're friends already.\Uh, sure.\Pikachu and I are real pals. Right?\- But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity.\Hooray! response:	Don't forget to change your underwear every single day.
context: Oh, you're playing catch. You're friends already.\Uh, sure.\Pikachu and I are real pals. Right?\- But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity.\Hooray!\Don't forget to change your underwear every single day. response:	-Okay. -Pikachu.
context: Uh, sure.\Pikachu and I are real pals. Right?\- But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity.\Hooray!\Don't forget to change your underwear every single day.\-Okay. -Pikachu. response:	Pikachu, are you going to be like this the whole way?
context: Pikachu and I are real pals. Right?\- But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity.\Hooray!\Don't forget to change your underwear every single day.\-Okay. -Pikachu.\Pikachu, are you going to be like this the whole way? response:	Pi.
context: - But it's a little weird. - Weird?\Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity.\Hooray!\Don't forget to change your underwear every single day.\-Okay. -Pikachu.\Pikachu, are you going to be like this the whole way?\Pi. response:	- Is it because you don't like me? - Pika, pika.
context: Those rubber gloves your mom packed will come in handy!\-Why? -Rubber blocks electricity.\Hooray!\Don't forget to change your underwear every single day.\-Okay. -Pikachu.\Pikachu, are you going to be like this the whole way?\Pi.\- Is it because you don't like me? - Pika, pika. response:	Well, I like you a lot.
context: -Why? -Rubber blocks electricity.\Hooray!\Don't forget to change your underwear every single day.\-Okay. -Pikachu.\Pikachu, are you going to be like this the whole way?\Pi.\- Is it because you don't like me? - Pika, pika.\Well, I like you a lot. response:	And since you're the Pokemon I'm training,
context: Hooray!\Don't forget to change your underwear every single day.\-Okay. -Pikachu.\Pikachu, are you going to be like this the whole way?\Pi.\- Is it because you don't like me? - Pika, pika.\Well, I like you a lot.\And since you're the Pokemon I'm training, response:	don't you think you could be a little nicer
context: Don't forget to change your underwear every single day.\-Okay. -Pikachu.\Pikachu, are you going to be like this the whole way?\Pi.\- Is it because you don't like me? - Pika, pika.\Well, I like you a lot.\And since you're the Pokemon I'm training,\don't you think you could be a little nicer response:	and just open your mouth and tell me what's wrong?
context: -Okay. -Pikachu.\Pikachu, are you going to be like this the whole way?\Pi.\- Is it because you don't like me? - Pika, pika.\Well, I like you a lot.\And since you're the Pokemon I'm training,\don't you think you could be a little nicer\and just open your mouth and tell me what's wrong? response:	That's not exactly what I meant.
context: Pikachu, are you going to be like this the whole way?\Pi.\- Is it because you don't like me? - Pika, pika.\Well, I like you a lot.\And since you're the Pokemon I'm training,\don't you think you could be a little nicer\and just open your mouth and tell me what's wrong?\That's not exactly what I meant. response:	- Is your name all you can say? - Pika.
context: Pi.\- Is it because you don't like me? - Pika, pika.\Well, I like you a lot.\And since you're the Pokemon I'm training,\don't you think you could be a little nicer\and just open your mouth and tell me what's wrong?\That's not exactly what I meant.\- Is your name all you can say? - Pika. response:	Well, then, you're just like all Pokemon and you should act like one
context: - Is it because you don't like me? - Pika, pika.\Well, I like you a lot.\And since you're the Pokemon I'm training,\don't you think you could be a little nicer\and just open your mouth and tell me what's wrong?\That's not exactly what I meant.\- Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one response:	and get inside the Poke Ball just like it says in the Pokedex.
context: Well, I like you a lot.\And since you're the Pokemon I'm training,\don't you think you could be a little nicer\and just open your mouth and tell me what's wrong?\That's not exactly what I meant.\- Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex. response:	While being trained, a Pokemon usually stays inside its Poke Ball
context: And since you're the Pokemon I'm training,\don't you think you could be a little nicer\and just open your mouth and tell me what's wrong?\That's not exactly what I meant.\- Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball response:	-You see? -Pika!
context: don't you think you could be a little nicer\and just open your mouth and tell me what's wrong?\That's not exactly what I meant.\- Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika! response:	However, there are many exceptions.
context: and just open your mouth and tell me what's wrong?\That's not exactly what I meant.\- Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika!\However, there are many exceptions. response:	Some Pokemon hate being confined.
context: That's not exactly what I meant.\- Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika!\However, there are many exceptions.\Some Pokemon hate being confined. response:	Okay, then. This ought to make things better.
context: - Is your name all you can say? - Pika.\Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika!\However, there are many exceptions.\Some Pokemon hate being confined.\Okay, then. This ought to make things better. response:	-And I'll get rid of these. How's that? -Pi.
context: Well, then, you're just like all Pokemon and you should act like one\and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika!\However, there are many exceptions.\Some Pokemon hate being confined.\Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi. response:	-Still not good enough? -Pika.
context: and get inside the Poke Ball just like it says in the Pokedex.\While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika!\However, there are many exceptions.\Some Pokemon hate being confined.\Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika. response:	-Pika? -Huh?
context: While being trained, a Pokemon usually stays inside its Poke Ball\-You see? -Pika!\However, there are many exceptions.\Some Pokemon hate being confined.\Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika.\-Pika? -Huh? response:	-A Pidgey. -Pidgey is a flying Pokemon.
context: -You see? -Pika!\However, there are many exceptions.\Some Pokemon hate being confined.\Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika.\-Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon. response:	Among all the flying Pokemon, it is the gentlest and easiest to capture,
context: However, there are many exceptions.\Some Pokemon hate being confined.\Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika.\-Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture, response:	a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.
context: Some Pokemon hate being confined.\Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika.\-Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills. response:	This is great. It's our lucky day!
context: Okay, then. This ought to make things better.\-And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika.\-Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day! response:	-Pikachu, go get it. -Chu.
context: -And I'll get rid of these. How's that? -Pi.\-Still not good enough? -Pika.\-Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day!\-Pikachu, go get it. -Chu. response:	-Aren't you ever going to listen to me? -Chu.
context: -Still not good enough? -Pika.\-Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day!\-Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu. response:	-But why not? -Pika. Pika, pika, pika.
context: -Pika? -Huh?\-A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day!\-Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika. response:	Cha!
context: -A Pidgey. -Pidgey is a flying Pokemon.\Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day!\-Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika.\Cha! response:	Okay, I get the message. I don't want your help or need it.
context: Among all the flying Pokemon, it is the gentlest and easiest to capture,\a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day!\-Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika.\Cha!\Okay, I get the message. I don't want your help or need it. response:	I can get that thing all by myself.
context: a perfect target for the beginning Pokemon trainer to test his Pokemon's skills.\This is great. It's our lucky day!\-Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika.\Cha!\Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself. response:	All right, I've pledged to get all the Pokemon in the world.
context: This is great. It's our lucky day!\-Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika.\Cha!\Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world. response:	Now I'm ready to take the next step to be the number one Pokemon Master.
context: -Pikachu, go get it. -Chu.\-Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika.\Cha!\Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master. response:	Enjoy your last moments of freedom, Pidgey,'cause you're mine!
context: -Aren't you ever going to listen to me? -Chu.\-But why not? -Pika. Pika, pika, pika.\Cha!\Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine! response:	Poke Ball, go!
context: -But why not? -Pika. Pika, pika, pika.\Cha!\Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go! response:	I did it! Huh?
context: Cha!\Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go!\I did it! Huh? response:	I blew it.
context: Okay, I get the message. I don't want your help or need it.\I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go!\I did it! Huh?\I blew it. response:	To capture a Pokemon,
context: I can get that thing all by myself.\All right, I've pledged to get all the Pokemon in the world.\Now I'm ready to take the next step to be the number one Pokemon Master.\Enjoy your last moments of freedom, Pidgey,'cause you're mine!\Poke Ball, go!\I did it! Huh?\I blew it.\To capture a Pokemon, response:	you usually have your own Pokemon battle with the other.
