context: Um... response:	You're challenging 100?! That's impossible!
context: Her concentration and sense of tension have doubled!\Come.\This is why I told you it was impossible-kabo!\It's set up so that when the S-class monster\becomes the last one left, its power triples-kabo!\Alright! Pandemonium's last monster!\But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza! response:	Who knew they set it up like this?
context: Come.\This is why I told you it was impossible-kabo!\It's set up so that when the S-class monster\becomes the last one left, its power triples-kabo!\Alright! Pandemonium's last monster!\But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this? response:	An unexpected ambush...
context: This is why I told you it was impossible-kabo!\It's set up so that when the S-class monster\becomes the last one left, its power triples-kabo!\Alright! Pandemonium's last monster!\But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this?\An unexpected ambush... response:	I see. Fitting for a place called Pandemonium...
context: It's set up so that when the S-class monster\becomes the last one left, its power triples-kabo!\Alright! Pandemonium's last monster!\But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this?\An unexpected ambush...\I see. Fitting for a place called Pandemonium... response:	Go! That giant thing is no match for you, Erza!
context: becomes the last one left, its power triples-kabo!\Alright! Pandemonium's last monster!\But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this?\An unexpected ambush...\I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza! response:	The third day of the Grand Magic Games...
context: Alright! Pandemonium's last monster!\But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this?\An unexpected ambush...\I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games... response:	Pandemonium.
context: But somehow the battle has moved to the arena!\The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this?\An unexpected ambush...\I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games...\Pandemonium. response:	I don't think I'll ever forget this day...
context: The now super-sized S-class monster is bearing down on Erza!\Who knew they set it up like this?\An unexpected ambush...\I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games...\Pandemonium.\I don't think I'll ever forget this day... response:	Even while being badly wounded,
context: Who knew they set it up like this?\An unexpected ambush...\I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games...\Pandemonium.\I don't think I'll ever forget this day...\Even while being badly wounded, response:	a fairy that should've fallen to the ground...
context: An unexpected ambush...\I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games...\Pandemonium.\I don't think I'll ever forget this day...\Even while being badly wounded,\a fairy that should've fallen to the ground... response:	Titania...
context: I see. Fitting for a place called Pandemonium...\Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games...\Pandemonium.\I don't think I'll ever forget this day...\Even while being badly wounded,\a fairy that should've fallen to the ground...\Titania... response:	Here you are.
context: Go! That giant thing is no match for you, Erza!\The third day of the Grand Magic Games...\Pandemonium.\I don't think I'll ever forget this day...\Even while being badly wounded,\a fairy that should've fallen to the ground...\Titania...\Here you are. response:	Just like...
context: The third day of the Grand Magic Games...\Pandemonium.\I don't think I'll ever forget this day...\Even while being badly wounded,\a fairy that should've fallen to the ground...\Titania...\Here you are.\Just like... response:	U-Unbelievable!
context: Pandemonium.\I don't think I'll ever forget this day...\Even while being badly wounded,\a fairy that should've fallen to the ground...\Titania...\Here you are.\Just like...\U-Unbelievable! response:	Amazingly, Erza has obliterated 100 monsters all by herself!
context: I don't think I'll ever forget this day...\Even while being badly wounded,\a fairy that should've fallen to the ground...\Titania...\Here you are.\Just like...\U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself! response:	Erza Scarlet of Fairy Tail A has scored a resounding victory!
context: Even while being badly wounded,\a fairy that should've fallen to the ground...\Titania...\Here you are.\Just like...\U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory! response:	Without any question, a tremendous win!
context: a fairy that should've fallen to the ground...\Titania...\Here you are.\Just like...\U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win! response:	Is this the true strength of the guild that was called the most powerful
context: Titania...\Here you are.\Just like...\U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful response:	seven years ago?!
context: Here you are.\Just like...\U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful\seven years ago?! response:	A-Awesome!
context: Just like...\U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful\seven years ago?!\A-Awesome! response:	What is she?!
context: U-Unbelievable!\Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful\seven years ago?!\A-Awesome!\What is she?! response:	I remember her!
context: Amazingly, Erza has obliterated 100 monsters all by herself!\Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful\seven years ago?!\A-Awesome!\What is she?!\I remember her! response:	Fairy Tail's strongest woman wizard, Erza Scarlet!
context: Erza Scarlet of Fairy Tail A has scored a resounding victory!\Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful\seven years ago?!\A-Awesome!\What is she?!\I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet! response:	Yeah, Titania! Erza!
context: Without any question, a tremendous win!\Is this the true strength of the guild that was called the most powerful\seven years ago?!\A-Awesome!\What is she?!\I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza! response:	The cheering just won't stop!
context: Is this the true strength of the guild that was called the most powerful\seven years ago?!\A-Awesome!\What is she?!\I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza!\The cheering just won't stop! response:	I give up...
context: seven years ago?!\A-Awesome!\What is she?!\I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza!\The cheering just won't stop!\I give up... response:	I don't have the words...
context: A-Awesome!\What is she?!\I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza!\The cheering just won't stop!\I give up...\I don't have the words... response:	Her rash action...
context: What is she?!\I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza!\The cheering just won't stop!\I give up...\I don't have the words...\Her rash action... response:	I couldn't see that it would lead to this...
context: I remember her!\Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza!\The cheering just won't stop!\I give up...\I don't have the words...\Her rash action...\I couldn't see that it would lead to this... response:	Erza!
context: Fairy Tail's strongest woman wizard, Erza Scarlet!\Yeah, Titania! Erza!\The cheering just won't stop!\I give up...\I don't have the words...\Her rash action...\I couldn't see that it would lead to this...\Erza! response:	Guys...
context: Yeah, Titania! Erza!\The cheering just won't stop!\I give up...\I don't have the words...\Her rash action...\I couldn't see that it would lead to this...\Erza!\Guys... response:	Sorry.
context: The cheering just won't stop!\I give up...\I don't have the words...\Her rash action...\I couldn't see that it would lead to this...\Erza!\Guys...\Sorry. response:	It took longer than I thought it would.
context: I give up...\I don't have the words...\Her rash action...\I couldn't see that it would lead to this...\Erza!\Guys...\Sorry.\It took longer than I thought it would. response:	Ow!
context: I don't have the words...\Her rash action...\I couldn't see that it would lead to this...\Erza!\Guys...\Sorry.\It took longer than I thought it would.\Ow! response:	You were great!
context: Her rash action...\I couldn't see that it would lead to this...\Erza!\Guys...\Sorry.\It took longer than I thought it would.\Ow!\You were great! response:	Fight me later!
context: I couldn't see that it would lead to this...\Erza!\Guys...\Sorry.\It took longer than I thought it would.\Ow!\You were great!\Fight me later! response:	I was moved!
context: Erza!\Guys...\Sorry.\It took longer than I thought it would.\Ow!\You were great!\Fight me later!\I was moved! response:	I've got a lump in my throat...
context: Guys...\Sorry.\It took longer than I thought it would.\Ow!\You were great!\Fight me later!\I was moved!\I've got a lump in my throat... response:	Come on... It's not like we won the tournament yet.
context: Sorry.\It took longer than I thought it would.\Ow!\You were great!\Fight me later!\I was moved!\I've got a lump in my throat...\Come on... It's not like we won the tournament yet. response:	Excuse me...
context: It took longer than I thought it would.\Ow!\You were great!\Fight me later!\I was moved!\I've got a lump in my throat...\Come on... It's not like we won the tournament yet.\Excuse me... response:	You said it took longer than you thought it would?
context: Ow!\You were great!\Fight me later!\I was moved!\I've got a lump in my throat...\Come on... It's not like we won the tournament yet.\Excuse me...\You said it took longer than you thought it would? response:	Nobody holds a candle to her.
context: You were great!\Fight me later!\I was moved!\I've got a lump in my throat...\Come on... It's not like we won the tournament yet.\Excuse me...\You said it took longer than you thought it would?\Nobody holds a candle to her. response:	Er-chan really is the most powerful!
context: Fight me later!\I was moved!\I've got a lump in my throat...\Come on... It's not like we won the tournament yet.\Excuse me...\You said it took longer than you thought it would?\Nobody holds a candle to her.\Er-chan really is the most powerful! response:	The spiffiest and most powerful!
context: I was moved!\I've got a lump in my throat...\Come on... It's not like we won the tournament yet.\Excuse me...\You said it took longer than you thought it would?\Nobody holds a candle to her.\Er-chan really is the most powerful!\The spiffiest and most powerful! response:	I should've expected no less of Ichiya-san's girlfriend...
context: I've got a lump in my throat...\Come on... It's not like we won the tournament yet.\Excuse me...\You said it took longer than you thought it would?\Nobody holds a candle to her.\Er-chan really is the most powerful!\The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend... response:	She blazes as brightly as the sun!
context: Come on... It's not like we won the tournament yet.\Excuse me...\You said it took longer than you thought it would?\Nobody holds a candle to her.\Er-chan really is the most powerful!\The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun! response:	I guess seeing that makes a guy say reckless things!
context: Excuse me...\You said it took longer than you thought it would?\Nobody holds a candle to her.\Er-chan really is the most powerful!\The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things! response:	Marvelous.
context: You said it took longer than you thought it would?\Nobody holds a candle to her.\Er-chan really is the most powerful!\The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things!\Marvelous. response:	I don't like this...
context: Nobody holds a candle to her.\Er-chan really is the most powerful!\The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things!\Marvelous.\I don't like this... response:	Erza! Erza! Erza! Erza!
context: Er-chan really is the most powerful!\The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things!\Marvelous.\I don't like this...\Erza! Erza! Erza! Erza! response:	Erza! Erza! Erza! Erza!
context: The spiffiest and most powerful!\I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things!\Marvelous.\I don't like this...\Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza! response:	I knew you could do it, Erza!
context: I should've expected no less of Ichiya-san's girlfriend...\She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things!\Marvelous.\I don't like this...\Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza!\I knew you could do it, Erza! response:	Erza! Erza! Erza! Erza!
context: She blazes as brightly as the sun!\I guess seeing that makes a guy say reckless things!\Marvelous.\I don't like this...\Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza!\I knew you could do it, Erza!\Erza! Erza! Erza! Erza! response:	Yay!
context: I guess seeing that makes a guy say reckless things!\Marvelous.\I don't like this...\Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza!\I knew you could do it, Erza!\Erza! Erza! Erza! Erza!\Yay! response:	I-I love you!
context: Marvelous.\I don't like this...\Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza!\I knew you could do it, Erza!\Erza! Erza! Erza! Erza!\Yay!\I-I love you! response:	Fairy Tail has been booed since day one!
context: I don't like this...\Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza!\I knew you could do it, Erza!\Erza! Erza! Erza! Erza!\Yay!\I-I love you!\Fairy Tail has been booed since day one! response:	But this wild applause makes that almost hard to believe!
context: Erza! Erza! Erza! Erza!\Erza! Erza! Erza! Erza!\I knew you could do it, Erza!\Erza! Erza! Erza! Erza!\Yay!\I-I love you!\Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe! response:	After seeing her, anybody would applaud...
context: Erza! Erza! Erza! Erza!\I knew you could do it, Erza!\Erza! Erza! Erza! Erza!\Yay!\I-I love you!\Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud... response:	To be honest, I was moved as well.
context: I knew you could do it, Erza!\Erza! Erza! Erza! Erza!\Yay!\I-I love you!\Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud...\To be honest, I was moved as well. response:	The seven years that were lost...
context: Erza! Erza! Erza! Erza!\Yay!\I-I love you!\Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud...\To be honest, I was moved as well.\The seven years that were lost... response:	Yeesh...
context: Yay!\I-I love you!\Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud...\To be honest, I was moved as well.\The seven years that were lost...\Yeesh... response:	It looks like I don't have to worry about it anymore...
context: I-I love you!\Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud...\To be honest, I was moved as well.\The seven years that were lost...\Yeesh...\It looks like I don't have to worry about it anymore... response:	Th-That's no big deal! We could've done the same thing!
context: Fairy Tail has been booed since day one!\But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud...\To be honest, I was moved as well.\The seven years that were lost...\Yeesh...\It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing! response:	F-Fro thinks so, too...
context: But this wild applause makes that almost hard to believe!\After seeing her, anybody would applaud...\To be honest, I was moved as well.\The seven years that were lost...\Yeesh...\It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too... response:	Interesting.
context: After seeing her, anybody would applaud...\To be honest, I was moved as well.\The seven years that were lost...\Yeesh...\It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too...\Interesting. response:	I suppose you aren't all talk,
context: To be honest, I was moved as well.\The seven years that were lost...\Yeesh...\It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too...\Interesting.\I suppose you aren't all talk, response:	Fairy Tail...
context: The seven years that were lost...\Yeesh...\It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too...\Interesting.\I suppose you aren't all talk,\Fairy Tail... response:	She's incredible...
context: Yeesh...\It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too...\Interesting.\I suppose you aren't all talk,\Fairy Tail...\She's incredible... response:	I've never seen anything like that before...
context: It looks like I don't have to worry about it anymore...\Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too...\Interesting.\I suppose you aren't all talk,\Fairy Tail...\She's incredible...\I've never seen anything like that before... response:	I guess they don't call her Titania for nothing...
context: Th-That's no big deal! We could've done the same thing!\F-Fro thinks so, too...\Interesting.\I suppose you aren't all talk,\Fairy Tail...\She's incredible...\I've never seen anything like that before...\I guess they don't call her Titania for nothing... response:	Erza Scarlet...
context: F-Fro thinks so, too...\Interesting.\I suppose you aren't all talk,\Fairy Tail...\She's incredible...\I've never seen anything like that before...\I guess they don't call her Titania for nothing...\Erza Scarlet... response:	You know Jellal well...
context: Interesting.\I suppose you aren't all talk,\Fairy Tail...\She's incredible...\I've never seen anything like that before...\I guess they don't call her Titania for nothing...\Erza Scarlet...\You know Jellal well... response:	Pandemonium has been conquered!
context: I suppose you aren't all talk,\Fairy Tail...\She's incredible...\I've never seen anything like that before...\I guess they don't call her Titania for nothing...\Erza Scarlet...\You know Jellal well...\Pandemonium has been conquered! response:	Fairy Tail A receives ten points!
context: Fairy Tail...\She's incredible...\I've never seen anything like that before...\I guess they don't call her Titania for nothing...\Erza Scarlet...\You know Jellal well...\Pandemonium has been conquered!\Fairy Tail A receives ten points! response:	After some discussion, it's been decided that the other seven teams need to be ranked,
context: She's incredible...\I've never seen anything like that before...\I guess they don't call her Titania for nothing...\Erza Scarlet...\You know Jellal well...\Pandemonium has been conquered!\Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked, response:	so this is somewhat of a drag, but a simple game has been prepared.
context: I've never seen anything like that before...\I guess they don't call her Titania for nothing...\Erza Scarlet...\You know Jellal well...\Pandemonium has been conquered!\Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared. response:	What is this?
context: I guess they don't call her Titania for nothing...\Erza Scarlet...\You know Jellal well...\Pandemonium has been conquered!\Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared.\What is this? response:	A Magic Power Finder!
context: Erza Scarlet...\You know Jellal well...\Pandemonium has been conquered!\Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared.\What is this?\A Magic Power Finder! response:	In short, MPF!
context: You know Jellal well...\Pandemonium has been conquered!\Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared.\What is this?\A Magic Power Finder!\In short, MPF! response:	A device to measure magic...
context: Pandemonium has been conquered!\Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared.\What is this?\A Magic Power Finder!\In short, MPF!\A device to measure magic... response:	Exactly.
context: Fairy Tail A receives ten points!\After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared.\What is this?\A Magic Power Finder!\In short, MPF!\A device to measure magic...\Exactly. response:	When this machine is hit with magic, the magic power will be displayed as a numeral value.
context: After some discussion, it's been decided that the other seven teams need to be ranked,\so this is somewhat of a drag, but a simple game has been prepared.\What is this?\A Magic Power Finder!\In short, MPF!\A device to measure magic...\Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value. response:	Those values will be ranked, from high to low.
context: so this is somewhat of a drag, but a simple game has been prepared.\What is this?\A Magic Power Finder!\In short, MPF!\A device to measure magic...\Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low. response:	A simple test of strength, huh?
context: What is this?\A Magic Power Finder!\In short, MPF!\A device to measure magic...\Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low.\A simple test of strength, huh? response:	I'm at kind of a disadvantage here...
context: A Magic Power Finder!\In short, MPF!\A device to measure magic...\Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low.\A simple test of strength, huh?\I'm at kind of a disadvantage here... response:	By the way, Cana-san, are you free tonight?
context: In short, MPF!\A device to measure magic...\Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low.\A simple test of strength, huh?\I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight? response:	I'm free, but I don't think I'll be able to drink more than one barrel...
context: A device to measure magic...\Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low.\A simple test of strength, huh?\I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel... response:	You drink too much!
context: Exactly.\When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low.\A simple test of strength, huh?\I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much! response:	That's an understatement!
context: When this machine is hit with magic, the magic power will be displayed as a numeral value.\Those values will be ranked, from high to low.\A simple test of strength, huh?\I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much!\That's an understatement! response:	That drunk!
context: Those values will be ranked, from high to low.\A simple test of strength, huh?\I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much!\That's an understatement!\That drunk! response:	That's no good...
context: A simple test of strength, huh?\I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much!\That's an understatement!\That drunk!\That's no good... response:	Cana-san! The competition isn't over yet!
context: I'm at kind of a disadvantage here...\By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much!\That's an understatement!\That drunk!\That's no good...\Cana-san! The competition isn't over yet! response:	Alright, let's begin!
context: By the way, Cana-san, are you free tonight?\I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much!\That's an understatement!\That drunk!\That's no good...\Cana-san! The competition isn't over yet!\Alright, let's begin! response:	We'll go with the order that was decided before-kabo!
context: I'm free, but I don't think I'll be able to drink more than one barrel...\You drink too much!\That's an understatement!\That drunk!\That's no good...\Cana-san! The competition isn't over yet!\Alright, let's begin!\We'll go with the order that was decided before-kabo! response:	Then I'm up first!
context: You drink too much!\That's an understatement!\That drunk!\That's no good...\Cana-san! The competition isn't over yet!\Alright, let's begin!\We'll go with the order that was decided before-kabo!\Then I'm up first! response:	Here I go!
context: That's an understatement!\That drunk!\That's no good...\Cana-san! The competition isn't over yet!\Alright, let's begin!\We'll go with the order that was decided before-kabo!\Then I'm up first!\Here I go! response:	Oh, my! Under the cloak is a daring outfit!
context: That drunk!\That's no good...\Cana-san! The competition isn't over yet!\Alright, let's begin!\We'll go with the order that was decided before-kabo!\Then I'm up first!\Here I go!\Oh, my! Under the cloak is a daring outfit! response:	Kitten Blast!
context: That's no good...\Cana-san! The competition isn't over yet!\Alright, let's begin!\We'll go with the order that was decided before-kabo!\Then I'm up first!\Here I go!\Oh, my! Under the cloak is a daring outfit!\Kitten Blast! response:	The value is 365!
context: Cana-san! The competition isn't over yet!\Alright, let's begin!\We'll go with the order that was decided before-kabo!\Then I'm up first!\Here I go!\Oh, my! Under the cloak is a daring outfit!\Kitten Blast!\The value is 365! response:	But that being said,
context: Alright, let's begin!\We'll go with the order that was decided before-kabo!\Then I'm up first!\Here I go!\Oh, my! Under the cloak is a daring outfit!\Kitten Blast!\The value is 365!\But that being said, response:	without a benchmark to compare it to, we don't know if this is a high score or not...
context: We'll go with the order that was decided before-kabo!\Then I'm up first!\Here I go!\Oh, my! Under the cloak is a daring outfit!\Kitten Blast!\The value is 365!\But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not... response:	We Rune Knights also use the MPF as part of our training.
context: Then I'm up first!\Here I go!\Oh, my! Under the cloak is a daring outfit!\Kitten Blast!\The value is 365!\But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training. response:	This number is a high score.
context: Here I go!\Oh, my! Under the cloak is a daring outfit!\Kitten Blast!\The value is 365!\But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training.\This number is a high score. response:	A level high enough to make someone a captain.
context: Oh, my! Under the cloak is a daring outfit!\Kitten Blast!\The value is 365!\But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training.\This number is a high score.\A level high enough to make someone a captain. response:	Then that's an impressive figure, isn't it?!
context: Kitten Blast!\The value is 365!\But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training.\This number is a high score.\A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?! response:	Feelin' spiffy!
context: The value is 365!\But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training.\This number is a high score.\A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?!\Feelin' spiffy! response:	Although Millianna's real strength isn't about power...
context: But that being said,\without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training.\This number is a high score.\A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?!\Feelin' spiffy!\Although Millianna's real strength isn't about power... response:	She may be at a disadvantage here...
context: without a benchmark to compare it to, we don't know if this is a high score or not...\We Rune Knights also use the MPF as part of our training.\This number is a high score.\A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?!\Feelin' spiffy!\Although Millianna's real strength isn't about power...\She may be at a disadvantage here... response:	Next is Quatro Puppy's Novale!
context: We Rune Knights also use the MPF as part of our training.\This number is a high score.\A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?!\Feelin' spiffy!\Although Millianna's real strength isn't about power...\She may be at a disadvantage here...\Next is Quatro Puppy's Novale! response:	His value is 124! Seems a little low...
context: This number is a high score.\A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?!\Feelin' spiffy!\Although Millianna's real strength isn't about power...\She may be at a disadvantage here...\Next is Quatro Puppy's Novale!\His value is 124! Seems a little low... response:	It's my turn, huh?
context: A level high enough to make someone a captain.\Then that's an impressive figure, isn't it?!\Feelin' spiffy!\Although Millianna's real strength isn't about power...\She may be at a disadvantage here...\Next is Quatro Puppy's Novale!\His value is 124! Seems a little low...\It's my turn, huh? response:	This is a tough one for Hibiki, whose magic is the intellectual type.
context: Then that's an impressive figure, isn't it?!\Feelin' spiffy!\Although Millianna's real strength isn't about power...\She may be at a disadvantage here...\Next is Quatro Puppy's Novale!\His value is 124! Seems a little low...\It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type. response:	I should've done this one...
context: Feelin' spiffy!\Although Millianna's real strength isn't about power...\She may be at a disadvantage here...\Next is Quatro Puppy's Novale!\His value is 124! Seems a little low...\It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one... response:	Believe in your friend, you two.
context: Although Millianna's real strength isn't about power...\She may be at a disadvantage here...\Next is Quatro Puppy's Novale!\His value is 124! Seems a little low...\It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one...\Believe in your friend, you two. response:	Master! When did you get here?!
context: She may be at a disadvantage here...\Next is Quatro Puppy's Novale!\His value is 124! Seems a little low...\It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one...\Believe in your friend, you two.\Master! When did you get here?! response:	So you're back in action, huh, senpai?
context: Next is Quatro Puppy's Novale!\His value is 124! Seems a little low...\It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one...\Believe in your friend, you two.\Master! When did you get here?!\So you're back in action, huh, senpai? response:	Jenny passed me the baton.
context: His value is 124! Seems a little low...\It's my turn, huh?\This is a tough one for Hibiki, whose magic is the intellectual type.\I should've done this one...\Believe in your friend, you two.\Master! When did you get here?!\So you're back in action, huh, senpai?\Jenny passed me the baton. response:	Hibiki of Blue Pegasus! His magic power is 95...
