context: So you're finally here, then, you scrubs? response:	Come, now... what are you waiting for?
context: The last match of Round 5 of the Phoenix Festa!\Which team will claim the final berth of the quarterfinals?\Since this year's teams are of a high caliber,\I'd say every one of them has a shot at winning it all!\Now, then, why don't we introduce the quarterfinalists to watch?\First of all, this year's front-runners!\Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates! response:	What a shock to see them win after allowing their opponents to attack for a full minute!
context: Which team will claim the final berth of the quarterfinals?\Since this year's teams are of a high caliber,\I'd say every one of them has a shot at winning it all!\Now, then, why don't we introduce the quarterfinalists to watch?\First of all, this year's front-runners!\Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute! response:	And here are Jie Long's prized twin demons!
context: Since this year's teams are of a high caliber,\I'd say every one of them has a shot at winning it all!\Now, then, why don't we introduce the quarterfinalists to watch?\First of all, this year's front-runners!\Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons! response:	Shenyun Li, a.k.a. Phantom Fog Disperser,
context: I'd say every one of them has a shot at winning it all!\Now, then, why don't we introduce the quarterfinalists to watch?\First of all, this year's front-runners!\Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser, response:	SHENHUA LI
context: Now, then, why don't we introduce the quarterfinalists to watch?\First of all, this year's front-runners!\Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI response:	SHENYUN LI
context: First of all, this year's front-runners!\Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI\SHENYUN LI response:	and Shenhua Li, a.k.a. Phantom Creator!
context: Arlequint's all-powerful, bleeding-edge puppets, AR-D and RM-C!\They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI\SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator! response:	With their huge arsenal of Star Senjutsu combo moves,
context: They'll be competing as Ernesta and Camilla's surrogates!\What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI\SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves, response:	they're devilishly hard to beat.
context: What a shock to see them win after allowing their opponents to attack for a full minute!\And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI\SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat. response:	Till now, they've had their way with all the opponents and gone on to win!
context: And here are Jie Long's prized twin demons!\Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI\SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win! response:	But wait, there's more!
context: Shenyun Li, a.k.a. Phantom Fog Disperser,\SHENHUA LI\SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more! response:	Fighting for the Silver-winged Knights' pride and honor!
context: SHENHUA LI\SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor! response:	Elliot Forster and Doroteo Lemus of Galahadworth!
context: SHENYUN LI\and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth! response:	Doroteo's a beast of a veteran. This is his third Festa.
context: and Shenhua Li, a.k.a. Phantom Creator!\With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa. response:	Elliot is a young prodigy
context: With their huge arsenal of Star Senjutsu combo moves,\they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy response:	who joined the Silver-winged Knights despite only being in junior high!
context: they're devilishly hard to beat.\Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high! response:	Seidoukan Academy owns the Phoenix Festa!
context: Till now, they've had their way with all the opponents and gone on to win!\But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa! response:	Can they stand their ground?
context: But wait, there's more!\Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground? response:	KIRIN TOUDOU
context: Fighting for the Silver-winged Knights' pride and honor!\Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground?\KIRIN TOUDOU response:	SAYA SASAMIYA
context: Elliot Forster and Doroteo Lemus of Galahadworth!\Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground?\KIRIN TOUDOU\SAYA SASAMIYA response:	Kirin Toudou and Saya Sasamiya!
context: Doroteo's a beast of a veteran. This is his third Festa.\Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground?\KIRIN TOUDOU\SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya! response:	The teamwork between Toudou, who's adept at close combat,
context: Elliot is a young prodigy\who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground?\KIRIN TOUDOU\SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat, response:	and Sasamiya, who has sheer firepower... they're totally in the zone!
context: who joined the Silver-winged Knights despite only being in junior high!\Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground?\KIRIN TOUDOU\SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone! response:	But speaking of Seidoukan Academy,
context: Seidoukan Academy owns the Phoenix Festa!\Can they stand their ground?\KIRIN TOUDOU\SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy, response:	we also need to keep an eye on the Amagiri-Riessfeld team,
context: Can they stand their ground?\KIRIN TOUDOU\SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team, response:	who are up next!
context: KIRIN TOUDOU\SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next! response:	Right!
context: SAYA SASAMIYA\Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next!\Right! response:	They sure handed Irene, armed with the Ogre Lux Gravi-sheath,
context: Kirin Toudou and Saya Sasamiya!\The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next!\Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath, response:	and her teammate Priscilla, a resounding defeat!
context: The teamwork between Toudou, who's adept at close combat,\and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next!\Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat! response:	Meanwhile, all kinds of rumors have started swirling about Amagiri!
context: and Sasamiya, who has sheer firepower... they're totally in the zone!\But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next!\Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri! response:	If what's being reported is true, the disadvantage will be huge!
context: But speaking of Seidoukan Academy,\we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next!\Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge! response:	Has he recovered from the damage he sustained in releasing his powers?
context: we also need to keep an eye on the Amagiri-Riessfeld team,\who are up next!\Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers? response:	And will we get to see that performance from him again today?!
context: who are up next!\Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?! response:	All right! This is the match to watch, in every sense of the word!
context: Right!\They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word! response:	Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!
context: They sure handed Irene, armed with the Ogre Lux Gravi-sheath,\and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld! response:	SONG RAN
context: and her teammate Priscilla, a resounding defeat!\Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN response:	LUO KUNZHAN
context: Meanwhile, all kinds of rumors have started swirling about Amagiri!\If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN\LUO KUNZHAN response:	And now Jie Long 7th Academy's Song and Luo have arrived onstage!
context: If what's being reported is true, the disadvantage will be huge!\Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN\LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage! response:	Amagiri!
context: Has he recovered from the damage he sustained in releasing his powers?\And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN\LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri! response:	Whether or not those rumors about you are true,
context: And will we get to see that performance from him again today?!\All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN\LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri!\Whether or not those rumors about you are true, response:	Luo and I plan to go all-out against you!
context: All right! This is the match to watch, in every sense of the word!\Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN\LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri!\Whether or not those rumors about you are true,\Luo and I plan to go all-out against you! response:	To be honest,
context: Seidoukan Academy's Ayato Amagiri and Julis-Alexia von Riessfeld!\SONG RAN\LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri!\Whether or not those rumors about you are true,\Luo and I plan to go all-out against you!\To be honest, response:	we would've preferred to go head-to-head with you when you were 100.
context: SONG RAN\LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri!\Whether or not those rumors about you are true,\Luo and I plan to go all-out against you!\To be honest,\we would've preferred to go head-to-head with you when you were 100. response:	But such are the rules of the team-oriented Phoenix Festa!
context: LUO KUNZHAN\And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri!\Whether or not those rumors about you are true,\Luo and I plan to go all-out against you!\To be honest,\we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa! response:	Don't take it personally!
context: And now Jie Long 7th Academy's Song and Luo have arrived onstage!\Amagiri!\Whether or not those rumors about you are true,\Luo and I plan to go all-out against you!\To be honest,\we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally! response:	Oh, hey, no need to...
context: Amagiri!\Whether or not those rumors about you are true,\Luo and I plan to go all-out against you!\To be honest,\we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally!\Oh, hey, no need to... response:	We just wanted to let you know that before the match.
context: Whether or not those rumors about you are true,\Luo and I plan to go all-out against you!\To be honest,\we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally!\Oh, hey, no need to...\We just wanted to let you know that before the match. response:	Right...
context: Luo and I plan to go all-out against you!\To be honest,\we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally!\Oh, hey, no need to...\We just wanted to let you know that before the match.\Right... response:	I see.
context: To be honest,\we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally!\Oh, hey, no need to...\We just wanted to let you know that before the match.\Right...\I see. response:	So they're true warriors, through and through.
context: we would've preferred to go head-to-head with you when you were 100.\But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally!\Oh, hey, no need to...\We just wanted to let you know that before the match.\Right...\I see.\So they're true warriors, through and through. response:	Who knew guys like that existed?
context: But such are the rules of the team-oriented Phoenix Festa!\Don't take it personally!\Oh, hey, no need to...\We just wanted to let you know that before the match.\Right...\I see.\So they're true warriors, through and through.\Who knew guys like that existed? response:	All right, both teams are now onstage!
context: Don't take it personally!\Oh, hey, no need to...\We just wanted to let you know that before the match.\Right...\I see.\So they're true warriors, through and through.\Who knew guys like that existed?\All right, both teams are now onstage! response:	They're going start off by testing you to see whether you can fight at 100.
context: Oh, hey, no need to...\We just wanted to let you know that before the match.\Right...\I see.\So they're true warriors, through and through.\Who knew guys like that existed?\All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100. response:	And they'll see through it right away.
context: We just wanted to let you know that before the match.\Right...\I see.\So they're true warriors, through and through.\Who knew guys like that existed?\All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away. response:	That it's true.
context: Right...\I see.\So they're true warriors, through and through.\Who knew guys like that existed?\All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away.\That it's true. response:	Probably...
context: I see.\So they're true warriors, through and through.\Who knew guys like that existed?\All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away.\That it's true.\Probably... response:	All right! Listen up, Ayato.
context: So they're true warriors, through and through.\Who knew guys like that existed?\All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away.\That it's true.\Probably...\All right! Listen up, Ayato. response:	This is your mark. Make sure you remember it.
context: Who knew guys like that existed?\All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away.\That it's true.\Probably...\All right! Listen up, Ayato.\This is your mark. Make sure you remember it. response:	Right.
context: All right, both teams are now onstage!\They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away.\That it's true.\Probably...\All right! Listen up, Ayato.\This is your mark. Make sure you remember it.\Right. response:	The signal's the fireworks, right?
context: They're going start off by testing you to see whether you can fight at 100.\And they'll see through it right away.\That it's true.\Probably...\All right! Listen up, Ayato.\This is your mark. Make sure you remember it.\Right.\The signal's the fireworks, right? response:	Make sure you've met all the conditions by then.
context: And they'll see through it right away.\That it's true.\Probably...\All right! Listen up, Ayato.\This is your mark. Make sure you remember it.\Right.\The signal's the fireworks, right?\Make sure you've met all the conditions by then. response:	Roger that.
context: That it's true.\Probably...\All right! Listen up, Ayato.\This is your mark. Make sure you remember it.\Right.\The signal's the fireworks, right?\Make sure you've met all the conditions by then.\Roger that. response:	Now which team is going to seize victory
context: Probably...\All right! Listen up, Ayato.\This is your mark. Make sure you remember it.\Right.\The signal's the fireworks, right?\Make sure you've met all the conditions by then.\Roger that.\Now which team is going to seize victory response:	in this fifth round match and head to the quarterfinals?
context: All right! Listen up, Ayato.\This is your mark. Make sure you remember it.\Right.\The signal's the fireworks, right?\Make sure you've met all the conditions by then.\Roger that.\Now which team is going to seize victory\in this fifth round match and head to the quarterfinals? response:	Match 8, Round 5 of the Phoenix Festa!
context: This is your mark. Make sure you remember it.\Right.\The signal's the fireworks, right?\Make sure you've met all the conditions by then.\Roger that.\Now which team is going to seize victory\in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa! response:	Battle...
context: Right.\The signal's the fireworks, right?\Make sure you've met all the conditions by then.\Roger that.\Now which team is going to seize victory\in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa!\Battle... response:	Here we come!
context: The signal's the fireworks, right?\Make sure you've met all the conditions by then.\Roger that.\Now which team is going to seize victory\in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa!\Battle...\Here we come! response:	I see...
context: Make sure you've met all the conditions by then.\Roger that.\Now which team is going to seize victory\in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa!\Battle...\Here we come!\I see... response:	Looks like the rumors were true.
context: Roger that.\Now which team is going to seize victory\in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa!\Battle...\Here we come!\I see...\Looks like the rumors were true. response:	Burst into bloom, Primrose!
context: Now which team is going to seize victory\in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa!\Battle...\Here we come!\I see...\Looks like the rumors were true.\Burst into bloom, Primrose! response:	Sorry, Ayato! He got past me!
context: in this fifth round match and head to the quarterfinals?\Match 8, Round 5 of the Phoenix Festa!\Battle...\Here we come!\I see...\Looks like the rumors were true.\Burst into bloom, Primrose!\Sorry, Ayato! He got past me! response:	Can you endure this blow?
context: Match 8, Round 5 of the Phoenix Festa!\Battle...\Here we come!\I see...\Looks like the rumors were true.\Burst into bloom, Primrose!\Sorry, Ayato! He got past me!\Can you endure this blow? response:	Whoa!
context: Battle...\Here we come!\I see...\Looks like the rumors were true.\Burst into bloom, Primrose!\Sorry, Ayato! He got past me!\Can you endure this blow?\Whoa! response:	Amagiri is under siege! What an unexpected turn of events!
context: Here we come!\I see...\Looks like the rumors were true.\Burst into bloom, Primrose!\Sorry, Ayato! He got past me!\Can you endure this blow?\Whoa!\Amagiri is under siege! What an unexpected turn of events! response:	The Song-Luo team's concerted attack was surely masterful!
context: I see...\Looks like the rumors were true.\Burst into bloom, Primrose!\Sorry, Ayato! He got past me!\Can you endure this blow?\Whoa!\Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful! response:	No sign of that performance this time,
context: Looks like the rumors were true.\Burst into bloom, Primrose!\Sorry, Ayato! He got past me!\Can you endure this blow?\Whoa!\Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time, response:	and he's using far less Prana than what we've seen till now.
context: Burst into bloom, Primrose!\Sorry, Ayato! He got past me!\Can you endure this blow?\Whoa!\Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time,\and he's using far less Prana than what we've seen till now. response:	So I guess those rumors must be true, right?
context: Sorry, Ayato! He got past me!\Can you endure this blow?\Whoa!\Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time,\and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right? response:	Come out, Loropetalum!
context: Can you endure this blow?\Whoa!\Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time,\and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right?\Come out, Loropetalum! response:	Could this be one of Riessfeld's skills?
context: Whoa!\Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time,\and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right?\Come out, Loropetalum!\Could this be one of Riessfeld's skills? response:	A wall of flames has appeared out of nowhere!
context: Amagiri is under siege! What an unexpected turn of events!\The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time,\and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right?\Come out, Loropetalum!\Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere! response:	It's split the stage in two!
context: The Song-Luo team's concerted attack was surely masterful!\No sign of that performance this time,\and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right?\Come out, Loropetalum!\Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere!\It's split the stage in two! response:	I see, so you've separated Luo and me.
context: No sign of that performance this time,\and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right?\Come out, Loropetalum!\Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere!\It's split the stage in two!\I see, so you've separated Luo and me. response:	Now it's one-on-one.
context: and he's using far less Prana than what we've seen till now.\So I guess those rumors must be true, right?\Come out, Loropetalum!\Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere!\It's split the stage in two!\I see, so you've separated Luo and me.\Now it's one-on-one. response:	You believe you have a chance if it's one-on-one?
context: So I guess those rumors must be true, right?\Come out, Loropetalum!\Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere!\It's split the stage in two!\I see, so you've separated Luo and me.\Now it's one-on-one.\You believe you have a chance if it's one-on-one? response:	To be honest, I don't think it'll be easy,
context: Come out, Loropetalum!\Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere!\It's split the stage in two!\I see, so you've separated Luo and me.\Now it's one-on-one.\You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy, response:	but that doesn't mean I should give up, does it?
context: Could this be one of Riessfeld's skills?\A wall of flames has appeared out of nowhere!\It's split the stage in two!\I see, so you've separated Luo and me.\Now it's one-on-one.\You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it? response:	That was a stupid question to ask.
context: A wall of flames has appeared out of nowhere!\It's split the stage in two!\I see, so you've separated Luo and me.\Now it's one-on-one.\You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it?\That was a stupid question to ask. response:	Allow me to apologize.
context: It's split the stage in two!\I see, so you've separated Luo and me.\Now it's one-on-one.\You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it?\That was a stupid question to ask.\Allow me to apologize. response:	What's the matter?
context: I see, so you've separated Luo and me.\Now it's one-on-one.\You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it?\That was a stupid question to ask.\Allow me to apologize.\What's the matter? response:	I see that you've been over-hyped, Gluhen Rose!
context: Now it's one-on-one.\You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it?\That was a stupid question to ask.\Allow me to apologize.\What's the matter?\I see that you've been over-hyped, Gluhen Rose! response:	This is the skill of a Rank 23?
context: You believe you have a chance if it's one-on-one?\To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it?\That was a stupid question to ask.\Allow me to apologize.\What's the matter?\I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23? response:	At Seidoukan, you'd easily crack the Page One ranks!
context: To be honest, I don't think it'll be easy,\but that doesn't mean I should give up, does it?\That was a stupid question to ask.\Allow me to apologize.\What's the matter?\I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks! response:	Livingstone Daisy!
context: but that doesn't mean I should give up, does it?\That was a stupid question to ask.\Allow me to apologize.\What's the matter?\I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy! response:	I see... So that's what's going on.
context: That was a stupid question to ask.\Allow me to apologize.\What's the matter?\I see that you've been over-hyped, Gluhen Rose!\This is the skill of a Rank 23?\At Seidoukan, you'd easily crack the Page One ranks!\Livingstone Daisy!\I see... So that's what's going on. response:	You're expending your power to maintain this wall of flames, eh?
