context: It tastes great. response:	Kagome, are you all right now?
context: When I ask things like that, grown-ups get tongue-tied.\I wonder why?\You wonder why?! I almost said something I shouldn't!\Yikes! I won't ask again!\So, I'm not a beauty like Kikyo...\What's wrong?\I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys... response:	She's with a guy...
context: I wonder why?\You wonder why?! I almost said something I shouldn't!\Yikes! I won't ask again!\So, I'm not a beauty like Kikyo...\What's wrong?\I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys...\She's with a guy... response:	Too bad. I hate violence.
context: You wonder why?! I almost said something I shouldn't!\Yikes! I won't ask again!\So, I'm not a beauty like Kikyo...\What's wrong?\I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys...\She's with a guy...\Too bad. I hate violence. response:	No, please... Miroku...
context: Yikes! I won't ask again!\So, I'm not a beauty like Kikyo...\What's wrong?\I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys...\She's with a guy...\Too bad. I hate violence.\No, please... Miroku... response:	I said I'd compensate you, didn't I?
context: So, I'm not a beauty like Kikyo...\What's wrong?\I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys...\She's with a guy...\Too bad. I hate violence.\No, please... Miroku...\I said I'd compensate you, didn't I? response:	Yes...
context: What's wrong?\I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys...\She's with a guy...\Too bad. I hate violence.\No, please... Miroku...\I said I'd compensate you, didn't I?\Yes... response:	How long do you intend to stay mad?
context: I'm fine. Get out of here!\- Shoo! Shoo! - Monkeys...\She's with a guy...\Too bad. I hate violence.\No, please... Miroku...\I said I'd compensate you, didn't I?\Yes...\How long do you intend to stay mad? response:	You saw me naked, so we're even.
context: - Shoo! Shoo! - Monkeys...\She's with a guy...\Too bad. I hate violence.\No, please... Miroku...\I said I'd compensate you, didn't I?\Yes...\How long do you intend to stay mad?\You saw me naked, so we're even. response:	I didn't.
context: She's with a guy...\Too bad. I hate violence.\No, please... Miroku...\I said I'd compensate you, didn't I?\Yes...\How long do you intend to stay mad?\You saw me naked, so we're even.\I didn't. response:	He did, didn't he?
context: Too bad. I hate violence.\No, please... Miroku...\I said I'd compensate you, didn't I?\Yes...\How long do you intend to stay mad?\You saw me naked, so we're even.\I didn't.\He did, didn't he? response:	I can't really say...
context: No, please... Miroku...\I said I'd compensate you, didn't I?\Yes...\How long do you intend to stay mad?\You saw me naked, so we're even.\I didn't.\He did, didn't he?\I can't really say... response:	I have to attack the guy, right?
context: I said I'd compensate you, didn't I?\Yes...\How long do you intend to stay mad?\You saw me naked, so we're even.\I didn't.\He did, didn't he?\I can't really say...\I have to attack the guy, right? response:	Yeah.
context: Yes...\How long do you intend to stay mad?\You saw me naked, so we're even.\I didn't.\He did, didn't he?\I can't really say...\I have to attack the guy, right?\Yeah. response:	Meanwhile, I'll take the girl.
context: How long do you intend to stay mad?\You saw me naked, so we're even.\I didn't.\He did, didn't he?\I can't really say...\I have to attack the guy, right?\Yeah.\Meanwhile, I'll take the girl. response:	But, Miroku... why go so much trouble?
context: You saw me naked, so we're even.\I didn't.\He did, didn't he?\I can't really say...\I have to attack the guy, right?\Yeah.\Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble? response:	If you use your right hand, it'll be over in seconds.
context: I didn't.\He did, didn't he?\I can't really say...\I have to attack the guy, right?\Yeah.\Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds. response:	Fool. You know better than that.
context: He did, didn't he?\I can't really say...\I have to attack the guy, right?\Yeah.\Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds.\Fool. You know better than that. response:	If I use this hand, everyone will die.
context: I can't really say...\I have to attack the guy, right?\Yeah.\Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds.\Fool. You know better than that.\If I use this hand, everyone will die. response:	That's true...
context: I have to attack the guy, right?\Yeah.\Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds.\Fool. You know better than that.\If I use this hand, everyone will die.\That's true... response:	Well, if anything should happen, please save me.
context: Yeah.\Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds.\Fool. You know better than that.\If I use this hand, everyone will die.\That's true...\Well, if anything should happen, please save me. response:	Don't worry.
context: Meanwhile, I'll take the girl.\But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds.\Fool. You know better than that.\If I use this hand, everyone will die.\That's true...\Well, if anything should happen, please save me.\Don't worry. response:	Change!
context: But, Miroku... why go so much trouble?\If you use your right hand, it'll be over in seconds.\Fool. You know better than that.\If I use this hand, everyone will die.\That's true...\Well, if anything should happen, please save me.\Don't worry.\Change! response:	Huh?
context: If you use your right hand, it'll be over in seconds.\Fool. You know better than that.\If I use this hand, everyone will die.\That's true...\Well, if anything should happen, please save me.\Don't worry.\Change!\Huh? response:	I've come for you...
context: Fool. You know better than that.\If I use this hand, everyone will die.\That's true...\Well, if anything should happen, please save me.\Don't worry.\Change!\Huh?\I've come for you... response:	Inuyasha!
context: If I use this hand, everyone will die.\That's true...\Well, if anything should happen, please save me.\Don't worry.\Change!\Huh?\I've come for you...\Inuyasha! response:	Eeek! Who are you?
context: That's true...\Well, if anything should happen, please save me.\Don't worry.\Change!\Huh?\I've come for you...\Inuyasha!\Eeek! Who are you? response:	You have nothing to fear.
context: Well, if anything should happen, please save me.\Don't worry.\Change!\Huh?\I've come for you...\Inuyasha!\Eeek! Who are you?\You have nothing to fear. response:	I am a Buddhist monk... no one suspicious.
context: Don't worry.\Change!\Huh?\I've come for you...\Inuyasha!\Eeek! Who are you?\You have nothing to fear.\I am a Buddhist monk... no one suspicious. response:	When I reached for the Sacred Jewel fragment...
context: Change!\Huh?\I've come for you...\Inuyasha!\Eeek! Who are you?\You have nothing to fear.\I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment... response:	you were attached to it, you see.
context: Huh?\I've come for you...\Inuyasha!\Eeek! Who are you?\You have nothing to fear.\I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment...\you were attached to it, you see. response:	You've got that backwards, mister.
context: I've come for you...\Inuyasha!\Eeek! Who are you?\You have nothing to fear.\I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment...\you were attached to it, you see.\You've got that backwards, mister. response:	Kagome! What's going on?
context: Inuyasha!\Eeek! Who are you?\You have nothing to fear.\I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment...\you were attached to it, you see.\You've got that backwards, mister.\Kagome! What's going on? response:	That guy!
context: Eeek! Who are you?\You have nothing to fear.\I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment...\you were attached to it, you see.\You've got that backwards, mister.\Kagome! What's going on?\That guy! response:	Get out of my way!
context: You have nothing to fear.\I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment...\you were attached to it, you see.\You've got that backwards, mister.\Kagome! What's going on?\That guy!\Get out of my way! response:	Out of my way I say!
context: I am a Buddhist monk... no one suspicious.\When I reached for the Sacred Jewel fragment...\you were attached to it, you see.\You've got that backwards, mister.\Kagome! What's going on?\That guy!\Get out of my way!\Out of my way I say! response:	H-he's going to kill me!
context: When I reached for the Sacred Jewel fragment...\you were attached to it, you see.\You've got that backwards, mister.\Kagome! What's going on?\That guy!\Get out of my way!\Out of my way I say!\H-he's going to kill me! response:	Tsk...
context: you were attached to it, you see.\You've got that backwards, mister.\Kagome! What's going on?\That guy!\Get out of my way!\Out of my way I say!\H-he's going to kill me!\Tsk... response:	What a vicious friend!
context: You've got that backwards, mister.\Kagome! What's going on?\That guy!\Get out of my way!\Out of my way I say!\H-he's going to kill me!\Tsk...\What a vicious friend! response:	What's the matter with you?
context: Kagome! What's going on?\That guy!\Get out of my way!\Out of my way I say!\H-he's going to kill me!\Tsk...\What a vicious friend!\What's the matter with you? response:	Inuyasha!
context: That guy!\Get out of my way!\Out of my way I say!\H-he's going to kill me!\Tsk...\What a vicious friend!\What's the matter with you?\Inuyasha! response:	Let me go!
context: Get out of my way!\Out of my way I say!\H-he's going to kill me!\Tsk...\What a vicious friend!\What's the matter with you?\Inuyasha!\Let me go! response:	Certainly.
context: Out of my way I say!\H-he's going to kill me!\Tsk...\What a vicious friend!\What's the matter with you?\Inuyasha!\Let me go!\Certainly. response:	All I need is this...
context: H-he's going to kill me!\Tsk...\What a vicious friend!\What's the matter with you?\Inuyasha!\Let me go!\Certainly.\All I need is this... response:	Inuyasha, are you all right?
context: Tsk...\What a vicious friend!\What's the matter with you?\Inuyasha!\Let me go!\Certainly.\All I need is this...\Inuyasha, are you all right? response:	Damn... Who was that guy, anyway?
context: What a vicious friend!\What's the matter with you?\Inuyasha!\Let me go!\Certainly.\All I need is this...\Inuyasha, are you all right?\Damn... Who was that guy, anyway? response:	He said he was a Buddhist monk, but...
context: What's the matter with you?\Inuyasha!\Let me go!\Certainly.\All I need is this...\Inuyasha, are you all right?\Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but... response:	What was it he did with his right hand?
context: Inuyasha!\Let me go!\Certainly.\All I need is this...\Inuyasha, are you all right?\Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but...\What was it he did with his right hand? response:	I felt like I was being pulled by a strong wind.
context: Let me go!\Certainly.\All I need is this...\Inuyasha, are you all right?\Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but...\What was it he did with his right hand?\I felt like I was being pulled by a strong wind. response:	What did he do from way up there?
context: Certainly.\All I need is this...\Inuyasha, are you all right?\Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but...\What was it he did with his right hand?\I felt like I was being pulled by a strong wind.\What did he do from way up there? response:	Oh, no!
context: All I need is this...\Inuyasha, are you all right?\Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but...\What was it he did with his right hand?\I felt like I was being pulled by a strong wind.\What did he do from way up there?\Oh, no! response:	Huh?
context: Inuyasha, are you all right?\Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but...\What was it he did with his right hand?\I felt like I was being pulled by a strong wind.\What did he do from way up there?\Oh, no!\Huh? response:	He stole my bike! The nerve!
context: Damn... Who was that guy, anyway?\He said he was a Buddhist monk, but...\What was it he did with his right hand?\I felt like I was being pulled by a strong wind.\What did he do from way up there?\Oh, no!\Huh?\He stole my bike! The nerve! response:	Forget the bike! You were being kidnapped!
context: He said he was a Buddhist monk, but...\What was it he did with his right hand?\I felt like I was being pulled by a strong wind.\What did he do from way up there?\Oh, no!\Huh?\He stole my bike! The nerve!\Forget the bike! You were being kidnapped! response:	I look away for one second, and...
context: What was it he did with his right hand?\I felt like I was being pulled by a strong wind.\What did he do from way up there?\Oh, no!\Huh?\He stole my bike! The nerve!\Forget the bike! You were being kidnapped!\I look away for one second, and... response:	Inuyasha...
context: I felt like I was being pulled by a strong wind.\What did he do from way up there?\Oh, no!\Huh?\He stole my bike! The nerve!\Forget the bike! You were being kidnapped!\I look away for one second, and...\Inuyasha... response:	I'm sorry.
context: What did he do from way up there?\Oh, no!\Huh?\He stole my bike! The nerve!\Forget the bike! You were being kidnapped!\I look away for one second, and...\Inuyasha...\I'm sorry. response:	It wasn't you I was worried about.
context: Oh, no!\Huh?\He stole my bike! The nerve!\Forget the bike! You were being kidnapped!\I look away for one second, and...\Inuyasha...\I'm sorry.\It wasn't you I was worried about. response:	It was your Sacred Jewel fragment...
context: Huh?\He stole my bike! The nerve!\Forget the bike! You were being kidnapped!\I look away for one second, and...\Inuyasha...\I'm sorry.\It wasn't you I was worried about.\It was your Sacred Jewel fragment... response:	Well...
context: He stole my bike! The nerve!\Forget the bike! You were being kidnapped!\I look away for one second, and...\Inuyasha...\I'm sorry.\It wasn't you I was worried about.\It was your Sacred Jewel fragment...\Well... response:	It seems he stole my Jewel fragment, too.
context: Forget the bike! You were being kidnapped!\I look away for one second, and...\Inuyasha...\I'm sorry.\It wasn't you I was worried about.\It was your Sacred Jewel fragment...\Well...\It seems he stole my Jewel fragment, too. response:	What?!
context: I look away for one second, and...\Inuyasha...\I'm sorry.\It wasn't you I was worried about.\It was your Sacred Jewel fragment...\Well...\It seems he stole my Jewel fragment, too.\What?! response:	Damn that guy! He can't have gone very far.
context: Inuyasha...\I'm sorry.\It wasn't you I was worried about.\It was your Sacred Jewel fragment...\Well...\It seems he stole my Jewel fragment, too.\What?!\Damn that guy! He can't have gone very far. response:	I'll find him wherever he is.
context: I'm sorry.\It wasn't you I was worried about.\It was your Sacred Jewel fragment...\Well...\It seems he stole my Jewel fragment, too.\What?!\Damn that guy! He can't have gone very far.\I'll find him wherever he is. response:	Inuyasha, what's taking you so long?
context: It wasn't you I was worried about.\It was your Sacred Jewel fragment...\Well...\It seems he stole my Jewel fragment, too.\What?!\Damn that guy! He can't have gone very far.\I'll find him wherever he is.\Inuyasha, what's taking you so long? response:	Leave me alone.
context: It was your Sacred Jewel fragment...\Well...\It seems he stole my Jewel fragment, too.\What?!\Damn that guy! He can't have gone very far.\I'll find him wherever he is.\Inuyasha, what's taking you so long?\Leave me alone. response:	The smells are all mixed up, so I can't tell.
context: Well...\It seems he stole my Jewel fragment, too.\What?!\Damn that guy! He can't have gone very far.\I'll find him wherever he is.\Inuyasha, what's taking you so long?\Leave me alone.\The smells are all mixed up, so I can't tell. response:	People are gathering around.
context: It seems he stole my Jewel fragment, too.\What?!\Damn that guy! He can't have gone very far.\I'll find him wherever he is.\Inuyasha, what's taking you so long?\Leave me alone.\The smells are all mixed up, so I can't tell.\People are gathering around. response:	They're really suspicious of us.
context: What?!\Damn that guy! He can't have gone very far.\I'll find him wherever he is.\Inuyasha, what's taking you so long?\Leave me alone.\The smells are all mixed up, so I can't tell.\People are gathering around.\They're really suspicious of us. response:	Where'd that bugger go?
context: Damn that guy! He can't have gone very far.\I'll find him wherever he is.\Inuyasha, what's taking you so long?\Leave me alone.\The smells are all mixed up, so I can't tell.\People are gathering around.\They're really suspicious of us.\Where'd that bugger go? response:	A demon here in our village?
context: I'll find him wherever he is.\Inuyasha, what's taking you so long?\Leave me alone.\The smells are all mixed up, so I can't tell.\People are gathering around.\They're really suspicious of us.\Where'd that bugger go?\A demon here in our village? response:	See?!
context: Inuyasha, what's taking you so long?\Leave me alone.\The smells are all mixed up, so I can't tell.\People are gathering around.\They're really suspicious of us.\Where'd that bugger go?\A demon here in our village?\See?! response:	That guy and kid aside, look at that girl.
context: Leave me alone.\The smells are all mixed up, so I can't tell.\People are gathering around.\They're really suspicious of us.\Where'd that bugger go?\A demon here in our village?\See?!\That guy and kid aside, look at that girl. response:	Is she a demon?
context: The smells are all mixed up, so I can't tell.\People are gathering around.\They're really suspicious of us.\Where'd that bugger go?\A demon here in our village?\See?!\That guy and kid aside, look at that girl.\Is she a demon? response:	Who, me?
context: People are gathering around.\They're really suspicious of us.\Where'd that bugger go?\A demon here in our village?\See?!\That guy and kid aside, look at that girl.\Is she a demon?\Who, me? response:	Good for you!
context: They're really suspicious of us.\Where'd that bugger go?\A demon here in our village?\See?!\That guy and kid aside, look at that girl.\Is she a demon?\Who, me?\Good for you! response:	He's probably not here.
context: Where'd that bugger go?\A demon here in our village?\See?!\That guy and kid aside, look at that girl.\Is she a demon?\Who, me?\Good for you!\He's probably not here. response:	No doubt about it. He's here.
context: A demon here in our village?\See?!\That guy and kid aside, look at that girl.\Is she a demon?\Who, me?\Good for you!\He's probably not here.\No doubt about it. He's here. response:	Why would a robber hang around... Oh!
context: See?!\That guy and kid aside, look at that girl.\Is she a demon?\Who, me?\Good for you!\He's probably not here.\No doubt about it. He's here.\Why would a robber hang around... Oh! response:	Yippee-aii-ayy!
context: That guy and kid aside, look at that girl.\Is she a demon?\Who, me?\Good for you!\He's probably not here.\No doubt about it. He's here.\Why would a robber hang around... Oh!\Yippee-aii-ayy! response:	Phew...We have nothing but beauties, he said?
context: Is she a demon?\Who, me?\Good for you!\He's probably not here.\No doubt about it. He's here.\Why would a robber hang around... Oh!\Yippee-aii-ayy!\Phew...We have nothing but beauties, he said? response:	I'd have been better off drinking with the tanuki.
context: Who, me?\Good for you!\He's probably not here.\No doubt about it. He's here.\Why would a robber hang around... Oh!\Yippee-aii-ayy!\Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki. response:	You!
context: Good for you!\He's probably not here.\No doubt about it. He's here.\Why would a robber hang around... Oh!\Yippee-aii-ayy!\Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki.\You! response:	You bike thief!
context: He's probably not here.\No doubt about it. He's here.\Why would a robber hang around... Oh!\Yippee-aii-ayy!\Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki.\You!\You bike thief! response:	Oh, it's you!
context: No doubt about it. He's here.\Why would a robber hang around... Oh!\Yippee-aii-ayy!\Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki.\You!\You bike thief!\Oh, it's you! response:	You're just what I need.
context: Why would a robber hang around... Oh!\Yippee-aii-ayy!\Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki.\You!\You bike thief!\Oh, it's you!\You're just what I need. response:	You're a sight for sore eyes!
context: Yippee-aii-ayy!\Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki.\You!\You bike thief!\Oh, it's you!\You're just what I need.\You're a sight for sore eyes! response:	I'll take care of you.
context: Phew...We have nothing but beauties, he said?\I'd have been better off drinking with the tanuki.\You!\You bike thief!\Oh, it's you!\You're just what I need.\You're a sight for sore eyes!\I'll take care of you. response:	Hold it.
context: I'd have been better off drinking with the tanuki.\You!\You bike thief!\Oh, it's you!\You're just what I need.\You're a sight for sore eyes!\I'll take care of you.\Hold it. response:	Such violence...
context: You!\You bike thief!\Oh, it's you!\You're just what I need.\You're a sight for sore eyes!\I'll take care of you.\Hold it.\Such violence... response:	What do you mean?
context: You bike thief!\Oh, it's you!\You're just what I need.\You're a sight for sore eyes!\I'll take care of you.\Hold it.\Such violence...\What do you mean? response:	Just who was it that used a tanuki to attack us?
context: Oh, it's you!\You're just what I need.\You're a sight for sore eyes!\I'll take care of you.\Hold it.\Such violence...\What do you mean?\Just who was it that used a tanuki to attack us? response:	I guess you're not ready to hand over the Jewel fragment.
context: You're just what I need.\You're a sight for sore eyes!\I'll take care of you.\Hold it.\Such violence...\What do you mean?\Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment. response:	This isn't something a demon should have.
context: You're a sight for sore eyes!\I'll take care of you.\Hold it.\Such violence...\What do you mean?\Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have. response:	Don't get funny!
context: I'll take care of you.\Hold it.\Such violence...\What do you mean?\Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have.\Don't get funny! response:	Ah! Hey!
context: Hold it.\Such violence...\What do you mean?\Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have.\Don't get funny!\Ah! Hey! response:	Hold it!
context: Such violence...\What do you mean?\Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have.\Don't get funny!\Ah! Hey!\Hold it! response:	I will not fight a senseless battle.
context: What do you mean?\Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have.\Don't get funny!\Ah! Hey!\Hold it!\I will not fight a senseless battle. response:	Is that right? Then you'll die!
context: Just who was it that used a tanuki to attack us?\I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have.\Don't get funny!\Ah! Hey!\Hold it!\I will not fight a senseless battle.\Is that right? Then you'll die! response:	He stopped the Tetsusaiga!
context: I guess you're not ready to hand over the Jewel fragment.\This isn't something a demon should have.\Don't get funny!\Ah! Hey!\Hold it!\I will not fight a senseless battle.\Is that right? Then you'll die!\He stopped the Tetsusaiga! response:	This guy's no ordinary mortal.
context: This isn't something a demon should have.\Don't get funny!\Ah! Hey!\Hold it!\I will not fight a senseless battle.\Is that right? Then you'll die!\He stopped the Tetsusaiga!\This guy's no ordinary mortal. response:	Do you insist on being punished?
context: Don't get funny!\Ah! Hey!\Hold it!\I will not fight a senseless battle.\Is that right? Then you'll die!\He stopped the Tetsusaiga!\This guy's no ordinary mortal.\Do you insist on being punished? response:	Who the hell are you?
context: Ah! Hey!\Hold it!\I will not fight a senseless battle.\Is that right? Then you'll die!\He stopped the Tetsusaiga!\This guy's no ordinary mortal.\Do you insist on being punished?\Who the hell are you? response:	My name is Miroku.
context: Hold it!\I will not fight a senseless battle.\Is that right? Then you'll die!\He stopped the Tetsusaiga!\This guy's no ordinary mortal.\Do you insist on being punished?\Who the hell are you?\My name is Miroku. response:	I use my spiritual powers to save people.
context: I will not fight a senseless battle.\Is that right? Then you'll die!\He stopped the Tetsusaiga!\This guy's no ordinary mortal.\Do you insist on being punished?\Who the hell are you?\My name is Miroku.\I use my spiritual powers to save people. response:	- What's going on? - A demon?
context: Is that right? Then you'll die!\He stopped the Tetsusaiga!\This guy's no ordinary mortal.\Do you insist on being punished?\Who the hell are you?\My name is Miroku.\I use my spiritual powers to save people.\- What's going on? - A demon? response:	- He's slaying demons? - Can he do it alone?
context: He stopped the Tetsusaiga!\This guy's no ordinary mortal.\Do you insist on being punished?\Who the hell are you?\My name is Miroku.\I use my spiritual powers to save people.\- What's going on? - A demon?\- He's slaying demons? - Can he do it alone? response:	Hey! A monk is slaying demons!
context: This guy's no ordinary mortal.\Do you insist on being punished?\Who the hell are you?\My name is Miroku.\I use my spiritual powers to save people.\- What's going on? - A demon?\- He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons! response:	You use your powers to save people?
context: Do you insist on being punished?\Who the hell are you?\My name is Miroku.\I use my spiritual powers to save people.\- What's going on? - A demon?\- He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons!\You use your powers to save people? response:	Why, you're nothing but a robber.
context: Who the hell are you?\My name is Miroku.\I use my spiritual powers to save people.\- What's going on? - A demon?\- He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons!\You use your powers to save people?\Why, you're nothing but a robber. response:	Give us back that Sacred Jewel fragment.
context: My name is Miroku.\I use my spiritual powers to save people.\- What's going on? - A demon?\- He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons!\You use your powers to save people?\Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment. response:	We went to a lot of trouble to gather all those fragments.
context: I use my spiritual powers to save people.\- What's going on? - A demon?\- He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons!\You use your powers to save people?\Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments. response:	I understand...
context: - What's going on? - A demon?\- He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons!\You use your powers to save people?\Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments.\I understand... response:	However, it would be best for you to let me keep this...
context: - He's slaying demons? - Can he do it alone?\Hey! A monk is slaying demons!\You use your powers to save people?\Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments.\I understand...\However, it would be best for you to let me keep this... response:	Inuyasha...
context: Hey! A monk is slaying demons!\You use your powers to save people?\Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments.\I understand...\However, it would be best for you to let me keep this...\Inuyasha... response:	So, you know who I am?
context: You use your powers to save people?\Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments.\I understand...\However, it would be best for you to let me keep this...\Inuyasha...\So, you know who I am? response:	Not at all.
context: Why, you're nothing but a robber.\Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments.\I understand...\However, it would be best for you to let me keep this...\Inuyasha...\So, you know who I am?\Not at all. response:	Your beautiful companion called you by that name.
context: Give us back that Sacred Jewel fragment.\We went to a lot of trouble to gather all those fragments.\I understand...\However, it would be best for you to let me keep this...\Inuyasha...\So, you know who I am?\Not at all.\Your beautiful companion called you by that name. response:	My, he doesn't seem to be such a bad person.
context: We went to a lot of trouble to gather all those fragments.\I understand...\However, it would be best for you to let me keep this...\Inuyasha...\So, you know who I am?\Not at all.\Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person. response:	Wake up, Kagome!
context: I understand...\However, it would be best for you to let me keep this...\Inuyasha...\So, you know who I am?\Not at all.\Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person.\Wake up, Kagome! response:	He stole your Jewel!
context: However, it would be best for you to let me keep this...\Inuyasha...\So, you know who I am?\Not at all.\Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person.\Wake up, Kagome!\He stole your Jewel! response:	You won't be flapping your lip when I get done with you.
context: Inuyasha...\So, you know who I am?\Not at all.\Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person.\Wake up, Kagome!\He stole your Jewel!\You won't be flapping your lip when I get done with you. response:	You're very strong.
context: So, you know who I am?\Not at all.\Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person.\Wake up, Kagome!\He stole your Jewel!\You won't be flapping your lip when I get done with you.\You're very strong. response:	Damn!
context: Not at all.\Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person.\Wake up, Kagome!\He stole your Jewel!\You won't be flapping your lip when I get done with you.\You're very strong.\Damn! response:	He parries my every stroke.
context: Your beautiful companion called you by that name.\My, he doesn't seem to be such a bad person.\Wake up, Kagome!\He stole your Jewel!\You won't be flapping your lip when I get done with you.\You're very strong.\Damn!\He parries my every stroke. response:	Hand that Sacred Jewel fragment over... if you want to live.
context: My, he doesn't seem to be such a bad person.\Wake up, Kagome!\He stole your Jewel!\You won't be flapping your lip when I get done with you.\You're very strong.\Damn!\He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live. response:	Oh! Trying to run again?
context: Wake up, Kagome!\He stole your Jewel!\You won't be flapping your lip when I get done with you.\You're very strong.\Damn!\He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again? response:	People! Get as far away as possible... for your safety.
context: He stole your Jewel!\You won't be flapping your lip when I get done with you.\You're very strong.\Damn!\He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again?\People! Get as far away as possible... for your safety. response:	Give up! You lose.
context: You won't be flapping your lip when I get done with you.\You're very strong.\Damn!\He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again?\People! Get as far away as possible... for your safety.\Give up! You lose. response:	His right hand!
context: You're very strong.\Damn!\He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again?\People! Get as far away as possible... for your safety.\Give up! You lose.\His right hand! response:	Sorry, but I hate losing.
context: Damn!\He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again?\People! Get as far away as possible... for your safety.\Give up! You lose.\His right hand!\Sorry, but I hate losing. response:	Spiritual power!
context: He parries my every stroke.\Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again?\People! Get as far away as possible... for your safety.\Give up! You lose.\His right hand!\Sorry, but I hate losing.\Spiritual power! response:	Wha!
context: Hand that Sacred Jewel fragment over... if you want to live.\Oh! Trying to run again?\People! Get as far away as possible... for your safety.\Give up! You lose.\His right hand!\Sorry, but I hate losing.\Spiritual power!\Wha! response:	It's like that time on the cliff... What is this wind?
context: Oh! Trying to run again?\People! Get as far away as possible... for your safety.\Give up! You lose.\His right hand!\Sorry, but I hate losing.\Spiritual power!\Wha!\It's like that time on the cliff... What is this wind? response:	A Wind Tunnel in his right hand!
