context: Opening response:	Nibutani
context: So it's just you?\Yeah, we've got the house to ourselves until tonight.\I-I didn't mean it like that!\Like what?\Uh, I... um...\I-I'll make some tea.\It's okay!\My heart can't take much more! response:	But I can't rush ahead just yet.
context: Yeah, we've got the house to ourselves until tonight.\I-I didn't mean it like that!\Like what?\Uh, I... um...\I-I'll make some tea.\It's okay!\My heart can't take much more!\But I can't rush ahead just yet. response:	Back in junior high, I got way ahead of myself!
context: I-I didn't mean it like that!\Like what?\Uh, I... um...\I-I'll make some tea.\It's okay!\My heart can't take much more!\But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself! response:	When I think of how we met in our previous life, it speaks to me of our future.
context: Like what?\Uh, I... um...\I-I'll make some tea.\It's okay!\My heart can't take much more!\But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future. response:	I put all my magic into this e-mail.
context: Uh, I... um...\I-I'll make some tea.\It's okay!\My heart can't take much more!\But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail. response:	Love you forever.
context: I-I'll make some tea.\It's okay!\My heart can't take much more!\But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail.\Love you forever. response:	Die! Die! Why won't those memories die?!
context: It's okay!\My heart can't take much more!\But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail.\Love you forever.\Die! Die! Why won't those memories die?! response:	Huh?
context: My heart can't take much more!\But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail.\Love you forever.\Die! Die! Why won't those memories die?!\Huh? response:	Did that come from my room?
context: But I can't rush ahead just yet.\Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail.\Love you forever.\Die! Die! Why won't those memories die?!\Huh?\Did that come from my room? response:	Is everything all right?
context: Back in junior high, I got way ahead of myself!\When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail.\Love you forever.\Die! Die! Why won't those memories die?!\Huh?\Did that come from my room?\Is everything all right? response:	What's up, Togashi?
context: When I think of how we met in our previous life, it speaks to me of our future.\I put all my magic into this e-mail.\Love you forever.\Die! Die! Why won't those memories die?!\Huh?\Did that come from my room?\Is everything all right?\What's up, Togashi? response:	Uh, what...
context: I put all my magic into this e-mail.\Love you forever.\Die! Die! Why won't those memories die?!\Huh?\Did that come from my room?\Is everything all right?\What's up, Togashi?\Uh, what... response:	Um, I'll go get the tea.
context: Love you forever.\Die! Die! Why won't those memories die?!\Huh?\Did that come from my room?\Is everything all right?\What's up, Togashi?\Uh, what...\Um, I'll go get the tea. response:	It's okay!
context: Die! Die! Why won't those memories die?!\Huh?\Did that come from my room?\Is everything all right?\What's up, Togashi?\Uh, what...\Um, I'll go get the tea.\It's okay! response:	What was that all about?
context: Huh?\Did that come from my room?\Is everything all right?\What's up, Togashi?\Uh, what...\Um, I'll go get the tea.\It's okay!\What was that all about? response:	Come on, where is it?!
context: Did that come from my room?\Is everything all right?\What's up, Togashi?\Uh, what...\Um, I'll go get the tea.\It's okay!\What was that all about?\Come on, where is it?! response:	Wh-What are you doing?!
context: Is everything all right?\What's up, Togashi?\Uh, what...\Um, I'll go get the tea.\It's okay!\What was that all about?\Come on, where is it?!\Wh-What are you doing?! response:	Where did he put it?
context: What's up, Togashi?\Uh, what...\Um, I'll go get the tea.\It's okay!\What was that all about?\Come on, where is it?!\Wh-What are you doing?!\Where did he put it? response:	Here?
context: Uh, what...\Um, I'll go get the tea.\It's okay!\What was that all about?\Come on, where is it?!\Wh-What are you doing?!\Where did he put it?\Here? response:	Could it be in this box?
context: Um, I'll go get the tea.\It's okay!\What was that all about?\Come on, where is it?!\Wh-What are you doing?!\Where did he put it?\Here?\Could it be in this box? response:	W-W-Wait
context: It's okay!\What was that all about?\Come on, where is it?!\Wh-What are you doing?!\Where did he put it?\Here?\Could it be in this box?\W-W-Wait response:	Don't look in there!
context: What was that all about?\Come on, where is it?!\Wh-What are you doing?!\Where did he put it?\Here?\Could it be in this box?\W-W-Wait\Don't look in there! response:	Where is it?
context: Come on, where is it?!\Wh-What are you doing?!\Where did he put it?\Here?\Could it be in this box?\W-W-Wait\Don't look in there!\Where is it? response:	Where is what?
context: Wh-What are you doing?!\Where did he put it?\Here?\Could it be in this box?\W-W-Wait\Don't look in there!\Where is it?\Where is what? response:	The Mabinogion that stupid girl had!
context: Where did he put it?\Here?\Could it be in this box?\W-W-Wait\Don't look in there!\Where is it?\Where is what?\The Mabinogion that stupid girl had! response:	Why?
context: Here?\Could it be in this box?\W-W-Wait\Don't look in there!\Where is it?\Where is what?\The Mabinogion that stupid girl had!\Why? response:	Just tell me!
context: Could it be in this box?\W-W-Wait\Don't look in there!\Where is it?\Where is what?\The Mabinogion that stupid girl had!\Why?\Just tell me! response:	Um...
context: W-W-Wait\Don't look in there!\Where is it?\Where is what?\The Mabinogion that stupid girl had!\Why?\Just tell me!\Um... response:	It was somewhere... Ah, here!
context: Don't look in there!\Where is it?\Where is what?\The Mabinogion that stupid girl had!\Why?\Just tell me!\Um...\It was somewhere... Ah, here! response:	It's quite heavy.
context: Where is it?\Where is what?\The Mabinogion that stupid girl had!\Why?\Just tell me!\Um...\It was somewhere... Ah, here!\It's quite heavy. response:	Wh-What?
context: Where is what?\The Mabinogion that stupid girl had!\Why?\Just tell me!\Um...\It was somewhere... Ah, here!\It's quite heavy.\Wh-What? response:	I may have lost my memories,
context: The Mabinogion that stupid girl had!\Why?\Just tell me!\Um...\It was somewhere... Ah, here!\It's quite heavy.\Wh-What?\I may have lost my memories, response:	but I, a true magician, have walked this sphere of existence for five centuries.
context: Why?\Just tell me!\Um...\It was somewhere... Ah, here!\It's quite heavy.\Wh-What?\I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries. response:	Thus, I inscribe these truths as suggested to me by the spirits.
context: Just tell me!\Um...\It was somewhere... Ah, here!\It's quite heavy.\Wh-What?\I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits. response:	For my name is Forest Summer.
context: Um...\It was somewhere... Ah, here!\It's quite heavy.\Wh-What?\I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer. response:	Stop!
context: It was somewhere... Ah, here!\It's quite heavy.\Wh-What?\I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer.\Stop! response:	Don't... Don't make me listen to that!
context: It's quite heavy.\Wh-What?\I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer.\Stop!\Don't... Don't make me listen to that! response:	I presume you understand that this world consists of the Black and White Planes.
context: Wh-What?\I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer.\Stop!\Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes. response:	Make it go away! Make it go away!
context: I may have lost my memories,\but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer.\Stop!\Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away! response:	That reaction...
context: but I, a true magician, have walked this sphere of existence for five centuries.\Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer.\Stop!\Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away!\That reaction... response:	Wait a moment.
context: Thus, I inscribe these truths as suggested to me by the spirits.\For my name is Forest Summer.\Stop!\Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away!\That reaction...\Wait a moment. response:	Nibutani Shinka...
context: For my name is Forest Summer.\Stop!\Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away!\That reaction...\Wait a moment.\Nibutani Shinka... response:	Shinka...
context: Stop!\Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away!\That reaction...\Wait a moment.\Nibutani Shinka...\Shinka... response:	Forest Summer...
context: Don't... Don't make me listen to that!\I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away!\That reaction...\Wait a moment.\Nibutani Shinka...\Shinka...\Forest Summer... response:	Forest Summer!
context: I presume you understand that this world consists of the Black and White Planes.\Make it go away! Make it go away!\That reaction...\Wait a moment.\Nibutani Shinka...\Shinka...\Forest Summer...\Forest Summer! response:	What a weird book.
context: Make it go away! Make it go away!\That reaction...\Wait a moment.\Nibutani Shinka...\Shinka...\Forest Summer...\Forest Summer!\What a weird book. response:	I wonder who wrote this
context: That reaction...\Wait a moment.\Nibutani Shinka...\Shinka...\Forest Summer...\Forest Summer!\What a weird book.\I wonder who wrote this response:	piece of crap!
context: Wait a moment.\Nibutani Shinka...\Shinka...\Forest Summer...\Forest Summer!\What a weird book.\I wonder who wrote this\piece of crap! response:	Damn it! Screw this stupid garbage!
context: Nibutani Shinka...\Shinka...\Forest Summer...\Forest Summer!\What a weird book.\I wonder who wrote this\piece of crap!\Damn it! Screw this stupid garbage! response:	Nibutani... that's...
context: Shinka...\Forest Summer...\Forest Summer!\What a weird book.\I wonder who wrote this\piece of crap!\Damn it! Screw this stupid garbage!\Nibutani... that's... response:	Let us open the gateway through spacetime.
context: Forest Summer...\Forest Summer!\What a weird book.\I wonder who wrote this\piece of crap!\Damn it! Screw this stupid garbage!\Nibutani... that's...\Let us open the gateway through spacetime. response:	Okay, Master!
context: Forest Summer!\What a weird book.\I wonder who wrote this\piece of crap!\Damn it! Screw this stupid garbage!\Nibutani... that's...\Let us open the gateway through spacetime.\Okay, Master! response:	Are you ready? This could be dangerous.
context: What a weird book.\I wonder who wrote this\piece of crap!\Damn it! Screw this stupid garbage!\Nibutani... that's...\Let us open the gateway through spacetime.\Okay, Master!\Are you ready? This could be dangerous. response:	I was born ready!
context: I wonder who wrote this\piece of crap!\Damn it! Screw this stupid garbage!\Nibutani... that's...\Let us open the gateway through spacetime.\Okay, Master!\Are you ready? This could be dangerous.\I was born ready! response:	Then let us
context: piece of crap!\Damn it! Screw this stupid garbage!\Nibutani... that's...\Let us open the gateway through spacetime.\Okay, Master!\Are you ready? This could be dangerous.\I was born ready!\Then let us response:	Oh no! Schwarz Sechs Prototype Mark II!
context: Damn it! Screw this stupid garbage!\Nibutani... that's...\Let us open the gateway through spacetime.\Okay, Master!\Are you ready? This could be dangerous.\I was born ready!\Then let us\Oh no! Schwarz Sechs Prototype Mark II! response:	Wait for us!
context: Nibutani... that's...\Let us open the gateway through spacetime.\Okay, Master!\Are you ready? This could be dangerous.\I was born ready!\Then let us\Oh no! Schwarz Sechs Prototype Mark II!\Wait for us! response:	Uh...
context: Let us open the gateway through spacetime.\Okay, Master!\Are you ready? This could be dangerous.\I was born ready!\Then let us\Oh no! Schwarz Sechs Prototype Mark II!\Wait for us!\Uh... response:	It's funny, isn't it?
context: Okay, Master!\Are you ready? This could be dangerous.\I was born ready!\Then let us\Oh no! Schwarz Sechs Prototype Mark II!\Wait for us!\Uh...\It's funny, isn't it? response:	I deleted it from everywhere I could on the Internet.
context: Are you ready? This could be dangerous.\I was born ready!\Then let us\Oh no! Schwarz Sechs Prototype Mark II!\Wait for us!\Uh...\It's funny, isn't it?\I deleted it from everywhere I could on the Internet. response:	But I never would've thought someone would actually print it out.
context: I was born ready!\Then let us\Oh no! Schwarz Sechs Prototype Mark II!\Wait for us!\Uh...\It's funny, isn't it?\I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out. response:	I never would've thought you'd write something like that in the first place.
context: Then let us\Oh no! Schwarz Sechs Prototype Mark II!\Wait for us!\Uh...\It's funny, isn't it?\I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place. response:	I made sure I chose a different high school to everyone else from my junior high,
context: Oh no! Schwarz Sechs Prototype Mark II!\Wait for us!\Uh...\It's funny, isn't it?\I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high, response:	just so I could leave that dark past behind me.
context: Wait for us!\Uh...\It's funny, isn't it?\I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me. response:	Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.
context: Uh...\It's funny, isn't it?\I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces. response:	Talk about a change of character!
context: It's funny, isn't it?\I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character! response:	I-I understand! I won't tell a soul!
context: I deleted it from everywhere I could on the Internet.\But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character!\I-I understand! I won't tell a soul! response:	Those trolls are always giving me hell...
context: But I never would've thought someone would actually print it out.\I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character!\I-I understand! I won't tell a soul!\Those trolls are always giving me hell... response:	So, uh, when you said you wanted to talk...
context: I never would've thought you'd write something like that in the first place.\I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character!\I-I understand! I won't tell a soul!\Those trolls are always giving me hell...\So, uh, when you said you wanted to talk... response:	Talk? Gimme a break.
context: I made sure I chose a different high school to everyone else from my junior high,\just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character!\I-I understand! I won't tell a soul!\Those trolls are always giving me hell...\So, uh, when you said you wanted to talk...\Talk? Gimme a break. response:	Bingo.
context: just so I could leave that dark past behind me.\Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character!\I-I understand! I won't tell a soul!\Those trolls are always giving me hell...\So, uh, when you said you wanted to talk...\Talk? Gimme a break.\Bingo. response:	And when you joined our circle...
context: Got it? If you so much as think of telling anyone, I'll chop you into tiny pieces.\Talk about a change of character!\I-I understand! I won't tell a soul!\Those trolls are always giving me hell...\So, uh, when you said you wanted to talk...\Talk? Gimme a break.\Bingo.\And when you joined our circle... response:	That was to destroy this book, of course.
context: Talk about a change of character!\I-I understand! I won't tell a soul!\Those trolls are always giving me hell...\So, uh, when you said you wanted to talk...\Talk? Gimme a break.\Bingo.\And when you joined our circle...\That was to destroy this book, of course. response:	Why else would I have joined?
context: I-I understand! I won't tell a soul!\Those trolls are always giving me hell...\So, uh, when you said you wanted to talk...\Talk? Gimme a break.\Bingo.\And when you joined our circle...\That was to destroy this book, of course.\Why else would I have joined? response:	I hate being right.
context: Those trolls are always giving me hell...\So, uh, when you said you wanted to talk...\Talk? Gimme a break.\Bingo.\And when you joined our circle...\That was to destroy this book, of course.\Why else would I have joined?\I hate being right. response:	But now I can be freed from the past...
context: So, uh, when you said you wanted to talk...\Talk? Gimme a break.\Bingo.\And when you joined our circle...\That was to destroy this book, of course.\Why else would I have joined?\I hate being right.\But now I can be freed from the past... response:	Wh-What's going on here?
context: Talk? Gimme a break.\Bingo.\And when you joined our circle...\That was to destroy this book, of course.\Why else would I have joined?\I hate being right.\But now I can be freed from the past...\Wh-What's going on here? response:	It's over 200,005,000 degrees!
context: Bingo.\And when you joined our circle...\That was to destroy this book, of course.\Why else would I have joined?\I hate being right.\But now I can be freed from the past...\Wh-What's going on here?\It's over 200,005,000 degrees! response:	Dekomori, you must withstand until I'm done with my chant!
context: And when you joined our circle...\That was to destroy this book, of course.\Why else would I have joined?\I hate being right.\But now I can be freed from the past...\Wh-What's going on here?\It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant! response:	You're back already?
context: That was to destroy this book, of course.\Why else would I have joined?\I hate being right.\But now I can be freed from the past...\Wh-What's going on here?\It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant!\You're back already? response:	Sadly, we were unable to find the link point due to cloudy weather.
context: Why else would I have joined?\I hate being right.\But now I can be freed from the past...\Wh-What's going on here?\It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant!\You're back already?\Sadly, we were unable to find the link point due to cloudy weather. response:	And while we're here, give back my Mabinogion!
context: I hate being right.\But now I can be freed from the past...\Wh-What's going on here?\It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant!\You're back already?\Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion! response:	Where is it?! Give it back or meet your death!
context: But now I can be freed from the past...\Wh-What's going on here?\It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant!\You're back already?\Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death! response:	There.
context: Wh-What's going on here?\It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant!\You're back already?\Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death!\There. response:	There's nothing left but ash.
context: It's over 200,005,000 degrees!\Dekomori, you must withstand until I'm done with my chant!\You're back already?\Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death!\There.\There's nothing left but ash. response:	Too bad.
context: Dekomori, you must withstand until I'm done with my chant!\You're back already?\Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death!\There.\There's nothing left but ash.\Too bad. response:	Now all records of it are erased forever and ever!
context: You're back already?\Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death!\There.\There's nothing left but ash.\Too bad.\Now all records of it are erased forever and ever! response:	Wh-Why would you...
context: Sadly, we were unable to find the link point due to cloudy weather.\And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death!\There.\There's nothing left but ash.\Too bad.\Now all records of it are erased forever and ever!\Wh-Why would you... response:	That's so mean...
context: And while we're here, give back my Mabinogion!\Where is it?! Give it back or meet your death!\There.\There's nothing left but ash.\Too bad.\Now all records of it are erased forever and ever!\Wh-Why would you...\That's so mean... response:	H-Hey, are you okay?
context: Where is it?! Give it back or meet your death!\There.\There's nothing left but ash.\Too bad.\Now all records of it are erased forever and ever!\Wh-Why would you...\That's so mean...\H-Hey, are you okay? response:	My dear book...
context: There.\There's nothing left but ash.\Too bad.\Now all records of it are erased forever and ever!\Wh-Why would you...\That's so mean...\H-Hey, are you okay?\My dear book... response:	Smirk...
context: There's nothing left but ash.\Too bad.\Now all records of it are erased forever and ever!\Wh-Why would you...\That's so mean...\H-Hey, are you okay?\My dear book...\Smirk... response:	Smirk?
context: Too bad.\Now all records of it are erased forever and ever!\Wh-Why would you...\That's so mean...\H-Hey, are you okay?\My dear book...\Smirk...\Smirk? response:	Smirk...
context: Now all records of it are erased forever and ever!\Wh-Why would you...\That's so mean...\H-Hey, are you okay?\My dear book...\Smirk...\Smirk?\Smirk... response:	Smirk, smirk, smirk, smirk, smirk!
context: Wh-Why would you...\That's so mean...\H-Hey, are you okay?\My dear book...\Smirk...\Smirk?\Smirk...\Smirk, smirk, smirk, smirk, smirk! response:	Dekomori?
context: That's so mean...\H-Hey, are you okay?\My dear book...\Smirk...\Smirk?\Smirk...\Smirk, smirk, smirk, smirk, smirk!\Dekomori? response:	Smirkyahahahah!
context: H-Hey, are you okay?\My dear book...\Smirk...\Smirk?\Smirk...\Smirk, smirk, smirk, smirk, smirk!\Dekomori?\Smirkyahahahah! response:	No worries!
context: My dear book...\Smirk...\Smirk?\Smirk...\Smirk, smirk, smirk, smirk, smirk!\Dekomori?\Smirkyahahahah!\No worries! response:	I thought something like this might happen,
context: Smirk...\Smirk?\Smirk...\Smirk, smirk, smirk, smirk, smirk!\Dekomori?\Smirkyahahahah!\No worries!\I thought something like this might happen, response:	so I made copies in case it met an untimely death!
context: Smirk?\Smirk...\Smirk, smirk, smirk, smirk, smirk!\Dekomori?\Smirkyahahahah!\No worries!\I thought something like this might happen,\so I made copies in case it met an untimely death! response:	Forest Summer is a most admirable person.
context: Smirk...\Smirk, smirk, smirk, smirk, smirk!\Dekomori?\Smirkyahahahah!\No worries!\I thought something like this might happen,\so I made copies in case it met an untimely death!\Forest Summer is a most admirable person. response:	She and Master answered all my questions about the Otherworld.
context: Smirk, smirk, smirk, smirk, smirk!\Dekomori?\Smirkyahahahah!\No worries!\I thought something like this might happen,\so I made copies in case it met an untimely death!\Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld. response:	She's a great magician!
context: Dekomori?\Smirkyahahahah!\No worries!\I thought something like this might happen,\so I made copies in case it met an untimely death!\Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld.\She's a great magician! response:	Her wisdom was considered so powerful
context: Smirkyahahahah!\No worries!\I thought something like this might happen,\so I made copies in case it met an untimely death!\Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld.\She's a great magician!\Her wisdom was considered so powerful response:	that the government tried to erase all evidence of it.
context: No worries!\I thought something like this might happen,\so I made copies in case it met an untimely death!\Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld.\She's a great magician!\Her wisdom was considered so powerful\that the government tried to erase all evidence of it. response:	But as her prophet, I must
context: I thought something like this might happen,\so I made copies in case it met an untimely death!\Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld.\She's a great magician!\Her wisdom was considered so powerful\that the government tried to erase all evidence of it.\But as her prophet, I must response:	I erased it myself.
context: so I made copies in case it met an untimely death!\Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld.\She's a great magician!\Her wisdom was considered so powerful\that the government tried to erase all evidence of it.\But as her prophet, I must\I erased it myself. response:	I couldn't deal with it.
context: Forest Summer is a most admirable person.\She and Master answered all my questions about the Otherworld.\She's a great magician!\Her wisdom was considered so powerful\that the government tried to erase all evidence of it.\But as her prophet, I must\I erased it myself.\I couldn't deal with it. response:	Who the death are you?
context: She and Master answered all my questions about the Otherworld.\She's a great magician!\Her wisdom was considered so powerful\that the government tried to erase all evidence of it.\But as her prophet, I must\I erased it myself.\I couldn't deal with it.\Who the death are you? response:	I'm Forest Summer.
context: She's a great magician!\Her wisdom was considered so powerful\that the government tried to erase all evidence of it.\But as her prophet, I must\I erased it myself.\I couldn't deal with it.\Who the death are you?\I'm Forest Summer. response:	Listen! I wrote that book.
context: Her wisdom was considered so powerful\that the government tried to erase all evidence of it.\But as her prophet, I must\I erased it myself.\I couldn't deal with it.\Who the death are you?\I'm Forest Summer.\Listen! I wrote that book. response:	And I was the one who answered your questions a year ago.
context: that the government tried to erase all evidence of it.\But as her prophet, I must\I erased it myself.\I couldn't deal with it.\Who the death are you?\I'm Forest Summer.\Listen! I wrote that book.\And I was the one who answered your questions a year ago. response:	I wrote the Mabinogion, so hand it over!
context: But as her prophet, I must\I erased it myself.\I couldn't deal with it.\Who the death are you?\I'm Forest Summer.\Listen! I wrote that book.\And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over! response:	Are you past brain death?
context: I erased it myself.\I couldn't deal with it.\Who the death are you?\I'm Forest Summer.\Listen! I wrote that book.\And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over!\Are you past brain death? response:	There's no way a rotten commoner like yourself could be Forest Summer.
context: I couldn't deal with it.\Who the death are you?\I'm Forest Summer.\Listen! I wrote that book.\And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over!\Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer. response:	Who are you calling rotten?!
context: Who the death are you?\I'm Forest Summer.\Listen! I wrote that book.\And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over!\Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?! response:	Hey, Nibutani!
context: I'm Forest Summer.\Listen! I wrote that book.\And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over!\Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?!\Hey, Nibutani! response:	Is her head made of stone?!
context: Listen! I wrote that book.\And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over!\Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?!\Hey, Nibutani!\Is her head made of stone?! response:	That's your punishment for pretending to be Forest Summer.
context: And I was the one who answered your questions a year ago.\I wrote the Mabinogion, so hand it over!\Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?!\Hey, Nibutani!\Is her head made of stone?!\That's your punishment for pretending to be Forest Summer. response:	I really am her!
context: I wrote the Mabinogion, so hand it over!\Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?!\Hey, Nibutani!\Is her head made of stone?!\That's your punishment for pretending to be Forest Summer.\I really am her! response:	Do not utter that name again in my presence.
context: Are you past brain death?\There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?!\Hey, Nibutani!\Is her head made of stone?!\That's your punishment for pretending to be Forest Summer.\I really am her!\Do not utter that name again in my presence. response:	Maybe then I will spare you from death.
context: There's no way a rotten commoner like yourself could be Forest Summer.\Who are you calling rotten?!\Hey, Nibutani!\Is her head made of stone?!\That's your punishment for pretending to be Forest Summer.\I really am her!\Do not utter that name again in my presence.\Maybe then I will spare you from death. response:	Dekomori's not kidding.
context: Who are you calling rotten?!\Hey, Nibutani!\Is her head made of stone?!\That's your punishment for pretending to be Forest Summer.\I really am her!\Do not utter that name again in my presence.\Maybe then I will spare you from death.\Dekomori's not kidding. response:	Master, I must take my leave.
context: Hey, Nibutani!\Is her head made of stone?!\That's your punishment for pretending to be Forest Summer.\I really am her!\Do not utter that name again in my presence.\Maybe then I will spare you from death.\Dekomori's not kidding.\Master, I must take my leave. response:	That troll... She'll pay for this!
context: Is her head made of stone?!\That's your punishment for pretending to be Forest Summer.\I really am her!\Do not utter that name again in my presence.\Maybe then I will spare you from death.\Dekomori's not kidding.\Master, I must take my leave.\That troll... She'll pay for this! response:	O spirits of the earth and skies!
context: That's your punishment for pretending to be Forest Summer.\I really am her!\Do not utter that name again in my presence.\Maybe then I will spare you from death.\Dekomori's not kidding.\Master, I must take my leave.\That troll... She'll pay for this!\O spirits of the earth and skies! response:	I call upon your power and beseech your blessing.
context: I really am her!\Do not utter that name again in my presence.\Maybe then I will spare you from death.\Dekomori's not kidding.\Master, I must take my leave.\That troll... She'll pay for this!\O spirits of the earth and skies!\I call upon your power and beseech your blessing. response:	May misfortune befall Dekomori Sanae...
