context: Hey, Karasuno's switching setters. response:	Don't get depressed.
context: All right!\I'm definitely inferior to Kageyama\when it comes to technique and physical ability,\but I've spent quite a while watching our team.\If it were just me against Aoba Johsai, I wouldn't stand a chance,\but my teammates are plenty strong.\Let's break their serve streak!\Right! response:	21 - 14 Aoba Johsai Karasuno
context: I'm definitely inferior to Kageyama\when it comes to technique and physical ability,\but I've spent quite a while watching our team.\If it were just me against Aoba Johsai, I wouldn't stand a chance,\but my teammates are plenty strong.\Let's break their serve streak!\Right!\21 - 14 Aoba Johsai Karasuno response:	21 - 15 Aoba Johsai Karasuno
context: when it comes to technique and physical ability,\but I've spent quite a while watching our team.\If it were just me against Aoba Johsai, I wouldn't stand a chance,\but my teammates are plenty strong.\Let's break their serve streak!\Right!\21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno response:	All right!
context: but I've spent quite a while watching our team.\If it were just me against Aoba Johsai, I wouldn't stand a chance,\but my teammates are plenty strong.\Let's break their serve streak!\Right!\21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno\All right! response:	Don't mind, Hinata.
context: If it were just me against Aoba Johsai, I wouldn't stand a chance,\but my teammates are plenty strong.\Let's break their serve streak!\Right!\21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno\All right!\Don't mind, Hinata. response:	Hey...
context: but my teammates are plenty strong.\Let's break their serve streak!\Right!\21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno\All right!\Don't mind, Hinata.\Hey... response:	Nice serve!
context: Let's break their serve streak!\Right!\21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno\All right!\Don't mind, Hinata.\Hey...\Nice serve! response:	One point!
context: Right!\21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno\All right!\Don't mind, Hinata.\Hey...\Nice serve!\One point! response:	Damn it.
context: 21 - 14 Aoba Johsai Karasuno\21 - 15 Aoba Johsai Karasuno\All right!\Don't mind, Hinata.\Hey...\Nice serve!\One point!\Damn it. response:	Now it's Oikawa-san's serve...
context: 21 - 15 Aoba Johsai Karasuno\All right!\Don't mind, Hinata.\Hey...\Nice serve!\One point!\Damn it.\Now it's Oikawa-san's serve... response:	Bring it!
context: All right!\Don't mind, Hinata.\Hey...\Nice serve!\One point!\Damn it.\Now it's Oikawa-san's serve...\Bring it! response:	Go!
context: Don't mind, Hinata.\Hey...\Nice serve!\One point!\Damn it.\Now it's Oikawa-san's serve...\Bring it!\Go! response:	Got it!
context: Hey...\Nice serve!\One point!\Damn it.\Now it's Oikawa-san's serve...\Bring it!\Go!\Got it! response:	Leave it to me!
context: Nice serve!\One point!\Damn it.\Now it's Oikawa-san's serve...\Bring it!\Go!\Got it!\Leave it to me! response:	Now he's aiming between them.
context: One point!\Damn it.\Now it's Oikawa-san's serve...\Bring it!\Go!\Got it!\Leave it to me!\Now he's aiming between them. response:	All right!
context: Damn it.\Now it's Oikawa-san's serve...\Bring it!\Go!\Got it!\Leave it to me!\Now he's aiming between them.\All right! response:	He's aiming at the optimal spot!
context: Now it's Oikawa-san's serve...\Bring it!\Go!\Got it!\Leave it to me!\Now he's aiming between them.\All right!\He's aiming at the optimal spot! response:	My bad! I was about to get it!
context: Bring it!\Go!\Got it!\Leave it to me!\Now he's aiming between them.\All right!\He's aiming at the optimal spot!\My bad! I was about to get it! response:	And I overstepped my bounds. Sorry!
context: Go!\Got it!\Leave it to me!\Now he's aiming between them.\All right!\He's aiming at the optimal spot!\My bad! I was about to get it!\And I overstepped my bounds. Sorry! response:	Go!
context: Got it!\Leave it to me!\Now he's aiming between them.\All right!\He's aiming at the optimal spot!\My bad! I was about to get it!\And I overstepped my bounds. Sorry!\Go! response:	The front!
context: Leave it to me!\Now he's aiming between them.\All right!\He's aiming at the optimal spot!\My bad! I was about to get it!\And I overstepped my bounds. Sorry!\Go!\The front! response:	All right!
context: Now he's aiming between them.\All right!\He's aiming at the optimal spot!\My bad! I was about to get it!\And I overstepped my bounds. Sorry!\Go!\The front!\All right! response:	Aoba Johsai Karasuno
context: All right!\He's aiming at the optimal spot!\My bad! I was about to get it!\And I overstepped my bounds. Sorry!\Go!\The front!\All right!\Aoba Johsai Karasuno response:	Seijoh's at their set point.
context: He's aiming at the optimal spot!\My bad! I was about to get it!\And I overstepped my bounds. Sorry!\Go!\The front!\All right!\Aoba Johsai Karasuno\Seijoh's at their set point. response:	Damn.
context: My bad! I was about to get it!\And I overstepped my bounds. Sorry!\Go!\The front!\All right!\Aoba Johsai Karasuno\Seijoh's at their set point.\Damn. response:	Just how many points did that guy's serves get them?
context: And I overstepped my bounds. Sorry!\Go!\The front!\All right!\Aoba Johsai Karasuno\Seijoh's at their set point.\Damn.\Just how many points did that guy's serves get them? response:	If volleyball had an ultimate play, it'd be to take 25 points just by serving,
context: Go!\The front!\All right!\Aoba Johsai Karasuno\Seijoh's at their set point.\Damn.\Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving, response:	Let's finish this!
context: The front!\All right!\Aoba Johsai Karasuno\Seijoh's at their set point.\Damn.\Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this! response:	Yeah!
context: All right!\Aoba Johsai Karasuno\Seijoh's at their set point.\Damn.\Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this!\Yeah! response:	not giving your opponent even a single chance.
context: Aoba Johsai Karasuno\Seijoh's at their set point.\Damn.\Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this!\Yeah!\not giving your opponent even a single chance. response:	That's what a service ace is.
context: Seijoh's at their set point.\Damn.\Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this!\Yeah!\not giving your opponent even a single chance.\That's what a service ace is. response:	I got it!
context: Damn.\Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this!\Yeah!\not giving your opponent even a single chance.\That's what a service ace is.\I got it! response:	Right!
context: Just how many points did that guy's serves get them?\If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this!\Yeah!\not giving your opponent even a single chance.\That's what a service ace is.\I got it!\Right! response:	10 followed by 5 from the right...
context: If volleyball had an ultimate play, it'd be to take 25 points just by serving,\Let's finish this!\Yeah!\not giving your opponent even a single chance.\That's what a service ace is.\I got it!\Right!\10 followed by 5 from the right... response:	No, it's a back attack!
context: Let's finish this!\Yeah!\not giving your opponent even a single chance.\That's what a service ace is.\I got it!\Right!\10 followed by 5 from the right...\No, it's a back attack! response:	Hanamaki, nice receive!
context: Yeah!\not giving your opponent even a single chance.\That's what a service ace is.\I got it!\Right!\10 followed by 5 from the right...\No, it's a back attack!\Hanamaki, nice receive! response:	Hinata, it's coming directly to you!
context: not giving your opponent even a single chance.\That's what a service ace is.\I got it!\Right!\10 followed by 5 from the right...\No, it's a back attack!\Hanamaki, nice receive!\Hinata, it's coming directly to you! response:	This is the first time it's come directly to me.
context: That's what a service ace is.\I got it!\Right!\10 followed by 5 from the right...\No, it's a back attack!\Hanamaki, nice receive!\Hinata, it's coming directly to you!\This is the first time it's come directly to me. response:	You suck!
context: I got it!\Right!\10 followed by 5 from the right...\No, it's a back attack!\Hanamaki, nice receive!\Hinata, it's coming directly to you!\This is the first time it's come directly to me.\You suck! response:	Oh, shut up, already!
context: Right!\10 followed by 5 from the right...\No, it's a back attack!\Hanamaki, nice receive!\Hinata, it's coming directly to you!\This is the first time it's come directly to me.\You suck!\Oh, shut up, already! response:	Hey...
context: 10 followed by 5 from the right...\No, it's a back attack!\Hanamaki, nice receive!\Hinata, it's coming directly to you!\This is the first time it's come directly to me.\You suck!\Oh, shut up, already!\Hey... response:	The timing of Seijoh's quicks seems to be a bit slower than ours.
context: No, it's a back attack!\Hanamaki, nice receive!\Hinata, it's coming directly to you!\This is the first time it's come directly to me.\You suck!\Oh, shut up, already!\Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours. response:	Build up just a bit more than usual, then.
context: Hanamaki, nice receive!\Hinata, it's coming directly to you!\This is the first time it's come directly to me.\You suck!\Oh, shut up, already!\Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then. response:	Jump!
context: Hinata, it's coming directly to you!\This is the first time it's come directly to me.\You suck!\Oh, shut up, already!\Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then.\Jump! response:	Back! Go back!
context: This is the first time it's come directly to me.\You suck!\Oh, shut up, already!\Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then.\Jump!\Back! Go back! response:	It's out?!
context: You suck!\Oh, shut up, already!\Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then.\Jump!\Back! Go back!\It's out?! response:	Aoba Johsai Karasuno
context: Oh, shut up, already!\Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then.\Jump!\Back! Go back!\It's out?!\Aoba Johsai Karasuno response:	We're switching sides. Let's go!
context: Hey...\The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then.\Jump!\Back! Go back!\It's out?!\Aoba Johsai Karasuno\We're switching sides. Let's go! response:	Ow!
context: The timing of Seijoh's quicks seems to be a bit slower than ours.\Build up just a bit more than usual, then.\Jump!\Back! Go back!\It's out?!\Aoba Johsai Karasuno\We're switching sides. Let's go!\Ow! response:	So close, Hinata. We'll stop them next time!
context: Build up just a bit more than usual, then.\Jump!\Back! Go back!\It's out?!\Aoba Johsai Karasuno\We're switching sides. Let's go!\Ow!\So close, Hinata. We'll stop them next time! response:	Right!
context: Jump!\Back! Go back!\It's out?!\Aoba Johsai Karasuno\We're switching sides. Let's go!\Ow!\So close, Hinata. We'll stop them next time!\Right! response:	Damn it, that was close! They totally got our timing.
context: Back! Go back!\It's out?!\Aoba Johsai Karasuno\We're switching sides. Let's go!\Ow!\So close, Hinata. We'll stop them next time!\Right!\Damn it, that was close! They totally got our timing. response:	Since 2 came in,
context: It's out?!\Aoba Johsai Karasuno\We're switching sides. Let's go!\Ow!\So close, Hinata. We'll stop them next time!\Right!\Damn it, that was close! They totally got our timing.\Since 2 came in, response:	even the shrimp, who was just moving purely on instinct,
context: Aoba Johsai Karasuno\We're switching sides. Let's go!\Ow!\So close, Hinata. We'll stop them next time!\Right!\Damn it, that was close! They totally got our timing.\Since 2 came in,\even the shrimp, who was just moving purely on instinct, response:	is now thinking before he moves.
context: We're switching sides. Let's go!\Ow!\So close, Hinata. We'll stop them next time!\Right!\Damn it, that was close! They totally got our timing.\Since 2 came in,\even the shrimp, who was just moving purely on instinct,\is now thinking before he moves. response:	Rule the Court Aoba Johsai High School Volleyball Club
context: Ow!\So close, Hinata. We'll stop them next time!\Right!\Damn it, that was close! They totally got our timing.\Since 2 came in,\even the shrimp, who was just moving purely on instinct,\is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club response:	Here.
context: So close, Hinata. We'll stop them next time!\Right!\Damn it, that was close! They totally got our timing.\Since 2 came in,\even the shrimp, who was just moving purely on instinct,\is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club\Here. response:	Here.
context: Right!\Damn it, that was close! They totally got our timing.\Since 2 came in,\even the shrimp, who was just moving purely on instinct,\is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club\Here.\Here. response:	We'll go as-is with our second set.
context: Damn it, that was close! They totally got our timing.\Since 2 came in,\even the shrimp, who was just moving purely on instinct,\is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club\Here.\Here.\We'll go as-is with our second set. response:	Right!
context: Since 2 came in,\even the shrimp, who was just moving purely on instinct,\is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club\Here.\Here.\We'll go as-is with our second set.\Right! response:	Since the most troublesome thing we're facing is Oikawa's serves,
context: even the shrimp, who was just moving purely on instinct,\is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club\Here.\Here.\We'll go as-is with our second set.\Right!\Since the most troublesome thing we're facing is Oikawa's serves, response:	we'll be changing up our defense to maximize efficiency with few players.
context: is now thinking before he moves.\Rule the Court Aoba Johsai High School Volleyball Club\Here.\Here.\We'll go as-is with our second set.\Right!\Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players. response:	Aoba Johsai
context: Rule the Court Aoba Johsai High School Volleyball Club\Here.\Here.\We'll go as-is with our second set.\Right!\Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai response:	So Karasuno's attacks...
context: Here.\Here.\We'll go as-is with our second set.\Right!\Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai\So Karasuno's attacks... response:	Since we were assuming that their only attack
context: Here.\We'll go as-is with our second set.\Right!\Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai\So Karasuno's attacks...\Since we were assuming that their only attack response:	was the quick with Kageyama and that 10,
context: We'll go as-is with our second set.\Right!\Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai\So Karasuno's attacks...\Since we were assuming that their only attack\was the quick with Kageyama and that 10, response:	it totally throws us off when they do normal attacks.
context: Right!\Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai\So Karasuno's attacks...\Since we were assuming that their only attack\was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks. response:	We end up looking toward 10 too much.
context: Since the most troublesome thing we're facing is Oikawa's serves,\we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai\So Karasuno's attacks...\Since we were assuming that their only attack\was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks.\We end up looking toward 10 too much. response:	Iwa-chan, if you think too hard when you don't have a brain,
context: we'll be changing up our defense to maximize efficiency with few players.\Aoba Johsai\So Karasuno's attacks...\Since we were assuming that their only attack\was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks.\We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain, response:	you're going to hurt your head.
context: Aoba Johsai\So Karasuno's attacks...\Since we were assuming that their only attack\was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks.\We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head. response:	It's true that even in our practice match, all eyes were on Kageyama.
context: So Karasuno's attacks...\Since we were assuming that their only attack\was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks.\We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama. response:	To think they had another special setter...
context: Since we were assuming that their only attack\was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks.\We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter... response:	Sugawara-san!
context: was the quick with Kageyama and that 10,\it totally throws us off when they do normal attacks.\We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter...\Sugawara-san! response:	Yeah?
context: it totally throws us off when they do normal attacks.\We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter...\Sugawara-san!\Yeah? response:	Kindachi's... Um, Radish's...
context: We end up looking toward 10 too much.\Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter...\Sugawara-san!\Yeah?\Kindachi's... Um, Radish's... response:	Could it be that 12's quick timing is a bit slow?
context: Iwa-chan, if you think too hard when you don't have a brain,\you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter...\Sugawara-san!\Yeah?\Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow? response:	I think it is!
context: you're going to hurt your head.\It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter...\Sugawara-san!\Yeah?\Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow?\I think it is! response:	He looks, and looks... and then hits the ball. Or something like that.
context: It's true that even in our practice match, all eyes were on Kageyama.\To think they had another special setter...\Sugawara-san!\Yeah?\Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow?\I think it is!\He looks, and looks... and then hits the ball. Or something like that. response:	Oh, also... I just realized this when I came into the game,
context: To think they had another special setter...\Sugawara-san!\Yeah?\Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow?\I think it is!\He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game, response:	Now that someone completely unknown, Sugawara, is controlling our game,
context: Sugawara-san!\Yeah?\Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow?\I think it is!\He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game, response:	but our opponent will definitely aim for any holes that we have,
context: Yeah?\Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow?\I think it is!\He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have, response:	our opponents are in a state of confusion.
context: Kindachi's... Um, Radish's...\Could it be that 12's quick timing is a bit slow?\I think it is!\He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion. response:	so we can use that to our advantage.
context: Could it be that 12's quick timing is a bit slow?\I think it is!\He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion.\so we can use that to our advantage. response:	It's the gap between him and Kageyama-kun, right?
context: I think it is!\He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion.\so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right? response:	Yeah. My original plan was to have him help
context: He looks, and looks... and then hits the ball. Or something like that.\Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion.\so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help response:	the other players regain their calm,
context: Oh, also... I just realized this when I came into the game,\Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion.\so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help\the other players regain their calm, response:	but to think it would also result in this.
context: Now that someone completely unknown, Sugawara, is controlling our game,\but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion.\so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help\the other players regain their calm,\but to think it would also result in this. response:	We'll definitely be able to use this in other matches, too.
context: but our opponent will definitely aim for any holes that we have,\our opponents are in a state of confusion.\so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help\the other players regain their calm,\but to think it would also result in this.\We'll definitely be able to use this in other matches, too. response:	Kageyama.
context: our opponents are in a state of confusion.\so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help\the other players regain their calm,\but to think it would also result in this.\We'll definitely be able to use this in other matches, too.\Kageyama. response:	Yes?
context: so we can use that to our advantage.\It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help\the other players regain their calm,\but to think it would also result in this.\We'll definitely be able to use this in other matches, too.\Kageyama.\Yes? response:	We... how do I say this, seem to be in competition over the same position...
context: It's the gap between him and Kageyama-kun, right?\Yeah. My original plan was to have him help\the other players regain their calm,\but to think it would also result in this.\We'll definitely be able to use this in other matches, too.\Kageyama.\Yes?\We... how do I say this, seem to be in competition over the same position... response:	I want to be in a lot of matches, too!
context: Yeah. My original plan was to have him help\the other players regain their calm,\but to think it would also result in this.\We'll definitely be able to use this in other matches, too.\Kageyama.\Yes?\We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too! response:	I-I do, too, but...
context: the other players regain their calm,\but to think it would also result in this.\We'll definitely be able to use this in other matches, too.\Kageyama.\Yes?\We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too!\I-I do, too, but... response:	But now that I'm on the court,
context: but to think it would also result in this.\We'll definitely be able to use this in other matches, too.\Kageyama.\Yes?\We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too!\I-I do, too, but...\But now that I'm on the court, response:	the enemies are giants,
context: We'll definitely be able to use this in other matches, too.\Kageyama.\Yes?\We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too!\I-I do, too, but...\But now that I'm on the court,\the enemies are giants, response:	and their spikes are directed right at me.
context: Kageyama.\Yes?\We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too!\I-I do, too, but...\But now that I'm on the court,\the enemies are giants,\and their spikes are directed right at me. response:	Honestly, it scares me.
context: Yes?\We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too!\I-I do, too, but...\But now that I'm on the court,\the enemies are giants,\and their spikes are directed right at me.\Honestly, it scares me. response:	Before, I would have let it affect me,
context: We... how do I say this, seem to be in competition over the same position...\I want to be in a lot of matches, too!\I-I do, too, but...\But now that I'm on the court,\the enemies are giants,\and their spikes are directed right at me.\Honestly, it scares me.\Before, I would have let it affect me, response:	but now you've got my back.
context: I want to be in a lot of matches, too!\I-I do, too, but...\But now that I'm on the court,\the enemies are giants,\and their spikes are directed right at me.\Honestly, it scares me.\Before, I would have let it affect me,\but now you've got my back. response:	I feel really confident.
context: I-I do, too, but...\But now that I'm on the court,\the enemies are giants,\and their spikes are directed right at me.\Honestly, it scares me.\Before, I would have let it affect me,\but now you've got my back.\I feel really confident. response:	The points we get when I'm on the court,
context: But now that I'm on the court,\the enemies are giants,\and their spikes are directed right at me.\Honestly, it scares me.\Before, I would have let it affect me,\but now you've got my back.\I feel really confident.\The points we get when I'm on the court, response:	and the points we get when you're on the court...
context: the enemies are giants,\and their spikes are directed right at me.\Honestly, it scares me.\Before, I would have let it affect me,\but now you've got my back.\I feel really confident.\The points we get when I'm on the court,\and the points we get when you're on the court... response:	All together, they're points for Karasuno.
context: and their spikes are directed right at me.\Honestly, it scares me.\Before, I would have let it affect me,\but now you've got my back.\I feel really confident.\The points we get when I'm on the court,\and the points we get when you're on the court...\All together, they're points for Karasuno. response:	I'll fight my best, and you'll fight your best...
context: Honestly, it scares me.\Before, I would have let it affect me,\but now you've got my back.\I feel really confident.\The points we get when I'm on the court,\and the points we get when you're on the court...\All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best... response:	That's how we're going to defeat Seijoh!
context: Before, I would have let it affect me,\but now you've got my back.\I feel really confident.\The points we get when I'm on the court,\and the points we get when you're on the court...\All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh! response:	Right!
context: but now you've got my back.\I feel really confident.\The points we get when I'm on the court,\and the points we get when you're on the court...\All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh!\Right! response:	Kageyama-kun, are you feeling a bit depressed?
context: I feel really confident.\The points we get when I'm on the court,\and the points we get when you're on the court...\All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh!\Right!\Kageyama-kun, are you feeling a bit depressed? response:	No, I'm not!
context: The points we get when I'm on the court,\and the points we get when you're on the court...\All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh!\Right!\Kageyama-kun, are you feeling a bit depressed?\No, I'm not! response:	What the heck?!
context: and the points we get when you're on the court...\All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh!\Right!\Kageyama-kun, are you feeling a bit depressed?\No, I'm not!\What the heck?! response:	I was just feeling sorry for you since you were pulled out!
context: All together, they're points for Karasuno.\I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh!\Right!\Kageyama-kun, are you feeling a bit depressed?\No, I'm not!\What the heck?!\I was just feeling sorry for you since you were pulled out! response:	Just worry about yourself!
context: I'll fight my best, and you'll fight your best...\That's how we're going to defeat Seijoh!\Right!\Kageyama-kun, are you feeling a bit depressed?\No, I'm not!\What the heck?!\I was just feeling sorry for you since you were pulled out!\Just worry about yourself! response:	What was up with that sucky direct attack?
context: That's how we're going to defeat Seijoh!\Right!\Kageyama-kun, are you feeling a bit depressed?\No, I'm not!\What the heck?!\I was just feeling sorry for you since you were pulled out!\Just worry about yourself!\What was up with that sucky direct attack? response:	Sh-Shut up! That was my first time!
context: Right!\Kageyama-kun, are you feeling a bit depressed?\No, I'm not!\What the heck?!\I was just feeling sorry for you since you were pulled out!\Just worry about yourself!\What was up with that sucky direct attack?\Sh-Shut up! That was my first time! response:	As soon as I'm back in,
context: Kageyama-kun, are you feeling a bit depressed?\No, I'm not!\What the heck?!\I was just feeling sorry for you since you were pulled out!\Just worry about yourself!\What was up with that sucky direct attack?\Sh-Shut up! That was my first time!\As soon as I'm back in, response:	I'll have you hitting one after another, so you'd better be prepared!
context: No, I'm not!\What the heck?!\I was just feeling sorry for you since you were pulled out!\Just worry about yourself!\What was up with that sucky direct attack?\Sh-Shut up! That was my first time!\As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared! response:	Karasuno Aoba Johsai
context: What the heck?!\I was just feeling sorry for you since you were pulled out!\Just worry about yourself!\What was up with that sucky direct attack?\Sh-Shut up! That was my first time!\As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai response:	Let's go!
context: I was just feeling sorry for you since you were pulled out!\Just worry about yourself!\What was up with that sucky direct attack?\Sh-Shut up! That was my first time!\As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai\Let's go! response:	Yeah!
context: Just worry about yourself!\What was up with that sucky direct attack?\Sh-Shut up! That was my first time!\As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai\Let's go!\Yeah! response:	Suga!
context: What was up with that sucky direct attack?\Sh-Shut up! That was my first time!\As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai\Let's go!\Yeah!\Suga! response:	Don't you go into overthinking mode, too!
context: Sh-Shut up! That was my first time!\As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai\Let's go!\Yeah!\Suga!\Don't you go into overthinking mode, too! response:	R-Right...
context: As soon as I'm back in,\I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai\Let's go!\Yeah!\Suga!\Don't you go into overthinking mode, too!\R-Right... response:	We're gonna take it back in the second set.
context: I'll have you hitting one after another, so you'd better be prepared!\Karasuno Aoba Johsai\Let's go!\Yeah!\Suga!\Don't you go into overthinking mode, too!\R-Right...\We're gonna take it back in the second set. response:	And to do that...
