context: cukorfalat mameshiba response:	-OP-
context: While the high school classes begin next week, your cram school starts today.\You're prepared, right?\Of course!\But let me warn you.\It is a secret that you are Satan's offspring.\Even if we can cover up your teeth, ears and tail,\there's no explanation for your flames.\Please control yourself. response:	Yeah, I'll do my best.
context: You're prepared, right?\Of course!\But let me warn you.\It is a secret that you are Satan's offspring.\Even if we can cover up your teeth, ears and tail,\there's no explanation for your flames.\Please control yourself.\Yeah, I'll do my best. response:	Great.
context: Of course!\But let me warn you.\It is a secret that you are Satan's offspring.\Even if we can cover up your teeth, ears and tail,\there's no explanation for your flames.\Please control yourself.\Yeah, I'll do my best.\Great. response:	Then, shall we get going?
context: But let me warn you.\It is a secret that you are Satan's offspring.\Even if we can cover up your teeth, ears and tail,\there's no explanation for your flames.\Please control yourself.\Yeah, I'll do my best.\Great.\Then, shall we get going? response:	Wait...
context: It is a secret that you are Satan's offspring.\Even if we can cover up your teeth, ears and tail,\there's no explanation for your flames.\Please control yourself.\Yeah, I'll do my best.\Great.\Then, shall we get going?\Wait... response:	Now try opening this door with your key.
context: Even if we can cover up your teeth, ears and tail,\there's no explanation for your flames.\Please control yourself.\Yeah, I'll do my best.\Great.\Then, shall we get going?\Wait...\Now try opening this door with your key. response:	Sure.
context: there's no explanation for your flames.\Please control yourself.\Yeah, I'll do my best.\Great.\Then, shall we get going?\Wait...\Now try opening this door with your key.\Sure. response:	Ouch!
context: Please control yourself.\Yeah, I'll do my best.\Great.\Then, shall we get going?\Wait...\Now try opening this door with your key.\Sure.\Ouch! response:	Amazing!
context: Yeah, I'll do my best.\Great.\Then, shall we get going?\Wait...\Now try opening this door with your key.\Sure.\Ouch!\Amazing! response:	The first-year classes are held in classroom 1106. Let's go.
context: Great.\Then, shall we get going?\Wait...\Now try opening this door with your key.\Sure.\Ouch!\Amazing!\The first-year classes are held in classroom 1106. Let's go. response:	Sure.
context: Then, shall we get going?\Wait...\Now try opening this door with your key.\Sure.\Ouch!\Amazing!\The first-year classes are held in classroom 1106. Let's go.\Sure. response:	This way.
context: Wait...\Now try opening this door with your key.\Sure.\Ouch!\Amazing!\The first-year classes are held in classroom 1106. Let's go.\Sure.\This way. response:	Just for today I'll stick around, too.
context: Now try opening this door with your key.\Sure.\Ouch!\Amazing!\The first-year classes are held in classroom 1106. Let's go.\Sure.\This way.\Just for today I'll stick around, too. response:	Damn, this is making me nervous.
context: Sure.\Ouch!\Amazing!\The first-year classes are held in classroom 1106. Let's go.\Sure.\This way.\Just for today I'll stick around, too.\Damn, this is making me nervous. response:	Ein... Zwei... Drei...
context: Ouch!\Amazing!\The first-year classes are held in classroom 1106. Let's go.\Sure.\This way.\Just for today I'll stick around, too.\Damn, this is making me nervous.\Ein... Zwei... Drei... response:	Let's go.
context: Amazing!\The first-year classes are held in classroom 1106. Let's go.\Sure.\This way.\Just for today I'll stick around, too.\Damn, this is making me nervous.\Ein... Zwei... Drei...\Let's go. response:	You can still talk?!
context: The first-year classes are held in classroom 1106. Let's go.\Sure.\This way.\Just for today I'll stick around, too.\Damn, this is making me nervous.\Ein... Zwei... Drei...\Let's go.\You can still talk?! response:	Didn't you want to become an Exorcist?
context: Sure.\This way.\Just for today I'll stick around, too.\Damn, this is making me nervous.\Ein... Zwei... Drei...\Let's go.\You can still talk?!\Didn't you want to become an Exorcist? response:	Isn't that the reason why you're here?
context: This way.\Just for today I'll stick around, too.\Damn, this is making me nervous.\Ein... Zwei... Drei...\Let's go.\You can still talk?!\Didn't you want to become an Exorcist?\Isn't that the reason why you're here? response:	It's so dirty...
context: Just for today I'll stick around, too.\Damn, this is making me nervous.\Ein... Zwei... Drei...\Let's go.\You can still talk?!\Didn't you want to become an Exorcist?\Isn't that the reason why you're here?\It's so dirty... response:	I'm Rin Okumura. Nice to meet you.
context: Damn, this is making me nervous.\Ein... Zwei... Drei...\Let's go.\You can still talk?!\Didn't you want to become an Exorcist?\Isn't that the reason why you're here?\It's so dirty...\I'm Rin Okumura. Nice to meet you. response:	Who the hell are these guys?
context: Ein... Zwei... Drei...\Let's go.\You can still talk?!\Didn't you want to become an Exorcist?\Isn't that the reason why you're here?\It's so dirty...\I'm Rin Okumura. Nice to meet you.\Who the hell are these guys? response:	They are going through Exorcist training just like you.
context: Let's go.\You can still talk?!\Didn't you want to become an Exorcist?\Isn't that the reason why you're here?\It's so dirty...\I'm Rin Okumura. Nice to meet you.\Who the hell are these guys?\They are going through Exorcist training just like you. response:	Some of them are yet to receive a Spirit Wound,
context: You can still talk?!\Didn't you want to become an Exorcist?\Isn't that the reason why you're here?\It's so dirty...\I'm Rin Okumura. Nice to meet you.\Who the hell are these guys?\They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound, response:	and some already have it.
context: Didn't you want to become an Exorcist?\Isn't that the reason why you're here?\It's so dirty...\I'm Rin Okumura. Nice to meet you.\Who the hell are these guys?\They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound,\and some already have it. response:	Spirit Wound?
context: Isn't that the reason why you're here?\It's so dirty...\I'm Rin Okumura. Nice to meet you.\Who the hell are these guys?\They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound,\and some already have it.\Spirit Wound? response:	Wounds or illness inflicted by a demon.
context: It's so dirty...\I'm Rin Okumura. Nice to meet you.\Who the hell are these guys?\They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound,\and some already have it.\Spirit Wound?\Wounds or illness inflicted by a demon. response:	You become able to see demons when you get a Spirit Wound.
context: I'm Rin Okumura. Nice to meet you.\Who the hell are these guys?\They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound,\and some already have it.\Spirit Wound?\Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound. response:	It is necessary to go through it to become an Exorcist.
context: Who the hell are these guys?\They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound,\and some already have it.\Spirit Wound?\Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist. response:	Well, you don't need it since you're a demon yourself.
context: They are going through Exorcist training just like you.\Some of them are yet to receive a Spirit Wound,\and some already have it.\Spirit Wound?\Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself. response:	Your teacher has arrived.
context: Some of them are yet to receive a Spirit Wound,\and some already have it.\Spirit Wound?\Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself.\Your teacher has arrived. response:	Good afternoon. I'm your teacher, Yukio Okumura.
context: and some already have it.\Spirit Wound?\Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself.\Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura. response:	Huh?! Yukio?!
context: Spirit Wound?\Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself.\Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?! response:	Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.
context: Wounds or illness inflicted by a demon.\You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself.\Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here. response:	I will be teaching you Anti-Demon Pharmacology starting today.
context: You become able to see demons when you get a Spirit Wound.\It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself.\Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today. response:	Nice to meet you!
context: It is necessary to go through it to become an Exorcist.\Well, you don't need it since you're a demon yourself.\Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you! response:	Hello!
context: Well, you don't need it since you're a demon yourself.\Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you!\Hello! response:	Huh?! Yukio?!
context: Your teacher has arrived.\Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you!\Hello!\Huh?! Yukio?! response:	What's wrong?
context: Good afternoon. I'm your teacher, Yukio Okumura.\Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you!\Hello!\Huh?! Yukio?!\What's wrong? response:	Don't you what's wrong me!
context: Huh?! Yukio?!\Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you!\Hello!\Huh?! Yukio?!\What's wrong?\Don't you what's wrong me! response:	What's wrong with you?!
context: Nice to meet you. I'm Yukio Okumura and I'm a new teacher here.\I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you!\Hello!\Huh?! Yukio?!\What's wrong?\Don't you what's wrong me!\What's wrong with you?! response:	Although I'm the same age as all of you,
context: I will be teaching you Anti-Demon Pharmacology starting today.\Nice to meet you!\Hello!\Huh?! Yukio?!\What's wrong?\Don't you what's wrong me!\What's wrong with you?!\Although I'm the same age as all of you, response:	I've been studying Exorcism from the age of seven.
context: Nice to meet you!\Hello!\Huh?! Yukio?!\What's wrong?\Don't you what's wrong me!\What's wrong with you?!\Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven. response:	I finished my studies two years ago.
context: Hello!\Huh?! Yukio?!\What's wrong?\Don't you what's wrong me!\What's wrong with you?!\Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven.\I finished my studies two years ago. response:	So please address me accordingly while in class.
context: Huh?! Yukio?!\What's wrong?\Don't you what's wrong me!\What's wrong with you?!\Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven.\I finished my studies two years ago.\So please address me accordingly while in class. response:	From the age of seven? You're kidding me...
context: What's wrong?\Don't you what's wrong me!\What's wrong with you?!\Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven.\I finished my studies two years ago.\So please address me accordingly while in class.\From the age of seven? You're kidding me... response:	He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.
context: Don't you what's wrong me!\What's wrong with you?!\Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven.\I finished my studies two years ago.\So please address me accordingly while in class.\From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate. response:	Is there anyone among you who has yet to received a Spirit Wound?
context: What's wrong with you?!\Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven.\I finished my studies two years ago.\So please address me accordingly while in class.\From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound? response:	Three... Then let's start the first class with the ceremony of the Spirit Wound.
context: Although I'm the same age as all of you,\I've been studying Exorcism from the age of seven.\I finished my studies two years ago.\So please address me accordingly while in class.\From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound. response:	Ceremony of the Spirit Wound?
context: I've been studying Exorcism from the age of seven.\I finished my studies two years ago.\So please address me accordingly while in class.\From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound? response:	He will summon a demon and make it give a Spirit Wound to those who don't have it yet.
context: I finished my studies two years ago.\So please address me accordingly while in class.\From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet. response:	Actually this classroom is usually vacant so it has become the nest of goblins.
context: So please address me accordingly while in class.\From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins. response:	Are we going to be all right?
context: From the age of seven? You're kidding me...\He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right? response:	Don't worry. They are low class demons without any power in particular.
context: He's a genius in Anti-Demon Pharmacology, the youngest person ever to get the Exorcist certificate.\Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right?\Don't worry. They are low class demons without any power in particular. response:	What's going on here, Yukio?
context: Is there anyone among you who has yet to received a Spirit Wound?\Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right?\Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio? response:	You...
context: Three... Then let's start the first class with the ceremony of the Spirit Wound.\Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right?\Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio?\You... response:	Hey Yukio!
context: Ceremony of the Spirit Wound?\He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right?\Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio?\You...\Hey Yukio! response:	You are in class.
context: He will summon a demon and make it give a Spirit Wound to those who don't have it yet.\Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right?\Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio?\You...\Hey Yukio!\You are in class. response:	Sit down.
context: Actually this classroom is usually vacant so it has become the nest of goblins.\Are we going to be all right?\Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio?\You...\Hey Yukio!\You are in class.\Sit down. response:	Could it be that he knew... about Father... and about me?
context: Are we going to be all right?\Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio?\You...\Hey Yukio!\You are in class.\Sit down.\Could it be that he knew... about Father... and about me? response:	As I said earlier, goblins are low-class demons -
context: Don't worry. They are low class demons without any power in particular.\What's going on here, Yukio?\You...\Hey Yukio!\You are in class.\Sit down.\Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons - response:	demons are still demons.
context: What's going on here, Yukio?\You...\Hey Yukio!\You are in class.\Sit down.\Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons -\demons are still demons. response:	Hey Yukio, explain it!
context: You...\Hey Yukio!\You are in class.\Sit down.\Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons -\demons are still demons.\Hey Yukio, explain it! response:	If they smell rotten animal blood they get excited and go wild.
context: Hey Yukio!\You are in class.\Sit down.\Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons -\demons are still demons.\Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild. response:	Wait a sec, Yukio! Explain this to me! Yukio!
context: You are in class.\Sit down.\Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons -\demons are still demons.\Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio! response:	What do you mean?
context: Sit down.\Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons -\demons are still demons.\Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean? response:	Are you screwing with me?
context: Could it be that he knew... about Father... and about me?\As I said earlier, goblins are low-class demons -\demons are still demons.\Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean?\Are you screwing with me? response:	Guess this can't be avoided.
context: As I said earlier, goblins are low-class demons -\demons are still demons.\Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean?\Are you screwing with me?\Guess this can't be avoided. response:	I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.
context: demons are still demons.\Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean?\Are you screwing with me?\Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura. response:	Annoying brat!
context: Hey Yukio, explain it!\If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean?\Are you screwing with me?\Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat! response:	What's going on?
context: If they smell rotten animal blood they get excited and go wild.\Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean?\Are you screwing with me?\Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat!\What's going on? response:	So? What did you want to ask about?
context: Wait a sec, Yukio! Explain this to me! Yukio!\What do you mean?\Are you screwing with me?\Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat!\What's going on?\So? What did you want to ask about? response:	Don't play dumb with me!
context: What do you mean?\Are you screwing with me?\Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat!\What's going on?\So? What did you want to ask about?\Don't play dumb with me! response:	What's going on here?! You never told me about this!
context: Are you screwing with me?\Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat!\What's going on?\So? What did you want to ask about?\Don't play dumb with me!\What's going on here?! You never told me about this! response:	I guess you should just explain.
context: Guess this can't be avoided.\I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat!\What's going on?\So? What did you want to ask about?\Don't play dumb with me!\What's going on here?! You never told me about this!\I guess you should just explain. response:	As I said earlier, I became an Exorcist two years ago.
context: I'm sorry but please wait outside the classroom while I have a little chat with Mr Okumura.\Annoying brat!\What's going on?\So? What did you want to ask about?\Don't play dumb with me!\What's going on here?! You never told me about this!\I guess you should just explain.\As I said earlier, I became an Exorcist two years ago. response:	I was training from the age of seven,
context: Annoying brat!\What's going on?\So? What did you want to ask about?\Don't play dumb with me!\What's going on here?! You never told me about this!\I guess you should just explain.\As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven, response:	under the guidance of Father, of course.
context: What's going on?\So? What did you want to ask about?\Don't play dumb with me!\What's going on here?! You never told me about this!\I guess you should just explain.\As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven,\under the guidance of Father, of course. response:	The geezer?!
context: So? What did you want to ask about?\Don't play dumb with me!\What's going on here?! You never told me about this!\I guess you should just explain.\As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven,\under the guidance of Father, of course.\The geezer?! response:	Then you knew everything about his work?
context: Don't play dumb with me!\What's going on here?! You never told me about this!\I guess you should just explain.\As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven,\under the guidance of Father, of course.\The geezer?!\Then you knew everything about his work? response:	Yeah.
context: What's going on here?! You never told me about this!\I guess you should just explain.\As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven,\under the guidance of Father, of course.\The geezer?!\Then you knew everything about his work?\Yeah. response:	You were the only one who didn't know.
context: I guess you should just explain.\As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven,\under the guidance of Father, of course.\The geezer?!\Then you knew everything about his work?\Yeah.\You were the only one who didn't know. response:	Since I received a Spirit Wound from my demon brother when we were born...
context: As I said earlier, I became an Exorcist two years ago.\I was training from the age of seven,\under the guidance of Father, of course.\The geezer?!\Then you knew everything about his work?\Yeah.\You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born... response:	I've been able to see demons for as long as I can remember.
context: I was training from the age of seven,\under the guidance of Father, of course.\The geezer?!\Then you knew everything about his work?\Yeah.\You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember. response:	That's... but why?
context: under the guidance of Father, of course.\The geezer?!\Then you knew everything about his work?\Yeah.\You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember.\That's... but why? response:	Why didn't you tell me anything until today?
context: The geezer?!\Then you knew everything about his work?\Yeah.\You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember.\That's... but why?\Why didn't you tell me anything until today? response:	I asked you why?!
context: Then you knew everything about his work?\Yeah.\You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember.\That's... but why?\Why didn't you tell me anything until today?\I asked you why?! response:	Let go of me.
context: Yeah.\You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember.\That's... but why?\Why didn't you tell me anything until today?\I asked you why?!\Let go of me. response:	Yukio!
context: You were the only one who didn't know.\Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember.\That's... but why?\Why didn't you tell me anything until today?\I asked you why?!\Let go of me.\Yukio! response:	That stinks!
context: Since I received a Spirit Wound from my demon brother when we were born...\I've been able to see demons for as long as I can remember.\That's... but why?\Why didn't you tell me anything until today?\I asked you why?!\Let go of me.\Yukio!\That stinks! response:	Yukio?
context: I've been able to see demons for as long as I can remember.\That's... but why?\Why didn't you tell me anything until today?\I asked you why?!\Let go of me.\Yukio!\That stinks!\Yukio? response:	Hobgoblins.
context: That's... but why?\Why didn't you tell me anything until today?\I asked you why?!\Let go of me.\Yukio!\That stinks!\Yukio?\Hobgoblins. response:	There are many of them so they go even wilder.
context: Why didn't you tell me anything until today?\I asked you why?!\Let go of me.\Yukio!\That stinks!\Yukio?\Hobgoblins.\There are many of them so they go even wilder. response:	I'll get rid of them, so you...
context: I asked you why?!\Let go of me.\Yukio!\That stinks!\Yukio?\Hobgoblins.\There are many of them so they go even wilder.\I'll get rid of them, so you... response:	We're not done talking yet!
context: Let go of me.\Yukio!\That stinks!\Yukio?\Hobgoblins.\There are many of them so they go even wilder.\I'll get rid of them, so you...\We're not done talking yet! response:	Anyway, what did you think about me until now?
context: Yukio!\That stinks!\Yukio?\Hobgoblins.\There are many of them so they go even wilder.\I'll get rid of them, so you...\We're not done talking yet!\Anyway, what did you think about me until now? response:	What did I think about you?
context: That stinks!\Yukio?\Hobgoblins.\There are many of them so they go even wilder.\I'll get rid of them, so you...\We're not done talking yet!\Anyway, what did you think about me until now?\What did I think about you? response:	It's obvious.
context: Yukio?\Hobgoblins.\There are many of them so they go even wilder.\I'll get rid of them, so you...\We're not done talking yet!\Anyway, what did you think about me until now?\What did I think about you?\It's obvious. response:	You are a demon, and as such you pose a great danger.
context: Hobgoblins.\There are many of them so they go even wilder.\I'll get rid of them, so you...\We're not done talking yet!\Anyway, what did you think about me until now?\What did I think about you?\It's obvious.\You are a demon, and as such you pose a great danger. response:	That hasn't changed.
context: There are many of them so they go even wilder.\I'll get rid of them, so you...\We're not done talking yet!\Anyway, what did you think about me until now?\What did I think about you?\It's obvious.\You are a demon, and as such you pose a great danger.\That hasn't changed. response:	You're such an idiot.
context: I'll get rid of them, so you...\We're not done talking yet!\Anyway, what did you think about me until now?\What did I think about you?\It's obvious.\You are a demon, and as such you pose a great danger.\That hasn't changed.\You're such an idiot. response:	Why did you say you wanted to become an Exorcist?
context: We're not done talking yet!\Anyway, what did you think about me until now?\What did I think about you?\It's obvious.\You are a demon, and as such you pose a great danger.\That hasn't changed.\You're such an idiot.\Why did you say you wanted to become an Exorcist? response:	Revenge? Or...
context: Anyway, what did you think about me until now?\What did I think about you?\It's obvious.\You are a demon, and as such you pose a great danger.\That hasn't changed.\You're such an idiot.\Why did you say you wanted to become an Exorcist?\Revenge? Or... response:	Or is this how you want to repent for what you did to Father?
context: What did I think about you?\It's obvious.\You are a demon, and as such you pose a great danger.\That hasn't changed.\You're such an idiot.\Why did you say you wanted to become an Exorcist?\Revenge? Or...\Or is this how you want to repent for what you did to Father? response:	If that's how you really think...
context: It's obvious.\You are a demon, and as such you pose a great danger.\That hasn't changed.\You're such an idiot.\Why did you say you wanted to become an Exorcist?\Revenge? Or...\Or is this how you want to repent for what you did to Father?\If that's how you really think... response:	You should quietly hand yourself over to the Order,
context: You are a demon, and as such you pose a great danger.\That hasn't changed.\You're such an idiot.\Why did you say you wanted to become an Exorcist?\Revenge? Or...\Or is this how you want to repent for what you did to Father?\If that's how you really think...\You should quietly hand yourself over to the Order, response:	or just die.
context: That hasn't changed.\You're such an idiot.\Why did you say you wanted to become an Exorcist?\Revenge? Or...\Or is this how you want to repent for what you did to Father?\If that's how you really think...\You should quietly hand yourself over to the Order,\or just die. response:	Are you saying it's my fault that he died?
context: You're such an idiot.\Why did you say you wanted to become an Exorcist?\Revenge? Or...\Or is this how you want to repent for what you did to Father?\If that's how you really think...\You should quietly hand yourself over to the Order,\or just die.\Are you saying it's my fault that he died? response:	Isn't it so?
context: Why did you say you wanted to become an Exorcist?\Revenge? Or...\Or is this how you want to repent for what you did to Father?\If that's how you really think...\You should quietly hand yourself over to the Order,\or just die.\Are you saying it's my fault that he died?\Isn't it so? response:	He was protecting you all this time.
context: Revenge? Or...\Or is this how you want to repent for what you did to Father?\If that's how you really think...\You should quietly hand yourself over to the Order,\or just die.\Are you saying it's my fault that he died?\Isn't it so?\He was protecting you all this time. response:	And I was watching the whole time.
context: Or is this how you want to repent for what you did to Father?\If that's how you really think...\You should quietly hand yourself over to the Order,\or just die.\Are you saying it's my fault that he died?\Isn't it so?\He was protecting you all this time.\And I was watching the whole time. response:	Since Father's body was the only one able to host Satan, he was constantly targeted!
context: If that's how you really think...\You should quietly hand yourself over to the Order,\or just die.\Are you saying it's my fault that he died?\Isn't it so?\He was protecting you all this time.\And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted! response:	He kept Satan at bay with pure willpower!
context: You should quietly hand yourself over to the Order,\or just die.\Are you saying it's my fault that he died?\Isn't it so?\He was protecting you all this time.\And I was watching the whole time.\Since Father's body was the only one able to host Satan, he was constantly targeted!\He kept Satan at bay with pure willpower! response:	He was the strongest Exorcist!
