context: It's so pretty. response:	I know.
context: Okay.\Ichika...\Ichika-chan...\An actress?\A quintuplet?!\Seriously?\Seriously?\O-Oh right, we have to get to work. response:	Let's go, Ichika-chan.
context: Ichika...\Ichika-chan...\An actress?\A quintuplet?!\Seriously?\Seriously?\O-Oh right, we have to get to work.\Let's go, Ichika-chan. response:	Hold up.
context: Ichika-chan...\An actress?\A quintuplet?!\Seriously?\Seriously?\O-Oh right, we have to get to work.\Let's go, Ichika-chan.\Hold up. response:	I'm really sorry I got the wrong person.
context: An actress?\A quintuplet?!\Seriously?\Seriously?\O-Oh right, we have to get to work.\Let's go, Ichika-chan.\Hold up.\I'm really sorry I got the wrong person. response:	But Ichika-chan has a really important audition now.
context: A quintuplet?!\Seriously?\Seriously?\O-Oh right, we have to get to work.\Let's go, Ichika-chan.\Hold up.\I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now. response:	What?
context: Seriously?\Seriously?\O-Oh right, we have to get to work.\Let's go, Ichika-chan.\Hold up.\I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now.\What? response:	Ichika, are you really ditching the fireworks?
context: Seriously?\O-Oh right, we have to get to work.\Let's go, Ichika-chan.\Hold up.\I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now.\What?\Ichika, are you really ditching the fireworks? response:	Tell the others I'm sorry.
context: O-Oh right, we have to get to work.\Let's go, Ichika-chan.\Hold up.\I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now.\What?\Ichika, are you really ditching the fireworks?\Tell the others I'm sorry. response:	Let's hurry.
context: Let's go, Ichika-chan.\Hold up.\I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now.\What?\Ichika, are you really ditching the fireworks?\Tell the others I'm sorry.\Let's hurry. response:	Ichika!
context: Hold up.\I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now.\What?\Ichika, are you really ditching the fireworks?\Tell the others I'm sorry.\Let's hurry.\Ichika! response:	Futaro, go with Ichika.
context: I'm really sorry I got the wrong person.\But Ichika-chan has a really important audition now.\What?\Ichika, are you really ditching the fireworks?\Tell the others I'm sorry.\Let's hurry.\Ichika!\Futaro, go with Ichika. response:	Miku...
context: But Ichika-chan has a really important audition now.\What?\Ichika, are you really ditching the fireworks?\Tell the others I'm sorry.\Let's hurry.\Ichika!\Futaro, go with Ichika.\Miku... response:	But I can't leave you by yourself here.
context: What?\Ichika, are you really ditching the fireworks?\Tell the others I'm sorry.\Let's hurry.\Ichika!\Futaro, go with Ichika.\Miku...\But I can't leave you by yourself here. response:	I'll be fine now.
context: Ichika, are you really ditching the fireworks?\Tell the others I'm sorry.\Let's hurry.\Ichika!\Futaro, go with Ichika.\Miku...\But I can't leave you by yourself here.\I'll be fine now. response:	Now what?
context: Tell the others I'm sorry.\Let's hurry.\Ichika!\Futaro, go with Ichika.\Miku...\But I can't leave you by yourself here.\I'll be fine now.\Now what? response:	It looks like you're in a pinch.
context: Let's hurry.\Ichika!\Futaro, go with Ichika.\Miku...\But I can't leave you by yourself here.\I'll be fine now.\Now what?\It looks like you're in a pinch. response:	Sure does.
context: Ichika!\Futaro, go with Ichika.\Miku...\But I can't leave you by yourself here.\I'll be fine now.\Now what?\It looks like you're in a pinch.\Sure does. response:	Y-You!
context: Futaro, go with Ichika.\Miku...\But I can't leave you by yourself here.\I'll be fine now.\Now what?\It looks like you're in a pinch.\Sure does.\Y-You! response:	Ichika!
context: Miku...\But I can't leave you by yourself here.\I'll be fine now.\Now what?\It looks like you're in a pinch.\Sure does.\Y-You!\Ichika! response:	Futaro-kun.
context: But I can't leave you by yourself here.\I'll be fine now.\Now what?\It looks like you're in a pinch.\Sure does.\Y-You!\Ichika!\Futaro-kun. response:	Where'd the mustache guy go?
context: I'll be fine now.\Now what?\It looks like you're in a pinch.\Sure does.\Y-You!\Ichika!\Futaro-kun.\Where'd the mustache guy go? response:	He went to get the car.
context: Now what?\It looks like you're in a pinch.\Sure does.\Y-You!\Ichika!\Futaro-kun.\Where'd the mustache guy go?\He went to get the car. response:	You really don't plan to go back?
context: It looks like you're in a pinch.\Sure does.\Y-You!\Ichika!\Futaro-kun.\Where'd the mustache guy go?\He went to get the car.\You really don't plan to go back? response:	I'll ask you again, Futaro-kun.
context: Sure does.\Y-You!\Ichika!\Futaro-kun.\Where'd the mustache guy go?\He went to get the car.\You really don't plan to go back?\I'll ask you again, Futaro-kun. response:	Why are you going out of your way for us when you're just a tutor?
context: Y-You!\Ichika!\Futaro-kun.\Where'd the mustache guy go?\He went to get the car.\You really don't plan to go back?\I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor? response:	Because we're partners in a cooperative relationship.
context: Ichika!\Futaro-kun.\Where'd the mustache guy go?\He went to get the car.\You really don't plan to go back?\I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship. response:	A script?
context: Futaro-kun.\Where'd the mustache guy go?\He went to get the car.\You really don't plan to go back?\I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship.\A script? response:	I was recruited by my current boss six months ago.
context: Where'd the mustache guy go?\He went to get the car.\You really don't plan to go back?\I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship.\A script?\I was recruited by my current boss six months ago. response:	Ever since, I've been playing minor roles every now and then.
context: He went to get the car.\You really don't plan to go back?\I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship.\A script?\I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then. response:	I just got news that there's an audition for a major role in a pretty big movie.
context: You really don't plan to go back?\I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship.\A script?\I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie. response:	I might finally be making my official debut.
context: I'll ask you again, Futaro-kun.\Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship.\A script?\I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut. response:	Is that what you want to do?
context: Why are you going out of your way for us when you're just a tutor?\Because we're partners in a cooperative relationship.\A script?\I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut.\Is that what you want to do? response:	Yeah.
context: Because we're partners in a cooperative relationship.\A script?\I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut.\Is that what you want to do?\Yeah. response:	Hey, since you're here, why don't you be my practice partner?
context: A script?\I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut.\Is that what you want to do?\Yeah.\Hey, since you're here, why don't you be my practice partner? response:	You're playing the male character.
context: I was recruited by my current boss six months ago.\Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut.\Is that what you want to do?\Yeah.\Hey, since you're here, why don't you be my practice partner?\You're playing the male character. response:	Why me?
context: Ever since, I've been playing minor roles every now and then.\I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut.\Is that what you want to do?\Yeah.\Hey, since you're here, why don't you be my practice partner?\You're playing the male character.\Why me? response:	We're in a cooperative relationship, remember?
context: I just got news that there's an audition for a major role in a pretty big movie.\I might finally be making my official debut.\Is that what you want to do?\Yeah.\Hey, since you're here, why don't you be my practice partner?\You're playing the male character.\Why me?\We're in a cooperative relationship, remember? response:	I'm only going to read the script.
context: I might finally be making my official debut.\Is that what you want to do?\Yeah.\Hey, since you're here, why don't you be my practice partner?\You're playing the male character.\Why me?\We're in a cooperative relationship, remember?\I'm only going to read the script. response:	Yay!
context: Is that what you want to do?\Yeah.\Hey, since you're here, why don't you be my practice partner?\You're playing the male character.\Why me?\We're in a cooperative relationship, remember?\I'm only going to read the script.\Yay! response:	Okay.
context: Yeah.\Hey, since you're here, why don't you be my practice partner?\You're playing the male character.\Why me?\We're in a cooperative relationship, remember?\I'm only going to read the script.\Yay!\Okay. response:	Here we go.
context: Hey, since you're here, why don't you be my practice partner?\You're playing the male character.\Why me?\We're in a cooperative relationship, remember?\I'm only going to read the script.\Yay!\Okay.\Here we go. response:	Okay. If you would.
context: You're playing the male character.\Why me?\We're in a cooperative relationship, remember?\I'm only going to read the script.\Yay!\Okay.\Here we go.\Okay. If you would. response:	C-Congratulations on your graduation.
context: Why me?\We're in a cooperative relationship, remember?\I'm only going to read the script.\Yay!\Okay.\Here we go.\Okay. If you would.\C-Congratulations on your graduation. response:	Sensei, thank you for everything.
context: We're in a cooperative relationship, remember?\I'm only going to read the script.\Yay!\Okay.\Here we go.\Okay. If you would.\C-Congratulations on your graduation.\Sensei, thank you for everything. response:	When I met you in that classroom, for the first time, I...
context: I'm only going to read the script.\Yay!\Okay.\Here we go.\Okay. If you would.\C-Congratulations on your graduation.\Sensei, thank you for everything.\When I met you in that classroom, for the first time, I... response:	Sensei,
context: Yay!\Okay.\Here we go.\Okay. If you would.\C-Congratulations on your graduation.\Sensei, thank you for everything.\When I met you in that classroom, for the first time, I...\Sensei, response:	I'm glad you were my teacher.
context: Okay.\Here we go.\Okay. If you would.\C-Congratulations on your graduation.\Sensei, thank you for everything.\When I met you in that classroom, for the first time, I...\Sensei,\I'm glad you were my teacher. response:	I'm glad I was your student.
context: Here we go.\Okay. If you would.\C-Congratulations on your graduation.\Sensei, thank you for everything.\When I met you in that classroom, for the first time, I...\Sensei,\I'm glad you were my teacher.\I'm glad I was your student. response:	Huh?
context: Okay. If you would.\C-Congratulations on your graduation.\Sensei, thank you for everything.\When I met you in that classroom, for the first time, I...\Sensei,\I'm glad you were my teacher.\I'm glad I was your student.\Huh? response:	Wait, were you moved by my acting?
context: C-Congratulations on your graduation.\Sensei, thank you for everything.\When I met you in that classroom, for the first time, I...\Sensei,\I'm glad you were my teacher.\I'm glad I was your student.\Huh?\Wait, were you moved by my acting? response:	I never thought I'd get to hear you say you were glad I was your teacher.
context: Sensei, thank you for everything.\When I met you in that classroom, for the first time, I...\Sensei,\I'm glad you were my teacher.\I'm glad I was your student.\Huh?\Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher. response:	That's what got you?
context: When I met you in that classroom, for the first time, I...\Sensei,\I'm glad you were my teacher.\I'm glad I was your student.\Huh?\Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you? response:	It's the boss's car.
context: Sensei,\I'm glad you were my teacher.\I'm glad I was your student.\Huh?\Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you?\It's the boss's car. response:	Okay, see you.
context: I'm glad you were my teacher.\I'm glad I was your student.\Huh?\Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you?\It's the boss's car.\Okay, see you. response:	I'm going to go land that role.
context: I'm glad I was your student.\Huh?\Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you?\It's the boss's car.\Okay, see you.\I'm going to go land that role. response:	Hey.
context: Huh?\Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you?\It's the boss's car.\Okay, see you.\I'm going to go land that role.\Hey. response:	Stop with that fake smile.
context: Wait, were you moved by my acting?\I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you?\It's the boss's car.\Okay, see you.\I'm going to go land that role.\Hey.\Stop with that fake smile. response:	Huh?
context: I never thought I'd get to hear you say you were glad I was your teacher.\That's what got you?\It's the boss's car.\Okay, see you.\I'm going to go land that role.\Hey.\Stop with that fake smile.\Huh? response:	You're always doing that.
context: That's what got you?\It's the boss's car.\Okay, see you.\I'm going to go land that role.\Hey.\Stop with that fake smile.\Huh?\You're always doing that. response:	In the alleyway,
context: It's the boss's car.\Okay, see you.\I'm going to go land that role.\Hey.\Stop with that fake smile.\Huh?\You're always doing that.\In the alleyway, response:	when you were about to leave...
context: Okay, see you.\I'm going to go land that role.\Hey.\Stop with that fake smile.\Huh?\You're always doing that.\In the alleyway,\when you were about to leave... response:	You always smile to hide your true feelings.
context: I'm going to go land that role.\Hey.\Stop with that fake smile.\Huh?\You're always doing that.\In the alleyway,\when you were about to leave...\You always smile to hide your true feelings. response:	It pisses me off.
context: Hey.\Stop with that fake smile.\Huh?\You're always doing that.\In the alleyway,\when you were about to leave...\You always smile to hide your true feelings.\It pisses me off. response:	I said you were my partner, didn't I?
context: Stop with that fake smile.\Huh?\You're always doing that.\In the alleyway,\when you were about to leave...\You always smile to hide your true feelings.\It pisses me off.\I said you were my partner, didn't I? response:	My family's in debt.
context: Huh?\You're always doing that.\In the alleyway,\when you were about to leave...\You always smile to hide your true feelings.\It pisses me off.\I said you were my partner, didn't I?\My family's in debt. response:	I'm tutoring you to pay off that debt.
context: You're always doing that.\In the alleyway,\when you were about to leave...\You always smile to hide your true feelings.\It pisses me off.\I said you were my partner, didn't I?\My family's in debt.\I'm tutoring you to pay off that debt. response:	But the five of you never stop giving me trouble.
context: In the alleyway,\when you were about to leave...\You always smile to hide your true feelings.\It pisses me off.\I said you were my partner, didn't I?\My family's in debt.\I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble. response:	I ended up getting paid without anything to show for it.
context: when you were about to leave...\You always smile to hide your true feelings.\It pisses me off.\I said you were my partner, didn't I?\My family's in debt.\I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it. response:	I at least want to work for what I earn.
context: You always smile to hide your true feelings.\It pisses me off.\I said you were my partner, didn't I?\My family's in debt.\I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it.\I at least want to work for what I earn. response:	That's how I really feel.
context: It pisses me off.\I said you were my partner, didn't I?\My family's in debt.\I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it.\I at least want to work for what I earn.\That's how I really feel. response:	That's all.
context: I said you were my partner, didn't I?\My family's in debt.\I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it.\I at least want to work for what I earn.\That's how I really feel.\That's all. response:	What about you? You act like you're cool with everything,
context: My family's in debt.\I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it.\I at least want to work for what I earn.\That's how I really feel.\That's all.\What about you? You act like you're cool with everything, response:	so why were you shaking back there?
context: I'm tutoring you to pay off that debt.\But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it.\I at least want to work for what I earn.\That's how I really feel.\That's all.\What about you? You act like you're cool with everything,\so why were you shaking back there? response:	Having started this job,
context: But the five of you never stop giving me trouble.\I ended up getting paid without anything to show for it.\I at least want to work for what I earn.\That's how I really feel.\That's all.\What about you? You act like you're cool with everything,\so why were you shaking back there?\Having started this job, response:	I thought I could finally stand tall, as the eldest of the sisters.
context: I ended up getting paid without anything to show for it.\I at least want to work for what I earn.\That's how I really feel.\That's all.\What about you? You act like you're cool with everything,\so why were you shaking back there?\Having started this job,\I thought I could finally stand tall, as the eldest of the sisters. response:	I promised myself I wouldn't tell them until I'd actually made it.
context: I at least want to work for what I earn.\That's how I really feel.\That's all.\What about you? You act like you're cool with everything,\so why were you shaking back there?\Having started this job,\I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it. response:	So I couldn't tell anyone that I suddenly got this audition
context: That's how I really feel.\That's all.\What about you? You act like you're cool with everything,\so why were you shaking back there?\Having started this job,\I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition response:	and silently bailed on our fireworks plan.
context: That's all.\What about you? You act like you're cool with everything,\so why were you shaking back there?\Having started this job,\I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan. response:	If I bomb the audition now, I won't know how to face them.
context: What about you? You act like you're cool with everything,\so why were you shaking back there?\Having started this job,\I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them. response:	The fireworks are about to end.
context: so why were you shaking back there?\Having started this job,\I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them.\The fireworks are about to end. response:	But, wow, I can't believe you noticed such a subtle change in me.
context: Having started this job,\I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them.\The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me. response:	Big Sis here is impressed.
context: I thought I could finally stand tall, as the eldest of the sisters.\I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them.\The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed. response:	Do I really seem that perceptive?
context: I promised myself I wouldn't tell them until I'd actually made it.\So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them.\The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed.\Do I really seem that perceptive? response:	So you're aware that you don't.
context: So I couldn't tell anyone that I suddenly got this audition\and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them.\The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed.\Do I really seem that perceptive?\So you're aware that you don't. response:	There's no way I could notice any little change in you.
context: and silently bailed on our fireworks plan.\If I bomb the audition now, I won't know how to face them.\The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed.\Do I really seem that perceptive?\So you're aware that you don't.\There's no way I could notice any little change in you. response:	I just noticed that your smile wasn't the same as theirs.
context: If I bomb the audition now, I won't know how to face them.\The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed.\Do I really seem that perceptive?\So you're aware that you don't.\There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs. response:	You got me.
context: The fireworks are about to end.\But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed.\Do I really seem that perceptive?\So you're aware that you don't.\There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs.\You got me. response:	I can't even fool you? I'm starting to lose confidence here.
context: But, wow, I can't believe you noticed such a subtle change in me.\Big Sis here is impressed.\Do I really seem that perceptive?\So you're aware that you don't.\There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs.\You got me.\I can't even fool you? I'm starting to lose confidence here. response:	Maybe you don't have acting chops.
context: Big Sis here is impressed.\Do I really seem that perceptive?\So you're aware that you don't.\There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs.\You got me.\I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops. response:	Wow, that's blunt!
context: Do I really seem that perceptive?\So you're aware that you don't.\There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs.\You got me.\I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops.\Wow, that's blunt! response:	Just so you know, that's better for me.
context: So you're aware that you don't.\There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs.\You got me.\I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops.\Wow, that's blunt!\Just so you know, that's better for me. response:	You'll actually focus on studying and not on distractions.
context: There's no way I could notice any little change in you.\I just noticed that your smile wasn't the same as theirs.\You got me.\I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops.\Wow, that's blunt!\Just so you know, that's better for me.\You'll actually focus on studying and not on distractions. response:	It's not a distraction.
context: I just noticed that your smile wasn't the same as theirs.\You got me.\I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops.\Wow, that's blunt!\Just so you know, that's better for me.\You'll actually focus on studying and not on distractions.\It's not a distraction. response:	This is the path I really want to take in life.
context: You got me.\I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops.\Wow, that's blunt!\Just so you know, that's better for me.\You'll actually focus on studying and not on distractions.\It's not a distraction.\This is the path I really want to take in life. response:	Ichika-chan! Hurry up and get in!
context: I can't even fool you? I'm starting to lose confidence here.\Maybe you don't have acting chops.\Wow, that's blunt!\Just so you know, that's better for me.\You'll actually focus on studying and not on distractions.\It's not a distraction.\This is the path I really want to take in life.\Ichika-chan! Hurry up and get in! response:	O-Okay.
context: Maybe you don't have acting chops.\Wow, that's blunt!\Just so you know, that's better for me.\You'll actually focus on studying and not on distractions.\It's not a distraction.\This is the path I really want to take in life.\Ichika-chan! Hurry up and get in!\O-Okay. response:	Well, I'll join you when you apologize to them.
context: Wow, that's blunt!\Just so you know, that's better for me.\You'll actually focus on studying and not on distractions.\It's not a distraction.\This is the path I really want to take in life.\Ichika-chan! Hurry up and get in!\O-Okay.\Well, I'll join you when you apologize to them. response:	We're partners, after all.
context: Just so you know, that's better for me.\You'll actually focus on studying and not on distractions.\It's not a distraction.\This is the path I really want to take in life.\Ichika-chan! Hurry up and get in!\O-Okay.\Well, I'll join you when you apologize to them.\We're partners, after all. response:	Hello?
context: You'll actually focus on studying and not on distractions.\It's not a distraction.\This is the path I really want to take in life.\Ichika-chan! Hurry up and get in!\O-Okay.\Well, I'll join you when you apologize to them.\We're partners, after all.\Hello? response:	Raiha?
context: It's not a distraction.\This is the path I really want to take in life.\Ichika-chan! Hurry up and get in!\O-Okay.\Well, I'll join you when you apologize to them.\We're partners, after all.\Hello?\Raiha? response:	Can you put Yotsuba on?
context: This is the path I really want to take in life.\Ichika-chan! Hurry up and get in!\O-Okay.\Well, I'll join you when you apologize to them.\We're partners, after all.\Hello?\Raiha?\Can you put Yotsuba on? response:	Thank you, everyone.
context: Ichika-chan! Hurry up and get in!\O-Okay.\Well, I'll join you when you apologize to them.\We're partners, after all.\Hello?\Raiha?\Can you put Yotsuba on?\Thank you, everyone. response:	That's it for today's auditions.
context: O-Okay.\Well, I'll join you when you apologize to them.\We're partners, after all.\Hello?\Raiha?\Can you put Yotsuba on?\Thank you, everyone.\That's it for today's auditions. response:	We'll announce the results on a later...
context: Well, I'll join you when you apologize to them.\We're partners, after all.\Hello?\Raiha?\Can you put Yotsuba on?\Thank you, everyone.\That's it for today's auditions.\We'll announce the results on a later... response:	Sorry I'm late.
context: We're partners, after all.\Hello?\Raiha?\Can you put Yotsuba on?\Thank you, everyone.\That's it for today's auditions.\We'll announce the results on a later...\Sorry I'm late. response:	I'm Nakano Ichika.
context: Hello?\Raiha?\Can you put Yotsuba on?\Thank you, everyone.\That's it for today's auditions.\We'll announce the results on a later...\Sorry I'm late.\I'm Nakano Ichika. response:	Yotsuba? Where the hell are you?!
context: Raiha?\Can you put Yotsuba on?\Thank you, everyone.\That's it for today's auditions.\We'll announce the results on a later...\Sorry I'm late.\I'm Nakano Ichika.\Yotsuba? Where the hell are you?! response:	He said what?
context: Can you put Yotsuba on?\Thank you, everyone.\That's it for today's auditions.\We'll announce the results on a later...\Sorry I'm late.\I'm Nakano Ichika.\Yotsuba? Where the hell are you?!\He said what? response:	Hello? Yotsuba?
context: Thank you, everyone.\That's it for today's auditions.\We'll announce the results on a later...\Sorry I'm late.\I'm Nakano Ichika.\Yotsuba? Where the hell are you?!\He said what?\Hello? Yotsuba? response:	Uesugi-kun did?
context: That's it for today's auditions.\We'll announce the results on a later...\Sorry I'm late.\I'm Nakano Ichika.\Yotsuba? Where the hell are you?!\He said what?\Hello? Yotsuba?\Uesugi-kun did? response:	Okay, are you ready?
context: We'll announce the results on a later...\Sorry I'm late.\I'm Nakano Ichika.\Yotsuba? Where the hell are you?!\He said what?\Hello? Yotsuba?\Uesugi-kun did?\Okay, are you ready? response:	Yes. Thank you for having me.
context: Sorry I'm late.\I'm Nakano Ichika.\Yotsuba? Where the hell are you?!\He said what?\Hello? Yotsuba?\Uesugi-kun did?\Okay, are you ready?\Yes. Thank you for having me. response:	Congratulations on your graduation.
context: I'm Nakano Ichika.\Yotsuba? Where the hell are you?!\He said what?\Hello? Yotsuba?\Uesugi-kun did?\Okay, are you ready?\Yes. Thank you for having me.\Congratulations on your graduation. response:	Sensei,
context: Yotsuba? Where the hell are you?!\He said what?\Hello? Yotsuba?\Uesugi-kun did?\Okay, are you ready?\Yes. Thank you for having me.\Congratulations on your graduation.\Sensei, response:	thank you for everything.
context: He said what?\Hello? Yotsuba?\Uesugi-kun did?\Okay, are you ready?\Yes. Thank you for having me.\Congratulations on your graduation.\Sensei,\thank you for everything. response:	When I met you in that classroom, for the first time, I...
context: Hello? Yotsuba?\Uesugi-kun did?\Okay, are you ready?\Yes. Thank you for having me.\Congratulations on your graduation.\Sensei,\thank you for everything.\When I met you in that classroom, for the first time, I... response:	I hope I'm smiling properly.
context: Uesugi-kun did?\Okay, are you ready?\Yes. Thank you for having me.\Congratulations on your graduation.\Sensei,\thank you for everything.\When I met you in that classroom, for the first time, I...\I hope I'm smiling properly. response:	How would the others do it if they were here?
context: Okay, are you ready?\Yes. Thank you for having me.\Congratulations on your graduation.\Sensei,\thank you for everything.\When I met you in that classroom, for the first time, I...\I hope I'm smiling properly.\How would the others do it if they were here? response:	Yotsuba would be like...
context: Yes. Thank you for having me.\Congratulations on your graduation.\Sensei,\thank you for everything.\When I met you in that classroom, for the first time, I...\I hope I'm smiling properly.\How would the others do it if they were here?\Yotsuba would be like... response:	Miku would be like...
context: Congratulations on your graduation.\Sensei,\thank you for everything.\When I met you in that classroom, for the first time, I...\I hope I'm smiling properly.\How would the others do it if they were here?\Yotsuba would be like...\Miku would be like... response:	Itsuki would be like...
context: Sensei,\thank you for everything.\When I met you in that classroom, for the first time, I...\I hope I'm smiling properly.\How would the others do it if they were here?\Yotsuba would be like...\Miku would be like...\Itsuki would be like... response:	Nino would be like...
context: thank you for everything.\When I met you in that classroom, for the first time, I...\I hope I'm smiling properly.\How would the others do it if they were here?\Yotsuba would be like...\Miku would be like...\Itsuki would be like...\Nino would be like... response:	I'm glad you were my teacher.
context: When I met you in that classroom, for the first time, I...\I hope I'm smiling properly.\How would the others do it if they were here?\Yotsuba would be like...\Miku would be like...\Itsuki would be like...\Nino would be like...\I'm glad you were my teacher. response:	I'm glad I was your student.
context: I hope I'm smiling properly.\How would the others do it if they were here?\Yotsuba would be like...\Miku would be like...\Itsuki would be like...\Nino would be like...\I'm glad you were my teacher.\I'm glad I was your student. response:	That concludes the 14th Annual Fall Fireworks Festival.
context: How would the others do it if they were here?\Yotsuba would be like...\Miku would be like...\Itsuki would be like...\Nino would be like...\I'm glad you were my teacher.\I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival. response:	He's totally conked out with his eyes open.
context: Yotsuba would be like...\Miku would be like...\Itsuki would be like...\Nino would be like...\I'm glad you were my teacher.\I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open. response:	Scary.
context: Miku would be like...\Itsuki would be like...\Nino would be like...\I'm glad you were my teacher.\I'm glad I was your student.\That concludes the 14th Annual Fall Fireworks Festival.\He's totally conked out with his eyes open.\Scary. response:	Is the audition over?
