context: The festival was wonderful! response:	Say, Nishimi-san, I'd love to hear you play the piano again!
context: But how about you, Ri-chan? Isn't there someone that you wanna knit for?\Come on, let's knit together!\But I don't have anyone to give it to...\Oh, be honest with yourself, Ri-chan.\Just now, you were staring at a certain someone...\It's not what you think. Don't get the wrong idea...\Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back! response:	What a beautiful color...
context: Come on, let's knit together!\But I don't have anyone to give it to...\Oh, be honest with yourself, Ri-chan.\Just now, you were staring at a certain someone...\It's not what you think. Don't get the wrong idea...\Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back!\What a beautiful color... response:	I bet Kaoru-san would look good in this...
context: But I don't have anyone to give it to...\Oh, be honest with yourself, Ri-chan.\Just now, you were staring at a certain someone...\It's not what you think. Don't get the wrong idea...\Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back!\What a beautiful color...\I bet Kaoru-san would look good in this... response:	Huh? Wait a second...
context: Oh, be honest with yourself, Ri-chan.\Just now, you were staring at a certain someone...\It's not what you think. Don't get the wrong idea...\Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back!\What a beautiful color...\I bet Kaoru-san would look good in this...\Huh? Wait a second... response:	What's wrong with me? Why is my heart beating so fast?
context: Just now, you were staring at a certain someone...\It's not what you think. Don't get the wrong idea...\Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back!\What a beautiful color...\I bet Kaoru-san would look good in this...\Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast? response:	That day in the basement?
context: It's not what you think. Don't get the wrong idea...\Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back!\What a beautiful color...\I bet Kaoru-san would look good in this...\Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast?\That day in the basement? response:	Oh, yeah. I almost forgot about that...
context: Yeah, yeah. Nishimi-san is just a friend, right?\Sorry! I'll be back!\What a beautiful color...\I bet Kaoru-san would look good in this...\Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast?\That day in the basement?\Oh, yeah. I almost forgot about that... response:	You wanna know why I did it?
context: Sorry! I'll be back!\What a beautiful color...\I bet Kaoru-san would look good in this...\Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast?\That day in the basement?\Oh, yeah. I almost forgot about that...\You wanna know why I did it? response:	Was it a little too stimulating for you?
context: What a beautiful color...\I bet Kaoru-san would look good in this...\Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast?\That day in the basement?\Oh, yeah. I almost forgot about that...\You wanna know why I did it?\Was it a little too stimulating for you? response:	Sorry. I was just feeling kind of mischievous at the time.
context: I bet Kaoru-san would look good in this...\Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast?\That day in the basement?\Oh, yeah. I almost forgot about that...\You wanna know why I did it?\Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time. response:	N-No!
context: Huh? Wait a second...\What's wrong with me? Why is my heart beating so fast?\That day in the basement?\Oh, yeah. I almost forgot about that...\You wanna know why I did it?\Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time.\N-No! response:	What's wrong?
context: What's wrong with me? Why is my heart beating so fast?\That day in the basement?\Oh, yeah. I almost forgot about that...\You wanna know why I did it?\Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time.\N-No!\What's wrong? response:	Didn't you come in here because you wanted me to do this?
context: That day in the basement?\Oh, yeah. I almost forgot about that...\You wanna know why I did it?\Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time.\N-No!\What's wrong?\Didn't you come in here because you wanted me to do this? response:	What were you hoping for? A declaration of love?
context: Oh, yeah. I almost forgot about that...\You wanna know why I did it?\Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time.\N-No!\What's wrong?\Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love? response:	Sorry to disappoint you, young lady.
context: You wanna know why I did it?\Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time.\N-No!\What's wrong?\Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady. response:	But this is the kind of guy I am.
context: Was it a little too stimulating for you?\Sorry. I was just feeling kind of mischievous at the time.\N-No!\What's wrong?\Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady.\But this is the kind of guy I am. response:	You've stopped fighting back... Are you resigned to it already?
context: Sorry. I was just feeling kind of mischievous at the time.\N-No!\What's wrong?\Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady.\But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already? response:	Yes.
context: N-No!\What's wrong?\Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady.\But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already?\Yes. response:	If I act like this, she'll probably run off.
context: What's wrong?\Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady.\But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already?\Yes.\If I act like this, she'll probably run off. response:	Is that what you're thinking?
context: Didn't you come in here because you wanted me to do this?\What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady.\But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already?\Yes.\If I act like this, she'll probably run off.\Is that what you're thinking? response:	I'm not afraid of you.
context: What were you hoping for? A declaration of love?\Sorry to disappoint you, young lady.\But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already?\Yes.\If I act like this, she'll probably run off.\Is that what you're thinking?\I'm not afraid of you. response:	You can do what you want with me.
context: Sorry to disappoint you, young lady.\But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already?\Yes.\If I act like this, she'll probably run off.\Is that what you're thinking?\I'm not afraid of you.\You can do what you want with me. response:	Dammit!
context: But this is the kind of guy I am.\You've stopped fighting back... Are you resigned to it already?\Yes.\If I act like this, she'll probably run off.\Is that what you're thinking?\I'm not afraid of you.\You can do what you want with me.\Dammit! response:	Go home, and don't ever come back here.
context: You've stopped fighting back... Are you resigned to it already?\Yes.\If I act like this, she'll probably run off.\Is that what you're thinking?\I'm not afraid of you.\You can do what you want with me.\Dammit!\Go home, and don't ever come back here. response:	I'm not the same person I was before.
context: Yes.\If I act like this, she'll probably run off.\Is that what you're thinking?\I'm not afraid of you.\You can do what you want with me.\Dammit!\Go home, and don't ever come back here.\I'm not the same person I was before. response:	I dropped out of college and got disowned from my family.
context: If I act like this, she'll probably run off.\Is that what you're thinking?\I'm not afraid of you.\You can do what you want with me.\Dammit!\Go home, and don't ever come back here.\I'm not the same person I was before.\I dropped out of college and got disowned from my family. response:	Society gave me the boot and there's no way for me to get back.
context: Is that what you're thinking?\I'm not afraid of you.\You can do what you want with me.\Dammit!\Go home, and don't ever come back here.\I'm not the same person I was before.\I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back. response:	Get close to me and your life will be ruined, too.
context: I'm not afraid of you.\You can do what you want with me.\Dammit!\Go home, and don't ever come back here.\I'm not the same person I was before.\I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too. response:	If you understand what I'm sayin', get the hell out of here.
context: You can do what you want with me.\Dammit!\Go home, and don't ever come back here.\I'm not the same person I was before.\I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here. response:	What are you doing...?
context: Dammit!\Go home, and don't ever come back here.\I'm not the same person I was before.\I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here.\What are you doing...? response:	I'm sick of you calling me young lady...
context: Go home, and don't ever come back here.\I'm not the same person I was before.\I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here.\What are you doing...?\I'm sick of you calling me young lady... response:	If you're not the same person you once were...
context: I'm not the same person I was before.\I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here.\What are you doing...?\I'm sick of you calling me young lady...\If you're not the same person you once were... response:	Katsuragi, I'm gonna become a new me.
context: I dropped out of college and got disowned from my family.\Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here.\What are you doing...?\I'm sick of you calling me young lady...\If you're not the same person you once were...\Katsuragi, I'm gonna become a new me. response:	Don't!
context: Society gave me the boot and there's no way for me to get back.\Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here.\What are you doing...?\I'm sick of you calling me young lady...\If you're not the same person you once were...\Katsuragi, I'm gonna become a new me.\Don't! response:	Don't go throwing away something precious for someone like me...
context: Get close to me and your life will be ruined, too.\If you understand what I'm sayin', get the hell out of here.\What are you doing...?\I'm sick of you calling me young lady...\If you're not the same person you once were...\Katsuragi, I'm gonna become a new me.\Don't!\Don't go throwing away something precious for someone like me... response:	So you're the Katsuragi-kun I've heard so much about...
context: If you understand what I'm sayin', get the hell out of here.\What are you doing...?\I'm sick of you calling me young lady...\If you're not the same person you once were...\Katsuragi, I'm gonna become a new me.\Don't!\Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about... response:	How about saying something to mark the occasion?
context: What are you doing...?\I'm sick of you calling me young lady...\If you're not the same person you once were...\Katsuragi, I'm gonna become a new me.\Don't!\Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion? response:	Me?
context: I'm sick of you calling me young lady...\If you're not the same person you once were...\Katsuragi, I'm gonna become a new me.\Don't!\Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion?\Me? response:	I'm just passing through,
context: If you're not the same person you once were...\Katsuragi, I'm gonna become a new me.\Don't!\Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion?\Me?\I'm just passing through, response:	but I'd like to share my opinion on what a college should be like.
context: Katsuragi, I'm gonna become a new me.\Don't!\Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion?\Me?\I'm just passing through,\but I'd like to share my opinion on what a college should be like. response:	Katsuragi... You inspired me.
context: Don't!\Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion?\Me?\I'm just passing through,\but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me. response:	Muroi...
context: Don't go throwing away something precious for someone like me...\So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion?\Me?\I'm just passing through,\but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me.\Muroi... response:	Listening to your speech made me feel ashamed of myself
context: So you're the Katsuragi-kun I've heard so much about...\How about saying something to mark the occasion?\Me?\I'm just passing through,\but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me.\Muroi...\Listening to your speech made me feel ashamed of myself response:	for doing nothing but study for exams and play music.
context: How about saying something to mark the occasion?\Me?\I'm just passing through,\but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me.\Muroi...\Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music. response:	The Decline of a False System
context: Me?\I'm just passing through,\but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me.\Muroi...\Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music.\The Decline of a False System response:	Strike Against Rising Tuition
context: I'm just passing through,\but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me.\Muroi...\Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music.\The Decline of a False System\Strike Against Rising Tuition response:	All Students on Strike
context: but I'd like to share my opinion on what a college should be like.\Katsuragi... You inspired me.\Muroi...\Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music.\The Decline of a False System\Strike Against Rising Tuition\All Students on Strike response:	Hey, Katsuragi, in the next battle, if something were to happen to me,
context: Katsuragi... You inspired me.\Muroi...\Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music.\The Decline of a False System\Strike Against Rising Tuition\All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me, response:	would you take over for me, even just for a little while?
context: Muroi...\Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music.\The Decline of a False System\Strike Against Rising Tuition\All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while? response:	Arita-san, I...
context: Listening to your speech made me feel ashamed of myself\for doing nothing but study for exams and play music.\The Decline of a False System\Strike Against Rising Tuition\All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while?\Arita-san, I... response:	Japan Communist Youth Union
context: for doing nothing but study for exams and play music.\The Decline of a False System\Strike Against Rising Tuition\All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while?\Arita-san, I...\Japan Communist Youth Union response:	Hey, Muroi. Come over once in a while to play the sax.
context: The Decline of a False System\Strike Against Rising Tuition\All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while?\Arita-san, I...\Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax. response:	Katsuragi! Arita-san's been arrested!
context: Strike Against Rising Tuition\All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while?\Arita-san, I...\Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested! response:	The bones are shattered,
context: All Students on Strike\Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while?\Arita-san, I...\Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested!\The bones are shattered, response:	so the doc told me my fingers won't be able to move like they used to.
context: Hey, Katsuragi, in the next battle, if something were to happen to me,\would you take over for me, even just for a little while?\Arita-san, I...\Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested!\The bones are shattered,\so the doc told me my fingers won't be able to move like they used to. response:	W-What about the sax...?
context: would you take over for me, even just for a little while?\Arita-san, I...\Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested!\The bones are shattered,\so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...? response:	I can't play anymore.
context: Arita-san, I...\Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested!\The bones are shattered,\so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...?\I can't play anymore. response:	Don't look so glum, Katsuragi.
context: Japan Communist Youth Union\Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested!\The bones are shattered,\so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...?\I can't play anymore.\Don't look so glum, Katsuragi. response:	Now I can dump everything I don't need and just focus on the movement.
context: Hey, Muroi. Come over once in a while to play the sax.\Katsuragi! Arita-san's been arrested!\The bones are shattered,\so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...?\I can't play anymore.\Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement. response:	I'm gonna become a new me.
context: Katsuragi! Arita-san's been arrested!\The bones are shattered,\so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...?\I can't play anymore.\Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me. response:	What am I doing?
context: The bones are shattered,\so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...?\I can't play anymore.\Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me.\What am I doing? response:	Katsuragi?
context: so the doc told me my fingers won't be able to move like they used to.\W-What about the sax...?\I can't play anymore.\Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me.\What am I doing?\Katsuragi? response:	Hey... Wait!
context: W-What about the sax...?\I can't play anymore.\Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me.\What am I doing?\Katsuragi?\Hey... Wait! response:	Where are you going?!
context: I can't play anymore.\Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me.\What am I doing?\Katsuragi?\Hey... Wait!\Where are you going?! response:	I don't wanna see any more people get hurt because of me...
context: Don't look so glum, Katsuragi.\Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me.\What am I doing?\Katsuragi?\Hey... Wait!\Where are you going?!\I don't wanna see any more people get hurt because of me... response:	I don't know what happened to you, and I don't intend to ask about it.
context: Now I can dump everything I don't need and just focus on the movement.\I'm gonna become a new me.\What am I doing?\Katsuragi?\Hey... Wait!\Where are you going?!\I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it. response:	But I can see that you're hurt deeply.
context: I'm gonna become a new me.\What am I doing?\Katsuragi?\Hey... Wait!\Where are you going?!\I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply. response:	Can't I support you?
context: What am I doing?\Katsuragi?\Hey... Wait!\Where are you going?!\I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply.\Can't I support you? response:	Am I being too pushy?
context: Katsuragi?\Hey... Wait!\Where are you going?!\I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply.\Can't I support you?\Am I being too pushy? response:	Yeah.
context: Hey... Wait!\Where are you going?!\I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply.\Can't I support you?\Am I being too pushy?\Yeah. response:	You're a pushy woman.
context: Where are you going?!\I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply.\Can't I support you?\Am I being too pushy?\Yeah.\You're a pushy woman. response:	Maybe I better stop takin' naps on the roof...
context: I don't wanna see any more people get hurt because of me...\I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply.\Can't I support you?\Am I being too pushy?\Yeah.\You're a pushy woman.\Maybe I better stop takin' naps on the roof... response:	Hey, wasn't that Yurika?
context: I don't know what happened to you, and I don't intend to ask about it.\But I can see that you're hurt deeply.\Can't I support you?\Am I being too pushy?\Yeah.\You're a pushy woman.\Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika? response:	Was she called in by the teacher again?
context: But I can see that you're hurt deeply.\Can't I support you?\Am I being too pushy?\Yeah.\You're a pushy woman.\Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika?\Was she called in by the teacher again? response:	Yeah. Yurika's been acting weird these days.
context: Can't I support you?\Am I being too pushy?\Yeah.\You're a pushy woman.\Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika?\Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days. response:	She's totally changed...
context: Am I being too pushy?\Yeah.\You're a pushy woman.\Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika?\Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days.\She's totally changed... response:	What happened to that innocence she used to have?
context: Yeah.\You're a pushy woman.\Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika?\Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days.\She's totally changed...\What happened to that innocence she used to have? response:	Maybe something happened to her?
context: You're a pushy woman.\Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika?\Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days.\She's totally changed...\What happened to that innocence she used to have?\Maybe something happened to her? response:	I asked her that, but she wouldn't answer...
context: Maybe I better stop takin' naps on the roof...\Hey, wasn't that Yurika?\Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days.\She's totally changed...\What happened to that innocence she used to have?\Maybe something happened to her?\I asked her that, but she wouldn't answer... response:	Well, since she cut her hair like that, could it mean...
context: Hey, wasn't that Yurika?\Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days.\She's totally changed...\What happened to that innocence she used to have?\Maybe something happened to her?\I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean... response:	What the hell happened?
context: Was she called in by the teacher again?\Yeah. Yurika's been acting weird these days.\She's totally changed...\What happened to that innocence she used to have?\Maybe something happened to her?\I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean...\What the hell happened? response:	What'd he do to her?
context: Yeah. Yurika's been acting weird these days.\She's totally changed...\What happened to that innocence she used to have?\Maybe something happened to her?\I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean...\What the hell happened?\What'd he do to her? response:	So you're Sentaro, huh?
context: She's totally changed...\What happened to that innocence she used to have?\Maybe something happened to her?\I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean...\What the hell happened?\What'd he do to her?\So you're Sentaro, huh? response:	Do you like jazz?
context: What happened to that innocence she used to have?\Maybe something happened to her?\I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean...\What the hell happened?\What'd he do to her?\So you're Sentaro, huh?\Do you like jazz? response:	Ever since I first met Brother Jun, he's been like a big brother to me.
context: Maybe something happened to her?\I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean...\What the hell happened?\What'd he do to her?\So you're Sentaro, huh?\Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me. response:	I wanted to get good at jazz like him...
context: I asked her that, but she wouldn't answer...\Well, since she cut her hair like that, could it mean...\What the hell happened?\What'd he do to her?\So you're Sentaro, huh?\Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him... response:	Be strong like him...
context: Well, since she cut her hair like that, could it mean...\What the hell happened?\What'd he do to her?\So you're Sentaro, huh?\Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him...\Be strong like him... response:	Become cool like him...
context: What the hell happened?\What'd he do to her?\So you're Sentaro, huh?\Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him...\Be strong like him...\Become cool like him... response:	I tried to follow in his footsteps every step of the way...
context: What'd he do to her?\So you're Sentaro, huh?\Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him...\Be strong like him...\Become cool like him...\I tried to follow in his footsteps every step of the way... response:	Hey, Sen-boy...
context: So you're Sentaro, huh?\Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him...\Be strong like him...\Become cool like him...\I tried to follow in his footsteps every step of the way...\Hey, Sen-boy... response:	Your woman forgot something.
context: Do you like jazz?\Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him...\Be strong like him...\Become cool like him...\I tried to follow in his footsteps every step of the way...\Hey, Sen-boy...\Your woman forgot something. response:	If Brother Jun would just talk to me, maybe I'd understand...
context: Ever since I first met Brother Jun, he's been like a big brother to me.\I wanted to get good at jazz like him...\Be strong like him...\Become cool like him...\I tried to follow in his footsteps every step of the way...\Hey, Sen-boy...\Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand... response:	But if he did something to her, I'll...
context: I wanted to get good at jazz like him...\Be strong like him...\Become cool like him...\I tried to follow in his footsteps every step of the way...\Hey, Sen-boy...\Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll... response:	B-Brother Jun!
context: Be strong like him...\Become cool like him...\I tried to follow in his footsteps every step of the way...\Hey, Sen-boy...\Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll...\B-Brother Jun! response:	I need to talk to...
context: Become cool like him...\I tried to follow in his footsteps every step of the way...\Hey, Sen-boy...\Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll...\B-Brother Jun!\I need to talk to... response:	Son of a...
context: I tried to follow in his footsteps every step of the way...\Hey, Sen-boy...\Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll...\B-Brother Jun!\I need to talk to...\Son of a... response:	Shit. He's the one person I didn't want to find out about this.
context: Hey, Sen-boy...\Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll...\B-Brother Jun!\I need to talk to...\Son of a...\Shit. He's the one person I didn't want to find out about this. response:	But what else could you do?
context: Your woman forgot something.\If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll...\B-Brother Jun!\I need to talk to...\Son of a...\Shit. He's the one person I didn't want to find out about this.\But what else could you do? response:	He was bound to find out sooner or later.
context: If Brother Jun would just talk to me, maybe I'd understand...\But if he did something to her, I'll...\B-Brother Jun!\I need to talk to...\Son of a...\Shit. He's the one person I didn't want to find out about this.\But what else could you do?\He was bound to find out sooner or later. response:	I knew it...
context: But if he did something to her, I'll...\B-Brother Jun!\I need to talk to...\Son of a...\Shit. He's the one person I didn't want to find out about this.\But what else could you do?\He was bound to find out sooner or later.\I knew it... response:	I knew she was beyond my reach from the start...
context: B-Brother Jun!\I need to talk to...\Son of a...\Shit. He's the one person I didn't want to find out about this.\But what else could you do?\He was bound to find out sooner or later.\I knew it...\I knew she was beyond my reach from the start... response:	I knew it... Or I thought I did, but...
context: I need to talk to...\Son of a...\Shit. He's the one person I didn't want to find out about this.\But what else could you do?\He was bound to find out sooner or later.\I knew it...\I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but... response:	I don't understand myself...
context: Son of a...\Shit. He's the one person I didn't want to find out about this.\But what else could you do?\He was bound to find out sooner or later.\I knew it...\I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but...\I don't understand myself... response:	Definitely, when I'm with Kaoru-san,
context: Shit. He's the one person I didn't want to find out about this.\But what else could you do?\He was bound to find out sooner or later.\I knew it...\I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but...\I don't understand myself...\Definitely, when I'm with Kaoru-san, response:	I can really feel at ease and have a good time...
context: But what else could you do?\He was bound to find out sooner or later.\I knew it...\I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but...\I don't understand myself...\Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time... response:	No. I decided long ago on the person that I like...
context: He was bound to find out sooner or later.\I knew it...\I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but...\I don't understand myself...\Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time...\No. I decided long ago on the person that I like... response:	Hi, Ri-chan.
context: I knew it...\I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but...\I don't understand myself...\Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time...\No. I decided long ago on the person that I like...\Hi, Ri-chan. response:	Is Sen here?
context: I knew she was beyond my reach from the start...\I knew it... Or I thought I did, but...\I don't understand myself...\Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time...\No. I decided long ago on the person that I like...\Hi, Ri-chan.\Is Sen here? response:	Yeah, I think so.
context: I knew it... Or I thought I did, but...\I don't understand myself...\Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time...\No. I decided long ago on the person that I like...\Hi, Ri-chan.\Is Sen here?\Yeah, I think so. response:	Knitting? Why would she bother hiding that?
context: I don't understand myself...\Definitely, when I'm with Kaoru-san,\I can really feel at ease and have a good time...\No. I decided long ago on the person that I like...\Hi, Ri-chan.\Is Sen here?\Yeah, I think so.\Knitting? Why would she bother hiding that? response:	Wha...?!
