context: Chiffon Cake response:	Cheesecake
context: Ichikawa!\What wrong, Ichikawa?\Ichikawa! Hang in there!\Futa!\What happened?\-A ball hit him, and then... -Futa...\Where did it hit him?\The chest. response:	Waka! Call an ambulance!
context: What wrong, Ichikawa?\Ichikawa! Hang in there!\Futa!\What happened?\-A ball hit him, and then... -Futa...\Where did it hit him?\The chest.\Waka! Call an ambulance! response:	B-Brother?
context: Ichikawa! Hang in there!\Futa!\What happened?\-A ball hit him, and then... -Futa...\Where did it hit him?\The chest.\Waka! Call an ambulance!\B-Brother? response:	Hey! Ichikawa! Ichikawa!
context: Futa!\What happened?\-A ball hit him, and then... -Futa...\Where did it hit him?\The chest.\Waka! Call an ambulance!\B-Brother?\Hey! Ichikawa! Ichikawa! response:	Don't move him.
context: What happened?\-A ball hit him, and then... -Futa...\Where did it hit him?\The chest.\Waka! Call an ambulance!\B-Brother?\Hey! Ichikawa! Ichikawa!\Don't move him. response:	Shun?
context: -A ball hit him, and then... -Futa...\Where did it hit him?\The chest.\Waka! Call an ambulance!\B-Brother?\Hey! Ichikawa! Ichikawa!\Don't move him.\Shun? response:	Calm down. An AED... do you have an AED?
context: Where did it hit him?\The chest.\Waka! Call an ambulance!\B-Brother?\Hey! Ichikawa! Ichikawa!\Don't move him.\Shun?\Calm down. An AED... do you have an AED? response:	An... AED?
context: The chest.\Waka! Call an ambulance!\B-Brother?\Hey! Ichikawa! Ichikawa!\Don't move him.\Shun?\Calm down. An AED... do you have an AED?\An... AED? response:	I'll take over.
context: Waka! Call an ambulance!\B-Brother?\Hey! Ichikawa! Ichikawa!\Don't move him.\Shun?\Calm down. An AED... do you have an AED?\An... AED?\I'll take over. response:	Okay. Please do.
context: B-Brother?\Hey! Ichikawa! Ichikawa!\Don't move him.\Shun?\Calm down. An AED... do you have an AED?\An... AED?\I'll take over.\Okay. Please do. response:	Not good. He's in cardiac arrest.
context: Hey! Ichikawa! Ichikawa!\Don't move him.\Shun?\Calm down. An AED... do you have an AED?\An... AED?\I'll take over.\Okay. Please do.\Not good. He's in cardiac arrest. response:	One, two, three, four!
context: Don't move him.\Shun?\Calm down. An AED... do you have an AED?\An... AED?\I'll take over.\Okay. Please do.\Not good. He's in cardiac arrest.\One, two, three, four! response:	Five, six, seven, eight, nine!
context: Shun?\Calm down. An AED... do you have an AED?\An... AED?\I'll take over.\Okay. Please do.\Not good. He's in cardiac arrest.\One, two, three, four!\Five, six, seven, eight, nine! response:	I got it!
context: Calm down. An AED... do you have an AED?\An... AED?\I'll take over.\Okay. Please do.\Not good. He's in cardiac arrest.\One, two, three, four!\Five, six, seven, eight, nine!\I got it! response:	An electric shock is necessary. Please move away.
context: An... AED?\I'll take over.\Okay. Please do.\Not good. He's in cardiac arrest.\One, two, three, four!\Five, six, seven, eight, nine!\I got it!\An electric shock is necessary. Please move away. response:	There's going to be an electric shock. Please move away.
context: I'll take over.\Okay. Please do.\Not good. He's in cardiac arrest.\One, two, three, four!\Five, six, seven, eight, nine!\I got it!\An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away. response:	Press the closed circuit button firmly.
context: Okay. Please do.\Not good. He's in cardiac arrest.\One, two, three, four!\Five, six, seven, eight, nine!\I got it!\An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away.\Press the closed circuit button firmly. response:	I'm closing the circuit.
context: Not good. He's in cardiac arrest.\One, two, three, four!\Five, six, seven, eight, nine!\I got it!\An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away.\Press the closed circuit button firmly.\I'm closing the circuit. response:	Checking status.
context: One, two, three, four!\Five, six, seven, eight, nine!\I got it!\An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away.\Press the closed circuit button firmly.\I'm closing the circuit.\Checking status. response:	Futa!
context: Five, six, seven, eight, nine!\I got it!\An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away.\Press the closed circuit button firmly.\I'm closing the circuit.\Checking status.\Futa! response:	Wait.
context: I got it!\An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away.\Press the closed circuit button firmly.\I'm closing the circuit.\Checking status.\Futa!\Wait. response:	Further electric shock is not required.
context: An electric shock is necessary. Please move away.\There's going to be an electric shock. Please move away.\Press the closed circuit button firmly.\I'm closing the circuit.\Checking status.\Futa!\Wait.\Further electric shock is not required. response:	Th-That hurt...
context: There's going to be an electric shock. Please move away.\Press the closed circuit button firmly.\I'm closing the circuit.\Checking status.\Futa!\Wait.\Further electric shock is not required.\Th-That hurt... response:	Futa!
context: Press the closed circuit button firmly.\I'm closing the circuit.\Checking status.\Futa!\Wait.\Further electric shock is not required.\Th-That hurt...\Futa! response:	M-Mizuki?
context: I'm closing the circuit.\Checking status.\Futa!\Wait.\Further electric shock is not required.\Th-That hurt...\Futa!\M-Mizuki? response:	I'm so glad... I'm so glad!
context: Checking status.\Futa!\Wait.\Further electric shock is not required.\Th-That hurt...\Futa!\M-Mizuki?\I'm so glad... I'm so glad! response:	You... Why are you crying?
context: Futa!\Wait.\Further electric shock is not required.\Th-That hurt...\Futa!\M-Mizuki?\I'm so glad... I'm so glad!\You... Why are you crying? response:	Idiot! Forget it!
context: Wait.\Further electric shock is not required.\Th-That hurt...\Futa!\M-Mizuki?\I'm so glad... I'm so glad!\You... Why are you crying?\Idiot! Forget it! response:	Waka! Futa, are you okay?
context: Further electric shock is not required.\Th-That hurt...\Futa!\M-Mizuki?\I'm so glad... I'm so glad!\You... Why are you crying?\Idiot! Forget it!\Waka! Futa, are you okay? response:	Why is she so mad at me?
context: Th-That hurt...\Futa!\M-Mizuki?\I'm so glad... I'm so glad!\You... Why are you crying?\Idiot! Forget it!\Waka! Futa, are you okay?\Why is she so mad at me? response:	Will he be okay, Brother?
context: Futa!\M-Mizuki?\I'm so glad... I'm so glad!\You... Why are you crying?\Idiot! Forget it!\Waka! Futa, are you okay?\Why is she so mad at me?\Will he be okay, Brother? response:	Yeah, probably.
context: M-Mizuki?\I'm so glad... I'm so glad!\You... Why are you crying?\Idiot! Forget it!\Waka! Futa, are you okay?\Why is she so mad at me?\Will he be okay, Brother?\Yeah, probably. response:	It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.
context: I'm so glad... I'm so glad!\You... Why are you crying?\Idiot! Forget it!\Waka! Futa, are you okay?\Why is she so mad at me?\Will he be okay, Brother?\Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest. response:	I see.
context: You... Why are you crying?\Idiot! Forget it!\Waka! Futa, are you okay?\Why is she so mad at me?\Will he be okay, Brother?\Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see. response:	Shun, you're so reliable!
context: Idiot! Forget it!\Waka! Futa, are you okay?\Why is she so mad at me?\Will he be okay, Brother?\Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see.\Shun, you're so reliable! response:	Well, I have cram school. Take care on the way home, you two.
context: Waka! Futa, are you okay?\Why is she so mad at me?\Will he be okay, Brother?\Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see.\Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two. response:	Okay!
context: Why is she so mad at me?\Will he be okay, Brother?\Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see.\Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two.\Okay! response:	He's so cool!
context: Will he be okay, Brother?\Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see.\Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two.\Okay!\He's so cool! response:	You can tell he's a future med student at the top of his class!
context: Yeah, probably.\It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see.\Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two.\Okay!\He's so cool!\You can tell he's a future med student at the top of his class! response:	You said it.
context: It caused a ventricular fibrillation, and sent him into temporary cardiac arrest.\I see.\Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two.\Okay!\He's so cool!\You can tell he's a future med student at the top of his class!\You said it. response:	Well, let's get to making that cake!
context: I see.\Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two.\Okay!\He's so cool!\You can tell he's a future med student at the top of his class!\You said it.\Well, let's get to making that cake! response:	Oh, yeah!
context: Shun, you're so reliable!\Well, I have cram school. Take care on the way home, you two.\Okay!\He's so cool!\You can tell he's a future med student at the top of his class!\You said it.\Well, let's get to making that cake!\Oh, yeah! response:	I'm borrowing your computer!
context: Well, I have cram school. Take care on the way home, you two.\Okay!\He's so cool!\You can tell he's a future med student at the top of his class!\You said it.\Well, let's get to making that cake!\Oh, yeah!\I'm borrowing your computer! response:	Are you sure it's okay to go into Shun's room without asking?
context: Okay!\He's so cool!\You can tell he's a future med student at the top of his class!\You said it.\Well, let's get to making that cake!\Oh, yeah!\I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking? response:	Don't worry. I don't think he has any dirty magazines or anything.
context: He's so cool!\You can tell he's a future med student at the top of his class!\You said it.\Well, let's get to making that cake!\Oh, yeah!\I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything. response:	Wh-What are you talking about? Of course Shun wouldn't have those things!
context: You can tell he's a future med student at the top of his class!\You said it.\Well, let's get to making that cake!\Oh, yeah!\I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things! response:	Are you so sure?
context: You said it.\Well, let's get to making that cake!\Oh, yeah!\I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure? response:	Well, even if he did, he'd probably have them well-hidden.
context: Well, let's get to making that cake!\Oh, yeah!\I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure?\Well, even if he did, he'd probably have them well-hidden. response:	Huh?
context: Oh, yeah!\I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure?\Well, even if he did, he'd probably have them well-hidden.\Huh? response:	What's wrong?
context: I'm borrowing your computer!\Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure?\Well, even if he did, he'd probably have them well-hidden.\Huh?\What's wrong? response:	This book. I've seen it in Papa's lab before.
context: Are you sure it's okay to go into Shun's room without asking?\Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure?\Well, even if he did, he'd probably have them well-hidden.\Huh?\What's wrong?\This book. I've seen it in Papa's lab before. response:	Cake! Cake!
context: Don't worry. I don't think he has any dirty magazines or anything.\Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure?\Well, even if he did, he'd probably have them well-hidden.\Huh?\What's wrong?\This book. I've seen it in Papa's lab before.\Cake! Cake! response:	Huh? It's all in English?
context: Wh-What are you talking about? Of course Shun wouldn't have those things!\Are you so sure?\Well, even if he did, he'd probably have them well-hidden.\Huh?\What's wrong?\This book. I've seen it in Papa's lab before.\Cake! Cake!\Huh? It's all in English? response:	William... Gilbert...?
context: Are you so sure?\Well, even if he did, he'd probably have them well-hidden.\Huh?\What's wrong?\This book. I've seen it in Papa's lab before.\Cake! Cake!\Huh? It's all in English?\William... Gilbert...? response:	Look at this, Mari!
context: Well, even if he did, he'd probably have them well-hidden.\Huh?\What's wrong?\This book. I've seen it in Papa's lab before.\Cake! Cake!\Huh? It's all in English?\William... Gilbert...?\Look at this, Mari! response:	This is the recipe I used yesterday...
context: Huh?\What's wrong?\This book. I've seen it in Papa's lab before.\Cake! Cake!\Huh? It's all in English?\William... Gilbert...?\Look at this, Mari!\This is the recipe I used yesterday... response:	But that one didn't go well at all.
context: What's wrong?\This book. I've seen it in Papa's lab before.\Cake! Cake!\Huh? It's all in English?\William... Gilbert...?\Look at this, Mari!\This is the recipe I used yesterday...\But that one didn't go well at all. response:	Huh? H-Hey! Are you okay?
context: This book. I've seen it in Papa's lab before.\Cake! Cake!\Huh? It's all in English?\William... Gilbert...?\Look at this, Mari!\This is the recipe I used yesterday...\But that one didn't go well at all.\Huh? H-Hey! Are you okay? response:	What on Earth?
context: Cake! Cake!\Huh? It's all in English?\William... Gilbert...?\Look at this, Mari!\This is the recipe I used yesterday...\But that one didn't go well at all.\Huh? H-Hey! Are you okay?\What on Earth? response:	Mari disappeared?
context: Huh? It's all in English?\William... Gilbert...?\Look at this, Mari!\This is the recipe I used yesterday...\But that one didn't go well at all.\Huh? H-Hey! Are you okay?\What on Earth?\Mari disappeared? response:	S-S-Someone! S-Someone call an ambulance!
context: William... Gilbert...?\Look at this, Mari!\This is the recipe I used yesterday...\But that one didn't go well at all.\Huh? H-Hey! Are you okay?\What on Earth?\Mari disappeared?\S-S-Someone! S-Someone call an ambulance! response:	Wh-What is this place?
context: Look at this, Mari!\This is the recipe I used yesterday...\But that one didn't go well at all.\Huh? H-Hey! Are you okay?\What on Earth?\Mari disappeared?\S-S-Someone! S-Someone call an ambulance!\Wh-What is this place? response:	But anyway... speak to me!
context: This is the recipe I used yesterday...\But that one didn't go well at all.\Huh? H-Hey! Are you okay?\What on Earth?\Mari disappeared?\S-S-Someone! S-Someone call an ambulance!\Wh-What is this place?\But anyway... speak to me! response:	Hello? Hello?
context: But that one didn't go well at all.\Huh? H-Hey! Are you okay?\What on Earth?\Mari disappeared?\S-S-Someone! S-Someone call an ambulance!\Wh-What is this place?\But anyway... speak to me!\Hello? Hello? response:	She's just like Futa. What do I do?
context: Huh? H-Hey! Are you okay?\What on Earth?\Mari disappeared?\S-S-Someone! S-Someone call an ambulance!\Wh-What is this place?\But anyway... speak to me!\Hello? Hello?\She's just like Futa. What do I do? response:	Um... what was that machine called? Um...
context: What on Earth?\Mari disappeared?\S-S-Someone! S-Someone call an ambulance!\Wh-What is this place?\But anyway... speak to me!\Hello? Hello?\She's just like Futa. What do I do?\Um... what was that machine called? Um... response:	Shun, help me!
context: Mari disappeared?\S-S-Someone! S-Someone call an ambulance!\Wh-What is this place?\But anyway... speak to me!\Hello? Hello?\She's just like Futa. What do I do?\Um... what was that machine called? Um...\Shun, help me! response:	One, two, three, four, five, six, seven,
context: S-S-Someone! S-Someone call an ambulance!\Wh-What is this place?\But anyway... speak to me!\Hello? Hello?\She's just like Futa. What do I do?\Um... what was that machine called? Um...\Shun, help me!\One, two, three, four, five, six, seven, response:	-eight, nine, ten! -Dr. Gilbert! This way!
context: Wh-What is this place?\But anyway... speak to me!\Hello? Hello?\She's just like Futa. What do I do?\Um... what was that machine called? Um...\Shun, help me!\One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way! response:	-One, two, three, four, five, -Excuse me, everyone!
context: But anyway... speak to me!\Hello? Hello?\She's just like Futa. What do I do?\Um... what was that machine called? Um...\Shun, help me!\One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone! response:	-six, seven, eight, nine, ten! -Make way.
context: Hello? Hello?\She's just like Futa. What do I do?\Um... what was that machine called? Um...\Shun, help me!\One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way. response:	-One, two, three, four, five, six! -You! What do you think you're doing?
context: She's just like Futa. What do I do?\Um... what was that machine called? Um...\Shun, help me!\One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing? response:	Move. I'll take over.
context: Um... what was that machine called? Um...\Shun, help me!\One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over. response:	O-Okay...
context: Shun, help me!\One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over.\O-Okay... response:	This man. Is he...
context: One, two, three, four, five, six, seven,\-eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over.\O-Okay...\This man. Is he... response:	Miss. Miss!
context: -eight, nine, ten! -Dr. Gilbert! This way!\-One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over.\O-Okay...\This man. Is he...\Miss. Miss! response:	Settle down. It's okay. I'm a doctor.
context: -One, two, three, four, five, -Excuse me, everyone!\-six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over.\O-Okay...\This man. Is he...\Miss. Miss!\Settle down. It's okay. I'm a doctor. response:	How are you feeling?
context: -six, seven, eight, nine, ten! -Make way.\-One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over.\O-Okay...\This man. Is he...\Miss. Miss!\Settle down. It's okay. I'm a doctor.\How are you feeling? response:	M-My head...
context: -One, two, three, four, five, six! -You! What do you think you're doing?\Move. I'll take over.\O-Okay...\This man. Is he...\Miss. Miss!\Settle down. It's okay. I'm a doctor.\How are you feeling?\M-My head... response:	It looks like you hit it when you fell.
context: Move. I'll take over.\O-Okay...\This man. Is he...\Miss. Miss!\Settle down. It's okay. I'm a doctor.\How are you feeling?\M-My head...\It looks like you hit it when you fell. response:	If it starts hurting very badly, please come by my clinic.
context: O-Okay...\This man. Is he...\Miss. Miss!\Settle down. It's okay. I'm a doctor.\How are you feeling?\M-My head...\It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic. response:	I'm okay.
context: This man. Is he...\Miss. Miss!\Settle down. It's okay. I'm a doctor.\How are you feeling?\M-My head...\It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic.\I'm okay. response:	That girl came out of thin air, and I was so startled...
context: Miss. Miss!\Settle down. It's okay. I'm a doctor.\How are you feeling?\M-My head...\It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic.\I'm okay.\That girl came out of thin air, and I was so startled... response:	I-I'm sorry! Um... I'm really sorry!
context: Settle down. It's okay. I'm a doctor.\How are you feeling?\M-My head...\It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic.\I'm okay.\That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry! response:	Waka!
context: How are you feeling?\M-My head...\It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic.\I'm okay.\That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry!\Waka! response:	Brother!
context: M-My head...\It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic.\I'm okay.\That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry!\Waka!\Brother! response:	What happened? You called me so suddenly...
context: It looks like you hit it when you fell.\If it starts hurting very badly, please come by my clinic.\I'm okay.\That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry!\Waka!\Brother!\What happened? You called me so suddenly... response:	Mari... Mari suddenly disappeared!
context: If it starts hurting very badly, please come by my clinic.\I'm okay.\That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry!\Waka!\Brother!\What happened? You called me so suddenly...\Mari... Mari suddenly disappeared! response:	What do you mean?
context: I'm okay.\That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry!\Waka!\Brother!\What happened? You called me so suddenly...\Mari... Mari suddenly disappeared!\What do you mean? response:	She was looking at that book... then suddenly, her body started shining...
context: That girl came out of thin air, and I was so startled...\I-I'm sorry! Um... I'm really sorry!\Waka!\Brother!\What happened? You called me so suddenly...\Mari... Mari suddenly disappeared!\What do you mean?\She was looking at that book... then suddenly, her body started shining... response:	What should I do?
context: I-I'm sorry! Um... I'm really sorry!\Waka!\Brother!\What happened? You called me so suddenly...\Mari... Mari suddenly disappeared!\What do you mean?\She was looking at that book... then suddenly, her body started shining...\What should I do? response:	I understand. Anyway, try to calm down.
context: Waka!\Brother!\What happened? You called me so suddenly...\Mari... Mari suddenly disappeared!\What do you mean?\She was looking at that book... then suddenly, her body started shining...\What should I do?\I understand. Anyway, try to calm down. response:	Okay...
context: Brother!\What happened? You called me so suddenly...\Mari... Mari suddenly disappeared!\What do you mean?\She was looking at that book... then suddenly, her body started shining...\What should I do?\I understand. Anyway, try to calm down.\Okay... response:	The Year 1600 (What is now) London, England
context: What happened? You called me so suddenly...\Mari... Mari suddenly disappeared!\What do you mean?\She was looking at that book... then suddenly, her body started shining...\What should I do?\I understand. Anyway, try to calm down.\Okay...\The Year 1600 (What is now) London, England response:	The Year 1600 (What is now) London, England I see. You're from the future, then?
context: Mari... Mari suddenly disappeared!\What do you mean?\She was looking at that book... then suddenly, her body started shining...\What should I do?\I understand. Anyway, try to calm down.\Okay...\The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then? response:	I see. You're from the future, then?
context: What do you mean?\She was looking at that book... then suddenly, her body started shining...\What should I do?\I understand. Anyway, try to calm down.\Okay...\The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then? response:	Probably.
context: She was looking at that book... then suddenly, her body started shining...\What should I do?\I understand. Anyway, try to calm down.\Okay...\The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then?\Probably. response:	Interesting! A truly intriguing story.
context: What should I do?\I understand. Anyway, try to calm down.\Okay...\The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then?\Probably.\Interesting! A truly intriguing story. response:	Can you prove it?
context: I understand. Anyway, try to calm down.\Okay...\The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then?\Probably.\Interesting! A truly intriguing story.\Can you prove it? response:	Prove it? I don't know...
context: Okay...\The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then?\Probably.\Interesting! A truly intriguing story.\Can you prove it?\Prove it? I don't know... response:	Here.
context: The Year 1600 (What is now) London, England\The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then?\Probably.\Interesting! A truly intriguing story.\Can you prove it?\Prove it? I don't know...\Here. response:	Thank you!
context: The Year 1600 (What is now) London, England I see. You're from the future, then?\I see. You're from the future, then?\Probably.\Interesting! A truly intriguing story.\Can you prove it?\Prove it? I don't know...\Here.\Thank you! response:	But is this really London in the year 1600?
context: I see. You're from the future, then?\Probably.\Interesting! A truly intriguing story.\Can you prove it?\Prove it? I don't know...\Here.\Thank you!\But is this really London in the year 1600? response:	Yes. That's right...
context: Probably.\Interesting! A truly intriguing story.\Can you prove it?\Prove it? I don't know...\Here.\Thank you!\But is this really London in the year 1600?\Yes. That's right... response:	Forgive the late introduction. I am William Gilbert.
context: Interesting! A truly intriguing story.\Can you prove it?\Prove it? I don't know...\Here.\Thank you!\But is this really London in the year 1600?\Yes. That's right...\Forgive the late introduction. I am William Gilbert. response:	I'm a doctor, as well as a scientist.
context: Can you prove it?\Prove it? I don't know...\Here.\Thank you!\But is this really London in the year 1600?\Yes. That's right...\Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist. response:	A scientist?
context: Prove it? I don't know...\Here.\Thank you!\But is this really London in the year 1600?\Yes. That's right...\Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist.\A scientist? response:	Yes. This world is full of mysteries.
context: Here.\Thank you!\But is this really London in the year 1600?\Yes. That's right...\Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist.\A scientist?\Yes. This world is full of mysteries. response:	And there's much that human knowledge does not yet know.
context: Thank you!\But is this really London in the year 1600?\Yes. That's right...\Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist.\A scientist?\Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know. response:	I believe that bringing these things to light and coming closer to the truth
context: But is this really London in the year 1600?\Yes. That's right...\Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist.\A scientist?\Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth response:	will lead us to a brilliant future.
context: Yes. That's right...\Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist.\A scientist?\Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future. response:	What delicious clotted cream!
context: Forgive the late introduction. I am William Gilbert.\I'm a doctor, as well as a scientist.\A scientist?\Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future.\What delicious clotted cream! response:	This really is England!
context: I'm a doctor, as well as a scientist.\A scientist?\Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future.\What delicious clotted cream!\This really is England! response:	But you do speak fluent English.
context: A scientist?\Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future.\What delicious clotted cream!\This really is England!\But you do speak fluent English. response:	English?
context: Yes. This world is full of mysteries.\And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future.\What delicious clotted cream!\This really is England!\But you do speak fluent English.\English? response:	If you really came from the future,
context: And there's much that human knowledge does not yet know.\I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future.\What delicious clotted cream!\This really is England!\But you do speak fluent English.\English?\If you really came from the future, response:	-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...
context: I believe that bringing these things to light and coming closer to the truth\will lead us to a brilliant future.\What delicious clotted cream!\This really is England!\But you do speak fluent English.\English?\If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... response:	-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?
context: will lead us to a brilliant future.\What delicious clotted cream!\This really is England!\But you do speak fluent English.\English?\If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese? response:	It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese?
context: What delicious clotted cream!\This really is England!\But you do speak fluent English.\English?\If you really came from the future,\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English...\-you must have found the principle that made it possible, and put it to use. - I'm not speaking English... English? But I don't speak English Isn't he speaking Japanese?\It's Dr. Gilbert who's speaking fluent Japanese. English? But I don't speak English Isn't he speaking Japanese? response:	Humans can create whatever they imagine, after all. English? But I don't speak English Isn't he speaking Japanese?
