context: Silver Wings response:	If you believe, your dream will come true.
context: I didn't want to let anyone else have the one title I could still cling to.\I heard he was sick.\But I also knew that his will was much stronger than mine,\and that he was someone who would go much further than me.\That's right. At that moment...\There has been a threefold repetition.\A new game will begin in 30 minutes.\He smiled. I remember that. response:	And then...
context: I heard he was sick.\But I also knew that his will was much stronger than mine,\and that he was someone who would go much further than me.\That's right. At that moment...\There has been a threefold repetition.\A new game will begin in 30 minutes.\He smiled. I remember that.\And then... response:	KING
context: But I also knew that his will was much stronger than mine,\and that he was someone who would go much further than me.\That's right. At that moment...\There has been a threefold repetition.\A new game will begin in 30 minutes.\He smiled. I remember that.\And then...\KING response:	I felt it distinctly.
context: and that he was someone who would go much further than me.\That's right. At that moment...\There has been a threefold repetition.\A new game will begin in 30 minutes.\He smiled. I remember that.\And then...\KING\I felt it distinctly. response:	I wanted to go back to the world they were in, once more.
context: That's right. At that moment...\There has been a threefold repetition.\A new game will begin in 30 minutes.\He smiled. I remember that.\And then...\KING\I felt it distinctly.\I wanted to go back to the world they were in, once more. response:	Silver.
context: There has been a threefold repetition.\A new game will begin in 30 minutes.\He smiled. I remember that.\And then...\KING\I felt it distinctly.\I wanted to go back to the world they were in, once more.\Silver. response:	Idiot...
context: A new game will begin in 30 minutes.\He smiled. I remember that.\And then...\KING\I felt it distinctly.\I wanted to go back to the world they were in, once more.\Silver.\Idiot... response:	I swear I'll beat you next time.
context: He smiled. I remember that.\And then...\KING\I felt it distinctly.\I wanted to go back to the world they were in, once more.\Silver.\Idiot...\I swear I'll beat you next time. response:	Okay, it's okay. Good boy.
context: And then...\KING\I felt it distinctly.\I wanted to go back to the world they were in, once more.\Silver.\Idiot...\I swear I'll beat you next time.\Okay, it's okay. Good boy. response:	Here's a special stamina meal.
context: KING\I felt it distinctly.\I wanted to go back to the world they were in, once more.\Silver.\Idiot...\I swear I'll beat you next time.\Okay, it's okay. Good boy.\Here's a special stamina meal. response:	Fill up, Silver.
context: I felt it distinctly.\I wanted to go back to the world they were in, once more.\Silver.\Idiot...\I swear I'll beat you next time.\Okay, it's okay. Good boy.\Here's a special stamina meal.\Fill up, Silver. response:	You've become as light as paper.
context: I wanted to go back to the world they were in, once more.\Silver.\Idiot...\I swear I'll beat you next time.\Okay, it's okay. Good boy.\Here's a special stamina meal.\Fill up, Silver.\You've become as light as paper. response:	But you'll be all right. I'm with you.
context: Silver.\Idiot...\I swear I'll beat you next time.\Okay, it's okay. Good boy.\Here's a special stamina meal.\Fill up, Silver.\You've become as light as paper.\But you'll be all right. I'm with you. response:	You'll be healthy again in no time.
context: Idiot...\I swear I'll beat you next time.\Okay, it's okay. Good boy.\Here's a special stamina meal.\Fill up, Silver.\You've become as light as paper.\But you'll be all right. I'm with you.\You'll be healthy again in no time. response:	And then you'll be able to really stretch your wings and fly.
context: I swear I'll beat you next time.\Okay, it's okay. Good boy.\Here's a special stamina meal.\Fill up, Silver.\You've become as light as paper.\But you'll be all right. I'm with you.\You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly. response:	But first I'm going to do my best tomorrow.
context: Okay, it's okay. Good boy.\Here's a special stamina meal.\Fill up, Silver.\You've become as light as paper.\But you'll be all right. I'm with you.\You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow. response:	12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan
context: Here's a special stamina meal.\Fill up, Silver.\You've become as light as paper.\But you'll be all right. I'm with you.\You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan response:	Let's make it a race to see who flies first.
context: Fill up, Silver.\You've become as light as paper.\But you'll be all right. I'm with you.\You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first. response:	Silver Wings
context: You've become as light as paper.\But you'll be all right. I'm with you.\You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first.\Silver Wings response:	River Scenery
context: But you'll be all right. I'm with you.\You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first.\Silver Wings\River Scenery response:	I thought maybe it was a dream.
context: You'll be healthy again in no time.\And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first.\Silver Wings\River Scenery\I thought maybe it was a dream. response:	I was in a strange town, all alone,
context: And then you'll be able to really stretch your wings and fly.\But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first.\Silver Wings\River Scenery\I thought maybe it was a dream.\I was in a strange town, all alone, response:	and didn't know where I should go.
context: But first I'm going to do my best tomorrow.\12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first.\Silver Wings\River Scenery\I thought maybe it was a dream.\I was in a strange town, all alone,\and didn't know where I should go. response:	When I was feeling lonely, and about to cry,
context: 12TH LION KING TOURNAMENT Rei Kiriyama 5th-Dan VS Takeshi Tsujii 9th-Dan After 187 moves, Victory for Rei Kiriyama 5th-Dan\Let's make it a race to see who flies first.\Silver Wings\River Scenery\I thought maybe it was a dream.\I was in a strange town, all alone,\and didn't know where I should go.\When I was feeling lonely, and about to cry, response:	you came running over, out of breath, and with wind-tousled hair,
context: Let's make it a race to see who flies first.\Silver Wings\River Scenery\I thought maybe it was a dream.\I was in a strange town, all alone,\and didn't know where I should go.\When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair, response:	and stood before me.
context: Silver Wings\River Scenery\I thought maybe it was a dream.\I was in a strange town, all alone,\and didn't know where I should go.\When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair,\and stood before me. response:	SWEET SHOP MITSUYOSHI
context: River Scenery\I thought maybe it was a dream.\I was in a strange town, all alone,\and didn't know where I should go.\When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair,\and stood before me.\SWEET SHOP MITSUYOSHI response:	Kiriyama.
context: I thought maybe it was a dream.\I was in a strange town, all alone,\and didn't know where I should go.\When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair,\and stood before me.\SWEET SHOP MITSUYOSHI\Kiriyama. response:	GLEAM GLEAM
context: I was in a strange town, all alone,\and didn't know where I should go.\When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair,\and stood before me.\SWEET SHOP MITSUYOSHI\Kiriyama.\GLEAM GLEAM response:	SERIOUS
context: and didn't know where I should go.\When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair,\and stood before me.\SWEET SHOP MITSUYOSHI\Kiriyama.\GLEAM GLEAM\SERIOUS response:	A-Are you sure about this?
context: When I was feeling lonely, and about to cry,\you came running over, out of breath, and with wind-tousled hair,\and stood before me.\SWEET SHOP MITSUYOSHI\Kiriyama.\GLEAM GLEAM\SERIOUS\A-Are you sure about this? response:	NOD...
context: you came running over, out of breath, and with wind-tousled hair,\and stood before me.\SWEET SHOP MITSUYOSHI\Kiriyama.\GLEAM GLEAM\SERIOUS\A-Are you sure about this?\NOD... response:	Of course.
context: and stood before me.\SWEET SHOP MITSUYOSHI\Kiriyama.\GLEAM GLEAM\SERIOUS\A-Are you sure about this?\NOD...\Of course. response:	Please feel free to add any toppings you like.
context: SWEET SHOP MITSUYOSHI\Kiriyama.\GLEAM GLEAM\SERIOUS\A-Are you sure about this?\NOD...\Of course.\Please feel free to add any toppings you like. response:	But we're supposed to be celebrating your Newcomer King title, Kiriyama.
context: Kiriyama.\GLEAM GLEAM\SERIOUS\A-Are you sure about this?\NOD...\Of course.\Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama. response:	Is it really okay for you to treat us to this...
context: GLEAM GLEAM\SERIOUS\A-Are you sure about this?\NOD...\Of course.\Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this... response:	I promised. So please, order away!
context: SERIOUS\A-Are you sure about this?\NOD...\Of course.\Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this...\I promised. So please, order away! response:	Whoa! O-Okay then, here we go!
context: A-Are you sure about this?\NOD...\Of course.\Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this...\I promised. So please, order away!\Whoa! O-Okay then, here we go! response:	I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!
context: NOD...\Of course.\Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this...\I promised. So please, order away!\Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream! response:	I'll have mine with green tea Bavarian cream and sweet red bean paste!
context: Of course.\Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this...\I promised. So please, order away!\Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste! response:	HUFF HUFF
context: Please feel free to add any toppings you like.\But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this...\I promised. So please, order away!\Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF response:	A-Also, double apricots and rice flour dumplings! Three, no, four!
context: But we're supposed to be celebrating your Newcomer King title, Kiriyama.\Is it really okay for you to treat us to this...\I promised. So please, order away!\Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four! response:	And condensed milk! Condensed milk on top!
context: Is it really okay for you to treat us to this...\I promised. So please, order away!\Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top! response:	A-And another with green tea Bavarian cream, chestnuts, and fresh cream!
context: I promised. So please, order away!\Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream! response:	And I want apricots too! Oh, and I almost forgot.
context: Whoa! O-Okay then, here we go!\I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot. response:	On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!
context: I-I'll have mine with syrup-covered bean jam and fruit with extra beans and fresh cream!\I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream! response:	That's right, Sis! Thank you! I forgot the ice cream, and that's essential!
context: I'll have mine with green tea Bavarian cream and sweet red bean paste!\HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential! response:	Oh, right, what about you, Momo?
context: HUFF HUFF\A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo? response:	The same as Hina!
context: A-Also, double apricots and rice flour dumplings! Three, no, four!\And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo?\The same as Hina! response:	Fwha-haa!
context: And condensed milk! Condensed milk on top!\A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo?\The same as Hina!\Fwha-haa! response:	Then half of that for a kid's version!
context: A-And another with green tea Bavarian cream, chestnuts, and fresh cream!\And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo?\The same as Hina!\Fwha-haa!\Then half of that for a kid's version! response:	Oh dear, I've run out of room.
context: And I want apricots too! Oh, and I almost forgot.\On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo?\The same as Hina!\Fwha-haa!\Then half of that for a kid's version!\Oh dear, I've run out of room. response:	SHIVER
context: On both of those, I'd like two small scoops of vanilla ice cream and sweet red bean ice cream!\That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo?\The same as Hina!\Fwha-haa!\Then half of that for a kid's version!\Oh dear, I've run out of room.\SHIVER response:	SHAKE
context: That's right, Sis! Thank you! I forgot the ice cream, and that's essential!\Oh, right, what about you, Momo?\The same as Hina!\Fwha-haa!\Then half of that for a kid's version!\Oh dear, I've run out of room.\SHIVER\SHAKE response:	C-Can you really eat all that?
context: Oh, right, what about you, Momo?\The same as Hina!\Fwha-haa!\Then half of that for a kid's version!\Oh dear, I've run out of room.\SHIVER\SHAKE\C-Can you really eat all that? response:	Oh yeah, Grandpa. Grandpa, what are you going to have?
context: The same as Hina!\Fwha-haa!\Then half of that for a kid's version!\Oh dear, I've run out of room.\SHIVER\SHAKE\C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have? response:	Me? Let's see here. I'm fine with fried mochi.
context: Fwha-haa!\Then half of that for a kid's version!\Oh dear, I've run out of room.\SHIVER\SHAKE\C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi. response:	Fried mochi?
context: Then half of that for a kid's version!\Oh dear, I've run out of room.\SHIVER\SHAKE\C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi.\Fried mochi? response:	Three, please.
context: Oh dear, I've run out of room.\SHIVER\SHAKE\C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi.\Fried mochi?\Three, please. response:	How about you, Rei? What are you getting?
context: SHIVER\SHAKE\C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi.\Fried mochi?\Three, please.\How about you, Rei? What are you getting? response:	Uh, maybe I'll have udon.
context: SHAKE\C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi.\Fried mochi?\Three, please.\How about you, Rei? What are you getting?\Uh, maybe I'll have udon. response:	Never came to a store like this before
context: C-Can you really eat all that?\Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi.\Fried mochi?\Three, please.\How about you, Rei? What are you getting?\Uh, maybe I'll have udon.\Never came to a store like this before response:	UMM
context: Oh yeah, Grandpa. Grandpa, what are you going to have?\Me? Let's see here. I'm fine with fried mochi.\Fried mochi?\Three, please.\How about you, Rei? What are you getting?\Uh, maybe I'll have udon.\Never came to a store like this before\UMM response:	Uh... This mighty udon.
context: Me? Let's see here. I'm fine with fried mochi.\Fried mochi?\Three, please.\How about you, Rei? What are you getting?\Uh, maybe I'll have udon.\Never came to a store like this before\UMM\Uh... This mighty udon. response:	Mighty udon?!
context: Fried mochi?\Three, please.\How about you, Rei? What are you getting?\Uh, maybe I'll have udon.\Never came to a store like this before\UMM\Uh... This mighty udon.\Mighty udon?! response:	Two...
context: Three, please.\How about you, Rei? What are you getting?\Uh, maybe I'll have udon.\Never came to a store like this before\UMM\Uh... This mighty udon.\Mighty udon?!\Two... response:	- Ahh! - Gasp!
context: How about you, Rei? What are you getting?\Uh, maybe I'll have udon.\Never came to a store like this before\UMM\Uh... This mighty udon.\Mighty udon?!\Two...\- Ahh! - Gasp! response:	Three, please.
context: Uh, maybe I'll have udon.\Never came to a store like this before\UMM\Uh... This mighty udon.\Mighty udon?!\Two...\- Ahh! - Gasp!\Three, please. response:	And some plates for sharing, please.
context: Never came to a store like this before\UMM\Uh... This mighty udon.\Mighty udon?!\Two...\- Ahh! - Gasp!\Three, please.\And some plates for sharing, please. response:	I need to take a little break.
context: UMM\Uh... This mighty udon.\Mighty udon?!\Two...\- Ahh! - Gasp!\Three, please.\And some plates for sharing, please.\I need to take a little break. response:	This is painful.
context: Uh... This mighty udon.\Mighty udon?!\Two...\- Ahh! - Gasp!\Three, please.\And some plates for sharing, please.\I need to take a little break.\This is painful. response:	I ate so much that I can't move.
context: Mighty udon?!\Two...\- Ahh! - Gasp!\Three, please.\And some plates for sharing, please.\I need to take a little break.\This is painful.\I ate so much that I can't move. response:	My tummy's filled to bursting!
context: Two...\- Ahh! - Gasp!\Three, please.\And some plates for sharing, please.\I need to take a little break.\This is painful.\I ate so much that I can't move.\My tummy's filled to bursting! response:	TUG
context: - Ahh! - Gasp!\Three, please.\And some plates for sharing, please.\I need to take a little break.\This is painful.\I ate so much that I can't move.\My tummy's filled to bursting!\TUG response:	What should I do? I might not be able to fit into my dress for work tomorrow!
context: Three, please.\And some plates for sharing, please.\I need to take a little break.\This is painful.\I ate so much that I can't move.\My tummy's filled to bursting!\TUG\What should I do? I might not be able to fit into my dress for work tomorrow! response:	SQUEEZE SQUEEZE
context: And some plates for sharing, please.\I need to take a little break.\This is painful.\I ate so much that I can't move.\My tummy's filled to bursting!\TUG\What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE response:	Th-The zipper won't go up!
context: I need to take a little break.\This is painful.\I ate so much that I can't move.\My tummy's filled to bursting!\TUG\What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE\Th-The zipper won't go up! response:	Hey, Akari! Did you gain weight again?
context: This is painful.\I ate so much that I can't move.\My tummy's filled to bursting!\TUG\What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE\Th-The zipper won't go up!\Hey, Akari! Did you gain weight again? response:	SHIVER SHIVER
context: I ate so much that I can't move.\My tummy's filled to bursting!\TUG\What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE\Th-The zipper won't go up!\Hey, Akari! Did you gain weight again?\SHIVER SHIVER response:	What should I do? Auntie will scold me again.
context: My tummy's filled to bursting!\TUG\What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE\Th-The zipper won't go up!\Hey, Akari! Did you gain weight again?\SHIVER SHIVER\What should I do? Auntie will scold me again. response:	But I'm happy.
context: TUG\What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE\Th-The zipper won't go up!\Hey, Akari! Did you gain weight again?\SHIVER SHIVER\What should I do? Auntie will scold me again.\But I'm happy. response:	Women are terrifying!
context: What should I do? I might not be able to fit into my dress for work tomorrow!\SQUEEZE SQUEEZE\Th-The zipper won't go up!\Hey, Akari! Did you gain weight again?\SHIVER SHIVER\What should I do? Auntie will scold me again.\But I'm happy.\Women are terrifying! response:	Just how much can they put away?
context: SQUEEZE SQUEEZE\Th-The zipper won't go up!\Hey, Akari! Did you gain weight again?\SHIVER SHIVER\What should I do? Auntie will scold me again.\But I'm happy.\Women are terrifying!\Just how much can they put away? response:	They kept piling on the extra ingredients.
context: Th-The zipper won't go up!\Hey, Akari! Did you gain weight again?\SHIVER SHIVER\What should I do? Auntie will scold me again.\But I'm happy.\Women are terrifying!\Just how much can they put away?\They kept piling on the extra ingredients. response:	In the end, there was enough to fill a wash basin.
context: Hey, Akari! Did you gain weight again?\SHIVER SHIVER\What should I do? Auntie will scold me again.\But I'm happy.\Women are terrifying!\Just how much can they put away?\They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin. response:	FULLY-LOADED
context: SHIVER SHIVER\What should I do? Auntie will scold me again.\But I'm happy.\Women are terrifying!\Just how much can they put away?\They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin.\FULLY-LOADED response:	I think they had different dishes than all the other customers.
context: What should I do? Auntie will scold me again.\But I'm happy.\Women are terrifying!\Just how much can they put away?\They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin.\FULLY-LOADED\I think they had different dishes than all the other customers. response:	Yes...
context: But I'm happy.\Women are terrifying!\Just how much can they put away?\They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin.\FULLY-LOADED\I think they had different dishes than all the other customers.\Yes... response:	I think they might have used plates that are normally for chilled Chinese noodles.
context: Women are terrifying!\Just how much can they put away?\They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin.\FULLY-LOADED\I think they had different dishes than all the other customers.\Yes...\I think they might have used plates that are normally for chilled Chinese noodles. response:	G-Grandpa, this is your fault.
context: Just how much can they put away?\They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin.\FULLY-LOADED\I think they had different dishes than all the other customers.\Yes...\I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault. response:	URGH
context: They kept piling on the extra ingredients.\In the end, there was enough to fill a wash basin.\FULLY-LOADED\I think they had different dishes than all the other customers.\Yes...\I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault.\URGH response:	B-Because you ordered fried mochi.
context: In the end, there was enough to fill a wash basin.\FULLY-LOADED\I think they had different dishes than all the other customers.\Yes...\I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault.\URGH\B-Because you ordered fried mochi. response:	You too, Kiriyama, because you ordered mighty udon.
context: FULLY-LOADED\I think they had different dishes than all the other customers.\Yes...\I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault.\URGH\B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon. response:	IT HURTS
context: I think they had different dishes than all the other customers.\Yes...\I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault.\URGH\B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon.\IT HURTS response:	It hurts!
context: Yes...\I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault.\URGH\B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon.\IT HURTS\It hurts! response:	WHAT
context: I think they might have used plates that are normally for chilled Chinese noodles.\G-Grandpa, this is your fault.\URGH\B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon.\IT HURTS\It hurts!\WHAT response:	Why? It's my fault?
context: G-Grandpa, this is your fault.\URGH\B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon.\IT HURTS\It hurts!\WHAT\Why? It's my fault? response:	M-Me too? Why?
context: URGH\B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon.\IT HURTS\It hurts!\WHAT\Why? It's my fault?\M-Me too? Why? response:	Think about it!
context: B-Because you ordered fried mochi.\You too, Kiriyama, because you ordered mighty udon.\IT HURTS\It hurts!\WHAT\Why? It's my fault?\M-Me too? Why?\Think about it! response:	Something sweet! Something salty!
context: You too, Kiriyama, because you ordered mighty udon.\IT HURTS\It hurts!\WHAT\Why? It's my fault?\M-Me too? Why?\Think about it!\Something sweet! Something salty! response:	Sweet! Salty! And sweet, and salty!
context: IT HURTS\It hurts!\WHAT\Why? It's my fault?\M-Me too? Why?\Think about it!\Something sweet! Something salty!\Sweet! Salty! And sweet, and salty! response:	It was that demonic loop!
context: It hurts!\WHAT\Why? It's my fault?\M-Me too? Why?\Think about it!\Something sweet! Something salty!\Sweet! Salty! And sweet, and salty!\It was that demonic loop! response:	And then, after our tummies were chilled from the ice cream,
context: WHAT\Why? It's my fault?\M-Me too? Why?\Think about it!\Something sweet! Something salty!\Sweet! Salty! And sweet, and salty!\It was that demonic loop!\And then, after our tummies were chilled from the ice cream, response:	we warmed them up with the mighty udon.
context: Why? It's my fault?\M-Me too? Why?\Think about it!\Something sweet! Something salty!\Sweet! Salty! And sweet, and salty!\It was that demonic loop!\And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon. response:	So, cold, hot, cold, hot! It just went back and forth, back and forth!
context: M-Me too? Why?\Think about it!\Something sweet! Something salty!\Sweet! Salty! And sweet, and salty!\It was that demonic loop!\And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth! response:	Is this an auditory hallucination?
context: Think about it!\Something sweet! Something salty!\Sweet! Salty! And sweet, and salty!\It was that demonic loop!\And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination? response:	I'm getting a flashback of Grandma and Mikako saying something like it.
context: Something sweet! Something salty!\Sweet! Salty! And sweet, and salty!\It was that demonic loop!\And then, after our tummies were chilled from the ice cream,\we warmed them up with the mighty udon.\So, cold, hot, cold, hot! It just went back and forth, back and forth!\Is this an auditory hallucination?\I'm getting a flashback of Grandma and Mikako saying something like it. response:	If the taste keeps changing, I can't stop eating! How could you?
