context: I say yes response:	Stay with me
context: We need to catch up with Agnes fast!\We'll head out now.\But...\We'll crash!\There they go.\Will they really be all right?\With all these parts left behind...\Geez, what's with the racket so early in the morning? response:	Emergency?
context: We'll head out now.\But...\We'll crash!\There they go.\Will they really be all right?\With all these parts left behind...\Geez, what's with the racket so early in the morning?\Emergency? response:	What? What?
context: But...\We'll crash!\There they go.\Will they really be all right?\With all these parts left behind...\Geez, what's with the racket so early in the morning?\Emergency?\What? What? response:	What's the emergency?
context: We'll crash!\There they go.\Will they really be all right?\With all these parts left behind...\Geez, what's with the racket so early in the morning?\Emergency?\What? What?\What's the emergency? response:	So, Princess got kidnapped from the castle?
context: There they go.\Will they really be all right?\With all these parts left behind...\Geez, what's with the racket so early in the morning?\Emergency?\What? What?\What's the emergency?\So, Princess got kidnapped from the castle? response:	Speaking of that, she said that she thought there was a spy in the castle.
context: Will they really be all right?\With all these parts left behind...\Geez, what's with the racket so early in the morning?\Emergency?\What? What?\What's the emergency?\So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle. response:	Could it be that person?
context: With all these parts left behind...\Geez, what's with the racket so early in the morning?\Emergency?\What? What?\What's the emergency?\So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person? response:	I heard that, too.
context: Geez, what's with the racket so early in the morning?\Emergency?\What? What?\What's the emergency?\So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person?\I heard that, too. response:	The Ring of Andvari was also stolen.
context: Emergency?\What? What?\What's the emergency?\So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person?\I heard that, too.\The Ring of Andvari was also stolen. response:	What?
context: What? What?\What's the emergency?\So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person?\I heard that, too.\The Ring of Andvari was also stolen.\What? response:	That was supposed to be returned to the Spirit of Water.
context: What's the emergency?\So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person?\I heard that, too.\The Ring of Andvari was also stolen.\What?\That was supposed to be returned to the Spirit of Water. response:	Yes...
context: So, Princess got kidnapped from the castle?\Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person?\I heard that, too.\The Ring of Andvari was also stolen.\What?\That was supposed to be returned to the Spirit of Water.\Yes... response:	But before doing that the castle was holding on to it temporarily.
context: Speaking of that, she said that she thought there was a spy in the castle.\Could it be that person?\I heard that, too.\The Ring of Andvari was also stolen.\What?\That was supposed to be returned to the Spirit of Water.\Yes...\But before doing that the castle was holding on to it temporarily. response:	If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?
context: Could it be that person?\I heard that, too.\The Ring of Andvari was also stolen.\What?\That was supposed to be returned to the Spirit of Water.\Yes...\But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right? response:	What's the use for such a thing?
context: I heard that, too.\The Ring of Andvari was also stolen.\What?\That was supposed to be returned to the Spirit of Water.\Yes...\But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing? response:	Obviously, it's for controlling the dead.
context: The Ring of Andvari was also stolen.\What?\That was supposed to be returned to the Spirit of Water.\Yes...\But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing?\Obviously, it's for controlling the dead. response:	S-So, what for?
context: What?\That was supposed to be returned to the Spirit of Water.\Yes...\But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing?\Obviously, it's for controlling the dead.\S-So, what for? response:	How would I know?
context: That was supposed to be returned to the Spirit of Water.\Yes...\But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing?\Obviously, it's for controlling the dead.\S-So, what for?\How would I know? response:	Rather than that, we need to catch up with them fast.
context: Yes...\But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing?\Obviously, it's for controlling the dead.\S-So, what for?\How would I know?\Rather than that, we need to catch up with them fast. response:	Hey, can't this go any faster?
context: But before doing that the castle was holding on to it temporarily.\If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing?\Obviously, it's for controlling the dead.\S-So, what for?\How would I know?\Rather than that, we need to catch up with them fast.\Hey, can't this go any faster? response:	It's not working very well...
context: If I remember correctly, Montmo said it's a magical item that gives the dead a false life, right?\What's the use for such a thing?\Obviously, it's for controlling the dead.\S-So, what for?\How would I know?\Rather than that, we need to catch up with them fast.\Hey, can't this go any faster?\It's not working very well... response:	What are you doing?
context: What's the use for such a thing?\Obviously, it's for controlling the dead.\S-So, what for?\How would I know?\Rather than that, we need to catch up with them fast.\Hey, can't this go any faster?\It's not working very well...\What are you doing? response:	I-I don't know!
context: Obviously, it's for controlling the dead.\S-So, what for?\How would I know?\Rather than that, we need to catch up with them fast.\Hey, can't this go any faster?\It's not working very well...\What are you doing?\I-I don't know! response:	Princess...
context: S-So, what for?\How would I know?\Rather than that, we need to catch up with them fast.\Hey, can't this go any faster?\It's not working very well...\What are you doing?\I-I don't know!\Princess... response:	I hope she's safe.
context: How would I know?\Rather than that, we need to catch up with them fast.\Hey, can't this go any faster?\It's not working very well...\What are you doing?\I-I don't know!\Princess...\I hope she's safe. response:	Who's there?
context: Rather than that, we need to catch up with them fast.\Hey, can't this go any faster?\It's not working very well...\What are you doing?\I-I don't know!\Princess...\I hope she's safe.\Who's there? response:	I am sorry to surprise you.
context: Hey, can't this go any faster?\It's not working very well...\What are you doing?\I-I don't know!\Princess...\I hope she's safe.\Who's there?\I am sorry to surprise you. response:	I thought that the Spirit of Water was...
context: It's not working very well...\What are you doing?\I-I don't know!\Princess...\I hope she's safe.\Who's there?\I am sorry to surprise you.\I thought that the Spirit of Water was... response:	You flatter me...
context: What are you doing?\I-I don't know!\Princess...\I hope she's safe.\Who's there?\I am sorry to surprise you.\I thought that the Spirit of Water was...\You flatter me... response:	You have become beautiful, Henrietta.
context: I-I don't know!\Princess...\I hope she's safe.\Who's there?\I am sorry to surprise you.\I thought that the Spirit of Water was...\You flatter me...\You have become beautiful, Henrietta. response:	You are more beautiful than the Spirit of Water herself.
context: Princess...\I hope she's safe.\Who's there?\I am sorry to surprise you.\I thought that the Spirit of Water was...\You flatter me...\You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself. response:	Wales-sama.
context: I hope she's safe.\Who's there?\I am sorry to surprise you.\I thought that the Spirit of Water was...\You flatter me...\You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself.\Wales-sama. response:	We are almost at the place of our first meeting.
context: Who's there?\I am sorry to surprise you.\I thought that the Spirit of Water was...\You flatter me...\You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself.\Wales-sama.\We are almost at the place of our first meeting. response:	Lagdorian Lake.
context: I am sorry to surprise you.\I thought that the Spirit of Water was...\You flatter me...\You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself.\Wales-sama.\We are almost at the place of our first meeting.\Lagdorian Lake. response:	Lagdorian...
context: I thought that the Spirit of Water was...\You flatter me...\You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself.\Wales-sama.\We are almost at the place of our first meeting.\Lagdorian Lake.\Lagdorian... response:	I have a ship hidden by the lakeside.
context: You flatter me...\You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself.\Wales-sama.\We are almost at the place of our first meeting.\Lagdorian Lake.\Lagdorian...\I have a ship hidden by the lakeside. response:	We will fly to the Albion using that.
context: You have become beautiful, Henrietta.\You are more beautiful than the Spirit of Water herself.\Wales-sama.\We are almost at the place of our first meeting.\Lagdorian Lake.\Lagdorian...\I have a ship hidden by the lakeside.\We will fly to the Albion using that. response:	Albion...
context: You are more beautiful than the Spirit of Water herself.\Wales-sama.\We are almost at the place of our first meeting.\Lagdorian Lake.\Lagdorian...\I have a ship hidden by the lakeside.\We will fly to the Albion using that.\Albion... response:	I love you, Henrietta.
context: Wales-sama.\We are almost at the place of our first meeting.\Lagdorian Lake.\Lagdorian...\I have a ship hidden by the lakeside.\We will fly to the Albion using that.\Albion...\I love you, Henrietta. response:	I will not let anyone interfere with us.
context: We are almost at the place of our first meeting.\Lagdorian Lake.\Lagdorian...\I have a ship hidden by the lakeside.\We will fly to the Albion using that.\Albion...\I love you, Henrietta.\I will not let anyone interfere with us. response:	Faster!
context: Lagdorian Lake.\Lagdorian...\I have a ship hidden by the lakeside.\We will fly to the Albion using that.\Albion...\I love you, Henrietta.\I will not let anyone interfere with us.\Faster! response:	We must catch up and save Her Highness as soon as possible!
context: Lagdorian...\I have a ship hidden by the lakeside.\We will fly to the Albion using that.\Albion...\I love you, Henrietta.\I will not let anyone interfere with us.\Faster!\We must catch up and save Her Highness as soon as possible! response:	Yes, Sir!
context: I have a ship hidden by the lakeside.\We will fly to the Albion using that.\Albion...\I love you, Henrietta.\I will not let anyone interfere with us.\Faster!\We must catch up and save Her Highness as soon as possible!\Yes, Sir! response:	Captain, I see Her Highness!
context: We will fly to the Albion using that.\Albion...\I love you, Henrietta.\I will not let anyone interfere with us.\Faster!\We must catch up and save Her Highness as soon as possible!\Yes, Sir!\Captain, I see Her Highness! response:	Spread out, Michel!
context: Albion...\I love you, Henrietta.\I will not let anyone interfere with us.\Faster!\We must catch up and save Her Highness as soon as possible!\Yes, Sir!\Captain, I see Her Highness!\Spread out, Michel! response:	Aim at the horse!
context: I love you, Henrietta.\I will not let anyone interfere with us.\Faster!\We must catch up and save Her Highness as soon as possible!\Yes, Sir!\Captain, I see Her Highness!\Spread out, Michel!\Aim at the horse! response:	Do not hit Her Highness!
context: I will not let anyone interfere with us.\Faster!\We must catch up and save Her Highness as soon as possible!\Yes, Sir!\Captain, I see Her Highness!\Spread out, Michel!\Aim at the horse!\Do not hit Her Highness! response:	Watch out, Captain!
context: Faster!\We must catch up and save Her Highness as soon as possible!\Yes, Sir!\Captain, I see Her Highness!\Spread out, Michel!\Aim at the horse!\Do not hit Her Highness!\Watch out, Captain! response:	Wales-sama...
context: We must catch up and save Her Highness as soon as possible!\Yes, Sir!\Captain, I see Her Highness!\Spread out, Michel!\Aim at the horse!\Do not hit Her Highness!\Watch out, Captain!\Wales-sama... response:	How horrible...
context: Yes, Sir!\Captain, I see Her Highness!\Spread out, Michel!\Aim at the horse!\Do not hit Her Highness!\Watch out, Captain!\Wales-sama...\How horrible... response:	That was my Musketeer Force.
context: Captain, I see Her Highness!\Spread out, Michel!\Aim at the horse!\Do not hit Her Highness!\Watch out, Captain!\Wales-sama...\How horrible...\That was my Musketeer Force. response:	I am sorry.
context: Spread out, Michel!\Aim at the horse!\Do not hit Her Highness!\Watch out, Captain!\Wales-sama...\How horrible...\That was my Musketeer Force.\I am sorry. response:	I did not want anyone to interfere with us.
context: Aim at the horse!\Do not hit Her Highness!\Watch out, Captain!\Wales-sama...\How horrible...\That was my Musketeer Force.\I am sorry.\I did not want anyone to interfere with us. response:	What?
context: Do not hit Her Highness!\Watch out, Captain!\Wales-sama...\How horrible...\That was my Musketeer Force.\I am sorry.\I did not want anyone to interfere with us.\What? response:	Trust me.
context: Watch out, Captain!\Wales-sama...\How horrible...\That was my Musketeer Force.\I am sorry.\I did not want anyone to interfere with us.\What?\Trust me. response:	I will explain everything to you later.
context: Wales-sama...\How horrible...\That was my Musketeer Force.\I am sorry.\I did not want anyone to interfere with us.\What?\Trust me.\I will explain everything to you later. response:	You should just be quiet and follow me.
context: How horrible...\That was my Musketeer Force.\I am sorry.\I did not want anyone to interfere with us.\What?\Trust me.\I will explain everything to you later.\You should just be quiet and follow me. response:	But...
context: That was my Musketeer Force.\I am sorry.\I did not want anyone to interfere with us.\What?\Trust me.\I will explain everything to you later.\You should just be quiet and follow me.\But... response:	All you have to do is act according to those words you said when you made the oath.
context: I am sorry.\I did not want anyone to interfere with us.\What?\Trust me.\I will explain everything to you later.\You should just be quiet and follow me.\But...\All you have to do is act according to those words you said when you made the oath. response:	I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.
context: I did not want anyone to interfere with us.\What?\Trust me.\I will explain everything to you later.\You should just be quiet and follow me.\But...\All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water. response:	I will love Wales-sama for all eternity.
context: What?\Trust me.\I will explain everything to you later.\You should just be quiet and follow me.\But...\All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity. response:	I love you, Henrietta.
context: Trust me.\I will explain everything to you later.\You should just be quiet and follow me.\But...\All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity.\I love you, Henrietta. response:	Let us speak our oath by the lakeside again.
context: I will explain everything to you later.\You should just be quiet and follow me.\But...\All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity.\I love you, Henrietta.\Let us speak our oath by the lakeside again. response:	I, Prince Wales of Albion, will love Henrietta for all eternity.
context: You should just be quiet and follow me.\But...\All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity.\I love you, Henrietta.\Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity. response:	Wales-sama...
context: But...\All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity.\I love you, Henrietta.\Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama... response:	Crap, this might crash.
context: All you have to do is act according to those words you said when you made the oath.\I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity.\I love you, Henrietta.\Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama...\Crap, this might crash. response:	What do you mean, crash?!
context: I, Henrietta of the Tristain Kingdom, hereby make an oath to the Spirit of Water.\I will love Wales-sama for all eternity.\I love you, Henrietta.\Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama...\Crap, this might crash.\What do you mean, crash?! response:	In other words...
context: I will love Wales-sama for all eternity.\I love you, Henrietta.\Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama...\Crap, this might crash.\What do you mean, crash?!\In other words... response:	This is what I mean.
context: I love you, Henrietta.\Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama...\Crap, this might crash.\What do you mean, crash?!\In other words...\This is what I mean. response:	You idiot!
context: Let us speak our oath by the lakeside again.\I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama...\Crap, this might crash.\What do you mean, crash?!\In other words...\This is what I mean.\You idiot! response:	Saito, you stupid, stupid idiot!
context: I, Prince Wales of Albion, will love Henrietta for all eternity.\Wales-sama...\Crap, this might crash.\What do you mean, crash?!\In other words...\This is what I mean.\You idiot!\Saito, you stupid, stupid idiot! response:	What are you going to do?
context: Wales-sama...\Crap, this might crash.\What do you mean, crash?!\In other words...\This is what I mean.\You idiot!\Saito, you stupid, stupid idiot!\What are you going to do? response:	We need to save the Princess!
context: Crap, this might crash.\What do you mean, crash?!\In other words...\This is what I mean.\You idiot!\Saito, you stupid, stupid idiot!\What are you going to do?\We need to save the Princess! response:	Ow, don't hit me!
context: What do you mean, crash?!\In other words...\This is what I mean.\You idiot!\Saito, you stupid, stupid idiot!\What are you going to do?\We need to save the Princess!\Ow, don't hit me! response:	I'll make it land somehow!
context: In other words...\This is what I mean.\You idiot!\Saito, you stupid, stupid idiot!\What are you going to do?\We need to save the Princess!\Ow, don't hit me!\I'll make it land somehow! response:	Idiot!
context: This is what I mean.\You idiot!\Saito, you stupid, stupid idiot!\What are you going to do?\We need to save the Princess!\Ow, don't hit me!\I'll make it land somehow!\Idiot! response:	This is...
context: You idiot!\Saito, you stupid, stupid idiot!\What are you going to do?\We need to save the Princess!\Ow, don't hit me!\I'll make it land somehow!\Idiot!\This is... response:	Tabitha!
context: Saito, you stupid, stupid idiot!\What are you going to do?\We need to save the Princess!\Ow, don't hit me!\I'll make it land somehow!\Idiot!\This is...\Tabitha! response:	Kirche!
context: What are you going to do?\We need to save the Princess!\Ow, don't hit me!\I'll make it land somehow!\Idiot!\This is...\Tabitha!\Kirche! response:	Hi, Darling.
context: We need to save the Princess!\Ow, don't hit me!\I'll make it land somehow!\Idiot!\This is...\Tabitha!\Kirche!\Hi, Darling. response:	Your Kirche's here for you.
context: Ow, don't hit me!\I'll make it land somehow!\Idiot!\This is...\Tabitha!\Kirche!\Hi, Darling.\Your Kirche's here for you. response:	What did you two come here for?
context: I'll make it land somehow!\Idiot!\This is...\Tabitha!\Kirche!\Hi, Darling.\Your Kirche's here for you.\What did you two come here for? response:	Hey, I don't think we deserve that after saving you.
context: Idiot!\This is...\Tabitha!\Kirche!\Hi, Darling.\Your Kirche's here for you.\What did you two come here for?\Hey, I don't think we deserve that after saving you. response:	Thanks, you saved us.
context: This is...\Tabitha!\Kirche!\Hi, Darling.\Your Kirche's here for you.\What did you two come here for?\Hey, I don't think we deserve that after saving you.\Thanks, you saved us. response:	Hey, this is a secret mission.
context: Tabitha!\Kirche!\Hi, Darling.\Your Kirche's here for you.\What did you two come here for?\Hey, I don't think we deserve that after saving you.\Thanks, you saved us.\Hey, this is a secret mission. response:	Don't follow us!
context: Kirche!\Hi, Darling.\Your Kirche's here for you.\What did you two come here for?\Hey, I don't think we deserve that after saving you.\Thanks, you saved us.\Hey, this is a secret mission.\Don't follow us! response:	Hearing that makes me want to follow you even more.
context: Hi, Darling.\Your Kirche's here for you.\What did you two come here for?\Hey, I don't think we deserve that after saving you.\Thanks, you saved us.\Hey, this is a secret mission.\Don't follow us!\Hearing that makes me want to follow you even more. response:	Hey!
context: Your Kirche's here for you.\What did you two come here for?\Hey, I don't think we deserve that after saving you.\Thanks, you saved us.\Hey, this is a secret mission.\Don't follow us!\Hearing that makes me want to follow you even more.\Hey! response:	Below.
context: What did you two come here for?\Hey, I don't think we deserve that after saving you.\Thanks, you saved us.\Hey, this is a secret mission.\Don't follow us!\Hearing that makes me want to follow you even more.\Hey!\Below. response:	Princess!
context: Hey, I don't think we deserve that after saving you.\Thanks, you saved us.\Hey, this is a secret mission.\Don't follow us!\Hearing that makes me want to follow you even more.\Hey!\Below.\Princess! response:	That's...
context: Thanks, you saved us.\Hey, this is a secret mission.\Don't follow us!\Hearing that makes me want to follow you even more.\Hey!\Below.\Princess!\That's... response:	Prince Wales?!
context: Hey, this is a secret mission.\Don't follow us!\Hearing that makes me want to follow you even more.\Hey!\Below.\Princess!\That's...\Prince Wales?! response:	No way...
context: Don't follow us!\Hearing that makes me want to follow you even more.\Hey!\Below.\Princess!\That's...\Prince Wales?!\No way... response:	It can't be...
context: Hearing that makes me want to follow you even more.\Hey!\Below.\Princess!\That's...\Prince Wales?!\No way...\It can't be... response:	That Prince should be dead.
context: Hey!\Below.\Princess!\That's...\Prince Wales?!\No way...\It can't be...\That Prince should be dead. response:	Could it be...
context: Below.\Princess!\That's...\Prince Wales?!\No way...\It can't be...\That Prince should be dead.\Could it be... response:	The Ring of Andvari?
context: Princess!\That's...\Prince Wales?!\No way...\It can't be...\That Prince should be dead.\Could it be...\The Ring of Andvari? response:	Are you all right?
context: That's...\Prince Wales?!\No way...\It can't be...\That Prince should be dead.\Could it be...\The Ring of Andvari?\Are you all right? response:	Yes.
context: Prince Wales?!\No way...\It can't be...\That Prince should be dead.\Could it be...\The Ring of Andvari?\Are you all right?\Yes. response:	Let us go. The ship is up ahead.
context: No way...\It can't be...\That Prince should be dead.\Could it be...\The Ring of Andvari?\Are you all right?\Yes.\Let us go. The ship is up ahead. response:	Okay.
context: It can't be...\That Prince should be dead.\Could it be...\The Ring of Andvari?\Are you all right?\Yes.\Let us go. The ship is up ahead.\Okay. response:	Princess!
context: That Prince should be dead.\Could it be...\The Ring of Andvari?\Are you all right?\Yes.\Let us go. The ship is up ahead.\Okay.\Princess! response:	Are you all right?
context: Could it be...\The Ring of Andvari?\Are you all right?\Yes.\Let us go. The ship is up ahead.\Okay.\Princess!\Are you all right? response:	Inescapable.
context: The Ring of Andvari?\Are you all right?\Yes.\Let us go. The ship is up ahead.\Okay.\Princess!\Are you all right?\Inescapable. response:	Excuse us.
context: Are you all right?\Yes.\Let us go. The ship is up ahead.\Okay.\Princess!\Are you all right?\Inescapable.\Excuse us. response:	Hold on, is that Queen Henrietta?
context: Yes.\Let us go. The ship is up ahead.\Okay.\Princess!\Are you all right?\Inescapable.\Excuse us.\Hold on, is that Queen Henrietta? response:	Return the Princess to us!
context: Let us go. The ship is up ahead.\Okay.\Princess!\Are you all right?\Inescapable.\Excuse us.\Hold on, is that Queen Henrietta?\Return the Princess to us! response:	What a foolish thing to say.
context: Okay.\Princess!\Are you all right?\Inescapable.\Excuse us.\Hold on, is that Queen Henrietta?\Return the Princess to us!\What a foolish thing to say. response:	Henrietta came with me under her own free will.
context: Princess!\Are you all right?\Inescapable.\Excuse us.\Hold on, is that Queen Henrietta?\Return the Princess to us!\What a foolish thing to say.\Henrietta came with me under her own free will. response:	What?
context: Are you all right?\Inescapable.\Excuse us.\Hold on, is that Queen Henrietta?\Return the Princess to us!\What a foolish thing to say.\Henrietta came with me under her own free will.\What? response:	Princess!
context: Inescapable.\Excuse us.\Hold on, is that Queen Henrietta?\Return the Princess to us!\What a foolish thing to say.\Henrietta came with me under her own free will.\What?\Princess! response:	Wales, don't tell me that you...
context: Excuse us.\Hold on, is that Queen Henrietta?\Return the Princess to us!\What a foolish thing to say.\Henrietta came with me under her own free will.\What?\Princess!\Wales, don't tell me that you... response:	were revived with the Ring of Andvari?
context: Hold on, is that Queen Henrietta?\Return the Princess to us!\What a foolish thing to say.\Henrietta came with me under her own free will.\What?\Princess!\Wales, don't tell me that you...\were revived with the Ring of Andvari? response:	What did you say?
context: Return the Princess to us!\What a foolish thing to say.\Henrietta came with me under her own free will.\What?\Princess!\Wales, don't tell me that you...\were revived with the Ring of Andvari?\What did you say? response:	Ring of Andvari, eh?
context: What a foolish thing to say.\Henrietta came with me under her own free will.\What?\Princess!\Wales, don't tell me that you...\were revived with the Ring of Andvari?\What did you say?\Ring of Andvari, eh? response:	I have heard of it.
context: Henrietta came with me under her own free will.\What?\Princess!\Wales, don't tell me that you...\were revived with the Ring of Andvari?\What did you say?\Ring of Andvari, eh?\I have heard of it. response:	It is a magic item that gives false lives to the dead, right?
context: What?\Princess!\Wales, don't tell me that you...\were revived with the Ring of Andvari?\What did you say?\Ring of Andvari, eh?\I have heard of it.\It is a magic item that gives false lives to the dead, right? response:	If that were true... it would be a frightening thing.
context: Princess!\Wales, don't tell me that you...\were revived with the Ring of Andvari?\What did you say?\Ring of Andvari, eh?\I have heard of it.\It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing. response:	Princess! Your Highness!
context: Wales, don't tell me that you...\were revived with the Ring of Andvari?\What did you say?\Ring of Andvari, eh?\I have heard of it.\It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing.\Princess! Your Highness! response:	Please come to us!
context: were revived with the Ring of Andvari?\What did you say?\Ring of Andvari, eh?\I have heard of it.\It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing.\Princess! Your Highness!\Please come to us! response:	He is not Wales-sama.
context: What did you say?\Ring of Andvari, eh?\I have heard of it.\It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing.\Princess! Your Highness!\Please come to us!\He is not Wales-sama. response:	It is a phantom of the Prince!
context: Ring of Andvari, eh?\I have heard of it.\It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing.\Princess! Your Highness!\Please come to us!\He is not Wales-sama.\It is a phantom of the Prince! response:	Louise, do not speak such nonsense!
context: I have heard of it.\It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing.\Princess! Your Highness!\Please come to us!\He is not Wales-sama.\It is a phantom of the Prince!\Louise, do not speak such nonsense! response:	The one who died was Wales-sama's double!
context: It is a magic item that gives false lives to the dead, right?\If that were true... it would be a frightening thing.\Princess! Your Highness!\Please come to us!\He is not Wales-sama.\It is a phantom of the Prince!\Louise, do not speak such nonsense!\The one who died was Wales-sama's double! response:	This is Wales-sama himself!
context: If that were true... it would be a frightening thing.\Princess! Your Highness!\Please come to us!\He is not Wales-sama.\It is a phantom of the Prince!\Louise, do not speak such nonsense!\The one who died was Wales-sama's double!\This is Wales-sama himself! response:	Now, you shall let us through here.
context: Princess! Your Highness!\Please come to us!\He is not Wales-sama.\It is a phantom of the Prince!\Louise, do not speak such nonsense!\The one who died was Wales-sama's double!\This is Wales-sama himself!\Now, you shall let us through here. response:	Princess!
context: Please come to us!\He is not Wales-sama.\It is a phantom of the Prince!\Louise, do not speak such nonsense!\The one who died was Wales-sama's double!\This is Wales-sama himself!\Now, you shall let us through here.\Princess! response:	I don't really get it, but...
context: He is not Wales-sama.\It is a phantom of the Prince!\Louise, do not speak such nonsense!\The one who died was Wales-sama's double!\This is Wales-sama himself!\Now, you shall let us through here.\Princess!\I don't really get it, but... response:	Conversation is futile.
context: It is a phantom of the Prince!\Louise, do not speak such nonsense!\The one who died was Wales-sama's double!\This is Wales-sama himself!\Now, you shall let us through here.\Princess!\I don't really get it, but...\Conversation is futile. response:	Lavis fortal is hetha wind.
context: Louise, do not speak such nonsense!\The one who died was Wales-sama's double!\This is Wales-sama himself!\Now, you shall let us through here.\Princess!\I don't really get it, but...\Conversation is futile.\Lavis fortal is hetha wind. response:	It is meaningless.
context: The one who died was Wales-sama's double!\This is Wales-sama himself!\Now, you shall let us through here.\Princess!\I don't really get it, but...\Conversation is futile.\Lavis fortal is hetha wind.\It is meaningless. response:	Your attacks cannot wound me.
context: This is Wales-sama himself!\Now, you shall let us through here.\Princess!\I don't really get it, but...\Conversation is futile.\Lavis fortal is hetha wind.\It is meaningless.\Your attacks cannot wound me. response:	Wales-sama.
context: Now, you shall let us through here.\Princess!\I don't really get it, but...\Conversation is futile.\Lavis fortal is hetha wind.\It is meaningless.\Your attacks cannot wound me.\Wales-sama. response:	How about this, then?
context: Princess!\I don't really get it, but...\Conversation is futile.\Lavis fortal is hetha wind.\It is meaningless.\Your attacks cannot wound me.\Wales-sama.\How about this, then? response:	I said that it is meaningless!
context: I don't really get it, but...\Conversation is futile.\Lavis fortal is hetha wind.\It is meaningless.\Your attacks cannot wound me.\Wales-sama.\How about this, then?\I said that it is meaningless! response:	Kirche, Tabitha!
context: Conversation is futile.\Lavis fortal is hetha wind.\It is meaningless.\Your attacks cannot wound me.\Wales-sama.\How about this, then?\I said that it is meaningless!\Kirche, Tabitha! response:	Princess, you saw that, did you not?
context: Lavis fortal is hetha wind.\It is meaningless.\Your attacks cannot wound me.\Wales-sama.\How about this, then?\I said that it is meaningless!\Kirche, Tabitha!\Princess, you saw that, did you not? response:	He's a phantom with a false life!
context: It is meaningless.\Your attacks cannot wound me.\Wales-sama.\How about this, then?\I said that it is meaningless!\Kirche, Tabitha!\Princess, you saw that, did you not?\He's a phantom with a false life! response:	No.
context: Your attacks cannot wound me.\Wales-sama.\How about this, then?\I said that it is meaningless!\Kirche, Tabitha!\Princess, you saw that, did you not?\He's a phantom with a false life!\No. response:	No!
