context: Everyone here is out playing around at night. response:	Which means...
context: 10 seconds feels a long time when you're waiting.\Why wasn't I able to make it less than 10 seconds?\Alright, that should be good.\What's this?\There's more of them?\Howling?\Did the clone make this?\Should I delete it? response:	No, I've been careful so far.
context: Why wasn't I able to make it less than 10 seconds?\Alright, that should be good.\What's this?\There's more of them?\Howling?\Did the clone make this?\Should I delete it?\No, I've been careful so far. response:	I should keep alterations to a minimum.
context: Alright, that should be good.\What's this?\There's more of them?\Howling?\Did the clone make this?\Should I delete it?\No, I've been careful so far.\I should keep alterations to a minimum. response:	- which sounds wrong in Japanese as well as english :D)
context: What's this?\There's more of them?\Howling?\Did the clone make this?\Should I delete it?\No, I've been careful so far.\I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D) response:	That should be good.
context: There's more of them?\Howling?\Did the clone make this?\Should I delete it?\No, I've been careful so far.\I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D)\That should be good. response:	Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.
context: Howling?\Did the clone make this?\Should I delete it?\No, I've been careful so far.\I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D)\That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone. response:	We screwed up...
context: Did the clone make this?\Should I delete it?\No, I've been careful so far.\I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D)\That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up... response:	Maybe she just went out somewhere?
context: Should I delete it?\No, I've been careful so far.\I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D)\That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up...\Maybe she just went out somewhere? response:	No way.
context: No, I've been careful so far.\I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D)\That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up...\Maybe she just went out somewhere?\No way. response:	Kanade promised she'd stay with us!
context: I should keep alterations to a minimum.\- which sounds wrong in Japanese as well as english :D)\That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up...\Maybe she just went out somewhere?\No way.\Kanade promised she'd stay with us! response:	She promised that?
context: - which sounds wrong in Japanese as well as english :D)\That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up...\Maybe she just went out somewhere?\No way.\Kanade promised she'd stay with us!\She promised that? response:	Yeah...
context: That should be good.\Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up...\Maybe she just went out somewhere?\No way.\Kanade promised she'd stay with us!\She promised that?\Yeah... response:	Judging by this mess, we can only assume she was kidnapped.
context: Now Angel just needs to use Harmonics, and the Absorb skill will activate and re - merge the clone.\We screwed up...\Maybe she just went out somewhere?\No way.\Kanade promised she'd stay with us!\She promised that?\Yeah...\Judging by this mess, we can only assume she was kidnapped. response:	You! What did you do?
context: We screwed up...\Maybe she just went out somewhere?\No way.\Kanade promised she'd stay with us!\She promised that?\Yeah...\Judging by this mess, we can only assume she was kidnapped.\You! What did you do? response:	What do you mean by that?
context: Maybe she just went out somewhere?\No way.\Kanade promised she'd stay with us!\She promised that?\Yeah...\Judging by this mess, we can only assume she was kidnapped.\You! What did you do?\What do you mean by that? response:	I just rewrote a program.
context: No way.\Kanade promised she'd stay with us!\She promised that?\Yeah...\Judging by this mess, we can only assume she was kidnapped.\You! What did you do?\What do you mean by that?\I just rewrote a program. response:	If she uses her power again, the ability I added in will activate,
context: Kanade promised she'd stay with us!\She promised that?\Yeah...\Judging by this mess, we can only assume she was kidnapped.\You! What did you do?\What do you mean by that?\I just rewrote a program.\If she uses her power again, the ability I added in will activate, response:	and the clone will re - merge with her.
context: She promised that?\Yeah...\Judging by this mess, we can only assume she was kidnapped.\You! What did you do?\What do you mean by that?\I just rewrote a program.\If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her. response:	You were able to do that?
context: Yeah...\Judging by this mess, we can only assume she was kidnapped.\You! What did you do?\What do you mean by that?\I just rewrote a program.\If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her.\You were able to do that? response:	It was just a quick patch though...
context: Judging by this mess, we can only assume she was kidnapped.\You! What did you do?\What do you mean by that?\I just rewrote a program.\If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her.\You were able to do that?\It was just a quick patch though... response:	But the enemy moved faster than I expected.
context: You! What did you do?\What do you mean by that?\I just rewrote a program.\If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her.\You were able to do that?\It was just a quick patch though...\But the enemy moved faster than I expected. response:	If the clone hides her, there's nothing we can do.
context: What do you mean by that?\I just rewrote a program.\If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her.\You were able to do that?\It was just a quick patch though...\But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do. response:	So what now?
context: I just rewrote a program.\If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her.\You were able to do that?\It was just a quick patch though...\But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do.\So what now? response:	We have to look for her.
context: If she uses her power again, the ability I added in will activate,\and the clone will re - merge with her.\You were able to do that?\It was just a quick patch though...\But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do.\So what now?\We have to look for her. response:	While avoiding Angel's brutal gaze?
context: and the clone will re - merge with her.\You were able to do that?\It was just a quick patch though...\But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do.\So what now?\We have to look for her.\While avoiding Angel's brutal gaze? response:	It took all of our effort just to pretend to take lessons.
context: You were able to do that?\It was just a quick patch though...\But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do.\So what now?\We have to look for her.\While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons. response:	I guess it'll come down to how long the diversion lasts.
context: It was just a quick patch though...\But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do.\So what now?\We have to look for her.\While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts. response:	By diversion, you mean me?
context: But the enemy moved faster than I expected.\If the clone hides her, there's nothing we can do.\So what now?\We have to look for her.\While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts.\By diversion, you mean me? response:	Why did you join GirlDeMo in the first place?
context: If the clone hides her, there's nothing we can do.\So what now?\We have to look for her.\While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts.\By diversion, you mean me?\Why did you join GirlDeMo in the first place? response:	Because I admire Iwasawa - san?
context: So what now?\We have to look for her.\While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts.\By diversion, you mean me?\Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san? response:	GirlDeMo is supposed to be a diversion!
context: We have to look for her.\While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts.\By diversion, you mean me?\Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion! response:	No way, I can't keep such a scary enemy distracted!
context: While avoiding Angel's brutal gaze?\It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts.\By diversion, you mean me?\Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted! response:	Do it!
context: It took all of our effort just to pretend to take lessons.\I guess it'll come down to how long the diversion lasts.\By diversion, you mean me?\Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted!\Do it! response:	Who the hell do you think you are?
context: I guess it'll come down to how long the diversion lasts.\By diversion, you mean me?\Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted!\Do it!\Who the hell do you think you are? response:	I'm your senior! I should be the one getting mad!
context: By diversion, you mean me?\Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted!\Do it!\Who the hell do you think you are?\I'm your senior! I should be the one getting mad! response:	My senior? Well sorry then!
context: Why did you join GirlDeMo in the first place?\Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted!\Do it!\Who the hell do you think you are?\I'm your senior! I should be the one getting mad!\My senior? Well sorry then! response:	I might wet myself during the performance, but I'll do it!
context: Because I admire Iwasawa - san?\GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted!\Do it!\Who the hell do you think you are?\I'm your senior! I should be the one getting mad!\My senior? Well sorry then!\I might wet myself during the performance, but I'll do it! response:	I appreciate the determination, but I don't need you to yet.
context: GirlDeMo is supposed to be a diversion!\No way, I can't keep such a scary enemy distracted!\Do it!\Who the hell do you think you are?\I'm your senior! I should be the one getting mad!\My senior? Well sorry then!\I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet. response:	Let's do what we can for now.
context: No way, I can't keep such a scary enemy distracted!\Do it!\Who the hell do you think you are?\I'm your senior! I should be the one getting mad!\My senior? Well sorry then!\I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet.\Let's do what we can for now. response:	Collect witness reports of Angel!
context: Do it!\Who the hell do you think you are?\I'm your senior! I should be the one getting mad!\My senior? Well sorry then!\I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet.\Let's do what we can for now.\Collect witness reports of Angel! response:	Hey, yo, check this out!
context: Who the hell do you think you are?\I'm your senior! I should be the one getting mad!\My senior? Well sorry then!\I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet.\Let's do what we can for now.\Collect witness reports of Angel!\Hey, yo, check this out! response:	It's moonwalk, it's a moonwalk!
context: I'm your senior! I should be the one getting mad!\My senior? Well sorry then!\I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet.\Let's do what we can for now.\Collect witness reports of Angel!\Hey, yo, check this out!\It's moonwalk, it's a moonwalk! response:	Head spin!
context: My senior? Well sorry then!\I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet.\Let's do what we can for now.\Collect witness reports of Angel!\Hey, yo, check this out!\It's moonwalk, it's a moonwalk!\Head spin! response:	From the information we managed to gather, there's a good chance she's being held captive in Guild.
context: I might wet myself during the performance, but I'll do it!\I appreciate the determination, but I don't need you to yet.\Let's do what we can for now.\Collect witness reports of Angel!\Hey, yo, check this out!\It's moonwalk, it's a moonwalk!\Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild. response:	And if that's the case, it'll be in the deepest area.
context: I appreciate the determination, but I don't need you to yet.\Let's do what we can for now.\Collect witness reports of Angel!\Hey, yo, check this out!\It's moonwalk, it's a moonwalk!\Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area. response:	In the area we detonated?
context: Let's do what we can for now.\Collect witness reports of Angel!\Hey, yo, check this out!\It's moonwalk, it's a moonwalk!\Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area.\In the area we detonated? response:	Right.
context: Collect witness reports of Angel!\Hey, yo, check this out!\It's moonwalk, it's a moonwalk!\Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area.\In the area we detonated?\Right. response:	The traps are still set.
context: Hey, yo, check this out!\It's moonwalk, it's a moonwalk!\Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area.\In the area we detonated?\Right.\The traps are still set. response:	It's the most dangerous, farthest location from here.
context: It's moonwalk, it's a moonwalk!\Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area.\In the area we detonated?\Right.\The traps are still set.\It's the most dangerous, farthest location from here. response:	We've got to go down there again?
context: Head spin!\From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area.\In the area we detonated?\Right.\The traps are still set.\It's the most dangerous, farthest location from here.\We've got to go down there again? response:	Last time we pretty much got wiped out.
context: From the information we managed to gather, there's a good chance she's being held captive in Guild.\And if that's the case, it'll be in the deepest area.\In the area we detonated?\Right.\The traps are still set.\It's the most dangerous, farthest location from here.\We've got to go down there again?\Last time we pretty much got wiped out. response:	What, you scared?
context: And if that's the case, it'll be in the deepest area.\In the area we detonated?\Right.\The traps are still set.\It's the most dangerous, farthest location from here.\We've got to go down there again?\Last time we pretty much got wiped out.\What, you scared? response:	You're the first person who died.
context: In the area we detonated?\Right.\The traps are still set.\It's the most dangerous, farthest location from here.\We've got to go down there again?\Last time we pretty much got wiped out.\What, you scared?\You're the first person who died. response:	I'll keep singing even if I pee myself, for everyone's sake!
context: Right.\The traps are still set.\It's the most dangerous, farthest location from here.\We've got to go down there again?\Last time we pretty much got wiped out.\What, you scared?\You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake! response:	I'll be brave!
context: The traps are still set.\It's the most dangerous, farthest location from here.\We've got to go down there again?\Last time we pretty much got wiped out.\What, you scared?\You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave! response:	If that monster strikes, the diversionary squad will be wiped out instantly.
context: It's the most dangerous, farthest location from here.\We've got to go down there again?\Last time we pretty much got wiped out.\What, you scared?\You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly. response:	We'll go without a diversion this time.
context: We've got to go down there again?\Last time we pretty much got wiped out.\What, you scared?\You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time. response:	We're going in openly.
context: Last time we pretty much got wiped out.\What, you scared?\You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time.\We're going in openly. response:	While fighting Angel?
context: What, you scared?\You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time.\We're going in openly.\While fighting Angel? response:	Right.
context: You're the first person who died.\I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time.\We're going in openly.\While fighting Angel?\Right. response:	Listen up.
context: I'll keep singing even if I pee myself, for everyone's sake!\I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time.\We're going in openly.\While fighting Angel?\Right.\Listen up. response:	The plan is to descend into Guild and recapture the original Angel.
context: I'll be brave!\If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time.\We're going in openly.\While fighting Angel?\Right.\Listen up.\The plan is to descend into Guild and recapture the original Angel. response:	Operation...
context: If that monster strikes, the diversionary squad will be wiped out instantly.\We'll go without a diversion this time.\We're going in openly.\While fighting Angel?\Right.\Listen up.\The plan is to descend into Guild and recapture the original Angel.\Operation... response:	Start!
context: We'll go without a diversion this time.\We're going in openly.\While fighting Angel?\Right.\Listen up.\The plan is to descend into Guild and recapture the original Angel.\Operation...\Start! response:	Good to see the traps we fell for last time are still inactive.
context: We're going in openly.\While fighting Angel?\Right.\Listen up.\The plan is to descend into Guild and recapture the original Angel.\Operation...\Start!\Good to see the traps we fell for last time are still inactive. response:	Lucky!
context: While fighting Angel?\Right.\Listen up.\The plan is to descend into Guild and recapture the original Angel.\Operation...\Start!\Good to see the traps we fell for last time are still inactive.\Lucky! response:	Um... If we run into Angel here, I might wet myself...
context: Right.\Listen up.\The plan is to descend into Guild and recapture the original Angel.\Operation...\Start!\Good to see the traps we fell for last time are still inactive.\Lucky!\Um... If we run into Angel here, I might wet myself... response:	I don't care.
context: Listen up.\The plan is to descend into Guild and recapture the original Angel.\Operation...\Start!\Good to see the traps we fell for last time are still inactive.\Lucky!\Um... If we run into Angel here, I might wet myself...\I don't care. response:	Care, damn you!
context: The plan is to descend into Guild and recapture the original Angel.\Operation...\Start!\Good to see the traps we fell for last time are still inactive.\Lucky!\Um... If we run into Angel here, I might wet myself...\I don't care.\Care, damn you! response:	I don't care.
context: Operation...\Start!\Good to see the traps we fell for last time are still inactive.\Lucky!\Um... If we run into Angel here, I might wet myself...\I don't care.\Care, damn you!\I don't care. response:	Care, damn you!
context: Start!\Good to see the traps we fell for last time are still inactive.\Lucky!\Um... If we run into Angel here, I might wet myself...\I don't care.\Care, damn you!\I don't care.\Care, damn you! response:	So she's appeared.
context: Good to see the traps we fell for last time are still inactive.\Lucky!\Um... If we run into Angel here, I might wet myself...\I don't care.\Care, damn you!\I don't care.\Care, damn you!\So she's appeared. response:	Fire!
context: Lucky!\Um... If we run into Angel here, I might wet myself...\I don't care.\Care, damn you!\I don't care.\Care, damn you!\So she's appeared.\Fire! response:	Damn, she's fast!
context: Um... If we run into Angel here, I might wet myself...\I don't care.\Care, damn you!\I don't care.\Care, damn you!\So she's appeared.\Fire!\Damn, she's fast! response:	We still have handguns!
context: I don't care.\Care, damn you!\I don't care.\Care, damn you!\So she's appeared.\Fire!\Damn, she's fast!\We still have handguns! response:	Guard Skill: Distortion.
context: Care, damn you!\I don't care.\Care, damn you!\So she's appeared.\Fire!\Damn, she's fast!\We still have handguns!\Guard Skill: Distortion. response:	Get her before she recovers!
context: I don't care.\Care, damn you!\So she's appeared.\Fire!\Damn, she's fast!\We still have handguns!\Guard Skill: Distortion.\Get her before she recovers! response:	It looks like we'll get this done faster than planned.
context: Care, damn you!\So she's appeared.\Fire!\Damn, she's fast!\We still have handguns!\Guard Skill: Distortion.\Get her before she recovers!\It looks like we'll get this done faster than planned. response:	What...
context: So she's appeared.\Fire!\Damn, she's fast!\We still have handguns!\Guard Skill: Distortion.\Get her before she recovers!\It looks like we'll get this done faster than planned.\What... response:	What the hell?
context: Fire!\Damn, she's fast!\We still have handguns!\Guard Skill: Distortion.\Get her before she recovers!\It looks like we'll get this done faster than planned.\What...\What the hell? response:	Is that the original?
context: Damn, she's fast!\We still have handguns!\Guard Skill: Distortion.\Get her before she recovers!\It looks like we'll get this done faster than planned.\What...\What the hell?\Is that the original? response:	No, she's also a clone!
context: We still have handguns!\Guard Skill: Distortion.\Get her before she recovers!\It looks like we'll get this done faster than planned.\What...\What the hell?\Is that the original?\No, she's also a clone! response:	Why is there more than one?
context: Guard Skill: Distortion.\Get her before she recovers!\It looks like we'll get this done faster than planned.\What...\What the hell?\Is that the original?\No, she's also a clone!\Why is there more than one? response:	It would appear the enemy is growing in number.
context: Get her before she recovers!\It looks like we'll get this done faster than planned.\What...\What the hell?\Is that the original?\No, she's also a clone!\Why is there more than one?\It would appear the enemy is growing in number. response:	As a side note, that guy got done in first again.
context: It looks like we'll get this done faster than planned.\What...\What the hell?\Is that the original?\No, she's also a clone!\Why is there more than one?\It would appear the enemy is growing in number.\As a side note, that guy got done in first again. response:	Dammit!
context: What...\What the hell?\Is that the original?\No, she's also a clone!\Why is there more than one?\It would appear the enemy is growing in number.\As a side note, that guy got done in first again.\Dammit! response:	Fire!
context: What the hell?\Is that the original?\No, she's also a clone!\Why is there more than one?\It would appear the enemy is growing in number.\As a side note, that guy got done in first again.\Dammit!\Fire! response:	What about the one behind us?
context: Is that the original?\No, she's also a clone!\Why is there more than one?\It would appear the enemy is growing in number.\As a side note, that guy got done in first again.\Dammit!\Fire!\What about the one behind us? response:	No time for that!
context: No, she's also a clone!\Why is there more than one?\It would appear the enemy is growing in number.\As a side note, that guy got done in first again.\Dammit!\Fire!\What about the one behind us?\No time for that! response:	Deal with the enemy in front of us!
context: Why is there more than one?\It would appear the enemy is growing in number.\As a side note, that guy got done in first again.\Dammit!\Fire!\What about the one behind us?\No time for that!\Deal with the enemy in front of us! response:	You seem busy.
context: It would appear the enemy is growing in number.\As a side note, that guy got done in first again.\Dammit!\Fire!\What about the one behind us?\No time for that!\Deal with the enemy in front of us!\You seem busy. response:	Yurippe!
context: As a side note, that guy got done in first again.\Dammit!\Fire!\What about the one behind us?\No time for that!\Deal with the enemy in front of us!\You seem busy.\Yurippe! response:	We're low on ammo!
context: Dammit!\Fire!\What about the one behind us?\No time for that!\Deal with the enemy in front of us!\You seem busy.\Yurippe!\We're low on ammo! response:	We can't win this.
context: Fire!\What about the one behind us?\No time for that!\Deal with the enemy in front of us!\You seem busy.\Yurippe!\We're low on ammo!\We can't win this. response:	I'll cover the entrance!
context: What about the one behind us?\No time for that!\Deal with the enemy in front of us!\You seem busy.\Yurippe!\We're low on ammo!\We can't win this.\I'll cover the entrance! response:	Take up my rear!
context: No time for that!\Deal with the enemy in front of us!\You seem busy.\Yurippe!\We're low on ammo!\We can't win this.\I'll cover the entrance!\Take up my rear! response:	Let's go!
context: Deal with the enemy in front of us!\You seem busy.\Yurippe!\We're low on ammo!\We can't win this.\I'll cover the entrance!\Take up my rear!\Let's go! response:	Yuri!
context: You seem busy.\Yurippe!\We're low on ammo!\We can't win this.\I'll cover the entrance!\Take up my rear!\Let's go!\Yuri! response:	Ten seconds!
context: Yurippe!\We're low on ammo!\We can't win this.\I'll cover the entrance!\Take up my rear!\Let's go!\Yuri!\Ten seconds! response:	Anyone who doesn't make it gets left behind!
context: We're low on ammo!\We can't win this.\I'll cover the entrance!\Take up my rear!\Let's go!\Yuri!\Ten seconds!\Anyone who doesn't make it gets left behind! response:	Ten!
context: We can't win this.\I'll cover the entrance!\Take up my rear!\Let's go!\Yuri!\Ten seconds!\Anyone who doesn't make it gets left behind!\Ten! response:	Nine!
context: I'll cover the entrance!\Take up my rear!\Let's go!\Yuri!\Ten seconds!\Anyone who doesn't make it gets left behind!\Ten!\Nine! response:	Eight!
context: Take up my rear!\Let's go!\Yuri!\Ten seconds!\Anyone who doesn't make it gets left behind!\Ten!\Nine!\Eight! response:	Seven!
context: Let's go!\Yuri!\Ten seconds!\Anyone who doesn't make it gets left behind!\Ten!\Nine!\Eight!\Seven! response:	Six!
context: Yuri!\Ten seconds!\Anyone who doesn't make it gets left behind!\Ten!\Nine!\Eight!\Seven!\Six! response:	Five!
context: Ten seconds!\Anyone who doesn't make it gets left behind!\Ten!\Nine!\Eight!\Seven!\Six!\Five! response:	Four!
context: Anyone who doesn't make it gets left behind!\Ten!\Nine!\Eight!\Seven!\Six!\Five!\Four! response:	Three!
context: Ten!\Nine!\Eight!\Seven!\Six!\Five!\Four!\Three! response:	Two!
context: Nine!\Eight!\Seven!\Six!\Five!\Four!\Three!\Two! response:	One!
context: Eight!\Seven!\Six!\Five!\Four!\Three!\Two!\One! response:	Zero!
context: Seven!\Six!\Five!\Four!\Three!\Two!\One!\Zero! response:	We've got two brutal Angels now.
context: Six!\Five!\Four!\Three!\Two!\One!\Zero!\We've got two brutal Angels now. response:	This is worse than the last Operation Descent.
context: Five!\Four!\Three!\Two!\One!\Zero!\We've got two brutal Angels now.\This is worse than the last Operation Descent. response:	Why are there two?
context: Four!\Three!\Two!\One!\Zero!\We've got two brutal Angels now.\This is worse than the last Operation Descent.\Why are there two? response:	The clones can use Hand Sonic and Distortion.
context: Three!\Two!\One!\Zero!\We've got two brutal Angels now.\This is worse than the last Operation Descent.\Why are there two?\The clones can use Hand Sonic and Distortion. response:	In other words, they can use Harmonics too.
context: Two!\One!\Zero!\We've got two brutal Angels now.\This is worse than the last Operation Descent.\Why are there two?\The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too. response:	Seriously, you're all imbeciles.
context: One!\Zero!\We've got two brutal Angels now.\This is worse than the last Operation Descent.\Why are there two?\The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too.\Seriously, you're all imbeciles. response:	With the exception of Otonashi - san, of course!
context: Zero!\We've got two brutal Angels now.\This is worse than the last Operation Descent.\Why are there two?\The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too.\Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course! response:	Let me tell you our current problems.
context: We've got two brutal Angels now.\This is worse than the last Operation Descent.\Why are there two?\The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too.\Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course!\Let me tell you our current problems. response:	Please.
context: This is worse than the last Operation Descent.\Why are there two?\The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too.\Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course!\Let me tell you our current problems.\Please. response:	First, how many clones are there?
context: Why are there two?\The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too.\Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course!\Let me tell you our current problems.\Please.\First, how many clones are there? response:	If a clone can make a clone, there is no upper bound on the number.
context: The clones can use Hand Sonic and Distortion.\In other words, they can use Harmonics too.\Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course!\Let me tell you our current problems.\Please.\First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number. response:	Then besides those two, there might be another ten, twenty, or more?
context: In other words, they can use Harmonics too.\Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course!\Let me tell you our current problems.\Please.\First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more? response:	Wait, but Yuri changed the program.
context: Seriously, you're all imbeciles.\With the exception of Otonashi - san, of course!\Let me tell you our current problems.\Please.\First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program. response:	The clones should go back, shouldn't they?
context: With the exception of Otonashi - san, of course!\Let me tell you our current problems.\Please.\First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program.\The clones should go back, shouldn't they? response:	Can't we just wait for them to disappear?
context: Let me tell you our current problems.\Please.\First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program.\The clones should go back, shouldn't they?\Can't we just wait for them to disappear? response:	That's the second problem.
context: Please.\First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program.\The clones should go back, shouldn't they?\Can't we just wait for them to disappear?\That's the second problem. response:	If they cloned themselves before the program was changed...
context: First, how many clones are there?\If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program.\The clones should go back, shouldn't they?\Can't we just wait for them to disappear?\That's the second problem.\If they cloned themselves before the program was changed... response:	Then...
context: If a clone can make a clone, there is no upper bound on the number.\Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program.\The clones should go back, shouldn't they?\Can't we just wait for them to disappear?\That's the second problem.\If they cloned themselves before the program was changed...\Then... response:	Ignorant fools. You've finally realized?
context: Then besides those two, there might be another ten, twenty, or more?\Wait, but Yuri changed the program.\The clones should go back, shouldn't they?\Can't we just wait for them to disappear?\That's the second problem.\If they cloned themselves before the program was changed...\Then...\Ignorant fools. You've finally realized? response:	Of course, you're grand nobility, Otonashi - san.
context: Wait, but Yuri changed the program.\The clones should go back, shouldn't they?\Can't we just wait for them to disappear?\That's the second problem.\If they cloned themselves before the program was changed...\Then...\Ignorant fools. You've finally realized?\Of course, you're grand nobility, Otonashi - san. response:	Now, if she knew we'd come after her and started making clones,
