context: A date... response:	A date? With who?
context: For example, I like desserts\like cake with plenty of whipped cream and tarts,\but in the summer, I prefer mousse and gelatin.\They look a lot cooler.\Oh, speaking of cool treats...\I've only had it once, but I still remember it.\It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup. response:	When you take a bite, it melts in your mouth!
context: like cake with plenty of whipped cream and tarts,\but in the summer, I prefer mousse and gelatin.\They look a lot cooler.\Oh, speaking of cool treats...\I've only had it once, but I still remember it.\It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth! response:	Yeah, I'm really craving sweets after all that talking.
context: but in the summer, I prefer mousse and gelatin.\They look a lot cooler.\Oh, speaking of cool treats...\I've only had it once, but I still remember it.\It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking. response:	You've made me sick.
context: They look a lot cooler.\Oh, speaking of cool treats...\I've only had it once, but I still remember it.\It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking.\You've made me sick. response:	Didn't you want to talk about Haru?
context: Oh, speaking of cool treats...\I've only had it once, but I still remember it.\It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking.\You've made me sick.\Didn't you want to talk about Haru? response:	Right, Haru.
context: I've only had it once, but I still remember it.\It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking.\You've made me sick.\Didn't you want to talk about Haru?\Right, Haru. response:	Haru always says that he doesn't like sweets...
context: It's a traditional Turkish pastry called Baklava.\Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking.\You've made me sick.\Didn't you want to talk about Haru?\Right, Haru.\Haru always says that he doesn't like sweets... response:	Yeah, I can't hold myself back!
context: Pie crust covered in lots of syrup.\When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking.\You've made me sick.\Didn't you want to talk about Haru?\Right, Haru.\Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back! response:	Can you wait here, Shizuku-chan?
context: When you take a bite, it melts in your mouth!\Yeah, I'm really craving sweets after all that talking.\You've made me sick.\Didn't you want to talk about Haru?\Right, Haru.\Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan? response:	I need to go buy something sweet!
context: Yeah, I'm really craving sweets after all that talking.\You've made me sick.\Didn't you want to talk about Haru?\Right, Haru.\Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan?\I need to go buy something sweet! response:	He'll be here very soon.
context: You've made me sick.\Didn't you want to talk about Haru?\Right, Haru.\Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan?\I need to go buy something sweet!\He'll be here very soon. response:	I'm sure it won't take him very long.
context: Didn't you want to talk about Haru?\Right, Haru.\Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan?\I need to go buy something sweet!\He'll be here very soon.\I'm sure it won't take him very long. response:	This is your brother.
context: Right, Haru.\Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan?\I need to go buy something sweet!\He'll be here very soon.\I'm sure it won't take him very long.\This is your brother. response:	I'm having a drink with Shizuku-chan.
context: Haru always says that he doesn't like sweets...\Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan?\I need to go buy something sweet!\He'll be here very soon.\I'm sure it won't take him very long.\This is your brother.\I'm having a drink with Shizuku-chan. response:	Isn't the weather lovely today?
context: Yeah, I can't hold myself back!\Can you wait here, Shizuku-chan?\I need to go buy something sweet!\He'll be here very soon.\I'm sure it won't take him very long.\This is your brother.\I'm having a drink with Shizuku-chan.\Isn't the weather lovely today? response:	Can you guess where we are?
context: Can you wait here, Shizuku-chan?\I need to go buy something sweet!\He'll be here very soon.\I'm sure it won't take him very long.\This is your brother.\I'm having a drink with Shizuku-chan.\Isn't the weather lovely today?\Can you guess where we are? response:	Damn!
context: I need to go buy something sweet!\He'll be here very soon.\I'm sure it won't take him very long.\This is your brother.\I'm having a drink with Shizuku-chan.\Isn't the weather lovely today?\Can you guess where we are?\Damn! response:	Where the hell are you?!
context: He'll be here very soon.\I'm sure it won't take him very long.\This is your brother.\I'm having a drink with Shizuku-chan.\Isn't the weather lovely today?\Can you guess where we are?\Damn!\Where the hell are you?! response:	How am I supposed to know?!
context: I'm sure it won't take him very long.\This is your brother.\I'm having a drink with Shizuku-chan.\Isn't the weather lovely today?\Can you guess where we are?\Damn!\Where the hell are you?!\How am I supposed to know?! response:	I wonder what Haru's big brother is up to.
context: This is your brother.\I'm having a drink with Shizuku-chan.\Isn't the weather lovely today?\Can you guess where we are?\Damn!\Where the hell are you?!\How am I supposed to know?!\I wonder what Haru's big brother is up to. response:	Did he just want to talk about sweets?
context: I'm having a drink with Shizuku-chan.\Isn't the weather lovely today?\Can you guess where we are?\Damn!\Where the hell are you?!\How am I supposed to know?!\I wonder what Haru's big brother is up to.\Did he just want to talk about sweets? response:	Sorry about taking so long.
context: Isn't the weather lovely today?\Can you guess where we are?\Damn!\Where the hell are you?!\How am I supposed to know?!\I wonder what Haru's big brother is up to.\Did he just want to talk about sweets?\Sorry about taking so long. response:	I had to wait in line.
context: Can you guess where we are?\Damn!\Where the hell are you?!\How am I supposed to know?!\I wonder what Haru's big brother is up to.\Did he just want to talk about sweets?\Sorry about taking so long.\I had to wait in line. response:	I've always wanted to try the donuts here.
context: Damn!\Where the hell are you?!\How am I supposed to know?!\I wonder what Haru's big brother is up to.\Did he just want to talk about sweets?\Sorry about taking so long.\I had to wait in line.\I've always wanted to try the donuts here. response:	There isn't one of these where I live.
context: Where the hell are you?!\How am I supposed to know?!\I wonder what Haru's big brother is up to.\Did he just want to talk about sweets?\Sorry about taking so long.\I had to wait in line.\I've always wanted to try the donuts here.\There isn't one of these where I live. response:	Here.
context: How am I supposed to know?!\I wonder what Haru's big brother is up to.\Did he just want to talk about sweets?\Sorry about taking so long.\I had to wait in line.\I've always wanted to try the donuts here.\There isn't one of these where I live.\Here. response:	So about Haru...
context: I wonder what Haru's big brother is up to.\Did he just want to talk about sweets?\Sorry about taking so long.\I had to wait in line.\I've always wanted to try the donuts here.\There isn't one of these where I live.\Here.\So about Haru... response:	Oh, right.
context: Did he just want to talk about sweets?\Sorry about taking so long.\I had to wait in line.\I've always wanted to try the donuts here.\There isn't one of these where I live.\Here.\So about Haru...\Oh, right. response:	Sorry about taking up so much of your time.
context: Sorry about taking so long.\I had to wait in line.\I've always wanted to try the donuts here.\There isn't one of these where I live.\Here.\So about Haru...\Oh, right.\Sorry about taking up so much of your time. response:	Are you Haru's girlfriend?
context: I had to wait in line.\I've always wanted to try the donuts here.\There isn't one of these where I live.\Here.\So about Haru...\Oh, right.\Sorry about taking up so much of your time.\Are you Haru's girlfriend? response:	N-No.
context: I've always wanted to try the donuts here.\There isn't one of these where I live.\Here.\So about Haru...\Oh, right.\Sorry about taking up so much of your time.\Are you Haru's girlfriend?\N-No. response:	What? You're not in love with each other?
context: There isn't one of these where I live.\Here.\So about Haru...\Oh, right.\Sorry about taking up so much of your time.\Are you Haru's girlfriend?\N-No.\What? You're not in love with each other? response:	But you're together all the time.
context: Here.\So about Haru...\Oh, right.\Sorry about taking up so much of your time.\Are you Haru's girlfriend?\N-No.\What? You're not in love with each other?\But you're together all the time. response:	Are you sure?
context: So about Haru...\Oh, right.\Sorry about taking up so much of your time.\Are you Haru's girlfriend?\N-No.\What? You're not in love with each other?\But you're together all the time.\Are you sure? response:	I told him I loved him, but he said he didn't feel the same way.
context: Oh, right.\Sorry about taking up so much of your time.\Are you Haru's girlfriend?\N-No.\What? You're not in love with each other?\But you're together all the time.\Are you sure?\I told him I loved him, but he said he didn't feel the same way. response:	You did?
context: Sorry about taking up so much of your time.\Are you Haru's girlfriend?\N-No.\What? You're not in love with each other?\But you're together all the time.\Are you sure?\I told him I loved him, but he said he didn't feel the same way.\You did? response:	So what did Haru say?
context: Are you Haru's girlfriend?\N-No.\What? You're not in love with each other?\But you're together all the time.\Are you sure?\I told him I loved him, but he said he didn't feel the same way.\You did?\So what did Haru say? response:	He loved me, but it wasn't the same kind of love.
context: N-No.\What? You're not in love with each other?\But you're together all the time.\Are you sure?\I told him I loved him, but he said he didn't feel the same way.\You did?\So what did Haru say?\He loved me, but it wasn't the same kind of love. response:	So I'll wait for him to fall in love with me
context: What? You're not in love with each other?\But you're together all the time.\Are you sure?\I told him I loved him, but he said he didn't feel the same way.\You did?\So what did Haru say?\He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me response:	before saying it again.
context: But you're together all the time.\Are you sure?\I told him I loved him, but he said he didn't feel the same way.\You did?\So what did Haru say?\He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me\before saying it again. response:	Well, I know what it probably is.
context: Are you sure?\I told him I loved him, but he said he didn't feel the same way.\You did?\So what did Haru say?\He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me\before saying it again.\Well, I know what it probably is. response:	He cares so much about you that he's scared of losing you,
context: I told him I loved him, but he said he didn't feel the same way.\You did?\So what did Haru say?\He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me\before saying it again.\Well, I know what it probably is.\He cares so much about you that he's scared of losing you, response:	or something.
context: You did?\So what did Haru say?\He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me\before saying it again.\Well, I know what it probably is.\He cares so much about you that he's scared of losing you,\or something. response:	It happens all the time! All the time!
context: So what did Haru say?\He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me\before saying it again.\Well, I know what it probably is.\He cares so much about you that he's scared of losing you,\or something.\It happens all the time! All the time! response:	Good luck!
context: He loved me, but it wasn't the same kind of love.\So I'll wait for him to fall in love with me\before saying it again.\Well, I know what it probably is.\He cares so much about you that he's scared of losing you,\or something.\It happens all the time! All the time!\Good luck! response:	Also, you have bizarre taste.
context: So I'll wait for him to fall in love with me\before saying it again.\Well, I know what it probably is.\He cares so much about you that he's scared of losing you,\or something.\It happens all the time! All the time!\Good luck!\Also, you have bizarre taste. response:	So, let's get down to business.
context: before saying it again.\Well, I know what it probably is.\He cares so much about you that he's scared of losing you,\or something.\It happens all the time! All the time!\Good luck!\Also, you have bizarre taste.\So, let's get down to business. response:	I need Haru to quit school and go back home.
context: Well, I know what it probably is.\He cares so much about you that he's scared of losing you,\or something.\It happens all the time! All the time!\Good luck!\Also, you have bizarre taste.\So, let's get down to business.\I need Haru to quit school and go back home. response:	You know that Haru's living with Mitsuyoshi right now, right?
context: He cares so much about you that he's scared of losing you,\or something.\It happens all the time! All the time!\Good luck!\Also, you have bizarre taste.\So, let's get down to business.\I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right? response:	Huh?
context: or something.\It happens all the time! All the time!\Good luck!\Also, you have bizarre taste.\So, let's get down to business.\I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right?\Huh? response:	O-Oh, yes.
context: It happens all the time! All the time!\Good luck!\Also, you have bizarre taste.\So, let's get down to business.\I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right?\Huh?\O-Oh, yes. response:	Our dad is pretty strict.
context: Good luck!\Also, you have bizarre taste.\So, let's get down to business.\I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right?\Huh?\O-Oh, yes.\Our dad is pretty strict. response:	He kicked Haru out of the house
context: Also, you have bizarre taste.\So, let's get down to business.\I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right?\Huh?\O-Oh, yes.\Our dad is pretty strict.\He kicked Haru out of the house response:	before he entered middle school.
context: So, let's get down to business.\I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right?\Huh?\O-Oh, yes.\Our dad is pretty strict.\He kicked Haru out of the house\before he entered middle school. response:	He was a pretty big troublemaker.
context: I need Haru to quit school and go back home.\You know that Haru's living with Mitsuyoshi right now, right?\Huh?\O-Oh, yes.\Our dad is pretty strict.\He kicked Haru out of the house\before he entered middle school.\He was a pretty big troublemaker. response:	I don't know why Dad's changed his mind,
context: You know that Haru's living with Mitsuyoshi right now, right?\Huh?\O-Oh, yes.\Our dad is pretty strict.\He kicked Haru out of the house\before he entered middle school.\He was a pretty big troublemaker.\I don't know why Dad's changed his mind, response:	but he suddenly wants to bring Haru back.
context: Huh?\O-Oh, yes.\Our dad is pretty strict.\He kicked Haru out of the house\before he entered middle school.\He was a pretty big troublemaker.\I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back. response:	So I was sent to convince him to return.
context: O-Oh, yes.\Our dad is pretty strict.\He kicked Haru out of the house\before he entered middle school.\He was a pretty big troublemaker.\I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back.\So I was sent to convince him to return. response:	Haru hates both of us,
context: Our dad is pretty strict.\He kicked Haru out of the house\before he entered middle school.\He was a pretty big troublemaker.\I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back.\So I was sent to convince him to return.\Haru hates both of us, response:	so I can't get close enough to talk to him.
context: He kicked Haru out of the house\before he entered middle school.\He was a pretty big troublemaker.\I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back.\So I was sent to convince him to return.\Haru hates both of us,\so I can't get close enough to talk to him. response:	Has Haru said anything?
context: before he entered middle school.\He was a pretty big troublemaker.\I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back.\So I was sent to convince him to return.\Haru hates both of us,\so I can't get close enough to talk to him.\Has Haru said anything? response:	Based on what Mitsuyoshi said,
context: He was a pretty big troublemaker.\I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back.\So I was sent to convince him to return.\Haru hates both of us,\so I can't get close enough to talk to him.\Has Haru said anything?\Based on what Mitsuyoshi said, response:	Haru doesn't intend to return.
context: I don't know why Dad's changed his mind,\but he suddenly wants to bring Haru back.\So I was sent to convince him to return.\Haru hates both of us,\so I can't get close enough to talk to him.\Has Haru said anything?\Based on what Mitsuyoshi said,\Haru doesn't intend to return. response:	Screw that!
context: but he suddenly wants to bring Haru back.\So I was sent to convince him to return.\Haru hates both of us,\so I can't get close enough to talk to him.\Has Haru said anything?\Based on what Mitsuyoshi said,\Haru doesn't intend to return.\Screw that! response:	was his answer.
context: So I was sent to convince him to return.\Haru hates both of us,\so I can't get close enough to talk to him.\Has Haru said anything?\Based on what Mitsuyoshi said,\Haru doesn't intend to return.\Screw that!\was his answer. response:	Well, there's no helping that.
context: Haru hates both of us,\so I can't get close enough to talk to him.\Has Haru said anything?\Based on what Mitsuyoshi said,\Haru doesn't intend to return.\Screw that!\was his answer.\Well, there's no helping that. response:	So there you go.
context: so I can't get close enough to talk to him.\Has Haru said anything?\Based on what Mitsuyoshi said,\Haru doesn't intend to return.\Screw that!\was his answer.\Well, there's no helping that.\So there you go. response:	I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.
context: Has Haru said anything?\Based on what Mitsuyoshi said,\Haru doesn't intend to return.\Screw that!\was his answer.\Well, there's no helping that.\So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan. response:	Can you help me out?
context: Based on what Mitsuyoshi said,\Haru doesn't intend to return.\Screw that!\was his answer.\Well, there's no helping that.\So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out? response:	Huh?
context: Haru doesn't intend to return.\Screw that!\was his answer.\Well, there's no helping that.\So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out?\Huh? response:	Um, I don't understand what you mean.
context: Screw that!\was his answer.\Well, there's no helping that.\So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out?\Huh?\Um, I don't understand what you mean. response:	Didn't you come here to take Haru back?
context: was his answer.\Well, there's no helping that.\So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out?\Huh?\Um, I don't understand what you mean.\Didn't you come here to take Haru back? response:	Yep, but that's what our dad wants.
context: Well, there's no helping that.\So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out?\Huh?\Um, I don't understand what you mean.\Didn't you come here to take Haru back?\Yep, but that's what our dad wants. response:	Personally, it would be very inconvenient for Haru
context: So there you go.\I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out?\Huh?\Um, I don't understand what you mean.\Didn't you come here to take Haru back?\Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru response:	to return now.
context: I'm sure you'll be lonely if Haru goes far away, Shizuku-chan.\Can you help me out?\Huh?\Um, I don't understand what you mean.\Didn't you come here to take Haru back?\Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru\to return now. response:	What?
context: Can you help me out?\Huh?\Um, I don't understand what you mean.\Didn't you come here to take Haru back?\Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru\to return now.\What? response:	If he comes back, we'll end up killing each other.
context: Huh?\Um, I don't understand what you mean.\Didn't you come here to take Haru back?\Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru\to return now.\What?\If he comes back, we'll end up killing each other. response:	What's that supposed to mean?
context: Um, I don't understand what you mean.\Didn't you come here to take Haru back?\Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru\to return now.\What?\If he comes back, we'll end up killing each other.\What's that supposed to mean? response:	Dad and I both gave up on Haru long ago,
context: Didn't you come here to take Haru back?\Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru\to return now.\What?\If he comes back, we'll end up killing each other.\What's that supposed to mean?\Dad and I both gave up on Haru long ago, response:	but now he's actually going to high school.
context: Yep, but that's what our dad wants.\Personally, it would be very inconvenient for Haru\to return now.\What?\If he comes back, we'll end up killing each other.\What's that supposed to mean?\Dad and I both gave up on Haru long ago,\but now he's actually going to high school. response:	It sounds like there's been a few incidents,
context: Personally, it would be very inconvenient for Haru\to return now.\What?\If he comes back, we'll end up killing each other.\What's that supposed to mean?\Dad and I both gave up on Haru long ago,\but now he's actually going to high school.\It sounds like there's been a few incidents, response:	but he's still going to class.
context: to return now.\What?\If he comes back, we'll end up killing each other.\What's that supposed to mean?\Dad and I both gave up on Haru long ago,\but now he's actually going to high school.\It sounds like there's been a few incidents,\but he's still going to class. response:	Why is that?
context: What?\If he comes back, we'll end up killing each other.\What's that supposed to mean?\Dad and I both gave up on Haru long ago,\but now he's actually going to high school.\It sounds like there's been a few incidents,\but he's still going to class.\Why is that? response:	Ta-da.
context: If he comes back, we'll end up killing each other.\What's that supposed to mean?\Dad and I both gave up on Haru long ago,\but now he's actually going to high school.\It sounds like there's been a few incidents,\but he's still going to class.\Why is that?\Ta-da. response:	Because you're there.
context: What's that supposed to mean?\Dad and I both gave up on Haru long ago,\but now he's actually going to high school.\It sounds like there's been a few incidents,\but he's still going to class.\Why is that?\Ta-da.\Because you're there. response:	Haru won't quit school as long as you're there.
context: Dad and I both gave up on Haru long ago,\but now he's actually going to high school.\It sounds like there's been a few incidents,\but he's still going to class.\Why is that?\Ta-da.\Because you're there.\Haru won't quit school as long as you're there. response:	That's the only way I can keep Haru here.
context: but now he's actually going to high school.\It sounds like there's been a few incidents,\but he's still going to class.\Why is that?\Ta-da.\Because you're there.\Haru won't quit school as long as you're there.\That's the only way I can keep Haru here. response:	Well? What will you do,
context: It sounds like there's been a few incidents,\but he's still going to class.\Why is that?\Ta-da.\Because you're there.\Haru won't quit school as long as you're there.\That's the only way I can keep Haru here.\Well? What will you do, response:	Shizuku-chan?
context: but he's still going to class.\Why is that?\Ta-da.\Because you're there.\Haru won't quit school as long as you're there.\That's the only way I can keep Haru here.\Well? What will you do,\Shizuku-chan? response:	Haru!
context: Why is that?\Ta-da.\Because you're there.\Haru won't quit school as long as you're there.\That's the only way I can keep Haru here.\Well? What will you do,\Shizuku-chan?\Haru! response:	Bastard!
context: Ta-da.\Because you're there.\Haru won't quit school as long as you're there.\That's the only way I can keep Haru here.\Well? What will you do,\Shizuku-chan?\Haru!\Bastard! response:	What do you think you're doing, Yuzan?!
context: Because you're there.\Haru won't quit school as long as you're there.\That's the only way I can keep Haru here.\Well? What will you do,\Shizuku-chan?\Haru!\Bastard!\What do you think you're doing, Yuzan?! response:	Sorry, I saw you coming.
context: Haru won't quit school as long as you're there.\That's the only way I can keep Haru here.\Well? What will you do,\Shizuku-chan?\Haru!\Bastard!\What do you think you're doing, Yuzan?!\Sorry, I saw you coming. response:	It's been a while since we last talked, Haru.
context: That's the only way I can keep Haru here.\Well? What will you do,\Shizuku-chan?\Haru!\Bastard!\What do you think you're doing, Yuzan?!\Sorry, I saw you coming.\It's been a while since we last talked, Haru. response:	You doing okay?
context: Well? What will you do,\Shizuku-chan?\Haru!\Bastard!\What do you think you're doing, Yuzan?!\Sorry, I saw you coming.\It's been a while since we last talked, Haru.\You doing okay? response:	I don't know what you and Dad want,
context: Shizuku-chan?\Haru!\Bastard!\What do you think you're doing, Yuzan?!\Sorry, I saw you coming.\It's been a while since we last talked, Haru.\You doing okay?\I don't know what you and Dad want, response:	but I'm not going back now!
context: Haru!\Bastard!\What do you think you're doing, Yuzan?!\Sorry, I saw you coming.\It's been a while since we last talked, Haru.\You doing okay?\I don't know what you and Dad want,\but I'm not going back now! response:	If you want to make me quit school, go ahead and try it!
context: Bastard!\What do you think you're doing, Yuzan?!\Sorry, I saw you coming.\It's been a while since we last talked, Haru.\You doing okay?\I don't know what you and Dad want,\but I'm not going back now!\If you want to make me quit school, go ahead and try it! response:	Let's go, Shizuku.
context: What do you think you're doing, Yuzan?!\Sorry, I saw you coming.\It's been a while since we last talked, Haru.\You doing okay?\I don't know what you and Dad want,\but I'm not going back now!\If you want to make me quit school, go ahead and try it!\Let's go, Shizuku. response:	Haru...
context: Sorry, I saw you coming.\It's been a while since we last talked, Haru.\You doing okay?\I don't know what you and Dad want,\but I'm not going back now!\If you want to make me quit school, go ahead and try it!\Let's go, Shizuku.\Haru... response:	Wait, Haru.
context: It's been a while since we last talked, Haru.\You doing okay?\I don't know what you and Dad want,\but I'm not going back now!\If you want to make me quit school, go ahead and try it!\Let's go, Shizuku.\Haru...\Wait, Haru. response:	You should hear Yuzan-san out.
context: You doing okay?\I don't know what you and Dad want,\but I'm not going back now!\If you want to make me quit school, go ahead and try it!\Let's go, Shizuku.\Haru...\Wait, Haru.\You should hear Yuzan-san out. response:	He said that he isn't here to take you back.
context: I don't know what you and Dad want,\but I'm not going back now!\If you want to make me quit school, go ahead and try it!\Let's go, Shizuku.\Haru...\Wait, Haru.\You should hear Yuzan-san out.\He said that he isn't here to take you back. response:	What?!
context: but I'm not going back now!\If you want to make me quit school, go ahead and try it!\Let's go, Shizuku.\Haru...\Wait, Haru.\You should hear Yuzan-san out.\He said that he isn't here to take you back.\What?! response:	Sorry, but I don't want you to quit school.
context: If you want to make me quit school, go ahead and try it!\Let's go, Shizuku.\Haru...\Wait, Haru.\You should hear Yuzan-san out.\He said that he isn't here to take you back.\What?!\Sorry, but I don't want you to quit school. response:	I can't trust what he says!
context: Let's go, Shizuku.\Haru...\Wait, Haru.\You should hear Yuzan-san out.\He said that he isn't here to take you back.\What?!\Sorry, but I don't want you to quit school.\I can't trust what he says! response:	That's a mean thing to say...
context: Haru...\Wait, Haru.\You should hear Yuzan-san out.\He said that he isn't here to take you back.\What?!\Sorry, but I don't want you to quit school.\I can't trust what he says!\That's a mean thing to say... response:	You stay out of this!
context: Wait, Haru.\You should hear Yuzan-san out.\He said that he isn't here to take you back.\What?!\Sorry, but I don't want you to quit school.\I can't trust what he says!\That's a mean thing to say...\You stay out of this! response:	Now, now.
context: You should hear Yuzan-san out.\He said that he isn't here to take you back.\What?!\Sorry, but I don't want you to quit school.\I can't trust what he says!\That's a mean thing to say...\You stay out of this!\Now, now. response:	You should listen when your darling asks something of you.
context: He said that he isn't here to take you back.\What?!\Sorry, but I don't want you to quit school.\I can't trust what he says!\That's a mean thing to say...\You stay out of this!\Now, now.\You should listen when your darling asks something of you. response:	Plus, I didn't want to say this,
context: What?!\Sorry, but I don't want you to quit school.\I can't trust what he says!\That's a mean thing to say...\You stay out of this!\Now, now.\You should listen when your darling asks something of you.\Plus, I didn't want to say this, response:	but if you keep running away,
context: Sorry, but I don't want you to quit school.\I can't trust what he says!\That's a mean thing to say...\You stay out of this!\Now, now.\You should listen when your darling asks something of you.\Plus, I didn't want to say this,\but if you keep running away, response:	she'll have to take your place.
context: I can't trust what he says!\That's a mean thing to say...\You stay out of this!\Now, now.\You should listen when your darling asks something of you.\Plus, I didn't want to say this,\but if you keep running away,\she'll have to take your place. response:	Like today.
context: That's a mean thing to say...\You stay out of this!\Now, now.\You should listen when your darling asks something of you.\Plus, I didn't want to say this,\but if you keep running away,\she'll have to take your place.\Like today. response:	Fine. Start talking.
context: You stay out of this!\Now, now.\You should listen when your darling asks something of you.\Plus, I didn't want to say this,\but if you keep running away,\she'll have to take your place.\Like today.\Fine. Start talking. response:	I'll listen.
context: Now, now.\You should listen when your darling asks something of you.\Plus, I didn't want to say this,\but if you keep running away,\she'll have to take your place.\Like today.\Fine. Start talking.\I'll listen. response:	What do you want me to do?
context: You should listen when your darling asks something of you.\Plus, I didn't want to say this,\but if you keep running away,\she'll have to take your place.\Like today.\Fine. Start talking.\I'll listen.\What do you want me to do? response:	It's very simple.
context: Plus, I didn't want to say this,\but if you keep running away,\she'll have to take your place.\Like today.\Fine. Start talking.\I'll listen.\What do you want me to do?\It's very simple. response:	I just need you to promise me that you'll go to school.
context: but if you keep running away,\she'll have to take your place.\Like today.\Fine. Start talking.\I'll listen.\What do you want me to do?\It's very simple.\I just need you to promise me that you'll go to school. response:	Huh?
context: she'll have to take your place.\Like today.\Fine. Start talking.\I'll listen.\What do you want me to do?\It's very simple.\I just need you to promise me that you'll go to school.\Huh? response:	Dad didn't think you'd start going to school.
context: Like today.\Fine. Start talking.\I'll listen.\What do you want me to do?\It's very simple.\I just need you to promise me that you'll go to school.\Huh?\Dad didn't think you'd start going to school. response:	Now he wants you to quit
context: Fine. Start talking.\I'll listen.\What do you want me to do?\It's very simple.\I just need you to promise me that you'll go to school.\Huh?\Dad didn't think you'd start going to school.\Now he wants you to quit response:	so he can enroll you in a school he can influence.
context: I'll listen.\What do you want me to do?\It's very simple.\I just need you to promise me that you'll go to school.\Huh?\Dad didn't think you'd start going to school.\Now he wants you to quit\so he can enroll you in a school he can influence. response:	But if you've learned how to function in society,
context: What do you want me to do?\It's very simple.\I just need you to promise me that you'll go to school.\Huh?\Dad didn't think you'd start going to school.\Now he wants you to quit\so he can enroll you in a school he can influence.\But if you've learned how to function in society, response:	there's no reason to force you to come home.
context: It's very simple.\I just need you to promise me that you'll go to school.\Huh?\Dad didn't think you'd start going to school.\Now he wants you to quit\so he can enroll you in a school he can influence.\But if you've learned how to function in society,\there's no reason to force you to come home. response:	I can convince Dad.
context: I just need you to promise me that you'll go to school.\Huh?\Dad didn't think you'd start going to school.\Now he wants you to quit\so he can enroll you in a school he can influence.\But if you've learned how to function in society,\there's no reason to force you to come home.\I can convince Dad. response:	Well? Sound like a good deal?
context: Huh?\Dad didn't think you'd start going to school.\Now he wants you to quit\so he can enroll you in a school he can influence.\But if you've learned how to function in society,\there's no reason to force you to come home.\I can convince Dad.\Well? Sound like a good deal? response:	Okay. I promise.
context: Dad didn't think you'd start going to school.\Now he wants you to quit\so he can enroll you in a school he can influence.\But if you've learned how to function in society,\there's no reason to force you to come home.\I can convince Dad.\Well? Sound like a good deal?\Okay. I promise. response:	Huh.
