context: I Can't Help Being in Love!? response:	Die, die!
context: Katou Mayumi\I win!\We lost again...\We sucked in a ton of Satou-kun's air.\Now we'll be able to make it through the day.\What's this?\What is it?\Holy cow! response:	A naked picture of Satou-kun!
context: I win!\We lost again...\We sucked in a ton of Satou-kun's air.\Now we'll be able to make it through the day.\What's this?\What is it?\Holy cow!\A naked picture of Satou-kun! response:	It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!
context: We lost again...\We sucked in a ton of Satou-kun's air.\Now we'll be able to make it through the day.\What's this?\What is it?\Holy cow!\A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions! response:	Kamobashi Elementary Picture Auction
context: We sucked in a ton of Satou-kun's air.\Now we'll be able to make it through the day.\What's this?\What is it?\Holy cow!\A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction response:	Hey, how'd you get that picture Futaba?!
context: Now we'll be able to make it through the day.\What's this?\What is it?\Holy cow!\A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?! response:	It's my FAVORITE.
context: What's this?\What is it?\Holy cow!\A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?!\It's my FAVORITE. response:	G-Give it to me right now!
context: What is it?\Holy cow!\A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?!\It's my FAVORITE.\G-Give it to me right now! response:	I love him a billion times more than you!
context: Holy cow!\A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?!\It's my FAVORITE.\G-Give it to me right now!\I love him a billion times more than you! response:	Never.
context: A naked picture of Satou-kun!\It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?!\It's my FAVORITE.\G-Give it to me right now!\I love him a billion times more than you!\Never. response:	I love him the most!
context: It's got a bit of glare to it, but a candid shot of Satou-kun like this has gotta be worth millions!\Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?!\It's my FAVORITE.\G-Give it to me right now!\I love him a billion times more than you!\Never.\I love him the most! response:	We take a bath together every day!
context: Kamobashi Elementary Picture Auction\Hey, how'd you get that picture Futaba?!\It's my FAVORITE.\G-Give it to me right now!\I love him a billion times more than you!\Never.\I love him the most!\We take a bath together every day! response:	No...way...
context: Hey, how'd you get that picture Futaba?!\It's my FAVORITE.\G-Give it to me right now!\I love him a billion times more than you!\Never.\I love him the most!\We take a bath together every day!\No...way... response:	Oga-chin, wake up!
context: It's my FAVORITE.\G-Give it to me right now!\I love him a billion times more than you!\Never.\I love him the most!\We take a bath together every day!\No...way...\Oga-chin, wake up! response:	Oga-chin!
context: G-Give it to me right now!\I love him a billion times more than you!\Never.\I love him the most!\We take a bath together every day!\No...way...\Oga-chin, wake up!\Oga-chin! response:	And then, Kakimoto-kun wondered... Uh...Is this bravery, or-
context: I love him a billion times more than you!\Never.\I love him the most!\We take a bath together every day!\No...way...\Oga-chin, wake up!\Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or- response:	Boobies...
context: Never.\I love him the most!\We take a bath together every day!\No...way...\Oga-chin, wake up!\Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies... response:	Whoops, I meant Takihara-kun, not Kakimoto-kun-
context: I love him the most!\We take a bath together every day!\No...way...\Oga-chin, wake up!\Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun- response:	Poor little Futaba's/
context: We take a bath together every day!\No...way...\Oga-chin, wake up!\Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/ response:	She always leaves herself wide open.
context: No...way...\Oga-chin, wake up!\Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/\She always leaves herself wide open. response:	Now what?
context: Oga-chin, wake up!\Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/\She always leaves herself wide open.\Now what? response:	We'll make color copies in the teacher's room.
context: Oga-chin!\And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/\She always leaves herself wide open.\Now what?\We'll make color copies in the teacher's room. response:	We need three each, one for looking, one for saving and one for around town!
context: And then, Kakimoto-kun wondered... Uh...Is this bravery, or-\Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/\She always leaves herself wide open.\Now what?\We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town! response:	N-No...we just wanted to make c-c-copies...
context: Boobies...\Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/\She always leaves herself wide open.\Now what?\We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies... response:	Futaba!
context: Whoops, I meant Takihara-kun, not Kakimoto-kun-\Poor little Futaba's/\She always leaves herself wide open.\Now what?\We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies...\Futaba! response:	Talk about passion.
context: Poor little Futaba's/\She always leaves herself wide open.\Now what?\We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies...\Futaba!\Talk about passion. response:	This is the fourth floor!
context: She always leaves herself wide open.\Now what?\We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies...\Futaba!\Talk about passion.\This is the fourth floor! response:	We don't stand a chance...
context: Now what?\We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies...\Futaba!\Talk about passion.\This is the fourth floor!\We don't stand a chance... response:	Where'd daddy's picture go? Where could it-
context: We'll make color copies in the teacher's room.\We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies...\Futaba!\Talk about passion.\This is the fourth floor!\We don't stand a chance...\Where'd daddy's picture go? Where could it- response:	The picture is mine!
context: We need three each, one for looking, one for saving and one for around town!\N-No...we just wanted to make c-c-copies...\Futaba!\Talk about passion.\This is the fourth floor!\We don't stand a chance...\Where'd daddy's picture go? Where could it-\The picture is mine! response:	Oga-chin!
context: N-No...we just wanted to make c-c-copies...\Futaba!\Talk about passion.\This is the fourth floor!\We don't stand a chance...\Where'd daddy's picture go? Where could it-\The picture is mine!\Oga-chin! response:	Cut it out!
context: Futaba!\Talk about passion.\This is the fourth floor!\We don't stand a chance...\Where'd daddy's picture go? Where could it-\The picture is mine!\Oga-chin!\Cut it out! response:	This photo's my treasure!
context: Talk about passion.\This is the fourth floor!\We don't stand a chance...\Where'd daddy's picture go? Where could it-\The picture is mine!\Oga-chin!\Cut it out!\This photo's my treasure! response:	I don't care how close you are to him...I won't let you...keep it to yourself!
context: This is the fourth floor!\We don't stand a chance...\Where'd daddy's picture go? Where could it-\The picture is mine!\Oga-chin!\Cut it out!\This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself! response:	I've always loved him!
context: We don't stand a chance...\Where'd daddy's picture go? Where could it-\The picture is mine!\Oga-chin!\Cut it out!\This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him! response:	I won't lose to you!
context: Where'd daddy's picture go? Where could it-\The picture is mine!\Oga-chin!\Cut it out!\This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him!\I won't lose to you! response:	You can have it, then.
context: The picture is mine!\Oga-chin!\Cut it out!\This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him!\I won't lose to you!\You can have it, then. response:	Futaba...
context: Oga-chin!\Cut it out!\This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him!\I won't lose to you!\You can have it, then.\Futaba... response:	I didn't know you loved him that much, Oga-chin.
context: Cut it out!\This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him!\I won't lose to you!\You can have it, then.\Futaba...\I didn't know you loved him that much, Oga-chin. response:	So you understand I'm your rival now?
context: This photo's my treasure!\I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him!\I won't lose to you!\You can have it, then.\Futaba...\I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now? response:	I know, let's all take a bath together tonight!
context: I don't care how close you are to him...I won't let you...keep it to yourself!\I've always loved him!\I won't lose to you!\You can have it, then.\Futaba...\I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now?\I know, let's all take a bath together tonight! response:	As friends. No?
context: I've always loved him!\I won't lose to you!\You can have it, then.\Futaba...\I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now?\I know, let's all take a bath together tonight!\As friends. No? response:	I'd love to!
context: I won't lose to you!\You can have it, then.\Futaba...\I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now?\I know, let's all take a bath together tonight!\As friends. No?\I'd love to! response:	Oga-chin's so lucky...
context: You can have it, then.\Futaba...\I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now?\I know, let's all take a bath together tonight!\As friends. No?\I'd love to!\Oga-chin's so lucky... response:	Duckie, duckie...
context: Futaba...\I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now?\I know, let's all take a bath together tonight!\As friends. No?\I'd love to!\Oga-chin's so lucky...\Duckie, duckie... response:	A bath with Satou-kun...
context: I didn't know you loved him that much, Oga-chin.\So you understand I'm your rival now?\I know, let's all take a bath together tonight!\As friends. No?\I'd love to!\Oga-chin's so lucky...\Duckie, duckie...\A bath with Satou-kun... response:	With Satou-kun!
context: So you understand I'm your rival now?\I know, let's all take a bath together tonight!\As friends. No?\I'd love to!\Oga-chin's so lucky...\Duckie, duckie...\A bath with Satou-kun...\With Satou-kun! response:	Satou-kun!
context: I know, let's all take a bath together tonight!\As friends. No?\I'd love to!\Oga-chin's so lucky...\Duckie, duckie...\A bath with Satou-kun...\With Satou-kun!\Satou-kun! response:	He's coming...here he comes!
context: As friends. No?\I'd love to!\Oga-chin's so lucky...\Duckie, duckie...\A bath with Satou-kun...\With Satou-kun!\Satou-kun!\He's coming...here he comes! response:	S-Satou-ku
context: I'd love to!\Oga-chin's so lucky...\Duckie, duckie...\A bath with Satou-kun...\With Satou-kun!\Satou-kun!\He's coming...here he comes!\S-Satou-ku response:	Duckie, duckie...
context: Oga-chin's so lucky...\Duckie, duckie...\A bath with Satou-kun...\With Satou-kun!\Satou-kun!\He's coming...here he comes!\S-Satou-ku\Duckie, duckie... response:	NOOO!
context: Duckie, duckie...\A bath with Satou-kun...\With Satou-kun!\Satou-kun!\He's coming...here he comes!\S-Satou-ku\Duckie, duckie...\NOOO! response:	Shin-chan!
context: A bath with Satou-kun...\With Satou-kun!\Satou-kun!\He's coming...here he comes!\S-Satou-ku\Duckie, duckie...\NOOO!\Shin-chan! response:	Morning, Shin-chan?
context: With Satou-kun!\Satou-kun!\He's coming...here he comes!\S-Satou-ku\Duckie, duckie...\NOOO!\Shin-chan!\Morning, Shin-chan? response:	What's up with the skirt?
context: Satou-kun!\He's coming...here he comes!\S-Satou-ku\Duckie, duckie...\NOOO!\Shin-chan!\Morning, Shin-chan?\What's up with the skirt? response:	I need your help with a little research project...
context: He's coming...here he comes!\S-Satou-ku\Duckie, duckie...\NOOO!\Shin-chan!\Morning, Shin-chan?\What's up with the skirt?\I need your help with a little research project... response:	Research? Sure, I guess...
context: S-Satou-ku\Duckie, duckie...\NOOO!\Shin-chan!\Morning, Shin-chan?\What's up with the skirt?\I need your help with a little research project...\Research? Sure, I guess... response:	D-Did I give you a show?
context: Duckie, duckie...\NOOO!\Shin-chan!\Morning, Shin-chan?\What's up with the skirt?\I need your help with a little research project...\Research? Sure, I guess...\D-Did I give you a show? response:	Explain...what you're researching...
context: NOOO!\Shin-chan!\Morning, Shin-chan?\What's up with the skirt?\I need your help with a little research project...\Research? Sure, I guess...\D-Did I give you a show?\Explain...what you're researching... response:	Well...
context: Shin-chan!\Morning, Shin-chan?\What's up with the skirt?\I need your help with a little research project...\Research? Sure, I guess...\D-Did I give you a show?\Explain...what you're researching...\Well... response:	If people can see my panties!
context: Morning, Shin-chan?\What's up with the skirt?\I need your help with a little research project...\Research? Sure, I guess...\D-Did I give you a show?\Explain...what you're researching...\Well...\If people can see my panties! response:	Who thought of this stupid idea...Chiba?
context: What's up with the skirt?\I need your help with a little research project...\Research? Sure, I guess...\D-Did I give you a show?\Explain...what you're researching...\Well...\If people can see my panties!\Who thought of this stupid idea...Chiba? response:	How'd you know?!
context: I need your help with a little research project...\Research? Sure, I guess...\D-Did I give you a show?\Explain...what you're researching...\Well...\If people can see my panties!\Who thought of this stupid idea...Chiba?\How'd you know?! response:	It's so obvious...
context: Research? Sure, I guess...\D-Did I give you a show?\Explain...what you're researching...\Well...\If people can see my panties!\Who thought of this stupid idea...Chiba?\How'd you know?!\It's so obvious... response:	Micchan can't wear this skirt anymore'cuz she got fat.
context: D-Did I give you a show?\Explain...what you're researching...\Well...\If people can see my panties!\Who thought of this stupid idea...Chiba?\How'd you know?!\It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat. response:	Don't run around telling people your sister's fat.
context: Explain...what you're researching...\Well...\If people can see my panties!\Who thought of this stupid idea...Chiba?\How'd you know?!\It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat. response:	Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!
context: Well...\If people can see my panties!\Who thought of this stupid idea...Chiba?\How'd you know?!\It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once! response:	Don't just do whatever he says without thinking!
context: If people can see my panties!\Who thought of this stupid idea...Chiba?\How'd you know?!\It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking! response:	Plus he said I might get extra credit if I do an independent project...Chiba's so smart!
context: Who thought of this stupid idea...Chiba?\How'd you know?!\It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart! response:	You won't.
context: How'd you know?!\It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't. response:	Next is the high left kick!
context: It's so obvious...\Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't.\Next is the high left kick! response:	Whoa, whoa! Why ME?
context: Micchan can't wear this skirt anymore'cuz she got fat.\Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't.\Next is the high left kick!\Whoa, whoa! Why ME? response:	Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!
context: Don't run around telling people your sister's fat.\Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't.\Next is the high left kick!\Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan! response:	HE likes them the most! I swear!
context: Chiba said I should do some panty-related research since I'm actually wearing a skirt for once!\Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't.\Next is the high left kick!\Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear! response:	D-Did you see?
context: Don't just do whatever he says without thinking!\Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't.\Next is the high left kick!\Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear!\D-Did you see? response:	N-No...I couldn't even see you move...
context: Plus he said I might get extra credit if I do an independent project...Chiba's so smart!\You won't.\Next is the high left kick!\Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear!\D-Did you see?\N-No...I couldn't even see you move... response:	Next is a right-
context: You won't.\Next is the high left kick!\Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear!\D-Did you see?\N-No...I couldn't even see you move...\Next is a right- response:	No! Stop it!
context: Next is the high left kick!\Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear!\D-Did you see?\N-No...I couldn't even see you move...\Next is a right-\No! Stop it! response:	Some-one-help-me!
context: Whoa, whoa! Why ME?\Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear!\D-Did you see?\N-No...I couldn't even see you move...\Next is a right-\No! Stop it!\Some-one-help-me! response:	Chiba!
context: Chiba said that you wouldn't close your eyes'cuz you love panties so much, Shin-chan!\HE likes them the most! I swear!\D-Did you see?\N-No...I couldn't even see you move...\Next is a right-\No! Stop it!\Some-one-help-me!\Chiba! response:	Why are you messing with me like this?!
context: HE likes them the most! I swear!\D-Did you see?\N-No...I couldn't even see you move...\Next is a right-\No! Stop it!\Some-one-help-me!\Chiba!\Why are you messing with me like this?! response:	I know you saw that time!
context: D-Did you see?\N-No...I couldn't even see you move...\Next is a right-\No! Stop it!\Some-one-help-me!\Chiba!\Why are you messing with me like this?!\I know you saw that time! response:	Wait...Seriously, stop this!
context: N-No...I couldn't even see you move...\Next is a right-\No! Stop it!\Some-one-help-me!\Chiba!\Why are you messing with me like this?!\I know you saw that time!\Wait...Seriously, stop this! response:	That's enough!
context: Next is a right-\No! Stop it!\Some-one-help-me!\Chiba!\Why are you messing with me like this?!\I know you saw that time!\Wait...Seriously, stop this!\That's enough! response:	Hopelessly in love with Satou-kun Squad
context: No! Stop it!\Some-one-help-me!\Chiba!\Why are you messing with me like this?!\I know you saw that time!\Wait...Seriously, stop this!\That's enough!\Hopelessly in love with Satou-kun Squad response:	We're the Hopelessly in love with Satou-kun Squad!
context: Some-one-help-me!\Chiba!\Why are you messing with me like this?!\I know you saw that time!\Wait...Seriously, stop this!\That's enough!\Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad! response:	What're you doing to Satou-kun!
context: Chiba!\Why are you messing with me like this?!\I know you saw that time!\Wait...Seriously, stop this!\That's enough!\Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun! response:	He doesn't like it!
context: Why are you messing with me like this?!\I know you saw that time!\Wait...Seriously, stop this!\That's enough!\Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun!\He doesn't like it! response:	Stop this instant!
context: I know you saw that time!\Wait...Seriously, stop this!\That's enough!\Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun!\He doesn't like it!\Stop this instant! response:	THAT is why I'm messing with you, you lucky bastard!
context: Wait...Seriously, stop this!\That's enough!\Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun!\He doesn't like it!\Stop this instant!\THAT is why I'm messing with you, you lucky bastard! response:	It's...not my fault...
context: That's enough!\Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun!\He doesn't like it!\Stop this instant!\THAT is why I'm messing with you, you lucky bastard!\It's...not my fault... response:	Shin-chan loves panties so I'm showing him mine!
context: Hopelessly in love with Satou-kun Squad\We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun!\He doesn't like it!\Stop this instant!\THAT is why I'm messing with you, you lucky bastard!\It's...not my fault...\Shin-chan loves panties so I'm showing him mine! response:	She's aggressive!
context: We're the Hopelessly in love with Satou-kun Squad!\What're you doing to Satou-kun!\He doesn't like it!\Stop this instant!\THAT is why I'm messing with you, you lucky bastard!\It's...not my fault...\Shin-chan loves panties so I'm showing him mine!\She's aggressive! response:	If we don't act Satou-kun will...
context: What're you doing to Satou-kun!\He doesn't like it!\Stop this instant!\THAT is why I'm messing with you, you lucky bastard!\It's...not my fault...\Shin-chan loves panties so I'm showing him mine!\She's aggressive!\If we don't act Satou-kun will... response:	I-I'll show you mine...
context: He doesn't like it!\Stop this instant!\THAT is why I'm messing with you, you lucky bastard!\It's...not my fault...\Shin-chan loves panties so I'm showing him mine!\She's aggressive!\If we don't act Satou-kun will...\I-I'll show you mine... response:	Me too...
context: Stop this instant!\THAT is why I'm messing with you, you lucky bastard!\It's...not my fault...\Shin-chan loves panties so I'm showing him mine!\She's aggressive!\If we don't act Satou-kun will...\I-I'll show you mine...\Me too... response:	Me three...
context: THAT is why I'm messing with you, you lucky bastard!\It's...not my fault...\Shin-chan loves panties so I'm showing him mine!\She's aggressive!\If we don't act Satou-kun will...\I-I'll show you mine...\Me too...\Me three... response:	Satou-kun...
context: It's...not my fault...\Shin-chan loves panties so I'm showing him mine!\She's aggressive!\If we don't act Satou-kun will...\I-I'll show you mine...\Me too...\Me three...\Satou-kun... response:	Good lord!
context: Shin-chan loves panties so I'm showing him mine!\She's aggressive!\If we don't act Satou-kun will...\I-I'll show you mine...\Me too...\Me three...\Satou-kun...\Good lord! response:	You're all insane!
context: She's aggressive!\If we don't act Satou-kun will...\I-I'll show you mine...\Me too...\Me three...\Satou-kun...\Good lord!\You're all insane! response:	Wait, Shin-chan!
context: If we don't act Satou-kun will...\I-I'll show you mine...\Me too...\Me three...\Satou-kun...\Good lord!\You're all insane!\Wait, Shin-chan! response:	We won't let Futaba have you!
context: I-I'll show you mine...\Me too...\Me three...\Satou-kun...\Good lord!\You're all insane!\Wait, Shin-chan!\We won't let Futaba have you! response:	What's up?
context: Me too...\Me three...\Satou-kun...\Good lord!\You're all insane!\Wait, Shin-chan!\We won't let Futaba have you!\What's up? response:	The other class...
context: Me three...\Satou-kun...\Good lord!\You're all insane!\Wait, Shin-chan!\We won't let Futaba have you!\What's up?\The other class... response:	We're gonna show Satou-kun our panties so he'll date us!
context: Satou-kun...\Good lord!\You're all insane!\Wait, Shin-chan!\We won't let Futaba have you!\What's up?\The other class...\We're gonna show Satou-kun our panties so he'll date us! response:	Huh?
context: Good lord!\You're all insane!\Wait, Shin-chan!\We won't let Futaba have you!\What's up?\The other class...\We're gonna show Satou-kun our panties so he'll date us!\Huh? response:	For real?
context: You're all insane!\Wait, Shin-chan!\We won't let Futaba have you!\What's up?\The other class...\We're gonna show Satou-kun our panties so he'll date us!\Huh?\For real? response:	If you show him your panties...
context: Wait, Shin-chan!\We won't let Futaba have you!\What's up?\The other class...\We're gonna show Satou-kun our panties so he'll date us!\Huh?\For real?\If you show him your panties... response:	He'll date you?
context: We won't let Futaba have you!\What's up?\The other class...\We're gonna show Satou-kun our panties so he'll date us!\Huh?\For real?\If you show him your panties...\He'll date you? response:	Your panties?
context: What's up?\The other class...\We're gonna show Satou-kun our panties so he'll date us!\Huh?\For real?\If you show him your panties...\He'll date you?\Your panties? response:	And he'll make you his girlfriend!
context: The other class...\We're gonna show Satou-kun our panties so he'll date us!\Huh?\For real?\If you show him your panties...\He'll date you?\Your panties?\And he'll make you his girlfriend! response:	I could be his girlfriend?!
context: We're gonna show Satou-kun our panties so he'll date us!\Huh?\For real?\If you show him your panties...\He'll date you?\Your panties?\And he'll make you his girlfriend!\I could be his girlfriend?! response:	Found you, Shin-chan!
context: Huh?\For real?\If you show him your panties...\He'll date you?\Your panties?\And he'll make you his girlfriend!\I could be his girlfriend?!\Found you, Shin-chan! response:	LEAVE ME ALONE!
context: For real?\If you show him your panties...\He'll date you?\Your panties?\And he'll make you his girlfriend!\I could be his girlfriend?!\Found you, Shin-chan!\LEAVE ME ALONE! response:	Pan-ties pan-ties pan-ties!
context: If you show him your panties...\He'll date you?\Your panties?\And he'll make you his girlfriend!\I could be his girlfriend?!\Found you, Shin-chan!\LEAVE ME ALONE!\Pan-ties pan-ties pan-ties! response:	Crap, the girls in the other class want him too?
context: He'll date you?\Your panties?\And he'll make you his girlfriend!\I could be his girlfriend?!\Found you, Shin-chan!\LEAVE ME ALONE!\Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too? response:	But I won't lose to anyone!
context: Your panties?\And he'll make you his girlfriend!\I could be his girlfriend?!\Found you, Shin-chan!\LEAVE ME ALONE!\Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too?\But I won't lose to anyone! response:	Help me, Chiba!
context: And he'll make you his girlfriend!\I could be his girlfriend?!\Found you, Shin-chan!\LEAVE ME ALONE!\Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too?\But I won't lose to anyone!\Help me, Chiba! response:	You started all this when you told Futaba-
context: I could be his girlfriend?!\Found you, Shin-chan!\LEAVE ME ALONE!\Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too?\But I won't lose to anyone!\Help me, Chiba!\You started all this when you told Futaba- response:	It's GOTTA be your face!
context: Found you, Shin-chan!\LEAVE ME ALONE!\Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too?\But I won't lose to anyone!\Help me, Chiba!\You started all this when you told Futaba-\It's GOTTA be your face! response:	So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!
context: LEAVE ME ALONE!\Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too?\But I won't lose to anyone!\Help me, Chiba!\You started all this when you told Futaba-\It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?! response:	I'm not a pervert!
context: Pan-ties pan-ties pan-ties!\Crap, the girls in the other class want him too?\But I won't lose to anyone!\Help me, Chiba!\You started all this when you told Futaba-\It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert! response:	He...
context: Crap, the girls in the other class want him too?\But I won't lose to anyone!\Help me, Chiba!\You started all this when you told Futaba-\It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert!\He... response:	The first person to show him their undies...
context: But I won't lose to anyone!\Help me, Chiba!\You started all this when you told Futaba-\It's GOTTA be your face!\So it doesn't matter WHAT kinda deviant pervert you are as long as you're handsome, is that it?!\I'm not a pervert!\He...\The first person to show him their undies... response:	Chiba wins!
