context: Ow. response:	Oh...
context: I like\I don't care.\Moguzo. Ranta. I'm counting on you to each get one.\Yume and I will get the third.\Shihoru and Merry will back us up from the rear.\Marque, Em, Parc!\Don't pull back from such a weak attack!\Aren't you a Warrior? response:	Y-Yeah. Sorry.
context: I don't care.\Moguzo. Ranta. I'm counting on you to each get one.\Yume and I will get the third.\Shihoru and Merry will back us up from the rear.\Marque, Em, Parc!\Don't pull back from such a weak attack!\Aren't you a Warrior?\Y-Yeah. Sorry. response:	Damn, she's so stuck up.
context: Moguzo. Ranta. I'm counting on you to each get one.\Yume and I will get the third.\Shihoru and Merry will back us up from the rear.\Marque, Em, Parc!\Don't pull back from such a weak attack!\Aren't you a Warrior?\Y-Yeah. Sorry.\Damn, she's so stuck up. response:	You're not even helping!
context: Yume and I will get the third.\Shihoru and Merry will back us up from the rear.\Marque, Em, Parc!\Don't pull back from such a weak attack!\Aren't you a Warrior?\Y-Yeah. Sorry.\Damn, she's so stuck up.\You're not even helping! response:	Anger!
context: Shihoru and Merry will back us up from the rear.\Marque, Em, Parc!\Don't pull back from such a weak attack!\Aren't you a Warrior?\Y-Yeah. Sorry.\Damn, she's so stuck up.\You're not even helping!\Anger! response:	Thanks!
context: Marque, Em, Parc!\Don't pull back from such a weak attack!\Aren't you a Warrior?\Y-Yeah. Sorry.\Damn, she's so stuck up.\You're not even helping!\Anger!\Thanks! response:	Ohm, Rel, Ect, Well, Dash!
context: Don't pull back from such a weak attack!\Aren't you a Warrior?\Y-Yeah. Sorry.\Damn, she's so stuck up.\You're not even helping!\Anger!\Thanks!\Ohm, Rel, Ect, Well, Dash! response:	There!
context: Aren't you a Warrior?\Y-Yeah. Sorry.\Damn, she's so stuck up.\You're not even helping!\Anger!\Thanks!\Ohm, Rel, Ect, Well, Dash!\There! response:	Got him!
context: Y-Yeah. Sorry.\Damn, she's so stuck up.\You're not even helping!\Anger!\Thanks!\Ohm, Rel, Ect, Well, Dash!\There!\Got him! response:	I can tell I hit a critical spot by the resistance I feel.
context: Damn, she's so stuck up.\You're not even helping!\Anger!\Thanks!\Ohm, Rel, Ect, Well, Dash!\There!\Got him!\I can tell I hit a critical spot by the resistance I feel. response:	I'll take my Vice!
context: You're not even helping!\Anger!\Thanks!\Ohm, Rel, Ect, Well, Dash!\There!\Got him!\I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice! response:	All right!
context: Anger!\Thanks!\Ohm, Rel, Ect, Well, Dash!\There!\Got him!\I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice!\All right! response:	Our teamwork wasn't great, but what a huge victory.
context: Thanks!\Ohm, Rel, Ect, Well, Dash!\There!\Got him!\I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice!\All right!\Our teamwork wasn't great, but what a huge victory. response:	I defeated it in one fell swoop, so it was all thanks to me!
context: Ohm, Rel, Ect, Well, Dash!\There!\Got him!\I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice!\All right!\Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me! response:	But man, my hand hurts!
context: There!\Got him!\I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice!\All right!\Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts! response:	Merry, heal it!
context: Got him!\I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice!\All right!\Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts!\Merry, heal it! response:	Sit.
context: I can tell I hit a critical spot by the resistance I feel.\I'll take my Vice!\All right!\Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts!\Merry, heal it!\Sit. response:	I'm sorry.
context: I'll take my Vice!\All right!\Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts!\Merry, heal it!\Sit.\I'm sorry. response:	O light, return to Lumiaris' divine protection. Cure!
context: All right!\Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts!\Merry, heal it!\Sit.\I'm sorry.\O light, return to Lumiaris' divine protection. Cure! response:	So you will heal us, as long as it's after the fighting.
context: Our teamwork wasn't great, but what a huge victory.\I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts!\Merry, heal it!\Sit.\I'm sorry.\O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting. response:	Hey, Merry!
context: I defeated it in one fell swoop, so it was all thanks to me!\But man, my hand hurts!\Merry, heal it!\Sit.\I'm sorry.\O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting.\Hey, Merry! response:	That's enough for Moguzo, isn't it?
context: But man, my hand hurts!\Merry, heal it!\Sit.\I'm sorry.\O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting.\Hey, Merry!\That's enough for Moguzo, isn't it? response:	You just have a scratch.
context: Merry, heal it!\Sit.\I'm sorry.\O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting.\Hey, Merry!\That's enough for Moguzo, isn't it?\You just have a scratch. response:	Nu-uh. Look at all this bleeding!
context: Sit.\I'm sorry.\O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting.\Hey, Merry!\That's enough for Moguzo, isn't it?\You just have a scratch.\Nu-uh. Look at all this bleeding! response:	It's starting to clot up, though...
context: I'm sorry.\O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting.\Hey, Merry!\That's enough for Moguzo, isn't it?\You just have a scratch.\Nu-uh. Look at all this bleeding!\It's starting to clot up, though... response:	Why don't you spit on it?
context: O light, return to Lumiaris' divine protection. Cure!\So you will heal us, as long as it's after the fighting.\Hey, Merry!\That's enough for Moguzo, isn't it?\You just have a scratch.\Nu-uh. Look at all this bleeding!\It's starting to clot up, though...\Why don't you spit on it? response:	Also, don't be so familiar with me.
context: So you will heal us, as long as it's after the fighting.\Hey, Merry!\That's enough for Moguzo, isn't it?\You just have a scratch.\Nu-uh. Look at all this bleeding!\It's starting to clot up, though...\Why don't you spit on it?\Also, don't be so familiar with me. response:	You're this close from me losing my temper at you.
context: Hey, Merry!\That's enough for Moguzo, isn't it?\You just have a scratch.\Nu-uh. Look at all this bleeding!\It's starting to clot up, though...\Why don't you spit on it?\Also, don't be so familiar with me.\You're this close from me losing my temper at you. response:	What?!
context: That's enough for Moguzo, isn't it?\You just have a scratch.\Nu-uh. Look at all this bleeding!\It's starting to clot up, though...\Why don't you spit on it?\Also, don't be so familiar with me.\You're this close from me losing my temper at you.\What?! response:	Maybe it's your method?
context: You just have a scratch.\Nu-uh. Look at all this bleeding!\It's starting to clot up, though...\Why don't you spit on it?\Also, don't be so familiar with me.\You're this close from me losing my temper at you.\What?!\Maybe it's your method? response:	Merry, you have a set way in how you work as a healer.
context: Nu-uh. Look at all this bleeding!\It's starting to clot up, though...\Why don't you spit on it?\Also, don't be so familiar with me.\You're this close from me losing my temper at you.\What?!\Maybe it's your method?\Merry, you have a set way in how you work as a healer. response:	Huh?
context: It's starting to clot up, though...\Why don't you spit on it?\Also, don't be so familiar with me.\You're this close from me losing my temper at you.\What?!\Maybe it's your method?\Merry, you have a set way in how you work as a healer.\Huh? response:	Well, I was just thinking that there are different types of Priests.
context: Why don't you spit on it?\Also, don't be so familiar with me.\You're this close from me losing my temper at you.\What?!\Maybe it's your method?\Merry, you have a set way in how you work as a healer.\Huh?\Well, I was just thinking that there are different types of Priests. response:	Manato was a perfectionist...
context: Also, don't be so familiar with me.\You're this close from me losing my temper at you.\What?!\Maybe it's your method?\Merry, you have a set way in how you work as a healer.\Huh?\Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist... response:	Who knows.
context: You're this close from me losing my temper at you.\What?!\Maybe it's your method?\Merry, you have a set way in how you work as a healer.\Huh?\Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist...\Who knows. response:	W-Will you... tell us?
context: What?!\Maybe it's your method?\Merry, you have a set way in how you work as a healer.\Huh?\Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist...\Who knows.\W-Will you... tell us? response:	I'm a Thief, so I don't know much about Priests.
context: Maybe it's your method?\Merry, you have a set way in how you work as a healer.\Huh?\Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist...\Who knows.\W-Will you... tell us?\I'm a Thief, so I don't know much about Priests. response:	I think it's perfectly fine if you don't know.
context: Merry, you have a set way in how you work as a healer.\Huh?\Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist...\Who knows.\W-Will you... tell us?\I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know. response:	No, it's not
context: Huh?\Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist...\Who knows.\W-Will you... tell us?\I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know.\No, it's not response:	We won't pry into your personal life or anything...
context: Well, I was just thinking that there are different types of Priests.\Manato was a perfectionist...\Who knows.\W-Will you... tell us?\I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know.\No, it's not\We won't pry into your personal life or anything... response:	If you don't like how I work, just say so.
context: Manato was a perfectionist...\Who knows.\W-Will you... tell us?\I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know.\No, it's not\We won't pry into your personal life or anything...\If you don't like how I work, just say so. response:	I'll leave.
context: Who knows.\W-Will you... tell us?\I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know.\No, it's not\We won't pry into your personal life or anything...\If you don't like how I work, just say so.\I'll leave. response:	That's not it!
context: W-Will you... tell us?\I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know.\No, it's not\We won't pry into your personal life or anything...\If you don't like how I work, just say so.\I'll leave.\That's not it! response:	I just wanted
context: I'm a Thief, so I don't know much about Priests.\I think it's perfectly fine if you don't know.\No, it's not\We won't pry into your personal life or anything...\If you don't like how I work, just say so.\I'll leave.\That's not it!\I just wanted response:	Then what's the problem?
context: I think it's perfectly fine if you don't know.\No, it's not\We won't pry into your personal life or anything...\If you don't like how I work, just say so.\I'll leave.\That's not it!\I just wanted\Then what's the problem? response:	Someone tell me...
context: No, it's not\We won't pry into your personal life or anything...\If you don't like how I work, just say so.\I'll leave.\That's not it!\I just wanted\Then what's the problem?\Someone tell me... response:	Hey now.
context: We won't pry into your personal life or anything...\If you don't like how I work, just say so.\I'll leave.\That's not it!\I just wanted\Then what's the problem?\Someone tell me...\Hey now. response:	Calm down all right?
context: If you don't like how I work, just say so.\I'll leave.\That's not it!\I just wanted\Then what's the problem?\Someone tell me...\Hey now.\Calm down all right? response:	It's just a tavern.
context: I'll leave.\That's not it!\I just wanted\Then what's the problem?\Someone tell me...\Hey now.\Calm down all right?\It's just a tavern. response:	C'mon now, guys.
context: That's not it!\I just wanted\Then what's the problem?\Someone tell me...\Hey now.\Calm down all right?\It's just a tavern.\C'mon now, guys. response:	This place is so full of people.
context: I just wanted\Then what's the problem?\Someone tell me...\Hey now.\Calm down all right?\It's just a tavern.\C'mon now, guys.\This place is so full of people. response:	Should I just get juice?
context: Then what's the problem?\Someone tell me...\Hey now.\Calm down all right?\It's just a tavern.\C'mon now, guys.\This place is so full of people.\Should I just get juice? response:	M-Me too.
context: Someone tell me...\Hey now.\Calm down all right?\It's just a tavern.\C'mon now, guys.\This place is so full of people.\Should I just get juice?\M-Me too. response:	What's wrong with her?
context: Hey now.\Calm down all right?\It's just a tavern.\C'mon now, guys.\This place is so full of people.\Should I just get juice?\M-Me too.\What's wrong with her? response:	Well, Merry-chan doesn't react the same way as most people do.
context: Calm down all right?\It's just a tavern.\C'mon now, guys.\This place is so full of people.\Should I just get juice?\M-Me too.\What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do. response:	But that did hurt a little just now.
context: It's just a tavern.\C'mon now, guys.\This place is so full of people.\Should I just get juice?\M-Me too.\What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now. response:	B-But, we didn't say anything either.
context: C'mon now, guys.\This place is so full of people.\Should I just get juice?\M-Me too.\What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now.\B-But, we didn't say anything either. response:	Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.
context: This place is so full of people.\Should I just get juice?\M-Me too.\What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now.\B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that. response:	And then we didn't...
context: Should I just get juice?\M-Me too.\What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now.\B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't... response:	Yeah, that's true.
context: M-Me too.\What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now.\B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't...\Yeah, that's true. response:	Why do we have to be so considerate of her?
context: What's wrong with her?\Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now.\B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't...\Yeah, that's true.\Why do we have to be so considerate of her? response:	This is exactly why girls hate you, Ranta.
context: Well, Merry-chan doesn't react the same way as most people do.\But that did hurt a little just now.\B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't...\Yeah, that's true.\Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta. response:	Shut up!
context: But that did hurt a little just now.\B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't...\Yeah, that's true.\Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta.\Shut up! response:	It's nothing a flat-chested girl has the right to say!
context: B-But, we didn't say anything either.\Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't...\Yeah, that's true.\Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta.\Shut up!\It's nothing a flat-chested girl has the right to say! response:	Don't call me that!
context: Maybe she was thinking, they probably won't say'hi,' and was preparing herself mentally for that.\And then we didn't...\Yeah, that's true.\Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta.\Shut up!\It's nothing a flat-chested girl has the right to say!\Don't call me that! response:	Flat-chest! Flat-chest!
context: And then we didn't...\Yeah, that's true.\Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta.\Shut up!\It's nothing a flat-chested girl has the right to say!\Don't call me that!\Flat-chest! Flat-chest! response:	Flat-chest! Flat-chest! Flat-chest!
context: Yeah, that's true.\Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta.\Shut up!\It's nothing a flat-chested girl has the right to say!\Don't call me that!\Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest! response:	They're not flat!
context: Why do we have to be so considerate of her?\This is exactly why girls hate you, Ranta.\Shut up!\It's nothing a flat-chested girl has the right to say!\Don't call me that!\Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest!\They're not flat! response:	Yume definitely doesn't seem that small...
context: This is exactly why girls hate you, Ranta.\Shut up!\It's nothing a flat-chested girl has the right to say!\Don't call me that!\Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest!\They're not flat!\Yume definitely doesn't seem that small... response:	My breas
context: Shut up!\It's nothing a flat-chested girl has the right to say!\Don't call me that!\Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest!\They're not flat!\Yume definitely doesn't seem that small...\My breas response:	What are you making me say?!
context: It's nothing a flat-chested girl has the right to say!\Don't call me that!\Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest!\They're not flat!\Yume definitely doesn't seem that small...\My breas\What are you making me say?! response:	Someone's talking to Merry-san.
context: Don't call me that!\Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest!\They're not flat!\Yume definitely doesn't seem that small...\My breas\What are you making me say?!\Someone's talking to Merry-san. response:	Eh?
context: Flat-chest! Flat-chest!\Flat-chest! Flat-chest! Flat-chest!\They're not flat!\Yume definitely doesn't seem that small...\My breas\What are you making me say?!\Someone's talking to Merry-san.\Eh? response:	You're right.
context: Flat-chest! Flat-chest! Flat-chest!\They're not flat!\Yume definitely doesn't seem that small...\My breas\What are you making me say?!\Someone's talking to Merry-san.\Eh?\You're right. response:	Isn't that Shinohara-san from Orion?
context: They're not flat!\Yume definitely doesn't seem that small...\My breas\What are you making me say?!\Someone's talking to Merry-san.\Eh?\You're right.\Isn't that Shinohara-san from Orion? response:	You serious?
context: Yume definitely doesn't seem that small...\My breas\What are you making me say?!\Someone's talking to Merry-san.\Eh?\You're right.\Isn't that Shinohara-san from Orion?\You serious? response:	That clan's famous.
context: My breas\What are you making me say?!\Someone's talking to Merry-san.\Eh?\You're right.\Isn't that Shinohara-san from Orion?\You serious?\That clan's famous. response:	And isn't Shinohara the master of Orion?
context: What are you making me say?!\Someone's talking to Merry-san.\Eh?\You're right.\Isn't that Shinohara-san from Orion?\You serious?\That clan's famous.\And isn't Shinohara the master of Orion? response:	Manato... said he's entrust me.
context: Someone's talking to Merry-san.\Eh?\You're right.\Isn't that Shinohara-san from Orion?\You serious?\That clan's famous.\And isn't Shinohara the master of Orion?\Manato... said he's entrust me. response:	So, basically...
context: Eh?\You're right.\Isn't that Shinohara-san from Orion?\You serious?\That clan's famous.\And isn't Shinohara the master of Orion?\Manato... said he's entrust me.\So, basically... response:	Manatto was telling me...
context: You're right.\Isn't that Shinohara-san from Orion?\You serious?\That clan's famous.\And isn't Shinohara the master of Orion?\Manato... said he's entrust me.\So, basically...\Manatto was telling me... response:	In other words... become a party leader?
context: Isn't that Shinohara-san from Orion?\You serious?\That clan's famous.\And isn't Shinohara the master of Orion?\Manato... said he's entrust me.\So, basically...\Manatto was telling me...\In other words... become a party leader? response:	Someone has to do it.
context: You serious?\That clan's famous.\And isn't Shinohara the master of Orion?\Manato... said he's entrust me.\So, basically...\Manatto was telling me...\In other words... become a party leader?\Someone has to do it. response:	But truthfully, I don't want to do it.
context: That clan's famous.\And isn't Shinohara the master of Orion?\Manato... said he's entrust me.\So, basically...\Manatto was telling me...\In other words... become a party leader?\Someone has to do it.\But truthfully, I don't want to do it. response:	I don't want to bear that burden.
context: And isn't Shinohara the master of Orion?\Manato... said he's entrust me.\So, basically...\Manatto was telling me...\In other words... become a party leader?\Someone has to do it.\But truthfully, I don't want to do it.\I don't want to bear that burden. response:	This sucks.
context: Manato... said he's entrust me.\So, basically...\Manatto was telling me...\In other words... become a party leader?\Someone has to do it.\But truthfully, I don't want to do it.\I don't want to bear that burden.\This sucks. response:	You can do it... Haruhiro.
context: So, basically...\Manatto was telling me...\In other words... become a party leader?\Someone has to do it.\But truthfully, I don't want to do it.\I don't want to bear that burden.\This sucks.\You can do it... Haruhiro. response:	No, I can't.
context: Manatto was telling me...\In other words... become a party leader?\Someone has to do it.\But truthfully, I don't want to do it.\I don't want to bear that burden.\This sucks.\You can do it... Haruhiro.\No, I can't. response:	Manato...
context: In other words... become a party leader?\Someone has to do it.\But truthfully, I don't want to do it.\I don't want to bear that burden.\This sucks.\You can do it... Haruhiro.\No, I can't.\Manato... response:	I'm not you.
context: Someone has to do it.\But truthfully, I don't want to do it.\I don't want to bear that burden.\This sucks.\You can do it... Haruhiro.\No, I can't.\Manato...\I'm not you. response:	Show me...
context: But truthfully, I don't want to do it.\I don't want to bear that burden.\This sucks.\You can do it... Haruhiro.\No, I can't.\Manato...\I'm not you.\Show me... response:	Leader, huh?
context: I don't want to bear that burden.\This sucks.\You can do it... Haruhiro.\No, I can't.\Manato...\I'm not you.\Show me...\Leader, huh? response:	Moguzo is more cautious than usual, because he has no helmet.
context: This sucks.\You can do it... Haruhiro.\No, I can't.\Manato...\I'm not you.\Show me...\Leader, huh?\Moguzo is more cautious than usual, because he has no helmet. response:	If he had a helmet, he wouldn't die from a blow to the head.
context: You can do it... Haruhiro.\No, I can't.\Manato...\I'm not you.\Show me...\Leader, huh?\Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head. response:	I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.
context: No, I can't.\Manato...\I'm not you.\Show me...\Leader, huh?\Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo. response:	Thanks!
context: Manato...\I'm not you.\Show me...\Leader, huh?\Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks! response:	Our roles are different, so I never understood Moguzo's fighting style.
context: I'm not you.\Show me...\Leader, huh?\Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks!\Our roles are different, so I never understood Moguzo's fighting style. response:	No, that's not right.
context: Show me...\Leader, huh?\Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks!\Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right. response:	I never tried to observe his fighting style in the first place.
context: Leader, huh?\Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks!\Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right.\I never tried to observe his fighting style in the first place. response:	That's also unexpected.
context: Moguzo is more cautious than usual, because he has no helmet.\If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks!\Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right.\I never tried to observe his fighting style in the first place.\That's also unexpected. response:	I never thought Merry to be the type to pray over the dead.
context: If he had a helmet, he wouldn't die from a blow to the head.\I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks!\Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right.\I never tried to observe his fighting style in the first place.\That's also unexpected.\I never thought Merry to be the type to pray over the dead. response:	But, I don't actually know anything about Merry.
context: I'm a Thief, so I usually attack from behind, but that's not an option for Moguzo.\Thanks!\Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right.\I never tried to observe his fighting style in the first place.\That's also unexpected.\I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry. response:	I never asked.
context: Thanks!\Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right.\I never tried to observe his fighting style in the first place.\That's also unexpected.\I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry.\I never asked. response:	Moguzo.
context: Our roles are different, so I never understood Moguzo's fighting style.\No, that's not right.\I never tried to observe his fighting style in the first place.\That's also unexpected.\I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry.\I never asked.\Moguzo. response:	I'll chip in, so buy yourself a helmet, even if it's just a cheap one.
context: No, that's not right.\I never tried to observe his fighting style in the first place.\That's also unexpected.\I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry.\I never asked.\Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one. response:	What? No, you shouldn't.
context: I never tried to observe his fighting style in the first place.\That's also unexpected.\I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry.\I never asked.\Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't. response:	You don't have to chip in.
context: That's also unexpected.\I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry.\I never asked.\Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't.\You don't have to chip in. response:	Don't worry about it.
context: I never thought Merry to be the type to pray over the dead.\But, I don't actually know anything about Merry.\I never asked.\Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't.\You don't have to chip in.\Don't worry about it. response:	It's everyone's loss if you don't have proper equipment.
context: But, I don't actually know anything about Merry.\I never asked.\Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't.\You don't have to chip in.\Don't worry about it.\It's everyone's loss if you don't have proper equipment. response:	Once you get proper armor, you'd be able to fight all out, right?
context: I never asked.\Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't.\You don't have to chip in.\Don't worry about it.\It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right? response:	So, it's for my own good, too.
context: Moguzo.\I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't.\You don't have to chip in.\Don't worry about it.\It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too. response:	Now that you mention it, that's a good point.
context: I'll chip in, so buy yourself a helmet, even if it's just a cheap one.\What? No, you shouldn't.\You don't have to chip in.\Don't worry about it.\It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too.\Now that you mention it, that's a good point. response:	I'll contribute some, too.
context: What? No, you shouldn't.\You don't have to chip in.\Don't worry about it.\It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too.\Now that you mention it, that's a good point.\I'll contribute some, too. response:	Let's all look for a cute helmet together.
context: You don't have to chip in.\Don't worry about it.\It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too.\Now that you mention it, that's a good point.\I'll contribute some, too.\Let's all look for a cute helmet together. response:	I-I want to help, too.
context: Don't worry about it.\It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too.\Now that you mention it, that's a good point.\I'll contribute some, too.\Let's all look for a cute helmet together.\I-I want to help, too. response:	Thank you.
context: It's everyone's loss if you don't have proper equipment.\Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too.\Now that you mention it, that's a good point.\I'll contribute some, too.\Let's all look for a cute helmet together.\I-I want to help, too.\Thank you. response:	Don't just stand there, dammit.
context: Once you get proper armor, you'd be able to fight all out, right?\So, it's for my own good, too.\Now that you mention it, that's a good point.\I'll contribute some, too.\Let's all look for a cute helmet together.\I-I want to help, too.\Thank you.\Don't just stand there, dammit. response:	I'm not just standing here!
context: So, it's for my own good, too.\Now that you mention it, that's a good point.\I'll contribute some, too.\Let's all look for a cute helmet together.\I-I want to help, too.\Thank you.\Don't just stand there, dammit.\I'm not just standing here! response:	Merry said her staff is just for show, but that's not true.
context: Now that you mention it, that's a good point.\I'll contribute some, too.\Let's all look for a cute helmet together.\I-I want to help, too.\Thank you.\Don't just stand there, dammit.\I'm not just standing here!\Merry said her staff is just for show, but that's not true. response:	She's learned skills for her staff.
context: I'll contribute some, too.\Let's all look for a cute helmet together.\I-I want to help, too.\Thank you.\Don't just stand there, dammit.\I'm not just standing here!\Merry said her staff is just for show, but that's not true.\She's learned skills for her staff. response:	She just doesn't want to fight on the front lines, but she still protected Shihoru.
context: Let's all look for a cute helmet together.\I-I want to help, too.\Thank you.\Don't just stand there, dammit.\I'm not just standing here!\Merry said her staff is just for show, but that's not true.\She's learned skills for her staff.\She just doesn't want to fight on the front lines, but she still protected Shihoru. response:	Thanks for earlier.
