context: HALF response:	TS
context: Well then, let me make the introductions once again.\We secured this on Japanese territory.\This is a Secret.\A real one?\Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form. response:	However, unlike Secrets we have seen before,
context: We secured this on Japanese territory.\This is a Secret.\A real one?\Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before, response:	this one is emitting radio waves of a certain frequency.
context: This is a Secret.\A real one?\Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency. response:	We've determined that this is some form of a signal.
context: A real one?\Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal. response:	Thus, we returned a signal of the same wavelength.
context: Is it some sort of a life form? Or...\Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength. response:	Is that according to the IAA's first contact protocol?
context: Both organic and inorganic matter are present in its body.\Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol? response:	What's that?
context: Not even infrared or x-rays allow us to peek at its inner structure.\We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol?\What's that? response:	International Aerospace Association.
context: We're unable to tell if it's a machine or a life form.\However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol?\What's that?\International Aerospace Association. response:	Starting from odd numbers, prime numbers,
context: However, unlike Secrets we have seen before,\this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol?\What's that?\International Aerospace Association.\Starting from odd numbers, prime numbers, response:	and other forms of information that occur naturally,
context: this one is emitting radio waves of a certain frequency.\We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol?\What's that?\International Aerospace Association.\Starting from odd numbers, prime numbers,\and other forms of information that occur naturally, response:	we've managed, step by step, to teach it human speech patterns.
context: We've determined that this is some form of a signal.\Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol?\What's that?\International Aerospace Association.\Starting from odd numbers, prime numbers,\and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns. response:	As a result...
context: Thus, we returned a signal of the same wavelength.\Is that according to the IAA's first contact protocol?\What's that?\International Aerospace Association.\Starting from odd numbers, prime numbers,\and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns.\As a result... response:	Ask it if it can comprehend this signal.
context: Is that according to the IAA's first contact protocol?\What's that?\International Aerospace Association.\Starting from odd numbers, prime numbers,\and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns.\As a result...\Ask it if it can comprehend this signal. response:	I didn't expect the Japanese government to publicize its discoveries of the Secret.
context: What's that?\International Aerospace Association.\Starting from odd numbers, prime numbers,\and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns.\As a result...\Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret. response:	How about we figure out what trick they're using?
context: International Aerospace Association.\Starting from odd numbers, prime numbers,\and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns.\As a result...\Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using? response:	But if the Secrets are truly the protectors of this universe, just as they claimed...
context: Starting from odd numbers, prime numbers,\and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns.\As a result...\Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed... response:	Don't be silly.
context: and other forms of information that occur naturally,\we've managed, step by step, to teach it human speech patterns.\As a result...\Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly. response:	That's impossible.
context: we've managed, step by step, to teach it human speech patterns.\As a result...\Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly.\That's impossible. response:	Excuse me.
context: As a result...\Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly.\That's impossible.\Excuse me. response:	It's me.
context: Ask it if it can comprehend this signal.\I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly.\That's impossible.\Excuse me.\It's me. response:	What's the matter?
context: I didn't expect the Japanese government to publicize its discoveries of the Secret.\How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly.\That's impossible.\Excuse me.\It's me.\What's the matter? response:	What?
context: How about we figure out what trick they're using?\But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly.\That's impossible.\Excuse me.\It's me.\What's the matter?\What? response:	If I'm not mistaken, you must be Han Juno.
context: But if the Secrets are truly the protectors of this universe, just as they claimed...\Don't be silly.\That's impossible.\Excuse me.\It's me.\What's the matter?\What?\If I'm not mistaken, you must be Han Juno. response:	I've had the pleasure of meeting your father on a few occasions.
context: Don't be silly.\That's impossible.\Excuse me.\It's me.\What's the matter?\What?\If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions. response:	Why is the Japan government undergoing negotiations with a trapar company?
context: That's impossible.\Excuse me.\It's me.\What's the matter?\What?\If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company? response:	Our country is solely dependent on its economy.
context: Excuse me.\It's me.\What's the matter?\What?\If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy. response:	I didn't realize that we're not supposed to contact your father's company.
context: It's me.\What's the matter?\What?\If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company. response:	On the mainland of America?
context: What's the matter?\What?\If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company.\On the mainland of America? response:	We most certainly retrieved the Quartz from that Scub and forced it to calm down.
context: What?\If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company.\On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down. response:	Why would it return?
context: If I'm not mistaken, you must be Han Juno.\I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company.\On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return? response:	There are no documented instances of a Scub reactivating.
context: I've had the pleasure of meeting your father on a few occasions.\Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company.\On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return?\There are no documented instances of a Scub reactivating. response:	According to the database
context: Why is the Japan government undergoing negotiations with a trapar company?\Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company.\On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return?\There are no documented instances of a Scub reactivating.\According to the database response:	We received a report that a Secret has already emerged.
context: Our country is solely dependent on its economy.\I didn't realize that we're not supposed to contact your father's company.\On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return?\There are no documented instances of a Scub reactivating.\According to the database\We received a report that a Secret has already emerged. response:	I just have to deal with it, right?
context: I didn't realize that we're not supposed to contact your father's company.\On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return?\There are no documented instances of a Scub reactivating.\According to the database\We received a report that a Secret has already emerged.\I just have to deal with it, right? response:	We are outside the ZOA, but we have visual on the Secret.
context: On the mainland of America?\We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return?\There are no documented instances of a Scub reactivating.\According to the database\We received a report that a Secret has already emerged.\I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret. response:	Wait, a humanoid?!
context: We most certainly retrieved the Quartz from that Scub and forced it to calm down.\Why would it return?\There are no documented instances of a Scub reactivating.\According to the database\We received a report that a Secret has already emerged.\I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?! response:	Fleur, let's get it over with!
context: Why would it return?\There are no documented instances of a Scub reactivating.\According to the database\We received a report that a Secret has already emerged.\I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?!\Fleur, let's get it over with! response:	Mark!
context: There are no documented instances of a Scub reactivating.\According to the database\We received a report that a Secret has already emerged.\I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?!\Fleur, let's get it over with!\Mark! response:	Set!
context: According to the database\We received a report that a Secret has already emerged.\I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?!\Fleur, let's get it over with!\Mark!\Set! response:	Sensation!
context: We received a report that a Secret has already emerged.\I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?!\Fleur, let's get it over with!\Mark!\Set!\Sensation! response:	Got it!
context: I just have to deal with it, right?\We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?!\Fleur, let's get it over with!\Mark!\Set!\Sensation!\Got it! response:	Wait...
context: We are outside the ZOA, but we have visual on the Secret.\Wait, a humanoid?!\Fleur, let's get it over with!\Mark!\Set!\Sensation!\Got it!\Wait... response:	No way! It's undamaged?
context: Wait, a humanoid?!\Fleur, let's get it over with!\Mark!\Set!\Sensation!\Got it!\Wait...\No way! It's undamaged? response:	It's still in one piece? It should've been blown to smithereens!
context: Fleur, let's get it over with!\Mark!\Set!\Sensation!\Got it!\Wait...\No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens! response:	Girls, cover me!
context: Mark!\Set!\Sensation!\Got it!\Wait...\No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens!\Girls, cover me! response:	Wait, Ao!
context: Set!\Sensation!\Got it!\Wait...\No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens!\Girls, cover me!\Wait, Ao! response:	Long range assaults are useless against Secrets!
context: Sensation!\Got it!\Wait...\No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens!\Girls, cover me!\Wait, Ao!\Long range assaults are useless against Secrets! response:	I'll go into close quarter combat with Nirvash.
context: Got it!\Wait...\No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens!\Girls, cover me!\Wait, Ao!\Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash. response:	You're kidding!
context: Wait...\No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens!\Girls, cover me!\Wait, Ao!\Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash.\You're kidding! response:	Those aren't even missiles! Why are they following him?!
context: No way! It's undamaged?\It's still in one piece? It should've been blown to smithereens!\Girls, cover me!\Wait, Ao!\Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash.\You're kidding!\Those aren't even missiles! Why are they following him?! response:	Run, Ao!
context: It's still in one piece? It should've been blown to smithereens!\Girls, cover me!\Wait, Ao!\Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash.\You're kidding!\Those aren't even missiles! Why are they following him?!\Run, Ao! response:	I'm running already!
context: Girls, cover me!\Wait, Ao!\Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash.\You're kidding!\Those aren't even missiles! Why are they following him?!\Run, Ao!\I'm running already! response:	I can't die here!
context: Wait, Ao!\Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash.\You're kidding!\Those aren't even missiles! Why are they following him?!\Run, Ao!\I'm running already!\I can't die here! response:	Ao was shot down?
context: Long range assaults are useless against Secrets!\I'll go into close quarter combat with Nirvash.\You're kidding!\Those aren't even missiles! Why are they following him?!\Run, Ao!\I'm running already!\I can't die here!\Ao was shot down? response:	His life is not in danger.
context: I'll go into close quarter combat with Nirvash.\You're kidding!\Those aren't even missiles! Why are they following him?!\Run, Ao!\I'm running already!\I can't die here!\Ao was shot down?\His life is not in danger. response:	We can leave the rescue to team Pied Piper.
context: You're kidding!\Those aren't even missiles! Why are they following him?!\Run, Ao!\I'm running already!\I can't die here!\Ao was shot down?\His life is not in danger.\We can leave the rescue to team Pied Piper. response:	I can't believe it.
context: Those aren't even missiles! Why are they following him?!\Run, Ao!\I'm running already!\I can't die here!\Ao was shot down?\His life is not in danger.\We can leave the rescue to team Pied Piper.\I can't believe it. response:	How could a plant reactivate?
context: Run, Ao!\I'm running already!\I can't die here!\Ao was shot down?\His life is not in danger.\We can leave the rescue to team Pied Piper.\I can't believe it.\How could a plant reactivate? response:	Prioritize defending the plant.
context: I'm running already!\I can't die here!\Ao was shot down?\His life is not in danger.\We can leave the rescue to team Pied Piper.\I can't believe it.\How could a plant reactivate?\Prioritize defending the plant. response:	Rescuing the wounded can wait.
context: I can't die here!\Ao was shot down?\His life is not in danger.\We can leave the rescue to team Pied Piper.\I can't believe it.\How could a plant reactivate?\Prioritize defending the plant.\Rescuing the wounded can wait. response:	What are you doing here?!
context: Ao was shot down?\His life is not in danger.\We can leave the rescue to team Pied Piper.\I can't believe it.\How could a plant reactivate?\Prioritize defending the plant.\Rescuing the wounded can wait.\What are you doing here?! response:	Unauthorized personnel are not allowed here!
context: His life is not in danger.\We can leave the rescue to team Pied Piper.\I can't believe it.\How could a plant reactivate?\Prioritize defending the plant.\Rescuing the wounded can wait.\What are you doing here?!\Unauthorized personnel are not allowed here! response:	Ao was shot down, wasn't he?
context: We can leave the rescue to team Pied Piper.\I can't believe it.\How could a plant reactivate?\Prioritize defending the plant.\Rescuing the wounded can wait.\What are you doing here?!\Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he? response:	Assuming you don't have enough men for the rescue mission,
context: I can't believe it.\How could a plant reactivate?\Prioritize defending the plant.\Rescuing the wounded can wait.\What are you doing here?!\Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission, response:	the Gazelle Inc is more than willing to subcontract it.
context: How could a plant reactivate?\Prioritize defending the plant.\Rescuing the wounded can wait.\What are you doing here?!\Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it. response:	We really don't have enough men.
context: Prioritize defending the plant.\Rescuing the wounded can wait.\What are you doing here?!\Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men. response:	Take the offer, Stanley.
context: Rescuing the wounded can wait.\What are you doing here?!\Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men.\Take the offer, Stanley. response:	What should we do?
context: What are you doing here?!\Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men.\Take the offer, Stanley.\What should we do? response:	That's it?
context: Unauthorized personnel are not allowed here!\Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men.\Take the offer, Stanley.\What should we do?\That's it? response:	Don't get too close carelessly!
context: Ao was shot down, wasn't he?\Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men.\Take the offer, Stanley.\What should we do?\That's it?\Don't get too close carelessly! response:	Once it locks on to you, there's no way of escaping it!
context: Assuming you don't have enough men for the rescue mission,\the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men.\Take the offer, Stanley.\What should we do?\That's it?\Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it! response:	Lock on?
context: the Gazelle Inc is more than willing to subcontract it.\We really don't have enough men.\Take the offer, Stanley.\What should we do?\That's it?\Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it!\Lock on? response:	She's right!
context: We really don't have enough men.\Take the offer, Stanley.\What should we do?\That's it?\Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it!\Lock on?\She's right! response:	So that's what hit Nirvash?
context: Take the offer, Stanley.\What should we do?\That's it?\Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it!\Lock on?\She's right!\So that's what hit Nirvash? response:	Ao! Ao! Respond to me!
context: What should we do?\That's it?\Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it!\Lock on?\She's right!\So that's what hit Nirvash?\Ao! Ao! Respond to me! response:	Ao!
context: That's it?\Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it!\Lock on?\She's right!\So that's what hit Nirvash?\Ao! Ao! Respond to me!\Ao! response:	We've rescued the pilot.
context: Don't get too close carelessly!\Once it locks on to you, there's no way of escaping it!\Lock on?\She's right!\So that's what hit Nirvash?\Ao! Ao! Respond to me!\Ao!\We've rescued the pilot. response:	The machine is yours to retrieve!
context: Once it locks on to you, there's no way of escaping it!\Lock on?\She's right!\So that's what hit Nirvash?\Ao! Ao! Respond to me!\Ao!\We've rescued the pilot.\The machine is yours to retrieve! response:	This voice...
context: Lock on?\She's right!\So that's what hit Nirvash?\Ao! Ao! Respond to me!\Ao!\We've rescued the pilot.\The machine is yours to retrieve!\This voice... response:	Why is he here?
context: She's right!\So that's what hit Nirvash?\Ao! Ao! Respond to me!\Ao!\We've rescued the pilot.\The machine is yours to retrieve!\This voice...\Why is he here? response:	You're such a great pilot.
context: So that's what hit Nirvash?\Ao! Ao! Respond to me!\Ao!\We've rescued the pilot.\The machine is yours to retrieve!\This voice...\Why is he here?\You're such a great pilot. response:	Shut up!
context: Ao! Ao! Respond to me!\Ao!\We've rescued the pilot.\The machine is yours to retrieve!\This voice...\Why is he here?\You're such a great pilot.\Shut up! response:	So we're only able to take it down in a 5v1?
context: Ao!\We've rescued the pilot.\The machine is yours to retrieve!\This voice...\Why is he here?\You're such a great pilot.\Shut up!\So we're only able to take it down in a 5v1? response:	Incoming calls from different countries.
context: We've rescued the pilot.\The machine is yours to retrieve!\This voice...\Why is he here?\You're such a great pilot.\Shut up!\So we're only able to take it down in a 5v1?\Incoming calls from different countries. response:	Plants all around the world have been reactivated.
context: The machine is yours to retrieve!\This voice...\Why is he here?\You're such a great pilot.\Shut up!\So we're only able to take it down in a 5v1?\Incoming calls from different countries.\Plants all around the world have been reactivated. response:	No way!
context: This voice...\Why is he here?\You're such a great pilot.\Shut up!\So we're only able to take it down in a 5v1?\Incoming calls from different countries.\Plants all around the world have been reactivated.\No way! response:	Our plant!
context: Why is he here?\You're such a great pilot.\Shut up!\So we're only able to take it down in a 5v1?\Incoming calls from different countries.\Plants all around the world have been reactivated.\No way!\Our plant! response:	Is this true?!
context: You're such a great pilot.\Shut up!\So we're only able to take it down in a 5v1?\Incoming calls from different countries.\Plants all around the world have been reactivated.\No way!\Our plant!\Is this true?! response:	We're doomed!
context: Shut up!\So we're only able to take it down in a 5v1?\Incoming calls from different countries.\Plants all around the world have been reactivated.\No way!\Our plant!\Is this true?!\We're doomed! response:	We have requested a priority line.
context: So we're only able to take it down in a 5v1?\Incoming calls from different countries.\Plants all around the world have been reactivated.\No way!\Our plant!\Is this true?!\We're doomed!\We have requested a priority line. response:	Please calm down and wait for your turn.
context: Incoming calls from different countries.\Plants all around the world have been reactivated.\No way!\Our plant!\Is this true?!\We're doomed!\We have requested a priority line.\Please calm down and wait for your turn. response:	We're being flooded by requests from all around the world.
context: Plants all around the world have been reactivated.\No way!\Our plant!\Is this true?!\We're doomed!\We have requested a priority line.\Please calm down and wait for your turn.\We're being flooded by requests from all around the world. response:	If any Secrets are to appear, we will separate into groups and deal with them.
context: No way!\Our plant!\Is this true?!\We're doomed!\We have requested a priority line.\Please calm down and wait for your turn.\We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them. response:	Deal with those giants?
context: Our plant!\Is this true?!\We're doomed!\We have requested a priority line.\Please calm down and wait for your turn.\We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants? response:	The children won't be able to take it!
context: Is this true?!\We're doomed!\We have requested a priority line.\Please calm down and wait for your turn.\We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants?\The children won't be able to take it! response:	We're trying our best to deal with it.
context: We're doomed!\We have requested a priority line.\Please calm down and wait for your turn.\We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants?\The children won't be able to take it!\We're trying our best to deal with it. response:	But the fact is that the Quartz have mysteriously reappeared in all those Scubs.
context: We have requested a priority line.\Please calm down and wait for your turn.\We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants?\The children won't be able to take it!\We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs. response:	So eventually...
context: Please calm down and wait for your turn.\We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants?\The children won't be able to take it!\We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually... response:	This is...
context: We're being flooded by requests from all around the world.\If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants?\The children won't be able to take it!\We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually...\This is... response:	Chloe.
context: If any Secrets are to appear, we will separate into groups and deal with them.\Deal with those giants?\The children won't be able to take it!\We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually...\This is...\Chloe. response:	We've switched places.
context: Deal with those giants?\The children won't be able to take it!\We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually...\This is...\Chloe.\We've switched places. response:	How is Nirvash?
context: The children won't be able to take it!\We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually...\This is...\Chloe.\We've switched places.\How is Nirvash? response:	Did I do it again?
context: We're trying our best to deal with it.\But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually...\This is...\Chloe.\We've switched places.\How is Nirvash?\Did I do it again? response:	Kinda.
context: But the fact is that the Quartz have mysteriously reappeared in all those Scubs.\So eventually...\This is...\Chloe.\We've switched places.\How is Nirvash?\Did I do it again?\Kinda. response:	You turned this into quite a mess.
context: So eventually...\This is...\Chloe.\We've switched places.\How is Nirvash?\Did I do it again?\Kinda.\You turned this into quite a mess. response:	I'm sorry.
context: This is...\Chloe.\We've switched places.\How is Nirvash?\Did I do it again?\Kinda.\You turned this into quite a mess.\I'm sorry. response:	Hey, Ao...
context: Chloe.\We've switched places.\How is Nirvash?\Did I do it again?\Kinda.\You turned this into quite a mess.\I'm sorry.\Hey, Ao... response:	Secrets are our enemy, right?
context: We've switched places.\How is Nirvash?\Did I do it again?\Kinda.\You turned this into quite a mess.\I'm sorry.\Hey, Ao...\Secrets are our enemy, right? response:	What do you think?
context: How is Nirvash?\Did I do it again?\Kinda.\You turned this into quite a mess.\I'm sorry.\Hey, Ao...\Secrets are our enemy, right?\What do you think? response:	Honestly, I have no clue...
context: Did I do it again?\Kinda.\You turned this into quite a mess.\I'm sorry.\Hey, Ao...\Secrets are our enemy, right?\What do you think?\Honestly, I have no clue... response:	What are you girls doing here?
context: Kinda.\You turned this into quite a mess.\I'm sorry.\Hey, Ao...\Secrets are our enemy, right?\What do you think?\Honestly, I have no clue...\What are you girls doing here? response:	Look.
context: You turned this into quite a mess.\I'm sorry.\Hey, Ao...\Secrets are our enemy, right?\What do you think?\Honestly, I have no clue...\What are you girls doing here?\Look. response:	The plant coral...
context: I'm sorry.\Hey, Ao...\Secrets are our enemy, right?\What do you think?\Honestly, I have no clue...\What are you girls doing here?\Look.\The plant coral... response:	is glowing?
context: Hey, Ao...\Secrets are our enemy, right?\What do you think?\Honestly, I have no clue...\What are you girls doing here?\Look.\The plant coral...\is glowing? response:	This is in the VesterAlen islands, Norway.
context: Secrets are our enemy, right?\What do you think?\Honestly, I have no clue...\What are you girls doing here?\Look.\The plant coral...\is glowing?\This is in the VesterAlen islands, Norway. response:	Maeve and I are from there.
context: What do you think?\Honestly, I have no clue...\What are you girls doing here?\Look.\The plant coral...\is glowing?\This is in the VesterAlen islands, Norway.\Maeve and I are from there. response:	We all moved there from Ireland to work at the plant.
context: Honestly, I have no clue...\What are you girls doing here?\Look.\The plant coral...\is glowing?\This is in the VesterAlen islands, Norway.\Maeve and I are from there.\We all moved there from Ireland to work at the plant. response:	I wasn't even one years old back then.
context: What are you girls doing here?\Look.\The plant coral...\is glowing?\This is in the VesterAlen islands, Norway.\Maeve and I are from there.\We all moved there from Ireland to work at the plant.\I wasn't even one years old back then. response:	Where are your parents?
context: Look.\The plant coral...\is glowing?\This is in the VesterAlen islands, Norway.\Maeve and I are from there.\We all moved there from Ireland to work at the plant.\I wasn't even one years old back then.\Where are your parents? response:	They still live there.
context: The plant coral...\is glowing?\This is in the VesterAlen islands, Norway.\Maeve and I are from there.\We all moved there from Ireland to work at the plant.\I wasn't even one years old back then.\Where are your parents?\They still live there. response:	I don't want to lose anyone anymore...
context: is glowing?\This is in the VesterAlen islands, Norway.\Maeve and I are from there.\We all moved there from Ireland to work at the plant.\I wasn't even one years old back then.\Where are your parents?\They still live there.\I don't want to lose anyone anymore... response:	Like how I lost Bruno...
context: This is in the VesterAlen islands, Norway.\Maeve and I are from there.\We all moved there from Ireland to work at the plant.\I wasn't even one years old back then.\Where are your parents?\They still live there.\I don't want to lose anyone anymore...\Like how I lost Bruno... response:	I'll protect everyone, no matter what the enemy is.
context: Maeve and I are from there.\We all moved there from Ireland to work at the plant.\I wasn't even one years old back then.\Where are your parents?\They still live there.\I don't want to lose anyone anymore...\Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is. response:	Sorry, you've been ordered to scramble.
context: We all moved there from Ireland to work at the plant.\I wasn't even one years old back then.\Where are your parents?\They still live there.\I don't want to lose anyone anymore...\Like how I lost Bruno...\I'll protect everyone, no matter what the enemy is.\Sorry, you've been ordered to scramble. response:	Can you go?
