context: Misaki, you really like greasy food, don't you? response:	Well, I'm hungry.
context: I already know that!\She can't be reached by phone, and there's no doubt something's going on there.\There aren't any signs of a distress signal, and we can't conduct a search without a warrant.\In that case, have them issue a warrant immediately!\What in the world are you doing, boss?\Don't ask. Shut the door now!\Y-Yes...\Wei, please capture Misaki for me. response:	Otherwise, I can't be free.
context: She can't be reached by phone, and there's no doubt something's going on there.\There aren't any signs of a distress signal, and we can't conduct a search without a warrant.\In that case, have them issue a warrant immediately!\What in the world are you doing, boss?\Don't ask. Shut the door now!\Y-Yes...\Wei, please capture Misaki for me.\Otherwise, I can't be free. response:	Yes, it is just one woman. I shall bring her to you shortly.
context: There aren't any signs of a distress signal, and we can't conduct a search without a warrant.\In that case, have them issue a warrant immediately!\What in the world are you doing, boss?\Don't ask. Shut the door now!\Y-Yes...\Wei, please capture Misaki for me.\Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly. response:	No, you're wrong.
context: In that case, have them issue a warrant immediately!\What in the world are you doing, boss?\Don't ask. Shut the door now!\Y-Yes...\Wei, please capture Misaki for me.\Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong. response:	Misaki isn't alone.
context: What in the world are you doing, boss?\Don't ask. Shut the door now!\Y-Yes...\Wei, please capture Misaki for me.\Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong.\Misaki isn't alone. response:	She was with a man.
context: Don't ask. Shut the door now!\Y-Yes...\Wei, please capture Misaki for me.\Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong.\Misaki isn't alone.\She was with a man. response:	A man?
context: Y-Yes...\Wei, please capture Misaki for me.\Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong.\Misaki isn't alone.\She was with a man.\A man? response:	Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)
context: Wei, please capture Misaki for me.\Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong.\Misaki isn't alone.\She was with a man.\A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two) response:	Saitou, isn't there a better way?
context: Otherwise, I can't be free.\Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong.\Misaki isn't alone.\She was with a man.\A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way? response:	You want to go outside unnoticed, don't you?
context: Yes, it is just one woman. I shall bring her to you shortly.\No, you're wrong.\Misaki isn't alone.\She was with a man.\A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way?\You want to go outside unnoticed, don't you? response:	The best way to escape is to go down to the laundry room.
context: No, you're wrong.\Misaki isn't alone.\She was with a man.\A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way?\You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room. response:	More importantly, what happened?
context: Misaki isn't alone.\She was with a man.\A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way?\You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room.\More importantly, what happened? response:	Everyone seems so uptight.
context: She was with a man.\A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way?\You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room.\More importantly, what happened?\Everyone seems so uptight. response:	I'll explain later.
context: A man?\Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way?\You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room.\More importantly, what happened?\Everyone seems so uptight.\I'll explain later. response:	By the way, Li-kun,
context: Episode Ten The White Dress, Stained with the Girl's Dreams and Blood... (Part Two)\Saitou, isn't there a better way?\You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room.\More importantly, what happened?\Everyone seems so uptight.\I'll explain later.\By the way, Li-kun, response:	what's this all ab...
context: Saitou, isn't there a better way?\You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room.\More importantly, what happened?\Everyone seems so uptight.\I'll explain later.\By the way, Li-kun,\what's this all ab... response:	What's wrong?
context: You want to go outside unnoticed, don't you?\The best way to escape is to go down to the laundry room.\More importantly, what happened?\Everyone seems so uptight.\I'll explain later.\By the way, Li-kun,\what's this all ab...\What's wrong? response:	No, it's nothing.
context: The best way to escape is to go down to the laundry room.\More importantly, what happened?\Everyone seems so uptight.\I'll explain later.\By the way, Li-kun,\what's this all ab...\What's wrong?\No, it's nothing. response:	You came, as expected.
context: More importantly, what happened?\Everyone seems so uptight.\I'll explain later.\By the way, Li-kun,\what's this all ab...\What's wrong?\No, it's nothing.\You came, as expected. response:	Did you think you could use that officer as a decoy?
context: Everyone seems so uptight.\I'll explain later.\By the way, Li-kun,\what's this all ab...\What's wrong?\No, it's nothing.\You came, as expected.\Did you think you could use that officer as a decoy? response:	Very imprudent of you.
context: I'll explain later.\By the way, Li-kun,\what's this all ab...\What's wrong?\No, it's nothing.\You came, as expected.\Did you think you could use that officer as a decoy?\Very imprudent of you. response:	I don't know which organization you're from, but you're no match for me.
context: By the way, Li-kun,\what's this all ab...\What's wrong?\No, it's nothing.\You came, as expected.\Did you think you could use that officer as a decoy?\Very imprudent of you.\I don't know which organization you're from, but you're no match for me. response:	I will make sure you return it to me.
context: what's this all ab...\What's wrong?\No, it's nothing.\You came, as expected.\Did you think you could use that officer as a decoy?\Very imprudent of you.\I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me. response:	Oh, this?
context: What's wrong?\No, it's nothing.\You came, as expected.\Did you think you could use that officer as a decoy?\Very imprudent of you.\I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me.\Oh, this? response:	Shedding blood is my remuneration as a contractor.
context: No, it's nothing.\You came, as expected.\Did you think you could use that officer as a decoy?\Very imprudent of you.\I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me.\Oh, this?\Shedding blood is my remuneration as a contractor. response:	Shall we begin?
context: You came, as expected.\Did you think you could use that officer as a decoy?\Very imprudent of you.\I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me.\Oh, this?\Shedding blood is my remuneration as a contractor.\Shall we begin? response:	What's wrong?
context: Did you think you could use that officer as a decoy?\Very imprudent of you.\I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me.\Oh, this?\Shedding blood is my remuneration as a contractor.\Shall we begin?\What's wrong? response:	The show has just begun.
context: Very imprudent of you.\I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me.\Oh, this?\Shedding blood is my remuneration as a contractor.\Shall we begin?\What's wrong?\The show has just begun. response:	I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.
context: I don't know which organization you're from, but you're no match for me.\I will make sure you return it to me.\Oh, this?\Shedding blood is my remuneration as a contractor.\Shall we begin?\What's wrong?\The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will. response:	I see. You're that BK201.
context: I will make sure you return it to me.\Oh, this?\Shedding blood is my remuneration as a contractor.\Shall we begin?\What's wrong?\The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201. response:	You intentionally lured me toward you so that I'd drop my guard.
context: Oh, this?\Shedding blood is my remuneration as a contractor.\Shall we begin?\What's wrong?\The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard. response:	However, it seems that you've made a critical mistake at the last moment.
context: Shedding blood is my remuneration as a contractor.\Shall we begin?\What's wrong?\The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment. response:	Apparently, I'm faster than you are.
context: Shall we begin?\What's wrong?\The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are. response:	Saitou, this way.
context: What's wrong?\The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are.\Saitou, this way. response:	But...
context: The show has just begun.\I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are.\Saitou, this way.\But... response:	Don't panic. Act as you normally do.
context: I've heard a rumor about the existence of a proficient contractor who manipulates electricity at will.\I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are.\Saitou, this way.\But...\Don't panic. Act as you normally do. response:	Okay.
context: I see. You're that BK201.\You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are.\Saitou, this way.\But...\Don't panic. Act as you normally do.\Okay. response:	You're in charge of this room.
context: You intentionally lured me toward you so that I'd drop my guard.\However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are.\Saitou, this way.\But...\Don't panic. Act as you normally do.\Okay.\You're in charge of this room. response:	Okay.
context: However, it seems that you've made a critical mistake at the last moment.\Apparently, I'm faster than you are.\Saitou, this way.\But...\Don't panic. Act as you normally do.\Okay.\You're in charge of this room.\Okay. response:	There aren't any tables.
context: Apparently, I'm faster than you are.\Saitou, this way.\But...\Don't panic. Act as you normally do.\Okay.\You're in charge of this room.\Okay.\There aren't any tables. response:	That was close. I almost had you.
context: Saitou, this way.\But...\Don't panic. Act as you normally do.\Okay.\You're in charge of this room.\Okay.\There aren't any tables.\That was close. I almost had you. response:	Alice! What are you doing?
context: But...\Don't panic. Act as you normally do.\Okay.\You're in charge of this room.\Okay.\There aren't any tables.\That was close. I almost had you.\Alice! What are you doing? response:	Didn't I tell you?
context: Don't panic. Act as you normally do.\Okay.\You're in charge of this room.\Okay.\There aren't any tables.\That was close. I almost had you.\Alice! What are you doing?\Didn't I tell you? response:	Today will be the end of everything that has been holding me down.
context: Okay.\You're in charge of this room.\Okay.\There aren't any tables.\That was close. I almost had you.\Alice! What are you doing?\Didn't I tell you?\Today will be the end of everything that has been holding me down. response:	Kinship was what Chen Long Tang revered more than anything else.
context: You're in charge of this room.\Okay.\There aren't any tables.\That was close. I almost had you.\Alice! What are you doing?\Didn't I tell you?\Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else. response:	That's why, as the successor by lineage, regardless of whether I wanted to or not...
context: Okay.\There aren't any tables.\That was close. I almost had you.\Alice! What are you doing?\Didn't I tell you?\Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not... response:	I had to live a life shouldering the burden of Chen Long Tang.
context: There aren't any tables.\That was close. I almost had you.\Alice! What are you doing?\Didn't I tell you?\Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang. response:	Even when the gate appeared and the world was in turmoil, nothing changed.
context: That was close. I almost had you.\Alice! What are you doing?\Didn't I tell you?\Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed. response:	However, Wang Shao Tang is dead,
context: Alice! What are you doing?\Didn't I tell you?\Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead, response:	and Chen Long Tang has disappeared without a trace.
context: Didn't I tell you?\Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace. response:	All thanks to Wei Zhi Jun.
context: Today will be the end of everything that has been holding me down.\Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun. response:	Boss, who is he?
context: Kinship was what Chen Long Tang revered more than anything else.\That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun.\Boss, who is he? response:	VI952.
context: That's why, as the successor by lineage, regardless of whether I wanted to or not...\I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun.\Boss, who is he?\VI952. response:	Saitou...
context: I had to live a life shouldering the burden of Chen Long Tang.\Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun.\Boss, who is he?\VI952.\Saitou... response:	Please, Wei, set me free.
context: Even when the gate appeared and the world was in turmoil, nothing changed.\However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun.\Boss, who is he?\VI952.\Saitou...\Please, Wei, set me free. response:	With this, you are now free.
context: However, Wang Shao Tang is dead,\and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun.\Boss, who is he?\VI952.\Saitou...\Please, Wei, set me free.\With this, you are now free. response:	Alice!
context: and Chen Long Tang has disappeared without a trace.\All thanks to Wei Zhi Jun.\Boss, who is he?\VI952.\Saitou...\Please, Wei, set me free.\With this, you are now free.\Alice! response:	Why?
context: All thanks to Wei Zhi Jun.\Boss, who is he?\VI952.\Saitou...\Please, Wei, set me free.\With this, you are now free.\Alice!\Why? response:	You didn't want freedom.
context: Boss, who is he?\VI952.\Saitou...\Please, Wei, set me free.\With this, you are now free.\Alice!\Why?\You didn't want freedom. response:	You only sought to be bound, always relying on someone else, Alice.
context: VI952.\Saitou...\Please, Wei, set me free.\With this, you are now free.\Alice!\Why?\You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice. response:	No...
context: Saitou...\Please, Wei, set me free.\With this, you are now free.\Alice!\Why?\You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice.\No... response:	Sometimes it was Kirihara Misaki, and sometimes it was me.
context: Please, Wei, set me free.\With this, you are now free.\Alice!\Why?\You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice.\No...\Sometimes it was Kirihara Misaki, and sometimes it was me. response:	You didn't want to be freed from your father,
context: With this, you are now free.\Alice!\Why?\You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice.\No...\Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father, response:	but rather bound to him, didn't you?
context: Alice!\Why?\You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice.\No...\Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father,\but rather bound to him, didn't you? response:	Alice!
context: Why?\You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice.\No...\Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father,\but rather bound to him, didn't you?\Alice! response:	Alice! Alice!
context: You didn't want freedom.\You only sought to be bound, always relying on someone else, Alice.\No...\Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father,\but rather bound to him, didn't you?\Alice!\Alice! Alice! response:	You're a heartless person.
context: You only sought to be bound, always relying on someone else, Alice.\No...\Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father,\but rather bound to him, didn't you?\Alice!\Alice! Alice!\You're a heartless person. response:	Haven't you realized you were the one who liberated Alice from her dependency on her father?
context: No...\Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father,\but rather bound to him, didn't you?\Alice!\Alice! Alice!\You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father? response:	What did you say?
context: Sometimes it was Kirihara Misaki, and sometimes it was me.\You didn't want to be freed from your father,\but rather bound to him, didn't you?\Alice!\Alice! Alice!\You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say? response:	It was the first time someone questioned her father's authority.
context: You didn't want to be freed from your father,\but rather bound to him, didn't you?\Alice!\Alice! Alice!\You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say?\It was the first time someone questioned her father's authority. response:	Your father has nothing to do with this!
context: but rather bound to him, didn't you?\Alice!\Alice! Alice!\You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say?\It was the first time someone questioned her father's authority.\Your father has nothing to do with this! response:	That's when she found another person to rely on.
context: Alice!\Alice! Alice!\You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say?\It was the first time someone questioned her father's authority.\Your father has nothing to do with this!\That's when she found another person to rely on. response:	However, you became a police officer,
context: Alice! Alice!\You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say?\It was the first time someone questioned her father's authority.\Your father has nothing to do with this!\That's when she found another person to rely on.\However, you became a police officer, response:	a person deemed unacceptable in the world of Wang Shao Tan's daughter.
context: You're a heartless person.\Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say?\It was the first time someone questioned her father's authority.\Your father has nothing to do with this!\That's when she found another person to rely on.\However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter. response:	It can't be...
context: Haven't you realized you were the one who liberated Alice from her dependency on her father?\What did you say?\It was the first time someone questioned her father's authority.\Your father has nothing to do with this!\That's when she found another person to rely on.\However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be... response:	Boss!
context: What did you say?\It was the first time someone questioned her father's authority.\Your father has nothing to do with this!\That's when she found another person to rely on.\However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be...\Boss! response:	Saitou!
context: It was the first time someone questioned her father's authority.\Your father has nothing to do with this!\That's when she found another person to rely on.\However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be...\Boss!\Saitou! response:	Get out of the way!
context: Your father has nothing to do with this!\That's when she found another person to rely on.\However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be...\Boss!\Saitou!\Get out of the way! response:	BK... 201...
context: That's when she found another person to rely on.\However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be...\Boss!\Saitou!\Get out of the way!\BK... 201... response:	How... are you still...
context: However, you became a police officer,\a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be...\Boss!\Saitou!\Get out of the way!\BK... 201...\How... are you still... response:	So that was your own blood...
context: a person deemed unacceptable in the world of Wang Shao Tan's daughter.\It can't be...\Boss!\Saitou!\Get out of the way!\BK... 201...\How... are you still...\So that was your own blood... response:	In an instant... That can't be...
context: It can't be...\Boss!\Saitou!\Get out of the way!\BK... 201...\How... are you still...\So that was your own blood...\In an instant... That can't be... response:	It looks like I was faster than you.
context: Boss!\Saitou!\Get out of the way!\BK... 201...\How... are you still...\So that was your own blood...\In an instant... That can't be...\It looks like I was faster than you. response:	Hold it!
context: Saitou!\Get out of the way!\BK... 201...\How... are you still...\So that was your own blood...\In an instant... That can't be...\It looks like I was faster than you.\Hold it! response:	Wei Zhi Jun attempted to take complete control of Chen Long Tang,
context: Get out of the way!\BK... 201...\How... are you still...\So that was your own blood...\In an instant... That can't be...\It looks like I was faster than you.\Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang, response:	killing Wang and the executives, as well as the daughter, for good measure.
context: BK... 201...\How... are you still...\So that was your own blood...\In an instant... That can't be...\It looks like I was faster than you.\Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure. response:	He also tried to frame you as the suspect.
context: How... are you still...\So that was your own blood...\In an instant... That can't be...\It looks like I was faster than you.\Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect. response:	Strangely enough, Wei's corpse disappeared from the morgue.
context: So that was your own blood...\In an instant... That can't be...\It looks like I was faster than you.\Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue. response:	As I thought.
context: In an instant... That can't be...\It looks like I was faster than you.\Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue.\As I thought. response:	His star didn't fall that night.
context: It looks like I was faster than you.\Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue.\As I thought.\His star didn't fall that night. response:	The mission is over.
context: Hold it!\Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue.\As I thought.\His star didn't fall that night.\The mission is over. response:	Do you think I would have been able to save Alice if I didn't join the police?
context: Wei Zhi Jun attempted to take complete control of Chen Long Tang,\killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue.\As I thought.\His star didn't fall that night.\The mission is over.\Do you think I would have been able to save Alice if I didn't join the police? response:	Who knows?
context: killing Wang and the executives, as well as the daughter, for good measure.\He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue.\As I thought.\His star didn't fall that night.\The mission is over.\Do you think I would have been able to save Alice if I didn't join the police?\Who knows? response:	No one can read people's minds or predict the future.
context: He also tried to frame you as the suspect.\Strangely enough, Wei's corpse disappeared from the morgue.\As I thought.\His star didn't fall that night.\The mission is over.\Do you think I would have been able to save Alice if I didn't join the police?\Who knows?\No one can read people's minds or predict the future. response:	Then again, can you imagine yourself as someone who isn't an officer?
context: Strangely enough, Wei's corpse disappeared from the morgue.\As I thought.\His star didn't fall that night.\The mission is over.\Do you think I would have been able to save Alice if I didn't join the police?\Who knows?\No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer? response:	Kanami... when did you start smoking?
context: As I thought.\His star didn't fall that night.\The mission is over.\Do you think I would have been able to save Alice if I didn't join the police?\Who knows?\No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking? response:	I'm also a weak person who has to depend on something in order to live.
context: His star didn't fall that night.\The mission is over.\Do you think I would have been able to save Alice if I didn't join the police?\Who knows?\No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live. response:	There are a lot of people who rely on you.
context: The mission is over.\Do you think I would have been able to save Alice if I didn't join the police?\Who knows?\No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you. response:	However, you have a bad habit of shouldering the entire burden by yourself.
context: Do you think I would have been able to save Alice if I didn't join the police?\Who knows?\No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself. response:	It'll be a problem if you don't come to my aid when I ask you for help.
context: Who knows?\No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help. response:	I see.
context: No one can read people's minds or predict the future.\Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help.\I see. response:	Would you mind not smoking next to me, though?
context: Then again, can you imagine yourself as someone who isn't an officer?\Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help.\I see.\Would you mind not smoking next to me, though? response:	My clothes are going to smell.
context: Kanami... when did you start smoking?\I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help.\I see.\Would you mind not smoking next to me, though?\My clothes are going to smell. response:	You're going to decline the promotion?
context: I'm also a weak person who has to depend on something in order to live.\There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help.\I see.\Would you mind not smoking next to me, though?\My clothes are going to smell.\You're going to decline the promotion? response:	Yes.
context: There are a lot of people who rely on you.\However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help.\I see.\Would you mind not smoking next to me, though?\My clothes are going to smell.\You're going to decline the promotion?\Yes. response:	Can you tell me why?
context: However, you have a bad habit of shouldering the entire burden by yourself.\It'll be a problem if you don't come to my aid when I ask you for help.\I see.\Would you mind not smoking next to me, though?\My clothes are going to smell.\You're going to decline the promotion?\Yes.\Can you tell me why? response:	I realized my shortcomings during the most recent case.
context: It'll be a problem if you don't come to my aid when I ask you for help.\I see.\Would you mind not smoking next to me, though?\My clothes are going to smell.\You're going to decline the promotion?\Yes.\Can you tell me why?\I realized my shortcomings during the most recent case. response:	I cannot go further as of yet.
context: I see.\Would you mind not smoking next to me, though?\My clothes are going to smell.\You're going to decline the promotion?\Yes.\Can you tell me why?\I realized my shortcomings during the most recent case.\I cannot go further as of yet. response:	I was unable to save someone who only I could have saved.
context: Would you mind not smoking next to me, though?\My clothes are going to smell.\You're going to decline the promotion?\Yes.\Can you tell me why?\I realized my shortcomings during the most recent case.\I cannot go further as of yet.\I was unable to save someone who only I could have saved. response:	Do you know the consequences of rejecting an offer like this?
context: My clothes are going to smell.\You're going to decline the promotion?\Yes.\Can you tell me why?\I realized my shortcomings during the most recent case.\I cannot go further as of yet.\I was unable to save someone who only I could have saved.\Do you know the consequences of rejecting an offer like this? response:	I stand firm in my decision.
context: You're going to decline the promotion?\Yes.\Can you tell me why?\I realized my shortcomings during the most recent case.\I cannot go further as of yet.\I was unable to save someone who only I could have saved.\Do you know the consequences of rejecting an offer like this?\I stand firm in my decision. response:	Very well. Inspector Kirihara, you may leave.
