context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: Just what?\Oh, nothing!\Never mind that, what about Hinata?\What's this, all of a sudden?!\Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time! response:	Everyone's really curious.
context: Oh, nothing!\Never mind that, what about Hinata?\What's this, all of a sudden?!\Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time!\Everyone's really curious. response:	What is wrong with all of you?!
context: Never mind that, what about Hinata?\What's this, all of a sudden?!\Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time!\Everyone's really curious.\What is wrong with all of you?! response:	There's nothing between us! We're just childhood friends!
context: What's this, all of a sudden?!\Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time!\Everyone's really curious.\What is wrong with all of you?!\There's nothing between us! We're just childhood friends! response:	Isn't there more to it?
context: Well, I was curious about it the whole time.\Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time!\Everyone's really curious.\What is wrong with all of you?!\There's nothing between us! We're just childhood friends!\Isn't there more to it? response:	No, there's not!
context: Sakura's main objective right now is to talk about your love life.\This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time!\Everyone's really curious.\What is wrong with all of you?!\There's nothing between us! We're just childhood friends!\Isn't there more to it?\No, there's not! response:	I don't have enough time for anything like that anyways!
context: This is the perfect opportunity, isn't it?\And Hinata appeared at just the right time!\Everyone's really curious.\What is wrong with all of you?!\There's nothing between us! We're just childhood friends!\Isn't there more to it?\No, there's not!\I don't have enough time for anything like that anyways! response:	I've got things to do as the Seika's Student Council President!
context: And Hinata appeared at just the right time!\Everyone's really curious.\What is wrong with all of you?!\There's nothing between us! We're just childhood friends!\Isn't there more to it?\No, there's not!\I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President! response:	I can't watch over him like I did in the past.
context: Everyone's really curious.\What is wrong with all of you?!\There's nothing between us! We're just childhood friends!\Isn't there more to it?\No, there's not!\I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past. response:	It's cold!
context: What is wrong with all of you?!\There's nothing between us! We're just childhood friends!\Isn't there more to it?\No, there's not!\I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past.\It's cold! response:	This hurts! What a hellish exercise!
context: There's nothing between us! We're just childhood friends!\Isn't there more to it?\No, there's not!\I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past.\It's cold!\This hurts! What a hellish exercise! response:	This is so cool!
context: Isn't there more to it?\No, there's not!\I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past.\It's cold!\This hurts! What a hellish exercise!\This is so cool! response:	Hey, that guy's having fun.
context: No, there's not!\I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past.\It's cold!\This hurts! What a hellish exercise!\This is so cool!\Hey, that guy's having fun. response:	You're really wild, you know?
context: I don't have enough time for anything like that anyways!\I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past.\It's cold!\This hurts! What a hellish exercise!\This is so cool!\Hey, that guy's having fun.\You're really wild, you know? response:	More like, he's a kid at heart!
context: I've got things to do as the Seika's Student Council President!\I can't watch over him like I did in the past.\It's cold!\This hurts! What a hellish exercise!\This is so cool!\Hey, that guy's having fun.\You're really wild, you know?\More like, he's a kid at heart! response:	Really?
context: I can't watch over him like I did in the past.\It's cold!\This hurts! What a hellish exercise!\This is so cool!\Hey, that guy's having fun.\You're really wild, you know?\More like, he's a kid at heart!\Really? response:	Hey, what was that berry you just ate?!
context: It's cold!\This hurts! What a hellish exercise!\This is so cool!\Hey, that guy's having fun.\You're really wild, you know?\More like, he's a kid at heart!\Really?\Hey, what was that berry you just ate?! response:	He's really naive, in a sense.
context: This hurts! What a hellish exercise!\This is so cool!\Hey, that guy's having fun.\You're really wild, you know?\More like, he's a kid at heart!\Really?\Hey, what was that berry you just ate?!\He's really naive, in a sense. response:	Hinata, what's wrong?
context: This is so cool!\Hey, that guy's having fun.\You're really wild, you know?\More like, he's a kid at heart!\Really?\Hey, what was that berry you just ate?!\He's really naive, in a sense.\Hinata, what's wrong? response:	Hey! What are you doing to Usui-
context: Hey, that guy's having fun.\You're really wild, you know?\More like, he's a kid at heart!\Really?\Hey, what was that berry you just ate?!\He's really naive, in a sense.\Hinata, what's wrong?\Hey! What are you doing to Usui- response:	As I suspected, you're really cool!
context: You're really wild, you know?\More like, he's a kid at heart!\Really?\Hey, what was that berry you just ate?!\He's really naive, in a sense.\Hinata, what's wrong?\Hey! What are you doing to Usui-\As I suspected, you're really cool! response:	You've got some awesome pecs!
context: More like, he's a kid at heart!\Really?\Hey, what was that berry you just ate?!\He's really naive, in a sense.\Hinata, what's wrong?\Hey! What are you doing to Usui-\As I suspected, you're really cool!\You've got some awesome pecs! response:	What an amazing body!
context: Really?\Hey, what was that berry you just ate?!\He's really naive, in a sense.\Hinata, what's wrong?\Hey! What are you doing to Usui-\As I suspected, you're really cool!\You've got some awesome pecs!\What an amazing body! response:	Hey, Hinata!
context: Hey, what was that berry you just ate?!\He's really naive, in a sense.\Hinata, what's wrong?\Hey! What are you doing to Usui-\As I suspected, you're really cool!\You've got some awesome pecs!\What an amazing body!\Hey, Hinata! response:	That's kinda dangerous, you know...
context: He's really naive, in a sense.\Hinata, what's wrong?\Hey! What are you doing to Usui-\As I suspected, you're really cool!\You've got some awesome pecs!\What an amazing body!\Hey, Hinata!\That's kinda dangerous, you know... response:	If I was a girl, I would probably fall for you!
context: Hinata, what's wrong?\Hey! What are you doing to Usui-\As I suspected, you're really cool!\You've got some awesome pecs!\What an amazing body!\Hey, Hinata!\That's kinda dangerous, you know...\If I was a girl, I would probably fall for you! response:	Don't say that so carelessly!
context: Hey! What are you doing to Usui-\As I suspected, you're really cool!\You've got some awesome pecs!\What an amazing body!\Hey, Hinata!\That's kinda dangerous, you know...\If I was a girl, I would probably fall for you!\Don't say that so carelessly! response:	We're speaking of this Usui, you know?
context: As I suspected, you're really cool!\You've got some awesome pecs!\What an amazing body!\Hey, Hinata!\That's kinda dangerous, you know...\If I was a girl, I would probably fall for you!\Don't say that so carelessly!\We're speaking of this Usui, you know? response:	Something wrong with that?
context: You've got some awesome pecs!\What an amazing body!\Hey, Hinata!\That's kinda dangerous, you know...\If I was a girl, I would probably fall for you!\Don't say that so carelessly!\We're speaking of this Usui, you know?\Something wrong with that? response:	He might hit on you!
context: What an amazing body!\Hey, Hinata!\That's kinda dangerous, you know...\If I was a girl, I would probably fall for you!\Don't say that so carelessly!\We're speaking of this Usui, you know?\Something wrong with that?\He might hit on you! response:	What are you saying? I'm a guy.
context: Hey, Hinata!\That's kinda dangerous, you know...\If I was a girl, I would probably fall for you!\Don't say that so carelessly!\We're speaking of this Usui, you know?\Something wrong with that?\He might hit on you!\What are you saying? I'm a guy. response:	That doesn't matter to him!
context: That's kinda dangerous, you know...\If I was a girl, I would probably fall for you!\Don't say that so carelessly!\We're speaking of this Usui, you know?\Something wrong with that?\He might hit on you!\What are you saying? I'm a guy.\That doesn't matter to him! response:	Oh, what's that yummy looking red berry?!
context: If I was a girl, I would probably fall for you!\Don't say that so carelessly!\We're speaking of this Usui, you know?\Something wrong with that?\He might hit on you!\What are you saying? I'm a guy.\That doesn't matter to him!\Oh, what's that yummy looking red berry?! response:	Wait! I'm not done yet!
context: Don't say that so carelessly!\We're speaking of this Usui, you know?\Something wrong with that?\He might hit on you!\What are you saying? I'm a guy.\That doesn't matter to him!\Oh, what's that yummy looking red berry?!\Wait! I'm not done yet! response:	Everything will be done here, from meditation to your meals.
context: We're speaking of this Usui, you know?\Something wrong with that?\He might hit on you!\What are you saying? I'm a guy.\That doesn't matter to him!\Oh, what's that yummy looking red berry?!\Wait! I'm not done yet!\Everything will be done here, from meditation to your meals. response:	Personal conversation is not normally allowed.
context: Something wrong with that?\He might hit on you!\What are you saying? I'm a guy.\That doesn't matter to him!\Oh, what's that yummy looking red berry?!\Wait! I'm not done yet!\Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed. response:	However, just for tonight, I won't mind a little bit of chatter.
context: He might hit on you!\What are you saying? I'm a guy.\That doesn't matter to him!\Oh, what's that yummy looking red berry?!\Wait! I'm not done yet!\Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter. response:	Enjoy your meal.
context: What are you saying? I'm a guy.\That doesn't matter to him!\Oh, what's that yummy looking red berry?!\Wait! I'm not done yet!\Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal. response:	Thank you for the meal.
context: That doesn't matter to him!\Oh, what's that yummy looking red berry?!\Wait! I'm not done yet!\Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal.\Thank you for the meal. response:	We're only having a small bowl of curry?!
context: Oh, what's that yummy looking red berry?!\Wait! I'm not done yet!\Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal.\Thank you for the meal.\We're only having a small bowl of curry?! response:	I thought this was meat, but it's just konjac!
context: Wait! I'm not done yet!\Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal.\Thank you for the meal.\We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac! response:	Konjac curry...
context: Everything will be done here, from meditation to your meals.\Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal.\Thank you for the meal.\We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac!\Konjac curry... response:	Seconds please!
context: Personal conversation is not normally allowed.\However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal.\Thank you for the meal.\We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac!\Konjac curry...\Seconds please! response:	Uh, Hinata...
context: However, just for tonight, I won't mind a little bit of chatter.\Enjoy your meal.\Thank you for the meal.\We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac!\Konjac curry...\Seconds please!\Uh, Hinata... response:	There are no second helpings.
context: Enjoy your meal.\Thank you for the meal.\We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac!\Konjac curry...\Seconds please!\Uh, Hinata...\There are no second helpings. response:	Eh?! That wasn't enough for me!
context: Thank you for the meal.\We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac!\Konjac curry...\Seconds please!\Uh, Hinata...\There are no second helpings.\Eh?! That wasn't enough for me! response:	You should slowly enjoy the blessings nature bestowed upon us!
context: We're only having a small bowl of curry?!\I thought this was meat, but it's just konjac!\Konjac curry...\Seconds please!\Uh, Hinata...\There are no second helpings.\Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us! response:	There's not enough for me to do so!
context: I thought this was meat, but it's just konjac!\Konjac curry...\Seconds please!\Uh, Hinata...\There are no second helpings.\Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so! response:	I tried my best to endure even though I was so hungry!
context: Konjac curry...\Seconds please!\Uh, Hinata...\There are no second helpings.\Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so!\I tried my best to endure even though I was so hungry! response:	What is that idiot doing?!
context: Seconds please!\Uh, Hinata...\There are no second helpings.\Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so!\I tried my best to endure even though I was so hungry!\What is that idiot doing?! response:	He was told to sweep the grounds outside tonight as punishment...
context: Uh, Hinata...\There are no second helpings.\Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so!\I tried my best to endure even though I was so hungry!\What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment... response:	That was merciless! This is scarier than the game of testing your courage!
context: There are no second helpings.\Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so!\I tried my best to endure even though I was so hungry!\What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage! response:	Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.
context: Eh?! That wasn't enough for me!\You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so!\I tried my best to endure even though I was so hungry!\What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping. response:	Like eating the food offered at graves?
context: You should slowly enjoy the blessings nature bestowed upon us!\There's not enough for me to do so!\I tried my best to endure even though I was so hungry!\What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves? response:	That's possible! You never know what he'll do when he's alone!
context: There's not enough for me to do so!\I tried my best to endure even though I was so hungry!\What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone! response:	They have a point...
context: I tried my best to endure even though I was so hungry!\What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone!\They have a point... response:	Dammit!
context: What is that idiot doing?!\He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone!\They have a point...\Dammit! response:	Why is he so worrisome?!
context: He was told to sweep the grounds outside tonight as punishment...\That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone!\They have a point...\Dammit!\Why is he so worrisome?! response:	Where did that idiot go?!
context: That was merciless! This is scarier than the game of testing your courage!\Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone!\They have a point...\Dammit!\Why is he so worrisome?!\Where did that idiot go?! response:	I can't find a flashlight...
context: Still, since it's Hinata, I'm sure he'll wander off looking for food instead of sweeping.\Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone!\They have a point...\Dammit!\Why is he so worrisome?!\Where did that idiot go?!\I can't find a flashlight... response:	I was going to search for food in the mountain if I could find a light.
context: Like eating the food offered at graves?\That's possible! You never know what he'll do when he's alone!\They have a point...\Dammit!\Why is he so worrisome?!\Where did that idiot go?!\I can't find a flashlight...\I was going to search for food in the mountain if I could find a light. response:	Why did you enter the storeroom without asking?!
context: That's possible! You never know what he'll do when he's alone!\They have a point...\Dammit!\Why is he so worrisome?!\Where did that idiot go?!\I can't find a flashlight...\I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?! response:	Are you a thief?!
context: They have a point...\Dammit!\Why is he so worrisome?!\Where did that idiot go?!\I can't find a flashlight...\I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?!\Are you a thief?! response:	Misaki-chan?
context: Dammit!\Why is he so worrisome?!\Where did that idiot go?!\I can't find a flashlight...\I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?!\Are you a thief?!\Misaki-chan? response:	No! I just wanted to borrow a flashli-
context: Why is he so worrisome?!\Where did that idiot go?!\I can't find a flashlight...\I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?!\Are you a thief?!\Misaki-chan?\No! I just wanted to borrow a flashli- response:	Shut up! Get out of there now!
context: Where did that idiot go?!\I can't find a flashlight...\I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?!\Are you a thief?!\Misaki-chan?\No! I just wanted to borrow a flashli-\Shut up! Get out of there now! response:	If you get discovered by the monks-
context: I can't find a flashlight...\I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?!\Are you a thief?!\Misaki-chan?\No! I just wanted to borrow a flashli-\Shut up! Get out of there now!\If you get discovered by the monks- response:	Strange, why is the storeroom door ajar?
context: I was going to search for food in the mountain if I could find a light.\Why did you enter the storeroom without asking?!\Are you a thief?!\Misaki-chan?\No! I just wanted to borrow a flashli-\Shut up! Get out of there now!\If you get discovered by the monks-\Strange, why is the storeroom door ajar? response:	Hey, anyone in here?
context: Why did you enter the storeroom without asking?!\Are you a thief?!\Misaki-chan?\No! I just wanted to borrow a flashli-\Shut up! Get out of there now!\If you get discovered by the monks-\Strange, why is the storeroom door ajar?\Hey, anyone in here? response:	Geez, someone must've forgotten to lock the doors.
context: Are you a thief?!\Misaki-chan?\No! I just wanted to borrow a flashli-\Shut up! Get out of there now!\If you get discovered by the monks-\Strange, why is the storeroom door ajar?\Hey, anyone in here?\Geez, someone must've forgotten to lock the doors. response:	We're locked in!
context: Misaki-chan?\No! I just wanted to borrow a flashli-\Shut up! Get out of there now!\If you get discovered by the monks-\Strange, why is the storeroom door ajar?\Hey, anyone in here?\Geez, someone must've forgotten to lock the doors.\We're locked in! response:	The doors won't bulge!
context: No! I just wanted to borrow a flashli-\Shut up! Get out of there now!\If you get discovered by the monks-\Strange, why is the storeroom door ajar?\Hey, anyone in here?\Geez, someone must've forgotten to lock the doors.\We're locked in!\The doors won't bulge! response:	There should be another way out of here!
context: Shut up! Get out of there now!\If you get discovered by the monks-\Strange, why is the storeroom door ajar?\Hey, anyone in here?\Geez, someone must've forgotten to lock the doors.\We're locked in!\The doors won't bulge!\There should be another way out of here! response:	Why did I hide just now?
context: If you get discovered by the monks-\Strange, why is the storeroom door ajar?\Hey, anyone in here?\Geez, someone must've forgotten to lock the doors.\We're locked in!\The doors won't bulge!\There should be another way out of here!\Why did I hide just now? response:	I'm sure they'd listen to us if I told the truth!
context: Strange, why is the storeroom door ajar?\Hey, anyone in here?\Geez, someone must've forgotten to lock the doors.\We're locked in!\The doors won't bulge!\There should be another way out of here!\Why did I hide just now?\I'm sure they'd listen to us if I told the truth! response:	Wait, isn't this...
context: Hey, anyone in here?\Geez, someone must've forgotten to lock the doors.\We're locked in!\The doors won't bulge!\There should be another way out of here!\Why did I hide just now?\I'm sure they'd listen to us if I told the truth!\Wait, isn't this... response:	Don't worry! I read about these in some mangas before!
context: Geez, someone must've forgotten to lock the doors.\We're locked in!\The doors won't bulge!\There should be another way out of here!\Why did I hide just now?\I'm sure they'd listen to us if I told the truth!\Wait, isn't this...\Don't worry! I read about these in some mangas before! response:	We need to get some food! And then keep our bodies warm!
context: We're locked in!\The doors won't bulge!\There should be another way out of here!\Why did I hide just now?\I'm sure they'd listen to us if I told the truth!\Wait, isn't this...\Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm! response:	I don't feel cold, though...
context: The doors won't bulge!\There should be another way out of here!\Why did I hide just now?\I'm sure they'd listen to us if I told the truth!\Wait, isn't this...\Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm!\I don't feel cold, though... response:	We don't have cellphones here... No reception, eh?
context: There should be another way out of here!\Why did I hide just now?\I'm sure they'd listen to us if I told the truth!\Wait, isn't this...\Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm!\I don't feel cold, though...\We don't have cellphones here... No reception, eh? response:	What reception?
context: Why did I hide just now?\I'm sure they'd listen to us if I told the truth!\Wait, isn't this...\Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm!\I don't feel cold, though...\We don't have cellphones here... No reception, eh?\What reception? response:	What should we do?! Embrace each other in the nude until morning?!
context: I'm sure they'd listen to us if I told the truth!\Wait, isn't this...\Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm!\I don't feel cold, though...\We don't have cellphones here... No reception, eh?\What reception?\What should we do?! Embrace each other in the nude until morning?! response:	I'm totally clueless about that-!
context: Wait, isn't this...\Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm!\I don't feel cold, though...\We don't have cellphones here... No reception, eh?\What reception?\What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-! response:	Just what kind of mangas have you been reading?
context: Don't worry! I read about these in some mangas before!\We need to get some food! And then keep our bodies warm!\I don't feel cold, though...\We don't have cellphones here... No reception, eh?\What reception?\What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-!\Just what kind of mangas have you been reading? response:	Isn't your heart racing as well?! We're alone, you know!
context: We need to get some food! And then keep our bodies warm!\I don't feel cold, though...\We don't have cellphones here... No reception, eh?\What reception?\What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-!\Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know! response:	Why would it?
context: I don't feel cold, though...\We don't have cellphones here... No reception, eh?\What reception?\What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-!\Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know!\Why would it? response:	More importantly, we have to hurry and find a way out...
context: We don't have cellphones here... No reception, eh?\What reception?\What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-!\Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know!\Why would it?\More importantly, we have to hurry and find a way out... response:	We're...
context: What reception?\What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-!\Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know!\Why would it?\More importantly, we have to hurry and find a way out...\We're... response:	We're both 16 year old teenagers of opposite genders.
context: What should we do?! Embrace each other in the nude until morning?!\I'm totally clueless about that-!\Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know!\Why would it?\More importantly, we have to hurry and find a way out...\We're...\We're both 16 year old teenagers of opposite genders. response:	Shin...tani...
context: I'm totally clueless about that-!\Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know!\Why would it?\More importantly, we have to hurry and find a way out...\We're...\We're both 16 year old teenagers of opposite genders.\Shin...tani... response:	Maybe you do not think of me that way, but...
context: Just what kind of mangas have you been reading?\Isn't your heart racing as well?! We're alone, you know!\Why would it?\More importantly, we have to hurry and find a way out...\We're...\We're both 16 year old teenagers of opposite genders.\Shin...tani...\Maybe you do not think of me that way, but... response:	What's wrong? What happened?
context: Isn't your heart racing as well?! We're alone, you know!\Why would it?\More importantly, we have to hurry and find a way out...\We're...\We're both 16 year old teenagers of opposite genders.\Shin...tani...\Maybe you do not think of me that way, but...\What's wrong? What happened? response:	No, it's just...
context: Why would it?\More importantly, we have to hurry and find a way out...\We're...\We're both 16 year old teenagers of opposite genders.\Shin...tani...\Maybe you do not think of me that way, but...\What's wrong? What happened?\No, it's just... response:	This is just embarrassing.
context: More importantly, we have to hurry and find a way out...\We're...\We're both 16 year old teenagers of opposite genders.\Shin...tani...\Maybe you do not think of me that way, but...\What's wrong? What happened?\No, it's just...\This is just embarrassing. response:	Argh! My face feels so hot! Am I'm blushing?!
context: We're...\We're both 16 year old teenagers of opposite genders.\Shin...tani...\Maybe you do not think of me that way, but...\What's wrong? What happened?\No, it's just...\This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?! response:	Don't stare at me like that! It's embarrassing!
context: We're both 16 year old teenagers of opposite genders.\Shin...tani...\Maybe you do not think of me that way, but...\What's wrong? What happened?\No, it's just...\This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing! response:	You asked me to look, and then tell me to not look...
context: Shin...tani...\Maybe you do not think of me that way, but...\What's wrong? What happened?\No, it's just...\This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look... response:	Just what do you want me to do?
context: Maybe you do not think of me that way, but...\What's wrong? What happened?\No, it's just...\This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look...\Just what do you want me to do? response:	Well, I want you to...
context: What's wrong? What happened?\No, it's just...\This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look...\Just what do you want me to do?\Well, I want you to... response:	Usui!
context: No, it's just...\This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look...\Just what do you want me to do?\Well, I want you to...\Usui! response:	Alright, I'll think of you as a man, then.
context: This is just embarrassing.\Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look...\Just what do you want me to do?\Well, I want you to...\Usui!\Alright, I'll think of you as a man, then. response:	You guys completed the third day of outdoor education.
context: Argh! My face feels so hot! Am I'm blushing?!\Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look...\Just what do you want me to do?\Well, I want you to...\Usui!\Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education. response:	For the last night, we'll be camping outside of the temple.
context: Don't stare at me like that! It's embarrassing!\You asked me to look, and then tell me to not look...\Just what do you want me to do?\Well, I want you to...\Usui!\Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple. response:	Everyone, be sure to come.
context: You asked me to look, and then tell me to not look...\Just what do you want me to do?\Well, I want you to...\Usui!\Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple.\Everyone, be sure to come. response:	The guys are too tired to rampage around after three days of strict training.
context: Just what do you want me to do?\Well, I want you to...\Usui!\Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple.\Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training. response:	I heard this from a senior...
context: Well, I want you to...\Usui!\Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple.\Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training.\I heard this from a senior... response:	Danger will befall the girls on the fourth day, or so they say.
context: Usui!\Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple.\Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training.\I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say. response:	What?
context: Alright, I'll think of you as a man, then.\You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple.\Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training.\I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say.\What? response:	Brace yourself, Usui Takumi!
context: You guys completed the third day of outdoor education.\For the last night, we'll be camping outside of the temple.\Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training.\I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say.\What?\Brace yourself, Usui Takumi! response:	What's wrong with you guys lately?!
context: For the last night, we'll be camping outside of the temple.\Everyone, be sure to come.\The guys are too tired to rampage around after three days of strict training.\I heard this from a senior...\Danger will befall the girls on the fourth day, or so they say.\What?\Brace yourself, Usui Takumi!\What's wrong with you guys lately?! response:	Why are you guys fighting any time you meet?!
