context: Class 3-2 response:	I have to hide somewhere!
context: Yes.\Jeez, what do you want?\Where's Miyako-kun?\Right here.\There you are.\I have a message for you.\That party will be held again this year.\But what does that mean? response:	Every year, we and the other wards take turns
context: Jeez, what do you want?\Where's Miyako-kun?\Right here.\There you are.\I have a message for you.\That party will be held again this year.\But what does that mean?\Every year, we and the other wards take turns response:	temporarily transferring someone to the Tokyo Metropolitan Government Office.
context: Where's Miyako-kun?\Right here.\There you are.\I have a message for you.\That party will be held again this year.\But what does that mean?\Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office. response:	Transferring?
context: Right here.\There you are.\I have a message for you.\That party will be held again this year.\But what does that mean?\Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring? response:	We work for one of the special wards.
context: There you are.\I have a message for you.\That party will be held again this year.\But what does that mean?\Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring?\We work for one of the special wards. response:	Tokyo Metropolitan Government Office employees are Tokyo city employees.
context: I have a message for you.\That party will be held again this year.\But what does that mean?\Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring?\We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees. response:	We're completely different.
context: That party will be held again this year.\But what does that mean?\Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring?\We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different. response:	So every year, each ward sends one person to work with the city government for a while.
context: But what does that mean?\Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring?\We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different.\So every year, each ward sends one person to work with the city government for a while. response:	The goal is to build relationships between the wards and the city government.
context: Every year, we and the other wards take turns\temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring?\We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different.\So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government. response:	And so... This year, it's your turn.
context: temporarily transferring someone to the Tokyo Metropolitan Government Office.\Transferring?\We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different.\So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn. response:	But I've got that urgent job...
context: Transferring?\We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different.\So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn.\But I've got that urgent job... response:	Don't worry. Sharing that with them is part of what this is about.
context: We work for one of the special wards.\Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different.\So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn.\But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about. response:	Also, it starts tomorrow.
context: Tokyo Metropolitan Government Office employees are Tokyo city employees.\We're completely different.\So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn.\But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow. response:	Miyako-san!
context: We're completely different.\So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn.\But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow.\Miyako-san! response:	Um...
context: So every year, each ward sends one person to work with the city government for a while.\The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn.\But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow.\Miyako-san!\Um... response:	Shimizu, from Chiyoda Ward!
context: The goal is to build relationships between the wards and the city government.\And so... This year, it's your turn.\But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow.\Miyako-san!\Um...\Shimizu, from Chiyoda Ward! response:	We saw each other at Toyama Park.
context: And so... This year, it's your turn.\But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow.\Miyako-san!\Um...\Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park. response:	Oh, I remember!
context: But I've got that urgent job...\Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow.\Miyako-san!\Um...\Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park.\Oh, I remember! response:	Wait, how do you remember my name?
context: Don't worry. Sharing that with them is part of what this is about.\Also, it starts tomorrow.\Miyako-san!\Um...\Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park.\Oh, I remember!\Wait, how do you remember my name? response:	You're famous for a lot of reasons in our business.
context: Also, it starts tomorrow.\Miyako-san!\Um...\Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park.\Oh, I remember!\Wait, how do you remember my name?\You're famous for a lot of reasons in our business. response:	You've been really busy ever since then, I've heard!
context: Miyako-san!\Um...\Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park.\Oh, I remember!\Wait, how do you remember my name?\You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard! response:	It's true. I've heard about you as well, Miyako-san.
context: Um...\Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park.\Oh, I remember!\Wait, how do you remember my name?\You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san. response:	Hello.
context: Shimizu, from Chiyoda Ward!\We saw each other at Toyama Park.\Oh, I remember!\Wait, how do you remember my name?\You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san.\Hello. response:	I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.
context: We saw each other at Toyama Park.\Oh, I remember!\Wait, how do you remember my name?\You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san.\Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department. response:	Kanoichi? Are you related to Kanoichi Akane?
context: Oh, I remember!\Wait, how do you remember my name?\You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san.\Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane? response:	Yes, she and I are cousins.
context: Wait, how do you remember my name?\You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san.\Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins. response:	Nice to meet you,
context: You're famous for a lot of reasons in our business.\You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san.\Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins.\Nice to meet you, response:	Miyako Arata-san.
context: You've been really busy ever since then, I've heard!\It's true. I've heard about you as well, Miyako-san.\Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins.\Nice to meet you,\Miyako Arata-san. response:	Really? You're willing to help us?
context: It's true. I've heard about you as well, Miyako-san.\Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins.\Nice to meet you,\Miyako Arata-san.\Really? You're willing to help us? response:	Yes. That's how this works.
context: Hello.\I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins.\Nice to meet you,\Miyako Arata-san.\Really? You're willing to help us?\Yes. That's how this works. response:	October 9th
context: I'm Kanoichi Satoru, with the Tokyo Metropolitan Nocturnal Cultural and Environmental Department.\Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins.\Nice to meet you,\Miyako Arata-san.\Really? You're willing to help us?\Yes. That's how this works.\October 9th response:	If you think, from the look if it, that the Another can be eliminated,
context: Kanoichi? Are you related to Kanoichi Akane?\Yes, she and I are cousins.\Nice to meet you,\Miyako Arata-san.\Really? You're willing to help us?\Yes. That's how this works.\October 9th\If you think, from the look if it, that the Another can be eliminated, response:	I'll deal with it.
context: Yes, she and I are cousins.\Nice to meet you,\Miyako Arata-san.\Really? You're willing to help us?\Yes. That's how this works.\October 9th\If you think, from the look if it, that the Another can be eliminated,\I'll deal with it. response:	Eliminated?
context: Nice to meet you,\Miyako Arata-san.\Really? You're willing to help us?\Yes. That's how this works.\October 9th\If you think, from the look if it, that the Another can be eliminated,\I'll deal with it.\Eliminated? response:	Your department has the same equipment, right?
context: Miyako Arata-san.\Really? You're willing to help us?\Yes. That's how this works.\October 9th\If you think, from the look if it, that the Another can be eliminated,\I'll deal with it.\Eliminated?\Your department has the same equipment, right? response:	So this is a dream demon, right?
context: Really? You're willing to help us?\Yes. That's how this works.\October 9th\If you think, from the look if it, that the Another can be eliminated,\I'll deal with it.\Eliminated?\Your department has the same equipment, right?\So this is a dream demon, right? response:	The same one that showed up in Nerima Ward before.
context: Yes. That's how this works.\October 9th\If you think, from the look if it, that the Another can be eliminated,\I'll deal with it.\Eliminated?\Your department has the same equipment, right?\So this is a dream demon, right?\The same one that showed up in Nerima Ward before. response:	Before?
context: October 9th\If you think, from the look if it, that the Another can be eliminated,\I'll deal with it.\Eliminated?\Your department has the same equipment, right?\So this is a dream demon, right?\The same one that showed up in Nerima Ward before.\Before? response:	It keeps happening.
context: If you think, from the look if it, that the Another can be eliminated,\I'll deal with it.\Eliminated?\Your department has the same equipment, right?\So this is a dream demon, right?\The same one that showed up in Nerima Ward before.\Before?\It keeps happening. response:	A child goes into a building that nobody uses anymore,
context: I'll deal with it.\Eliminated?\Your department has the same equipment, right?\So this is a dream demon, right?\The same one that showed up in Nerima Ward before.\Before?\It keeps happening.\A child goes into a building that nobody uses anymore, response:	thanks to the decreasing population, and goes into a coma.
context: Eliminated?\Your department has the same equipment, right?\So this is a dream demon, right?\The same one that showed up in Nerima Ward before.\Before?\It keeps happening.\A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma. response:	There are tons of spots even in downtown Tokyo that are abandoned,
context: Your department has the same equipment, right?\So this is a dream demon, right?\The same one that showed up in Nerima Ward before.\Before?\It keeps happening.\A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned, response:	due to land prices and stuff.
context: So this is a dream demon, right?\The same one that showed up in Nerima Ward before.\Before?\It keeps happening.\A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff. response:	The spots are always places where there used to be children,
context: The same one that showed up in Nerima Ward before.\Before?\It keeps happening.\A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff.\The spots are always places where there used to be children, response:	like hospitals or elementary schools.
context: Before?\It keeps happening.\A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff.\The spots are always places where there used to be children,\like hospitals or elementary schools. response:	Miyako-san?
context: It keeps happening.\A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff.\The spots are always places where there used to be children,\like hospitals or elementary schools.\Miyako-san? response:	I was just wondering why the victims are always children.
context: A child goes into a building that nobody uses anymore,\thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff.\The spots are always places where there used to be children,\like hospitals or elementary schools.\Miyako-san?\I was just wondering why the victims are always children. response:	What's wrong?
context: thanks to the decreasing population, and goes into a coma.\There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff.\The spots are always places where there used to be children,\like hospitals or elementary schools.\Miyako-san?\I was just wondering why the victims are always children.\What's wrong? response:	I've never thought about why Anothers do anything.
context: There are tons of spots even in downtown Tokyo that are abandoned,\due to land prices and stuff.\The spots are always places where there used to be children,\like hospitals or elementary schools.\Miyako-san?\I was just wondering why the victims are always children.\What's wrong?\I've never thought about why Anothers do anything. response:	Of course, we can use legends and traditions to guess at their motives.
context: due to land prices and stuff.\The spots are always places where there used to be children,\like hospitals or elementary schools.\Miyako-san?\I was just wondering why the victims are always children.\What's wrong?\I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives. response:	But we lack your ears.
context: The spots are always places where there used to be children,\like hospitals or elementary schools.\Miyako-san?\I was just wondering why the victims are always children.\What's wrong?\I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives.\But we lack your ears. response:	The Ears of Sand.
context: like hospitals or elementary schools.\Miyako-san?\I was just wondering why the victims are always children.\What's wrong?\I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives.\But we lack your ears.\The Ears of Sand. response:	An ability that allows you to communicate with Anothers.
context: Miyako-san?\I was just wondering why the victims are always children.\What's wrong?\I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives.\But we lack your ears.\The Ears of Sand.\An ability that allows you to communicate with Anothers. response:	We don't have that.
context: I was just wondering why the victims are always children.\What's wrong?\I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives.\But we lack your ears.\The Ears of Sand.\An ability that allows you to communicate with Anothers.\We don't have that. response:	And we don't think we need it, really.
context: What's wrong?\I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives.\But we lack your ears.\The Ears of Sand.\An ability that allows you to communicate with Anothers.\We don't have that.\And we don't think we need it, really. response:	But if you're going to co-exist, isn't it better if you can communicate?
context: I've never thought about why Anothers do anything.\Of course, we can use legends and traditions to guess at their motives.\But we lack your ears.\The Ears of Sand.\An ability that allows you to communicate with Anothers.\We don't have that.\And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate? response:	If I can exterminate an Another, I will,
context: Of course, we can use legends and traditions to guess at their motives.\But we lack your ears.\The Ears of Sand.\An ability that allows you to communicate with Anothers.\We don't have that.\And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will, response:	and if I can't, I'll treat it as a form of natural disaster.
context: But we lack your ears.\The Ears of Sand.\An ability that allows you to communicate with Anothers.\We don't have that.\And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster. response:	Do you talk with rats or typhoons?
context: The Ears of Sand.\An ability that allows you to communicate with Anothers.\We don't have that.\And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons? response:	Rats?
context: An ability that allows you to communicate with Anothers.\We don't have that.\And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons?\Rats? response:	The Anothers have always had reasons for what they've done in all the cases I've seen.
context: We don't have that.\And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons?\Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen. response:	A lot of them I couldn't accept or understand, but...
context: And we don't think we need it, really.\But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons?\Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but... response:	The Nocturnal Community Relations sections are, in theory,
context: But if you're going to co-exist, isn't it better if you can communicate?\If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons?\Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory, response:	supposed to find a way to co-exist with Anothers.
context: If I can exterminate an Another, I will,\and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons?\Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers. response:	But we can't communicate with them.
context: and if I can't, I'll treat it as a form of natural disaster.\Do you talk with rats or typhoons?\Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers.\But we can't communicate with them. response:	Well, I've been able to.
context: Do you talk with rats or typhoons?\Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers.\But we can't communicate with them.\Well, I've been able to. response:	Um...
context: Rats?\The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers.\But we can't communicate with them.\Well, I've been able to.\Um... response:	Hey...
context: The Anothers have always had reasons for what they've done in all the cases I've seen.\A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers.\But we can't communicate with them.\Well, I've been able to.\Um...\Hey... response:	We're not going to get anywhere like this.
context: A lot of them I couldn't accept or understand, but...\The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers.\But we can't communicate with them.\Well, I've been able to.\Um...\Hey...\We're not going to get anywhere like this. response:	Let's get going.
context: The Nocturnal Community Relations sections are, in theory,\supposed to find a way to co-exist with Anothers.\But we can't communicate with them.\Well, I've been able to.\Um...\Hey...\We're not going to get anywhere like this.\Let's get going. response:	You're going to talk to people involved in the case, right?
context: supposed to find a way to co-exist with Anothers.\But we can't communicate with them.\Well, I've been able to.\Um...\Hey...\We're not going to get anywhere like this.\Let's get going.\You're going to talk to people involved in the case, right? response:	October 9th
context: But we can't communicate with them.\Well, I've been able to.\Um...\Hey...\We're not going to get anywhere like this.\Let's get going.\You're going to talk to people involved in the case, right?\October 9th response:	JR Shinjuku Station
context: Well, I've been able to.\Um...\Hey...\We're not going to get anywhere like this.\Let's get going.\You're going to talk to people involved in the case, right?\October 9th\JR Shinjuku Station response:	Can you tell us what you know, Kakeru-kun?
context: Um...\Hey...\We're not going to get anywhere like this.\Let's get going.\You're going to talk to people involved in the case, right?\October 9th\JR Shinjuku Station\Can you tell us what you know, Kakeru-kun? response:	Sure.
context: Hey...\We're not going to get anywhere like this.\Let's get going.\You're going to talk to people involved in the case, right?\October 9th\JR Shinjuku Station\Can you tell us what you know, Kakeru-kun?\Sure. response:	It was a rumor in Ryo's class...
context: We're not going to get anywhere like this.\Let's get going.\You're going to talk to people involved in the case, right?\October 9th\JR Shinjuku Station\Can you tell us what you know, Kakeru-kun?\Sure.\It was a rumor in Ryo's class... response:	I'm playing tag in my dreams!
context: Let's get going.\You're going to talk to people involved in the case, right?\October 9th\JR Shinjuku Station\Can you tell us what you know, Kakeru-kun?\Sure.\It was a rumor in Ryo's class...\I'm playing tag in my dreams! response:	What?
context: You're going to talk to people involved in the case, right?\October 9th\JR Shinjuku Station\Can you tell us what you know, Kakeru-kun?\Sure.\It was a rumor in Ryo's class...\I'm playing tag in my dreams!\What? response:	I've been caught twice.
context: October 9th\JR Shinjuku Station\Can you tell us what you know, Kakeru-kun?\Sure.\It was a rumor in Ryo's class...\I'm playing tag in my dreams!\What?\I've been caught twice. response:	Next time, I'll win!
context: JR Shinjuku Station\Can you tell us what you know, Kakeru-kun?\Sure.\It was a rumor in Ryo's class...\I'm playing tag in my dreams!\What?\I've been caught twice.\Next time, I'll win! response:	What are you talking about? It's just a dream, right?
context: Can you tell us what you know, Kakeru-kun?\Sure.\It was a rumor in Ryo's class...\I'm playing tag in my dreams!\What?\I've been caught twice.\Next time, I'll win!\What are you talking about? It's just a dream, right? response:	But I gotta win, you know?
context: Sure.\It was a rumor in Ryo's class...\I'm playing tag in my dreams!\What?\I've been caught twice.\Next time, I'll win!\What are you talking about? It's just a dream, right?\But I gotta win, you know? response:	After that, his friend stopped going to school.
context: It was a rumor in Ryo's class...\I'm playing tag in my dreams!\What?\I've been caught twice.\Next time, I'll win!\What are you talking about? It's just a dream, right?\But I gotta win, you know?\After that, his friend stopped going to school. response:	And the rumors started to spread.
context: I'm playing tag in my dreams!\What?\I've been caught twice.\Next time, I'll win!\What are you talking about? It's just a dream, right?\But I gotta win, you know?\After that, his friend stopped going to school.\And the rumors started to spread. response:	About how if you get caught three times, you don't wake up?
context: What?\I've been caught twice.\Next time, I'll win!\What are you talking about? It's just a dream, right?\But I gotta win, you know?\After that, his friend stopped going to school.\And the rumors started to spread.\About how if you get caught three times, you don't wake up? response:	My little brother said that before he went into a coma.
context: I've been caught twice.\Next time, I'll win!\What are you talking about? It's just a dream, right?\But I gotta win, you know?\After that, his friend stopped going to school.\And the rumors started to spread.\About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma. response:	It found me twice!
context: Next time, I'll win!\What are you talking about? It's just a dream, right?\But I gotta win, you know?\After that, his friend stopped going to school.\And the rumors started to spread.\About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma.\It found me twice! response:	Just like Acchan and Yo-kun!
context: What are you talking about? It's just a dream, right?\But I gotta win, you know?\After that, his friend stopped going to school.\And the rumors started to spread.\About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma.\It found me twice!\Just like Acchan and Yo-kun! response:	Are you dreaming about playing tag?
context: But I gotta win, you know?\After that, his friend stopped going to school.\And the rumors started to spread.\About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma.\It found me twice!\Just like Acchan and Yo-kun!\Are you dreaming about playing tag? response:	Yo-kun said he started having dreams after Acchan stopped coming to school.
context: After that, his friend stopped going to school.\And the rumors started to spread.\About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma.\It found me twice!\Just like Acchan and Yo-kun!\Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school. response:	He said he was having the same dreams.
context: And the rumors started to spread.\About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma.\It found me twice!\Just like Acchan and Yo-kun!\Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams. response:	He said he'd dreamed about playing tag twice.
context: About how if you get caught three times, you don't wake up?\My little brother said that before he went into a coma.\It found me twice!\Just like Acchan and Yo-kun!\Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams.\He said he'd dreamed about playing tag twice. response:	And the next day he stopped coming to school, too.
context: My little brother said that before he went into a coma.\It found me twice!\Just like Acchan and Yo-kun!\Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams.\He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too. response:	Right after that, Ryo went into a coma.
context: It found me twice!\Just like Acchan and Yo-kun!\Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams.\He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma. response:	How did Ryo-kun know it was the same dream?
context: Just like Acchan and Yo-kun!\Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams.\He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream? response:	The game always starts in the same place, he said.
context: Are you dreaming about playing tag?\Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams.\He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said. response:	It always... starts in the same place.
context: Yo-kun said he started having dreams after Acchan stopped coming to school.\He said he was having the same dreams.\He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said.\It always... starts in the same place. response:	The apartment block we used to play in.
context: He said he was having the same dreams.\He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said.\It always... starts in the same place.\The apartment block we used to play in. response:	The Ghost Apartments.
context: He said he'd dreamed about playing tag twice.\And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said.\It always... starts in the same place.\The apartment block we used to play in.\The Ghost Apartments. response:	He made the rules.
context: And the next day he stopped coming to school, too.\Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said.\It always... starts in the same place.\The apartment block we used to play in.\The Ghost Apartments.\He made the rules. response:	We all dream of that place!
context: Right after that, Ryo went into a coma.\How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said.\It always... starts in the same place.\The apartment block we used to play in.\The Ghost Apartments.\He made the rules.\We all dream of that place! response:	So it's the same!
context: How did Ryo-kun know it was the same dream?\The game always starts in the same place, he said.\It always... starts in the same place.\The apartment block we used to play in.\The Ghost Apartments.\He made the rules.\We all dream of that place!\So it's the same! response:	Which means... Which means the same thing will happen to me!
context: The game always starts in the same place, he said.\It always... starts in the same place.\The apartment block we used to play in.\The Ghost Apartments.\He made the rules.\We all dream of that place!\So it's the same!\Which means... Which means the same thing will happen to me! response:	It'll eat me!
context: It always... starts in the same place.\The apartment block we used to play in.\The Ghost Apartments.\He made the rules.\We all dream of that place!\So it's the same!\Which means... Which means the same thing will happen to me!\It'll eat me! response:	What's going to happen to him?
context: The apartment block we used to play in.\The Ghost Apartments.\He made the rules.\We all dream of that place!\So it's the same!\Which means... Which means the same thing will happen to me!\It'll eat me!\What's going to happen to him? response:	Tell me about these Ghost Apartments.
context: The Ghost Apartments.\He made the rules.\We all dream of that place!\So it's the same!\Which means... Which means the same thing will happen to me!\It'll eat me!\What's going to happen to him?\Tell me about these Ghost Apartments. response:	It's an old apartment complex near our school.
context: He made the rules.\We all dream of that place!\So it's the same!\Which means... Which means the same thing will happen to me!\It'll eat me!\What's going to happen to him?\Tell me about these Ghost Apartments.\It's an old apartment complex near our school. response:	Ryo used to play there with his friends.
context: We all dream of that place!\So it's the same!\Which means... Which means the same thing will happen to me!\It'll eat me!\What's going to happen to him?\Tell me about these Ghost Apartments.\It's an old apartment complex near our school.\Ryo used to play there with his friends. response:	That matches what we know about the dream demon.
context: So it's the same!\Which means... Which means the same thing will happen to me!\It'll eat me!\What's going to happen to him?\Tell me about these Ghost Apartments.\It's an old apartment complex near our school.\Ryo used to play there with his friends.\That matches what we know about the dream demon. response:	It's the same case.
context: Which means... Which means the same thing will happen to me!\It'll eat me!\What's going to happen to him?\Tell me about these Ghost Apartments.\It's an old apartment complex near our school.\Ryo used to play there with his friends.\That matches what we know about the dream demon.\It's the same case. response:	Please... promise me you'll save my brother!
