context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: Well then...\Guess I'll sleep.\This can't be real.\Hey...\You...\W-Wake up!\What are you doing in my wagon?\I told you to wake up! response:	Ea-
context: Guess I'll sleep.\This can't be real.\Hey...\You...\W-Wake up!\What are you doing in my wagon?\I told you to wake up!\Ea- response:	Ears?
context: This can't be real.\Hey...\You...\W-Wake up!\What are you doing in my wagon?\I told you to wake up!\Ea-\Ears? response:	H-Hey...
context: Hey...\You...\W-Wake up!\What are you doing in my wagon?\I told you to wake up!\Ea-\Ears?\H-Hey... response:	What a pleasant moon.
context: You...\W-Wake up!\What are you doing in my wagon?\I told you to wake up!\Ea-\Ears?\H-Hey...\What a pleasant moon. response:	Do you have any beer?
context: W-Wake up!\What are you doing in my wagon?\I told you to wake up!\Ea-\Ears?\H-Hey...\What a pleasant moon.\Do you have any beer? response:	I-I don't have anything like that!
context: What are you doing in my wagon?\I told you to wake up!\Ea-\Ears?\H-Hey...\What a pleasant moon.\Do you have any beer?\I-I don't have anything like that! response:	In the first place-
context: I told you to wake up!\Ea-\Ears?\H-Hey...\What a pleasant moon.\Do you have any beer?\I-I don't have anything like that!\In the first place- response:	What? Then how about some food?
context: Ea-\Ears?\H-Hey...\What a pleasant moon.\Do you have any beer?\I-I don't have anything like that!\In the first place-\What? Then how about some food? response:	Oh? What a waste.
context: Ears?\H-Hey...\What a pleasant moon.\Do you have any beer?\I-I don't have anything like that!\In the first place-\What? Then how about some food?\Oh? What a waste. response:	Are you some kind of possessing demon?
context: H-Hey...\What a pleasant moon.\Do you have any beer?\I-I don't have anything like that!\In the first place-\What? Then how about some food?\Oh? What a waste.\Are you some kind of possessing demon? response:	How ungrateful.
context: What a pleasant moon.\Do you have any beer?\I-I don't have anything like that!\In the first place-\What? Then how about some food?\Oh? What a waste.\Are you some kind of possessing demon?\How ungrateful. response:	How dare you point your knife at me.
context: Do you have any beer?\I-I don't have anything like that!\In the first place-\What? Then how about some food?\Oh? What a waste.\Are you some kind of possessing demon?\How ungrateful.\How dare you point your knife at me. response:	W-What'd you say?
context: I-I don't have anything like that!\In the first place-\What? Then how about some food?\Oh? What a waste.\Are you some kind of possessing demon?\How ungrateful.\How dare you point your knife at me.\W-What'd you say? response:	I see, you're not part of the local village.
context: In the first place-\What? Then how about some food?\Oh? What a waste.\Are you some kind of possessing demon?\How ungrateful.\How dare you point your knife at me.\W-What'd you say?\I see, you're not part of the local village. response:	Sorry, please forget what I said.
context: What? Then how about some food?\Oh? What a waste.\Are you some kind of possessing demon?\How ungrateful.\How dare you point your knife at me.\W-What'd you say?\I see, you're not part of the local village.\Sorry, please forget what I said. response:	My name is Horo.
context: Oh? What a waste.\Are you some kind of possessing demon?\How ungrateful.\How dare you point your knife at me.\W-What'd you say?\I see, you're not part of the local village.\Sorry, please forget what I said.\My name is Horo. response:	It's been a while since I last took this form.
context: Are you some kind of possessing demon?\How ungrateful.\How dare you point your knife at me.\W-What'd you say?\I see, you're not part of the local village.\Sorry, please forget what I said.\My name is Horo.\It's been a while since I last took this form. response:	It seems it went well.
context: How ungrateful.\How dare you point your knife at me.\W-What'd you say?\I see, you're not part of the local village.\Sorry, please forget what I said.\My name is Horo.\It's been a while since I last took this form.\It seems it went well. response:	Horo?
context: How dare you point your knife at me.\W-What'd you say?\I see, you're not part of the local village.\Sorry, please forget what I said.\My name is Horo.\It's been a while since I last took this form.\It seems it went well.\Horo? response:	Yes, it's a good name, is it not?
context: W-What'd you say?\I see, you're not part of the local village.\Sorry, please forget what I said.\My name is Horo.\It's been a while since I last took this form.\It seems it went well.\Horo?\Yes, it's a good name, is it not? response:	What a coincidence.
context: I see, you're not part of the local village.\Sorry, please forget what I said.\My name is Horo.\It's been a while since I last took this form.\It seems it went well.\Horo?\Yes, it's a good name, is it not?\What a coincidence. response:	I know something that goes by that name as well.
context: Sorry, please forget what I said.\My name is Horo.\It's been a while since I last took this form.\It seems it went well.\Horo?\Yes, it's a good name, is it not?\What a coincidence.\I know something that goes by that name as well. response:	I don't know of anyone named Horo, other than myself.
context: My name is Horo.\It's been a while since I last took this form.\It seems it went well.\Horo?\Yes, it's a good name, is it not?\What a coincidence.\I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself. response:	Where is that person?
context: It's been a while since I last took this form.\It seems it went well.\Horo?\Yes, it's a good name, is it not?\What a coincidence.\I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself.\Where is that person? response:	It's the name of the god in a village from this area.
context: It seems it went well.\Horo?\Yes, it's a good name, is it not?\What a coincidence.\I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself.\Where is that person?\It's the name of the god in a village from this area. response:	Are you telling me you're a god?
context: Horo?\Yes, it's a good name, is it not?\What a coincidence.\I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself.\Where is that person?\It's the name of the god in a village from this area.\Are you telling me you're a god? response:	I've been called a god for a long time since I was bound to this land.
context: Yes, it's a good name, is it not?\What a coincidence.\I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself.\Where is that person?\It's the name of the god in a village from this area.\Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land. response:	I'm not as great as a real god.
context: What a coincidence.\I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself.\Where is that person?\It's the name of the god in a village from this area.\Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god. response:	I am nothing but Horo.
context: I know something that goes by that name as well.\I don't know of anyone named Horo, other than myself.\Where is that person?\It's the name of the god in a village from this area.\Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god.\I am nothing but Horo. response:	She's a girl that's been locked up since she was small, and
context: I don't know of anyone named Horo, other than myself.\Where is that person?\It's the name of the god in a village from this area.\Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god.\I am nothing but Horo.\She's a girl that's been locked up since she was small, and response:	she's strange and pathetic,
context: Where is that person?\It's the name of the god in a village from this area.\Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god.\I am nothing but Horo.\She's a girl that's been locked up since she was small, and\she's strange and pathetic, response:	is probably what you're thinking, right?
context: It's the name of the god in a village from this area.\Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god.\I am nothing but Horo.\She's a girl that's been locked up since she was small, and\she's strange and pathetic,\is probably what you're thinking, right? response:	I was born in the far North.
context: Are you telling me you're a god?\I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god.\I am nothing but Horo.\She's a girl that's been locked up since she was small, and\she's strange and pathetic,\is probably what you're thinking, right?\I was born in the far North. response:	North?
context: I've been called a god for a long time since I was bound to this land.\I'm not as great as a real god.\I am nothing but Horo.\She's a girl that's been locked up since she was small, and\she's strange and pathetic,\is probably what you're thinking, right?\I was born in the far North.\North? response:	Yes, the summers are short and the winters are long.
context: I'm not as great as a real god.\I am nothing but Horo.\She's a girl that's been locked up since she was small, and\she's strange and pathetic,\is probably what you're thinking, right?\I was born in the far North.\North?\Yes, the summers are short and the winters are long. response:	A forest in the country of Yoitsu.
context: I am nothing but Horo.\She's a girl that's been locked up since she was small, and\she's strange and pathetic,\is probably what you're thinking, right?\I was born in the far North.\North?\Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu. response:	It was a world where everything sparkled a brilliant silver.
context: She's a girl that's been locked up since she was small, and\she's strange and pathetic,\is probably what you're thinking, right?\I was born in the far North.\North?\Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver. response:	You're a travelling merchant, right?
context: she's strange and pathetic,\is probably what you're thinking, right?\I was born in the far North.\North?\Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right? response:	Could you take me with you?
context: is probably what you're thinking, right?\I was born in the far North.\North?\Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right?\Could you take me with you? response:	W-Why me?
context: I was born in the far North.\North?\Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right?\Could you take me with you?\W-Why me? response:	I have a good eye for people.
context: North?\Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right?\Could you take me with you?\W-Why me?\I have a good eye for people. response:	You're not a cold person who can nonchalantly refuse a person's request, are you?
context: Yes, the summers are short and the winters are long.\A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right?\Could you take me with you?\W-Why me?\I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you? response:	Don't lean on me!
context: A forest in the country of Yoitsu.\It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right?\Could you take me with you?\W-Why me?\I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me! response:	I'm not that good of a person!
context: It was a world where everything sparkled a brilliant silver.\You're a travelling merchant, right?\Could you take me with you?\W-Why me?\I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me!\I'm not that good of a person! response:	Could you treat me nicely?
context: You're a travelling merchant, right?\Could you take me with you?\W-Why me?\I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me!\I'm not that good of a person!\Could you treat me nicely? response:	You're just too cute.
context: Could you take me with you?\W-Why me?\I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me!\I'm not that good of a person!\Could you treat me nicely?\You're just too cute. response:	I don't dislike this form, but it's too cold.
context: W-Why me?\I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me!\I'm not that good of a person!\Could you treat me nicely?\You're just too cute.\I don't dislike this form, but it's too cold. response:	Horo!
context: I have a good eye for people.\You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me!\I'm not that good of a person!\Could you treat me nicely?\You're just too cute.\I don't dislike this form, but it's too cold.\Horo! response:	If you're really Kenrou Horo, then prove it to me!
context: You're not a cold person who can nonchalantly refuse a person's request, are you?\Don't lean on me!\I'm not that good of a person!\Could you treat me nicely?\You're just too cute.\I don't dislike this form, but it's too cold.\Horo!\If you're really Kenrou Horo, then prove it to me! response:	Are you saying you want to see my wolf form?
context: Don't lean on me!\I'm not that good of a person!\Could you treat me nicely?\You're just too cute.\I don't dislike this form, but it's too cold.\Horo!\If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form? response:	That's right!
context: I'm not that good of a person!\Could you treat me nicely?\You're just too cute.\I don't dislike this form, but it's too cold.\Horo!\If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form?\That's right! response:	I don't want to.
context: Could you treat me nicely?\You're just too cute.\I don't dislike this form, but it's too cold.\Horo!\If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form?\That's right!\I don't want to. response:	W-Why's that?
context: You're just too cute.\I don't dislike this form, but it's too cold.\Horo!\If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form?\That's right!\I don't want to.\W-Why's that? response:	What about you?!
context: I don't dislike this form, but it's too cold.\Horo!\If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form?\That's right!\I don't want to.\W-Why's that?\What about you?! response:	If you're a human, then I'll take you to a church and exorcise you.
context: Horo!\If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form?\That's right!\I don't want to.\W-Why's that?\What about you?!\If you're a human, then I'll take you to a church and exorcise you. response:	Possessing demons cause great trouble.
context: If you're really Kenrou Horo, then prove it to me!\Are you saying you want to see my wolf form?\That's right!\I don't want to.\W-Why's that?\What about you?!\If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble. response:	But if you're really the Horo who brings an abundant harvest, then I'll think it over.
context: Are you saying you want to see my wolf form?\That's right!\I don't want to.\W-Why's that?\What about you?!\If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over. response:	You look like you could bring me great fortune.
context: That's right!\I don't want to.\W-Why's that?\What about you?!\If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune. response:	Do you really want to see it?
context: I don't want to.\W-Why's that?\What about you?!\If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune.\Do you really want to see it? response:	Yes, I do.
context: W-Why's that?\What about you?!\If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune.\Do you really want to see it?\Yes, I do. response:	I'll ask you one more time.
context: What about you?!\If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune.\Do you really want to see it?\Yes, I do.\I'll ask you one more time. response:	Do you really want to see it?
context: If you're a human, then I'll take you to a church and exorcise you.\Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune.\Do you really want to see it?\Yes, I do.\I'll ask you one more time.\Do you really want to see it? response:	I really want to see it.
context: Possessing demons cause great trouble.\But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune.\Do you really want to see it?\Yes, I do.\I'll ask you one more time.\Do you really want to see it?\I really want to see it. response:	Regardless of the form, I can't change unless a price is paid.
context: But if you're really the Horo who brings an abundant harvest, then I'll think it over.\You look like you could bring me great fortune.\Do you really want to see it?\Yes, I do.\I'll ask you one more time.\Do you really want to see it?\I really want to see it.\Regardless of the form, I can't change unless a price is paid. response:	In my case,
context: You look like you could bring me great fortune.\Do you really want to see it?\Yes, I do.\I'll ask you one more time.\Do you really want to see it?\I really want to see it.\Regardless of the form, I can't change unless a price is paid.\In my case, response:	it's blood from the living,
context: Do you really want to see it?\Yes, I do.\I'll ask you one more time.\Do you really want to see it?\I really want to see it.\Regardless of the form, I can't change unless a price is paid.\In my case,\it's blood from the living, response:	or a bit of wheat.
context: Yes, I do.\I'll ask you one more time.\Do you really want to see it?\I really want to see it.\Regardless of the form, I can't change unless a price is paid.\In my case,\it's blood from the living,\or a bit of wheat. response:	Take some of the wheat over there, please.
context: I'll ask you one more time.\Do you really want to see it?\I really want to see it.\Regardless of the form, I can't change unless a price is paid.\In my case,\it's blood from the living,\or a bit of wheat.\Take some of the wheat over there, please. response:	H-Hey.
context: Do you really want to see it?\I really want to see it.\Regardless of the form, I can't change unless a price is paid.\In my case,\it's blood from the living,\or a bit of wheat.\Take some of the wheat over there, please.\H-Hey. response:	What's wrong?
context: I really want to see it.\Regardless of the form, I can't change unless a price is paid.\In my case,\it's blood from the living,\or a bit of wheat.\Take some of the wheat over there, please.\H-Hey.\What's wrong? response:	Sorry for my sudden return.
context: Regardless of the form, I can't change unless a price is paid.\In my case,\it's blood from the living,\or a bit of wheat.\Take some of the wheat over there, please.\H-Hey.\What's wrong?\Sorry for my sudden return. response:	No, don't worry.
context: In my case,\it's blood from the living,\or a bit of wheat.\Take some of the wheat over there, please.\H-Hey.\What's wrong?\Sorry for my sudden return.\No, don't worry. response:	I'll be heading towards the festival, but you can stay here.
context: it's blood from the living,\or a bit of wheat.\Take some of the wheat over there, please.\H-Hey.\What's wrong?\Sorry for my sudden return.\No, don't worry.\I'll be heading towards the festival, but you can stay here. response:	Who is it?
context: or a bit of wheat.\Take some of the wheat over there, please.\H-Hey.\What's wrong?\Sorry for my sudden return.\No, don't worry.\I'll be heading towards the festival, but you can stay here.\Who is it? response:	It's Horo.
context: Take some of the wheat over there, please.\H-Hey.\What's wrong?\Sorry for my sudden return.\No, don't worry.\I'll be heading towards the festival, but you can stay here.\Who is it?\It's Horo. response:	Horo?
context: H-Hey.\What's wrong?\Sorry for my sudden return.\No, don't worry.\I'll be heading towards the festival, but you can stay here.\Who is it?\It's Horo.\Horo? response:	You didn't bother showing up, so I had to come.
context: What's wrong?\Sorry for my sudden return.\No, don't worry.\I'll be heading towards the festival, but you can stay here.\Who is it?\It's Horo.\Horo?\You didn't bother showing up, so I had to come. response:	Don't you have to be in the grain barn?
context: Sorry for my sudden return.\No, don't worry.\I'll be heading towards the festival, but you can stay here.\Who is it?\It's Horo.\Horo?\You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn? response:	Horo probably doesn't exist, anyway.
context: No, don't worry.\I'll be heading towards the festival, but you can stay here.\Who is it?\It's Horo.\Horo?\You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway. response:	Come on, let's go.
context: I'll be heading towards the festival, but you can stay here.\Who is it?\It's Horo.\Horo?\You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway.\Come on, let's go. response:	Where to?
context: Who is it?\It's Horo.\Horo?\You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway.\Come on, let's go.\Where to? response:	You promised you'd treat me, right?
context: It's Horo.\Horo?\You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway.\Come on, let's go.\Where to?\You promised you'd treat me, right? response:	You smell differently from before.
context: Horo?\You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway.\Come on, let's go.\Where to?\You promised you'd treat me, right?\You smell differently from before. response:	Did you pass by Zauchebache?
context: You didn't bother showing up, so I had to come.\Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway.\Come on, let's go.\Where to?\You promised you'd treat me, right?\You smell differently from before.\Did you pass by Zauchebache? response:	You have a good sense of smell, as usual.
context: Don't you have to be in the grain barn?\Horo probably doesn't exist, anyway.\Come on, let's go.\Where to?\You promised you'd treat me, right?\You smell differently from before.\Did you pass by Zauchebache?\You have a good sense of smell, as usual. response:	The smell of the soil and life there just sticks to you naturally.
context: Horo probably doesn't exist, anyway.\Come on, let's go.\Where to?\You promised you'd treat me, right?\You smell differently from before.\Did you pass by Zauchebache?\You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally. response:	Your look has changed, too.
context: Come on, let's go.\Where to?\You promised you'd treat me, right?\You smell differently from before.\Did you pass by Zauchebache?\You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally.\Your look has changed, too. response:	It's overflowing with confidence.
context: Where to?\You promised you'd treat me, right?\You smell differently from before.\Did you pass by Zauchebache?\You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally.\Your look has changed, too.\It's overflowing with confidence. response:	Isn't it?
context: You promised you'd treat me, right?\You smell differently from before.\Did you pass by Zauchebache?\You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally.\Your look has changed, too.\It's overflowing with confidence.\Isn't it? response:	It feels great.
context: You smell differently from before.\Did you pass by Zauchebache?\You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally.\Your look has changed, too.\It's overflowing with confidence.\Isn't it?\It feels great. response:	I just might surpass you, one day.
context: Did you pass by Zauchebache?\You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally.\Your look has changed, too.\It's overflowing with confidence.\Isn't it?\It feels great.\I just might surpass you, one day. response:	I'll have to ask for your patronage when that happens.
context: You have a good sense of smell, as usual.\The smell of the soil and life there just sticks to you naturally.\Your look has changed, too.\It's overflowing with confidence.\Isn't it?\It feels great.\I just might surpass you, one day.\I'll have to ask for your patronage when that happens. response:	How mean! You probably don't think that way at all!
context: The smell of the soil and life there just sticks to you naturally.\Your look has changed, too.\It's overflowing with confidence.\Isn't it?\It feels great.\I just might surpass you, one day.\I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all! response:	Of course I do.
context: Your look has changed, too.\It's overflowing with confidence.\Isn't it?\It feels great.\I just might surpass you, one day.\I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all!\Of course I do. response:	This beer is good.
context: It's overflowing with confidence.\Isn't it?\It feels great.\I just might surpass you, one day.\I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all!\Of course I do.\This beer is good. response:	Hey, hey, that's enough.
context: Isn't it?\It feels great.\I just might surpass you, one day.\I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all!\Of course I do.\This beer is good.\Hey, hey, that's enough. response:	If you start believing in me, then I have a good proposal for you.
context: It feels great.\I just might surpass you, one day.\I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all!\Of course I do.\This beer is good.\Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you. response:	If it goes well, we can open up our own store, and even build our own house!
context: I just might surpass you, one day.\I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all!\Of course I do.\This beer is good.\Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house! response:	That's amazing.
context: I'll have to ask for your patronage when that happens.\How mean! You probably don't think that way at all!\Of course I do.\This beer is good.\Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house!\That's amazing. response:	Come on, take me seriously!
context: How mean! You probably don't think that way at all!\Of course I do.\This beer is good.\Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house!\That's amazing.\Come on, take me seriously! response:	I have a big business negotiation, and we can make a killing off it if it comes together.
context: Of course I do.\This beer is good.\Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house!\That's amazing.\Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together. response:	Lawrence?
context: This beer is good.\Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house!\That's amazing.\Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence? response:	You're really starting to look like your father.
context: Hey, hey, that's enough.\If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house!\That's amazing.\Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence?\You're really starting to look like your father. response:	Your father also had a good business sense.
context: If you start believing in me, then I have a good proposal for you.\If it goes well, we can open up our own store, and even build our own house!\That's amazing.\Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence?\You're really starting to look like your father.\Your father also had a good business sense. response:	It's not like that, this time.
context: If it goes well, we can open up our own store, and even build our own house!\That's amazing.\Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence?\You're really starting to look like your father.\Your father also had a good business sense.\It's not like that, this time. response:	That's why I'm telling you all this.
context: That's amazing.\Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence?\You're really starting to look like your father.\Your father also had a good business sense.\It's not like that, this time.\That's why I'm telling you all this. response:	There are always some strings attached to these big proposals.
context: Come on, take me seriously!\I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence?\You're really starting to look like your father.\Your father also had a good business sense.\It's not like that, this time.\That's why I'm telling you all this.\There are always some strings attached to these big proposals. response:	Is that why you want to hire me?
context: I have a big business negotiation, and we can make a killing off it if it comes together.\Lawrence?\You're really starting to look like your father.\Your father also had a good business sense.\It's not like that, this time.\That's why I'm telling you all this.\There are always some strings attached to these big proposals.\Is that why you want to hire me? response:	I want to partner up with you because I admire you.
context: Lawrence?\You're really starting to look like your father.\Your father also had a good business sense.\It's not like that, this time.\That's why I'm telling you all this.\There are always some strings attached to these big proposals.\Is that why you want to hire me?\I want to partner up with you because I admire you. response:	I've always taken everything you've told me to heart.
context: You're really starting to look like your father.\Your father also had a good business sense.\It's not like that, this time.\That's why I'm telling you all this.\There are always some strings attached to these big proposals.\Is that why you want to hire me?\I want to partner up with you because I admire you.\I've always taken everything you've told me to heart. response:	I believe that I've gotten this far because of it.
context: Your father also had a good business sense.\It's not like that, this time.\That's why I'm telling you all this.\There are always some strings attached to these big proposals.\Is that why you want to hire me?\I want to partner up with you because I admire you.\I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it. response:	It's all because of you.
context: It's not like that, this time.\That's why I'm telling you all this.\There are always some strings attached to these big proposals.\Is that why you want to hire me?\I want to partner up with you because I admire you.\I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it.\It's all because of you. response:	It's dangerous.
context: That's why I'm telling you all this.\There are always some strings attached to these big proposals.\Is that why you want to hire me?\I want to partner up with you because I admire you.\I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it.\It's all because of you.\It's dangerous. response:	It's really dangerous.
context: There are always some strings attached to these big proposals.\Is that why you want to hire me?\I want to partner up with you because I admire you.\I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it.\It's all because of you.\It's dangerous.\It's really dangerous. response:	You're still young.
context: Is that why you want to hire me?\I want to partner up with you because I admire you.\I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it.\It's all because of you.\It's dangerous.\It's really dangerous.\You're still young. response:	Rather than betting on this proposal, it'd be better if you gained more experience.
context: I want to partner up with you because I admire you.\I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it.\It's all because of you.\It's dangerous.\It's really dangerous.\You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience. response:	How boring!
context: I've always taken everything you've told me to heart.\I believe that I've gotten this far because of it.\It's all because of you.\It's dangerous.\It's really dangerous.\You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience.\How boring! response:	It was a chance for us to gain a profit together.
context: I believe that I've gotten this far because of it.\It's all because of you.\It's dangerous.\It's really dangerous.\You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience.\How boring!\It was a chance for us to gain a profit together. response:	I'll bring you some better proposals that are less dangerous.
context: It's all because of you.\It's dangerous.\It's really dangerous.\You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience.\How boring!\It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous. response:	I'll partner up with you on those.
context: It's dangerous.\It's really dangerous.\You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience.\How boring!\It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous.\I'll partner up with you on those. response:	I've grown without you even noticing, you know!
context: It's really dangerous.\You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience.\How boring!\It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous.\I'll partner up with you on those.\I've grown without you even noticing, you know! response:	No, you have a long way to go as a merchant.
context: You're still young.\Rather than betting on this proposal, it'd be better if you gained more experience.\How boring!\It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous.\I'll partner up with you on those.\I've grown without you even noticing, you know!\No, you have a long way to go as a merchant. response:	You'll have it coming when you underestimate me.
context: Rather than betting on this proposal, it'd be better if you gained more experience.\How boring!\It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous.\I'll partner up with you on those.\I've grown without you even noticing, you know!\No, you have a long way to go as a merchant.\You'll have it coming when you underestimate me. response:	Experiencing something like that might be good.
context: How boring!\It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous.\I'll partner up with you on those.\I've grown without you even noticing, you know!\No, you have a long way to go as a merchant.\You'll have it coming when you underestimate me.\Experiencing something like that might be good. response:	Is it a woman?
context: It was a chance for us to gain a profit together.\I'll bring you some better proposals that are less dangerous.\I'll partner up with you on those.\I've grown without you even noticing, you know!\No, you have a long way to go as a merchant.\You'll have it coming when you underestimate me.\Experiencing something like that might be good.\Is it a woman? response:	You looked up to the sky for a moment.
