context: I say yes response:	Stay with me
context: Are they serious about getting her a groom?!\If Saito-san loves Miss Valliere,\I was thinking of giving up on him and stepping out.\However, they don't seem to have made any progress.\As a woman, I'm in an equal position.\Either way, I'm clearly better than her in some categories.\Why is Eleonore-oneesama always mean to me?\She's been like that forever. response:	She always bullies me.
context: If Saito-san loves Miss Valliere,\I was thinking of giving up on him and stepping out.\However, they don't seem to have made any progress.\As a woman, I'm in an equal position.\Either way, I'm clearly better than her in some categories.\Why is Eleonore-oneesama always mean to me?\She's been like that forever.\She always bullies me. response:	It's because you're cute.
context: I was thinking of giving up on him and stepping out.\However, they don't seem to have made any progress.\As a woman, I'm in an equal position.\Either way, I'm clearly better than her in some categories.\Why is Eleonore-oneesama always mean to me?\She's been like that forever.\She always bullies me.\It's because you're cute. response:	Because you're cute, she's worried about you.
context: However, they don't seem to have made any progress.\As a woman, I'm in an equal position.\Either way, I'm clearly better than her in some categories.\Why is Eleonore-oneesama always mean to me?\She's been like that forever.\She always bullies me.\It's because you're cute.\Because you're cute, she's worried about you. response:	Because she loves you, she can't stop pestering you.
context: As a woman, I'm in an equal position.\Either way, I'm clearly better than her in some categories.\Why is Eleonore-oneesama always mean to me?\She's been like that forever.\She always bullies me.\It's because you're cute.\Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you. response:	That's not true.
context: Either way, I'm clearly better than her in some categories.\Why is Eleonore-oneesama always mean to me?\She's been like that forever.\She always bullies me.\It's because you're cute.\Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you.\That's not true. response:	The same goes for me as well.
context: Why is Eleonore-oneesama always mean to me?\She's been like that forever.\She always bullies me.\It's because you're cute.\Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you.\That's not true.\The same goes for me as well. response:	Because I love you, I can understand everything about you.
context: She's been like that forever.\She always bullies me.\It's because you're cute.\Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you.\That's not true.\The same goes for me as well.\Because I love you, I can understand everything about you. response:	You're at an age of falling in love, right?
context: She always bullies me.\It's because you're cute.\Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you.\That's not true.\The same goes for me as well.\Because I love you, I can understand everything about you.\You're at an age of falling in love, right? response:	I-I'm not in love!
context: It's because you're cute.\Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you.\That's not true.\The same goes for me as well.\Because I love you, I can understand everything about you.\You're at an age of falling in love, right?\I-I'm not in love! response:	You can't hide it from me.
context: Because you're cute, she's worried about you.\Because she loves you, she can't stop pestering you.\That's not true.\The same goes for me as well.\Because I love you, I can understand everything about you.\You're at an age of falling in love, right?\I-I'm not in love!\You can't hide it from me. response:	R-Really, I'm not in love with anyone!
context: Because she loves you, she can't stop pestering you.\That's not true.\The same goes for me as well.\Because I love you, I can understand everything about you.\You're at an age of falling in love, right?\I-I'm not in love!\You can't hide it from me.\R-Really, I'm not in love with anyone! response:	Saito-san. Saito-san.
context: That's not true.\The same goes for me as well.\Because I love you, I can understand everything about you.\You're at an age of falling in love, right?\I-I'm not in love!\You can't hide it from me.\R-Really, I'm not in love with anyone!\Saito-san. Saito-san. response:	What's wrong?
context: The same goes for me as well.\Because I love you, I can understand everything about you.\You're at an age of falling in love, right?\I-I'm not in love!\You can't hide it from me.\R-Really, I'm not in love with anyone!\Saito-san. Saito-san.\What's wrong? response:	Can't get to sleep?
context: Because I love you, I can understand everything about you.\You're at an age of falling in love, right?\I-I'm not in love!\You can't hide it from me.\R-Really, I'm not in love with anyone!\Saito-san. Saito-san.\What's wrong?\Can't get to sleep? response:	Were you thinking of someone?
context: You're at an age of falling in love, right?\I-I'm not in love!\You can't hide it from me.\R-Really, I'm not in love with anyone!\Saito-san. Saito-san.\What's wrong?\Can't get to sleep?\Were you thinking of someone? response:	Could it be that boy you brought with you?
context: I-I'm not in love!\You can't hide it from me.\R-Really, I'm not in love with anyone!\Saito-san. Saito-san.\What's wrong?\Can't get to sleep?\Were you thinking of someone?\Could it be that boy you brought with you? response:	N-No!
context: You can't hide it from me.\R-Really, I'm not in love with anyone!\Saito-san. Saito-san.\What's wrong?\Can't get to sleep?\Were you thinking of someone?\Could it be that boy you brought with you?\N-No! response:	He's only my familiar.
context: R-Really, I'm not in love with anyone!\Saito-san. Saito-san.\What's wrong?\Can't get to sleep?\Were you thinking of someone?\Could it be that boy you brought with you?\N-No!\He's only my familiar. response:	I don't love him at all.
context: Saito-san. Saito-san.\What's wrong?\Can't get to sleep?\Were you thinking of someone?\Could it be that boy you brought with you?\N-No!\He's only my familiar.\I don't love him at all. response:	Oh... I never asked if you loved him or not.
context: What's wrong?\Can't get to sleep?\Were you thinking of someone?\Could it be that boy you brought with you?\N-No!\He's only my familiar.\I don't love him at all.\Oh... I never asked if you loved him or not. response:	Chii-neesama, I hate you.
context: Can't get to sleep?\Were you thinking of someone?\Could it be that boy you brought with you?\N-No!\He's only my familiar.\I don't love him at all.\Oh... I never asked if you loved him or not.\Chii-neesama, I hate you. response:	Oops, she hates me now.
context: Were you thinking of someone?\Could it be that boy you brought with you?\N-No!\He's only my familiar.\I don't love him at all.\Oh... I never asked if you loved him or not.\Chii-neesama, I hate you.\Oops, she hates me now. response:	Off you go.
context: Could it be that boy you brought with you?\N-No!\He's only my familiar.\I don't love him at all.\Oh... I never asked if you loved him or not.\Chii-neesama, I hate you.\Oops, she hates me now.\Off you go. response:	To where you belong.
context: N-No!\He's only my familiar.\I don't love him at all.\Oh... I never asked if you loved him or not.\Chii-neesama, I hate you.\Oops, she hates me now.\Off you go.\To where you belong. response:	I-It's not... because I want to meet him.
context: He's only my familiar.\I don't love him at all.\Oh... I never asked if you loved him or not.\Chii-neesama, I hate you.\Oops, she hates me now.\Off you go.\To where you belong.\I-It's not... because I want to meet him. response:	I'm a mage.
context: I don't love him at all.\Oh... I never asked if you loved him or not.\Chii-neesama, I hate you.\Oops, she hates me now.\Off you go.\To where you belong.\I-It's not... because I want to meet him.\I'm a mage. response:	I'm an aristocrat.
context: Oh... I never asked if you loved him or not.\Chii-neesama, I hate you.\Oops, she hates me now.\Off you go.\To where you belong.\I-It's not... because I want to meet him.\I'm a mage.\I'm an aristocrat. response:	It's natural to keep your familiar around you at all times.
context: Chii-neesama, I hate you.\Oops, she hates me now.\Off you go.\To where you belong.\I-It's not... because I want to meet him.\I'm a mage.\I'm an aristocrat.\It's natural to keep your familiar around you at all times. response:	I'm going to him since I bet he's worried...
context: Oops, she hates me now.\Off you go.\To where you belong.\I-It's not... because I want to meet him.\I'm a mage.\I'm an aristocrat.\It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried... response:	T-That's really all there is to this!
context: Off you go.\To where you belong.\I-It's not... because I want to meet him.\I'm a mage.\I'm an aristocrat.\It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried...\T-That's really all there is to this! response:	Saito-san...
context: To where you belong.\I-It's not... because I want to meet him.\I'm a mage.\I'm an aristocrat.\It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried...\T-That's really all there is to this!\Saito-san... response:	W-Why are you here?!
context: I-It's not... because I want to meet him.\I'm a mage.\I'm an aristocrat.\It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried...\T-That's really all there is to this!\Saito-san...\W-Why are you here?! response:	Miss Valliere...
context: I'm a mage.\I'm an aristocrat.\It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried...\T-That's really all there is to this!\Saito-san...\W-Why are you here?!\Miss Valliere... response:	Why are you in Saito's...
context: I'm an aristocrat.\It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried...\T-That's really all there is to this!\Saito-san...\W-Why are you here?!\Miss Valliere...\Why are you in Saito's... response:	S-Saito-san...
context: It's natural to keep your familiar around you at all times.\I'm going to him since I bet he's worried...\T-That's really all there is to this!\Saito-san...\W-Why are you here?!\Miss Valliere...\Why are you in Saito's...\S-Saito-san... response:	Saito-san called me.
context: I'm going to him since I bet he's worried...\T-That's really all there is to this!\Saito-san...\W-Why are you here?!\Miss Valliere...\Why are you in Saito's...\S-Saito-san...\Saito-san called me. response:	Yes, he told me... to come to his room tonight.
context: T-That's really all there is to this!\Saito-san...\W-Why are you here?!\Miss Valliere...\Why are you in Saito's...\S-Saito-san...\Saito-san called me.\Yes, he told me... to come to his room tonight. response:	I came because Saito-san asked me to!
context: Saito-san...\W-Why are you here?!\Miss Valliere...\Why are you in Saito's...\S-Saito-san...\Saito-san called me.\Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to! response:	Louise's room is...
context: W-Why are you here?!\Miss Valliere...\Why are you in Saito's...\S-Saito-san...\Saito-san called me.\Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to!\Louise's room is... response:	Is it this?
context: Miss Valliere...\Why are you in Saito's...\S-Saito-san...\Saito-san called me.\Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to!\Louise's room is...\Is it this? response:	Louise?
context: Why are you in Saito's...\S-Saito-san...\Saito-san called me.\Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to!\Louise's room is...\Is it this?\Louise? response:	Louise, right?
context: S-Saito-san...\Saito-san called me.\Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to!\Louise's room is...\Is it this?\Louise?\Louise, right? response:	About the groom thing you guys were talking about earlier...
context: Saito-san called me.\Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to!\Louise's room is...\Is it this?\Louise?\Louise, right?\About the groom thing you guys were talking about earlier... response:	I've always wanted to meet you.
context: Yes, he told me... to come to his room tonight.\I came because Saito-san asked me to!\Louise's room is...\Is it this?\Louise?\Louise, right?\About the groom thing you guys were talking about earlier...\I've always wanted to meet you. response:	I regret having dissolved our engagement.
context: I came because Saito-san asked me to!\Louise's room is...\Is it this?\Louise?\Louise, right?\About the groom thing you guys were talking about earlier...\I've always wanted to meet you.\I regret having dissolved our engagement. response:	My dear Count!
context: Louise's room is...\Is it this?\Louise?\Louise, right?\About the groom thing you guys were talking about earlier...\I've always wanted to meet you.\I regret having dissolved our engagement.\My dear Count! response:	Please! Don't say anything and make love to me!
context: Is it this?\Louise?\Louise, right?\About the groom thing you guys were talking about earlier...\I've always wanted to meet you.\I regret having dissolved our engagement.\My dear Count!\Please! Don't say anything and make love to me! response:	Out of the blue?
context: Louise?\Louise, right?\About the groom thing you guys were talking about earlier...\I've always wanted to meet you.\I regret having dissolved our engagement.\My dear Count!\Please! Don't say anything and make love to me!\Out of the blue? response:	Moreover, at your home?
context: Louise, right?\About the groom thing you guys were talking about earlier...\I've always wanted to meet you.\I regret having dissolved our engagement.\My dear Count!\Please! Don't say anything and make love to me!\Out of the blue?\Moreover, at your home? response:	Wait, did she have this much?
context: About the groom thing you guys were talking about earlier...\I've always wanted to meet you.\I regret having dissolved our engagement.\My dear Count!\Please! Don't say anything and make love to me!\Out of the blue?\Moreover, at your home?\Wait, did she have this much? response:	You're...!
context: I've always wanted to meet you.\I regret having dissolved our engagement.\My dear Count!\Please! Don't say anything and make love to me!\Out of the blue?\Moreover, at your home?\Wait, did she have this much?\You're...! response:	What's a plebeian doing in my room?
context: I regret having dissolved our engagement.\My dear Count!\Please! Don't say anything and make love to me!\Out of the blue?\Moreover, at your home?\Wait, did she have this much?\You're...!\What's a plebeian doing in my room? response:	Uh, I went into the wrong room...
context: My dear Count!\Please! Don't say anything and make love to me!\Out of the blue?\Moreover, at your home?\Wait, did she have this much?\You're...!\What's a plebeian doing in my room?\Uh, I went into the wrong room... response:	I mean, I'm sorry.
context: Please! Don't say anything and make love to me!\Out of the blue?\Moreover, at your home?\Wait, did she have this much?\You're...!\What's a plebeian doing in my room?\Uh, I went into the wrong room...\I mean, I'm sorry. response:	Hold it!
context: Out of the blue?\Moreover, at your home?\Wait, did she have this much?\You're...!\What's a plebeian doing in my room?\Uh, I went into the wrong room...\I mean, I'm sorry.\Hold it! response:	Plebeians without manners must be punished.
context: Moreover, at your home?\Wait, did she have this much?\You're...!\What's a plebeian doing in my room?\Uh, I went into the wrong room...\I mean, I'm sorry.\Hold it!\Plebeians without manners must be punished. response:	I-I'm sorry! I won't do it again!
context: Wait, did she have this much?\You're...!\What's a plebeian doing in my room?\Uh, I went into the wrong room...\I mean, I'm sorry.\Hold it!\Plebeians without manners must be punished.\I-I'm sorry! I won't do it again! response:	Forgive me!
context: You're...!\What's a plebeian doing in my room?\Uh, I went into the wrong room...\I mean, I'm sorry.\Hold it!\Plebeians without manners must be punished.\I-I'm sorry! I won't do it again!\Forgive me! response:	I won't come close to you ever again!
context: What's a plebeian doing in my room?\Uh, I went into the wrong room...\I mean, I'm sorry.\Hold it!\Plebeians without manners must be punished.\I-I'm sorry! I won't do it again!\Forgive me!\I won't come close to you ever again! response:	I wouldn't want to, even if asked to...
context: Uh, I went into the wrong room...\I mean, I'm sorry.\Hold it!\Plebeians without manners must be punished.\I-I'm sorry! I won't do it again!\Forgive me!\I won't come close to you ever again!\I wouldn't want to, even if asked to... response:	What did you just say?
context: I mean, I'm sorry.\Hold it!\Plebeians without manners must be punished.\I-I'm sorry! I won't do it again!\Forgive me!\I won't come close to you ever again!\I wouldn't want to, even if asked to...\What did you just say? response:	No! My tongue slipped...
context: Hold it!\Plebeians without manners must be punished.\I-I'm sorry! I won't do it again!\Forgive me!\I won't come close to you ever again!\I wouldn't want to, even if asked to...\What did you just say?\No! My tongue slipped... response:	Um... ah...
context: Plebeians without manners must be punished.\I-I'm sorry! I won't do it again!\Forgive me!\I won't come close to you ever again!\I wouldn't want to, even if asked to...\What did you just say?\No! My tongue slipped...\Um... ah... response:	I'm sorry!
context: I-I'm sorry! I won't do it again!\Forgive me!\I won't come close to you ever again!\I wouldn't want to, even if asked to...\What did you just say?\No! My tongue slipped...\Um... ah...\I'm sorry! response:	Stop!
context: Forgive me!\I won't come close to you ever again!\I wouldn't want to, even if asked to...\What did you just say?\No! My tongue slipped...\Um... ah...\I'm sorry!\Stop! response:	Louise?
context: I won't come close to you ever again!\I wouldn't want to, even if asked to...\What did you just say?\No! My tongue slipped...\Um... ah...\I'm sorry!\Stop!\Louise? response:	Has Louise returned?
context: I wouldn't want to, even if asked to...\What did you just say?\No! My tongue slipped...\Um... ah...\I'm sorry!\Stop!\Louise?\Has Louise returned? response:	You're late in returning.
context: What did you just say?\No! My tongue slipped...\Um... ah...\I'm sorry!\Stop!\Louise?\Has Louise returned?\You're late in returning. response:	Did the military meeting run overtime?
context: No! My tongue slipped...\Um... ah...\I'm sorry!\Stop!\Louise?\Has Louise returned?\You're late in returning.\Did the military meeting run overtime? response:	Yes. I must soon leave again.
context: Um... ah...\I'm sorry!\Stop!\Louise?\Has Louise returned?\You're late in returning.\Did the military meeting run overtime?\Yes. I must soon leave again. response:	Military life really is pathetic,
context: I'm sorry!\Stop!\Louise?\Has Louise returned?\You're late in returning.\Did the military meeting run overtime?\Yes. I must soon leave again.\Military life really is pathetic, response:	dispatching troops and inflaming the citizens with war.
context: Stop!\Louise?\Has Louise returned?\You're late in returning.\Did the military meeting run overtime?\Yes. I must soon leave again.\Military life really is pathetic,\dispatching troops and inflaming the citizens with war. response:	What a problematic Queen we have.
context: Louise?\Has Louise returned?\You're late in returning.\Did the military meeting run overtime?\Yes. I must soon leave again.\Military life really is pathetic,\dispatching troops and inflaming the citizens with war.\What a problematic Queen we have. response:	F-Father! Queen Henrietta isn't aggravating the war at all!
context: Has Louise returned?\You're late in returning.\Did the military meeting run overtime?\Yes. I must soon leave again.\Military life really is pathetic,\dispatching troops and inflaming the citizens with war.\What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all! response:	What do you possibly understand?!
context: You're late in returning.\Did the military meeting run overtime?\Yes. I must soon leave again.\Military life really is pathetic,\dispatching troops and inflaming the citizens with war.\What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?! response:	Listen, Louise. You do not have to force yourself to learn magic.
context: Did the military meeting run overtime?\Yes. I must soon leave again.\Military life really is pathetic,\dispatching troops and inflaming the citizens with war.\What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic. response:	Return home and get yourself a groom.
context: Yes. I must soon leave again.\Military life really is pathetic,\dispatching troops and inflaming the citizens with war.\What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom. response:	That is the end of this conversation.
context: Military life really is pathetic,\dispatching troops and inflaming the citizens with war.\What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom.\That is the end of this conversation. response:	Father!
context: dispatching troops and inflaming the citizens with war.\What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom.\That is the end of this conversation.\Father! response:	Looks like it's settled.
context: What a problematic Queen we have.\F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom.\That is the end of this conversation.\Father!\Looks like it's settled. response:	We should quickly arrange Louise's engagement.
context: F-Father! Queen Henrietta isn't aggravating the war at all!\What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom.\That is the end of this conversation.\Father!\Looks like it's settled.\We should quickly arrange Louise's engagement. response:	That's the best way to get her settled.
context: What do you possibly understand?!\Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom.\That is the end of this conversation.\Father!\Looks like it's settled.\We should quickly arrange Louise's engagement.\That's the best way to get her settled. response:	Why? If you're talking about marriage, shouldn't you get married first?
context: Listen, Louise. You do not have to force yourself to learn magic.\Return home and get yourself a groom.\That is the end of this conversation.\Father!\Looks like it's settled.\We should quickly arrange Louise's engagement.\That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first? response:	Didn't I tell you that my engagement got dissolved?
context: Return home and get yourself a groom.\That is the end of this conversation.\Father!\Looks like it's settled.\We should quickly arrange Louise's engagement.\That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved? response:	I'm sorry!
context: That is the end of this conversation.\Father!\Looks like it's settled.\We should quickly arrange Louise's engagement.\That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved?\I'm sorry! response:	But I'm not ready to get married yet...
context: Father!\Looks like it's settled.\We should quickly arrange Louise's engagement.\That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved?\I'm sorry!\But I'm not ready to get married yet... response:	Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.
context: Looks like it's settled.\We should quickly arrange Louise's engagement.\That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved?\I'm sorry!\But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk. response:	Louise. Is there someone you're currently in a relationship with?
context: We should quickly arrange Louise's engagement.\That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved?\I'm sorry!\But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with? response:	No! No, I don't! There's no such person!
context: That's the best way to get her settled.\Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved?\I'm sorry!\But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person! response:	But it looks like you do have someone on your mind.
context: Why? If you're talking about marriage, shouldn't you get married first?\Didn't I tell you that my engagement got dissolved?\I'm sorry!\But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person!\But it looks like you do have someone on your mind. response:	No, I don't!
context: Didn't I tell you that my engagement got dissolved?\I'm sorry!\But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person!\But it looks like you do have someone on your mind.\No, I don't! response:	Whom?
context: I'm sorry!\But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person!\But it looks like you do have someone on your mind.\No, I don't!\Whom? response:	Which aristocrat is this?
context: But I'm not ready to get married yet...\Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person!\But it looks like you do have someone on your mind.\No, I don't!\Whom?\Which aristocrat is this? response:	A count? Or a baron?
context: Mother, Nee-sama, you're troubling Louise with this sudden marriage talk.\Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person!\But it looks like you do have someone on your mind.\No, I don't!\Whom?\Which aristocrat is this?\A count? Or a baron? response:	Don't tell me he's a baronet or something even lower.
context: Louise. Is there someone you're currently in a relationship with?\No! No, I don't! There's no such person!\But it looks like you do have someone on your mind.\No, I don't!\Whom?\Which aristocrat is this?\A count? Or a baron?\Don't tell me he's a baronet or something even lower. response:	You're joking...
context: No! No, I don't! There's no such person!\But it looks like you do have someone on your mind.\No, I don't!\Whom?\Which aristocrat is this?\A count? Or a baron?\Don't tell me he's a baronet or something even lower.\You're joking... response:	Are you serious?
context: But it looks like you do have someone on your mind.\No, I don't!\Whom?\Which aristocrat is this?\A count? Or a baron?\Don't tell me he's a baronet or something even lower.\You're joking...\Are you serious? response:	You've fallen in love with someone of a lower status?
context: No, I don't!\Whom?\Which aristocrat is this?\A count? Or a baron?\Don't tell me he's a baronet or something even lower.\You're joking...\Are you serious?\You've fallen in love with someone of a lower status? response:	This girl keeps worrying me no matter how old she gets.
context: Whom?\Which aristocrat is this?\A count? Or a baron?\Don't tell me he's a baronet or something even lower.\You're joking...\Are you serious?\You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets. response:	I'm not in love with anyone!
context: Which aristocrat is this?\A count? Or a baron?\Don't tell me he's a baronet or something even lower.\You're joking...\Are you serious?\You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone! response:	Louise!
context: A count? Or a baron?\Don't tell me he's a baronet or something even lower.\You're joking...\Are you serious?\You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone!\Louise! response:	Damn it, it hurts!
context: Don't tell me he's a baronet or something even lower.\You're joking...\Are you serious?\You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone!\Louise!\Damn it, it hurts! response:	She's so brutal.
context: You're joking...\Are you serious?\You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone!\Louise!\Damn it, it hurts!\She's so brutal. response:	I wonder what Louise is doing...
context: Are you serious?\You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone!\Louise!\Damn it, it hurts!\She's so brutal.\I wonder what Louise is doing... response:	It's open.
context: You've fallen in love with someone of a lower status?\This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone!\Louise!\Damn it, it hurts!\She's so brutal.\I wonder what Louise is doing...\It's open. response:	May I please come in?
context: This girl keeps worrying me no matter how old she gets.\I'm not in love with anyone!\Louise!\Damn it, it hurts!\She's so brutal.\I wonder what Louise is doing...\It's open.\May I please come in? response:	Y-Yes, please.
context: I'm not in love with anyone!\Louise!\Damn it, it hurts!\She's so brutal.\I wonder what Louise is doing...\It's open.\May I please come in?\Y-Yes, please. response:	She looks mature, kind and so soft.
context: Louise!\Damn it, it hurts!\She's so brutal.\I wonder what Louise is doing...\It's open.\May I please come in?\Y-Yes, please.\She looks mature, kind and so soft. response:	I wonder if Louise will look like this when she grows up...
context: Damn it, it hurts!\She's so brutal.\I wonder what Louise is doing...\It's open.\May I please come in?\Y-Yes, please.\She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up... response:	If so...
context: She's so brutal.\I wonder what Louise is doing...\It's open.\May I please come in?\Y-Yes, please.\She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up...\If so... response:	Louise will grow to be more attractive than myself.
context: I wonder what Louise is doing...\It's open.\May I please come in?\Y-Yes, please.\She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up...\If so...\Louise will grow to be more attractive than myself. response:	You see, at this rate, Louise will have to get a groom.
context: It's open.\May I please come in?\Y-Yes, please.\She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up...\If so...\Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom. response:	You wouldn't want that, would you?
context: May I please come in?\Y-Yes, please.\She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up...\If so...\Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you? response:	Louise getting married...
context: Y-Yes, please.\She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up...\If so...\Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you?\Louise getting married... response:	She's in the courtyard, so go to her.
context: She looks mature, kind and so soft.\I wonder if Louise will look like this when she grows up...\If so...\Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you?\Louise getting married...\She's in the courtyard, so go to her. response:	Ever since she was little, she would hide in the boat in the courtyard any time something happens.
context: I wonder if Louise will look like this when she grows up...\If so...\Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you?\Louise getting married...\She's in the courtyard, so go to her.\Ever since she was little, she would hide in the boat in the courtyard any time something happens. response:	If you find Louise, go outside of the mansion.
context: If so...\Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you?\Louise getting married...\She's in the courtyard, so go to her.\Ever since she was little, she would hide in the boat in the courtyard any time something happens.\If you find Louise, go outside of the mansion. response:	A horse carriage is waiting for you.
context: Louise will grow to be more attractive than myself.\You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you?\Louise getting married...\She's in the courtyard, so go to her.\Ever since she was little, she would hide in the boat in the courtyard any time something happens.\If you find Louise, go outside of the mansion.\A horse carriage is waiting for you. response:	May primogenitor's blessings be upon both you and Louise.
context: You see, at this rate, Louise will have to get a groom.\You wouldn't want that, would you?\Louise getting married...\She's in the courtyard, so go to her.\Ever since she was little, she would hide in the boat in the courtyard any time something happens.\If you find Louise, go outside of the mansion.\A horse carriage is waiting for you.\May primogenitor's blessings be upon both you and Louise. response:	Note: Primogenitor: One's earliest male ancestor.
context: You wouldn't want that, would you?\Louise getting married...\She's in the courtyard, so go to her.\Ever since she was little, she would hide in the boat in the courtyard any time something happens.\If you find Louise, go outside of the mansion.\A horse carriage is waiting for you.\May primogenitor's blessings be upon both you and Louise.\Note: Primogenitor: One's earliest male ancestor. response:	Please take care of my cute little sister, Knight-dono.
context: Louise getting married...\She's in the courtyard, so go to her.\Ever since she was little, she would hide in the boat in the courtyard any time something happens.\If you find Louise, go outside of the mansion.\A horse carriage is waiting for you.\May primogenitor's blessings be upon both you and Louise.\Note: Primogenitor: One's earliest male ancestor.\Please take care of my cute little sister, Knight-dono. response:	Knight... You mean me?
