context: Heh... response:	Next Ep Preview
context: Write down your name and class when you enter!\Wow, there are a lot of people.\Just how many are here?\It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it?\Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date. response:	It's not a date.
context: Wow, there are a lot of people.\Just how many are here?\It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it?\Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date.\It's not a date. response:	I'm going to a course for single women about buying real estate.
context: Just how many are here?\It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it?\Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date.\It's not a date.\I'm going to a course for single women about buying real estate. response:	Huh?
context: It doesn't matter. There's only one important thing...\There's something you have to do tonight, get it?\Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date.\It's not a date.\I'm going to a course for single women about buying real estate.\Huh? response:	Real estate?
context: There's something you have to do tonight, get it?\Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date.\It's not a date.\I'm going to a course for single women about buying real estate.\Huh?\Real estate? response:	Yeah, I'm going to buy an apartment.
context: Y-Yeah...\Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date.\It's not a date.\I'm going to a course for single women about buying real estate.\Huh?\Real estate?\Yeah, I'm going to buy an apartment. response:	Why today, of all days?
context: Oh! Yuri-chan-sensei, you dressed up!\So the reason you're not coming to the party is because you have a date.\It's not a date.\I'm going to a course for single women about buying real estate.\Huh?\Real estate?\Yeah, I'm going to buy an apartment.\Why today, of all days? response:	Well, that's because women who date on Christmas Eve are far from being prepared.
context: So the reason you're not coming to the party is because you have a date.\It's not a date.\I'm going to a course for single women about buying real estate.\Huh?\Real estate?\Yeah, I'm going to buy an apartment.\Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared. response:	When you find something you want, you have to get it right away!
context: It's not a date.\I'm going to a course for single women about buying real estate.\Huh?\Real estate?\Yeah, I'm going to buy an apartment.\Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away! response:	Um...
context: I'm going to a course for single women about buying real estate.\Huh?\Real estate?\Yeah, I'm going to buy an apartment.\Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away!\Um... response:	Anyway, I need to worry about buying an apartment.
context: Huh?\Real estate?\Yeah, I'm going to buy an apartment.\Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away!\Um...\Anyway, I need to worry about buying an apartment. response:	I'll be leaving now.
context: Real estate?\Yeah, I'm going to buy an apartment.\Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away!\Um...\Anyway, I need to worry about buying an apartment.\I'll be leaving now. response:	Everyone, try to stay out of trouble!
context: Yeah, I'm going to buy an apartment.\Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away!\Um...\Anyway, I need to worry about buying an apartment.\I'll be leaving now.\Everyone, try to stay out of trouble! response:	Okay...
context: Why today, of all days?\Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away!\Um...\Anyway, I need to worry about buying an apartment.\I'll be leaving now.\Everyone, try to stay out of trouble!\Okay... response:	Oh, my.
context: Well, that's because women who date on Christmas Eve are far from being prepared.\When you find something you want, you have to get it right away!\Um...\Anyway, I need to worry about buying an apartment.\I'll be leaving now.\Everyone, try to stay out of trouble!\Okay...\Oh, my. response:	Oh, hello.
context: When you find something you want, you have to get it right away!\Um...\Anyway, I need to worry about buying an apartment.\I'll be leaving now.\Everyone, try to stay out of trouble!\Okay...\Oh, my.\Oh, hello. response:	Thank goodness the Christmas tree was fixed.
context: Um...\Anyway, I need to worry about buying an apartment.\I'll be leaving now.\Everyone, try to stay out of trouble!\Okay...\Oh, my.\Oh, hello.\Thank goodness the Christmas tree was fixed. response:	Your grades went up too, so I'm really happy.
context: Anyway, I need to worry about buying an apartment.\I'll be leaving now.\Everyone, try to stay out of trouble!\Okay...\Oh, my.\Oh, hello.\Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy. response:	Thank you, Sensei.
context: I'll be leaving now.\Everyone, try to stay out of trouble!\Okay...\Oh, my.\Oh, hello.\Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy.\Thank you, Sensei. response:	I knew you'd be rewarded for all the effort you put in.
context: Everyone, try to stay out of trouble!\Okay...\Oh, my.\Oh, hello.\Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy.\Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in. response:	Yeah, and you'll definitely get what you want as well!
context: Okay...\Oh, my.\Oh, hello.\Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy.\Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well! response:	A fantastic single life is waiting for you!
context: Oh, my.\Oh, hello.\Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy.\Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you! response:	Right, thanks.
context: Oh, hello.\Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy.\Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you!\Right, thanks. response:	Hey, everyone!
context: Thank goodness the Christmas tree was fixed.\Your grades went up too, so I'm really happy.\Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you!\Right, thanks.\Hey, everyone! response:	I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!
context: Your grades went up too, so I'm really happy.\Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you!\Right, thanks.\Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts! response:	We went through a lot of trouble,
context: Thank you, Sensei.\I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you!\Right, thanks.\Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble, response:	Hey, Kitamura's clothes...
context: I knew you'd be rewarded for all the effort you put in.\Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you!\Right, thanks.\Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble,\Hey, Kitamura's clothes... response:	but regardless, this Christmas party is about to begin.
context: Yeah, and you'll definitely get what you want as well!\A fantastic single life is waiting for you!\Right, thanks.\Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble,\Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin. response:	Stop, we'll lose if you complain.
context: A fantastic single life is waiting for you!\Right, thanks.\Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble,\Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain. response:	Everyone, I truly appreciate your cooperation.
context: Right, thanks.\Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble,\Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation. response:	I want you all to have a wonderful time tonight!
context: Hey, everyone!\I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble,\Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight! response:	So...
context: I'd like to thank you all for coming out tonight for this party, planned by the God of Broken Hearts!\We went through a lot of trouble,\Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight!\So... response:	We're going to celebrate Christmas Eve, so...
context: We went through a lot of trouble,\Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight!\So...\We're going to celebrate Christmas Eve, so... response:	Merry Christmas!
context: Hey, Kitamura's clothes...\but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight!\So...\We're going to celebrate Christmas Eve, so...\Merry Christmas! response:	Oh! Drumsticks!
context: but regardless, this Christmas party is about to begin.\Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight!\So...\We're going to celebrate Christmas Eve, so...\Merry Christmas!\Oh! Drumsticks! response:	I know what this is!
context: Stop, we'll lose if you complain.\Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight!\So...\We're going to celebrate Christmas Eve, so...\Merry Christmas!\Oh! Drumsticks!\I know what this is! response:	It's called turkey, right?
context: Everyone, I truly appreciate your cooperation.\I want you all to have a wonderful time tonight!\So...\We're going to celebrate Christmas Eve, so...\Merry Christmas!\Oh! Drumsticks!\I know what this is!\It's called turkey, right? response:	No, it's just normal chicken.
context: I want you all to have a wonderful time tonight!\So...\We're going to celebrate Christmas Eve, so...\Merry Christmas!\Oh! Drumsticks!\I know what this is!\It's called turkey, right?\No, it's just normal chicken. response:	Did you hear her?
context: So...\We're going to celebrate Christmas Eve, so...\Merry Christmas!\Oh! Drumsticks!\I know what this is!\It's called turkey, right?\No, it's just normal chicken.\Did you hear her? response:	It's good!
context: We're going to celebrate Christmas Eve, so...\Merry Christmas!\Oh! Drumsticks!\I know what this is!\It's called turkey, right?\No, it's just normal chicken.\Did you hear her?\It's good! response:	As expected of home-bred turkey!
context: Merry Christmas!\Oh! Drumsticks!\I know what this is!\It's called turkey, right?\No, it's just normal chicken.\Did you hear her?\It's good!\As expected of home-bred turkey! response:	Yeah...
context: Oh! Drumsticks!\I know what this is!\It's called turkey, right?\No, it's just normal chicken.\Did you hear her?\It's good!\As expected of home-bred turkey!\Yeah... response:	Nanako, they have cake over there!
context: I know what this is!\It's called turkey, right?\No, it's just normal chicken.\Did you hear her?\It's good!\As expected of home-bred turkey!\Yeah...\Nanako, they have cake over there! response:	You're kidding! Where?
context: It's called turkey, right?\No, it's just normal chicken.\Did you hear her?\It's good!\As expected of home-bred turkey!\Yeah...\Nanako, they have cake over there!\You're kidding! Where? response:	The corner over there.
context: No, it's just normal chicken.\Did you hear her?\It's good!\As expected of home-bred turkey!\Yeah...\Nanako, they have cake over there!\You're kidding! Where?\The corner over there. response:	Shall we?
context: Did you hear her?\It's good!\As expected of home-bred turkey!\Yeah...\Nanako, they have cake over there!\You're kidding! Where?\The corner over there.\Shall we? response:	Let's go!
context: It's good!\As expected of home-bred turkey!\Yeah...\Nanako, they have cake over there!\You're kidding! Where?\The corner over there.\Shall we?\Let's go! response:	Kihara in hot pants and Nanako-san in an innocent one piece are really hot.
context: As expected of home-bred turkey!\Yeah...\Nanako, they have cake over there!\You're kidding! Where?\The corner over there.\Shall we?\Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot. response:	Speaking of which, why is everyone all dressed up?
context: Yeah...\Nanako, they have cake over there!\You're kidding! Where?\The corner over there.\Shall we?\Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up? response:	I look out of place... I mean, poor.
context: Nanako, they have cake over there!\You're kidding! Where?\The corner over there.\Shall we?\Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor. response:	Hey, over there!
context: You're kidding! Where?\The corner over there.\Shall we?\Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor.\Hey, over there! response:	Keep focused while you're walking.
context: The corner over there.\Shall we?\Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor.\Hey, over there!\Keep focused while you're walking. response:	The floor will get sticky if syrup spills on it!
context: Shall we?\Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor.\Hey, over there!\Keep focused while you're walking.\The floor will get sticky if syrup spills on it! response:	Oh, I'm sorry.
context: Let's go!\Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor.\Hey, over there!\Keep focused while you're walking.\The floor will get sticky if syrup spills on it!\Oh, I'm sorry. response:	Scary...
context: Kihara in hot pants and Nanako-san in an innocent one piece are really hot.\Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor.\Hey, over there!\Keep focused while you're walking.\The floor will get sticky if syrup spills on it!\Oh, I'm sorry.\Scary... response:	Takasu.
context: Speaking of which, why is everyone all dressed up?\I look out of place... I mean, poor.\Hey, over there!\Keep focused while you're walking.\The floor will get sticky if syrup spills on it!\Oh, I'm sorry.\Scary...\Takasu. response:	I was wondering why I didn't see you.
context: I look out of place... I mean, poor.\Hey, over there!\Keep focused while you're walking.\The floor will get sticky if syrup spills on it!\Oh, I'm sorry.\Scary...\Takasu.\I was wondering why I didn't see you. response:	What are you doing here?
context: Hey, over there!\Keep focused while you're walking.\The floor will get sticky if syrup spills on it!\Oh, I'm sorry.\Scary...\Takasu.\I was wondering why I didn't see you.\What are you doing here? response:	Well, I couldn't stand how the drinks were being handled, so...
context: Keep focused while you're walking.\The floor will get sticky if syrup spills on it!\Oh, I'm sorry.\Scary...\Takasu.\I was wondering why I didn't see you.\What are you doing here?\Well, I couldn't stand how the drinks were being handled, so... response:	By the way, I'm surprised you have such an expensive suit!
context: The floor will get sticky if syrup spills on it!\Oh, I'm sorry.\Scary...\Takasu.\I was wondering why I didn't see you.\What are you doing here?\Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit! response:	Wow...
context: Oh, I'm sorry.\Scary...\Takasu.\I was wondering why I didn't see you.\What are you doing here?\Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit!\Wow... response:	Isn't that chicken grease on your hands?!
context: Scary...\Takasu.\I was wondering why I didn't see you.\What are you doing here?\Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit!\Wow...\Isn't that chicken grease on your hands?! response:	Taka-chan, don't you know?
context: Takasu.\I was wondering why I didn't see you.\What are you doing here?\Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit!\Wow...\Isn't that chicken grease on your hands?!\Taka-chan, don't you know? response:	This is called turkey!
context: I was wondering why I didn't see you.\What are you doing here?\Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit!\Wow...\Isn't that chicken grease on your hands?!\Taka-chan, don't you know?\This is called turkey! response:	Moreover, it's home-bred turkey!
context: What are you doing here?\Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit!\Wow...\Isn't that chicken grease on your hands?!\Taka-chan, don't you know?\This is called turkey!\Moreover, it's home-bred turkey! response:	Kaoru, you're so slow!
context: Well, I couldn't stand how the drinks were being handled, so...\By the way, I'm surprised you have such an expensive suit!\Wow...\Isn't that chicken grease on your hands?!\Taka-chan, don't you know?\This is called turkey!\Moreover, it's home-bred turkey!\Kaoru, you're so slow! response:	Oh, sorry.
context: By the way, I'm surprised you have such an expensive suit!\Wow...\Isn't that chicken grease on your hands?!\Taka-chan, don't you know?\This is called turkey!\Moreover, it's home-bred turkey!\Kaoru, you're so slow!\Oh, sorry. response:	What were you looking at?
context: Wow...\Isn't that chicken grease on your hands?!\Taka-chan, don't you know?\This is called turkey!\Moreover, it's home-bred turkey!\Kaoru, you're so slow!\Oh, sorry.\What were you looking at? response:	Oh, nothing.
context: Isn't that chicken grease on your hands?!\Taka-chan, don't you know?\This is called turkey!\Moreover, it's home-bred turkey!\Kaoru, you're so slow!\Oh, sorry.\What were you looking at?\Oh, nothing. response:	Oh, right...
context: Taka-chan, don't you know?\This is called turkey!\Moreover, it's home-bred turkey!\Kaoru, you're so slow!\Oh, sorry.\What were you looking at?\Oh, nothing.\Oh, right... response:	I haven't seen Ami-chan yet!
context: This is called turkey!\Moreover, it's home-bred turkey!\Kaoru, you're so slow!\Oh, sorry.\What were you looking at?\Oh, nothing.\Oh, right...\I haven't seen Ami-chan yet! response:	She's here, right?
context: Moreover, it's home-bred turkey!\Kaoru, you're so slow!\Oh, sorry.\What were you looking at?\Oh, nothing.\Oh, right...\I haven't seen Ami-chan yet!\She's here, right? response:	Y-Yeah, probably.
context: Kaoru, you're so slow!\Oh, sorry.\What were you looking at?\Oh, nothing.\Oh, right...\I haven't seen Ami-chan yet!\She's here, right?\Y-Yeah, probably. response:	I think I caught a glimpse of her.
context: Oh, sorry.\What were you looking at?\Oh, nothing.\Oh, right...\I haven't seen Ami-chan yet!\She's here, right?\Y-Yeah, probably.\I think I caught a glimpse of her. response:	Seriously?! Was she hot?
context: What were you looking at?\Oh, nothing.\Oh, right...\I haven't seen Ami-chan yet!\She's here, right?\Y-Yeah, probably.\I think I caught a glimpse of her.\Seriously?! Was she hot? response:	Was she really hot?!
context: Oh, nothing.\Oh, right...\I haven't seen Ami-chan yet!\She's here, right?\Y-Yeah, probably.\I think I caught a glimpse of her.\Seriously?! Was she hot?\Was she really hot?! response:	Is she not here?
context: Oh, right...\I haven't seen Ami-chan yet!\She's here, right?\Y-Yeah, probably.\I think I caught a glimpse of her.\Seriously?! Was she hot?\Was she really hot?!\Is she not here? response:	And Taiga too...
context: I haven't seen Ami-chan yet!\She's here, right?\Y-Yeah, probably.\I think I caught a glimpse of her.\Seriously?! Was she hot?\Was she really hot?!\Is she not here?\And Taiga too... response:	Taiga, huh?
context: She's here, right?\Y-Yeah, probably.\I think I caught a glimpse of her.\Seriously?! Was she hot?\Was she really hot?!\Is she not here?\And Taiga too...\Taiga, huh? response:	Well, Taiga isn't bad,
context: Y-Yeah, probably.\I think I caught a glimpse of her.\Seriously?! Was she hot?\Was she really hot?!\Is she not here?\And Taiga too...\Taiga, huh?\Well, Taiga isn't bad, response:	He's right, where did she go?
context: I think I caught a glimpse of her.\Seriously?! Was she hot?\Was she really hot?!\Is she not here?\And Taiga too...\Taiga, huh?\Well, Taiga isn't bad,\He's right, where did she go? response:	but I'm all in for Ami-chan.
context: Seriously?! Was she hot?\Was she really hot?!\Is she not here?\And Taiga too...\Taiga, huh?\Well, Taiga isn't bad,\He's right, where did she go?\but I'm all in for Ami-chan. response:	Ami-chan and Taiga?
context: Was she really hot?!\Is she not here?\And Taiga too...\Taiga, huh?\Well, Taiga isn't bad,\He's right, where did she go?\but I'm all in for Ami-chan.\Ami-chan and Taiga? response:	Woah, amazing!
context: Is she not here?\And Taiga too...\Taiga, huh?\Well, Taiga isn't bad,\He's right, where did she go?\but I'm all in for Ami-chan.\Ami-chan and Taiga?\Woah, amazing! response:	When exactly did they practise for this?
context: And Taiga too...\Taiga, huh?\Well, Taiga isn't bad,\He's right, where did she go?\but I'm all in for Ami-chan.\Ami-chan and Taiga?\Woah, amazing!\When exactly did they practise for this? response:	Uh, Kushieda?
context: Taiga, huh?\Well, Taiga isn't bad,\He's right, where did she go?\but I'm all in for Ami-chan.\Ami-chan and Taiga?\Woah, amazing!\When exactly did they practise for this?\Uh, Kushieda? response:	It's about tonight's party...
context: Well, Taiga isn't bad,\He's right, where did she go?\but I'm all in for Ami-chan.\Ami-chan and Taiga?\Woah, amazing!\When exactly did they practise for this?\Uh, Kushieda?\It's about tonight's party... response:	Ryuuji, you there?
context: He's right, where did she go?\but I'm all in for Ami-chan.\Ami-chan and Taiga?\Woah, amazing!\When exactly did they practise for this?\Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there? response:	Hey, open your window, Ryuuji!
context: but I'm all in for Ami-chan.\Ami-chan and Taiga?\Woah, amazing!\When exactly did they practise for this?\Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\Hey, open your window, Ryuuji! response:	I'll call you back later.
context: Ami-chan and Taiga?\Woah, amazing!\When exactly did they practise for this?\Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\Hey, open your window, Ryuuji!\I'll call you back later. response:	You have to come no matter what, okay?
context: Woah, amazing!\When exactly did they practise for this?\Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\Hey, open your window, Ryuuji!\I'll call you back later.\You have to come no matter what, okay? response:	Hey, Ryuuji!
context: When exactly did they practise for this?\Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\Hey, open your window, Ryuuji!\I'll call you back later.\You have to come no matter what, okay?\Hey, Ryuuji! response:	It'll definitely be fun! Bye!
context: Uh, Kushieda?\It's about tonight's party...\Ryuuji, you there?\Hey, open your window, Ryuuji!\I'll call you back later.\You have to come no matter what, okay?\Hey, Ryuuji!\It'll definitely be fun! Bye! response:	Wow, that was awesome.
context: It's about tonight's party...\Ryuuji, you there?\Hey, open your window, Ryuuji!\I'll call you back later.\You have to come no matter what, okay?\Hey, Ryuuji!\It'll definitely be fun! Bye!\Wow, that was awesome. response:	Ami-chan and Taiga were both hot, but still cute as well!
context: Ryuuji, you there?\Hey, open your window, Ryuuji!\I'll call you back later.\You have to come no matter what, okay?\Hey, Ryuuji!\It'll definitely be fun! Bye!\Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well! response:	Here.
context: Hey, open your window, Ryuuji!\I'll call you back later.\You have to come no matter what, okay?\Hey, Ryuuji!\It'll definitely be fun! Bye!\Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well!\Here. response:	Thank you.
context: I'll call you back later.\You have to come no matter what, okay?\Hey, Ryuuji!\It'll definitely be fun! Bye!\Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well!\Here.\Thank you. response:	Takasu!
context: You have to come no matter what, okay?\Hey, Ryuuji!\It'll definitely be fun! Bye!\Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well!\Here.\Thank you.\Takasu! response:	How long are you planning to stay there?
context: Hey, Ryuuji!\It'll definitely be fun! Bye!\Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well!\Here.\Thank you.\Takasu!\How long are you planning to stay there? response:	It was like a dream come true!
context: It'll definitely be fun! Bye!\Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well!\Here.\Thank you.\Takasu!\How long are you planning to stay there?\It was like a dream come true! response:	Huh?
context: Wow, that was awesome.\Ami-chan and Taiga were both hot, but still cute as well!\Here.\Thank you.\Takasu!\How long are you planning to stay there?\It was like a dream come true!\Huh? response:	I'm sure it was different than your dreams.
context: Ami-chan and Taiga were both hot, but still cute as well!\Here.\Thank you.\Takasu!\How long are you planning to stay there?\It was like a dream come true!\Huh?\I'm sure it was different than your dreams. response:	Look, hot, but still cute, and so on, are basically the same thing.
context: Here.\Thank you.\Takasu!\How long are you planning to stay there?\It was like a dream come true!\Huh?\I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing. response:	Oh? Then, am I...
context: Thank you.\Takasu!\How long are you planning to stay there?\It was like a dream come true!\Huh?\I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I... response:	You're hot! You're really hot!
context: Takasu!\How long are you planning to stay there?\It was like a dream come true!\Huh?\I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I...\You're hot! You're really hot! response:	H-Hey!
context: How long are you planning to stay there?\It was like a dream come true!\Huh?\I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I...\You're hot! You're really hot!\H-Hey! response:	You damn perverted exhibitionist.
context: It was like a dream come true!\Huh?\I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I...\You're hot! You're really hot!\H-Hey!\You damn perverted exhibitionist. response:	Hey, Maruo, what are you doing?
context: Huh?\I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I...\You're hot! You're really hot!\H-Hey!\You damn perverted exhibitionist.\Hey, Maruo, what are you doing? response:	Oh, Kihara!
context: I'm sure it was different than your dreams.\Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I...\You're hot! You're really hot!\H-Hey!\You damn perverted exhibitionist.\Hey, Maruo, what are you doing?\Oh, Kihara! response:	Do you think I'm hot, but still cute?
context: Look, hot, but still cute, and so on, are basically the same thing.\Oh? Then, am I...\You're hot! You're really hot!\H-Hey!\You damn perverted exhibitionist.\Hey, Maruo, what are you doing?\Oh, Kihara!\Do you think I'm hot, but still cute? response:	Huh? Um...
context: Oh? Then, am I...\You're hot! You're really hot!\H-Hey!\You damn perverted exhibitionist.\Hey, Maruo, what are you doing?\Oh, Kihara!\Do you think I'm hot, but still cute?\Huh? Um... response:	Isn't that sexual harassment?
context: You're hot! You're really hot!\H-Hey!\You damn perverted exhibitionist.\Hey, Maruo, what are you doing?\Oh, Kihara!\Do you think I'm hot, but still cute?\Huh? Um...\Isn't that sexual harassment? response:	Revenge!
context: H-Hey!\You damn perverted exhibitionist.\Hey, Maruo, what are you doing?\Oh, Kihara!\Do you think I'm hot, but still cute?\Huh? Um...\Isn't that sexual harassment?\Revenge! response:	Give me some fruit punch please.
context: You damn perverted exhibitionist.\Hey, Maruo, what are you doing?\Oh, Kihara!\Do you think I'm hot, but still cute?\Huh? Um...\Isn't that sexual harassment?\Revenge!\Give me some fruit punch please. response:	Oh, okay.
context: Hey, Maruo, what are you doing?\Oh, Kihara!\Do you think I'm hot, but still cute?\Huh? Um...\Isn't that sexual harassment?\Revenge!\Give me some fruit punch please.\Oh, okay. response:	Kawashima!
context: Oh, Kihara!\Do you think I'm hot, but still cute?\Huh? Um...\Isn't that sexual harassment?\Revenge!\Give me some fruit punch please.\Oh, okay.\Kawashima! response:	So you're here.
context: Do you think I'm hot, but still cute?\Huh? Um...\Isn't that sexual harassment?\Revenge!\Give me some fruit punch please.\Oh, okay.\Kawashima!\So you're here. response:	Yeah, somehow it turned out like this.
context: Huh? Um...\Isn't that sexual harassment?\Revenge!\Give me some fruit punch please.\Oh, okay.\Kawashima!\So you're here.\Yeah, somehow it turned out like this. response:	Hey, how was my singing?
context: Isn't that sexual harassment?\Revenge!\Give me some fruit punch please.\Oh, okay.\Kawashima!\So you're here.\Yeah, somehow it turned out like this.\Hey, how was my singing? response:	It was amazing!
context: Revenge!\Give me some fruit punch please.\Oh, okay.\Kawashima!\So you're here.\Yeah, somehow it turned out like this.\Hey, how was my singing?\It was amazing! response:	When did you practise for it?
context: Give me some fruit punch please.\Oh, okay.\Kawashima!\So you're here.\Yeah, somehow it turned out like this.\Hey, how was my singing?\It was amazing!\When did you practise for it? response:	If it wasn't kept a secret, it wouldn't have been a surprise, right?
context: Oh, okay.\Kawashima!\So you're here.\Yeah, somehow it turned out like this.\Hey, how was my singing?\It was amazing!\When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right? response:	Were you surprised?
context: Kawashima!\So you're here.\Yeah, somehow it turned out like this.\Hey, how was my singing?\It was amazing!\When did you practise for it?\If it wasn't kept a secret, it wouldn't have been a surprise, right?\Were you surprised? response:	Yeah, I was totally caught off guard.
