context: J To catch them is my real test J response:	J To train them is my cause J
context: I have been searching the forest for you.\-What do you want from me? -A Pokemon match.\Let us see who triumphs.\-Pika? - Oh, no!\I forgot about Weedle. Ill get it.\Poke Ball, go!\Pidgeo!\Pidgeotto, return! response:	That Weedle only got away because you mixed me up.
context: -What do you want from me? -A Pokemon match.\Let us see who triumphs.\-Pika? - Oh, no!\I forgot about Weedle. Ill get it.\Poke Ball, go!\Pidgeo!\Pidgeotto, return!\That Weedle only got away because you mixed me up. response:	Dont blame your failure on me.
context: Let us see who triumphs.\-Pika? - Oh, no!\I forgot about Weedle. Ill get it.\Poke Ball, go!\Pidgeo!\Pidgeotto, return!\That Weedle only got away because you mixed me up.\Dont blame your failure on me. response:	Your Pokemon handling is dim-witted and clumsy.
context: -Pika? - Oh, no!\I forgot about Weedle. Ill get it.\Poke Ball, go!\Pidgeo!\Pidgeotto, return!\That Weedle only got away because you mixed me up.\Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy. response:	What do you know about Pokemon?
context: I forgot about Weedle. Ill get it.\Poke Ball, go!\Pidgeo!\Pidgeotto, return!\That Weedle only got away because you mixed me up.\Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon? response:	I bet could beat you in a Pokemon match blindfolded.
context: Poke Ball, go!\Pidgeo!\Pidgeotto, return!\That Weedle only got away because you mixed me up.\Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded. response:	-There is one way to find out. -Pikachu.
context: Pidgeo!\Pidgeotto, return!\That Weedle only got away because you mixed me up.\Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu. response:	Pidgeotto, do your stuff.
context: Pidgeotto, return!\That Weedle only got away because you mixed me up.\Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu.\Pidgeotto, do your stuff. response:	Uh-oh.
context: That Weedle only got away because you mixed me up.\Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu.\Pidgeotto, do your stuff.\Uh-oh. response:	Ash, dont you know you have to let your Pokemon rest once in a while?
context: Dont blame your failure on me.\Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu.\Pidgeotto, do your stuff.\Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while? response:	Well, I...
context: Your Pokemon handling is dim-witted and clumsy.\What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu.\Pidgeotto, do your stuff.\Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I... response:	Only a novice goes into battle with a pooped-out Pokemon.
context: What do you know about Pokemon?\I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu.\Pidgeotto, do your stuff.\Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I...\Only a novice goes into battle with a pooped-out Pokemon. response:	Your blunder will cost you dearly.
context: I bet could beat you in a Pokemon match blindfolded.\-There is one way to find out. -Pikachu.\Pidgeotto, do your stuff.\Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I...\Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly. response:	Pinsir, assume battle mode!
context: -There is one way to find out. -Pikachu.\Pidgeotto, do your stuff.\Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I...\Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly.\Pinsir, assume battle mode! response:	Whoa, hes got a Pinsir.
context: Pidgeotto, do your stuff.\Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I...\Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly.\Pinsir, assume battle mode!\Whoa, hes got a Pinsir. response:	Pinsir, this fearsome Pokemon
context: Uh-oh.\Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I...\Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly.\Pinsir, assume battle mode!\Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon response:	uses its powerful claws to put the squeeze on its opponents.
context: Ash, dont you know you have to let your Pokemon rest once in a while?\Well, I...\Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly.\Pinsir, assume battle mode!\Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents. response:	That Pinsir looks pretty tough
context: Well, I...\Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly.\Pinsir, assume battle mode!\Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough response:	-but Pidgeotto can beat it. -Pidgeo!
context: Only a novice goes into battle with a pooped-out Pokemon.\Your blunder will cost you dearly.\Pinsir, assume battle mode!\Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo! response:	Pidgeotto, Sand Attack!
context: Your blunder will cost you dearly.\Pinsir, assume battle mode!\Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack! response:	Thats childs play! Pinsir, tackle it!
context: Pinsir, assume battle mode!\Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it! response:	Pidgeo...
context: Whoa, hes got a Pinsir.\Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it!\Pidgeo... response:	-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!
context: Pinsir, this fearsome Pokemon\uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it!\Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return! response:	-Novice. Are you ready to surrender? -No way. Im just warming up.
context: uses its powerful claws to put the squeeze on its opponents.\That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it!\Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up. response:	Metapod, I choose you now!
context: That Pinsir looks pretty tough\-but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it!\Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now! response:	Watch and weep as Pinsir crushes your Metapod in half.
context: -but Pidgeotto can beat it. -Pidgeo!\Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it!\Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half. response:	-No. -
context: Pidgeotto, Sand Attack!\Thats childs play! Pinsir, tackle it!\Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half.\-No. - response:	-Those claws! -Ash?
context: Thats childs play! Pinsir, tackle it!\Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half.\-No. -\-Those claws! -Ash? response:	Call off Metapod. Not even a bug deserves this.
context: Pidgeo...\-Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half.\-No. -\-Those claws! -Ash?\Call off Metapod. Not even a bug deserves this. response:	This match is already won.
context: -Your Pokemon is beaten. -Oh, no. Pidgeotto, return!\-Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half.\-No. -\-Those claws! -Ash?\Call off Metapod. Not even a bug deserves this.\This match is already won. response:	Metapod, harden now!
context: -Novice. Are you ready to surrender? -No way. Im just warming up.\Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half.\-No. -\-Those claws! -Ash?\Call off Metapod. Not even a bug deserves this.\This match is already won.\Metapod, harden now! response:	-Pikachu! -It worked.
context: Metapod, I choose you now!\Watch and weep as Pinsir crushes your Metapod in half.\-No. -\-Those claws! -Ash?\Call off Metapod. Not even a bug deserves this.\This match is already won.\Metapod, harden now!\-Pikachu! -It worked. response:	So now whos the novice?
context: Watch and weep as Pinsir crushes your Metapod in half.\-No. -\-Those claws! -Ash?\Call off Metapod. Not even a bug deserves this.\This match is already won.\Metapod, harden now!\-Pikachu! -It worked.\So now whos the novice? response:	Pinsir, return!
context: -No. -\-Those claws! -Ash?\Call off Metapod. Not even a bug deserves this.\This match is already won.\Metapod, harden now!\-Pikachu! -It worked.\So now whos the novice?\Pinsir, return! response:	Clever, quite clever. Poke Ball, go!
context: -Those claws! -Ash?\Call off Metapod. Not even a bug deserves this.\This match is already won.\Metapod, harden now!\-Pikachu! -It worked.\So now whos the novice?\Pinsir, return!\Clever, quite clever. Poke Ball, go! response:	Metapod?
context: Call off Metapod. Not even a bug deserves this.\This match is already won.\Metapod, harden now!\-Pikachu! -It worked.\So now whos the novice?\Pinsir, return!\Clever, quite clever. Poke Ball, go!\Metapod? response:	Metapod, harden like his.
context: This match is already won.\Metapod, harden now!\-Pikachu! -It worked.\So now whos the novice?\Pinsir, return!\Clever, quite clever. Poke Ball, go!\Metapod?\Metapod, harden like his. response:	Maximum hardness, Metapod.
context: Metapod, harden now!\-Pikachu! -It worked.\So now whos the novice?\Pinsir, return!\Clever, quite clever. Poke Ball, go!\Metapod?\Metapod, harden like his.\Maximum hardness, Metapod. response:	More power, Metapod. Samurais is weakening.
context: -Pikachu! -It worked.\So now whos the novice?\Pinsir, return!\Clever, quite clever. Poke Ball, go!\Metapod?\Metapod, harden like his.\Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening. response:	Harder, youre the stronger Metapod.
context: So now whos the novice?\Pinsir, return!\Clever, quite clever. Poke Ball, go!\Metapod?\Metapod, harden like his.\Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod. response:	-Im tired. -James, stop whining.
context: Pinsir, return!\Clever, quite clever. Poke Ball, go!\Metapod?\Metapod, harden like his.\Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod.\-Im tired. -James, stop whining. response:	But, Jessie, whats the point of dragging this tank around?
context: Clever, quite clever. Poke Ball, go!\Metapod?\Metapod, harden like his.\Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod.\-Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around? response:	To protect us from Beedrills.
context: Metapod?\Metapod, harden like his.\Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod.\-Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills. response:	Ever been stung by one? It hurts.
context: Metapod, harden like his.\Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod.\-Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills.\Ever been stung by one? It hurts. response:	Hey, down there, quit chattering. Get a move on.
context: Maximum hardness, Metapod.\More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod.\-Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills.\Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on. response:	-What are you doing up there? -Why dont you come help us?
context: More power, Metapod. Samurais is weakening.\Harder, youre the stronger Metapod.\-Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills.\Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us? response:	-Wish I could but Im riding lookout. -Well, look out for this.
context: Harder, youre the stronger Metapod.\-Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills.\Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this. response:	Ah! Hey, wait a second. Come back! Meowth!
context: -Im tired. -James, stop whining.\But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills.\Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth! response:	A little more.
context: But, Jessie, whats the point of dragging this tank around?\To protect us from Beedrills.\Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth!\A little more. response:	Metapod, full power.
context: To protect us from Beedrills.\Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth!\A little more.\Metapod, full power. response:	We could be stuck in this forest for the rest of our lives.
context: Ever been stung by one? It hurts.\Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth!\A little more.\Metapod, full power.\We could be stuck in this forest for the rest of our lives. response:	Boys can be so stubborn.
context: Hey, down there, quit chattering. Get a move on.\-What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth!\A little more.\Metapod, full power.\We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn. response:	Dont give up!
context: -What are you doing up there? -Why dont you come help us?\-Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth!\A little more.\Metapod, full power.\We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn.\Dont give up! response:	You two are more hardheaded than your Metapods.
context: -Wish I could but Im riding lookout. -Well, look out for this.\Ah! Hey, wait a second. Come back! Meowth!\A little more.\Metapod, full power.\We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn.\Dont give up!\You two are more hardheaded than your Metapods. response:	- -Huh?
context: Ah! Hey, wait a second. Come back! Meowth!\A little more.\Metapod, full power.\We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn.\Dont give up!\You two are more hardheaded than your Metapods.\- -Huh? response:	-Whats that noise? -A Beedrill swarm approaches.
context: A little more.\Metapod, full power.\We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn.\Dont give up!\You two are more hardheaded than your Metapods.\- -Huh?\-Whats that noise? -A Beedrill swarm approaches. response:	Our match must end. Metapod, return!
context: Metapod, full power.\We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn.\Dont give up!\You two are more hardheaded than your Metapods.\- -Huh?\-Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return! response:	Beedrill swarm.
context: We could be stuck in this forest for the rest of our lives.\Boys can be so stubborn.\Dont give up!\You two are more hardheaded than your Metapods.\- -Huh?\-Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return!\Beedrill swarm. response:	Beedrill, this Pokemon is an evolved form of Weedle,
context: Boys can be so stubborn.\Dont give up!\You two are more hardheaded than your Metapods.\- -Huh?\-Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return!\Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle, response:	following its Kakuna stage. Its sting is highly poisonous.
context: Dont give up!\You two are more hardheaded than your Metapods.\- -Huh?\-Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return!\Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous. response:	The Weedle that got away from you has informed the rest of its kind.
context: You two are more hardheaded than your Metapods.\- -Huh?\-Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return!\Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind. response:	Good day.
context: - -Huh?\-Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return!\Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind.\Good day. response:	Metapod, return now!
context: -Whats that noise? -A Beedrill swarm approaches.\Our match must end. Metapod, return!\Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind.\Good day.\Metapod, return now! response:	Oh, no, it got away.
context: Our match must end. Metapod, return!\Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind.\Good day.\Metapod, return now!\Oh, no, it got away. response:	- -Pikachu!
context: Beedrill swarm.\Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind.\Good day.\Metapod, return now!\Oh, no, it got away.\- -Pikachu! response:	Come on. Lets move it.
context: Beedrill, this Pokemon is an evolved form of Weedle,\following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind.\Good day.\Metapod, return now!\Oh, no, it got away.\- -Pikachu!\Come on. Lets move it. response:	-But Metapod... -
context: following its Kakuna stage. Its sting is highly poisonous.\The Weedle that got away from you has informed the rest of its kind.\Good day.\Metapod, return now!\Oh, no, it got away.\- -Pikachu!\Come on. Lets move it.\-But Metapod... - response:	Theyre gaining on us.
context: The Weedle that got away from you has informed the rest of its kind.\Good day.\Metapod, return now!\Oh, no, it got away.\- -Pikachu!\Come on. Lets move it.\-But Metapod... -\Theyre gaining on us. response:	A whole hive of Kakunas.
context: Good day.\Metapod, return now!\Oh, no, it got away.\- -Pikachu!\Come on. Lets move it.\-But Metapod... -\Theyre gaining on us.\A whole hive of Kakunas. response:	Kakuna, a transitional stage between Weedle and Beedrill.
context: Metapod, return now!\Oh, no, it got away.\- -Pikachu!\Come on. Lets move it.\-But Metapod... -\Theyre gaining on us.\A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill. response:	Kakunas remain inactive until they evolve into deadly Beedrills and hatch.
context: Oh, no, it got away.\- -Pikachu!\Come on. Lets move it.\-But Metapod... -\Theyre gaining on us.\A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch. response:	Hey, over there. Its Metapod!
context: - -Pikachu!\Come on. Lets move it.\-But Metapod... -\Theyre gaining on us.\A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod! response:	Keep your voice down.
context: Come on. Lets move it.\-But Metapod... -\Theyre gaining on us.\A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod!\Keep your voice down. response:	Beedrills, theyve evolved.
context: -But Metapod... -\Theyre gaining on us.\A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod!\Keep your voice down.\Beedrills, theyve evolved. response:	My cabin! I think we can make it!
context: Theyre gaining on us.\A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod!\Keep your voice down.\Beedrills, theyve evolved.\My cabin! I think we can make it! response:	Whew, that was close.
context: A whole hive of Kakunas.\Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod!\Keep your voice down.\Beedrills, theyve evolved.\My cabin! I think we can make it!\Whew, that was close. response:	Ah, I hope youve learned your lesson, novice.
context: Kakuna, a transitional stage between Weedle and Beedrill.\Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod!\Keep your voice down.\Beedrills, theyve evolved.\My cabin! I think we can make it!\Whew, that was close.\Ah, I hope youve learned your lesson, novice. response:	Your letting that Weedle escape almost cost our lives.
context: Kakunas remain inactive until they evolve into deadly Beedrills and hatch.\Hey, over there. Its Metapod!\Keep your voice down.\Beedrills, theyve evolved.\My cabin! I think we can make it!\Whew, that was close.\Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives. response:	-Take back that novice crack. -I do take it back.
context: Hey, over there. Its Metapod!\Keep your voice down.\Beedrills, theyve evolved.\My cabin! I think we can make it!\Whew, that was close.\Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back. response:	Because not even a novice would abandon his own Pokemon as you did.
context: Keep your voice down.\Beedrills, theyve evolved.\My cabin! I think we can make it!\Whew, that was close.\Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did. response:	I tried to save Metapod.
context: Beedrills, theyve evolved.\My cabin! I think we can make it!\Whew, that was close.\Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod. response:	Chu.
context: My cabin! I think we can make it!\Whew, that was close.\Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod.\Chu. response:	Your Metapod will pay for its trainers inexperience.
context: Whew, that was close.\Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod.\Chu.\Your Metapod will pay for its trainers inexperience. response:	The other trainers from Pallet would never have been so irresponsible.
context: Ah, I hope youve learned your lesson, novice.\Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod.\Chu.\Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible. response:	Other trainers from Pallet?
context: Your letting that Weedle escape almost cost our lives.\-Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod.\Chu.\Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet? response:	Have you fought Pokemon matches against Gary and the others?
context: -Take back that novice crack. -I do take it back.\Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod.\Chu.\Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others? response:	Ah. There were three spectacular matches, each more challenging than the last.
context: Because not even a novice would abandon his own Pokemon as you did.\I tried to save Metapod.\Chu.\Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last. response:	Those trainers really knew how to raise Pokemon.
context: I tried to save Metapod.\Chu.\Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon. response:	Even though I was defeated all three times,
context: Chu.\Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times, response:	I was inspired to redouble my own training.
context: Your Metapod will pay for its trainers inexperience.\The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times,\I was inspired to redouble my own training. response:	I have been eagerly preparing for that day
context: The other trainers from Pallet would never have been so irresponsible.\Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times,\I was inspired to redouble my own training.\I have been eagerly preparing for that day response:	when finally I would beat the next Pokemon trainer from Pallet.
context: Other trainers from Pallet?\Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times,\I was inspired to redouble my own training.\I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet. response:	So thats why youve been waiting around here for Ash to show up.
context: Have you fought Pokemon matches against Gary and the others?\Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times,\I was inspired to redouble my own training.\I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up. response:	Compared to those other three, novice here is a joke.
context: Ah. There were three spectacular matches, each more challenging than the last.\Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times,\I was inspired to redouble my own training.\I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke. response:	Metapod.
context: Those trainers really knew how to raise Pokemon.\Even though I was defeated all three times,\I was inspired to redouble my own training.\I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke.\Metapod. response:	Meowth!
context: Even though I was defeated all three times,\I was inspired to redouble my own training.\I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke.\Metapod.\Meowth! response:	Do you know what Meowths favorite game is?
context: I was inspired to redouble my own training.\I have been eagerly preparing for that day\when finally I would beat the next Pokemon trainer from Pallet.\So thats why youve been waiting around here for Ash to show up.\Compared to those other three, novice here is a joke.\Metapod.\Meowth!\Do you know what Meowths favorite game is? response:	Ugh, get off!
