context: And now, it's your morning horoscope countdown! response:	In the top spot, it's YOU, Pisces! We predict you'll be getting close to a certain special someone!
context: Then, I worried everyone by crying out loud...\Huh? Why am I saying this?\I couldn't even take a decent photo for my free pass. I'm basically cursed.\I'm such an idiot. This is all I can talk about... THIS?\Jeez... there's no way she'll want to hang out with me again.\Nah...\It's been a LOT of fun, Kirie!\M-me too! response:	I've had lots of...!
context: Huh? Why am I saying this?\I couldn't even take a decent photo for my free pass. I'm basically cursed.\I'm such an idiot. This is all I can talk about... THIS?\Jeez... there's no way she'll want to hang out with me again.\Nah...\It's been a LOT of fun, Kirie!\M-me too!\I've had lots of...! response:	Huh?
context: I couldn't even take a decent photo for my free pass. I'm basically cursed.\I'm such an idiot. This is all I can talk about... THIS?\Jeez... there's no way she'll want to hang out with me again.\Nah...\It's been a LOT of fun, Kirie!\M-me too!\I've had lots of...!\Huh? response:	You know what?
context: I'm such an idiot. This is all I can talk about... THIS?\Jeez... there's no way she'll want to hang out with me again.\Nah...\It's been a LOT of fun, Kirie!\M-me too!\I've had lots of...!\Huh?\You know what? response:	We haven't gone on THAT yet, have we?
context: Jeez... there's no way she'll want to hang out with me again.\Nah...\It's been a LOT of fun, Kirie!\M-me too!\I've had lots of...!\Huh?\You know what?\We haven't gone on THAT yet, have we? response:	The teacups!
context: Nah...\It's been a LOT of fun, Kirie!\M-me too!\I've had lots of...!\Huh?\You know what?\We haven't gone on THAT yet, have we?\The teacups! response:	Yeah!
context: It's been a LOT of fun, Kirie!\M-me too!\I've had lots of...!\Huh?\You know what?\We haven't gone on THAT yet, have we?\The teacups!\Yeah! response:	Jeez...
context: M-me too!\I've had lots of...!\Huh?\You know what?\We haven't gone on THAT yet, have we?\The teacups!\Yeah!\Jeez... response:	Indeed!
context: I've had lots of...!\Huh?\You know what?\We haven't gone on THAT yet, have we?\The teacups!\Yeah!\Jeez...\Indeed! response:	Wow...
context: Huh?\You know what?\We haven't gone on THAT yet, have we?\The teacups!\Yeah!\Jeez...\Indeed!\Wow... response:	You're getting an award in front of the whole school?
context: You know what?\We haven't gone on THAT yet, have we?\The teacups!\Yeah!\Jeez...\Indeed!\Wow...\You're getting an award in front of the whole school? response:	Yeah... it's a friggin' pain...
context: We haven't gone on THAT yet, have we?\The teacups!\Yeah!\Jeez...\Indeed!\Wow...\You're getting an award in front of the whole school?\Yeah... it's a friggin' pain... response:	You wouldn't think THIS person would get an award...
context: The teacups!\Yeah!\Jeez...\Indeed!\Wow...\You're getting an award in front of the whole school?\Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award... response:	Everyone will be rooting for you, so don't flake out.
context: Yeah!\Jeez...\Indeed!\Wow...\You're getting an award in front of the whole school?\Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out. response:	I don't even really care about it...
context: Jeez...\Indeed!\Wow...\You're getting an award in front of the whole school?\Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out.\I don't even really care about it... response:	Umaruuun!
context: Indeed!\Wow...\You're getting an award in front of the whole school?\Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out.\I don't even really care about it...\Umaruuun! response:	It's Umaru!
context: Wow...\You're getting an award in front of the whole school?\Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out.\I don't even really care about it...\Umaruuun!\It's Umaru! response:	She'll be getting an award today for having the highest GPA!
context: You're getting an award in front of the whole school?\Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out.\I don't even really care about it...\Umaruuun!\It's Umaru!\She'll be getting an award today for having the highest GPA! response:	Wow!
context: Yeah... it's a friggin' pain...\You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out.\I don't even really care about it...\Umaruuun!\It's Umaru!\She'll be getting an award today for having the highest GPA!\Wow! response:	C-congratulations!
context: You wouldn't think THIS person would get an award...\Everyone will be rooting for you, so don't flake out.\I don't even really care about it...\Umaruuun!\It's Umaru!\She'll be getting an award today for having the highest GPA!\Wow!\C-congratulations! response:	Thank you.
context: Everyone will be rooting for you, so don't flake out.\I don't even really care about it...\Umaruuun!\It's Umaru!\She'll be getting an award today for having the highest GPA!\Wow!\C-congratulations!\Thank you. response:	Shbaa!
context: I don't even really care about it...\Umaruuun!\It's Umaru!\She'll be getting an award today for having the highest GPA!\Wow!\C-congratulations!\Thank you.\Shbaa! response:	Congratulations to you!
context: Umaruuun!\It's Umaru!\She'll be getting an award today for having the highest GPA!\Wow!\C-congratulations!\Thank you.\Shbaa!\Congratulations to you! response:	Sylphin...
context: It's Umaru!\She'll be getting an award today for having the highest GPA!\Wow!\C-congratulations!\Thank you.\Shbaa!\Congratulations to you!\Sylphin... response:	Hm? What's the matter?
context: She'll be getting an award today for having the highest GPA!\Wow!\C-congratulations!\Thank you.\Shbaa!\Congratulations to you!\Sylphin...\Hm? What's the matter? response:	W-well...
context: Wow!\C-congratulations!\Thank you.\Shbaa!\Congratulations to you!\Sylphin...\Hm? What's the matter?\W-well... response:	You shall not beat me on these upcoming midterms!
context: C-congratulations!\Thank you.\Shbaa!\Congratulations to you!\Sylphin...\Hm? What's the matter?\W-well...\You shall not beat me on these upcoming midterms! response:	Shbafeen!
context: Thank you.\Shbaa!\Congratulations to you!\Sylphin...\Hm? What's the matter?\W-well...\You shall not beat me on these upcoming midterms!\Shbafeen! response:	I, Sylphinford Tachibana, will take first place! Shbafeen!
context: Shbaa!\Congratulations to you!\Sylphin...\Hm? What's the matter?\W-well...\You shall not beat me on these upcoming midterms!\Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen! response:	I, Sylphinford Tachibana, will take first place!
context: Congratulations to you!\Sylphin...\Hm? What's the matter?\W-well...\You shall not beat me on these upcoming midterms!\Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place! response:	You've thought of Umaru as your rival, haven't you?
context: Sylphin...\Hm? What's the matter?\W-well...\You shall not beat me on these upcoming midterms!\Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you? response:	Do you really wish her well?
context: Hm? What's the matter?\W-well...\You shall not beat me on these upcoming midterms!\Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you?\Do you really wish her well? response:	C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...
context: W-well...\You shall not beat me on these upcoming midterms!\Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you?\Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival... response:	But now, I'm as happy for her as if it were myself.
context: You shall not beat me on these upcoming midterms!\Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you?\Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself. response:	Indeed, is this strange?!
context: Shbafeen!\I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you?\Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself.\Indeed, is this strange?! response:	No, it's not.
context: I, Sylphinford Tachibana, will take first place! Shbafeen!\I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you?\Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself.\Indeed, is this strange?!\No, it's not. response:	It's up until now that you've been strange.
context: I, Sylphinford Tachibana, will take first place!\You've thought of Umaru as your rival, haven't you?\Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself.\Indeed, is this strange?!\No, it's not.\It's up until now that you've been strange. response:	The award ceremony will soon commence.
context: You've thought of Umaru as your rival, haven't you?\Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself.\Indeed, is this strange?!\No, it's not.\It's up until now that you've been strange.\The award ceremony will soon commence. response:	For academic excellence in general coursework: Umaru Doma.
context: Do you really wish her well?\C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself.\Indeed, is this strange?!\No, it's not.\It's up until now that you've been strange.\The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma. response:	My friends are all supporting me...
context: C-come to think of it, before I started hanging out with you all, I DID think of Umaru as my rival...\But now, I'm as happy for her as if it were myself.\Indeed, is this strange?!\No, it's not.\It's up until now that you've been strange.\The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me... response:	They're all happy for me!
context: But now, I'm as happy for her as if it were myself.\Indeed, is this strange?!\No, it's not.\It's up until now that you've been strange.\The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me...\They're all happy for me! response:	Thank you very much!
context: Indeed, is this strange?!\No, it's not.\It's up until now that you've been strange.\The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me...\They're all happy for me!\Thank you very much! response:	Umaru, you are cool indeed!
context: No, it's not.\It's up until now that you've been strange.\The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me...\They're all happy for me!\Thank you very much!\Umaru, you are cool indeed! response:	Next up, the award for academic excellence in AP courses goes to...
context: It's up until now that you've been strange.\The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me...\They're all happy for me!\Thank you very much!\Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to... response:	Hikari Kongo.
context: The award ceremony will soon commence.\For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me...\They're all happy for me!\Thank you very much!\Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo. response:	Huh?
context: For academic excellence in general coursework: Umaru Doma.\My friends are all supporting me...\They're all happy for me!\Thank you very much!\Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo.\Huh? response:	That was a splendid awards ceremony!
context: My friends are all supporting me...\They're all happy for me!\Thank you very much!\Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo.\Huh?\That was a splendid awards ceremony! response:	Thanks!
context: They're all happy for me!\Thank you very much!\Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo.\Huh?\That was a splendid awards ceremony!\Thanks! response:	Still...
context: Thank you very much!\Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo.\Huh?\That was a splendid awards ceremony!\Thanks!\Still... response:	That was the first time I've seen someone from the AP classes. They're in a separate building, so...
context: Umaru, you are cool indeed!\Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo.\Huh?\That was a splendid awards ceremony!\Thanks!\Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so... response:	Y-yes, you're right.
context: Next up, the award for academic excellence in AP courses goes to...\Hikari Kongo.\Huh?\That was a splendid awards ceremony!\Thanks!\Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right. response:	AP classes...
context: Hikari Kongo.\Huh?\That was a splendid awards ceremony!\Thanks!\Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right.\AP classes... response:	Your grades are beyond reproach, Umaru. They're exemplary.
context: Huh?\That was a splendid awards ceremony!\Thanks!\Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right.\AP classes...\Your grades are beyond reproach, Umaru. They're exemplary. response:	If you like, we could move you into the AP curriculum...
context: That was a splendid awards ceremony!\Thanks!\Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right.\AP classes...\Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum... response:	Have I met that girl somewhere before?
context: Thanks!\Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right.\AP classes...\Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before? response:	Cassiopeia... Altair...
context: Still...\That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right.\AP classes...\Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before?\Cassiopeia... Altair... response:	Deneb...
context: That was the first time I've seen someone from the AP classes. They're in a separate building, so...\Y-yes, you're right.\AP classes...\Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before?\Cassiopeia... Altair...\Deneb... response:	Arcturus... Spica.
context: Y-yes, you're right.\AP classes...\Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before?\Cassiopeia... Altair...\Deneb...\Arcturus... Spica. response:	I finally get it...
context: AP classes...\Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before?\Cassiopeia... Altair...\Deneb...\Arcturus... Spica.\I finally get it... response:	This whole time, what I've searched for has been right in front of me.
context: Your grades are beyond reproach, Umaru. They're exemplary.\If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before?\Cassiopeia... Altair...\Deneb...\Arcturus... Spica.\I finally get it...\This whole time, what I've searched for has been right in front of me. response:	This light...!
context: If you like, we could move you into the AP curriculum...\Have I met that girl somewhere before?\Cassiopeia... Altair...\Deneb...\Arcturus... Spica.\I finally get it...\This whole time, what I've searched for has been right in front of me.\This light...! response:	It can't be... The fifth Precura!
context: Have I met that girl somewhere before?\Cassiopeia... Altair...\Deneb...\Arcturus... Spica.\I finally get it...\This whole time, what I've searched for has been right in front of me.\This light...!\It can't be... The fifth Precura! response:	The light of justice: Cura Big-Bang!
context: Cassiopeia... Altair...\Deneb...\Arcturus... Spica.\I finally get it...\This whole time, what I've searched for has been right in front of me.\This light...!\It can't be... The fifth Precura!\The light of justice: Cura Big-Bang! response:	Thank you, everyone. I... I have no more doubts!
context: Deneb...\Arcturus... Spica.\I finally get it...\This whole time, what I've searched for has been right in front of me.\This light...!\It can't be... The fifth Precura!\The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts! response:	That was wonderful, wasn't it, Sensei? What a climax!
context: Arcturus... Spica.\I finally get it...\This whole time, what I've searched for has been right in front of me.\This light...!\It can't be... The fifth Precura!\The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax! response:	The scene where Big-Bang became part of the group, right!
context: I finally get it...\This whole time, what I've searched for has been right in front of me.\This light...!\It can't be... The fifth Precura!\The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right! response:	Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.
context: This whole time, what I've searched for has been right in front of me.\This light...!\It can't be... The fifth Precura!\The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others. response:	That long process made the climax so much more powerful!
context: This light...!\It can't be... The fifth Precura!\The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful! response:	Shba!
context: It can't be... The fifth Precura!\The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful!\Shba! response:	Wasn't it great, Cold and Bristly Girl?
context: The light of justice: Cura Big-Bang!\Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful!\Shba!\Wasn't it great, Cold and Bristly Girl? response:	Yeah, whatever.
context: Thank you, everyone. I... I have no more doubts!\That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful!\Shba!\Wasn't it great, Cold and Bristly Girl?\Yeah, whatever. response:	I can't trust this guy.
context: That was wonderful, wasn't it, Sensei? What a climax!\The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful!\Shba!\Wasn't it great, Cold and Bristly Girl?\Yeah, whatever.\I can't trust this guy. response:	He calls my master Sensei. Just what is he plotting?
context: The scene where Big-Bang became part of the group, right!\Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful!\Shba!\Wasn't it great, Cold and Bristly Girl?\Yeah, whatever.\I can't trust this guy.\He calls my master Sensei. Just what is he plotting? response:	I am the Master's one and only disciple!
context: Big-Bang was a loner at first, but in the end, she had the courage to make friends with the others.\That long process made the climax so much more powerful!\Shba!\Wasn't it great, Cold and Bristly Girl?\Yeah, whatever.\I can't trust this guy.\He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple! response:	I must protect her!
context: That long process made the climax so much more powerful!\Shba!\Wasn't it great, Cold and Bristly Girl?\Yeah, whatever.\I can't trust this guy.\He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple!\I must protect her! response:	So, Alex, do you go back to Germany when you want to see your friends?
context: Shba!\Wasn't it great, Cold and Bristly Girl?\Yeah, whatever.\I can't trust this guy.\He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple!\I must protect her!\So, Alex, do you go back to Germany when you want to see your friends? response:	Uh... um... Me?
context: Wasn't it great, Cold and Bristly Girl?\Yeah, whatever.\I can't trust this guy.\He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple!\I must protect her!\So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me? response:	I'm ashamed to admit it, but when I was in Germany...
context: Yeah, whatever.\I can't trust this guy.\He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple!\I must protect her!\So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany... response:	I wasn't like Big-Bang, but I was pretty withdrawn.
context: I can't trust this guy.\He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple!\I must protect her!\So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn. response:	Huh? Really?!
context: He calls my master Sensei. Just what is he plotting?\I am the Master's one and only disciple!\I must protect her!\So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?! response:	Well, in middle school...
context: I am the Master's one and only disciple!\I must protect her!\So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?!\Well, in middle school... response:	One day, I couldn't bring myself to go to school.
context: I must protect her!\So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?!\Well, in middle school...\One day, I couldn't bring myself to go to school. response:	I spent my days online or watching anime.
context: So, Alex, do you go back to Germany when you want to see your friends?\Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?!\Well, in middle school...\One day, I couldn't bring myself to go to school.\I spent my days online or watching anime. response:	Once you've locked yourself indoors, it's hard to go back outside, isn't it?
context: Uh... um... Me?\I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?!\Well, in middle school...\One day, I couldn't bring myself to go to school.\I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it? response:	I convinced myself I didn't need to interact with others in order to live.
context: I'm ashamed to admit it, but when I was in Germany...\I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?!\Well, in middle school...\One day, I couldn't bring myself to go to school.\I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live. response:	But then...
context: I wasn't like Big-Bang, but I was pretty withdrawn.\Huh? Really?!\Well, in middle school...\One day, I couldn't bring myself to go to school.\I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live.\But then... response:	Suddenly, the day came!
context: Huh? Really?!\Well, in middle school...\One day, I couldn't bring myself to go to school.\I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live.\But then...\Suddenly, the day came! response:	My savior arrived, the one who suggested I go to high school in Japan.
context: Well, in middle school...\One day, I couldn't bring myself to go to school.\I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live.\But then...\Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan. response:	That was when my life changed.
context: One day, I couldn't bring myself to go to school.\I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live.\But then...\Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed. response:	You've both been so kind to me since I joined the company...
context: I spent my days online or watching anime.\Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live.\But then...\Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed.\You've both been so kind to me since I joined the company... response:	And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!
context: Once you've locked yourself indoors, it's hard to go back outside, isn't it?\I convinced myself I didn't need to interact with others in order to live.\But then...\Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed.\You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl! response:	I get it now; Everyday life means people helping people.
context: I convinced myself I didn't need to interact with others in order to live.\But then...\Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed.\You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people. response:	The light of justice: Cura Big-Bang!
context: But then...\Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed.\You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang! response:	Huh?
context: Suddenly, the day came!\My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed.\You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang!\Huh? response:	Wh-wha-?
context: My savior arrived, the one who suggested I go to high school in Japan.\That was when my life changed.\You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang!\Huh?\Wh-wha-? response:	Um, what's the matter?
context: That was when my life changed.\You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang!\Huh?\Wh-wha-?\Um, what's the matter? response:	Ah, nothing. Sorry.
context: You've both been so kind to me since I joined the company...\And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang!\Huh?\Wh-wha-?\Um, what's the matter?\Ah, nothing. Sorry. response:	Say, let's come up with some sweet poses for those key scenes!
context: And thanks to you, I got to meet Sensei and even Cold and Bristly Girl!\I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang!\Huh?\Wh-wha-?\Um, what's the matter?\Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes! response:	Sounds great! Let's do it, Sensei!
context: I get it now; Everyday life means people helping people.\The light of justice: Cura Big-Bang!\Huh?\Wh-wha-?\Um, what's the matter?\Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei! response:	I'll do it too!
context: The light of justice: Cura Big-Bang!\Huh?\Wh-wha-?\Um, what's the matter?\Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei!\I'll do it too! response:	Even Cold and Bristly Girl is getting in on it, huh?
context: Huh?\Wh-wha-?\Um, what's the matter?\Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei!\I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh? response:	D-don't go getting the wrong idea!
context: Wh-wha-?\Um, what's the matter?\Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei!\I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea! response:	I am the Master's top pupil! This is why I participate in what SHE wants to do!
context: Um, what's the matter?\Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei!\I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do! response:	So, let's all do it together!
context: Ah, nothing. Sorry.\Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei!\I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together! response:	The light of justice: Cura Big-Bang!
context: Say, let's come up with some sweet poses for those key scenes!\Sounds great! Let's do it, Sensei!\I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together!\The light of justice: Cura Big-Bang! response:	The light of justice: Cura Big-Bang!
context: Sounds great! Let's do it, Sensei!\I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together!\The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang! response:	Okay, Sensei. See you next time.
context: I'll do it too!\Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together!\The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time. response:	Till then, Alex!
context: Even Cold and Bristly Girl is getting in on it, huh?\D-don't go getting the wrong idea!\I am the Master's top pupil! This is why I participate in what SHE wants to do!\So, let's all do it together!\The light of justice: Cura Big-Bang!\The light of justice: Cura Big-Bang!\Okay, Sensei. See you next time.\Till then, Alex! response:	Yes, hello?
