context: Why did I do something that embarrassing? response:	I wanna die! I wanna die!
context: Why are they here, too?\Er... Well...\It's not right to just take Iroha-chan's side all the time!\I've had it rough, being stuck in the middle!\Right...\Hikki!\Thanks for waiting!\Has her soul been sucked out of her body? response:	Yui, I got it.
context: Er... Well...\It's not right to just take Iroha-chan's side all the time!\I've had it rough, being stuck in the middle!\Right...\Hikki!\Thanks for waiting!\Has her soul been sucked out of her body?\Yui, I got it. response:	Thanks!
context: It's not right to just take Iroha-chan's side all the time!\I've had it rough, being stuck in the middle!\Right...\Hikki!\Thanks for waiting!\Has her soul been sucked out of her body?\Yui, I got it.\Thanks! response:	Yuigahama-san...
context: I've had it rough, being stuck in the middle!\Right...\Hikki!\Thanks for waiting!\Has her soul been sucked out of her body?\Yui, I got it.\Thanks!\Yuigahama-san... response:	Don't take pictures without asking.
context: Right...\Hikki!\Thanks for waiting!\Has her soul been sucked out of her body?\Yui, I got it.\Thanks!\Yuigahama-san...\Don't take pictures without asking. response:	But if I'd asked, you'd both have said no.
context: Hikki!\Thanks for waiting!\Has her soul been sucked out of her body?\Yui, I got it.\Thanks!\Yuigahama-san...\Don't take pictures without asking.\But if I'd asked, you'd both have said no. response:	That doesn't mean you can take them without permission.
context: Thanks for waiting!\Has her soul been sucked out of her body?\Yui, I got it.\Thanks!\Yuigahama-san...\Don't take pictures without asking.\But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission. response:	Sorry. I'll ask next time.
context: Has her soul been sucked out of her body?\Yui, I got it.\Thanks!\Yuigahama-san...\Don't take pictures without asking.\But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission.\Sorry. I'll ask next time. response:	There won't be a next time.
context: Yui, I got it.\Thanks!\Yuigahama-san...\Don't take pictures without asking.\But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission.\Sorry. I'll ask next time.\There won't be a next time. response:	I said I'm sorry! Yukinon, wait!
context: Thanks!\Yuigahama-san...\Don't take pictures without asking.\But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission.\Sorry. I'll ask next time.\There won't be a next time.\I said I'm sorry! Yukinon, wait! response:	There's nothing particularly Christmasy about this ride.
context: Yuigahama-san...\Don't take pictures without asking.\But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission.\Sorry. I'll ask next time.\There won't be a next time.\I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride. response:	I don't see how it'll help us.
context: Don't take pictures without asking.\But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission.\Sorry. I'll ask next time.\There won't be a next time.\I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride.\I don't see how it'll help us. response:	What do I do? What am I gonna do?
context: But if I'd asked, you'd both have said no.\That doesn't mean you can take them without permission.\Sorry. I'll ask next time.\There won't be a next time.\I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride.\I don't see how it'll help us.\What do I do? What am I gonna do? response:	Hayato-kun!
context: That doesn't mean you can take them without permission.\Sorry. I'll ask next time.\There won't be a next time.\I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride.\I don't see how it'll help us.\What do I do? What am I gonna do?\Hayato-kun! response:	Ride with me!
context: Sorry. I'll ask next time.\There won't be a next time.\I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride.\I don't see how it'll help us.\What do I do? What am I gonna do?\Hayato-kun!\Ride with me! response:	Tobe...
context: There won't be a next time.\I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride.\I don't see how it'll help us.\What do I do? What am I gonna do?\Hayato-kun!\Ride with me!\Tobe... response:	You know...
context: I said I'm sorry! Yukinon, wait!\There's nothing particularly Christmasy about this ride.\I don't see how it'll help us.\What do I do? What am I gonna do?\Hayato-kun!\Ride with me!\Tobe...\You know... response:	Tobe-senpai.
context: There's nothing particularly Christmasy about this ride.\I don't see how it'll help us.\What do I do? What am I gonna do?\Hayato-kun!\Ride with me!\Tobe...\You know...\Tobe-senpai. response:	You're interrupting.
context: I don't see how it'll help us.\What do I do? What am I gonna do?\Hayato-kun!\Ride with me!\Tobe...\You know...\Tobe-senpai.\You're interrupting. response:	No, it's... I don't handle these things well, you know?
context: What do I do? What am I gonna do?\Hayato-kun!\Ride with me!\Tobe...\You know...\Tobe-senpai.\You're interrupting.\No, it's... I don't handle these things well, you know? response:	What?!
context: Hayato-kun!\Ride with me!\Tobe...\You know...\Tobe-senpai.\You're interrupting.\No, it's... I don't handle these things well, you know?\What?! response:	Looks like Tobecchi's having a tough time.
context: Ride with me!\Tobe...\You know...\Tobe-senpai.\You're interrupting.\No, it's... I don't handle these things well, you know?\What?!\Looks like Tobecchi's having a tough time. response:	He sure is. Why don't you help him out?
context: Tobe...\You know...\Tobe-senpai.\You're interrupting.\No, it's... I don't handle these things well, you know?\What?!\Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out? response:	You should help him, Hikitani-kun!
context: You know...\Tobe-senpai.\You're interrupting.\No, it's... I don't handle these things well, you know?\What?!\Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out?\You should help him, Hikitani-kun! response:	How does Tobe x Hachi sound?!
context: Tobe-senpai.\You're interrupting.\No, it's... I don't handle these things well, you know?\What?!\Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out?\You should help him, Hikitani-kun!\How does Tobe x Hachi sound?! response:	Please stop.
context: You're interrupting.\No, it's... I don't handle these things well, you know?\What?!\Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out?\You should help him, Hikitani-kun!\How does Tobe x Hachi sound?!\Please stop. response:	Sure.
context: No, it's... I don't handle these things well, you know?\What?!\Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out?\You should help him, Hikitani-kun!\How does Tobe x Hachi sound?!\Please stop.\Sure. response:	Let's ride it together, Tobe.
context: What?!\Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out?\You should help him, Hikitani-kun!\How does Tobe x Hachi sound?!\Please stop.\Sure.\Let's ride it together, Tobe. response:	Hayato-kun!
context: Looks like Tobecchi's having a tough time.\He sure is. Why don't you help him out?\You should help him, Hikitani-kun!\How does Tobe x Hachi sound?!\Please stop.\Sure.\Let's ride it together, Tobe.\Hayato-kun! response:	Listen, I'm sorry about what happened before.
context: He sure is. Why don't you help him out?\You should help him, Hikitani-kun!\How does Tobe x Hachi sound?!\Please stop.\Sure.\Let's ride it together, Tobe.\Hayato-kun!\Listen, I'm sorry about what happened before. response:	Is that the reason things have been awkward with you guys?
context: You should help him, Hikitani-kun!\How does Tobe x Hachi sound?!\Please stop.\Sure.\Let's ride it together, Tobe.\Hayato-kun!\Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys? response:	That had nothing to do with it.
context: How does Tobe x Hachi sound?!\Please stop.\Sure.\Let's ride it together, Tobe.\Hayato-kun!\Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys?\That had nothing to do with it. response:	Everything okay with you?
context: Please stop.\Sure.\Let's ride it together, Tobe.\Hayato-kun!\Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys?\That had nothing to do with it.\Everything okay with you? response:	Yeah.
context: Sure.\Let's ride it together, Tobe.\Hayato-kun!\Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys?\That had nothing to do with it.\Everything okay with you?\Yeah. response:	Thanks to you.
context: Let's ride it together, Tobe.\Hayato-kun!\Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys?\That had nothing to do with it.\Everything okay with you?\Yeah.\Thanks to you. response:	Thank y
context: Hayato-kun!\Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys?\That had nothing to do with it.\Everything okay with you?\Yeah.\Thanks to you.\Thank y response:	Hey, are you okay?
context: Listen, I'm sorry about what happened before.\Is that the reason things have been awkward with you guys?\That had nothing to do with it.\Everything okay with you?\Yeah.\Thanks to you.\Thank y\Hey, are you okay? response:	Oh, it's you, Miura-senpai...
context: Is that the reason things have been awkward with you guys?\That had nothing to do with it.\Everything okay with you?\Yeah.\Thanks to you.\Thank y\Hey, are you okay?\Oh, it's you, Miura-senpai... response:	You really look pale.
context: That had nothing to do with it.\Everything okay with you?\Yeah.\Thanks to you.\Thank y\Hey, are you okay?\Oh, it's you, Miura-senpai...\You really look pale. response:	Want some water?
context: Everything okay with you?\Yeah.\Thanks to you.\Thank y\Hey, are you okay?\Oh, it's you, Miura-senpai...\You really look pale.\Want some water? response:	Thank you.
context: Yeah.\Thanks to you.\Thank y\Hey, are you okay?\Oh, it's you, Miura-senpai...\You really look pale.\Want some water?\Thank you. response:	They're all such nice people.
context: Thanks to you.\Thank y\Hey, are you okay?\Oh, it's you, Miura-senpai...\You really look pale.\Want some water?\Thank you.\They're all such nice people. response:	Yukinon, are you okay?
context: Thank y\Hey, are you okay?\Oh, it's you, Miura-senpai...\You really look pale.\Want some water?\Thank you.\They're all such nice people.\Yukinon, are you okay? response:	I'm fine.
context: Hey, are you okay?\Oh, it's you, Miura-senpai...\You really look pale.\Want some water?\Thank you.\They're all such nice people.\Yukinon, are you okay?\I'm fine. response:	It's just because of the crowd...
context: Oh, it's you, Miura-senpai...\You really look pale.\Want some water?\Thank you.\They're all such nice people.\Yukinon, are you okay?\I'm fine.\It's just because of the crowd... response:	Let's go.
context: You really look pale.\Want some water?\Thank you.\They're all such nice people.\Yukinon, are you okay?\I'm fine.\It's just because of the crowd...\Let's go. response:	Yeah!
context: Want some water?\Thank you.\They're all such nice people.\Yukinon, are you okay?\I'm fine.\It's just because of the crowd...\Let's go.\Yeah! response:	Actually, there's nothing Christmasy about this, either...
context: Thank you.\They're all such nice people.\Yukinon, are you okay?\I'm fine.\It's just because of the crowd...\Let's go.\Yeah!\Actually, there's nothing Christmasy about this, either... response:	Hurry up, Hikki!
context: They're all such nice people.\Yukinon, are you okay?\I'm fine.\It's just because of the crowd...\Let's go.\Yeah!\Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki! response:	Off you go to the world of Bamboo Fight!
context: Yukinon, are you okay?\I'm fine.\It's just because of the crowd...\Let's go.\Yeah!\Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki!\Off you go to the world of Bamboo Fight! response:	Wow, this is pretty cool.
context: I'm fine.\It's just because of the crowd...\Let's go.\Yeah!\Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki!\Off you go to the world of Bamboo Fight!\Wow, this is pretty cool. response:	Quiet.
context: It's just because of the crowd...\Let's go.\Yeah!\Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki!\Off you go to the world of Bamboo Fight!\Wow, this is pretty cool.\Quiet. response:	We're not allowed to talk among ourselves?
context: Let's go.\Yeah!\Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki!\Off you go to the world of Bamboo Fight!\Wow, this is pretty cool.\Quiet.\We're not allowed to talk among ourselves? response:	How hard is she concentrating?
context: Yeah!\Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki!\Off you go to the world of Bamboo Fight!\Wow, this is pretty cool.\Quiet.\We're not allowed to talk among ourselves?\How hard is she concentrating? response:	Pan-san's eyes aren't cute at all, are they?
context: Actually, there's nothing Christmasy about this, either...\Hurry up, Hikki!\Off you go to the world of Bamboo Fight!\Wow, this is pretty cool.\Quiet.\We're not allowed to talk among ourselves?\How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they? response:	I'd rather look at Merry-chan the Precocious Cat.
context: Hurry up, Hikki!\Off you go to the world of Bamboo Fight!\Wow, this is pretty cool.\Quiet.\We're not allowed to talk among ourselves?\How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat. response:	Really?
context: Off you go to the world of Bamboo Fight!\Wow, this is pretty cool.\Quiet.\We're not allowed to talk among ourselves?\How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat.\Really? response:	I think this is really cute!
context: Wow, this is pretty cool.\Quiet.\We're not allowed to talk among ourselves?\How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat.\Really?\I think this is really cute! response:	Don't you think, Hayama-senpai?
context: Quiet.\We're not allowed to talk among ourselves?\How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat.\Really?\I think this is really cute!\Don't you think, Hayama-senpai? response:	Isshiki's just trying to make herself look cute by saying Pan-san is cute.
context: We're not allowed to talk among ourselves?\How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat.\Really?\I think this is really cute!\Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute. response:	C'mon, that's irritating and cute and annoying and embarrassing!
context: How hard is she concentrating?\Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat.\Really?\I think this is really cute!\Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing! response:	What would you like to have, Hikki-kun?
context: Pan-san's eyes aren't cute at all, are they?\I'd rather look at Merry-chan the Precocious Cat.\Really?\I think this is really cute!\Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun? response:	Uh, I...
context: I'd rather look at Merry-chan the Precocious Cat.\Really?\I think this is really cute!\Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun?\Uh, I... response:	I don't really want anything...
context: Really?\I think this is really cute!\Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun?\Uh, I...\I don't really want anything... response:	O-Oh...
context: I think this is really cute!\Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun?\Uh, I...\I don't really want anything...\O-Oh... response:	It really is crowded, huh?
context: Don't you think, Hayama-senpai?\Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun?\Uh, I...\I don't really want anything...\O-Oh...\It really is crowded, huh? response:	I can't believe people want to come here during this season.
context: Isshiki's just trying to make herself look cute by saying Pan-san is cute.\C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun?\Uh, I...\I don't really want anything...\O-Oh...\It really is crowded, huh?\I can't believe people want to come here during this season. response:	I'd rather never do it again.
context: C'mon, that's irritating and cute and annoying and embarrassing!\What would you like to have, Hikki-kun?\Uh, I...\I don't really want anything...\O-Oh...\It really is crowded, huh?\I can't believe people want to come here during this season.\I'd rather never do it again. response:	But... I want to come here again.
context: What would you like to have, Hikki-kun?\Uh, I...\I don't really want anything...\O-Oh...\It really is crowded, huh?\I can't believe people want to come here during this season.\I'd rather never do it again.\But... I want to come here again. response:	You can come here whenever you want. It's close.
context: Uh, I...\I don't really want anything...\O-Oh...\It really is crowded, huh?\I can't believe people want to come here during this season.\I'd rather never do it again.\But... I want to come here again.\You can come here whenever you want. It's close. response:	That's not what I meant...
context: I don't really want anything...\O-Oh...\It really is crowded, huh?\I can't believe people want to come here during this season.\I'd rather never do it again.\But... I want to come here again.\You can come here whenever you want. It's close.\That's not what I meant... response:	But I won't wait for someone it's pointless to wait for.
context: O-Oh...\It really is crowded, huh?\I can't believe people want to come here during this season.\I'd rather never do it again.\But... I want to come here again.\You can come here whenever you want. It's close.\That's not what I meant...\But I won't wait for someone it's pointless to wait for. response:	Instead of waiting, I'll make the first move.
context: It really is crowded, huh?\I can't believe people want to come here during this season.\I'd rather never do it again.\But... I want to come here again.\You can come here whenever you want. It's close.\That's not what I meant...\But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move. response:	Hey, coming to Land during this season is one thing, but...
context: I can't believe people want to come here during this season.\I'd rather never do it again.\But... I want to come here again.\You can come here whenever you want. It's close.\That's not what I meant...\But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but... response:	I wonder what that newer place next to it is like.
context: I'd rather never do it again.\But... I want to come here again.\You can come here whenever you want. It's close.\That's not what I meant...\But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like. response:	That one is pretty quiet... I think.
context: But... I want to come here again.\You can come here whenever you want. It's close.\That's not what I meant...\But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like.\That one is pretty quiet... I think. response:	Yeah?
context: You can come here whenever you want. It's close.\That's not what I meant...\But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like.\That one is pretty quiet... I think.\Yeah? response:	Yeah.
context: That's not what I meant...\But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like.\That one is pretty quiet... I think.\Yeah?\Yeah. response:	Well, then... someday.
context: But I won't wait for someone it's pointless to wait for.\Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like.\That one is pretty quiet... I think.\Yeah?\Yeah.\Well, then... someday. response:	Yeah. Someday.
context: Instead of waiting, I'll make the first move.\Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like.\That one is pretty quiet... I think.\Yeah?\Yeah.\Well, then... someday.\Yeah. Someday. response:	Well, guess I should pick something.
context: Hey, coming to Land during this season is one thing, but...\I wonder what that newer place next to it is like.\That one is pretty quiet... I think.\Yeah?\Yeah.\Well, then... someday.\Yeah. Someday.\Well, guess I should pick something. response:	Hikki! How about this?
context: I wonder what that newer place next to it is like.\That one is pretty quiet... I think.\Yeah?\Yeah.\Well, then... someday.\Yeah. Someday.\Well, guess I should pick something.\Hikki! How about this? response:	Which one do you think Komachi-san would like?
context: That one is pretty quiet... I think.\Yeah?\Yeah.\Well, then... someday.\Yeah. Someday.\Well, guess I should pick something.\Hikki! How about this?\Which one do you think Komachi-san would like? response:	You really don't have to get that serious about it...
context: Yeah?\Yeah.\Well, then... someday.\Yeah. Someday.\Well, guess I should pick something.\Hikki! How about this?\Which one do you think Komachi-san would like?\You really don't have to get that serious about it... response:	Hey, Yukinon!
context: Yeah.\Well, then... someday.\Yeah. Someday.\Well, guess I should pick something.\Hikki! How about this?\Which one do you think Komachi-san would like?\You really don't have to get that serious about it...\Hey, Yukinon! response:	What?
context: Well, then... someday.\Yeah. Someday.\Well, guess I should pick something.\Hikki! How about this?\Which one do you think Komachi-san would like?\You really don't have to get that serious about it...\Hey, Yukinon!\What? response:	There!
context: Yeah. Someday.\Well, guess I should pick something.\Hikki! How about this?\Which one do you think Komachi-san would like?\You really don't have to get that serious about it...\Hey, Yukinon!\What?\There! response:	Hikki! Take our picture!
context: Well, guess I should pick something.\Hikki! How about this?\Which one do you think Komachi-san would like?\You really don't have to get that serious about it...\Hey, Yukinon!\What?\There!\Hikki! Take our picture! response:	Huh? S-Sure...
context: Hikki! How about this?\Which one do you think Komachi-san would like?\You really don't have to get that serious about it...\Hey, Yukinon!\What?\There!\Hikki! Take our picture!\Huh? S-Sure... response:	Seriously?!
context: Which one do you think Komachi-san would like?\You really don't have to get that serious about it...\Hey, Yukinon!\What?\There!\Hikki! Take our picture!\Huh? S-Sure...\Seriously?! response:	You okay?
context: You really don't have to get that serious about it...\Hey, Yukinon!\What?\There!\Hikki! Take our picture!\Huh? S-Sure...\Seriously?!\You okay? response:	Yes.
context: Hey, Yukinon!\What?\There!\Hikki! Take our picture!\Huh? S-Sure...\Seriously?!\You okay?\Yes. response:	Oh, no!
context: What?\There!\Hikki! Take our picture!\Huh? S-Sure...\Seriously?!\You okay?\Yes.\Oh, no! response:	Go on ahead. We'll catch up.
context: There!\Hikki! Take our picture!\Huh? S-Sure...\Seriously?!\You okay?\Yes.\Oh, no!\Go on ahead. We'll catch up. response:	Okay!
context: Hikki! Take our picture!\Huh? S-Sure...\Seriously?!\You okay?\Yes.\Oh, no!\Go on ahead. We'll catch up.\Okay! response:	Ready to go?
context: Huh? S-Sure...\Seriously?!\You okay?\Yes.\Oh, no!\Go on ahead. We'll catch up.\Okay!\Ready to go? response:	Yeah.
context: Seriously?!\You okay?\Yes.\Oh, no!\Go on ahead. We'll catch up.\Okay!\Ready to go?\Yeah. response:	Yui Calling...
context: You okay?\Yes.\Oh, no!\Go on ahead. We'll catch up.\Okay!\Ready to go?\Yeah.\Yui Calling... response:	She's not answering.
context: Yes.\Oh, no!\Go on ahead. We'll catch up.\Okay!\Ready to go?\Yeah.\Yui Calling...\She's not answering. response:	Yui Call Ended
context: Oh, no!\Go on ahead. We'll catch up.\Okay!\Ready to go?\Yeah.\Yui Calling...\She's not answering.\Yui Call Ended response:	Now that we've come this far, it'll be faster just to ride it.
context: Go on ahead. We'll catch up.\Okay!\Ready to go?\Yeah.\Yui Calling...\She's not answering.\Yui Call Ended\Now that we've come this far, it'll be faster just to ride it. response:	They might be waiting at the exit.
context: Okay!\Ready to go?\Yeah.\Yui Calling...\She's not answering.\Yui Call Ended\Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit. response:	Th-That's true.
context: Ready to go?\Yeah.\Yui Calling...\She's not answering.\Yui Call Ended\Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit.\Th-That's true. response:	Does this kind of ride bother you?
context: Yeah.\Yui Calling...\She's not answering.\Yui Call Ended\Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit.\Th-That's true.\Does this kind of ride bother you? response:	It's not that it bothers me, really...
context: Yui Calling...\She's not answering.\Yui Call Ended\Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit.\Th-That's true.\Does this kind of ride bother you?\It's not that it bothers me, really... response:	Tell me this stuff beforehand.
context: She's not answering.\Yui Call Ended\Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit.\Th-That's true.\Does this kind of ride bother you?\It's not that it bothers me, really...\Tell me this stuff beforehand. response:	Let's head back.
context: Yui Call Ended\Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit.\Th-That's true.\Does this kind of ride bother you?\It's not that it bothers me, really...\Tell me this stuff beforehand.\Let's head back. response:	I'm fine.
context: Now that we've come this far, it'll be faster just to ride it.\They might be waiting at the exit.\Th-That's true.\Does this kind of ride bother you?\It's not that it bothers me, really...\Tell me this stuff beforehand.\Let's head back.\I'm fine. response:	No, you don't handle these well, right?
context: They might be waiting at the exit.\Th-That's true.\Does this kind of ride bother you?\It's not that it bothers me, really...\Tell me this stuff beforehand.\Let's head back.\I'm fine.\No, you don't handle these well, right? response:	I told you, I'm fine.
context: Th-That's true.\Does this kind of ride bother you?\It's not that it bothers me, really...\Tell me this stuff beforehand.\Let's head back.\I'm fine.\No, you don't handle these well, right?\I told you, I'm fine. response:	Are you dumb? It's nothing to get stubborn about.
context: Does this kind of ride bother you?\It's not that it bothers me, really...\Tell me this stuff beforehand.\Let's head back.\I'm fine.\No, you don't handle these well, right?\I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about. response:	I'm not. I really am fine.
context: It's not that it bothers me, really...\Tell me this stuff beforehand.\Let's head back.\I'm fine.\No, you don't handle these well, right?\I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine. response:	I wasn't very confident about doing this,
context: Tell me this stuff beforehand.\Let's head back.\I'm fine.\No, you don't handle these well, right?\I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine.\I wasn't very confident about doing this, response:	but when I rode with Yuigahama-san, it wasn't a problem.
context: Let's head back.\I'm fine.\No, you don't handle these well, right?\I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine.\I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem. response:	So I think... I'll be fine.
context: I'm fine.\No, you don't handle these well, right?\I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine.\I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine. response:	It's not gonna drop yet. You don't have to hold the bar.
context: No, you don't handle these well, right?\I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine.\I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar. response:	Yeah... You're right.
context: I told you, I'm fine.\Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine.\I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right. response:	You really don't handle these things well, do you?
context: Are you dumb? It's nothing to get stubborn about.\I'm not. I really am fine.\I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right.\You really don't handle these things well, do you? response:	Well, a long time ago, my sister...
context: I'm not. I really am fine.\I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right.\You really don't handle these things well, do you?\Well, a long time ago, my sister... response:	It was when we were little.
context: I wasn't very confident about doing this,\but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right.\You really don't handle these things well, do you?\Well, a long time ago, my sister...\It was when we were little. response:	When we came to places like this, she would always mess with me.
context: but when I rode with Yuigahama-san, it wasn't a problem.\So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right.\You really don't handle these things well, do you?\Well, a long time ago, my sister...\It was when we were little.\When we came to places like this, she would always mess with me. response:	I think I can picture that.
context: So I think... I'll be fine.\It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right.\You really don't handle these things well, do you?\Well, a long time ago, my sister...\It was when we were little.\When we came to places like this, she would always mess with me.\I think I can picture that. response:	And she really seemed to be enjoying herself.
context: It's not gonna drop yet. You don't have to hold the bar.\Yeah... You're right.\You really don't handle these things well, do you?\Well, a long time ago, my sister...\It was when we were little.\When we came to places like this, she would always mess with me.\I think I can picture that.\And she really seemed to be enjoying herself. response:	She's always like that.
context: Yeah... You're right.\You really don't handle these things well, do you?\Well, a long time ago, my sister...\It was when we were little.\When we came to places like this, she would always mess with me.\I think I can picture that.\And she really seemed to be enjoying herself.\She's always like that. response:	Hey, Hikigaya-kun...
context: You really don't handle these things well, do you?\Well, a long time ago, my sister...\It was when we were little.\When we came to places like this, she would always mess with me.\I think I can picture that.\And she really seemed to be enjoying herself.\She's always like that.\Hey, Hikigaya-kun... response:	Save me someday, okay?
context: Well, a long time ago, my sister...\It was when we were little.\When we came to places like this, she would always mess with me.\I think I can picture that.\And she really seemed to be enjoying herself.\She's always like that.\Hey, Hikigaya-kun...\Save me someday, okay? response:	Here.
context: It was when we were little.\When we came to places like this, she would always mess with me.\I think I can picture that.\And she really seemed to be enjoying herself.\She's always like that.\Hey, Hikigaya-kun...\Save me someday, okay?\Here. response:	Thanks. How much was it?
context: When we came to places like this, she would always mess with me.\I think I can picture that.\And she really seemed to be enjoying herself.\She's always like that.\Hey, Hikigaya-kun...\Save me someday, okay?\Here.\Thanks. How much was it? response:	It's fine.
