context: The culture festival is finally drawing near... response:	Yano, where are you?
context: Now, now. Mizu-chan, calm down.\I wonder if I'm really that soft with Yano...\Huh? Don't you act the same as anyone else?\Yamamoto-san's the one who's a little weird. Definitely.\Yamamoto-san... might have liked Yano.\Ah, I could see that!\And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple. response:	I'm not a big fan of her myself, but I do think she's a pretty reasonable person.
context: I wonder if I'm really that soft with Yano...\Huh? Don't you act the same as anyone else?\Yamamoto-san's the one who's a little weird. Definitely.\Yamamoto-san... might have liked Yano.\Ah, I could see that!\And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person. response:	That's why I think Yano always restrains himself around Yamamoto-san.
context: Huh? Don't you act the same as anyone else?\Yamamoto-san's the one who's a little weird. Definitely.\Yamamoto-san... might have liked Yano.\Ah, I could see that!\And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san. response:	It's like he has some hidden reason he feels guilty about.
context: Yamamoto-san's the one who's a little weird. Definitely.\Yamamoto-san... might have liked Yano.\Ah, I could see that!\And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about. response:	Yano.
context: Yamamoto-san... might have liked Yano.\Ah, I could see that!\And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about.\Yano. response:	Sorry about earlier.
context: Ah, I could see that!\And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about.\Yano.\Sorry about earlier. response:	Huh? For what?
context: And she resents him for turning her down.\Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about.\Yano.\Sorry about earlier.\Huh? For what? response:	You seemed like you couldn't really respond to Yamamoto-san, so I...
context: Ah... maybe. She doesn't seem that simple.\I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about.\Yano.\Sorry about earlier.\Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I... response:	Ah, I really didn't care.
context: I'm not a big fan of her myself, but I do think she's a pretty reasonable person.\That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about.\Yano.\Sorry about earlier.\Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care. response:	Take!
context: That's why I think Yano always restrains himself around Yamamoto-san.\It's like he has some hidden reason he feels guilty about.\Yano.\Sorry about earlier.\Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care.\Take! response:	You heading home?
context: It's like he has some hidden reason he feels guilty about.\Yano.\Sorry about earlier.\Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care.\Take!\You heading home? response:	Yeah, in a bit.
context: Yano.\Sorry about earlier.\Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care.\Take!\You heading home?\Yeah, in a bit. response:	Let's stop by the plaza on the way.
context: Sorry about earlier.\Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care.\Take!\You heading home?\Yeah, in a bit.\Let's stop by the plaza on the way. response:	There's a long-sleeved T-shirt I really wanna get.
context: Huh? For what?\You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care.\Take!\You heading home?\Yeah, in a bit.\Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get. response:	How many T-shirts do you need before you're satisfied?
context: You seemed like you couldn't really respond to Yamamoto-san, so I...\Ah, I really didn't care.\Take!\You heading home?\Yeah, in a bit.\Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied? response:	Well, excuse me for buying so many.
context: Ah, I really didn't care.\Take!\You heading home?\Yeah, in a bit.\Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many. response:	You're so bizarre.
context: Take!\You heading home?\Yeah, in a bit.\Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many.\You're so bizarre. response:	That I am.
context: You heading home?\Yeah, in a bit.\Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many.\You're so bizarre.\That I am. response:	Ah, Takahashi.
context: Yeah, in a bit.\Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many.\You're so bizarre.\That I am.\Ah, Takahashi. response:	Yes?
context: Let's stop by the plaza on the way.\There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many.\You're so bizarre.\That I am.\Ah, Takahashi.\Yes? response:	You don't have to be so protective of me like before. It's unnecessary.
context: There's a long-sleeved T-shirt I really wanna get.\How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many.\You're so bizarre.\That I am.\Ah, Takahashi.\Yes?\You don't have to be so protective of me like before. It's unnecessary. response:	But I really thought you were doing your best...
context: How many T-shirts do you need before you're satisfied?\Well, excuse me for buying so many.\You're so bizarre.\That I am.\Ah, Takahashi.\Yes?\You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best... response:	And I'm telling you, you don't need to say that sort of stuff.
context: Well, excuse me for buying so many.\You're so bizarre.\That I am.\Ah, Takahashi.\Yes?\You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff. response:	I'm sorry I stuck my nose into your business.
context: You're so bizarre.\That I am.\Ah, Takahashi.\Yes?\You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business. response:	Sorry.
context: That I am.\Ah, Takahashi.\Yes?\You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business.\Sorry. response:	Let's go.
context: Ah, Takahashi.\Yes?\You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business.\Sorry.\Let's go. response:	Why are you so mean to her?
context: Yes?\You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business.\Sorry.\Let's go.\Why are you so mean to her? response:	I don't think I am... I'm just being me.
context: You don't have to be so protective of me like before. It's unnecessary.\But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business.\Sorry.\Let's go.\Why are you so mean to her?\I don't think I am... I'm just being me. response:	Then, why don't you try being kinder?
context: But I really thought you were doing your best...\And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business.\Sorry.\Let's go.\Why are you so mean to her?\I don't think I am... I'm just being me.\Then, why don't you try being kinder? response:	Why do I have to?
context: And I'm telling you, you don't need to say that sort of stuff.\I'm sorry I stuck my nose into your business.\Sorry.\Let's go.\Why are you so mean to her?\I don't think I am... I'm just being me.\Then, why don't you try being kinder?\Why do I have to? response:	You're weird.
context: I'm sorry I stuck my nose into your business.\Sorry.\Let's go.\Why are you so mean to her?\I don't think I am... I'm just being me.\Then, why don't you try being kinder?\Why do I have to?\You're weird. response:	Whenever she's around I can't concentrate.
context: Sorry.\Let's go.\Why are you so mean to her?\I don't think I am... I'm just being me.\Then, why don't you try being kinder?\Why do I have to?\You're weird.\Whenever she's around I can't concentrate. response:	Did you say something just now?
context: Let's go.\Why are you so mean to her?\I don't think I am... I'm just being me.\Then, why don't you try being kinder?\Why do I have to?\You're weird.\Whenever she's around I can't concentrate.\Did you say something just now? response:	Never mind.
context: Why are you so mean to her?\I don't think I am... I'm just being me.\Then, why don't you try being kinder?\Why do I have to?\You're weird.\Whenever she's around I can't concentrate.\Did you say something just now?\Never mind. response:	Recommended by the Ministry of Education?
context: I don't think I am... I'm just being me.\Then, why don't you try being kinder?\Why do I have to?\You're weird.\Whenever she's around I can't concentrate.\Did you say something just now?\Never mind.\Recommended by the Ministry of Education? response:	The Peak of Hope
context: Then, why don't you try being kinder?\Why do I have to?\You're weird.\Whenever she's around I can't concentrate.\Did you say something just now?\Never mind.\Recommended by the Ministry of Education?\The Peak of Hope response:	Class 1-7 Calligraphy by Me
context: Why do I have to?\You're weird.\Whenever she's around I can't concentrate.\Did you say something just now?\Never mind.\Recommended by the Ministry of Education?\The Peak of Hope\Class 1-7 Calligraphy by Me response:	My name is Kohsaka, and I'm in charge of producing this class's short play.
context: You're weird.\Whenever she's around I can't concentrate.\Did you say something just now?\Never mind.\Recommended by the Ministry of Education?\The Peak of Hope\Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play. response:	The Peak of Hope.
context: Whenever she's around I can't concentrate.\Did you say something just now?\Never mind.\Recommended by the Ministry of Education?\The Peak of Hope\Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope. response:	This story is a masterpiece that will make anyone and everyone cry.
context: Did you say something just now?\Never mind.\Recommended by the Ministry of Education?\The Peak of Hope\Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry. response:	And with the culture festival right before our eyes, the rehearsals should be coming to a close.
context: Never mind.\Recommended by the Ministry of Education?\The Peak of Hope\Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close. response:	After all, the real thing's happening the day after tomorrow.
context: Recommended by the Ministry of Education?\The Peak of Hope\Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow. response:	Don't you think we've had enough rehearsals?
context: The Peak of Hope\Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals? response:	Let's hurry and get the real thing over with!
context: Class 1-7 Calligraphy by Me\My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with! response:	BUT
context: My name is Kohsaka, and I'm in charge of producing this class's short play.\The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with!\BUT response:	But!
context: The Peak of Hope.\This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with!\BUT\But! response:	It's actually nothing like that right now!
context: This story is a masterpiece that will make anyone and everyone cry.\And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with!\BUT\But!\It's actually nothing like that right now! response:	And that's because...!
context: And with the culture festival right before our eyes, the rehearsals should be coming to a close.\After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with!\BUT\But!\It's actually nothing like that right now!\And that's because...! response:	Yano-kun, you skipped too many rehearsals.
context: After all, the real thing's happening the day after tomorrow.\Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with!\BUT\But!\It's actually nothing like that right now!\And that's because...!\Yano-kun, you skipped too many rehearsals. response:	This isn't a laughing matter.
context: Don't you think we've had enough rehearsals?\Let's hurry and get the real thing over with!\BUT\But!\It's actually nothing like that right now!\And that's because...!\Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter. response:	All right. Let's do this, Yano!
context: Let's hurry and get the real thing over with!\BUT\But!\It's actually nothing like that right now!\And that's because...!\Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter.\All right. Let's do this, Yano! response:	Yeah, yeah.
context: BUT\But!\It's actually nothing like that right now!\And that's because...!\Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter.\All right. Let's do this, Yano!\Yeah, yeah. response:	Will Yano really be all right?
context: But!\It's actually nothing like that right now!\And that's because...!\Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter.\All right. Let's do this, Yano!\Yeah, yeah.\Will Yano really be all right? response:	It doesn't look like he has a drop of motivation in him.
context: It's actually nothing like that right now!\And that's because...!\Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter.\All right. Let's do this, Yano!\Yeah, yeah.\Will Yano really be all right?\It doesn't look like he has a drop of motivation in him. response:	Didn't someone say he always gets things done when they need to get done?
context: And that's because...!\Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter.\All right. Let's do this, Yano!\Yeah, yeah.\Will Yano really be all right?\It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done? response:	We have no choice but to put our faith in that, huh, Nana?
context: Yano-kun, you skipped too many rehearsals.\This isn't a laughing matter.\All right. Let's do this, Yano!\Yeah, yeah.\Will Yano really be all right?\It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana? response:	Y-Yeah...
context: This isn't a laughing matter.\All right. Let's do this, Yano!\Yeah, yeah.\Will Yano really be all right?\It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana?\Y-Yeah... response:	I won't say anything... I won't say anything unnecessary.
context: All right. Let's do this, Yano!\Yeah, yeah.\Will Yano really be all right?\It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana?\Y-Yeah...\I won't say anything... I won't say anything unnecessary. response:	Okay! Starting from the scene on page 25!
context: Yeah, yeah.\Will Yano really be all right?\It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana?\Y-Yeah...\I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25! response:	Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.
context: Will Yano really be all right?\It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana?\Y-Yeah...\I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen. response:	I can't say anything untoward, but drop your weapon, and do as I say.
context: It doesn't look like he has a drop of motivation in him.\Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana?\Y-Yeah...\I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say. response:	Otherwise, I cannot guarantee your life.
context: Didn't someone say he always gets things done when they need to get done?\We have no choice but to put our faith in that, huh, Nana?\Y-Yeah...\I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life. response:	Cut!
context: We have no choice but to put our faith in that, huh, Nana?\Y-Yeah...\I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life.\Cut! response:	What's with that reading?!
context: Y-Yeah...\I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life.\Cut!\What's with that reading?! response:	Put more feeling into it! Feeling!
context: I won't say anything... I won't say anything unnecessary.\Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life.\Cut!\What's with that reading?!\Put more feeling into it! Feeling! response:	Umm... I don't really want to ask, but don't you have your lines memorized?
context: Okay! Starting from the scene on page 25!\Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life.\Cut!\What's with that reading?!\Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized? response:	Well, there are so many long scenes.
context: Drawing your sword on someone holding a mere hoe... I can see how the mighty warriors have fallen.\I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life.\Cut!\What's with that reading?!\Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes. response:	The real thing's the day after tomorrow!
context: I can't say anything untoward, but drop your weapon, and do as I say.\Otherwise, I cannot guarantee your life.\Cut!\What's with that reading?!\Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes.\The real thing's the day after tomorrow! response:	Get someone to hold up cue cards during the real thing.
context: Otherwise, I cannot guarantee your life.\Cut!\What's with that reading?!\Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes.\The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing. response:	That's impossible!
context: Cut!\What's with that reading?!\Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes.\The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing.\That's impossible! response:	It is?
context: What's with that reading?!\Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes.\The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing.\That's impossible!\It is? response:	Memorize your lines!
context: Put more feeling into it! Feeling!\Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes.\The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing.\That's impossible!\It is?\Memorize your lines! response:	He doesn't take care of things when they need to get done at all...
context: Umm... I don't really want to ask, but don't you have your lines memorized?\Well, there are so many long scenes.\The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing.\That's impossible!\It is?\Memorize your lines!\He doesn't take care of things when they need to get done at all... response:	Will we really be all right in time for the actual show?
context: Well, there are so many long scenes.\The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing.\That's impossible!\It is?\Memorize your lines!\He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show? response:	Nana, say something to him.
context: The real thing's the day after tomorrow!\Get someone to hold up cue cards during the real thing.\That's impossible!\It is?\Memorize your lines!\He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show?\Nana, say something to him. response:	You're the class president, right?
context: Get someone to hold up cue cards during the real thing.\That's impossible!\It is?\Memorize your lines!\He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show?\Nana, say something to him.\You're the class president, right? response:	B-But that and this don't really have much to do with each other.
context: That's impossible!\It is?\Memorize your lines!\He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show?\Nana, say something to him.\You're the class president, right?\B-But that and this don't really have much to do with each other. response:	And I'm busy enough with my own role...
context: It is?\Memorize your lines!\He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show?\Nana, say something to him.\You're the class president, right?\B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role... response:	Yano, please! It's the day after tomorrow!
context: Memorize your lines!\He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show?\Nana, say something to him.\You're the class president, right?\B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow! response:	By the day after tomorrow, cram as many lines as you can into your head!
context: He doesn't take care of things when they need to get done at all...\Will we really be all right in time for the actual show?\Nana, say something to him.\You're the class president, right?\B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head! response:	I'll be sure to have it perfect. Perfect, perfect.
context: Will we really be all right in time for the actual show?\Nana, say something to him.\You're the class president, right?\B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect. response:	I'm being serious here!
context: Nana, say something to him.\You're the class president, right?\B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here! response:	Ah... my stomach's starting to hurt.
context: You're the class president, right?\B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here!\Ah... my stomach's starting to hurt. response:	Hey, how do you read this?
context: B-But that and this don't really have much to do with each other.\And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here!\Ah... my stomach's starting to hurt.\Hey, how do you read this? response:	Mount Kyokurin? Mount Kokurin?
context: And I'm busy enough with my own role...\Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here!\Ah... my stomach's starting to hurt.\Hey, how do you read this?\Mount Kyokurin? Mount Kokurin? response:	You're still only at that low level?
context: Yano, please! It's the day after tomorrow!\By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here!\Ah... my stomach's starting to hurt.\Hey, how do you read this?\Mount Kyokurin? Mount Kokurin?\You're still only at that low level? response:	He turned away from me...
context: By the day after tomorrow, cram as many lines as you can into your head!\I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here!\Ah... my stomach's starting to hurt.\Hey, how do you read this?\Mount Kyokurin? Mount Kokurin?\You're still only at that low level?\He turned away from me... response:	You don't have to be so protective of me like before. It's unnecessary.
context: I'll be sure to have it perfect. Perfect, perfect.\I'm being serious here!\Ah... my stomach's starting to hurt.\Hey, how do you read this?\Mount Kyokurin? Mount Kokurin?\You're still only at that low level?\He turned away from me...\You don't have to be so protective of me like before. It's unnecessary. response:	Let's go get some steamed meat buns.
context: I'm being serious here!\Ah... my stomach's starting to hurt.\Hey, how do you read this?\Mount Kyokurin? Mount Kokurin?\You're still only at that low level?\He turned away from me...\You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns. response:	Nana-chan.
context: Ah... my stomach's starting to hurt.\Hey, how do you read this?\Mount Kyokurin? Mount Kokurin?\You're still only at that low level?\He turned away from me...\You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns.\Nana-chan. response:	Y-Yes?
context: Hey, how do you read this?\Mount Kyokurin? Mount Kokurin?\You're still only at that low level?\He turned away from me...\You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns.\Nana-chan.\Y-Yes? response:	Let me borrow your chest.
context: Mount Kyokurin? Mount Kokurin?\You're still only at that low level?\He turned away from me...\You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns.\Nana-chan.\Y-Yes?\Let me borrow your chest. response:	I don't understand...
context: You're still only at that low level?\He turned away from me...\You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I don't understand... response:	I don't...
context: He turned away from me...\You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I don't understand...\I don't... response:	I don't understand...
context: You don't have to be so protective of me like before. It's unnecessary.\Let's go get some steamed meat buns.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I don't understand...\I don't...\I don't understand... response:	I just don't understand.
context: Let's go get some steamed meat buns.\Nana-chan.\Y-Yes?\Let me borrow your chest.\I don't understand...\I don't...\I don't understand...\I just don't understand. response:	I wonder if we won't...
context: Nana-chan.\Y-Yes?\Let me borrow your chest.\I don't understand...\I don't...\I don't understand...\I just don't understand.\I wonder if we won't... response:	Today, I heard a strange tale from a monk travelling the countryside.
context: Y-Yes?\Let me borrow your chest.\I don't understand...\I don't...\I don't understand...\I just don't understand.\I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside. response:	He spoke of a golden lichen growing upon the peak of Mount Kyokurin...
context: Let me borrow your chest.\I don't understand...\I don't...\I don't understand...\I just don't understand.\I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin... response:	And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.
context: I don't understand...\I don't...\I don't understand...\I just don't understand.\I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope. response:	Yano can really be amazing at times...
context: I don't...\I don't understand...\I just don't understand.\I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times... response:	Yano, that was wonderful! Your acting was spectacular!
context: I don't understand...\I just don't understand.\I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular! response:	Don't cry over it.
context: I just don't understand.\I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular!\Don't cry over it. response:	Thank you! Thank you!
context: I wonder if we won't...\Today, I heard a strange tale from a monk travelling the countryside.\He spoke of a golden lichen growing upon the peak of Mount Kyokurin...\And because of this, people have called that peak upon Mount Kyokurin the Peak of Hope.\Yano can really be amazing at times...\Yano, that was wonderful! Your acting was spectacular!\Don't cry over it.\Thank you! Thank you! response:	You're amazing... I want to tell Yano that he's amazing...
