context: You've been staying up late every night. response:	Here, your lunch.
context: Stop it! You're embarrassing me!\Come on! The relay is the highlight of the sports festival.\It's the main race.\Don't pressure her like that, Dad.\You're making her nervous.\Am I?\The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents. response:	Those of you participating in the scavenger hunt,
context: Come on! The relay is the highlight of the sports festival.\It's the main race.\Don't pressure her like that, Dad.\You're making her nervous.\Am I?\The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt, response:	please assemble at the entrance gate.
context: It's the main race.\Don't pressure her like that, Dad.\You're making her nervous.\Am I?\The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt,\please assemble at the entrance gate. response:	Jeez, Dad.
context: Don't pressure her like that, Dad.\You're making her nervous.\Am I?\The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt,\please assemble at the entrance gate.\Jeez, Dad. response:	Hey, Mizuno!
context: You're making her nervous.\Am I?\The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt,\please assemble at the entrance gate.\Jeez, Dad.\Hey, Mizuno! response:	What was she doing?
context: Am I?\The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt,\please assemble at the entrance gate.\Jeez, Dad.\Hey, Mizuno!\What was she doing? response:	Let's work just as hard in the afternoon race.
context: The afternoon events begin in ten minutes.\All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt,\please assemble at the entrance gate.\Jeez, Dad.\Hey, Mizuno!\What was she doing?\Let's work just as hard in the afternoon race. response:	Boys, please prepare for the next event while the girls prepare for the scavenger hunt.
context: All students, please assemble at your respective team tents.\Those of you participating in the scavenger hunt,\please assemble at the entrance gate.\Jeez, Dad.\Hey, Mizuno!\What was she doing?\Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt. response:	The next event should be...
context: Those of you participating in the scavenger hunt,\please assemble at the entrance gate.\Jeez, Dad.\Hey, Mizuno!\What was she doing?\Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be... response:	Huh? Mizuno, do you have the program?
context: please assemble at the entrance gate.\Jeez, Dad.\Hey, Mizuno!\What was she doing?\Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be...\Huh? Mizuno, do you have the program? response:	Yeah.
context: Jeez, Dad.\Hey, Mizuno!\What was she doing?\Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be...\Huh? Mizuno, do you have the program?\Yeah. response:	Here you go.
context: Hey, Mizuno!\What was she doing?\Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be...\Huh? Mizuno, do you have the program?\Yeah.\Here you go. response:	After the scavenger hunt is...
context: What was she doing?\Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be...\Huh? Mizuno, do you have the program?\Yeah.\Here you go.\After the scavenger hunt is... response:	The obstacle course.
context: Let's work just as hard in the afternoon race.\Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be...\Huh? Mizuno, do you have the program?\Yeah.\Here you go.\After the scavenger hunt is...\The obstacle course. response:	Let's move the stuff in front along this wall here,
context: Boys, please prepare for the next event while the girls prepare for the scavenger hunt.\The next event should be...\Huh? Mizuno, do you have the program?\Yeah.\Here you go.\After the scavenger hunt is...\The obstacle course.\Let's move the stuff in front along this wall here, response:	and move the vault and balance beam to the exit.
context: The next event should be...\Huh? Mizuno, do you have the program?\Yeah.\Here you go.\After the scavenger hunt is...\The obstacle course.\Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit. response:	All right, let's get to work.
context: Huh? Mizuno, do you have the program?\Yeah.\Here you go.\After the scavenger hunt is...\The obstacle course.\Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit.\All right, let's get to work. response:	All right.
context: Yeah.\Here you go.\After the scavenger hunt is...\The obstacle course.\Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit.\All right, let's get to work.\All right. response:	Let's go.
context: Here you go.\After the scavenger hunt is...\The obstacle course.\Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit.\All right, let's get to work.\All right.\Let's go. response:	This way!
context: After the scavenger hunt is...\The obstacle course.\Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit.\All right, let's get to work.\All right.\Let's go.\This way! response:	Okay.
context: The obstacle course.\Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit.\All right, let's get to work.\All right.\Let's go.\This way!\Okay. response:	Scavenger Hunt Third-Years
context: Let's move the stuff in front along this wall here,\and move the vault and balance beam to the exit.\All right, let's get to work.\All right.\Let's go.\This way!\Okay.\Scavenger Hunt Third-Years response:	Mizuno, thanks for this.
context: and move the vault and balance beam to the exit.\All right, let's get to work.\All right.\Let's go.\This way!\Okay.\Scavenger Hunt Third-Years\Mizuno, thanks for this. response:	Oh, sure.
context: All right, let's get to work.\All right.\Let's go.\This way!\Okay.\Scavenger Hunt Third-Years\Mizuno, thanks for this.\Oh, sure. response:	It's gone!
context: All right.\Let's go.\This way!\Okay.\Scavenger Hunt Third-Years\Mizuno, thanks for this.\Oh, sure.\It's gone! response:	Huh?
context: Let's go.\This way!\Okay.\Scavenger Hunt Third-Years\Mizuno, thanks for this.\Oh, sure.\It's gone!\Huh? response:	The second-years are almost done.
context: This way!\Okay.\Scavenger Hunt Third-Years\Mizuno, thanks for this.\Oh, sure.\It's gone!\Huh?\The second-years are almost done. response:	Did you put yours in?
context: Okay.\Scavenger Hunt Third-Years\Mizuno, thanks for this.\Oh, sure.\It's gone!\Huh?\The second-years are almost done.\Did you put yours in? response:	Hey, Akane.
context: Scavenger Hunt Third-Years\Mizuno, thanks for this.\Oh, sure.\It's gone!\Huh?\The second-years are almost done.\Did you put yours in?\Hey, Akane. response:	Huh? Oh, yeah.
context: Mizuno, thanks for this.\Oh, sure.\It's gone!\Huh?\The second-years are almost done.\Did you put yours in?\Hey, Akane.\Huh? Oh, yeah. response:	Now where did I put it?
context: Oh, sure.\It's gone!\Huh?\The second-years are almost done.\Did you put yours in?\Hey, Akane.\Huh? Oh, yeah.\Now where did I put it? response:	Where... Huh?
context: It's gone!\Huh?\The second-years are almost done.\Did you put yours in?\Hey, Akane.\Huh? Oh, yeah.\Now where did I put it?\Where... Huh? response:	On your marks...
context: Huh?\The second-years are almost done.\Did you put yours in?\Hey, Akane.\Huh? Oh, yeah.\Now where did I put it?\Where... Huh?\On your marks... response:	Set...
context: The second-years are almost done.\Did you put yours in?\Hey, Akane.\Huh? Oh, yeah.\Now where did I put it?\Where... Huh?\On your marks...\Set... response:	It's missing.
context: Did you put yours in?\Hey, Akane.\Huh? Oh, yeah.\Now where did I put it?\Where... Huh?\On your marks...\Set...\It's missing. response:	Hey!
context: Hey, Akane.\Huh? Oh, yeah.\Now where did I put it?\Where... Huh?\On your marks...\Set...\It's missing.\Hey! response:	It's empty.
context: Huh? Oh, yeah.\Now where did I put it?\Where... Huh?\On your marks...\Set...\It's missing.\Hey!\It's empty. response:	The boxes are empty!
context: Now where did I put it?\Where... Huh?\On your marks...\Set...\It's missing.\Hey!\It's empty.\The boxes are empty! response:	Where are the slips for the third-years?
context: Where... Huh?\On your marks...\Set...\It's missing.\Hey!\It's empty.\The boxes are empty!\Where are the slips for the third-years? response:	Th-There.
context: On your marks...\Set...\It's missing.\Hey!\It's empty.\The boxes are empty!\Where are the slips for the third-years?\Th-There. response:	Got them.
context: Set...\It's missing.\Hey!\It's empty.\The boxes are empty!\Where are the slips for the third-years?\Th-There.\Got them. response:	Hey!
context: It's missing.\Hey!\It's empty.\The boxes are empty!\Where are the slips for the third-years?\Th-There.\Got them.\Hey! response:	Take them from here.
context: Hey!\It's empty.\The boxes are empty!\Where are the slips for the third-years?\Th-There.\Got them.\Hey!\Take them from here. response:	Seriously?
context: It's empty.\The boxes are empty!\Where are the slips for the third-years?\Th-There.\Got them.\Hey!\Take them from here.\Seriously? response:	Oh?
context: The boxes are empty!\Where are the slips for the third-years?\Th-There.\Got them.\Hey!\Take them from here.\Seriously?\Oh? response:	What? What's your item?
context: Where are the slips for the third-years?\Th-There.\Got them.\Hey!\Take them from here.\Seriously?\Oh?\What? What's your item? response:	Someone you like
context: Th-There.\Got them.\Hey!\Take them from here.\Seriously?\Oh?\What? What's your item?\Someone you like response:	Can't tell you.
context: Got them.\Hey!\Take them from here.\Seriously?\Oh?\What? What's your item?\Someone you like\Can't tell you. response:	Sorry.
context: Hey!\Take them from here.\Seriously?\Oh?\What? What's your item?\Someone you like\Can't tell you.\Sorry. response:	Hey, have you seen my potato mascot around here?
context: Take them from here.\Seriously?\Oh?\What? What's your item?\Someone you like\Can't tell you.\Sorry.\Hey, have you seen my potato mascot around here? response:	Huh?
context: Seriously?\Oh?\What? What's your item?\Someone you like\Can't tell you.\Sorry.\Hey, have you seen my potato mascot around here?\Huh? response:	Potato? You mean that thing?
context: Oh?\What? What's your item?\Someone you like\Can't tell you.\Sorry.\Hey, have you seen my potato mascot around here?\Huh?\Potato? You mean that thing? response:	Yeah.
context: What? What's your item?\Someone you like\Can't tell you.\Sorry.\Hey, have you seen my potato mascot around here?\Huh?\Potato? You mean that thing?\Yeah. response:	This is bad, isn't it?
context: Someone you like\Can't tell you.\Sorry.\Hey, have you seen my potato mascot around here?\Huh?\Potato? You mean that thing?\Yeah.\This is bad, isn't it? response:	It's bad.
context: Can't tell you.\Sorry.\Hey, have you seen my potato mascot around here?\Huh?\Potato? You mean that thing?\Yeah.\This is bad, isn't it?\It's bad. response:	Potato?
context: Sorry.\Hey, have you seen my potato mascot around here?\Huh?\Potato? You mean that thing?\Yeah.\This is bad, isn't it?\It's bad.\Potato? response:	Red team!
context: Hey, have you seen my potato mascot around here?\Huh?\Potato? You mean that thing?\Yeah.\This is bad, isn't it?\It's bad.\Potato?\Red team! response:	Go!
context: Huh?\Potato? You mean that thing?\Yeah.\This is bad, isn't it?\It's bad.\Potato?\Red team!\Go! response:	Give them a cheer, first-years!
context: Potato? You mean that thing?\Yeah.\This is bad, isn't it?\It's bad.\Potato?\Red team!\Go!\Give them a cheer, first-years! response:	If we can take the next one, we'll win.
context: Yeah.\This is bad, isn't it?\It's bad.\Potato?\Red team!\Go!\Give them a cheer, first-years!\If we can take the next one, we'll win. response:	Yellow's on our heels, though.
context: This is bad, isn't it?\It's bad.\Potato?\Red team!\Go!\Give them a cheer, first-years!\If we can take the next one, we'll win.\Yellow's on our heels, though. response:	They've got Hira.
context: It's bad.\Potato?\Red team!\Go!\Give them a cheer, first-years!\If we can take the next one, we'll win.\Yellow's on our heels, though.\They've got Hira. response:	Next up is event 16, the team relays.
context: Potato?\Red team!\Go!\Give them a cheer, first-years!\If we can take the next one, we'll win.\Yellow's on our heels, though.\They've got Hira.\Next up is event 16, the team relays. response:	It will be the last event of the day.
context: Red team!\Go!\Give them a cheer, first-years!\If we can take the next one, we'll win.\Yellow's on our heels, though.\They've got Hira.\Next up is event 16, the team relays.\It will be the last event of the day. response:	Let's all cheer them on and make it memorable!
context: Go!\Give them a cheer, first-years!\If we can take the next one, we'll win.\Yellow's on our heels, though.\They've got Hira.\Next up is event 16, the team relays.\It will be the last event of the day.\Let's all cheer them on and make it memorable! response:	On your marks...
context: Give them a cheer, first-years!\If we can take the next one, we'll win.\Yellow's on our heels, though.\They've got Hira.\Next up is event 16, the team relays.\It will be the last event of the day.\Let's all cheer them on and make it memorable!\On your marks... response:	Set...
context: If we can take the next one, we'll win.\Yellow's on our heels, though.\They've got Hira.\Next up is event 16, the team relays.\It will be the last event of the day.\Let's all cheer them on and make it memorable!\On your marks...\Set... response:	Akane, are you okay?
context: Yellow's on our heels, though.\They've got Hira.\Next up is event 16, the team relays.\It will be the last event of the day.\Let's all cheer them on and make it memorable!\On your marks...\Set...\Akane, are you okay? response:	Did you find your potato?
context: They've got Hira.\Next up is event 16, the team relays.\It will be the last event of the day.\Let's all cheer them on and make it memorable!\On your marks...\Set...\Akane, are you okay?\Did you find your potato? response:	No.
context: Next up is event 16, the team relays.\It will be the last event of the day.\Let's all cheer them on and make it memorable!\On your marks...\Set...\Akane, are you okay?\Did you find your potato?\No. response:	The red team is in the lead, followed by yellow, blue, and white.
context: It will be the last event of the day.\Let's all cheer them on and make it memorable!\On your marks...\Set...\Akane, are you okay?\Did you find your potato?\No.\The red team is in the lead, followed by yellow, blue, and white. response:	It's a close race.
context: Let's all cheer them on and make it memorable!\On your marks...\Set...\Akane, are you okay?\Did you find your potato?\No.\The red team is in the lead, followed by yellow, blue, and white.\It's a close race. response:	It's not over'til it's over.
context: On your marks...\Set...\Akane, are you okay?\Did you find your potato?\No.\The red team is in the lead, followed by yellow, blue, and white.\It's a close race.\It's not over'til it's over. response:	The yellow team finishes first, followed by blue and white.
context: Set...\Akane, are you okay?\Did you find your potato?\No.\The red team is in the lead, followed by yellow, blue, and white.\It's a close race.\It's not over'til it's over.\The yellow team finishes first, followed by blue and white. response:	Finally, the red team makes it to the goal.
context: Akane, are you okay?\Did you find your potato?\No.\The red team is in the lead, followed by yellow, blue, and white.\It's a close race.\It's not over'til it's over.\The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal. response:	Once the tallying is done, we'll have the awards ceremony and the closing ceremony.
context: Did you find your potato?\No.\The red team is in the lead, followed by yellow, blue, and white.\It's a close race.\It's not over'til it's over.\The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony. response:	All students, please line up in front of the main tent.
context: No.\The red team is in the lead, followed by yellow, blue, and white.\It's a close race.\It's not over'til it's over.\The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent. response:	You really messed that up.
context: The red team is in the lead, followed by yellow, blue, and white.\It's a close race.\It's not over'til it's over.\The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent.\You really messed that up. response:	Sorry.
context: It's a close race.\It's not over'til it's over.\The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent.\You really messed that up.\Sorry. response:	Come on, guys.
context: It's not over'til it's over.\The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent.\You really messed that up.\Sorry.\Come on, guys. response:	Stop it. Don't be mean.
context: The yellow team finishes first, followed by blue and white.\Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent.\You really messed that up.\Sorry.\Come on, guys.\Stop it. Don't be mean. response:	Akanecchi did her best.
context: Finally, the red team makes it to the goal.\Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent.\You really messed that up.\Sorry.\Come on, guys.\Stop it. Don't be mean.\Akanecchi did her best. response:	Yeah.
context: Once the tallying is done, we'll have the awards ceremony and the closing ceremony.\All students, please line up in front of the main tent.\You really messed that up.\Sorry.\Come on, guys.\Stop it. Don't be mean.\Akanecchi did her best.\Yeah. response:	Seriously.
context: All students, please line up in front of the main tent.\You really messed that up.\Sorry.\Come on, guys.\Stop it. Don't be mean.\Akanecchi did her best.\Yeah.\Seriously. response:	Don't let him get to you.
context: You really messed that up.\Sorry.\Come on, guys.\Stop it. Don't be mean.\Akanecchi did her best.\Yeah.\Seriously.\Don't let him get to you. response:	Why is he like that?
context: Sorry.\Come on, guys.\Stop it. Don't be mean.\Akanecchi did her best.\Yeah.\Seriously.\Don't let him get to you.\Why is he like that? response:	I know, right?
context: Come on, guys.\Stop it. Don't be mean.\Akanecchi did her best.\Yeah.\Seriously.\Don't let him get to you.\Why is he like that?\I know, right? response:	They told me to talk to you.
context: Stop it. Don't be mean.\Akanecchi did her best.\Yeah.\Seriously.\Don't let him get to you.\Why is he like that?\I know, right?\They told me to talk to you. response:	Are you bummed out?
context: Akanecchi did her best.\Yeah.\Seriously.\Don't let him get to you.\Why is he like that?\I know, right?\They told me to talk to you.\Are you bummed out? response:	No.
context: Yeah.\Seriously.\Don't let him get to you.\Why is he like that?\I know, right?\They told me to talk to you.\Are you bummed out?\No. response:	Good thing it wasn't a track meet.
context: Seriously.\Don't let him get to you.\Why is he like that?\I know, right?\They told me to talk to you.\Are you bummed out?\No.\Good thing it wasn't a track meet. response:	Yeah.
context: Don't let him get to you.\Why is he like that?\I know, right?\They told me to talk to you.\Are you bummed out?\No.\Good thing it wasn't a track meet.\Yeah. response:	You'd better get serious at the preliminaries.
context: Why is he like that?\I know, right?\They told me to talk to you.\Are you bummed out?\No.\Good thing it wasn't a track meet.\Yeah.\You'd better get serious at the preliminaries. response:	You could make it to prefecturals.
context: I know, right?\They told me to talk to you.\Are you bummed out?\No.\Good thing it wasn't a track meet.\Yeah.\You'd better get serious at the preliminaries.\You could make it to prefecturals. response:	You can do it, Mizuno.
context: They told me to talk to you.\Are you bummed out?\No.\Good thing it wasn't a track meet.\Yeah.\You'd better get serious at the preliminaries.\You could make it to prefecturals.\You can do it, Mizuno. response:	You got this!
context: Are you bummed out?\No.\Good thing it wasn't a track meet.\Yeah.\You'd better get serious at the preliminaries.\You could make it to prefecturals.\You can do it, Mizuno.\You got this! response:	That's hilarious.
context: No.\Good thing it wasn't a track meet.\Yeah.\You'd better get serious at the preliminaries.\You could make it to prefecturals.\You can do it, Mizuno.\You got this!\That's hilarious. response:	Seriously, she actually dropped the baton.
context: Good thing it wasn't a track meet.\Yeah.\You'd better get serious at the preliminaries.\You could make it to prefecturals.\You can do it, Mizuno.\You got this!\That's hilarious.\Seriously, she actually dropped the baton. response:	Come on, cut it out, you guys.
context: Yeah.\You'd better get serious at the preliminaries.\You could make it to prefecturals.\You can do it, Mizuno.\You got this!\That's hilarious.\Seriously, she actually dropped the baton.\Come on, cut it out, you guys. response:	Is this yours, Mizuno-san?
context: You'd better get serious at the preliminaries.\You could make it to prefecturals.\You can do it, Mizuno.\You got this!\That's hilarious.\Seriously, she actually dropped the baton.\Come on, cut it out, you guys.\Is this yours, Mizuno-san? response:	How?!
context: You could make it to prefecturals.\You can do it, Mizuno.\You got this!\That's hilarious.\Seriously, she actually dropped the baton.\Come on, cut it out, you guys.\Is this yours, Mizuno-san?\How?! response:	I found it in the storage room.
context: You can do it, Mizuno.\You got this!\That's hilarious.\Seriously, she actually dropped the baton.\Come on, cut it out, you guys.\Is this yours, Mizuno-san?\How?!\I found it in the storage room. response:	Thank goodness!
context: You got this!\That's hilarious.\Seriously, she actually dropped the baton.\Come on, cut it out, you guys.\Is this yours, Mizuno-san?\How?!\I found it in the storage room.\Thank goodness! response:	I get so nervous without this.
context: That's hilarious.\Seriously, she actually dropped the baton.\Come on, cut it out, you guys.\Is this yours, Mizuno-san?\How?!\I found it in the storage room.\Thank goodness!\I get so nervous without this. response:	I even messed up today, you know?
context: Seriously, she actually dropped the baton.\Come on, cut it out, you guys.\Is this yours, Mizuno-san?\How?!\I found it in the storage room.\Thank goodness!\I get so nervous without this.\I even messed up today, you know? response:	I really don't like being in front of people.
context: Come on, cut it out, you guys.\Is this yours, Mizuno-san?\How?!\I found it in the storage room.\Thank goodness!\I get so nervous without this.\I even messed up today, you know?\I really don't like being in front of people. response:	It's so embarrassing, but I really like running, so...
context: Is this yours, Mizuno-san?\How?!\I found it in the storage room.\Thank goodness!\I get so nervous without this.\I even messed up today, you know?\I really don't like being in front of people.\It's so embarrassing, but I really like running, so... response:	I'm hopeless, right?
context: How?!\I found it in the storage room.\Thank goodness!\I get so nervous without this.\I even messed up today, you know?\I really don't like being in front of people.\It's so embarrassing, but I really like running, so...\I'm hopeless, right? response:	N-No, you're not...
context: I found it in the storage room.\Thank goodness!\I get so nervous without this.\I even messed up today, you know?\I really don't like being in front of people.\It's so embarrassing, but I really like running, so...\I'm hopeless, right?\N-No, you're not... response:	You don't need to be embarrassed.
context: Thank goodness!\I get so nervous without this.\I even messed up today, you know?\I really don't like being in front of people.\It's so embarrassing, but I really like running, so...\I'm hopeless, right?\N-No, you're not...\You don't need to be embarrassed. response:	I think... you're fine the way you are.
context: I get so nervous without this.\I even messed up today, you know?\I really don't like being in front of people.\It's so embarrassing, but I really like running, so...\I'm hopeless, right?\N-No, you're not...\You don't need to be embarrassed.\I think... you're fine the way you are. response:	See you later.
context: I even messed up today, you know?\I really don't like being in front of people.\It's so embarrassing, but I really like running, so...\I'm hopeless, right?\N-No, you're not...\You don't need to be embarrassed.\I think... you're fine the way you are.\See you later. response:	Oh, yeah.
context: I really don't like being in front of people.\It's so embarrassing, but I really like running, so...\I'm hopeless, right?\N-No, you're not...\You don't need to be embarrassed.\I think... you're fine the way you are.\See you later.\Oh, yeah. response:	Mizuno-san
context: It's so embarrassing, but I really like running, so...\I'm hopeless, right?\N-No, you're not...\You don't need to be embarrassed.\I think... you're fine the way you are.\See you later.\Oh, yeah.\Mizuno-san response:	Today
context: I'm hopeless, right?\N-No, you're not...\You don't need to be embarrassed.\I think... you're fine the way you are.\See you later.\Oh, yeah.\Mizuno-san\Today response:	Thanks for earlier
context: N-No, you're not...\You don't need to be embarrassed.\I think... you're fine the way you are.\See you later.\Oh, yeah.\Mizuno-san\Today\Thanks for earlier response:	Thanks for earlier
context: You don't need to be embarrassed.\I think... you're fine the way you are.\See you later.\Oh, yeah.\Mizuno-san\Today\Thanks for earlier\Thanks for earlier response:	Good work
context: I think... you're fine the way you are.\See you later.\Oh, yeah.\Mizuno-san\Today\Thanks for earlier\Thanks for earlier\Good work response:	Good job!
context: See you later.\Oh, yeah.\Mizuno-san\Today\Thanks for earlier\Thanks for earlier\Good work\Good job! response:	Curly-kun!
context: Oh, yeah.\Mizuno-san\Today\Thanks for earlier\Thanks for earlier\Good work\Good job!\Curly-kun! response:	Say what?
context: Mizuno-san\Today\Thanks for earlier\Thanks for earlier\Good work\Good job!\Curly-kun!\Say what? response:	Curly-kun!
context: Today\Thanks for earlier\Thanks for earlier\Good work\Good job!\Curly-kun!\Say what?\Curly-kun! response:	Say what?
context: Thanks for earlier\Thanks for earlier\Good work\Good job!\Curly-kun!\Say what?\Curly-kun!\Say what? response:	That's your nickname.
context: Thanks for earlier\Good work\Good job!\Curly-kun!\Say what?\Curly-kun!\Say what?\That's your nickname. response:	That's a weird nickname
context: Good work\Good job!\Curly-kun!\Say what?\Curly-kun!\Say what?\That's your nickname.\That's a weird nickname response:	You have crazy bedhead.
context: Good job!\Curly-kun!\Say what?\Curly-kun!\Say what?\That's your nickname.\That's a weird nickname\You have crazy bedhead. response:	Also, I think this part was a bit confusing.
context: Curly-kun!\Say what?\Curly-kun!\Say what?\That's your nickname.\That's a weird nickname\You have crazy bedhead.\Also, I think this part was a bit confusing. response:	Try to make it a bit clearer.
context: Say what?\Curly-kun!\Say what?\That's your nickname.\That's a weird nickname\You have crazy bedhead.\Also, I think this part was a bit confusing.\Try to make it a bit clearer. response:	Okay.
context: Curly-kun!\Say what?\That's your nickname.\That's a weird nickname\You have crazy bedhead.\Also, I think this part was a bit confusing.\Try to make it a bit clearer.\Okay. response:	It was actually a fun read.
context: Say what?\That's your nickname.\That's a weird nickname\You have crazy bedhead.\Also, I think this part was a bit confusing.\Try to make it a bit clearer.\Okay.\It was actually a fun read. response:	Okay.
context: That's your nickname.\That's a weird nickname\You have crazy bedhead.\Also, I think this part was a bit confusing.\Try to make it a bit clearer.\Okay.\It was actually a fun read.\Okay. response:	Didn't you say you were embarrassed to show people?
context: That's a weird nickname\You have crazy bedhead.\Also, I think this part was a bit confusing.\Try to make it a bit clearer.\Okay.\It was actually a fun read.\Okay.\Didn't you say you were embarrassed to show people? response:	Yeah...
context: You have crazy bedhead.\Also, I think this part was a bit confusing.\Try to make it a bit clearer.\Okay.\It was actually a fun read.\Okay.\Didn't you say you were embarrassed to show people?\Yeah... response:	It's so embarrassing, but I really like running, so...
context: Also, I think this part was a bit confusing.\Try to make it a bit clearer.\Okay.\It was actually a fun read.\Okay.\Didn't you say you were embarrassed to show people?\Yeah...\It's so embarrassing, but I really like running, so... response:	I realized it's a complete lie that people can't influence each other.
context: Try to make it a bit clearer.\Okay.\It was actually a fun read.\Okay.\Didn't you say you were embarrassed to show people?\Yeah...\It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other. response:	A Handful of Sand
context: Okay.\It was actually a fun read.\Okay.\Didn't you say you were embarrassed to show people?\Yeah...\It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other.\A Handful of Sand response:	Setsuko and Nagahara
context: It was actually a fun read.\Okay.\Didn't you say you were embarrassed to show people?\Yeah...\It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other.\A Handful of Sand\Setsuko and Nagahara response:	I'm so jealous!
context: Okay.\Didn't you say you were embarrassed to show people?\Yeah...\It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other.\A Handful of Sand\Setsuko and Nagahara\I'm so jealous! response:	Isn't that the expensive one?
context: Didn't you say you were embarrassed to show people?\Yeah...\It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other.\A Handful of Sand\Setsuko and Nagahara\I'm so jealous!\Isn't that the expensive one? response:	Such a celeb!
context: Yeah...\It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other.\A Handful of Sand\Setsuko and Nagahara\I'm so jealous!\Isn't that the expensive one?\Such a celeb! response:	I'm not, really.
context: It's so embarrassing, but I really like running, so...\I realized it's a complete lie that people can't influence each other.\A Handful of Sand\Setsuko and Nagahara\I'm so jealous!\Isn't that the expensive one?\Such a celeb!\I'm not, really. response:	You're so lucky, Secchan.
context: I realized it's a complete lie that people can't influence each other.\A Handful of Sand\Setsuko and Nagahara\I'm so jealous!\Isn't that the expensive one?\Such a celeb!\I'm not, really.\You're so lucky, Secchan. response:	You're so rich, and you're so close with your boyfriend.
context: A Handful of Sand\Setsuko and Nagahara\I'm so jealous!\Isn't that the expensive one?\Such a celeb!\I'm not, really.\You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend. response:	What's Nagahara like?
context: Setsuko and Nagahara\I'm so jealous!\Isn't that the expensive one?\Such a celeb!\I'm not, really.\You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend.\What's Nagahara like? response:	He's really nice, and he's a gentleman.
context: I'm so jealous!\Isn't that the expensive one?\Such a celeb!\I'm not, really.\You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend.\What's Nagahara like?\He's really nice, and he's a gentleman. response:	So he's manly only when he's around Setsuko.
context: Isn't that the expensive one?\Such a celeb!\I'm not, really.\You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend.\What's Nagahara like?\He's really nice, and he's a gentleman.\So he's manly only when he's around Setsuko. response:	Manga Cafe
context: Such a celeb!\I'm not, really.\You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend.\What's Nagahara like?\He's really nice, and he's a gentleman.\So he's manly only when he's around Setsuko.\Manga Cafe response:	Internet
context: I'm not, really.\You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend.\What's Nagahara like?\He's really nice, and he's a gentleman.\So he's manly only when he's around Setsuko.\Manga Cafe\Internet response:	Seriously.
context: You're so lucky, Secchan.\You're so rich, and you're so close with your boyfriend.\What's Nagahara like?\He's really nice, and he's a gentleman.\So he's manly only when he's around Setsuko.\Manga Cafe\Internet\Seriously. response:	I never knew.
