context: I accidentally studied during class today. response:	Now I'm all sleepy.
context: What's happening now?\First, we'll play some catch.\Where do I hit for ten points?\This isn't Struck Out.\You serious?!\No, I'm joking.\You just need to throw the ball back and forth.\I see! response:	We're playing catch!
context: First, we'll play some catch.\Where do I hit for ten points?\This isn't Struck Out.\You serious?!\No, I'm joking.\You just need to throw the ball back and forth.\I see!\We're playing catch! response:	I just said that...
context: Where do I hit for ten points?\This isn't Struck Out.\You serious?!\No, I'm joking.\You just need to throw the ball back and forth.\I see!\We're playing catch!\I just said that... response:	She's not a very good listener.
context: This isn't Struck Out.\You serious?!\No, I'm joking.\You just need to throw the ball back and forth.\I see!\We're playing catch!\I just said that...\She's not a very good listener. response:	Haruka-kun, over here.
context: You serious?!\No, I'm joking.\You just need to throw the ball back and forth.\I see!\We're playing catch!\I just said that...\She's not a very good listener.\Haruka-kun, over here. response:	Wow! That was good!
context: No, I'm joking.\You just need to throw the ball back and forth.\I see!\We're playing catch!\I just said that...\She's not a very good listener.\Haruka-kun, over here.\Wow! That was good! response:	Haru-chan, you're so good!
context: You just need to throw the ball back and forth.\I see!\We're playing catch!\I just said that...\She's not a very good listener.\Haruka-kun, over here.\Wow! That was good!\Haru-chan, you're so good! response:	Wait, what's she doing?
context: I see!\We're playing catch!\I just said that...\She's not a very good listener.\Haruka-kun, over here.\Wow! That was good!\Haru-chan, you're so good!\Wait, what's she doing? response:	Playing catch with herself.
context: We're playing catch!\I just said that...\She's not a very good listener.\Haruka-kun, over here.\Wow! That was good!\Haru-chan, you're so good!\Wait, what's she doing?\Playing catch with herself. response:	Saigusa, are you...
context: I just said that...\She's not a very good listener.\Haruka-kun, over here.\Wow! That was good!\Haru-chan, you're so good!\Wait, what's she doing?\Playing catch with herself.\Saigusa, are you... response:	Huh?
context: She's not a very good listener.\Haruka-kun, over here.\Wow! That was good!\Haru-chan, you're so good!\Wait, what's she doing?\Playing catch with herself.\Saigusa, are you...\Huh? response:	Try putting this on her.
context: Haruka-kun, over here.\Wow! That was good!\Haru-chan, you're so good!\Wait, what's she doing?\Playing catch with herself.\Saigusa, are you...\Huh?\Try putting this on her. response:	A left-handed mitt?
context: Wow! That was good!\Haru-chan, you're so good!\Wait, what's she doing?\Playing catch with herself.\Saigusa, are you...\Huh?\Try putting this on her.\A left-handed mitt? response:	Is she a southpaw?
context: Haru-chan, you're so good!\Wait, what's she doing?\Playing catch with herself.\Saigusa, are you...\Huh?\Try putting this on her.\A left-handed mitt?\Is she a southpaw? response:	Probably.
context: Wait, what's she doing?\Playing catch with herself.\Saigusa, are you...\Huh?\Try putting this on her.\A left-handed mitt?\Is she a southpaw?\Probably. response:	You're right!
context: Playing catch with herself.\Saigusa, are you...\Huh?\Try putting this on her.\A left-handed mitt?\Is she a southpaw?\Probably.\You're right! response:	Watch this!
context: Saigusa, are you...\Huh?\Try putting this on her.\A left-handed mitt?\Is she a southpaw?\Probably.\You're right!\Watch this! response:	Saigusa Haruka!
context: Huh?\Try putting this on her.\A left-handed mitt?\Is she a southpaw?\Probably.\You're right!\Watch this!\Saigusa Haruka! response:	There you are!
context: Try putting this on her.\A left-handed mitt?\Is she a southpaw?\Probably.\You're right!\Watch this!\Saigusa Haruka!\There you are! response:	Oh no!
context: A left-handed mitt?\Is she a southpaw?\Probably.\You're right!\Watch this!\Saigusa Haruka!\There you are!\Oh no! response:	Disciplinary committee members?
context: Is she a southpaw?\Probably.\You're right!\Watch this!\Saigusa Haruka!\There you are!\Oh no!\Disciplinary committee members? response:	Skipping detention...
context: Probably.\You're right!\Watch this!\Saigusa Haruka!\There you are!\Oh no!\Disciplinary committee members?\Skipping detention... response:	and leaving this bad joke in your place!
context: You're right!\Watch this!\Saigusa Haruka!\There you are!\Oh no!\Disciplinary committee members?\Skipping detention...\and leaving this bad joke in your place! response:	It's not a bad joke.
context: Watch this!\Saigusa Haruka!\There you are!\Oh no!\Disciplinary committee members?\Skipping detention...\and leaving this bad joke in your place!\It's not a bad joke. response:	It's a work of art!
context: Saigusa Haruka!\There you are!\Oh no!\Disciplinary committee members?\Skipping detention...\and leaving this bad joke in your place!\It's not a bad joke.\It's a work of art! response:	This is the principal's wig!
context: There you are!\Oh no!\Disciplinary committee members?\Skipping detention...\and leaving this bad joke in your place!\It's not a bad joke.\It's a work of art!\This is the principal's wig! response:	That's all, folks!
context: Oh no!\Disciplinary committee members?\Skipping detention...\and leaving this bad joke in your place!\It's not a bad joke.\It's a work of art!\This is the principal's wig!\That's all, folks! response:	Wait right there!
context: Disciplinary committee members?\Skipping detention...\and leaving this bad joke in your place!\It's not a bad joke.\It's a work of art!\This is the principal's wig!\That's all, folks!\Wait right there! response:	This month alone, you've been late for school 20 times and broken curfew 15 times!
context: Skipping detention...\and leaving this bad joke in your place!\It's not a bad joke.\It's a work of art!\This is the principal's wig!\That's all, folks!\Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times! response:	You never do what you're supposed to during detention!
context: and leaving this bad joke in your place!\It's not a bad joke.\It's a work of art!\This is the principal's wig!\That's all, folks!\Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention! response:	We're putting you in the slammer!
context: It's not a bad joke.\It's a work of art!\This is the principal's wig!\That's all, folks!\Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention!\We're putting you in the slammer! response:	They caught me!
context: It's a work of art!\This is the principal's wig!\That's all, folks!\Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention!\We're putting you in the slammer!\They caught me! response:	If you skip detention again, the school's turning you in.
context: This is the principal's wig!\That's all, folks!\Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention!\We're putting you in the slammer!\They caught me!\If you skip detention again, the school's turning you in. response:	I'm not skipping!
context: That's all, folks!\Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention!\We're putting you in the slammer!\They caught me!\If you skip detention again, the school's turning you in.\I'm not skipping! response:	I'm just having a little fun!
context: Wait right there!\This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention!\We're putting you in the slammer!\They caught me!\If you skip detention again, the school's turning you in.\I'm not skipping!\I'm just having a little fun! response:	They're the same thing!
context: This month alone, you've been late for school 20 times and broken curfew 15 times!\You never do what you're supposed to during detention!\We're putting you in the slammer!\They caught me!\If you skip detention again, the school's turning you in.\I'm not skipping!\I'm just having a little fun!\They're the same thing! response:	Psychopathic Maracas.
context: You never do what you're supposed to during detention!\We're putting you in the slammer!\They caught me!\If you skip detention again, the school's turning you in.\I'm not skipping!\I'm just having a little fun!\They're the same thing!\Psychopathic Maracas. response:	What a woman.
context: We're putting you in the slammer!\They caught me!\If you skip detention again, the school's turning you in.\I'm not skipping!\I'm just having a little fun!\They're the same thing!\Psychopathic Maracas.\What a woman. response:	Really?
context: They caught me!\If you skip detention again, the school's turning you in.\I'm not skipping!\I'm just having a little fun!\They're the same thing!\Psychopathic Maracas.\What a woman.\Really? response:	You invited Saigusa to join the Little Busters?
context: If you skip detention again, the school's turning you in.\I'm not skipping!\I'm just having a little fun!\They're the same thing!\Psychopathic Maracas.\What a woman.\Really?\You invited Saigusa to join the Little Busters? response:	Does she really want to be a member?
context: I'm not skipping!\I'm just having a little fun!\They're the same thing!\Psychopathic Maracas.\What a woman.\Really?\You invited Saigusa to join the Little Busters?\Does she really want to be a member? response:	I wonder...
context: I'm just having a little fun!\They're the same thing!\Psychopathic Maracas.\What a woman.\Really?\You invited Saigusa to join the Little Busters?\Does she really want to be a member?\I wonder... response:	I hope she will.
context: They're the same thing!\Psychopathic Maracas.\What a woman.\Really?\You invited Saigusa to join the Little Busters?\Does she really want to be a member?\I wonder...\I hope she will. response:	No way that's happening.
context: Psychopathic Maracas.\What a woman.\Really?\You invited Saigusa to join the Little Busters?\Does she really want to be a member?\I wonder...\I hope she will.\No way that's happening. response:	She's a flake.
context: What a woman.\Really?\You invited Saigusa to join the Little Busters?\Does she really want to be a member?\I wonder...\I hope she will.\No way that's happening.\She's a flake. response:	Huh?
context: Really?\You invited Saigusa to join the Little Busters?\Does she really want to be a member?\I wonder...\I hope she will.\No way that's happening.\She's a flake.\Huh? response:	Kengo?
context: You invited Saigusa to join the Little Busters?\Does she really want to be a member?\I wonder...\I hope she will.\No way that's happening.\She's a flake.\Huh?\Kengo? response:	Trash! You little...
context: Does she really want to be a member?\I wonder...\I hope she will.\No way that's happening.\She's a flake.\Huh?\Kengo?\Trash! You little... response:	The hell was that for?!
context: I wonder...\I hope she will.\No way that's happening.\She's a flake.\Huh?\Kengo?\Trash! You little...\The hell was that for?! response:	What're you talking about?
context: I hope she will.\No way that's happening.\She's a flake.\Huh?\Kengo?\Trash! You little...\The hell was that for?!\What're you talking about? response:	The only person who'd do something this stupid is you!
context: No way that's happening.\She's a flake.\Huh?\Kengo?\Trash! You little...\The hell was that for?!\What're you talking about?\The only person who'd do something this stupid is you! response:	Hey, hey, everyone!
context: She's a flake.\Huh?\Kengo?\Trash! You little...\The hell was that for?!\What're you talking about?\The only person who'd do something this stupid is you!\Hey, hey, everyone! response:	Good morning, good morning!
context: Huh?\Kengo?\Trash! You little...\The hell was that for?!\What're you talking about?\The only person who'd do something this stupid is you!\Hey, hey, everyone!\Good morning, good morning! response:	Hey, what're you doing here?
context: Kengo?\Trash! You little...\The hell was that for?!\What're you talking about?\The only person who'd do something this stupid is you!\Hey, hey, everyone!\Good morning, good morning!\Hey, what're you doing here? response:	Well, sir, thanks for asking!
context: Trash! You little...\The hell was that for?!\What're you talking about?\The only person who'd do something this stupid is you!\Hey, hey, everyone!\Good morning, good morning!\Hey, what're you doing here?\Well, sir, thanks for asking! response:	You see, I wanted to see how things were going over here.
context: The hell was that for?!\What're you talking about?\The only person who'd do something this stupid is you!\Hey, hey, everyone!\Good morning, good morning!\Hey, what're you doing here?\Well, sir, thanks for asking!\You see, I wanted to see how things were going over here. response:	How things were going?
context: What're you talking about?\The only person who'd do something this stupid is you!\Hey, hey, everyone!\Good morning, good morning!\Hey, what're you doing here?\Well, sir, thanks for asking!\You see, I wanted to see how things were going over here.\How things were going? response:	Don't tell me you did this...
context: The only person who'd do something this stupid is you!\Hey, hey, everyone!\Good morning, good morning!\Hey, what're you doing here?\Well, sir, thanks for asking!\You see, I wanted to see how things were going over here.\How things were going?\Don't tell me you did this... response:	Well, um, sure.
context: Hey, hey, everyone!\Good morning, good morning!\Hey, what're you doing here?\Well, sir, thanks for asking!\You see, I wanted to see how things were going over here.\How things were going?\Don't tell me you did this...\Well, um, sure. response:	I didn't do it.
context: Good morning, good morning!\Hey, what're you doing here?\Well, sir, thanks for asking!\You see, I wanted to see how things were going over here.\How things were going?\Don't tell me you did this...\Well, um, sure.\I didn't do it. response:	What's with that terrible acting?
context: Hey, what're you doing here?\Well, sir, thanks for asking!\You see, I wanted to see how things were going over here.\How things were going?\Don't tell me you did this...\Well, um, sure.\I didn't do it.\What's with that terrible acting? response:	Actually, yesterday, I set up a trap as an experiment.
context: Well, sir, thanks for asking!\You see, I wanted to see how things were going over here.\How things were going?\Don't tell me you did this...\Well, um, sure.\I didn't do it.\What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment. response:	But no one came, so I got bored.
context: You see, I wanted to see how things were going over here.\How things were going?\Don't tell me you did this...\Well, um, sure.\I didn't do it.\What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored. response:	So I left it here and went home.
context: How things were going?\Don't tell me you did this...\Well, um, sure.\I didn't do it.\What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored.\So I left it here and went home. response:	She doesn't feel guilty at all.
context: Don't tell me you did this...\Well, um, sure.\I didn't do it.\What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored.\So I left it here and went home.\She doesn't feel guilty at all. response:	Have you seen Saigusa Haruka?
context: Well, um, sure.\I didn't do it.\What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored.\So I left it here and went home.\She doesn't feel guilty at all.\Have you seen Saigusa Haruka? response:	She took a couple buckets from the dorms without permission.
context: I didn't do it.\What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored.\So I left it here and went home.\She doesn't feel guilty at all.\Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission. response:	You mean these?
context: What's with that terrible acting?\Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored.\So I left it here and went home.\She doesn't feel guilty at all.\Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission.\You mean these? response:	Huh?
context: Actually, yesterday, I set up a trap as an experiment.\But no one came, so I got bored.\So I left it here and went home.\She doesn't feel guilty at all.\Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission.\You mean these?\Huh? response:	Hey
context: But no one came, so I got bored.\So I left it here and went home.\She doesn't feel guilty at all.\Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission.\You mean these?\Huh?\Hey response:	What are you doing?
context: So I left it here and went home.\She doesn't feel guilty at all.\Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission.\You mean these?\Huh?\Hey\What are you doing? response:	There she is!
context: She doesn't feel guilty at all.\Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission.\You mean these?\Huh?\Hey\What are you doing?\There she is! response:	She's not!
context: Have you seen Saigusa Haruka?\She took a couple buckets from the dorms without permission.\You mean these?\Huh?\Hey\What are you doing?\There she is!\She's not! response:	Saigusa Haruka isn't here!
context: She took a couple buckets from the dorms without permission.\You mean these?\Huh?\Hey\What are you doing?\There she is!\She's not!\Saigusa Haruka isn't here! response:	Hey
context: You mean these?\Huh?\Hey\What are you doing?\There she is!\She's not!\Saigusa Haruka isn't here!\Hey response:	Wait right there!
context: Huh?\Hey\What are you doing?\There she is!\She's not!\Saigusa Haruka isn't here!\Hey\Wait right there! response:	Wait, why are you taking me with you?
context: Hey\What are you doing?\There she is!\She's not!\Saigusa Haruka isn't here!\Hey\Wait right there!\Wait, why are you taking me with you? response:	If I'm Going Down, I'm Taking You with Me, Vol. II!
context: What are you doing?\There she is!\She's not!\Saigusa Haruka isn't here!\Hey\Wait right there!\Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II! response:	A hostage has its uses!
context: There she is!\She's not!\Saigusa Haruka isn't here!\Hey\Wait right there!\Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses! response:	Wait right there!
context: She's not!\Saigusa Haruka isn't here!\Hey\Wait right there!\Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses!\Wait right there! response:	Running away is the only skill you've got!
context: Saigusa Haruka isn't here!\Hey\Wait right there!\Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses!\Wait right there!\Running away is the only skill you've got! response:	You're not getting away!
context: Hey\Wait right there!\Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses!\Wait right there!\Running away is the only skill you've got!\You're not getting away! response:	Secret technique: Marble Roller!
context: Wait right there!\Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses!\Wait right there!\Running away is the only skill you've got!\You're not getting away!\Secret technique: Marble Roller! response:	What's this?!
context: Wait, why are you taking me with you?\If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses!\Wait right there!\Running away is the only skill you've got!\You're not getting away!\Secret technique: Marble Roller!\What's this?! response:	Come on! Now's our chance!
context: If I'm Going Down, I'm Taking You with Me, Vol. II!\A hostage has its uses!\Wait right there!\Running away is the only skill you've got!\You're not getting away!\Secret technique: Marble Roller!\What's this?!\Come on! Now's our chance! response:	Wafu?
context: A hostage has its uses!\Wait right there!\Running away is the only skill you've got!\You're not getting away!\Secret technique: Marble Roller!\What's this?!\Come on! Now's our chance!\Wafu? response:	Wafu?!
context: Wait right there!\Running away is the only skill you've got!\You're not getting away!\Secret technique: Marble Roller!\What's this?!\Come on! Now's our chance!\Wafu?\Wafu?! response:	Kud?!
context: Running away is the only skill you've got!\You're not getting away!\Secret technique: Marble Roller!\What's this?!\Come on! Now's our chance!\Wafu?\Wafu?!\Kud?! response:	Wafuu!
context: You're not getting away!\Secret technique: Marble Roller!\What's this?!\Come on! Now's our chance!\Wafu?\Wafu?!\Kud?!\Wafuu! response:	Are you alright, Kud?
context: Secret technique: Marble Roller!\What's this?!\Come on! Now's our chance!\Wafu?\Wafu?!\Kud?!\Wafuu!\Are you alright, Kud? response:	Wafuu...
context: What's this?!\Come on! Now's our chance!\Wafu?\Wafu?!\Kud?!\Wafuu!\Are you alright, Kud?\Wafuu... response:	Oh, Naoe-san!
context: Come on! Now's our chance!\Wafu?\Wafu?!\Kud?!\Wafuu!\Are you alright, Kud?\Wafuu...\Oh, Naoe-san! response:	Um...
context: Wafu?\Wafu?!\Kud?!\Wafuu!\Are you alright, Kud?\Wafuu...\Oh, Naoe-san!\Um... response:	How are you and I'm fine thank you!
context: Wafu?!\Kud?!\Wafuu!\Are you alright, Kud?\Wafuu...\Oh, Naoe-san!\Um...\How are you and I'm fine thank you! response:	Um, sorry, but I'm in a bit of a rush.
context: Kud?!\Wafuu!\Are you alright, Kud?\Wafuu...\Oh, Naoe-san!\Um...\How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush. response:	You shouldn't be running away, you know.
context: Wafuu!\Are you alright, Kud?\Wafuu...\Oh, Naoe-san!\Um...\How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know. response:	I'll need to go back to pick up those marbles later.
context: Are you alright, Kud?\Wafuu...\Oh, Naoe-san!\Um...\How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later. response:	Causing trouble like always, I see.
context: Wafuu...\Oh, Naoe-san!\Um...\How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later.\Causing trouble like always, I see. response:	Saigusa Haruka.
context: Oh, Naoe-san!\Um...\How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later.\Causing trouble like always, I see.\Saigusa Haruka. response:	Troublemaker.
context: Um...\How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later.\Causing trouble like always, I see.\Saigusa Haruka.\Troublemaker. response:	President!
context: How are you and I'm fine thank you!\Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later.\Causing trouble like always, I see.\Saigusa Haruka.\Troublemaker.\President! response:	This girl is making fools of us!
context: Um, sorry, but I'm in a bit of a rush.\You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later.\Causing trouble like always, I see.\Saigusa Haruka.\Troublemaker.\President!\This girl is making fools of us! response:	We can't handle her!
context: You shouldn't be running away, you know.\I'll need to go back to pick up those marbles later.\Causing trouble like always, I see.\Saigusa Haruka.\Troublemaker.\President!\This girl is making fools of us!\We can't handle her! response:	Do something about her!
context: I'll need to go back to pick up those marbles later.\Causing trouble like always, I see.\Saigusa Haruka.\Troublemaker.\President!\This girl is making fools of us!\We can't handle her!\Do something about her! response:	I'm going to raise a few issues at an administrative meeting with the student council.
context: Causing trouble like always, I see.\Saigusa Haruka.\Troublemaker.\President!\This girl is making fools of us!\We can't handle her!\Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council. response:	Finding and removing troublemakers is your job.
context: Saigusa Haruka.\Troublemaker.\President!\This girl is making fools of us!\We can't handle her!\Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job. response:	And you.
context: Troublemaker.\President!\This girl is making fools of us!\We can't handle her!\Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job.\And you. response:	What was your name?
context: President!\This girl is making fools of us!\We can't handle her!\Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job.\And you.\What was your name? response:	Naoe Riki.
context: This girl is making fools of us!\We can't handle her!\Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job.\And you.\What was your name?\Naoe Riki. response:	It seems you're always raising trouble with those rowdy friends of yours.
context: We can't handle her!\Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job.\And you.\What was your name?\Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours. response:	You cracked a desk yesterday with one of your little games.
context: Do something about her!\I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job.\And you.\What was your name?\Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games. response:	Destroying property is a serious violation of the school code.
context: I'm going to raise a few issues at an administrative meeting with the student council.\Finding and removing troublemakers is your job.\And you.\What was your name?\Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code. response:	We're still working out a punishment for you.
context: Finding and removing troublemakers is your job.\And you.\What was your name?\Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code.\We're still working out a punishment for you. response:	Warn your friends.
context: And you.\What was your name?\Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code.\We're still working out a punishment for you.\Warn your friends. response:	Wait!
context: What was your name?\Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code.\We're still working out a punishment for you.\Warn your friends.\Wait! response:	I told you my name, but you haven't told me yours.
context: Naoe Riki.\It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code.\We're still working out a punishment for you.\Warn your friends.\Wait!\I told you my name, but you haven't told me yours. response:	Futaki Kanata.
context: It seems you're always raising trouble with those rowdy friends of yours.\You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code.\We're still working out a punishment for you.\Warn your friends.\Wait!\I told you my name, but you haven't told me yours.\Futaki Kanata. response:	Remember it.
context: You cracked a desk yesterday with one of your little games.\Destroying property is a serious violation of the school code.\We're still working out a punishment for you.\Warn your friends.\Wait!\I told you my name, but you haven't told me yours.\Futaki Kanata.\Remember it. response:	Futaki Kanata?
context: Destroying property is a serious violation of the school code.\We're still working out a punishment for you.\Warn your friends.\Wait!\I told you my name, but you haven't told me yours.\Futaki Kanata.\Remember it.\Futaki Kanata? response:	She's an outstanding disciplinary committee member.
context: We're still working out a punishment for you.\Warn your friends.\Wait!\I told you my name, but you haven't told me yours.\Futaki Kanata.\Remember it.\Futaki Kanata?\She's an outstanding disciplinary committee member. response:	Kanata-kun?
context: Warn your friends.\Wait!\I told you my name, but you haven't told me yours.\Futaki Kanata.\Remember it.\Futaki Kanata?\She's an outstanding disciplinary committee member.\Kanata-kun? response:	She's the head of the disciplinary committee.
context: Wait!\I told you my name, but you haven't told me yours.\Futaki Kanata.\Remember it.\Futaki Kanata?\She's an outstanding disciplinary committee member.\Kanata-kun?\She's the head of the disciplinary committee. response:	She's extremely talented and makes no compromises.
context: I told you my name, but you haven't told me yours.\Futaki Kanata.\Remember it.\Futaki Kanata?\She's an outstanding disciplinary committee member.\Kanata-kun?\She's the head of the disciplinary committee.\She's extremely talented and makes no compromises. response:	I wonder what she'll want for us cracking that desk.
context: Futaki Kanata.\Remember it.\Futaki Kanata?\She's an outstanding disciplinary committee member.\Kanata-kun?\She's the head of the disciplinary committee.\She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk. response:	Was it that bad?
context: Remember it.\Futaki Kanata?\She's an outstanding disciplinary committee member.\Kanata-kun?\She's the head of the disciplinary committee.\She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk.\Was it that bad? response:	I'm the one who cracked it...
context: Futaki Kanata?\She's an outstanding disciplinary committee member.\Kanata-kun?\She's the head of the disciplinary committee.\She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk.\Was it that bad?\I'm the one who cracked it... response:	It's partially my fault too.
context: She's an outstanding disciplinary committee member.\Kanata-kun?\She's the head of the disciplinary committee.\She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk.\Was it that bad?\I'm the one who cracked it...\It's partially my fault too. response:	Well, whatever.
context: Kanata-kun?\She's the head of the disciplinary committee.\She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk.\Was it that bad?\I'm the one who cracked it...\It's partially my fault too.\Well, whatever. response:	There's no point thinking about it now.
context: She's the head of the disciplinary committee.\She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk.\Was it that bad?\I'm the one who cracked it...\It's partially my fault too.\Well, whatever.\There's no point thinking about it now. response:	Let's start practice.
context: She's extremely talented and makes no compromises.\I wonder what she'll want for us cracking that desk.\Was it that bad?\I'm the one who cracked it...\It's partially my fault too.\Well, whatever.\There's no point thinking about it now.\Let's start practice. response:	Oh shoot. I forgot my gym clothes.
context: I wonder what she'll want for us cracking that desk.\Was it that bad?\I'm the one who cracked it...\It's partially my fault too.\Well, whatever.\There's no point thinking about it now.\Let's start practice.\Oh shoot. I forgot my gym clothes. response:	You guys go on ahead!
context: Was it that bad?\I'm the one who cracked it...\It's partially my fault too.\Well, whatever.\There's no point thinking about it now.\Let's start practice.\Oh shoot. I forgot my gym clothes.\You guys go on ahead! response:	Heyo, Riki-kun.
context: I'm the one who cracked it...\It's partially my fault too.\Well, whatever.\There's no point thinking about it now.\Let's start practice.\Oh shoot. I forgot my gym clothes.\You guys go on ahead!\Heyo, Riki-kun. response:	I think this should do the trick.
context: It's partially my fault too.\Well, whatever.\There's no point thinking about it now.\Let's start practice.\Oh shoot. I forgot my gym clothes.\You guys go on ahead!\Heyo, Riki-kun.\I think this should do the trick. response:	You fixed the desk that Masato broke?
context: Well, whatever.\There's no point thinking about it now.\Let's start practice.\Oh shoot. I forgot my gym clothes.\You guys go on ahead!\Heyo, Riki-kun.\I think this should do the trick.\You fixed the desk that Masato broke? response:	Wow, you're pretty talented.
context: There's no point thinking about it now.\Let's start practice.\Oh shoot. I forgot my gym clothes.\You guys go on ahead!\Heyo, Riki-kun.\I think this should do the trick.\You fixed the desk that Masato broke?\Wow, you're pretty talented. response:	I'm actually a maintenance committee member.
context: Let's start practice.\Oh shoot. I forgot my gym clothes.\You guys go on ahead!\Heyo, Riki-kun.\I think this should do the trick.\You fixed the desk that Masato broke?\Wow, you're pretty talented.\I'm actually a maintenance committee member. response:	It's usable, so I don't think you'll have to pay for it or anything.
context: Oh shoot. I forgot my gym clothes.\You guys go on ahead!\Heyo, Riki-kun.\I think this should do the trick.\You fixed the desk that Masato broke?\Wow, you're pretty talented.\I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything. response:	Thank you!
context: You guys go on ahead!\Heyo, Riki-kun.\I think this should do the trick.\You fixed the desk that Masato broke?\Wow, you're pretty talented.\I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything.\Thank you! response:	Everyone will be glad to hear it.
context: Heyo, Riki-kun.\I think this should do the trick.\You fixed the desk that Masato broke?\Wow, you're pretty talented.\I'm actually a maintenance committee member.\It's usable, so I don't think you'll have to pay for it or anything.\Thank you!\Everyone will be glad to hear it. response:	I know I caused you a lot of trouble.
