context: Oh! response:	Cafe
context: You'll pay for that crime with your death!\Fail. Next.\Number Two, Elma. Nice to meet you.\Matches? Do you need any matches?\Nope.\Please! At least hear me out!\I can't go back to the office until I've sold them all!\What are you doing? response:	The salesmen that come to our company are always like that.
context: Fail. Next.\Number Two, Elma. Nice to meet you.\Matches? Do you need any matches?\Nope.\Please! At least hear me out!\I can't go back to the office until I've sold them all!\What are you doing?\The salesmen that come to our company are always like that. response:	Hard life. Next.
context: Number Two, Elma. Nice to meet you.\Matches? Do you need any matches?\Nope.\Please! At least hear me out!\I can't go back to the office until I've sold them all!\What are you doing?\The salesmen that come to our company are always like that.\Hard life. Next. response:	N-Number Three, Saikawa Riko. Nice to meet you.
context: Matches? Do you need any matches?\Nope.\Please! At least hear me out!\I can't go back to the office until I've sold them all!\What are you doing?\The salesmen that come to our company are always like that.\Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you. response:	U-Umm...
context: Nope.\Please! At least hear me out!\I can't go back to the office until I've sold them all!\What are you doing?\The salesmen that come to our company are always like that.\Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm... response:	I-I-I'm sorry!
context: Please! At least hear me out!\I can't go back to the office until I've sold them all!\What are you doing?\The salesmen that come to our company are always like that.\Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm...\I-I-I'm sorry! response:	None of you are any good.
context: I can't go back to the office until I've sold them all!\What are you doing?\The salesmen that come to our company are always like that.\Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm...\I-I-I'm sorry!\None of you are any good. response:	We don't really understand your directing policy to begin with.
context: What are you doing?\The salesmen that come to our company are always like that.\Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm...\I-I-I'm sorry!\None of you are any good.\We don't really understand your directing policy to begin with. response:	Me, me!
context: The salesmen that come to our company are always like that.\Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm...\I-I-I'm sorry!\None of you are any good.\We don't really understand your directing policy to begin with.\Me, me! response:	What is it?
context: Hard life. Next.\N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm...\I-I-I'm sorry!\None of you are any good.\We don't really understand your directing policy to begin with.\Me, me!\What is it? response:	Let me be the director.
context: N-Number Three, Saikawa Riko. Nice to meet you.\U-Umm...\I-I-I'm sorry!\None of you are any good.\We don't really understand your directing policy to begin with.\Me, me!\What is it?\Let me be the director. response:	Shouta can be the lead.
context: U-Umm...\I-I-I'm sorry!\None of you are any good.\We don't really understand your directing policy to begin with.\Me, me!\What is it?\Let me be the director.\Shouta can be the lead. response:	Huh?!
context: I-I-I'm sorry!\None of you are any good.\We don't really understand your directing policy to begin with.\Me, me!\What is it?\Let me be the director.\Shouta can be the lead.\Huh?! response:	What are you saying?
context: None of you are any good.\We don't really understand your directing policy to begin with.\Me, me!\What is it?\Let me be the director.\Shouta can be the lead.\Huh?!\What are you saying? response:	Shouta's a boy.
context: We don't really understand your directing policy to begin with.\Me, me!\What is it?\Let me be the director.\Shouta can be the lead.\Huh?!\What are you saying?\Shouta's a boy. response:	Well, leave that to me.
context: Me, me!\What is it?\Let me be the director.\Shouta can be the lead.\Huh?!\What are you saying?\Shouta's a boy.\Well, leave that to me. response:	Shouta, come here.
context: What is it?\Let me be the director.\Shouta can be the lead.\Huh?!\What are you saying?\Shouta's a boy.\Well, leave that to me.\Shouta, come here. response:	He looks just like a girl.
context: Let me be the director.\Shouta can be the lead.\Huh?!\What are you saying?\Shouta's a boy.\Well, leave that to me.\Shouta, come here.\He looks just like a girl. response:	Cute.
context: Shouta can be the lead.\Huh?!\What are you saying?\Shouta's a boy.\Well, leave that to me.\Shouta, come here.\He looks just like a girl.\Cute. response:	He passes.
context: Huh?!\What are you saying?\Shouta's a boy.\Well, leave that to me.\Shouta, come here.\He looks just like a girl.\Cute.\He passes. response:	Well, he's not as cute as Kanna-san.
context: What are you saying?\Shouta's a boy.\Well, leave that to me.\Shouta, come here.\He looks just like a girl.\Cute.\He passes.\Well, he's not as cute as Kanna-san. response:	Wha...
context: Shouta's a boy.\Well, leave that to me.\Shouta, come here.\He looks just like a girl.\Cute.\He passes.\Well, he's not as cute as Kanna-san.\Wha... response:	Wha?
context: Well, leave that to me.\Shouta, come here.\He looks just like a girl.\Cute.\He passes.\Well, he's not as cute as Kanna-san.\Wha...\Wha? response:	What are you all planning to achieve by embarrassing me?!
context: Shouta, come here.\He looks just like a girl.\Cute.\He passes.\Well, he's not as cute as Kanna-san.\Wha...\Wha?\What are you all planning to achieve by embarrassing me?! response:	Shouta?!
context: He looks just like a girl.\Cute.\He passes.\Well, he's not as cute as Kanna-san.\Wha...\Wha?\What are you all planning to achieve by embarrassing me?!\Shouta?! response:	Well, that was to be expected.
context: Cute.\He passes.\Well, he's not as cute as Kanna-san.\Wha...\Wha?\What are you all planning to achieve by embarrassing me?!\Shouta?!\Well, that was to be expected. response:	Cheer up.
context: He passes.\Well, he's not as cute as Kanna-san.\Wha...\Wha?\What are you all planning to achieve by embarrassing me?!\Shouta?!\Well, that was to be expected.\Cheer up. response:	What should we do?
context: Well, he's not as cute as Kanna-san.\Wha...\Wha?\What are you all planning to achieve by embarrassing me?!\Shouta?!\Well, that was to be expected.\Cheer up.\What should we do? response:	I'll be the director.
context: Wha...\Wha?\What are you all planning to achieve by embarrassing me?!\Shouta?!\Well, that was to be expected.\Cheer up.\What should we do?\I'll be the director. response:	I'll be better than those two at least.
context: Wha?\What are you all planning to achieve by embarrassing me?!\Shouta?!\Well, that was to be expected.\Cheer up.\What should we do?\I'll be the director.\I'll be better than those two at least. response:	Right.
context: What are you all planning to achieve by embarrassing me?!\Shouta?!\Well, that was to be expected.\Cheer up.\What should we do?\I'll be the director.\I'll be better than those two at least.\Right. response:	Also, what to do about our lead.
context: Shouta?!\Well, that was to be expected.\Cheer up.\What should we do?\I'll be the director.\I'll be better than those two at least.\Right.\Also, what to do about our lead. response:	Matches.
context: Well, that was to be expected.\Cheer up.\What should we do?\I'll be the director.\I'll be better than those two at least.\Right.\Also, what to do about our lead.\Matches. response:	Matches.
context: Cheer up.\What should we do?\I'll be the director.\I'll be better than those two at least.\Right.\Also, what to do about our lead.\Matches.\Matches. response:	Buy some matches.
context: What should we do?\I'll be the director.\I'll be better than those two at least.\Right.\Also, what to do about our lead.\Matches.\Matches.\Buy some matches. response:	Yeah, this is it.
context: I'll be the director.\I'll be better than those two at least.\Right.\Also, what to do about our lead.\Matches.\Matches.\Buy some matches.\Yeah, this is it. response:	I'm home.
context: I'll be better than those two at least.\Right.\Also, what to do about our lead.\Matches.\Matches.\Buy some matches.\Yeah, this is it.\I'm home. response:	Matches.
context: Right.\Also, what to do about our lead.\Matches.\Matches.\Buy some matches.\Yeah, this is it.\I'm home.\Matches. response:	Do you need any matches?
context: Also, what to do about our lead.\Matches.\Matches.\Buy some matches.\Yeah, this is it.\I'm home.\Matches.\Do you need any matches? response:	What's going on here?
context: Matches.\Matches.\Buy some matches.\Yeah, this is it.\I'm home.\Matches.\Do you need any matches?\What's going on here? response:	We decided to perform The Little Match Girl for the show.
context: Matches.\Buy some matches.\Yeah, this is it.\I'm home.\Matches.\Do you need any matches?\What's going on here?\We decided to perform The Little Match Girl for the show. response:	Kanna was chosen to be our lead.
context: Buy some matches.\Yeah, this is it.\I'm home.\Matches.\Do you need any matches?\What's going on here?\We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead. response:	Oh, I see.
context: Yeah, this is it.\I'm home.\Matches.\Do you need any matches?\What's going on here?\We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead.\Oh, I see. response:	That's incredible, Kanna-chan.
context: I'm home.\Matches.\Do you need any matches?\What's going on here?\We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead.\Oh, I see.\That's incredible, Kanna-chan. response:	Yeah, I'll work hard.
context: Matches.\Do you need any matches?\What's going on here?\We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead.\Oh, I see.\That's incredible, Kanna-chan.\Yeah, I'll work hard. response:	I'll be sure to come watch.
context: Do you need any matches?\What's going on here?\We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead.\Oh, I see.\That's incredible, Kanna-chan.\Yeah, I'll work hard.\I'll be sure to come watch. response:	Think you can handle it?
context: What's going on here?\We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead.\Oh, I see.\That's incredible, Kanna-chan.\Yeah, I'll work hard.\I'll be sure to come watch.\Think you can handle it? response:	Of course!
context: We decided to perform The Little Match Girl for the show.\Kanna was chosen to be our lead.\Oh, I see.\That's incredible, Kanna-chan.\Yeah, I'll work hard.\I'll be sure to come watch.\Think you can handle it?\Of course! response:	We'll get through it easily.
context: Kanna was chosen to be our lead.\Oh, I see.\That's incredible, Kanna-chan.\Yeah, I'll work hard.\I'll be sure to come watch.\Think you can handle it?\Of course!\We'll get through it easily. response:	Okay.
context: Oh, I see.\That's incredible, Kanna-chan.\Yeah, I'll work hard.\I'll be sure to come watch.\Think you can handle it?\Of course!\We'll get through it easily.\Okay. response:	Do you need any matches?
context: That's incredible, Kanna-chan.\Yeah, I'll work hard.\I'll be sure to come watch.\Think you can handle it?\Of course!\We'll get through it easily.\Okay.\Do you need any matches? response:	She's most dangerous when she gets like this.
context: Yeah, I'll work hard.\I'll be sure to come watch.\Think you can handle it?\Of course!\We'll get through it easily.\Okay.\Do you need any matches?\She's most dangerous when she gets like this. response:	Well, I'm going to go take a bath.
context: I'll be sure to come watch.\Think you can handle it?\Of course!\We'll get through it easily.\Okay.\Do you need any matches?\She's most dangerous when she gets like this.\Well, I'm going to go take a bath. response:	Matches... Matches...
context: Think you can handle it?\Of course!\We'll get through it easily.\Okay.\Do you need any matches?\She's most dangerous when she gets like this.\Well, I'm going to go take a bath.\Matches... Matches... response:	Sure!
context: Of course!\We'll get through it easily.\Okay.\Do you need any matches?\She's most dangerous when she gets like this.\Well, I'm going to go take a bath.\Matches... Matches...\Sure! response:	Yes, yes.
context: We'll get through it easily.\Okay.\Do you need any matches?\She's most dangerous when she gets like this.\Well, I'm going to go take a bath.\Matches... Matches...\Sure!\Yes, yes. response:	Hello, this is the Kobayashi residence.
context: Okay.\Do you need any matches?\She's most dangerous when she gets like this.\Well, I'm going to go take a bath.\Matches... Matches...\Sure!\Yes, yes.\Hello, this is the Kobayashi residence. response:	It's me. I thought about the script some on my own.
context: Do you need any matches?\She's most dangerous when she gets like this.\Well, I'm going to go take a bath.\Matches... Matches...\Sure!\Yes, yes.\Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own. response:	So you hadn't given up, Mr. Fafnir?
context: She's most dangerous when she gets like this.\Well, I'm going to go take a bath.\Matches... Matches...\Sure!\Yes, yes.\Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir? response:	What did you come up with then?
context: Well, I'm going to go take a bath.\Matches... Matches...\Sure!\Yes, yes.\Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir?\What did you come up with then? response:	Matches.
context: Matches... Matches...\Sure!\Yes, yes.\Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir?\What did you come up with then?\Matches. response:	If we stick to the original play, it won't match the current era.
context: Sure!\Yes, yes.\Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir?\What did you come up with then?\Matches.\If we stick to the original play, it won't match the current era. response:	So I decided to make the little girl into a magical girl
context: Yes, yes.\Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir?\What did you come up with then?\Matches.\If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl response:	Well, time to prepare Miss Kobayashi's dinner.
context: Hello, this is the Kobayashi residence.\It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir?\What did you come up with then?\Matches.\If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner. response:	Do you need any matches?
context: It's me. I thought about the script some on my own.\So you hadn't given up, Mr. Fafnir?\What did you come up with then?\Matches.\If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches? response:	Lady Tohru. Is there a chimney in this house?
context: So you hadn't given up, Mr. Fafnir?\What did you come up with then?\Matches.\If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches?\Lady Tohru. Is there a chimney in this house? response:	Chimney?
context: What did you come up with then?\Matches.\If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches?\Lady Tohru. Is there a chimney in this house?\Chimney? response:	No, there isn't.
context: Matches.\If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches?\Lady Tohru. Is there a chimney in this house?\Chimney?\No, there isn't. response:	Saikawa said Santa visits by coming down chimneys.
context: If we stick to the original play, it won't match the current era.\So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches?\Lady Tohru. Is there a chimney in this house?\Chimney?\No, there isn't.\Saikawa said Santa visits by coming down chimneys. response:	Oh, you mean that old man who's covered in blood?
context: So I decided to make the little girl into a magical girl\Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches?\Lady Tohru. Is there a chimney in this house?\Chimney?\No, there isn't.\Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood? response:	Hey!
context: Well, time to prepare Miss Kobayashi's dinner.\Do you need any matches?\Lady Tohru. Is there a chimney in this house?\Chimney?\No, there isn't.\Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood?\Hey! response:	Will Santa be able to come if we don't have a chimney?
context: Do you need any matches?\Lady Tohru. Is there a chimney in this house?\Chimney?\No, there isn't.\Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood?\Hey!\Will Santa be able to come if we don't have a chimney? response:	Hmm, all right.
context: Lady Tohru. Is there a chimney in this house?\Chimney?\No, there isn't.\Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood?\Hey!\Will Santa be able to come if we don't have a chimney?\Hmm, all right. response:	What's this?
context: Chimney?\No, there isn't.\Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood?\Hey!\Will Santa be able to come if we don't have a chimney?\Hmm, all right.\What's this? response:	Episode 10
context: No, there isn't.\Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood?\Hey!\Will Santa be able to come if we don't have a chimney?\Hmm, all right.\What's this?\Episode 10 response:	Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)
context: Saikawa said Santa visits by coming down chimneys.\Oh, you mean that old man who's covered in blood?\Hey!\Will Santa be able to come if we don't have a chimney?\Hmm, all right.\What's this?\Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh) response:	What are you doing?!
context: Oh, you mean that old man who's covered in blood?\Hey!\Will Santa be able to come if we don't have a chimney?\Hmm, all right.\What's this?\Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?! response:	No, no!
context: Hey!\Will Santa be able to come if we don't have a chimney?\Hmm, all right.\What's this?\Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?!\No, no! response:	How many times do I have to tell you?
context: Will Santa be able to come if we don't have a chimney?\Hmm, all right.\What's this?\Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?!\No, no!\How many times do I have to tell you? response:	Hey, you, where are you going?
context: Hmm, all right.\What's this?\Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?!\No, no!\How many times do I have to tell you?\Hey, you, where are you going? response:	Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!
context: What's this?\Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?!\No, no!\How many times do I have to tell you?\Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?! response:	Why would I be in a hurry if not for Miss Kobayashi?
context: Episode 10\Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?!\No, no!\How many times do I have to tell you?\Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi? response:	I don't know!
context: Troupe Dragon, On Stage! (They Had A Troupe Name, Huh)\What are you doing?!\No, no!\How many times do I have to tell you?\Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi?\I don't know! response:	Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.
context: What are you doing?!\No, no!\How many times do I have to tell you?\Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi?\I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked. response:	But it's warmer this way.
context: No, no!\How many times do I have to tell you?\Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi?\I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way. response:	Sir Fafnir, you're out of the question!
context: How many times do I have to tell you?\Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi?\I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way.\Sir Fafnir, you're out of the question! response:	A father would never call his daughter a mere human!
context: Hey, you, where are you going?\Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi?\I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way.\Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human! response:	Hmph.
context: Tohru! Why would a passerby use Miss Kobayashi as reason to refuse her?!\Why would I be in a hurry if not for Miss Kobayashi?\I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way.\Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human!\Hmph. response:	Why can't you all stick to the script?
context: Why would I be in a hurry if not for Miss Kobayashi?\I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way.\Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human!\Hmph.\Why can't you all stick to the script? response:	Speaking of, this story doesn't have enough depth.
context: I don't know!\Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way.\Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human!\Hmph.\Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth. response:	Are you sure we won't bore the elderly with this?
context: Lady Lucoa! The grandmother wouldn't try to warm the girl up naked.\But it's warmer this way.\Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human!\Hmph.\Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this? response:	Now that you mention it, that's true...
context: But it's warmer this way.\Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human!\Hmph.\Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this?\Now that you mention it, that's true... response:	Then why don't we try changing it up?
context: Sir Fafnir, you're out of the question!\A father would never call his daughter a mere human!\Hmph.\Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this?\Now that you mention it, that's true...\Then why don't we try changing it up? response:	What are you suggesting we do?
context: A father would never call his daughter a mere human!\Hmph.\Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this?\Now that you mention it, that's true...\Then why don't we try changing it up?\What are you suggesting we do? response:	Well...
context: Hmph.\Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this?\Now that you mention it, that's true...\Then why don't we try changing it up?\What are you suggesting we do?\Well... response:	Let's make the story more fun.
context: Why can't you all stick to the script?\Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this?\Now that you mention it, that's true...\Then why don't we try changing it up?\What are you suggesting we do?\Well...\Let's make the story more fun. response:	I agree!
context: Speaking of, this story doesn't have enough depth.\Are you sure we won't bore the elderly with this?\Now that you mention it, that's true...\Then why don't we try changing it up?\What are you suggesting we do?\Well...\Let's make the story more fun.\I agree! response:	Why don't we try mixing in other myths too, like the kasajizou?
context: Are you sure we won't bore the elderly with this?\Now that you mention it, that's true...\Then why don't we try changing it up?\What are you suggesting we do?\Well...\Let's make the story more fun.\I agree!\Why don't we try mixing in other myths too, like the kasajizou? response:	Have it selling hats next to the girl.
context: Now that you mention it, that's true...\Then why don't we try changing it up?\What are you suggesting we do?\Well...\Let's make the story more fun.\I agree!\Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl. response:	What a mean man.
context: Then why don't we try changing it up?\What are you suggesting we do?\Well...\Let's make the story more fun.\I agree!\Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl.\What a mean man. response:	Why not?
context: What are you suggesting we do?\Well...\Let's make the story more fun.\I agree!\Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl.\What a mean man.\Why not? response:	The main character should be a magical girl.
context: Well...\Let's make the story more fun.\I agree!\Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl.\What a mean man.\Why not?\The main character should be a magical girl. response:	Thank you very much!
context: Let's make the story more fun.\I agree!\Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl.\What a mean man.\Why not?\The main character should be a magical girl.\Thank you very much! response:	She can obtain the power to burn this corrupt world to ash.
context: I agree!\Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl.\What a mean man.\Why not?\The main character should be a magical girl.\Thank you very much!\She can obtain the power to burn this corrupt world to ash. response:	Now there's nothing from the original left.
context: Why don't we try mixing in other myths too, like the kasajizou?\Have it selling hats next to the girl.\What a mean man.\Why not?\The main character should be a magical girl.\Thank you very much!\She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left. response:	Oh, 47 Ronin is popular with the elderly, too.
context: Have it selling hats next to the girl.\What a mean man.\Why not?\The main character should be a magical girl.\Thank you very much!\She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too. response:	The one about humans and their quest for revenge, right? Sounds interesting.
context: What a mean man.\Why not?\The main character should be a magical girl.\Thank you very much!\She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting. response:	Are there any dragons?
context: Why not?\The main character should be a magical girl.\Thank you very much!\She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons? response:	We might as well have some while we're at it, right?
context: The main character should be a magical girl.\Thank you very much!\She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons?\We might as well have some while we're at it, right? response:	Hey, Grandma!
context: Thank you very much!\She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons?\We might as well have some while we're at it, right?\Hey, Grandma! response:	Don't make it weirdly sexy.
context: She can obtain the power to burn this corrupt world to ash.\Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons?\We might as well have some while we're at it, right?\Hey, Grandma!\Don't make it weirdly sexy. response:	Narrator, stop grinning.
context: Now there's nothing from the original left.\Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons?\We might as well have some while we're at it, right?\Hey, Grandma!\Don't make it weirdly sexy.\Narrator, stop grinning. response:	Kanna.
context: Oh, 47 Ronin is popular with the elderly, too.\The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons?\We might as well have some while we're at it, right?\Hey, Grandma!\Don't make it weirdly sexy.\Narrator, stop grinning.\Kanna. response:	It sounds like Santa won't be coming for a while longer.
context: The one about humans and their quest for revenge, right? Sounds interesting.\Are there any dragons?\We might as well have some while we're at it, right?\Hey, Grandma!\Don't make it weirdly sexy.\Narrator, stop grinning.\Kanna.\It sounds like Santa won't be coming for a while longer. response:	Does Santa know where we are?
context: Are there any dragons?\We might as well have some while we're at it, right?\Hey, Grandma!\Don't make it weirdly sexy.\Narrator, stop grinning.\Kanna.\It sounds like Santa won't be coming for a while longer.\Does Santa know where we are? response:	Will he really come?
context: We might as well have some while we're at it, right?\Hey, Grandma!\Don't make it weirdly sexy.\Narrator, stop grinning.\Kanna.\It sounds like Santa won't be coming for a while longer.\Does Santa know where we are?\Will he really come? response:	Who knows?
context: Hey, Grandma!\Don't make it weirdly sexy.\Narrator, stop grinning.\Kanna.\It sounds like Santa won't be coming for a while longer.\Does Santa know where we are?\Will he really come?\Who knows? response:	Ah, I'm beat.
context: Don't make it weirdly sexy.\Narrator, stop grinning.\Kanna.\It sounds like Santa won't be coming for a while longer.\Does Santa know where we are?\Will he really come?\Who knows?\Ah, I'm beat. response:	Chimney Here
context: Narrator, stop grinning.\Kanna.\It sounds like Santa won't be coming for a while longer.\Does Santa know where we are?\Will he really come?\Who knows?\Ah, I'm beat.\Chimney Here response:	Good Girl
context: Kanna.\It sounds like Santa won't be coming for a while longer.\Does Santa know where we are?\Will he really come?\Who knows?\Ah, I'm beat.\Chimney Here\Good Girl response:	This is the home of the good girl, Kobayashi Kanna
context: It sounds like Santa won't be coming for a while longer.\Does Santa know where we are?\Will he really come?\Who knows?\Ah, I'm beat.\Chimney Here\Good Girl\This is the home of the good girl, Kobayashi Kanna response:	What's this?!
context: Does Santa know where we are?\Will he really come?\Who knows?\Ah, I'm beat.\Chimney Here\Good Girl\This is the home of the good girl, Kobayashi Kanna\What's this?! response:	Merry Christmas!
context: Will he really come?\Who knows?\Ah, I'm beat.\Chimney Here\Good Girl\This is the home of the good girl, Kobayashi Kanna\What's this?!\Merry Christmas! response:	Take home some cake!
context: Who knows?\Ah, I'm beat.\Chimney Here\Good Girl\This is the home of the good girl, Kobayashi Kanna\What's this?!\Merry Christmas!\Take home some cake! response:	Did we make it in time?
context: Ah, I'm beat.\Chimney Here\Good Girl\This is the home of the good girl, Kobayashi Kanna\What's this?!\Merry Christmas!\Take home some cake!\Did we make it in time? response:	Looks like it.
context: Chimney Here\Good Girl\This is the home of the good girl, Kobayashi Kanna\What's this?!\Merry Christmas!\Take home some cake!\Did we make it in time?\Looks like it. response:	It's about to start.
context: Good Girl\This is the home of the good girl, Kobayashi Kanna\What's this?!\Merry Christmas!\Take home some cake!\Did we make it in time?\Looks like it.\It's about to start. response:	Now then, we'll be starting the performance of The Little Match Girl brought to you
context: This is the home of the good girl, Kobayashi Kanna\What's this?!\Merry Christmas!\Take home some cake!\Did we make it in time?\Looks like it.\It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you response:	by the Oborozuka Shopping District.
context: What's this?!\Merry Christmas!\Take home some cake!\Did we make it in time?\Looks like it.\It's about to start.\Now then, we'll be starting the performance of The Little Match Girl brought to you\by the Oborozuka Shopping District. response:	Please enjoy the show.
