context: It appears that you're the last one. response:	Damn it! You damn brats... Who do you think you are?!
context: Stop.\I-Is this kid a natural esper?\Could you guys manufacture this can?\Huh?\Could you actually grow the vegetables in this sandwich?\Could you fix that glass door you just broke?\Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say? response:	You guys are making a huge mistake,
context: I-Is this kid a natural esper?\Could you guys manufacture this can?\Huh?\Could you actually grow the vegetables in this sandwich?\Could you fix that glass door you just broke?\Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say?\You guys are making a huge mistake, response:	thinking you're special just because of your powers.
context: Could you guys manufacture this can?\Huh?\Could you actually grow the vegetables in this sandwich?\Could you fix that glass door you just broke?\Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say?\You guys are making a huge mistake,\thinking you're special just because of your powers. response:	You should realize that you're only able to survive thanks to the help of others.
context: Huh?\Could you actually grow the vegetables in this sandwich?\Could you fix that glass door you just broke?\Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say?\You guys are making a huge mistake,\thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others. response:	You fool! You can make anyone submit to you as long as you have power!
context: Could you actually grow the vegetables in this sandwich?\Could you fix that glass door you just broke?\Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say?\You guys are making a huge mistake,\thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power! response:	One last thing... Don't use your physic powers against others.
context: Could you fix that glass door you just broke?\Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say?\You guys are making a huge mistake,\thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others. response:	If you don't have anyone who can give you that advice,
context: Could your powers help you hit upon the idea of giving out a freebie for a lucky draw?\The hell are you trying to say?\You guys are making a huge mistake,\thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice, response:	I'll do it.
context: The hell are you trying to say?\You guys are making a huge mistake,\thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice,\I'll do it. response:	Holy crap, he's pissed. I'm gonna get back.
context: You guys are making a huge mistake,\thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice,\I'll do it.\Holy crap, he's pissed. I'm gonna get back. response:	An attack by the enemy?
context: thinking you're special just because of your powers.\You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice,\I'll do it.\Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy? response:	Gather everyone up!
context: You should realize that you're only able to survive thanks to the help of others.\You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice,\I'll do it.\Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy?\Gather everyone up! response:	Well, well...
context: You fool! You can make anyone submit to you as long as you have power!\One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice,\I'll do it.\Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy?\Gather everyone up!\Well, well... response:	Looks like we had quite the stray show up.
context: One last thing... Don't use your physic powers against others.\If you don't have anyone who can give you that advice,\I'll do it.\Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy?\Gather everyone up!\Well, well...\Looks like we had quite the stray show up. response:	Minegishi-san!
context: If you don't have anyone who can give you that advice,\I'll do it.\Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy?\Gather everyone up!\Well, well...\Looks like we had quite the stray show up.\Minegishi-san! response:	I'll take him down. You guys back me up.
context: I'll do it.\Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy?\Gather everyone up!\Well, well...\Looks like we had quite the stray show up.\Minegishi-san!\I'll take him down. You guys back me up. response:	These will grow as much as I'd like if I give them my power,
context: Holy crap, he's pissed. I'm gonna get back.\An attack by the enemy?\Gather everyone up!\Well, well...\Looks like we had quite the stray show up.\Minegishi-san!\I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power, response:	and multiply as much as I'd like.
context: An attack by the enemy?\Gather everyone up!\Well, well...\Looks like we had quite the stray show up.\Minegishi-san!\I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like. response:	You can do it, too?
context: Gather everyone up!\Well, well...\Looks like we had quite the stray show up.\Minegishi-san!\I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like.\You can do it, too? response:	You don't really like plants, do you?
context: Well, well...\Looks like we had quite the stray show up.\Minegishi-san!\I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like.\You can do it, too?\You don't really like plants, do you? response:	That's right. They're merely tools.
context: Looks like we had quite the stray show up.\Minegishi-san!\I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like.\You can do it, too?\You don't really like plants, do you?\That's right. They're merely tools. response:	Go! Drop him!
context: Minegishi-san!\I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like.\You can do it, too?\You don't really like plants, do you?\That's right. They're merely tools.\Go! Drop him! response:	Help Minegishi-san out!
context: I'll take him down. You guys back me up.\These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like.\You can do it, too?\You don't really like plants, do you?\That's right. They're merely tools.\Go! Drop him!\Help Minegishi-san out! response:	Hit him with your telekinesis!
context: These will grow as much as I'd like if I give them my power,\and multiply as much as I'd like.\You can do it, too?\You don't really like plants, do you?\That's right. They're merely tools.\Go! Drop him!\Help Minegishi-san out!\Hit him with your telekinesis! response:	It's better to bend than break.
context: and multiply as much as I'd like.\You can do it, too?\You don't really like plants, do you?\That's right. They're merely tools.\Go! Drop him!\Help Minegishi-san out!\Hit him with your telekinesis!\It's better to bend than break. response:	You should join our side.
context: You can do it, too?\You don't really like plants, do you?\That's right. They're merely tools.\Go! Drop him!\Help Minegishi-san out!\Hit him with your telekinesis!\It's better to bend than break.\You should join our side. response:	That might be easier, but it's no fun.
context: You don't really like plants, do you?\That's right. They're merely tools.\Go! Drop him!\Help Minegishi-san out!\Hit him with your telekinesis!\It's better to bend than break.\You should join our side.\That might be easier, but it's no fun. response:	You should see the difference in our abilities by now.
context: That's right. They're merely tools.\Go! Drop him!\Help Minegishi-san out!\Hit him with your telekinesis!\It's better to bend than break.\You should join our side.\That might be easier, but it's no fun.\You should see the difference in our abilities by now. response:	You sure you won't change your mind if I hurt you a bit more?
context: Go! Drop him!\Help Minegishi-san out!\Hit him with your telekinesis!\It's better to bend than break.\You should join our side.\That might be easier, but it's no fun.\You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more? response:	I always wanted to be able to use psychic powers.
context: Help Minegishi-san out!\Hit him with your telekinesis!\It's better to bend than break.\You should join our side.\That might be easier, but it's no fun.\You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers. response:	But now that I've finally awakened to these powers, I finally understand...
context: Hit him with your telekinesis!\It's better to bend than break.\You should join our side.\That might be easier, but it's no fun.\You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand... response:	To shed blood, sweat, and tears in order to live a fun life...
context: It's better to bend than break.\You should join our side.\That might be easier, but it's no fun.\You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life... response:	What I really wanted was that kind of wholehearted devotion.
context: You should join our side.\That might be easier, but it's no fun.\You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion. response:	I won't let anyone take away my ability to live a fun life!
context: That might be easier, but it's no fun.\You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life! response:	Guess you might not be a good fit, after all.
context: You should see the difference in our abilities by now.\You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all. response:	In that case, I'll just...
context: You sure you won't change your mind if I hurt you a bit more?\I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all.\In that case, I'll just... response:	Ow...
context: I always wanted to be able to use psychic powers.\But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all.\In that case, I'll just...\Ow... response:	I managed to land a hit for the first time!
context: But now that I've finally awakened to these powers, I finally understand...\To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all.\In that case, I'll just...\Ow...\I managed to land a hit for the first time! response:	My, my, you're far more resilient than I'd imagined.
context: To shed blood, sweat, and tears in order to live a fun life...\What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all.\In that case, I'll just...\Ow...\I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined. response:	We need to repay you for what you did earlier.
context: What I really wanted was that kind of wholehearted devotion.\I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all.\In that case, I'll just...\Ow...\I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier. response:	I guess you're not sewer rats. You're cockroaches.
context: I won't let anyone take away my ability to live a fun life!\Guess you might not be a good fit, after all.\In that case, I'll just...\Ow...\I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches. response:	We've changed since we were in Claw.
context: Guess you might not be a good fit, after all.\In that case, I'll just...\Ow...\I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw. response:	Now that we want independence, we're far more resilient.
context: In that case, I'll just...\Ow...\I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw.\Now that we want independence, we're far more resilient. response:	The results won't change, no matter how many times you try.
context: Ow...\I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw.\Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try. response:	Don't act so tough. We know you're panicking.
context: I managed to land a hit for the first time!\My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw.\Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking. response:	Even if you can read our moves,
context: My, my, you're far more resilient than I'd imagined.\We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw.\Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking.\Even if you can read our moves, response:	you should hit your limit with so many people.
context: We need to repay you for what you did earlier.\I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw.\Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking.\Even if you can read our moves,\you should hit your limit with so many people. response:	I'll be getting my revenge!
context: I guess you're not sewer rats. You're cockroaches.\We've changed since we were in Claw.\Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking.\Even if you can read our moves,\you should hit your limit with so many people.\I'll be getting my revenge! response:	Takeuchi!
context: We've changed since we were in Claw.\Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking.\Even if you can read our moves,\you should hit your limit with so many people.\I'll be getting my revenge!\Takeuchi! response:	Tsuchiya!
context: Now that we want independence, we're far more resilient.\The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking.\Even if you can read our moves,\you should hit your limit with so many people.\I'll be getting my revenge!\Takeuchi!\Tsuchiya! response:	Not happening!
context: The results won't change, no matter how many times you try.\Don't act so tough. We know you're panicking.\Even if you can read our moves,\you should hit your limit with so many people.\I'll be getting my revenge!\Takeuchi!\Tsuchiya!\Not happening! response:	Aren't you going to shoot?
context: Don't act so tough. We know you're panicking.\Even if you can read our moves,\you should hit your limit with so many people.\I'll be getting my revenge!\Takeuchi!\Tsuchiya!\Not happening!\Aren't you going to shoot? response:	I don't think capture tactics will be of much use.
context: Even if you can read our moves,\you should hit your limit with so many people.\I'll be getting my revenge!\Takeuchi!\Tsuchiya!\Not happening!\Aren't you going to shoot?\I don't think capture tactics will be of much use. response:	I told you...
context: you should hit your limit with so many people.\I'll be getting my revenge!\Takeuchi!\Tsuchiya!\Not happening!\Aren't you going to shoot?\I don't think capture tactics will be of much use.\I told you... response:	Cleaning
context: I'll be getting my revenge!\Takeuchi!\Tsuchiya!\Not happening!\Aren't you going to shoot?\I don't think capture tactics will be of much use.\I told you...\Cleaning response:	The result won't change, no matter how many of you there are.
context: Takeuchi!\Tsuchiya!\Not happening!\Aren't you going to shoot?\I don't think capture tactics will be of much use.\I told you...\Cleaning\The result won't change, no matter how many of you there are. response:	Attack more!
context: Tsuchiya!\Not happening!\Aren't you going to shoot?\I don't think capture tactics will be of much use.\I told you...\Cleaning\The result won't change, no matter how many of you there are.\Attack more! response:	The more moves we make,
context: Not happening!\Aren't you going to shoot?\I don't think capture tactics will be of much use.\I told you...\Cleaning\The result won't change, no matter how many of you there are.\Attack more!\The more moves we make, response:	we can figure out where he'll teleport and finish him!
context: Aren't you going to shoot?\I don't think capture tactics will be of much use.\I told you...\Cleaning\The result won't change, no matter how many of you there are.\Attack more!\The more moves we make,\we can figure out where he'll teleport and finish him! response:	They're far more capable than those people in the division...
context: I don't think capture tactics will be of much use.\I told you...\Cleaning\The result won't change, no matter how many of you there are.\Attack more!\The more moves we make,\we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division... response:	Don't stop, Shigeo!
context: I told you...\Cleaning\The result won't change, no matter how many of you there are.\Attack more!\The more moves we make,\we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division...\Don't stop, Shigeo! response:	All right! He's panicking! Let's hit him some more!
context: Cleaning\The result won't change, no matter how many of you there are.\Attack more!\The more moves we make,\we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division...\Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more! response:	Looks like you're having some trouble.
context: The result won't change, no matter how many of you there are.\Attack more!\The more moves we make,\we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division...\Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble. response:	You're...
context: Attack more!\The more moves we make,\we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division...\Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble.\You're... response:	I wouldn't mind lending you my support.
context: The more moves we make,\we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division...\Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble.\You're...\I wouldn't mind lending you my support. response:	Now, go!
context: we can figure out where he'll teleport and finish him!\They're far more capable than those people in the division...\Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble.\You're...\I wouldn't mind lending you my support.\Now, go! response:	It's Matsuo, the evil-spirit user!
context: They're far more capable than those people in the division...\Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble.\You're...\I wouldn't mind lending you my support.\Now, go!\It's Matsuo, the evil-spirit user! response:	He's gonna send all kinds of monsters at us!
context: Don't stop, Shigeo!\All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble.\You're...\I wouldn't mind lending you my support.\Now, go!\It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us! response:	I'd appreciate it if you wouldn't underestimate me...
context: All right! He's panicking! Let's hit him some more!\Looks like you're having some trouble.\You're...\I wouldn't mind lending you my support.\Now, go!\It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me... response:	Matsuo-san!
context: Looks like you're having some trouble.\You're...\I wouldn't mind lending you my support.\Now, go!\It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me...\Matsuo-san! response:	What's this small bottle?
context: You're...\I wouldn't mind lending you my support.\Now, go!\It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me...\Matsuo-san!\What's this small bottle? response:	Talk about bad taste.
context: I wouldn't mind lending you my support.\Now, go!\It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me...\Matsuo-san!\What's this small bottle?\Talk about bad taste. response:	N-No, anything but that!
context: Now, go!\It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me...\Matsuo-san!\What's this small bottle?\Talk about bad taste.\N-No, anything but that! response:	Even I can't control it! Don't touch it!
context: It's Matsuo, the evil-spirit user!\He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me...\Matsuo-san!\What's this small bottle?\Talk about bad taste.\N-No, anything but that!\Even I can't control it! Don't touch it! response:	You dumbass! We have Minegishi-san!
context: He's gonna send all kinds of monsters at us!\I'd appreciate it if you wouldn't underestimate me...\Matsuo-san!\What's this small bottle?\Talk about bad taste.\N-No, anything but that!\Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san! response:	Wh-What? Why's everyone falling...
context: I'd appreciate it if you wouldn't underestimate me...\Matsuo-san!\What's this small bottle?\Talk about bad taste.\N-No, anything but that!\Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling... response:	What... is that?
context: Matsuo-san!\What's this small bottle?\Talk about bad taste.\N-No, anything but that!\Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling...\What... is that? response:	Mogami-san!
context: What's this small bottle?\Talk about bad taste.\N-No, anything but that!\Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling...\What... is that?\Mogami-san! response:	This isn't good.
context: Talk about bad taste.\N-No, anything but that!\Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling...\What... is that?\Mogami-san!\This isn't good. response:	What is that?
context: N-No, anything but that!\Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling...\What... is that?\Mogami-san!\This isn't good.\What is that? response:	So, after the poison jar, you now want me to devour a horde of espers...
context: Even I can't control it! Don't touch it!\You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling...\What... is that?\Mogami-san!\This isn't good.\What is that?\So, after the poison jar, you now want me to devour a horde of espers... response:	You're such lowly creatures...
context: You dumbass! We have Minegishi-san!\Wh-What? Why's everyone falling...\What... is that?\Mogami-san!\This isn't good.\What is that?\So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures... response:	Wh-What the hell is that?!
context: Wh-What? Why's everyone falling...\What... is that?\Mogami-san!\This isn't good.\What is that?\So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures...\Wh-What the hell is that?! response:	My plants aren't listening to me!
context: What... is that?\Mogami-san!\This isn't good.\What is that?\So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures...\Wh-What the hell is that?!\My plants aren't listening to me! response:	Mob Psycho
context: Mogami-san!\This isn't good.\What is that?\So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures...\Wh-What the hell is that?!\My plants aren't listening to me!\Mob Psycho response:	Winner
context: This isn't good.\What is that?\So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures...\Wh-What the hell is that?!\My plants aren't listening to me!\Mob Psycho\Winner response:	Mob Psycho
context: What is that?\So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures...\Wh-What the hell is that?!\My plants aren't listening to me!\Mob Psycho\Winner\Mob Psycho response:	Wi
context: So, after the poison jar, you now want me to devour a horde of espers...\You're such lowly creatures...\Wh-What the hell is that?!\My plants aren't listening to me!\Mob Psycho\Winner\Mob Psycho\Wi response:	Stop!
context: You're such lowly creatures...\Wh-What the hell is that?!\My plants aren't listening to me!\Mob Psycho\Winner\Mob Psycho\Wi\Stop! response:	Why are you trying to stop me?
context: Wh-What the hell is that?!\My plants aren't listening to me!\Mob Psycho\Winner\Mob Psycho\Wi\Stop!\Why are you trying to stop me? response:	I've been watching, and none of these insects deserve to live.
context: My plants aren't listening to me!\Mob Psycho\Winner\Mob Psycho\Wi\Stop!\Why are you trying to stop me?\I've been watching, and none of these insects deserve to live. response:	There are humans that never change.
context: Mob Psycho\Winner\Mob Psycho\Wi\Stop!\Why are you trying to stop me?\I've been watching, and none of these insects deserve to live.\There are humans that never change. response:	But... they might be able to change!
context: Winner\Mob Psycho\Wi\Stop!\Why are you trying to stop me?\I've been watching, and none of these insects deserve to live.\There are humans that never change.\But... they might be able to change! response:	Promise that you won't do anything bad ever again!
context: Mob Psycho\Wi\Stop!\Why are you trying to stop me?\I've been watching, and none of these insects deserve to live.\There are humans that never change.\But... they might be able to change!\Promise that you won't do anything bad ever again! response:	I promise... Spare me...
context: Wi\Stop!\Why are you trying to stop me?\I've been watching, and none of these insects deserve to live.\There are humans that never change.\But... they might be able to change!\Promise that you won't do anything bad ever again!\I promise... Spare me... response:	See?!
context: Stop!\Why are you trying to stop me?\I've been watching, and none of these insects deserve to live.\There are humans that never change.\But... they might be able to change!\Promise that you won't do anything bad ever again!\I promise... Spare me...\See?! response:	What if he's just lying so he can survive?
context: Why are you trying to stop me?\I've been watching, and none of these insects deserve to live.\There are humans that never change.\But... they might be able to change!\Promise that you won't do anything bad ever again!\I promise... Spare me...\See?!\What if he's just lying so he can survive? response:	Are you going to watch over them until they've reformed?
context: I've been watching, and none of these insects deserve to live.\There are humans that never change.\But... they might be able to change!\Promise that you won't do anything bad ever again!\I promise... Spare me...\See?!\What if he's just lying so he can survive?\Are you going to watch over them until they've reformed? response:	You think you can keep an eye on them forever?
context: There are humans that never change.\But... they might be able to change!\Promise that you won't do anything bad ever again!\I promise... Spare me...\See?!\What if he's just lying so he can survive?\Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever? response:	Well... no.
context: But... they might be able to change!\Promise that you won't do anything bad ever again!\I promise... Spare me...\See?!\What if he's just lying so he can survive?\Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever?\Well... no. response:	But we need to have faith in one another in order to get through life.
context: Promise that you won't do anything bad ever again!\I promise... Spare me...\See?!\What if he's just lying so he can survive?\Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever?\Well... no.\But we need to have faith in one another in order to get through life. response:	If we can't do that, we'll never get anywhere.
context: I promise... Spare me...\See?!\What if he's just lying so he can survive?\Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever?\Well... no.\But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere. response:	I'd expect nothing less from you.
context: See?!\What if he's just lying so he can survive?\Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever?\Well... no.\But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere.\I'd expect nothing less from you. response:	But there are things that can't be solved with mere kindness.
context: What if he's just lying so he can survive?\Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever?\Well... no.\But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere.\I'd expect nothing less from you.\But there are things that can't be solved with mere kindness. response:	It's also necessary to be hard on people at times.
context: Are you going to watch over them until they've reformed?\You think you can keep an eye on them forever?\Well... no.\But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere.\I'd expect nothing less from you.\But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times. response:	If you can do that, you will be invincible, Kageyama Shigeo-kun.
context: You think you can keep an eye on them forever?\Well... no.\But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere.\I'd expect nothing less from you.\But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun. response:	Did Mogami disappear for good this time, or...?
context: Well... no.\But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere.\I'd expect nothing less from you.\But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...? response:	Be hard on people, huh?
context: But we need to have faith in one another in order to get through life.\If we can't do that, we'll never get anywhere.\I'd expect nothing less from you.\But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...?\Be hard on people, huh? response:	I'm not very good at that.
context: If we can't do that, we'll never get anywhere.\I'd expect nothing less from you.\But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...?\Be hard on people, huh?\I'm not very good at that. response:	I'm here now. Claw is finished!
context: I'd expect nothing less from you.\But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...?\Be hard on people, huh?\I'm not very good at that.\I'm here now. Claw is finished! response:	Sho, there must've been a better way of doing this.
context: But there are things that can't be solved with mere kindness.\It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...?\Be hard on people, huh?\I'm not very good at that.\I'm here now. Claw is finished!\Sho, there must've been a better way of doing this. response:	We're family.
context: It's also necessary to be hard on people at times.\If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...?\Be hard on people, huh?\I'm not very good at that.\I'm here now. Claw is finished!\Sho, there must've been a better way of doing this.\We're family. response:	What? Now you want to act like a father?
context: If you can do that, you will be invincible, Kageyama Shigeo-kun.\Did Mogami disappear for good this time, or...?\Be hard on people, huh?\I'm not very good at that.\I'm here now. Claw is finished!\Sho, there must've been a better way of doing this.\We're family.\What? Now you want to act like a father? response:	You never cared about a damn thing I said.
context: Did Mogami disappear for good this time, or...?\Be hard on people, huh?\I'm not very good at that.\I'm here now. Claw is finished!\Sho, there must've been a better way of doing this.\We're family.\What? Now you want to act like a father?\You never cared about a damn thing I said. response:	You should've attacked while playing the obedient son.
