context: What's wrong? response:	Your eyes.
context: I used these when I was young.\Very nice. Try them on.\Yeah. They look good on you.\Really!\Well, I'm going to get going now.\I have to get back to the office.\Oh.\Violet. response:	Listen to Tiffany, okay?
context: Very nice. Try them on.\Yeah. They look good on you.\Really!\Well, I'm going to get going now.\I have to get back to the office.\Oh.\Violet.\Listen to Tiffany, okay? response:	It's okay.
context: Yeah. They look good on you.\Really!\Well, I'm going to get going now.\I have to get back to the office.\Oh.\Violet.\Listen to Tiffany, okay?\It's okay. response:	Don't worry about me.
context: Really!\Well, I'm going to get going now.\I have to get back to the office.\Oh.\Violet.\Listen to Tiffany, okay?\It's okay.\Don't worry about me. response:	Think of me as your real mother.
context: Well, I'm going to get going now.\I have to get back to the office.\Oh.\Violet.\Listen to Tiffany, okay?\It's okay.\Don't worry about me.\Think of me as your real mother. response:	Tell me anything. Okay?
context: I have to get back to the office.\Oh.\Violet.\Listen to Tiffany, okay?\It's okay.\Don't worry about me.\Think of me as your real mother.\Tell me anything. Okay? response:	don't have parents, so, I don't need any replacements.
context: Oh.\Violet.\Listen to Tiffany, okay?\It's okay.\Don't worry about me.\Think of me as your real mother.\Tell me anything. Okay?\don't have parents, so, I don't need any replacements. response:	Don't say that.
context: Violet.\Listen to Tiffany, okay?\It's okay.\Don't worry about me.\Think of me as your real mother.\Tell me anything. Okay?\don't have parents, so, I don't need any replacements.\Don't say that. response:	I had a son,
context: Listen to Tiffany, okay?\It's okay.\Don't worry about me.\Think of me as your real mother.\Tell me anything. Okay?\don't have parents, so, I don't need any replacements.\Don't say that.\I had a son, response:	but he was killed in the war.
context: It's okay.\Don't worry about me.\Think of me as your real mother.\Tell me anything. Okay?\don't have parents, so, I don't need any replacements.\Don't say that.\I had a son,\but he was killed in the war. response:	I can't become a replacement for your lost child.
context: Don't worry about me.\Think of me as your real mother.\Tell me anything. Okay?\don't have parents, so, I don't need any replacements.\Don't say that.\I had a son,\but he was killed in the war.\I can't become a replacement for your lost child. response:	Violet. Gilbert's wish is for you to happily live here.
context: Think of me as your real mother.\Tell me anything. Okay?\don't have parents, so, I don't need any replacements.\Don't say that.\I had a son,\but he was killed in the war.\I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here. response:	So, do you understand?
context: Tell me anything. Okay?\don't have parents, so, I don't need any replacements.\Don't say that.\I had a son,\but he was killed in the war.\I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here.\So, do you understand? response:	The major.
context: don't have parents, so, I don't need any replacements.\Don't say that.\I had a son,\but he was killed in the war.\I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here.\So, do you understand?\The major. response:	The major. Why is he leaving me here?
context: Don't say that.\I had a son,\but he was killed in the war.\I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here.\So, do you understand?\The major.\The major. Why is he leaving me here? response:	Is it because I lost my arms, and lost my value as a weapon?
context: I had a son,\but he was killed in the war.\I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here.\So, do you understand?\The major.\The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon? response:	If I just trained a little, I could still fight!
context: but he was killed in the war.\I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here.\So, do you understand?\The major.\The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight! response:	Violet. The war is over.
context: I can't become a replacement for your lost child.\Violet. Gilbert's wish is for you to happily live here.\So, do you understand?\The major.\The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight!\Violet. The war is over. response:	I'm the major's tool.
context: Violet. Gilbert's wish is for you to happily live here.\So, do you understand?\The major.\The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight!\Violet. The war is over.\I'm the major's tool. response:	But if he doesn't need me anymore,
context: So, do you understand?\The major.\The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight!\Violet. The war is over.\I'm the major's tool.\But if he doesn't need me anymore, response:	then I should be thrown away.
context: The major.\The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight!\Violet. The war is over.\I'm the major's tool.\But if he doesn't need me anymore,\then I should be thrown away. response:	Throw me away.
context: The major. Why is he leaving me here?\Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight!\Violet. The war is over.\I'm the major's tool.\But if he doesn't need me anymore,\then I should be thrown away.\Throw me away. response:	Throw me away somewhere.
context: Is it because I lost my arms, and lost my value as a weapon?\If I just trained a little, I could still fight!\Violet. The war is over.\I'm the major's tool.\But if he doesn't need me anymore,\then I should be thrown away.\Throw me away.\Throw me away somewhere. response:	Lt. Colonel Hodgins.
context: If I just trained a little, I could still fight!\Violet. The war is over.\I'm the major's tool.\But if he doesn't need me anymore,\then I should be thrown away.\Throw me away.\Throw me away somewhere.\Lt. Colonel Hodgins. response:	Oh, I forgot to tell you.
context: Violet. The war is over.\I'm the major's tool.\But if he doesn't need me anymore,\then I should be thrown away.\Throw me away.\Throw me away somewhere.\Lt. Colonel Hodgins.\Oh, I forgot to tell you. response:	I left the army. I'm not a Lt. Colonel anymore
context: I'm the major's tool.\But if he doesn't need me anymore,\then I should be thrown away.\Throw me away.\Throw me away somewhere.\Lt. Colonel Hodgins.\Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore response:	Then what should I call you?
context: But if he doesn't need me anymore,\then I should be thrown away.\Throw me away.\Throw me away somewhere.\Lt. Colonel Hodgins.\Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore\Then what should I call you? response:	Call me President.
context: then I should be thrown away.\Throw me away.\Throw me away somewhere.\Lt. Colonel Hodgins.\Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore\Then what should I call you?\Call me President. response:	This is my company.
context: Throw me away.\Throw me away somewhere.\Lt. Colonel Hodgins.\Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore\Then what should I call you?\Call me President.\This is my company. response:	I bought an old house and renovated it a bit.
context: Throw me away somewhere.\Lt. Colonel Hodgins.\Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore\Then what should I call you?\Call me President.\This is my company.\I bought an old house and renovated it a bit. response:	The first floor is the reception.
context: Lt. Colonel Hodgins.\Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore\Then what should I call you?\Call me President.\This is my company.\I bought an old house and renovated it a bit.\The first floor is the reception. response:	Sir. Please write the receiver's and sender's address on this form.
context: Oh, I forgot to tell you.\I left the army. I'm not a Lt. Colonel anymore\Then what should I call you?\Call me President.\This is my company.\I bought an old house and renovated it a bit.\The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form. response:	Please allow three days for delivery.
context: I left the army. I'm not a Lt. Colonel anymore\Then what should I call you?\Call me President.\This is my company.\I bought an old house and renovated it a bit.\The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery. response:	The second floor houses the office and the writing department.
context: Then what should I call you?\Call me President.\This is my company.\I bought an old house and renovated it a bit.\The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery.\The second floor houses the office and the writing department. response:	Writing?
context: Call me President.\This is my company.\I bought an old house and renovated it a bit.\The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery.\The second floor houses the office and the writing department.\Writing? response:	Yeah.
context: This is my company.\I bought an old house and renovated it a bit.\The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery.\The second floor houses the office and the writing department.\Writing?\Yeah. response:	This department writes letters at the requests of our clients.
context: I bought an old house and renovated it a bit.\The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery.\The second floor houses the office and the writing department.\Writing?\Yeah.\This department writes letters at the requests of our clients. response:	There are still many people who don't know how to write.
context: The first floor is the reception.\Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery.\The second floor houses the office and the writing department.\Writing?\Yeah.\This department writes letters at the requests of our clients.\There are still many people who don't know how to write. response:	I didn't know how to write either until the major taught me how.
context: Sir. Please write the receiver's and sender's address on this form.\Please allow three days for delivery.\The second floor houses the office and the writing department.\Writing?\Yeah.\This department writes letters at the requests of our clients.\There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how. response:	I see.
context: Please allow three days for delivery.\The second floor houses the office and the writing department.\Writing?\Yeah.\This department writes letters at the requests of our clients.\There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how.\I see. response:	I was thinking about starting a business once the war ended.
context: The second floor houses the office and the writing department.\Writing?\Yeah.\This department writes letters at the requests of our clients.\There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how.\I see.\I was thinking about starting a business once the war ended. response:	The government's postal service doesn't address the civilian's needs,
context: Writing?\Yeah.\This department writes letters at the requests of our clients.\There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how.\I see.\I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs, response:	so, I thought it would be a good opportunity.
context: Yeah.\This department writes letters at the requests of our clients.\There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how.\I see.\I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity. response:	I have an order for you.
context: This department writes letters at the requests of our clients.\There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how.\I see.\I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity.\I have an order for you. response:	Violet Evergarden.
context: There are still many people who don't know how to write.\I didn't know how to write either until the major taught me how.\I see.\I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity.\I have an order for you.\Violet Evergarden. response:	Gilbert left you with me.
context: I didn't know how to write either until the major taught me how.\I see.\I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity.\I have an order for you.\Violet Evergarden.\Gilbert left you with me. response:	So, I'm giving you orders instead.
context: I see.\I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity.\I have an order for you.\Violet Evergarden.\Gilbert left you with me.\So, I'm giving you orders instead. response:	You're still useful.
context: I was thinking about starting a business once the war ended.\The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity.\I have an order for you.\Violet Evergarden.\Gilbert left you with me.\So, I'm giving you orders instead.\You're still useful. response:	You can work. Here.
context: The government's postal service doesn't address the civilian's needs,\so, I thought it would be a good opportunity.\I have an order for you.\Violet Evergarden.\Gilbert left you with me.\So, I'm giving you orders instead.\You're still useful.\You can work. Here. response:	Benedict.
context: so, I thought it would be a good opportunity.\I have an order for you.\Violet Evergarden.\Gilbert left you with me.\So, I'm giving you orders instead.\You're still useful.\You can work. Here.\Benedict. response:	What's up, President?
context: I have an order for you.\Violet Evergarden.\Gilbert left you with me.\So, I'm giving you orders instead.\You're still useful.\You can work. Here.\Benedict.\What's up, President? response:	You're supposed to say How can I help you, President?
context: Violet Evergarden.\Gilbert left you with me.\So, I'm giving you orders instead.\You're still useful.\You can work. Here.\Benedict.\What's up, President?\You're supposed to say How can I help you, President? response:	So, what's up?
context: Gilbert left you with me.\So, I'm giving you orders instead.\You're still useful.\You can work. Here.\Benedict.\What's up, President?\You're supposed to say How can I help you, President?\So, what's up? response:	-What's up with you? -You did that on purpose!
context: So, I'm giving you orders instead.\You're still useful.\You can work. Here.\Benedict.\What's up, President?\You're supposed to say How can I help you, President?\So, what's up?\-What's up with you? -You did that on purpose! response:	This is Benedict. He's a postman.
context: You're still useful.\You can work. Here.\Benedict.\What's up, President?\You're supposed to say How can I help you, President?\So, what's up?\-What's up with you? -You did that on purpose!\This is Benedict. He's a postman. response:	He's an old friend from before I started this company.
context: You can work. Here.\Benedict.\What's up, President?\You're supposed to say How can I help you, President?\So, what's up?\-What's up with you? -You did that on purpose!\This is Benedict. He's a postman.\He's an old friend from before I started this company. response:	Benedict, this is Violet.
context: Benedict.\What's up, President?\You're supposed to say How can I help you, President?\So, what's up?\-What's up with you? -You did that on purpose!\This is Benedict. He's a postman.\He's an old friend from before I started this company.\Benedict, this is Violet. response:	She's going to work here as a postman, starting today.
context: What's up, President?\You're supposed to say How can I help you, President?\So, what's up?\-What's up with you? -You did that on purpose!\This is Benedict. He's a postman.\He's an old friend from before I started this company.\Benedict, this is Violet.\She's going to work here as a postman, starting today. response:	She's just a kid.
context: You're supposed to say How can I help you, President?\So, what's up?\-What's up with you? -You did that on purpose!\This is Benedict. He's a postman.\He's an old friend from before I started this company.\Benedict, this is Violet.\She's going to work here as a postman, starting today.\She's just a kid. response:	She's highly capable of performing her duties.
context: So, what's up?\-What's up with you? -You did that on purpose!\This is Benedict. He's a postman.\He's an old friend from before I started this company.\Benedict, this is Violet.\She's going to work here as a postman, starting today.\She's just a kid.\She's highly capable of performing her duties. response:	I'm going to go to the bank.
context: -What's up with you? -You did that on purpose!\This is Benedict. He's a postman.\He's an old friend from before I started this company.\Benedict, this is Violet.\She's going to work here as a postman, starting today.\She's just a kid.\She's highly capable of performing her duties.\I'm going to go to the bank. response:	Teach her what she needs to know, got it?
context: This is Benedict. He's a postman.\He's an old friend from before I started this company.\Benedict, this is Violet.\She's going to work here as a postman, starting today.\She's just a kid.\She's highly capable of performing her duties.\I'm going to go to the bank.\Teach her what she needs to know, got it? response:	Put your stuff here.
context: He's an old friend from before I started this company.\Benedict, this is Violet.\She's going to work here as a postman, starting today.\She's just a kid.\She's highly capable of performing her duties.\I'm going to go to the bank.\Teach her what she needs to know, got it?\Put your stuff here. response:	Yes, sir.
context: Benedict, this is Violet.\She's going to work here as a postman, starting today.\She's just a kid.\She's highly capable of performing her duties.\I'm going to go to the bank.\Teach her what she needs to know, got it?\Put your stuff here.\Yes, sir. response:	Your uniform. Change.
context: She's going to work here as a postman, starting today.\She's just a kid.\She's highly capable of performing her duties.\I'm going to go to the bank.\Teach her what she needs to know, got it?\Put your stuff here.\Yes, sir.\Your uniform. Change. response:	Yes, sir.
context: She's just a kid.\She's highly capable of performing her duties.\I'm going to go to the bank.\Teach her what she needs to know, got it?\Put your stuff here.\Yes, sir.\Your uniform. Change.\Yes, sir. response:	Hey, you! H... Hold on!
context: She's highly capable of performing her duties.\I'm going to go to the bank.\Teach her what she needs to know, got it?\Put your stuff here.\Yes, sir.\Your uniform. Change.\Yes, sir.\Hey, you! H... Hold on! response:	Oh, it's too big.
context: I'm going to go to the bank.\Teach her what she needs to know, got it?\Put your stuff here.\Yes, sir.\Your uniform. Change.\Yes, sir.\Hey, you! H... Hold on!\Oh, it's too big. response:	It's not a problem.
context: Teach her what she needs to know, got it?\Put your stuff here.\Yes, sir.\Your uniform. Change.\Yes, sir.\Hey, you! H... Hold on!\Oh, it's too big.\It's not a problem. response:	Wouldn't it be better to take those off?
context: Put your stuff here.\Yes, sir.\Your uniform. Change.\Yes, sir.\Hey, you! H... Hold on!\Oh, it's too big.\It's not a problem.\Wouldn't it be better to take those off? response:	Is it hard to sort the mail?
context: Yes, sir.\Your uniform. Change.\Yes, sir.\Hey, you! H... Hold on!\Oh, it's too big.\It's not a problem.\Wouldn't it be better to take those off?\Is it hard to sort the mail? response:	No, it's not a big problem.
context: Your uniform. Change.\Yes, sir.\Hey, you! H... Hold on!\Oh, it's too big.\It's not a problem.\Wouldn't it be better to take those off?\Is it hard to sort the mail?\No, it's not a big problem. response:	Sort them just like it says here. Put them in those shelves.
context: Yes, sir.\Hey, you! H... Hold on!\Oh, it's too big.\It's not a problem.\Wouldn't it be better to take those off?\Is it hard to sort the mail?\No, it's not a big problem.\Sort them just like it says here. Put them in those shelves. response:	There's a huge pile of mail, but no need to rush.
context: Hey, you! H... Hold on!\Oh, it's too big.\It's not a problem.\Wouldn't it be better to take those off?\Is it hard to sort the mail?\No, it's not a big problem.\Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush. response:	The break room is on the second floor.
context: Oh, it's too big.\It's not a problem.\Wouldn't it be better to take those off?\Is it hard to sort the mail?\No, it's not a big problem.\Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush.\The break room is on the second floor. response:	Yes, sir.
context: It's not a problem.\Wouldn't it be better to take those off?\Is it hard to sort the mail?\No, it's not a big problem.\Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush.\The break room is on the second floor.\Yes, sir. response:	Bye.
context: Wouldn't it be better to take those off?\Is it hard to sort the mail?\No, it's not a big problem.\Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush.\The break room is on the second floor.\Yes, sir.\Bye. response:	I've almost completed my duties.
context: Is it hard to sort the mail?\No, it's not a big problem.\Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush.\The break room is on the second floor.\Yes, sir.\Bye.\I've almost completed my duties. response:	Were you working the whole time? Without taking a break?
context: No, it's not a big problem.\Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush.\The break room is on the second floor.\Yes, sir.\Bye.\I've almost completed my duties.\Were you working the whole time? Without taking a break? response:	I'm used to long hours.
context: Sort them just like it says here. Put them in those shelves.\There's a huge pile of mail, but no need to rush.\The break room is on the second floor.\Yes, sir.\Bye.\I've almost completed my duties.\Were you working the whole time? Without taking a break?\I'm used to long hours. response:	Okay, do you want to try delivering the mail?
context: There's a huge pile of mail, but no need to rush.\The break room is on the second floor.\Yes, sir.\Bye.\I've almost completed my duties.\Were you working the whole time? Without taking a break?\I'm used to long hours.\Okay, do you want to try delivering the mail? response:	Delivering?
context: The break room is on the second floor.\Yes, sir.\Bye.\I've almost completed my duties.\Were you working the whole time? Without taking a break?\I'm used to long hours.\Okay, do you want to try delivering the mail?\Delivering? response:	You deliver the letter to the address that's written on it.
context: Yes, sir.\Bye.\I've almost completed my duties.\Were you working the whole time? Without taking a break?\I'm used to long hours.\Okay, do you want to try delivering the mail?\Delivering?\You deliver the letter to the address that's written on it. response:	I'm going home now.
context: Bye.\I've almost completed my duties.\Were you working the whole time? Without taking a break?\I'm used to long hours.\Okay, do you want to try delivering the mail?\Delivering?\You deliver the letter to the address that's written on it.\I'm going home now. response:	See you tomorrow.
context: I've almost completed my duties.\Were you working the whole time? Without taking a break?\I'm used to long hours.\Okay, do you want to try delivering the mail?\Delivering?\You deliver the letter to the address that's written on it.\I'm going home now.\See you tomorrow. response:	We will discuss financing after reviewing your performance. Right.
context: Were you working the whole time? Without taking a break?\I'm used to long hours.\Okay, do you want to try delivering the mail?\Delivering?\You deliver the letter to the address that's written on it.\I'm going home now.\See you tomorrow.\We will discuss financing after reviewing your performance. Right. response:	It looks like some companies do nighttime deliveries, too.
context: I'm used to long hours.\Okay, do you want to try delivering the mail?\Delivering?\You deliver the letter to the address that's written on it.\I'm going home now.\See you tomorrow.\We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too. response:	We can't handle that.
context: Okay, do you want to try delivering the mail?\Delivering?\You deliver the letter to the address that's written on it.\I'm going home now.\See you tomorrow.\We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too.\We can't handle that. response:	Violet!
context: Delivering?\You deliver the letter to the address that's written on it.\I'm going home now.\See you tomorrow.\We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too.\We can't handle that.\Violet! response:	What are you doing?
context: You deliver the letter to the address that's written on it.\I'm going home now.\See you tomorrow.\We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too.\We can't handle that.\Violet!\What are you doing? response:	I'm delivering the mail.
context: I'm going home now.\See you tomorrow.\We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too.\We can't handle that.\Violet!\What are you doing?\I'm delivering the mail. response:	Uh, mail delivery was meant for tomorrow.
context: See you tomorrow.\We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too.\We can't handle that.\Violet!\What are you doing?\I'm delivering the mail.\Uh, mail delivery was meant for tomorrow. response:	And make sure to take breaks during work.
context: We will discuss financing after reviewing your performance. Right.\It looks like some companies do nighttime deliveries, too.\We can't handle that.\Violet!\What are you doing?\I'm delivering the mail.\Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work. response:	-You just got released from the hospital. -It's not a problem.
context: It looks like some companies do nighttime deliveries, too.\We can't handle that.\Violet!\What are you doing?\I'm delivering the mail.\Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem. response:	Yes. It is a problem.
context: We can't handle that.\Violet!\What are you doing?\I'm delivering the mail.\Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem.\Yes. It is a problem. response:	Violet. Go ahead and eat.
context: Violet!\What are you doing?\I'm delivering the mail.\Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem.\Yes. It is a problem.\Violet. Go ahead and eat. response:	I'm going to eat.
context: What are you doing?\I'm delivering the mail.\Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem.\Yes. It is a problem.\Violet. Go ahead and eat.\I'm going to eat. response:	I'll take you to the office once you're done.
context: I'm delivering the mail.\Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem.\Yes. It is a problem.\Violet. Go ahead and eat.\I'm going to eat.\I'll take you to the office once you're done. response:	We only have space in the attic, but you can sleep there.
context: Uh, mail delivery was meant for tomorrow.\And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem.\Yes. It is a problem.\Violet. Go ahead and eat.\I'm going to eat.\I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there. response:	Uh, the Evergarden household has agreed to take you in...
context: And make sure to take breaks during work.\-You just got released from the hospital. -It's not a problem.\Yes. It is a problem.\Violet. Go ahead and eat.\I'm going to eat.\I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in... response:	until you become an adult.
context: -You just got released from the hospital. -It's not a problem.\Yes. It is a problem.\Violet. Go ahead and eat.\I'm going to eat.\I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in...\until you become an adult. response:	But it looks like leaving you at the mansion...
context: Yes. It is a problem.\Violet. Go ahead and eat.\I'm going to eat.\I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in...\until you become an adult.\But it looks like leaving you at the mansion... response:	It looks like there was a problem.
context: Violet. Go ahead and eat.\I'm going to eat.\I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in...\until you become an adult.\But it looks like leaving you at the mansion...\It looks like there was a problem. response:	Hey, you!
context: I'm going to eat.\I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in...\until you become an adult.\But it looks like leaving you at the mansion...\It looks like there was a problem.\Hey, you! response:	I was trying to put it nicely!
context: I'll take you to the office once you're done.\We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in...\until you become an adult.\But it looks like leaving you at the mansion...\It looks like there was a problem.\Hey, you!\I was trying to put it nicely! response:	How was I supposed to know?
context: We only have space in the attic, but you can sleep there.\Uh, the Evergarden household has agreed to take you in...\until you become an adult.\But it looks like leaving you at the mansion...\It looks like there was a problem.\Hey, you!\I was trying to put it nicely!\How was I supposed to know? response:	See you tomorrow.
context: Uh, the Evergarden household has agreed to take you in...\until you become an adult.\But it looks like leaving you at the mansion...\It looks like there was a problem.\Hey, you!\I was trying to put it nicely!\How was I supposed to know?\See you tomorrow. response:	I'll take you home.
context: until you become an adult.\But it looks like leaving you at the mansion...\It looks like there was a problem.\Hey, you!\I was trying to put it nicely!\How was I supposed to know?\See you tomorrow.\I'll take you home. response:	What was the last order you received from Gilbert?
context: But it looks like leaving you at the mansion...\It looks like there was a problem.\Hey, you!\I was trying to put it nicely!\How was I supposed to know?\See you tomorrow.\I'll take you home.\What was the last order you received from Gilbert? response:	He said Run away and live freely.
context: It looks like there was a problem.\Hey, you!\I was trying to put it nicely!\How was I supposed to know?\See you tomorrow.\I'll take you home.\What was the last order you received from Gilbert?\He said Run away and live freely. response:	And, I...
context: Hey, you!\I was trying to put it nicely!\How was I supposed to know?\See you tomorrow.\I'll take you home.\What was the last order you received from Gilbert?\He said Run away and live freely.\And, I... response:	You've been in the army ever since you were a child.
context: I was trying to put it nicely!\How was I supposed to know?\See you tomorrow.\I'll take you home.\What was the last order you received from Gilbert?\He said Run away and live freely.\And, I...\You've been in the army ever since you were a child. response:	You've spent your life fulfilling your duties.
context: How was I supposed to know?\See you tomorrow.\I'll take you home.\What was the last order you received from Gilbert?\He said Run away and live freely.\And, I...\You've been in the army ever since you were a child.\You've spent your life fulfilling your duties. response:	You're going to learn a lot of things.
context: See you tomorrow.\I'll take you home.\What was the last order you received from Gilbert?\He said Run away and live freely.\And, I...\You've been in the army ever since you were a child.\You've spent your life fulfilling your duties.\You're going to learn a lot of things. response:	But it might be easier to keep living
context: I'll take you home.\What was the last order you received from Gilbert?\He said Run away and live freely.\And, I...\You've been in the army ever since you were a child.\You've spent your life fulfilling your duties.\You're going to learn a lot of things.\But it might be easier to keep living response:	if you didn't learn them, if you didn't know them.
context: What was the last order you received from Gilbert?\He said Run away and live freely.\And, I...\You've been in the army ever since you were a child.\You've spent your life fulfilling your duties.\You're going to learn a lot of things.\But it might be easier to keep living\if you didn't learn them, if you didn't know them. response:	You don't realize that your body is on fire
context: He said Run away and live freely.\And, I...\You've been in the army ever since you were a child.\You've spent your life fulfilling your duties.\You're going to learn a lot of things.\But it might be easier to keep living\if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire response:	and burning up because of the things you did.
context: And, I...\You've been in the army ever since you were a child.\You've spent your life fulfilling your duties.\You're going to learn a lot of things.\But it might be easier to keep living\if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire\and burning up because of the things you did. response:	I'm not burning.
context: You've been in the army ever since you were a child.\You've spent your life fulfilling your duties.\You're going to learn a lot of things.\But it might be easier to keep living\if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire\and burning up because of the things you did.\I'm not burning. response:	Yes, you are.
context: You've spent your life fulfilling your duties.\You're going to learn a lot of things.\But it might be easier to keep living\if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire\and burning up because of the things you did.\I'm not burning.\Yes, you are. response:	I'm not. You don't make sense.
context: You're going to learn a lot of things.\But it might be easier to keep living\if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire\and burning up because of the things you did.\I'm not burning.\Yes, you are.\I'm not. You don't make sense. response:	No.
context: But it might be easier to keep living\if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire\and burning up because of the things you did.\I'm not burning.\Yes, you are.\I'm not. You don't make sense.\No. response:	You are burning.
context: if you didn't learn them, if you didn't know them.\You don't realize that your body is on fire\and burning up because of the things you did.\I'm not burning.\Yes, you are.\I'm not. You don't make sense.\No.\You are burning. response:	I saw you like that, but left you alone.
context: You don't realize that your body is on fire\and burning up because of the things you did.\I'm not burning.\Yes, you are.\I'm not. You don't make sense.\No.\You are burning.\I saw you like that, but left you alone. response:	That's why when Gilbert left you with me,
context: and burning up because of the things you did.\I'm not burning.\Yes, you are.\I'm not. You don't make sense.\No.\You are burning.\I saw you like that, but left you alone.\That's why when Gilbert left you with me, response:	I thought this was my chance.
context: I'm not burning.\Yes, you are.\I'm not. You don't make sense.\No.\You are burning.\I saw you like that, but left you alone.\That's why when Gilbert left you with me,\I thought this was my chance. response:	You'll understand one day.
