context: Christmas is just around the corner, huh? response:	Do you guys already have plans?
context: I think you've lost some weight, haven't you?\How long can you stay in Japan?\I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this?\She actually looks pretty nice.\Though you weren't joking about her crazy schedule.\Can you take a short break, maybe? response:	For today, we've prepared all of your favorites.
context: How long can you stay in Japan?\I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this?\She actually looks pretty nice.\Though you weren't joking about her crazy schedule.\Can you take a short break, maybe?\For today, we've prepared all of your favorites. response:	Sorry, but it's right back to work for me.
context: I'll be here till Christmas night.\Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this?\She actually looks pretty nice.\Though you weren't joking about her crazy schedule.\Can you take a short break, maybe?\For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me. response:	By the way, Adelt...
context: Although I'll only have 2 hours and 36 minutes for myself.\Hey. What's this?\She actually looks pretty nice.\Though you weren't joking about her crazy schedule.\Can you take a short break, maybe?\For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me.\By the way, Adelt... response:	Do you remember?
context: Hey. What's this?\She actually looks pretty nice.\Though you weren't joking about her crazy schedule.\Can you take a short break, maybe?\For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me.\By the way, Adelt...\Do you remember? response:	Two months and 15 days ago, I asked you to do something for me, didn't I?
context: She actually looks pretty nice.\Though you weren't joking about her crazy schedule.\Can you take a short break, maybe?\For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me.\By the way, Adelt...\Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I? response:	Since you said you knew one of the directors of that brokerage in Rome,
context: Though you weren't joking about her crazy schedule.\Can you take a short break, maybe?\For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me.\By the way, Adelt...\Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome, response:	I asked you to arrange for a deal with them.
context: Can you take a short break, maybe?\For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me.\By the way, Adelt...\Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them. response:	Whatever became of that, I wonder?
context: For today, we've prepared all of your favorites.\Sorry, but it's right back to work for me.\By the way, Adelt...\Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them.\Whatever became of that, I wonder? response:	W-Well, Hana, the thing is, it's pretty complicated, so...
context: Sorry, but it's right back to work for me.\By the way, Adelt...\Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them.\Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so... response:	I'm asking you a question, Adelt.
context: By the way, Adelt...\Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them.\Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt. response:	Did you get it done?
context: Do you remember?\Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them.\Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt.\Did you get it done? response:	Or not?
context: Two months and 15 days ago, I asked you to do something for me, didn't I?\Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them.\Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt.\Did you get it done?\Or not? response:	Which is it?
context: Since you said you knew one of the directors of that brokerage in Rome,\I asked you to arrange for a deal with them.\Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt.\Did you get it done?\Or not?\Which is it? response:	I haven't done a thing!
context: I asked you to arrange for a deal with them.\Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt.\Did you get it done?\Or not?\Which is it?\I haven't done a thing! response:	Lock him up in the library right away.
context: Whatever became of that, I wonder?\W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt.\Did you get it done?\Or not?\Which is it?\I haven't done a thing!\Lock him up in the library right away. response:	If you don't get it done by Christmas, I'm going to gouge your eyeballs!
context: W-Well, Hana, the thing is, it's pretty complicated, so...\I'm asking you a question, Adelt.\Did you get it done?\Or not?\Which is it?\I haven't done a thing!\Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs! response:	T-Terrifying!
context: I'm asking you a question, Adelt.\Did you get it done?\Or not?\Which is it?\I haven't done a thing!\Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying! response:	I mean, that is a gang boss she's talking to!
context: Did you get it done?\Or not?\Which is it?\I haven't done a thing!\Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying!\I mean, that is a gang boss she's talking to! response:	Jeez, the old guy's a total henpecked husband!
context: Or not?\Which is it?\I haven't done a thing!\Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying!\I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband! response:	Now, then... Is Chitoge around?
context: Which is it?\I haven't done a thing!\Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying!\I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around? response:	Y-Yes!
context: I haven't done a thing!\Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying!\I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around?\Y-Yes! response:	Long time no see! Have you been well?
context: Lock him up in the library right away.\If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying!\I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around?\Y-Yes!\Long time no see! Have you been well? response:	Uh...
context: If you don't get it done by Christmas, I'm going to gouge your eyeballs!\T-Terrifying!\I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around?\Y-Yes!\Long time no see! Have you been well?\Uh... response:	how old are you now, again?
context: T-Terrifying!\I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around?\Y-Yes!\Long time no see! Have you been well?\Uh...\how old are you now, again? response:	Uh, yes!
context: I mean, that is a gang boss she's talking to!\Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around?\Y-Yes!\Long time no see! Have you been well?\Uh...\how old are you now, again?\Uh, yes! response:	I am now sixteen years old! Mother!
context: Jeez, the old guy's a total henpecked husband!\Now, then... Is Chitoge around?\Y-Yes!\Long time no see! Have you been well?\Uh...\how old are you now, again?\Uh, yes!\I am now sixteen years old! Mother! response:	Mother?
context: Now, then... Is Chitoge around?\Y-Yes!\Long time no see! Have you been well?\Uh...\how old are you now, again?\Uh, yes!\I am now sixteen years old! Mother!\Mother? response:	I see. You've grown up a lot.
context: Y-Yes!\Long time no see! Have you been well?\Uh...\how old are you now, again?\Uh, yes!\I am now sixteen years old! Mother!\Mother?\I see. You've grown up a lot. response:	What about school?
context: Long time no see! Have you been well?\Uh...\how old are you now, again?\Uh, yes!\I am now sixteen years old! Mother!\Mother?\I see. You've grown up a lot.\What about school? response:	Uh, yes!
context: Uh...\how old are you now, again?\Uh, yes!\I am now sixteen years old! Mother!\Mother?\I see. You've grown up a lot.\What about school?\Uh, yes! response:	I was ranked fifth in our grade after a test the other day.
context: how old are you now, again?\Uh, yes!\I am now sixteen years old! Mother!\Mother?\I see. You've grown up a lot.\What about school?\Uh, yes!\I was ranked fifth in our grade after a test the other day. response:	I see... fifth?
context: Uh, yes!\I am now sixteen years old! Mother!\Mother?\I see. You've grown up a lot.\What about school?\Uh, yes!\I was ranked fifth in our grade after a test the other day.\I see... fifth? response:	Chitoge?
context: I am now sixteen years old! Mother!\Mother?\I see. You've grown up a lot.\What about school?\Uh, yes!\I was ranked fifth in our grade after a test the other day.\I see... fifth?\Chitoge? response:	That really doesn't make sense, does it?
context: Mother?\I see. You've grown up a lot.\What about school?\Uh, yes!\I was ranked fifth in our grade after a test the other day.\I see... fifth?\Chitoge?\That really doesn't make sense, does it? response:	That junior high you graduated from was one of the top schools in the U.S.
context: I see. You've grown up a lot.\What about school?\Uh, yes!\I was ranked fifth in our grade after a test the other day.\I see... fifth?\Chitoge?\That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S. response:	And you graduated first in your class.
context: What about school?\Uh, yes!\I was ranked fifth in our grade after a test the other day.\I see... fifth?\Chitoge?\That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class. response:	As for the high school you're attending now,
context: Uh, yes!\I was ranked fifth in our grade after a test the other day.\I see... fifth?\Chitoge?\That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class.\As for the high school you're attending now, response:	I hear that it's quite average by Japanese academic standards.
context: I was ranked fifth in our grade after a test the other day.\I see... fifth?\Chitoge?\That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class.\As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards. response:	So what's wrong with this picture?
context: I see... fifth?\Chitoge?\That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class.\As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture? response:	I promise to study harder!
context: Chitoge?\That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class.\As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture?\I promise to study harder! response:	Chitoge's so freaked out, she's vibrating like a cell phone!
context: That really doesn't make sense, does it?\That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class.\As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture?\I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone! response:	But still, this mom of hers is deadly scary.
context: That junior high you graduated from was one of the top schools in the U.S.\And you graduated first in your class.\As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture?\I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary. response:	The intimidation factor is mind-blowing!
context: And you graduated first in your class.\As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture?\I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing! response:	Oh, my...
context: As for the high school you're attending now,\I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture?\I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing!\Oh, my... response:	Who on earth is this?
context: I hear that it's quite average by Japanese academic standards.\So what's wrong with this picture?\I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing!\Oh, my...\Who on earth is this? response:	Mother! Allow me to introduce him.
context: So what's wrong with this picture?\I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing!\Oh, my...\Who on earth is this?\Mother! Allow me to introduce him. response:	This is my boyfriend.
context: I promise to study harder!\Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing!\Oh, my...\Who on earth is this?\Mother! Allow me to introduce him.\This is my boyfriend. response:	P-Pleased to meet you!
context: Chitoge's so freaked out, she's vibrating like a cell phone!\But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing!\Oh, my...\Who on earth is this?\Mother! Allow me to introduce him.\This is my boyfriend.\P-Pleased to meet you! response:	I'm Raku Ichijo!
context: But still, this mom of hers is deadly scary.\The intimidation factor is mind-blowing!\Oh, my...\Who on earth is this?\Mother! Allow me to introduce him.\This is my boyfriend.\P-Pleased to meet you!\I'm Raku Ichijo! response:	Boyfriend?
context: The intimidation factor is mind-blowing!\Oh, my...\Who on earth is this?\Mother! Allow me to introduce him.\This is my boyfriend.\P-Pleased to meet you!\I'm Raku Ichijo!\Boyfriend? response:	Ichijo?
context: Oh, my...\Who on earth is this?\Mother! Allow me to introduce him.\This is my boyfriend.\P-Pleased to meet you!\I'm Raku Ichijo!\Boyfriend?\Ichijo? response:	Ichijo, as in... surely not...
context: Who on earth is this?\Mother! Allow me to introduce him.\This is my boyfriend.\P-Pleased to meet you!\I'm Raku Ichijo!\Boyfriend?\Ichijo?\Ichijo, as in... surely not... response:	Yes. It's probably what you're thinking of...
context: Mother! Allow me to introduce him.\This is my boyfriend.\P-Pleased to meet you!\I'm Raku Ichijo!\Boyfriend?\Ichijo?\Ichijo, as in... surely not...\Yes. It's probably what you're thinking of... response:	Ichijo as in the Shuei-gumi.
context: This is my boyfriend.\P-Pleased to meet you!\I'm Raku Ichijo!\Boyfriend?\Ichijo?\Ichijo, as in... surely not...\Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi. response:	Oh, but I assure you,
context: P-Pleased to meet you!\I'm Raku Ichijo!\Boyfriend?\Ichijo?\Ichijo, as in... surely not...\Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi.\Oh, but I assure you, response:	I'm seeing your daughter in the most impeccable, honorable way imaginable.
context: I'm Raku Ichijo!\Boyfriend?\Ichijo?\Ichijo, as in... surely not...\Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi.\Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable. response:	Oh? Is that right?
context: Boyfriend?\Ichijo?\Ichijo, as in... surely not...\Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi.\Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right? response:	Please look after my daughter, little boy.
context: Ichijo?\Ichijo, as in... surely not...\Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi.\Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right?\Please look after my daughter, little boy. response:	However...
context: Ichijo, as in... surely not...\Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi.\Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right?\Please look after my daughter, little boy.\However... response:	If you ever hurt her in any way, what I'm going to do to you...
context: Yes. It's probably what you're thinking of...\Ichijo as in the Shuei-gumi.\Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right?\Please look after my daughter, little boy.\However...\If you ever hurt her in any way, what I'm going to do to you... response:	Can you imagine it?
context: Ichijo as in the Shuei-gumi.\Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right?\Please look after my daughter, little boy.\However...\If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it? response:	Y-Yes.
context: Oh, but I assure you,\I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right?\Please look after my daughter, little boy.\However...\If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it?\Y-Yes. response:	Rest assured!
context: I'm seeing your daughter in the most impeccable, honorable way imaginable.\Oh? Is that right?\Please look after my daughter, little boy.\However...\If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it?\Y-Yes.\Rest assured! response:	Because I'll exceed anything you might imagine.
context: Oh? Is that right?\Please look after my daughter, little boy.\However...\If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it?\Y-Yes.\Rest assured!\Because I'll exceed anything you might imagine. response:	She's scaring me at every turn, this woman!
context: Please look after my daughter, little boy.\However...\If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it?\Y-Yes.\Rest assured!\Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman! response:	Still, a boyfriend for you, eh?
context: However...\If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it?\Y-Yes.\Rest assured!\Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh? response:	My, how time flies!
context: If you ever hurt her in any way, what I'm going to do to you...\Can you imagine it?\Y-Yes.\Rest assured!\Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh?\My, how time flies! response:	So you've reached that age, have you?
context: Can you imagine it?\Y-Yes.\Rest assured!\Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh?\My, how time flies!\So you've reached that age, have you? response:	What's this...
context: Y-Yes.\Rest assured!\Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh?\My, how time flies!\So you've reached that age, have you?\What's this... response:	That ribbon...
context: Rest assured!\Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh?\My, how time flies!\So you've reached that age, have you?\What's this...\That ribbon... response:	You're still wearing that thing?
context: Because I'll exceed anything you might imagine.\She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh?\My, how time flies!\So you've reached that age, have you?\What's this...\That ribbon...\You're still wearing that thing? response:	It's completely frayed.
context: She's scaring me at every turn, this woman!\Still, a boyfriend for you, eh?\My, how time flies!\So you've reached that age, have you?\What's this...\That ribbon...\You're still wearing that thing?\It's completely frayed. response:	A ribbon like that, I can buy you as many as you need.
context: Still, a boyfriend for you, eh?\My, how time flies!\So you've reached that age, have you?\What's this...\That ribbon...\You're still wearing that thing?\It's completely frayed.\A ribbon like that, I can buy you as many as you need. response:	You're a girl, after all.
context: My, how time flies!\So you've reached that age, have you?\What's this...\That ribbon...\You're still wearing that thing?\It's completely frayed.\A ribbon like that, I can buy you as many as you need.\You're a girl, after all. response:	You need to be more stylish, or you'll chase your boyfriend away.
context: So you've reached that age, have you?\What's this...\That ribbon...\You're still wearing that thing?\It's completely frayed.\A ribbon like that, I can buy you as many as you need.\You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away. response:	Wear a prettier one, will you?
context: What's this...\That ribbon...\You're still wearing that thing?\It's completely frayed.\A ribbon like that, I can buy you as many as you need.\You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you? response:	All right.
context: That ribbon...\You're still wearing that thing?\It's completely frayed.\A ribbon like that, I can buy you as many as you need.\You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you?\All right. response:	Now, then, that's it for me today.
context: You're still wearing that thing?\It's completely frayed.\A ribbon like that, I can buy you as many as you need.\You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you?\All right.\Now, then, that's it for me today. response:	Chitoge?
context: It's completely frayed.\A ribbon like that, I can buy you as many as you need.\You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you?\All right.\Now, then, that's it for me today.\Chitoge? response:	We'll have a nice chat on Christmas Eve, all right?
context: A ribbon like that, I can buy you as many as you need.\You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you?\All right.\Now, then, that's it for me today.\Chitoge?\We'll have a nice chat on Christmas Eve, all right? response:	I have to admit, she really was a terror.
context: You're a girl, after all.\You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you?\All right.\Now, then, that's it for me today.\Chitoge?\We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror. response:	Like a storm.
context: You need to be more stylish, or you'll chase your boyfriend away.\Wear a prettier one, will you?\All right.\Now, then, that's it for me today.\Chitoge?\We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror.\Like a storm. response:	Madam, we have a problem.
context: Wear a prettier one, will you?\All right.\Now, then, that's it for me today.\Chitoge?\We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror.\Like a storm.\Madam, we have a problem. response:	Another secretary has collapsed.
context: All right.\Now, then, that's it for me today.\Chitoge?\We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror.\Like a storm.\Madam, we have a problem.\Another secretary has collapsed. response:	Again? How many does that make this month?
context: Now, then, that's it for me today.\Chitoge?\We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror.\Like a storm.\Madam, we have a problem.\Another secretary has collapsed.\Again? How many does that make this month? response:	I swear, it's a mere 72-hour shift... how pathetic.
context: Chitoge?\We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror.\Like a storm.\Madam, we have a problem.\Another secretary has collapsed.\Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic. response:	Any backups?
context: We'll have a nice chat on Christmas Eve, all right?\I have to admit, she really was a terror.\Like a storm.\Madam, we have a problem.\Another secretary has collapsed.\Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic.\Any backups? response:	Actually, all of them are still in the hospital.
context: I have to admit, she really was a terror.\Like a storm.\Madam, we have a problem.\Another secretary has collapsed.\Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic.\Any backups?\Actually, all of them are still in the hospital. response:	Is that right? That is a problem, then.
context: Like a storm.\Madam, we have a problem.\Another secretary has collapsed.\Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic.\Any backups?\Actually, all of them are still in the hospital.\Is that right? That is a problem, then. response:	I know.
context: Madam, we have a problem.\Another secretary has collapsed.\Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic.\Any backups?\Actually, all of them are still in the hospital.\Is that right? That is a problem, then.\I know. response:	Hey, little boy!
context: Another secretary has collapsed.\Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic.\Any backups?\Actually, all of them are still in the hospital.\Is that right? That is a problem, then.\I know.\Hey, little boy! response:	Starting now, till Christmas, work as my secretary.
context: Again? How many does that make this month?\I swear, it's a mere 72-hour shift... how pathetic.\Any backups?\Actually, all of them are still in the hospital.\Is that right? That is a problem, then.\I know.\Hey, little boy!\Starting now, till Christmas, work as my secretary. response:	H-Hold on!
context: I swear, it's a mere 72-hour shift... how pathetic.\Any backups?\Actually, all of them are still in the hospital.\Is that right? That is a problem, then.\I know.\Hey, little boy!\Starting now, till Christmas, work as my secretary.\H-Hold on! response:	Mother, are you serious?!
context: Any backups?\Actually, all of them are still in the hospital.\Is that right? That is a problem, then.\I know.\Hey, little boy!\Starting now, till Christmas, work as my secretary.\H-Hold on!\Mother, are you serious?! response:	My, my! Of course I'm serious.
context: Actually, all of them are still in the hospital.\Is that right? That is a problem, then.\I know.\Hey, little boy!\Starting now, till Christmas, work as my secretary.\H-Hold on!\Mother, are you serious?!\My, my! Of course I'm serious. response:	I have no intention of allowing my daughter to date a do-nothing.
context: Is that right? That is a problem, then.\I know.\Hey, little boy!\Starting now, till Christmas, work as my secretary.\H-Hold on!\Mother, are you serious?!\My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing. response:	The timing couldn't be better,
context: I know.\Hey, little boy!\Starting now, till Christmas, work as my secretary.\H-Hold on!\Mother, are you serious?!\My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better, response:	and I'm thinking it will give me the chance to see for myself if he's worthy of you.
context: Hey, little boy!\Starting now, till Christmas, work as my secretary.\H-Hold on!\Mother, are you serious?!\My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you. response:	No, but that doesn't mean...
context: Starting now, till Christmas, work as my secretary.\H-Hold on!\Mother, are you serious?!\My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean... response:	But seriously... your secretary, all of a
context: H-Hold on!\Mother, are you serious?!\My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean...\But seriously... your secretary, all of a response:	If you're not up to it, then that's fine with me, too.
context: Mother, are you serious?!\My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean...\But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too. response:	In that case, I'll have you drowned in Tokyo Bay tomorrow.
context: My, my! Of course I'm serious.\I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean...\But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow. response:	That said...
context: I have no intention of allowing my daughter to date a do-nothing.\The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean...\But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said... response:	If you do manage to gain my approval,
context: The timing couldn't be better,\and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean...\But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said...\If you do manage to gain my approval, response:	I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.
context: and I'm thinking it will give me the chance to see for myself if he's worthy of you.\No, but that doesn't mean...\But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said...\If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve. response:	All right, let's go.
context: No, but that doesn't mean...\But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said...\If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go. response:	Carry him to the car.
context: But seriously... your secretary, all of a\If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said...\If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go.\Carry him to the car. response:	Seriously?!
context: If you're not up to it, then that's fine with me, too.\In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said...\If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go.\Carry him to the car.\Seriously?! response:	I'm seriously doing this?!
context: In that case, I'll have you drowned in Tokyo Bay tomorrow.\That said...\If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go.\Carry him to the car.\Seriously?!\I'm seriously doing this?! response:	Ichijo... right.
context: That said...\If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go.\Carry him to the car.\Seriously?!\I'm seriously doing this?!\Ichijo... right. response:	That kid from ten years ago, eh?
context: If you do manage to gain my approval,\I'll reward you two with a night in an ultra suite at a five-star hotel on Christmas Eve.\All right, let's go.\Carry him to the car.\Seriously?!\I'm seriously doing this?!\Ichijo... right.\That kid from ten years ago, eh? response:	Now, then, let's see how you've grown.
